id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2451440705,1,34,16,0,0,48gk2hpqtsl6p9sx9kjhaydq4,1,0,0,2022-08-27T13:00:02.679Z,2022-08-27T13:00:02Z,3734630437,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3734630427,59,"1, 25, 21, 8, 5, 14, 20, 12, 19, 7, 11, 4, 10, 13, 23, 30, 33, 37, 42, 43",3734630435,197,16679,3734630425,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3734630433,194,4hmivvhmplqof776e9tbqg251,3734630431,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3734630423,30,"8szyip8c62bier901hmpqc7vt, dn3llv8xjdbbndltfym5ar561, b275i2lg3anqae5lv9gmrzmqx, 4r6jcuotjs6rz8iwu20996z85, 1zumt9vkrqd8d3p3eqtwezi6t, 9ao7l82r1xd2rjnvv5u6plcr9, dkwkmrmpb7rq4e660efcu5hat, 7dbzcwyph2xoljyhaogjo7mcp, 4hmivvhmplqof776e9tbqg251, 8rrcscn29rs1gk8mi1pwpu92i, 6kih58n0fzlod6c792xpey57t, ao2tl1brzen40y5leuuc3b5qt, 7sdbx7mzjxhvofvke9mp26kbu, 9trvbmdwo8fkndwjz9mr1bfmx, 7xlnqr43lvc8coshx65qd5omh, 3ojnucluy7h8fgk2myyo0zx4a, dvks9tdtrt7orsbravvxpz59m, ab2502dhe0p0fr35nf7urjxbe, 7oikovl62nfxs6z54dzd85gx5, 1r5zkfhxkrrgzhd0k0huxtas5",3734630429,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451440713,1,34,16,0,0,e5p0ehyguld7egzhiedpdnc3w,1,0,0,2022-08-27T13:00:04.989Z,2022-08-27T23:16:39Z,3734630495,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3734630491,59,"1, 34, 30, 10, 4, 5, 7, 25, 18, 13, 11, 2, 6, 8, 17, 21, 22, 23, 28, 29",3734630487,30,"d9yxninyn4bac8f0ufxsnlqll, bh20puvz2w21mnag7ul1g3c9h, 87g6qlasqe627i5g7ir30j2sp, am6ppbdrbz4ml3xsbty53o73d, 6o9mxqdmxip6ik6w6zgd7k8ut, jagvvzc7329tf2c64mnc251, 2wwo7wcxz4gfy0ubkzynvrsnp, 3uc9z96xvain84leorf4ls962, c0yxqwkxqx1sty7abj1qwh9zp, 3k6znit6fd9mbfcnphlwyvj6d, 8qwpdf5jof7o6yy47v6iv11hx, 83jpq8fuprm9h1e2thoxv1tyh, 573hlc6devy50gjotyav9ql4a, 2up6hmpgok15ge6cqkb8j444p, 69ivqkcipxp15b7x5jl83ud49, 6rutvrgco8li4nyz7tfayxb6x, aititrd343hal6ount0dp5zze, 31xsuz1icsj7zt1462swjpk2d, b0dpz0ixcb9hiyurc87z0rotm, 2gj7h5fxuh4y0tbp6j308yk4q",3734630499,197,4955,3734630489,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3734630497,194,jagvvzc7329tf2c64mnc251,3734630501,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3734630493,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451472629,2,32,1,0,0,e5p0ehyguld7egzhiedpdnc3w,1,0,0,2022-08-27T14:00:26.085Z,2022-08-27T21:19:58Z,3734789771,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451472675,2,32,1,0,0,48gk2hpqtsl6p9sx9kjhaydq4,1,0,0,2022-08-27T14:00:26.085Z,2022-08-27T14:00:28Z,3734789961,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451472691,3,1,1,0,0,e5p0ehyguld7egzhiedpdnc3w,1,50.1,49.9,2022-08-27T14:00:26.224Z,2022-08-27T22:44:19Z,3734790023,140,27.2,3734790031,279,S,3734790027,212,24.2,3737709427,178,,3734790021,56,Back,3734790029,213,3.3,3734790025,141,45.7,,,,3k6znit6fd9mbfcnphlwyvj6d,P. Groß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451472723,4,1,1,0,3,e5p0ehyguld7egzhiedpdnc3w,1,27.2,47.6,2022-08-27T14:00:29.231Z,2022-08-27T22:44:23Z,3734790165,140,71.9,3736170925,157,,3734790173,1,,3734790169,212,50.9,3734790167,141,76.4,3734790163,56,Center,3737709685,178,,3734790171,213,0.4,6o9mxqdmxip6ik6w6zgd7k8ut,A. Webster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451472729,5,44,1,0,5,e5p0ehyguld7egzhiedpdnc3w,1,67.8,75.4,2022-08-27T14:00:31.207Z,2022-08-28T00:25:05Z,3734790209,56,Center,3734790293,233,3,3734790211,286,,,,,,,,,,,,,,,,,c0yxqwkxqx1sty7abj1qwh9zp,D. Welbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451472741,3,44,1,0,5,48gk2hpqtsl6p9sx9kjhaydq4,0,32.2,24.6,2022-08-27T14:00:31.208Z,2022-08-27T22:44:29Z,3734790311,233,5,3734790247,56,Back,3734790249,285,,,,,,,,,,,,,,,,,1zumt9vkrqd8d3p3eqtwezi6t,R. Koch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451472745,6,1,1,0,5,e5p0ehyguld7egzhiedpdnc3w,0,71.7,76.1,2022-08-27T14:00:31.312Z,2022-08-28T00:25:06Z,3734790273,212,7.6,3734790275,213,0.7,3734790265,168,,3734790269,140,77.4,3734790267,56,Left,3734790271,141,83.0,3737710305,388,,3734790263,3,,c0yxqwkxqx1sty7abj1qwh9zp,D. Welbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451472757,4,49,1,0,7,48gk2hpqtsl6p9sx9kjhaydq4,1,27.3,22.1,2022-08-27T14:00:33.523Z,2022-08-27T22:44:42Z,,,,,,,,,,,,,,,,,,,,,,,,,dn3llv8xjdbbndltfym5ar561,R. Kristensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451472779,5,1,1,0,7,48gk2hpqtsl6p9sx9kjhaydq4,0,27.3,22.1,2022-08-27T14:00:33.617Z,2022-08-27T22:44:45Z,3734790403,157,,3734790415,1,,3734790411,212,17.1,3734790407,140,40.9,3737710655,178,,3734790409,141,35.9,3734790413,213,0.6,3734790405,56,Back,dn3llv8xjdbbndltfym5ar561,R. Kristensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451472829,7,1,1,0,9,e5p0ehyguld7egzhiedpdnc3w,1,57.6,69.5,2022-08-27T14:00:35.426Z,2022-08-27T22:44:52Z,3734790651,213,0.3,3734790641,140,64.8,3734790649,212,7.9,3734790645,141,72.8,3734790637,56,Center,3737710921,21,,3737710917,178,,,,,am6ppbdrbz4ml3xsbty53o73d,A. Mac Allister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451472907,10,49,1,0,10,e5p0ehyguld7egzhiedpdnc3w,1,64,68.6,2022-08-27T14:00:36.137Z,2022-08-27T22:45:02Z,,,,,,,,,,,,,,,,,,,,,,,,,3uc9z96xvain84leorf4ls962,M. Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451472861,8,1,1,0,10,e5p0ehyguld7egzhiedpdnc3w,0,64.8,72.8,2022-08-27T14:00:36.263Z,2022-08-27T22:45:05Z,3734790781,140,73.7,3734790785,212,13.3,3734790777,155,,3737711609,178,,3734790783,141,58.8,3734790779,56,Center,3734790787,213,5.5,,,,3uc9z96xvain84leorf4ls962,M. Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451472875,6,44,1,0,11,48gk2hpqtsl6p9sx9kjhaydq4,1,27.2,47.3,2022-08-27T14:00:37.404Z,2022-08-28T00:25:06Z,3734790855,56,Back,3734790857,285,,3734790907,233,9,,,,,,,,,,,,,,,,9ao7l82r1xd2rjnvv5u6plcr9,Diego Llorente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451472881,9,44,1,0,11,e5p0ehyguld7egzhiedpdnc3w,0,72.8,52.7,2022-08-27T14:00:37.405Z,2022-08-27T22:45:10Z,3734790911,233,6,3734790875,286,,3734790873,56,Center,,,,,,,,,,,,,,,,3k6znit6fd9mbfcnphlwyvj6d,P. Groß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451472889,7,1,1,0,11,48gk2hpqtsl6p9sx9kjhaydq4,0,28.5,53.4,2022-08-27T14:00:37.494Z,2022-08-28T00:25:06Z,3737712041,388,,3734790935,141,54.0,3734790931,56,Back,3734790939,213,0.9,3734790937,212,0.5,3734790933,140,28.8,3734790929,3,,,,,9ao7l82r1xd2rjnvv5u6plcr9,Diego Llorente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451473203,12,61,1,0,13,e5p0ehyguld7egzhiedpdnc3w,1,71.9,42.7,2022-08-27T14:00:39.216Z,2022-08-27T22:45:32Z,3734792495,56,Center,3737712829,178,,3737712827,21,,,,,,,,,,,,,,,,,3k6znit6fd9mbfcnphlwyvj6d,P. Groß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452028653,903,83,1,0,14,48gk2hpqtsl6p9sx9kjhaydq4,1,40.9,36.2,2022-08-27T14:00:40.240Z,2022-08-27T23:16:40Z,3737804973,399,60307,,,,,,,,,,,,,,,,,,,,,,4hmivvhmplqof776e9tbqg251,Rodrigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451472923,11,1,1,0,15,e5p0ehyguld7egzhiedpdnc3w,0,64.8,68.7,2022-08-27T14:00:41.336Z,2022-08-27T22:45:48Z,3734793599,236,,3734791103,213,2.5,3737713275,178,,3734793605,286,,3734791101,212,1.7,3734791097,140,63.5,3734793601,233,8,3734791099,141,70.1,am6ppbdrbz4ml3xsbty53o73d,A. Mac Allister,3734791095,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451473279,8,74,1,0,15,48gk2hpqtsl6p9sx9kjhaydq4,1,39.2,21.7,2022-08-27T14:00:41.391Z,2022-08-27T22:45:52Z,3734793681,233,11,3734792857,56,Back,3734792859,285,,3737713477,178,,,,,,,,,,,,,,dkwkmrmpb7rq4e660efcu5hat,D. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451473563,9,27,1,0,34,48gk2hpqtsl6p9sx9kjhaydq4,1,0,0,2022-08-27T14:01:00.765Z,2022-08-27T22:45:56Z,3734794673,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451473651,13,27,1,0,34,e5p0ehyguld7egzhiedpdnc3w,1,0,0,2022-08-27T14:01:00.765Z,2022-08-27T22:45:56Z,3734794623,233,9,3734794587,53,3k6znit6fd9mbfcnphlwyvj6d,3734794585,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451475111,10,28,1,1,28,48gk2hpqtsl6p9sx9kjhaydq4,1,0,0,2022-08-27T14:01:54.573Z,2022-08-27T22:46:00Z,3734801579,55,9,3735332847,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451475327,14,28,1,1,28,e5p0ehyguld7egzhiedpdnc3w,1,0,0,2022-08-27T14:01:54.573Z,2022-08-27T22:46:00Z,3734802547,55,13,3735332823,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451475567,15,68,1,1,45,e5p0ehyguld7egzhiedpdnc3w,1,0,0,2022-08-27T14:02:11.439Z,2022-08-27T22:46:03Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451475237,11,68,1,1,45,48gk2hpqtsl6p9sx9kjhaydq4,0,0,0,2022-08-27T14:02:11.837Z,2022-08-27T22:46:05Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451475873,16,1,1,1,48,e5p0ehyguld7egzhiedpdnc3w,1,38.1,72.9,2022-08-27T14:02:14.740Z,2022-08-27T22:46:13Z,3734805105,213,0.7,3734805097,56,Left,3734805101,141,94.5,3734805099,140,53.2,3734805103,212,21.6,3737714441,178,,,,,,,,jagvvzc7329tf2c64mnc251,L. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451475897,17,1,1,1,51,e5p0ehyguld7egzhiedpdnc3w,0,56.2,95.6,2022-08-27T14:02:17.904Z,2022-08-27T22:46:17Z,3734805197,141,72.2,3734805201,213,5.6,3734805193,56,Center,3737714613,178,,3734805195,140,76.1,3734805191,155,,3734805199,212,26.3,,,,87g6qlasqe627i5g7ir30j2sp,P. Estupiñán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451475949,12,1,1,1,53,48gk2hpqtsl6p9sx9kjhaydq4,1,23.6,30.1,2022-08-27T14:02:19.759Z,2022-08-27T22:46:22Z,3737714933,178,,3734805461,140,25.5,3734805467,141,23.2,3734805475,213,5.1,3737714935,21,,3734805471,212,5.1,3734805457,56,Back,,,,9ao7l82r1xd2rjnvv5u6plcr9,Diego Llorente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451475955,13,49,1,1,54,48gk2hpqtsl6p9sx9kjhaydq4,1,25.5,23.2,2022-08-27T14:02:20.890Z,2022-08-27T22:46:33Z,,,,,,,,,,,,,,,,,,,,,,,,,1zumt9vkrqd8d3p3eqtwezi6t,R. Koch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451476011,14,1,1,1,54,48gk2hpqtsl6p9sx9kjhaydq4,1,25.5,23.2,2022-08-27T14:02:20.937Z,2022-08-27T22:46:58Z,3734805779,56,Back,3734805787,212,10.9,3734805791,213,1.1,3734805781,140,30.4,3737716813,178,,3734805785,141,37.4,,,,,,,1zumt9vkrqd8d3p3eqtwezi6t,R. Koch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451476021,15,61,1,1,55,48gk2hpqtsl6p9sx9kjhaydq4,0,30.8,39.2,2022-08-27T14:02:21.853Z,2022-08-27T22:47:03Z,3734805837,56,Back,3737715781,178,,,,,,,,,,,,,,,,,,,,4r6jcuotjs6rz8iwu20996z85,Marc Roca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452030617,801,43,1,1,57,e5p0ehyguld7egzhiedpdnc3w,1,0,0,2022-08-27T14:02:23.219Z,2022-08-27T23:19:49Z,3737816005,178,0,3737816357,144,82,,,,,,,,,,,,,,,,,,,am6ppbdrbz4ml3xsbty53o73d,A. Mac Allister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451476037,18,49,1,1,57,e5p0ehyguld7egzhiedpdnc3w,1,66.1,54.8,2022-08-27T14:02:23.249Z,2022-08-27T22:47:08Z,,,,,,,,,,,,,,,,,,,,,,,,,am6ppbdrbz4ml3xsbty53o73d,A. Mac Allister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451476085,19,1,1,1,57,e5p0ehyguld7egzhiedpdnc3w,1,65.5,55.7,2022-08-27T14:02:23.278Z,2022-08-27T22:47:17Z,3737717763,178,,3734806201,212,6.1,3734806197,140,67.4,3734806199,141,64.1,3734806203,213,1.2,3734806195,56,Center,,,,,,,am6ppbdrbz4ml3xsbty53o73d,A. Mac Allister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451476121,20,1,1,1,58,e5p0ehyguld7egzhiedpdnc3w,1,68.4,71,2022-08-27T14:02:24.667Z,2022-08-27T22:47:31Z,3737718383,178,,3734806367,213,6.2,3734806363,141,69.8,3734806365,212,8.9,3734806359,56,Center,3734806361,140,76.8,,,,,,,3uc9z96xvain84leorf4ls962,M. Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451476167,21,1,1,1,59,e5p0ehyguld7egzhiedpdnc3w,1,76.8,69.8,2022-08-27T14:02:25.304Z,2022-08-27T22:47:42Z,3734806659,156,,3737719035,178,,3734806607,141,77.1,3734806603,56,Center,3734806605,140,74.0,3734806613,213,2.1,3734806609,212,5.8,,,,c0yxqwkxqx1sty7abj1qwh9zp,D. Welbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451476493,22,1,1,2,0,e5p0ehyguld7egzhiedpdnc3w,1,74,77.1,2022-08-27T14:02:26.895Z,2022-08-27T22:47:51Z,3734808149,56,Left,3734808153,141,90.8,3734808151,140,82.8,3734808155,212,13.1,3734808157,213,0.8,3737719377,178,,,,,,,,3uc9z96xvain84leorf4ls962,M. Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451735269,783,3,1,2,5,e5p0ehyguld7egzhiedpdnc3w,0,85.3,92.8,2022-08-27T14:02:31.443Z,2022-08-27T22:47:57Z,3736175165,464,,3736175159,56,Left,3736175169,467,dn3llv8xjdbbndltfym5ar561,3736175161,286,,3737719695,178,,,,,,,,,,,87g6qlasqe627i5g7ir30j2sp,P. Estupiñán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
