id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/9/value,qualifier/11/value,keyPass,qualifier/14/value,qualifier/12/value,qualifier/13/value,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2515027303,1,34,16,0,0,4dsgumo7d4zupm2ugsvm4zm4d,1,0,0,2023-03-04T14:00:20.120Z,2023-03-04T14:00:20Z,4070796001,30,"6yovfcug6e9hykfauqy0fq67d, 2922aevmtpw4qvcwohmxmqtbd, 3l7amac6wdv9yztupg7ur3kl, dydwiixiims98cx2iihfuf8wl, 65rqu55qbzswixgqw2efna06i, 8libvn3hxypz8x7gm4mr7kj55, b1lcxeihx8z6pfv1jef4j5jh1, 4qrvwap878sl5dz5n3o8mr71m, 8qwpdf5jof7o6yy47v6iv11hx, 8tc7dcuwdeqbjgt7vw5p38xgq, 7ocm7nugzwos59il1pm4eub8q, 8i5ee4fmkqhl1rcuo31qomxud, cnmlhoum9aahwqruxgmz2gcfd, 4ali7e2nk26rfzr0660xdrx0p, 8585juruxxi6z8ih6kfqvrj6x, 57gg79gxvcfqtaoi0ruog7wmh, 9id859f7xnqwj0jazjzkbjzdh, bzummkjt2ya27kvolzmqn91wp, hwcrfg4h2ystqbd11qlmj015, 6264xjr1y00yu7b9j2pknalzp",4070796009,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070796005,59,"1, 18, 35, 5, 12, 6, 8, 21, 19, 7, 11, 3, 4, 10, 15, 16, 20, 24, 30, 34",4070796015,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070796011,194,b1lcxeihx8z6pfv1jef4j5jh1,4070796013,197,15758,4070796003,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4070796007,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515027335,1,34,16,0,0,1pse9ta7a45pi2w2grjim70ge,1,0,0,2023-03-04T14:00:24.355Z,2023-03-04T15:00:14Z,4070796163,197,16681,4070796165,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070796161,194,1um5sa7iogc29aadvkabadyad,4070796155,59,"13, 15, 33, 25, 3, 6, 11, 14, 9, 29, 24, 1, 2, 4, 10, 12, 17, 21, 32, 41",4070796159,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070796151,30,"1um5sa7iogc29aadvkabadyad, 80bmtj7l07ohb2h475w955n9, 918sxflcvngsy0xvc9dh3jaei, 95pzsjfh0wf6isp6qpf9lddyh, e6la6wx7o6x7k4srpq8tdsafp, bvlkh4zxfuo5frhj7ogpnecbt, dg4782hj9xdqg46w225kzph5g, 2u0613a3yx2fk1pefmb722rbp, dvj6rdi2k0td95oxldbj6e28l, 33cny48k38nlo8pcx3i24ldqt, 7tnuxlg9l4rjhc7j3ko36hduy, 12l99v9rpet6ug6n121tg6ay1, y51k2gwbs4xmkao0mnaaa76d, djelmk2oafas355n2u0d1bumt, cr4c6htcw2jewsvboj6s8p045, 28f271b9dr7hknp0s82mlu5lh, bzjzvw54k5cmo93wdkjv89knp, efq6i6kz6ca3u91snwmptef2t, 8cmkqkrjme3wb0gegzn1e6xre, brtrhngpuholh79z6p8tgjx4a",4070796157,130,11,4070796153,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515069971,2,32,1,0,0,1pse9ta7a45pi2w2grjim70ge,1,0,0,2023-03-04T15:00:24.287Z,2023-03-04T15:00:24Z,4071012221,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515070007,2,32,1,0,0,4dsgumo7d4zupm2ugsvm4zm4d,1,0,0,2023-03-04T15:00:24.287Z,2023-03-04T22:21:50Z,4071012353,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515069997,3,1,1,0,0,1pse9ta7a45pi2w2grjim70ge,1,50.2,49,2023-03-04T15:00:24.440Z,2023-03-04T23:07:47Z,4073621001,178,,4071012311,56,Back,4071012319,141,52.4,4071012323,213,2.4,4071012327,278,,4071012321,212,3.5,4071012325,279,S,4071012317,140,47.7,dvj6rdi2k0td95oxldbj6e28l,D. Solanke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515070103,4,1,1,0,1,1pse9ta7a45pi2w2grjim70ge,1,49.7,49.1,2023-03-04T15:00:25.380Z,2023-03-04T23:07:54Z,4071012753,212,26.9,4071012747,56,Right,4071012749,140,62.2,4071012751,141,14.6,4071012755,213,5.2,4073621129,178,,,,,,,,2u0613a3yx2fk1pefmb722rbp,J. Rothwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515070123,5,1,1,0,7,1pse9ta7a45pi2w2grjim70ge,0,85.5,18.8,2023-03-04T15:00:31.416Z,2023-03-04T23:07:59Z,4071012855,140,89.5,4071012859,212,11.2,4072471061,224,,4071012849,2,,4071012857,141,34.0,4071012853,56,Center,4072471063,20,,4073621191,178,,dg4782hj9xdqg46w225kzph5g,D. Ouattara,4071012861,213,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515070329,3,61,1,0,7,4dsgumo7d4zupm2ugsvm4zm4d,1,9.4,54.2,2023-03-04T15:00:32.175Z,2023-03-04T23:08:10Z,4073621457,178,,4071013795,56,Back,,,,,,,,,,,,,,,,,,,8libvn3hxypz8x7gm4mr7kj55,Gabriel Magalhães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515070153,6,16,1,0,9,1pse9ta7a45pi2w2grjim70ge,1,92.9,51.4,2023-03-04T15:00:33.758Z,2023-03-04T23:08:19Z,4071021423,102,51.3,4071021425,103,13.9,4072474067,395,1.4,4071021437,231,49.1,4071021429,328,,4071021421,78,,4072474069,396,50.7,4071021433,136,,33cny48k38nlo8pcx3i24ldqt,P. Billing,4071021435,230,98.6,4071013021,22,4071015685,374,2023-03-04 15:00:33.144,4071021427,214,4073621623,178,4071021431,458,4071013023,17,4071013025,56,Center,4071015689,375,00:08.857,4071015681,20,,,,,,,,,,,,,,,,
2515072125,4,1,1,1,8,4dsgumo7d4zupm2ugsvm4zm4d,1,49.9,50.1,2023-03-04T15:01:32.907Z,2023-03-04T23:08:27Z,4071612445,189,,4071021895,56,Back,4071021899,141,62.0,4071021897,140,28.2,4073621811,178,,4071021905,279,G,4071021901,212,24.2,4071021903,213,2.8,8qwpdf5jof7o6yy47v6iv11hx,L. Trossard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
