id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/16/value,qualifier/17/value
2484909983,1,34,16,0,0,b9si1jn1lfxfund69e9ogcu2n,1,0,0,2022-11-12T18:45:15.614Z,2022-11-13T01:06:18Z,3912095815,59,"1, 22, 64, 24, 23, 4, 6, 8, 17, 37, 28, 3, 10, 13, 14, 25, 27, 59, 77, 81",3912095821,197,4986,3912095817,130,10,3912095811,30,"71rob1lsnmdviy1siakkzpqdx, 3fhoof7n4sjaizvotcmypb9at, f1lellpt59ka10kyngi7vsqy2, 29f3jvukalzylzr19t9phgxgq, 2nz313c0ot91untg011l3pc6h, csinkvzxcphggdjeflmo173zd, 5v5jv44a8y2n7p1tb8jsxt2ei, 8kw1y8mzxtwl4fv8qkc8hoc7p, 7pmigpf4yfi6dfih8e1ogdwb9, e83zd56y74k8uecxqyo5xw7v9, 9l7ph5603tbb7xwyxpvjg22fp, 9jxhgh1vhc531ho0ez5alfazu, 50y6nq2eok9lnmldevkamkkwl, ee0c6prj79s48erjp7bgbr3dh, 8i3y6fo1y3gizq05j2im17c6i, ehv4rise2fx4u1wepwtwllb6x, 3trkre1c81pzretsjsi8jk6sq, 5he3j18ix8tre84r8uls8ytm2, dez3rm7q89xk157fwnc3tgqcq, bneorqmd5k8h08fcaiapmhox6",3912095823,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3912095813,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3912095819,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3912342311,194,8kw1y8mzxtwl4fv8qkc8hoc7p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484910157,1,34,16,0,0,4dsgumo7d4zupm2ugsvm4zm4d,1,0,0,2022-11-12T18:45:27.514Z,2022-11-12T18:45:27Z,3912096713,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3912096719,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3912096723,197,15758,3912096715,59,"1, 4, 35, 5, 12, 6, 8, 34, 9, 7, 11, 3, 14, 16, 17, 21, 24, 25, 27, 30",3912096725,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3912096711,30,"6yovfcug6e9hykfauqy0fq67d, cnmlhoum9aahwqruxgmz2gcfd, 3l7amac6wdv9yztupg7ur3kl, dydwiixiims98cx2iihfuf8wl, 65rqu55qbzswixgqw2efna06i, 8libvn3hxypz8x7gm4mr7kj55, b1lcxeihx8z6pfv1jef4j5jh1, 6264xjr1y00yu7b9j2pknalzp, d66tmyj9pt69gub8pcjgo3bh1, 8tc7dcuwdeqbjgt7vw5p38xgq, 7ocm7nugzwos59il1pm4eub8q, 8i5ee4fmkqhl1rcuo31qomxud, 2im16cd31tgg3yac3c8c18jbp, 57gg79gxvcfqtaoi0ruog7wmh, zo32khapaj950oma9gipptxx, 4qrvwap878sl5dz5n3o8mr71m, bzummkjt2ya27kvolzmqn91wp, 3imsbq3n9zgkzp668lsbklg45, 98hc25d8y4c7o985f3li1y7ai, hwcrfg4h2ystqbd11qlmj015",3912096721,194,b1lcxeihx8z6pfv1jef4j5jh1,3912096717,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484957083,2,32,1,0,0,4dsgumo7d4zupm2ugsvm4zm4d,1,0,0,2022-11-12T19:47:10.010Z,2022-11-12T22:02:57Z,3912352545,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484957099,2,32,1,0,0,b9si1jn1lfxfund69e9ogcu2n,1,0,0,2022-11-12T19:47:10.010Z,2022-11-13T01:59:08Z,3912352609,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484957109,3,1,1,0,0,4dsgumo7d4zupm2ugsvm4zm4d,1,49.9,50,2022-11-12T19:47:10.102Z,2022-11-13T02:19:11Z,3912352653,56,Back,3912352659,212,20.1,3912352663,279,S,3912930691,178,,3912352655,140,31.4,3912352657,141,57.5,3912352661,213,2.9,,,,d66tmyj9pt69gub8pcjgo3bh1,Gabriel Jesus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484957117,4,1,1,0,3,4dsgumo7d4zupm2ugsvm4zm4d,0,31.4,56,2022-11-12T19:47:13.582Z,2022-11-13T02:19:17Z,3912352703,56,Right,3912352709,212,51.1,3912930765,178,,3912352705,140,68.3,3912352855,1,,3912352707,141,7.1,3912352701,155,,3912352711,213,5.6,6yovfcug6e9hykfauqy0fq67d,A. Ramsdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484957209,3,1,1,0,6,b9si1jn1lfxfund69e9ogcu2n,0,25.8,83.3,2022-11-12T19:47:16.944Z,2022-11-13T02:19:21Z,3912930827,388,,3912353163,141,88.5,3912353165,212,28.9,3912353159,56,Left,3912353157,3,,3912353167,213,0.1,3912353161,140,53.1,,,,9l7ph5603tbb7xwyxpvjg22fp,João Moutinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484957263,5,1,1,0,10,4dsgumo7d4zupm2ugsvm4zm4d,1,46.6,7.9,2022-11-12T19:47:20.138Z,2022-11-13T02:19:25Z,3912353385,140,53.7,3912353387,141,2.5,3912930939,178,,3912353391,213,5.8,3912353389,212,8.3,3912353383,56,Right,,,,,,,65rqu55qbzswixgqw2efna06i,W. Saliba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484957271,6,1,1,0,11,4dsgumo7d4zupm2ugsvm4zm4d,1,53.7,2.5,2022-11-12T19:47:21.214Z,2022-11-13T02:19:31Z,3912353431,140,43.3,3912353437,213,2.3,3912353435,212,16.7,3912931051,178,,3912353429,56,Back,3912353433,141,21.1,,,,,,,cnmlhoum9aahwqruxgmz2gcfd,B. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484957363,7,1,1,0,18,4dsgumo7d4zupm2ugsvm4zm4d,1,53.4,57.3,2022-11-12T19:47:28.735Z,2022-11-13T02:19:34Z,3912353967,56,Left,3912353973,212,22.9,3912353971,141,90.9,3912353969,140,54.4,3912931123,178,,3912353975,213,1.5,,,,,,,dydwiixiims98cx2iihfuf8wl,T. Partey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
