id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2452347479,1,34,16,0,0,b9si1jn1lfxfund69e9ogcu2n,1,0,0,2022-08-28T12:00:03.639Z,2022-08-28T13:08:30Z,3739512199,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3739512203,130,4,3739512207,194,8kw1y8mzxtwl4fv8qkc8hoc7p,3739512205,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3739512201,59,"1, 22, 19, 8, 4, 23, 27, 28, 9, 17, 7, 3, 10, 11, 13, 14, 24, 32, 37, 77",3739512211,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3739512197,30,"71rob1lsnmdviy1siakkzpqdx, 3fhoof7n4sjaizvotcmypb9at, 7wzwqegxhekjwq361dd2nidp1, 8kw1y8mzxtwl4fv8qkc8hoc7p, csinkvzxcphggdjeflmo173zd, 2nz313c0ot91untg011l3pc6h, 3trkre1c81pzretsjsi8jk6sq, 9l7ph5603tbb7xwyxpvjg22fp, 5wa8lzp50ccfhxg3j4f65gt79, 7pmigpf4yfi6dfih8e1ogdwb9, 6psklvi66inwws7buzf16yjft, 9jxhgh1vhc531ho0ez5alfazu, 50y6nq2eok9lnmldevkamkkwl, dl8x6fzdexn8r0sj65vgcgq8l, ee0c6prj79s48erjp7bgbr3dh, 8i3y6fo1y3gizq05j2im17c6i, 29f3jvukalzylzr19t9phgxgq, 1emj0rlthc8syfleox4c39kut, e83zd56y74k8uecxqyo5xw7v9, dez3rm7q89xk157fwnc3tgqcq",3739512209,197,4986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452347501,1,34,16,0,0,7vn2i2kd35zuetw6b38gw9jsz,1,0,0,2022-08-28T12:00:05.708Z,2022-08-28T12:57:47Z,3739512311,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3739512315,130,4,3739512313,59,"22, 2, 33, 36, 5, 4, 28, 7, 20, 24, 10, 3, 6, 11, 13, 19, 21, 23, 26, 32",3739512317,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3739512309,30,"9s9i1a7hdq5bud8ma2dqi295h, 65z99j774kjnbf7vm0u2q0jit, 6f1ljb0an6d0g4nbap6xgxsyd, 9pv566tidfz21e00y4t0mbap5, dxxc4dioaioidmvamkzqr4b85, 4jwkz8almo2997hvp09zl0p9l, 5tbabvk43ljv3z3wd9mh0y8r9, c589fk8pfqvbukvtdqu1yhjv9, cjdycctu96jilvbvnl7ndh9sl, bijr1ghojrxc61se7ebt72f9x, doctoq9o6be1yap6je75w0vrp, 6otgu2ezmd171skyysl1ku09h, 7z5ugeh3ejhwa3c8tg7idkpud, 8lst9t1pyjhibrxh7xxl3wn9x, 7g5elxh8h34yj55h9heydhzv9, 23oysjfutg5xy1f3o9bapnmxh, 7gcvzjdbqxe5jw1zn07ie4dsl, 37d7oej48pb143o5eilue1hhx, cnoomjxp6tna0mx2ycuptgixh, exzca2akgjl00jfd2hzh33h7t",3739512319,194,65z99j774kjnbf7vm0u2q0jit,3739512323,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3739512321,197,16700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452396503,2,32,1,0,0,b9si1jn1lfxfund69e9ogcu2n,1,0,0,2022-08-28T13:00:07.058Z,2022-08-28T20:50:38Z,3739745337,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452396497,2,32,1,0,0,7vn2i2kd35zuetw6b38gw9jsz,1,0,0,2022-08-28T13:00:07.058Z,2022-08-28T13:00:07Z,3739745329,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452396555,3,1,1,0,0,7vn2i2kd35zuetw6b38gw9jsz,1,49.9,50.4,2022-08-28T13:00:07.173Z,2022-08-28T21:43:29Z,3741899745,178,,3739745529,140,33.7,3739745531,141,49.6,3739745535,213,3.2,3739745527,56,Back,3739745537,279,S,3739745533,212,17.0,,,,5tbabvk43ljv3z3wd9mh0y8r9,J. Willock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452396607,4,1,1,0,2,7vn2i2kd35zuetw6b38gw9jsz,0,34.3,49.6,2022-08-28T13:00:09.919Z,2022-08-28T21:43:30Z,3739745775,155,,3739745777,56,Left,3741899775,178,,3739745779,140,67.1,3739745781,141,91.4,3739745785,213,0.7,3739745783,212,44.7,3739745787,1,,dxxc4dioaioidmvamkzqr4b85,F. Schär,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452396603,3,44,1,0,5,b9si1jn1lfxfund69e9ogcu2n,1,31.2,8.8,2022-08-28T13:00:12.589Z,2022-08-28T23:05:25Z,3739745857,233,5,3739745757,285,,3739745753,56,Back,,,,,,,,,,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452396617,5,44,1,0,5,7vn2i2kd35zuetw6b38gw9jsz,0,68.8,91.2,2022-08-28T13:00:12.590Z,2022-08-28T21:43:31Z,3739745835,286,,3739745833,56,Left,3739746033,233,3,,,,,,,,,,,,,,,,cjdycctu96jilvbvnl7ndh9sl,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452396647,4,1,1,0,5,b9si1jn1lfxfund69e9ogcu2n,1,29.7,9.1,2022-08-28T13:00:12.697Z,2022-08-28T23:05:25Z,3739745933,141,19.7,3739745937,213,1.4,3739745931,140,31.2,3739745935,212,7.4,3739745923,3,,3739745927,56,Back,3741899831,388,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452396675,5,49,1,0,7,b9si1jn1lfxfund69e9ogcu2n,1,31.2,19.3,2022-08-28T13:00:14.348Z,2022-08-28T21:43:34Z,,,,,,,,,,,,,,,,,,,,,,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
