id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,keyPass,qualifier/11/value,qualifier/13/value,qualifier/16/value,qualifier/12/value,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2446112189,5,7,1,0,10,4txjdaqveermfryvbfrr4taf7,1,61.1,11.6,2022-08-14T13:00:23.048Z,2022-08-14T21:30:12Z,3706362915,167,,3707435103,385,,3706362347,285,,3706362361,233,6,3708277237,178,,3706362345,56,Right,,,,,,,6jgocc12bori2wygyu07c082x,D. Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446112225,6,5,1,0,12,4txjdaqveermfryvbfrr4taf7,0,59.8,-1.4,2022-08-14T13:00:24.897Z,2022-08-14T21:30:15Z,3706362529,56,Right,3706362531,347,,3706363101,233,7,,,,,,,,,,,,,,,,6jgocc12bori2wygyu07c082x,D. Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446112331,7,5,1,0,12,1qtaiy11gswx327s0vkibf70n,1,40.2,101.4,2022-08-14T13:00:24.897Z,2022-08-14T21:30:15Z,3706363057,233,6,3706362987,56,Back,3706362989,347,,,,,,,,,,,,,,,,,dcq0nu7mmecab5djjwg0n8ktm,L. O'Brien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446112363,8,1,1,0,23,1qtaiy11gswx327s0vkibf70n,0,43.2,100,2022-08-14T13:00:35.371Z,2022-08-14T21:30:19Z,3706363169,140,61.8,3706363171,141,83.0,3706363173,212,23.3,3706363165,107,,3706363177,1,,3706363167,56,Left,3706363175,213,5.7,,,,12cgiy0t282ywdbr5j78hrxsl,S. McKenna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446112807,10,1,1,0,24,4txjdaqveermfryvbfrr4taf7,1,40.5,19.2,2022-08-14T13:00:36.654Z,2022-08-14T21:30:29Z,3706365067,141,39.5,3706365063,140,37.3,3706365075,213,1.8,3706365071,212,14.2,3706365053,3,,3706365057,56,Back,3708277895,178,,,,,d542ijpf3j9hdrtt1mfe6vwlx,J. Bowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446113605,20,49,1,0,25,4txjdaqveermfryvbfrr4taf7,1,38.5,25,2022-08-14T13:00:37.377Z,2022-08-14T21:30:33Z,,,,,,,,,,,,,,,,,,,,,,,,,6aix9yu384pv1caanqiol231l,Pablo Fornals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446112461,7,61,1,0,26,4txjdaqveermfryvbfrr4taf7,0,43.4,40.4,2022-08-14T13:00:38.513Z,2022-08-14T21:30:45Z,3706363553,56,Back,3708278417,178,,,,,,,,,,,,,,,,,,,,6aix9yu384pv1caanqiol231l,Pablo Fornals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446112479,9,1,1,0,28,1qtaiy11gswx327s0vkibf70n,1,56,64.8,2022-08-14T13:00:40.104Z,2022-08-14T21:30:53Z,3706363617,213,4.1,3706363611,140,41.3,3706363613,141,35.3,3708278697,178,,3706363615,212,25.3,3706363609,56,Back,,,,,,,95uxoznu15m2xywirv43rcmol,O. Mangala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446112519,10,1,1,0,30,1qtaiy11gswx327s0vkibf70n,1,41.3,35.3,2022-08-14T13:00:42.175Z,2022-08-14T21:30:58Z,3706363771,56,Right,3706363773,140,64.9,3706363777,212,30.0,3708278855,178,,3706363779,213,5.7,3706363775,141,10.4,,,,,,,1tuivl8zdnsaz8vbed2z582qx,J. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446112521,11,1,1,0,33,1qtaiy11gswx327s0vkibf70n,0,70.2,10.9,2022-08-14T13:00:45.848Z,2022-08-14T21:31:03Z,3706363785,140,70.2,3706363789,212,1.4,3706364023,236,,3706363787,141,13.0,3706364025,233,8,3706363791,213,1.6,3706364029,286,,3708279011,178,,3mgjcyaseuexxlssgatjgsand,N. Williams,3706363783,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446112563,8,74,1,0,33,4txjdaqveermfryvbfrr4taf7,1,27.7,95.1,2022-08-14T13:00:45.955Z,2022-08-14T21:31:07Z,3706364089,233,11,3706363971,285,,3706363969,56,Back,3708279083,178,,,,,,,,,,,,,,exviw7gzg5p3vaiwaq4ujw9ud,S. Benrahma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446112593,9,5,1,0,35,4txjdaqveermfryvbfrr4taf7,0,31.3,101.6,2022-08-14T13:00:47.240Z,2022-08-14T21:31:17Z,3706364125,347,,3706364421,233,12,3706364123,56,Back,,,,,,,,,,,,,,,,exviw7gzg5p3vaiwaq4ujw9ud,S. Benrahma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446112655,12,5,1,0,35,1qtaiy11gswx327s0vkibf70n,1,68.7,-1.6,2022-08-14T13:00:47.240Z,2022-08-14T21:31:16Z,3706364405,233,9,3706364371,56,Right,3706364373,347,,,,,,,,,,,,,,,,,3mgjcyaseuexxlssgatjgsand,N. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446112723,13,1,1,0,41,1qtaiy11gswx327s0vkibf70n,1,66.7,0,2022-08-14T13:00:53.567Z,2022-08-14T21:31:21Z,3706364653,212,16.4,3706364651,141,16.1,3706364647,56,Right,3706364655,213,2.3,3706364645,107,,3706364649,140,55.9,,,,,,,3mgjcyaseuexxlssgatjgsand,N. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446112757,14,1,1,0,46,1qtaiy11gswx327s0vkibf70n,1,59.1,20.6,2022-08-14T13:00:58.137Z,2022-08-14T21:31:24Z,3708279655,178,,3706364805,212,9.0,3706364807,213,6.2,3706364803,141,19.6,3706364799,56,Right,3706364801,140,67.6,,,,,,,5f72vvw62zdlyrj3mwux2udat,J. Lingard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446112775,15,1,1,0,46,1qtaiy11gswx327s0vkibf70n,1,67.6,19.6,2022-08-14T13:00:59.022Z,2022-08-14T21:31:29Z,3706364915,141,12.2,3706364919,213,5.0,3706364917,212,5.2,3708279845,178,,3706364911,56,Right,3706364913,140,69.0,,,,,,,1l228p52d8wdf8qhfxqu8rca,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446112791,16,1,1,0,49,1qtaiy11gswx327s0vkibf70n,0,69.4,12.2,2022-08-14T13:01:01.296Z,2022-08-14T21:31:34Z,3708279965,178,,3706364995,212,19.6,3706364989,56,Center,3706364997,213,0.7,3706364987,155,,3706364993,141,31.1,3706364991,140,83.5,,,,3mgjcyaseuexxlssgatjgsand,N. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446112813,11,49,1,0,50,4txjdaqveermfryvbfrr4taf7,1,13.2,70,2022-08-14T13:01:02.455Z,2022-08-14T21:31:40Z,,,,,,,,,,,,,,,,,,,,,,,,,6jgocc12bori2wygyu07c082x,D. Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446112871,12,1,1,0,50,4txjdaqveermfryvbfrr4taf7,1,13.2,70,2022-08-14T13:01:02.507Z,2022-08-14T21:31:47Z,3706365355,141,80.2,3706365359,213,0.5,3708280305,178,,3706365357,212,15.7,3706365351,56,Back,3706365353,140,26.6,,,,,,,6jgocc12bori2wygyu07c082x,D. Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446112897,13,1,1,0,52,4txjdaqveermfryvbfrr4taf7,1,26.6,80.2,2022-08-14T13:01:04.907Z,2022-08-14T21:31:52Z,3706365475,212,13.5,3708280405,178,,3706365477,213,2.5,3706365469,56,Back,3706365471,140,16.5,3706365473,141,92.6,,,,,,,6aix9yu384pv1caanqiol231l,Pablo Fornals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446112909,14,1,1,0,53,4txjdaqveermfryvbfrr4taf7,0,16.5,92.6,2022-08-14T13:01:06.052Z,2022-08-14T21:31:56Z,3708280497,178,,3706365533,141,89.9,3706365531,140,38.0,3706365527,155,,3706365535,212,22.6,3706365537,213,6.2,3706365529,56,Back,,,,9w5o8b18ffu4qr4bdnfrk4ogl,A. Cresswell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446112921,17,1,1,0,55,1qtaiy11gswx327s0vkibf70n,0,57,9.3,2022-08-14T13:01:07.563Z,2022-08-14T21:32:03Z,3708280661,178,,3706365605,140,68.7,3706365609,212,14.3,3706365601,3,,3706365603,56,Right,3706365607,141,0.0,3706365611,213,5.7,,,,1tuivl8zdnsaz8vbed2z582qx,J. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446113139,15,5,1,0,56,4txjdaqveermfryvbfrr4taf7,1,24.7,101,2022-08-14T13:01:09.059Z,2022-08-14T21:32:08Z,3706366629,347,,3706366627,56,Back,3706390975,233,18,,,,,,,,,,,,,,,,9w5o8b18ffu4qr4bdnfrk4ogl,A. Cresswell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446112963,18,5,1,0,56,1qtaiy11gswx327s0vkibf70n,0,75.3,-1,2022-08-14T13:01:09.059Z,2022-08-14T21:32:09Z,3706365807,347,,3706365805,56,Right,3706390979,233,15,,,,,,,,,,,,,,,,3mgjcyaseuexxlssgatjgsand,N. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446113381,16,1,1,1,30,4txjdaqveermfryvbfrr4taf7,0,36.7,100,2022-08-14T13:01:42.425Z,2022-08-14T21:32:13Z,3706367639,212,26.2,3706367635,140,61.3,3706367633,56,Left,3706367631,107,,3706367643,1,,3706367641,213,6.1,3706367637,141,95.1,,,,9w5o8b18ffu4qr4bdnfrk4ogl,A. Cresswell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446113425,19,1,1,1,32,1qtaiy11gswx327s0vkibf70n,0,35.4,10.7,2022-08-14T13:01:44.252Z,2022-08-14T21:32:18Z,3706367829,56,Center,3706367835,212,23.6,3708281271,178,,3706367827,3,,3706367837,213,0.4,3706367833,141,23.5,3706367831,140,56.3,,,,1tuivl8zdnsaz8vbed2z582qx,J. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446113463,17,1,1,1,33,4txjdaqveermfryvbfrr4taf7,1,40.4,81.7,2022-08-14T13:01:45.860Z,2022-08-14T21:32:21Z,3706368049,140,60.0,3708281403,388,,3706368055,213,0.1,3706368045,3,,3706368051,141,84.4,3706368053,212,20.7,3706368047,56,Left,,,,6jgocc12bori2wygyu07c082x,D. Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446472883,757,83,1,1,35,1qtaiy11gswx327s0vkibf70n,1,39.4,12.8,2022-08-14T13:01:47.586Z,2022-08-14T21:57:31Z,3708340117,399,172841,,,,,,,,,,,,,,,,,,,,,,3mgjcyaseuexxlssgatjgsand,N. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446113469,18,3,1,1,35,4txjdaqveermfryvbfrr4taf7,0,61.2,88,2022-08-14T13:01:47.603Z,2022-08-14T21:32:26Z,3706368119,211,,3706368089,286,,3708281683,178,,3707435159,464,,3706368087,56,Left,,,,,,,,,,exviw7gzg5p3vaiwaq4ujw9ud,S. Benrahma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446113479,19,5,1,1,37,4txjdaqveermfryvbfrr4taf7,0,62.6,101.5,2022-08-14T13:01:49.081Z,2022-08-14T21:32:31Z,3706368135,56,Left,3706368537,233,20,3706368137,347,,,,,,,,,,,,,,,,,exviw7gzg5p3vaiwaq4ujw9ud,S. Benrahma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446113547,20,5,1,1,37,1qtaiy11gswx327s0vkibf70n,1,37.4,-1.5,2022-08-14T13:01:49.081Z,2022-08-14T21:32:31Z,3706368505,347,,3706368525,233,19,3706368503,56,Back,,,,,,,,,,,,,,,,1tuivl8zdnsaz8vbed2z582qx,J. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446113593,21,1,1,1,44,1qtaiy11gswx327s0vkibf70n,1,44.9,0,2022-08-14T13:01:56.946Z,2022-08-14T21:32:36Z,3706368697,212,23.6,3706368693,140,23.3,3706368691,56,Back,3706368701,1,,3706368699,213,2.9,3706368695,141,8.8,3706368689,107,,,,,3mgjcyaseuexxlssgatjgsand,N. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446113693,22,1,1,1,48,1qtaiy11gswx327s0vkibf70n,1,22.2,13.6,2022-08-14T13:02:00.605Z,2022-08-14T21:32:39Z,3706369207,213,2.1,3706369201,140,10.9,3706369203,141,44.0,3706369199,56,Back,3708282043,178,,3706369205,212,23.8,,,,,,,1tuivl8zdnsaz8vbed2z582qx,J. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446113765,23,1,1,1,54,1qtaiy11gswx327s0vkibf70n,0,12.2,42.5,2022-08-14T13:02:06.082Z,2022-08-14T21:32:44Z,3706369393,157,,3708282215,178,,3706369397,140,58.9,3706369405,1,,3706369401,212,52.8,3706369403,213,0.4,3706369399,141,71.3,3706369395,56,Center,5z8ycnd0smdkumi5fgtzf7c9h,D. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446113757,21,44,1,1,56,4txjdaqveermfryvbfrr4taf7,1,38.7,28.2,2022-08-14T13:02:08.768Z,2022-08-15T00:31:01Z,3706369381,56,Back,3706369383,285,,3706369497,233,24,,,,,,,,,,,,,,,,4ryipy52oscxkv71ws0os5w5,V. Coufal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446113767,24,44,1,1,56,1qtaiy11gswx327s0vkibf70n,0,61.3,71.8,2022-08-14T13:02:08.769Z,2022-08-14T21:32:47Z,3706369413,56,Center,3706369501,233,21,3706369415,286,,,,,,,,,,,,,,,,,55eiicx10oqok1601fqyovt1x,T. Awoniyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446113773,22,1,1,1,56,4txjdaqveermfryvbfrr4taf7,0,36.3,27.6,2022-08-14T13:02:08.872Z,2022-08-15T00:31:02Z,3708282561,388,,3706369439,141,42.4,3706369435,56,Center,3706369433,3,,3706369441,212,21.2,3706369437,140,54.1,3706369443,213,0.5,,,,4ryipy52oscxkv71ws0os5w5,V. Coufal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446113833,25,1,1,2,0,1qtaiy11gswx327s0vkibf70n,1,56.7,61.2,2022-08-14T13:02:12.588Z,2022-08-14T21:32:56Z,3706369747,212,8.7,3706369743,140,62.0,3706369741,56,Center,3706369745,141,71.1,3708282769,178,,3706369749,213,0.9,,,,,,,95uxoznu15m2xywirv43rcmol,O. Mangala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446113879,26,1,1,2,2,1qtaiy11gswx327s0vkibf70n,1,64.6,75.6,2022-08-14T13:02:14.709Z,2022-08-14T21:33:00Z,3708282865,178,,3706370007,213,0.7,3706370001,140,76.5,3706370003,141,91.1,3706369999,56,Left,3706370005,212,16.3,,,,,,,dcq0nu7mmecab5djjwg0n8ktm,L. O'Brien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446113951,27,1,1,2,5,1qtaiy11gswx327s0vkibf70n,1,76.5,91.1,2022-08-14T13:02:17.091Z,2022-08-14T21:33:04Z,3706370335,140,98.0,3706370339,212,23.9,3708283023,178,,3706370333,56,Left,3706370341,213,6.0,3706370337,141,79.7,,,,,,,1vklxifs8qpj71s4reu3pkw5x,H. Toffolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446113961,28,1,1,2,7,1qtaiy11gswx327s0vkibf70n,0,98,79.7,2022-08-14T13:02:19.726Z,2022-08-14T21:33:09Z,3706370383,140,97.8,3707435169,224,,3706370387,212,1.2,3706370393,236,,3706370377,2,,3706370399,286,,3706370395,233,23,3706370385,141,78.0,55eiicx10oqok1601fqyovt1x,T. Awoniyi,3706370389,213,4.5,3708283201,178,3706370381,56,Center,3707435171,72,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446113919,23,12,1,2,7,4txjdaqveermfryvbfrr4taf7,1,2.3,21.9,2022-08-14T13:02:19.746Z,2022-08-14T21:33:14Z,3708283417,178,,3706370453,233,28,3706370171,185,,3706370173,56,Back,,,,,,,,,,,,,9qdm0nxg1g046olii48z3crf9,K. Zouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446113927,24,6,1,2,8,4txjdaqveermfryvbfrr4taf7,0,0.8,22,2022-08-14T13:02:20.657Z,2022-08-14T21:33:16Z,3706370213,56,Back,3706370559,233,29,3706370231,73,,,,,,,,,,,,,,,,,9qdm0nxg1g046olii48z3crf9,K. Zouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446113989,29,6,1,2,8,1qtaiy11gswx327s0vkibf70n,1,99.2,78,2022-08-14T13:02:20.657Z,2022-08-14T21:33:16Z,3706370495,73,,3706370545,233,24,3706370493,56,Center,,,,,,,,,,,,,,,,55eiicx10oqok1601fqyovt1x,T. Awoniyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446114473,30,1,1,2,42,1qtaiy11gswx327s0vkibf70n,0,99.5,99.5,2022-08-14T13:02:54.894Z,2022-08-14T21:33:21Z,3706372899,223,,3706372905,141,55.1,3706372895,6,,3706372909,213,4.4,3706372901,56,Center,3707435207,20,,3708283731,178,,3706372893,2,,3mgjcyaseuexxlssgatjgsand,N. Williams,3706372903,140,91.2,3706372907,212,3706372897,155,,,,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2446114483,25,12,1,2,44,4txjdaqveermfryvbfrr4taf7,1,9,50.1,2022-08-14T13:02:56.680Z,2022-08-14T21:33:25Z,3706373001,15,,3706372949,56,Back,3706372959,212,17.2,3708283843,388,,3706372961,213,6.2,3706372953,140,25.3,3706372957,141,47.6,,,,6wwagkprtmcadu8p6klcu2uhh,T. Souček,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
