id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,keyPass,qualifier/14/value,qualifier/11/value,qualifier/16/value,qualifier/18/value
2503941999,1,34,16,0,0,7vn2i2kd35zuetw6b38gw9jsz,1,0,0,2023-02-04T16:30:06.319Z,2023-02-04T17:36:31Z,4012353475,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4012353481,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4012353485,197,420,4012353479,130,4,4012353473,30,"9s9i1a7hdq5bud8ma2dqi295h, 65z99j774kjnbf7vm0u2q0jit, 6f1ljb0an6d0g4nbap6xgxsyd, 9pv566tidfz21e00y4t0mbap5, dxxc4dioaioidmvamkzqr4b85, 4jwkz8almo2997hvp09zl0p9l, 5tbabvk43ljv3z3wd9mh0y8r9, c589fk8pfqvbukvtdqu1yhjv9, 66r7rq9kcoyow46ovmhzrtec5, bijr1ghojrxc61se7ebt72f9x, doctoq9o6be1yap6je75w0vrp, 8mjj0wgufggpc1ai2dk21h90p, 7w4l5mrrrg66wvdd8ndb5zb9x, 6otgu2ezmd171skyysl1ku09h, 7z5ugeh3ejhwa3c8tg7idkpud, 8lst9t1pyjhibrxh7xxl3wn9x, 96yg5g3b9o4gqbo2p299h4gdl, 7gcvzjdbqxe5jw1zn07ie4dsl, 37d7oej48pb143o5eilue1hhx, exzca2akgjl00jfd2hzh33h7t",4012353487,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4012353477,59,"22, 2, 33, 36, 5, 4, 28, 7, 9, 24, 10, 8, 1, 3, 6, 11, 12, 21, 23, 32",4012353483,194,65z99j774kjnbf7vm0u2q0jit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503942105,1,34,16,0,0,4txjdaqveermfryvbfrr4taf7,1,0,0,2023-02-04T16:30:10.382Z,2023-02-04T16:30:10Z,4012354067,59,"1, 5, 33, 27, 21, 24, 11, 41, 9, 20, 22, 2, 3, 8, 10, 12, 18, 28, 47, 49",4012354073,194,6jgocc12bori2wygyu07c082x,4012354077,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4012354069,130,17,4012354063,30,"eagrmpe9ft8daly57l1ja8lhx, 4ryipy52oscxkv71ws0os5w5, 8qezzr83ofw7htqufohg2fwlx, 3o0zpl9cnmna2hyk595ja0xrd, bmk0efhzrno1sgr3g8yijoa8l, cm0gwoyh5rdb216fx685a7l5h, at7mm2zrj2hjhu4bnq1f9noix, 6jgocc12bori2wygyu07c082x, 3c7vnmec038bhz5rq36ywi2fp, d542ijpf3j9hdrtt1mfe6vwlx, exviw7gzg5p3vaiwaq4ujw9ud, 6gq38x5xbyz0moa1sk0aw082x, 9w5o8b18ffu4qr4bdnfrk4ogl, 6aix9yu384pv1caanqiol231l, ebj88k2kxp7r1x6lmrqacuaj9, 44zyk38a8ffdjr5bmj355bt2h, ashza2qkgnak7wb3vuz5bnzyt, 6wwagkprtmcadu8p6klcu2uhh, 4cdgbq2ls5tc6dcxrkqesu0kq, 7k7o8g8r453gp1hvqaia1rywa",4012354075,197,18205,4012354071,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4012354065,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504006511,2,32,1,0,0,7vn2i2kd35zuetw6b38gw9jsz,1,0,0,2023-02-04T17:30:43.846Z,2023-02-04T22:54:23Z,4012702287,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504006537,2,32,1,0,0,4txjdaqveermfryvbfrr4taf7,1,0,0,2023-02-04T17:30:43.846Z,2023-02-04T17:30:45Z,4012702403,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504006555,3,1,1,0,0,7vn2i2kd35zuetw6b38gw9jsz,1,50.1,49.9,2023-02-04T17:30:43.874Z,2023-02-05T04:16:59Z,4012702501,213,3.2,4013932339,178,,4012702495,140,37.0,4012702497,141,48.8,4012702503,279,S,4012702499,212,13.8,4012702493,56,Back,,,,5tbabvk43ljv3z3wd9mh0y8r9,J. Willock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504006589,4,1,1,0,1,7vn2i2kd35zuetw6b38gw9jsz,1,37,48.8,2023-02-04T17:30:45.451Z,2023-02-05T04:17:06Z,4012702703,56,Back,4012702709,212,13.2,4012702707,141,39.8,4013932545,178,,4012702705,140,25.9,4012702711,213,3.6,,,,,,,9pv566tidfz21e00y4t0mbap5,S. Longstaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504006609,5,1,1,0,5,7vn2i2kd35zuetw6b38gw9jsz,1,30.3,38.9,2023-02-04T17:30:49.183Z,2023-02-05T04:17:27Z,4012702785,56,Back,4012702791,212,14.6,4012702789,141,31.1,4013933087,178,,4012702787,140,43.3,4012702795,213,5.9,,,,,,,dxxc4dioaioidmvamkzqr4b85,F. Schär,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504006625,6,1,1,0,6,7vn2i2kd35zuetw6b38gw9jsz,1,43.3,31.1,2023-02-04T17:30:50.401Z,2023-02-05T04:17:29Z,4012702871,56,Back,4012702875,141,8.3,4013933165,178,,4012702877,212,15.6,4012702873,140,41.7,4012702879,213,4.6,,,,,,,9pv566tidfz21e00y4t0mbap5,S. Longstaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504006663,7,1,1,0,8,7vn2i2kd35zuetw6b38gw9jsz,1,42.1,8.3,2023-02-04T17:30:52.760Z,2023-02-05T04:17:31Z,4012703107,155,,4012703117,212,40.9,4012703123,1,,4013933209,178,,4012703113,141,16.9,4012703119,213,0.1,4012703109,56,Right,4012703111,140,80.7,65z99j774kjnbf7vm0u2q0jit,K. Trippier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504006673,8,1,1,0,13,7vn2i2kd35zuetw6b38gw9jsz,0,91.3,11,2023-02-04T17:30:57.195Z,2023-02-05T04:17:38Z,4012703185,56,Right,4013240553,141,10.6,4013240557,213,3.3,4013933283,178,,4013240555,212,1.8,4013240551,140,89.6,,,,,,,5tbabvk43ljv3z3wd9mh0y8r9,J. Willock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
