id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/10/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/13/value,qualifier/15/value,qualifier/17/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2495059891,1,34,16,0,0,b496gs285it6bheuikox6z9mj,1,0,0,2023-01-04T19:00:31.087Z,2023-01-04T20:02:40Z,3965758561,59,"1, 18, 27, 44, 4, 5, 2, 6, 11, 31, 10, 8, 9, 16, 17, 20, 23, 25, 32, 72",3965758565,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3965758571,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3965758567,194,7paw998ux29k7hx4t1g0wu85x,3965758559,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3965758569,197,397,3965758563,130,2,3965758557,30,"3zl1q2gk6tdmzirsyfgm38no5, 7paw998ux29k7hx4t1g0wu85x, e8gz0tmmdh1ql8qrn1ncrvnpx, blth4klpu88kgh73abpjlgusp, 8qys6qtdwgsycxducl062zld5, 2smmv9hdoiet7necaf00ol51x, 1e9txzr9hqz94xtun6byo0vs9, 7j84ozqdpgupzxevbxemi5tyh, 5m0j33eoa5c8pqlr0tdf7undh, 4jyrztlaueae7eg18kuvxa489, l0qqn9tlgov91p5d1zzdupcl, d394go61g90f1u6bddu1narit, ashza2qkgnak7wb3vuz5bnzyt, 172klpuv2h1enskc8fz79xg45, eb48g14m2erkf7yzqz8gj4u6t, 1tbc8iokapjgu8zjrc1knq28l, 3vxh219sef8mooilemi8xbs9h, 4myy5br8yj5678xlji3up1ryt, 1emj0rlthc8syfleox4c39kut, 151vo7ms9f3deyldabwvbo844",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495059917,1,34,16,0,0,b9si1jn1lfxfund69e9ogcu2n,1,0,0,2023-01-04T19:00:36.042Z,2023-01-04T18:59:30Z,3965758685,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3965758693,194,8kw1y8mzxtwl4fv8qkc8hoc7p,3965758697,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3965758695,197,4986,3965758683,30,"71rob1lsnmdviy1siakkzpqdx, 3fhoof7n4sjaizvotcmypb9at, f1lellpt59ka10kyngi7vsqy2, 3trkre1c81pzretsjsi8jk6sq, csinkvzxcphggdjeflmo173zd, 2nz313c0ot91untg011l3pc6h, dl8x6fzdexn8r0sj65vgcgq8l, 8kw1y8mzxtwl4fv8qkc8hoc7p, 6s577yqayjceifu1e05f280yd, 9l7ph5603tbb7xwyxpvjg22fp, 50y6nq2eok9lnmldevkamkkwl, 9rm3r46uzxlmuqnp0jo4danhm, 9jxhgh1vhc531ho0ez5alfazu, 5wa8lzp50ccfhxg3j4f65gt79, ee0c6prj79s48erjp7bgbr3dh, 7pmigpf4yfi6dfih8e1ogdwb9, 7wzwqegxhekjwq361dd2nidp1, 29f3jvukalzylzr19t9phgxgq, e83zd56y74k8uecxqyo5xw7v9, 5he3j18ix8tre84r8uls8ytm2",3965758691,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3965758689,130,8,3965758687,59,"1, 22, 64, 27, 4, 23, 11, 8, 29, 28, 10, 12, 3, 9, 13, 17, 19, 24, 37, 59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495075545,2,32,1,0,0,b496gs285it6bheuikox6z9mj,1,0,0,2023-01-04T20:00:07.729Z,2023-01-05T04:38:07Z,3965837635,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495075529,2,32,1,0,0,b9si1jn1lfxfund69e9ogcu2n,1,0,0,2023-01-04T20:00:07.729Z,2023-01-04T20:00:07Z,3965837549,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495075551,3,1,1,0,0,b9si1jn1lfxfund69e9ogcu2n,1,50.1,49.7,2023-01-04T20:00:07.829Z,2023-01-05T05:27:00Z,3965837663,140,37.0,3965837669,213,2.9,3965837671,279,S,3965837667,212,14.1,3966145567,178,,3965837665,141,54.5,3965837661,56,Back,,,,6s577yqayjceifu1e05f280yd,Diego Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495075555,4,1,1,0,2,b9si1jn1lfxfund69e9ogcu2n,1,36,43.7,2023-01-04T20:00:10.019Z,2023-01-05T05:27:05Z,3965837693,141,4.4,3965837697,213,4.9,3965837695,212,27.4,3966145603,178,,3965837689,56,Back,3965837691,140,41.6,,,,,,,8kw1y8mzxtwl4fv8qkc8hoc7p,Rúben Neves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495075565,5,1,1,0,4,b9si1jn1lfxfund69e9ogcu2n,1,41.6,4.4,2023-01-04T20:00:12.379Z,2023-01-05T05:27:10Z,3965837747,140,27.1,3965837753,213,2.4,3966145635,178,,3965837749,141,25.0,3965837751,212,20.7,3965837745,56,Back,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495075589,6,1,1,0,7,b9si1jn1lfxfund69e9ogcu2n,1,27.1,25.9,2023-01-04T20:00:15.146Z,2023-01-05T05:27:12Z,3965837883,213,1.8,3965837875,56,Back,3966145659,178,,3965837881,212,30.3,3965837877,140,19.7,3965837879,141,69.0,,,,,,,csinkvzxcphggdjeflmo173zd,N. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495075603,7,1,1,0,11,b9si1jn1lfxfund69e9ogcu2n,1,24,66.9,2023-01-04T20:00:19.252Z,2023-01-05T05:27:15Z,3965837963,213,4.6,3965837957,140,20.3,3965837959,141,27.6,3965837961,212,27.0,3965837955,56,Back,3966145683,178,,,,,,,,2nz313c0ot91untg011l3pc6h,M. Kilman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495075615,8,1,1,0,14,b9si1jn1lfxfund69e9ogcu2n,1,21.2,27,2023-01-04T20:00:21.960Z,2023-01-05T05:27:20Z,3965838037,213,5.4,3965838029,56,Back,3966145755,178,,3965838033,141,5.2,3965838031,140,33.6,3965838035,212,19.7,,,,,,,csinkvzxcphggdjeflmo173zd,N. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495075631,9,1,1,0,16,b9si1jn1lfxfund69e9ogcu2n,1,33.8,5.2,2023-01-04T20:00:24.545Z,2023-01-05T05:27:25Z,3965838119,56,Back,3966145799,178,,3965838121,140,18.4,3965838125,212,18.8,3965838127,213,2.6,3965838123,141,19.4,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495075641,10,1,1,0,19,b9si1jn1lfxfund69e9ogcu2n,1,19.8,25.3,2023-01-04T20:00:27.290Z,2023-01-05T05:27:36Z,3965838173,56,Back,3965838179,212,26.5,3965838177,141,64.3,3966145903,178,,3965838181,213,1.6,3965838175,140,18.9,,,,,,,csinkvzxcphggdjeflmo173zd,N. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495075665,11,1,1,0,22,b9si1jn1lfxfund69e9ogcu2n,1,18.9,64.3,2023-01-04T20:00:30.660Z,2023-01-05T05:27:40Z,3965838281,140,19.1,3965838285,212,26.6,3965838277,56,Back,3965838287,213,4.7,3966145935,178,,3965838283,141,25.2,,,,,,,2nz313c0ot91untg011l3pc6h,M. Kilman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495075679,12,1,1,0,27,b9si1jn1lfxfund69e9ogcu2n,1,25.1,24.8,2023-01-04T20:00:35.121Z,2023-01-05T05:27:44Z,3965838363,56,Back,3965838369,212,33.8,3965838365,140,23.1,3965838371,213,1.6,3965838367,141,74.4,3966145959,178,,3965838373,1,,,,,csinkvzxcphggdjeflmo173zd,N. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495075681,13,1,1,0,30,b9si1jn1lfxfund69e9ogcu2n,1,22.5,77.9,2023-01-04T20:00:38.257Z,2023-01-05T05:27:47Z,3965838383,212,13.9,3965838379,140,28.7,3965838381,141,96.0,3966145993,178,,3965838385,213,1.1,3965838377,56,Back,,,,,,,2nz313c0ot91untg011l3pc6h,M. Kilman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495075701,14,1,1,0,32,b9si1jn1lfxfund69e9ogcu2n,1,28.7,96,2023-01-04T20:00:40.207Z,2023-01-05T05:27:51Z,3965838477,212,10.1,3965838479,213,4.8,3966146043,178,,3965838473,140,29.5,3965838471,56,Back,3965838475,141,81.2,,,,,,,f1lellpt59ka10kyngi7vsqy2,Hugo Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495075731,15,1,1,0,35,b9si1jn1lfxfund69e9ogcu2n,0,31.6,74.5,2023-01-04T20:00:43.325Z,2023-01-05T05:27:54Z,3965838633,1,,3966146069,178,,3965838629,212,63.2,3965838623,56,Right,3965838627,141,0.0,3965838621,196,,3965838625,140,66.4,3965838631,213,5.3,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,3965838619,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495075817,3,5,1,0,41,b496gs285it6bheuikox6z9mj,1,34.7,101.4,2023-01-04T20:00:49.531Z,2023-01-05T05:28:00Z,3965839045,347,,3965839557,233,16,3965839043,56,Back,,,,,,,,,,,,,,,,e8gz0tmmdh1ql8qrn1ncrvnpx,L. Digne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495075735,16,5,1,0,41,b9si1jn1lfxfund69e9ogcu2n,0,65.3,-1.4,2023-01-04T20:00:49.531Z,2023-01-05T05:28:00Z,3965838637,347,,3965839561,233,3,3965838635,56,Right,,,,,,,,,,,,,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495075823,4,1,1,0,55,b496gs285it6bheuikox6z9mj,0,36.9,100,2023-01-04T20:01:02.846Z,2023-01-05T05:28:05Z,3965839083,141,96.2,3965839089,1,,3965839087,213,6.1,3965839075,107,,3965839085,212,24.1,3965839081,140,59.6,3965839079,56,Left,,,,e8gz0tmmdh1ql8qrn1ncrvnpx,L. Digne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495075827,17,1,1,0,56,b9si1jn1lfxfund69e9ogcu2n,1,40.4,4.6,2023-01-04T20:01:04.375Z,2023-01-05T05:28:11Z,3966146227,388,,3965839109,3,,3965839111,56,Back,3965839115,141,12.9,3965839119,213,0.6,3965839113,140,47.5,3965839117,212,9.4,,,,csinkvzxcphggdjeflmo173zd,N. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495075829,18,49,1,0,58,b9si1jn1lfxfund69e9ogcu2n,1,47.5,12.9,2023-01-04T20:01:05.739Z,2023-01-05T05:28:15Z,,,,,,,,,,,,,,,,,,,,,,,,,9l7ph5603tbb7xwyxpvjg22fp,João Moutinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495075851,19,1,1,0,58,b9si1jn1lfxfund69e9ogcu2n,1,47.5,12.9,2023-01-04T20:01:05.764Z,2023-01-05T05:28:21Z,3965839215,56,Back,3966146333,388,,3965839223,213,2.7,3965839219,141,23.7,3965839221,212,16.7,3965839217,140,33.2,,,,,,,9l7ph5603tbb7xwyxpvjg22fp,João Moutinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495075887,20,1,1,1,0,b9si1jn1lfxfund69e9ogcu2n,1,31.5,24.4,2023-01-04T20:01:07.854Z,2023-01-05T05:28:25Z,3965839407,56,Back,3965839415,213,1.7,3965839411,141,55.4,3965839409,140,28.3,3966146369,178,,3965839413,212,21.3,,,,,,,8kw1y8mzxtwl4fv8qkc8hoc7p,Rúben Neves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495075905,21,1,1,1,5,b9si1jn1lfxfund69e9ogcu2n,1,28.9,56.4,2023-01-04T20:01:13.574Z,2023-01-05T05:28:37Z,3965839489,141,46.1,3965839491,212,7.0,3966146447,178,,3965839485,56,Back,3965839493,213,4.7,3965839487,140,28.6,,,,,,,2nz313c0ot91untg011l3pc6h,M. Kilman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495075923,22,1,1,1,9,b9si1jn1lfxfund69e9ogcu2n,1,29,47.3,2023-01-04T20:01:17.151Z,2023-01-05T05:28:41Z,3965839571,212,18.4,3965839567,140,31.6,3966146473,178,,3965839569,141,74.1,3965839573,213,1.4,3965839565,56,Back,,,,,,,8kw1y8mzxtwl4fv8qkc8hoc7p,Rúben Neves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495075933,23,1,1,1,11,b9si1jn1lfxfund69e9ogcu2n,1,31.6,74.1,2023-01-04T20:01:19.722Z,2023-01-05T05:28:46Z,3965839625,56,Back,3966146505,178,,3965839627,140,27.7,3965839637,213,4.4,3965839629,141,53.3,3965839633,212,14.7,,,,,,,2nz313c0ot91untg011l3pc6h,M. Kilman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495075959,24,1,1,1,13,b9si1jn1lfxfund69e9ogcu2n,1,27.6,53.3,2023-01-04T20:01:21.679Z,2023-01-05T05:28:49Z,3965839803,213,4.9,3965839799,141,17.6,3965839797,140,32.6,3966146555,178,,3965839795,56,Back,3965839801,212,24.8,,,,,,,8kw1y8mzxtwl4fv8qkc8hoc7p,Rúben Neves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495075981,25,1,1,1,17,b9si1jn1lfxfund69e9ogcu2n,1,36.3,18.5,2023-01-04T20:01:25.425Z,2023-01-05T05:28:52Z,3965839907,212,59.1,3965839903,140,62.7,3965839909,213,1.1,3965839911,1,,3965839897,155,,3966146581,178,,3965839899,196,,3965839905,141,95.3,csinkvzxcphggdjeflmo173zd,N. Collins,3965839901,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495075993,26,1,1,1,23,b9si1jn1lfxfund69e9ogcu2n,1,56.4,96.2,2023-01-04T20:01:30.775Z,2023-01-05T05:29:04Z,3965839983,141,85.7,3966146653,178,,3965839987,213,4.4,3965839985,212,7.4,3965839981,140,54.5,3965839979,56,Left,,,,,,,f1lellpt59ka10kyngi7vsqy2,Hugo Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495075999,27,1,1,1,25,b9si1jn1lfxfund69e9ogcu2n,1,53.5,83.5,2023-01-04T20:01:32.881Z,2023-01-05T05:30:19Z,3965840037,140,45.4,3966147087,178,,3965840039,141,67.6,3965840041,212,13.8,3965840035,56,Back,3965840043,213,4.0,,,,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495076019,28,1,1,1,27,b9si1jn1lfxfund69e9ogcu2n,1,45.8,65.7,2023-01-04T20:01:35.077Z,2023-01-05T05:30:21Z,3965840109,196,,3965840127,213,5.3,3965840123,212,52.0,3966147099,178,,3965840113,56,Right,3965840105,155,,3965840119,141,3.2,3965840117,140,74.3,8kw1y8mzxtwl4fv8qkc8hoc7p,Rúben Neves,3965840131,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495076039,29,1,1,1,31,b9si1jn1lfxfund69e9ogcu2n,0,74.4,3.5,2023-01-04T20:01:38.951Z,2023-01-05T05:30:25Z,3965840251,56,Right,3965840255,141,10.3,3965840259,213,2.2,3965840253,140,71.5,3966147115,178,,3965840257,212,5.5,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495076045,5,1,1,1,32,b496gs285it6bheuikox6z9mj,1,35.1,87.9,2023-01-04T20:01:40.158Z,2023-01-05T05:30:40Z,3965840279,141,93.9,3966147225,178,,3965840281,212,6.8,3965840277,140,29.9,3965840275,56,Back,3965840283,213,2.5,,,,,,,7j84ozqdpgupzxevbxemi5tyh,Douglas Luiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495076049,6,49,1,1,33,b496gs285it6bheuikox6z9mj,1,29.9,93.9,2023-01-04T20:01:41.212Z,2023-01-05T05:30:45Z,,,,,,,,,,,,,,,,,,,,,,,,,e8gz0tmmdh1ql8qrn1ncrvnpx,L. Digne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495076061,7,1,1,1,33,b496gs285it6bheuikox6z9mj,1,29.9,93.9,2023-01-04T20:01:41.484Z,2023-01-05T05:30:55Z,3965840351,212,7.9,3965840345,56,Back,3966147309,178,,3965840353,213,5.1,3965840347,140,32.6,3965840349,141,83.1,,,,,,,e8gz0tmmdh1ql8qrn1ncrvnpx,L. Digne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495076077,8,1,1,1,34,b496gs285it6bheuikox6z9mj,1,32.6,83.1,2023-01-04T20:01:42.162Z,2023-01-05T05:31:00Z,3965840435,56,Back,3965840443,213,3.2,3966147267,178,,3965840441,212,18.1,3965840439,141,81.2,3965840437,140,15.4,,,,,,,l0qqn9tlgov91p5d1zzdupcl,E. Buendía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495076093,9,1,1,1,35,b496gs285it6bheuikox6z9mj,0,15.4,81.2,2023-01-04T20:01:43.434Z,2023-01-05T05:31:07Z,3965840519,141,78.8,3965840513,155,,3965840517,140,47.4,3965840521,212,33.6,3965840525,1,,3965840515,56,Back,3965840523,213,6.2,3966147373,178,,2smmv9hdoiet7necaf00ol51x,T. Mings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495140095,1140,67,1,1,37,b496gs285it6bheuikox6z9mj,1,43.1,73.9,2023-01-04T20:01:45.046Z,2023-01-05T09:03:12Z,3966166659,233,988,,,,,,,,,,,,,,,,,,,,,,5m0j33eoa5c8pqlr0tdf7undh,O. Watkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495140093,988,67,1,1,37,b9si1jn1lfxfund69e9ogcu2n,0,56.9,26.1,2023-01-04T20:01:45.047Z,2023-01-05T06:14:21Z,3966166669,233,1140,,,,,,,,,,,,,,,,,,,,,,csinkvzxcphggdjeflmo173zd,N. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495087551,240,1,1,1,37,b496gs285it6bheuikox6z9mj,0,41.9,75.6,2023-01-04T20:01:45.057Z,2023-01-05T09:03:13Z,3965900423,212,0.9,3966147389,178,,3965900417,56,Back,3966050409,156,,3965900425,213,1.6,3965900421,141,76.9,3965900419,140,41.9,,,,5m0j33eoa5c8pqlr0tdf7undh,O. Watkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495076203,31,61,1,1,37,b9si1jn1lfxfund69e9ogcu2n,1,54.4,21.6,2023-01-04T20:01:45.065Z,2023-01-05T05:31:26Z,3966147467,178,,3965841111,56,Center,,,,,,,,,,,,,,,,,,,csinkvzxcphggdjeflmo173zd,N. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495076221,10,5,1,1,40,b496gs285it6bheuikox6z9mj,1,40.7,101.2,2023-01-04T20:01:48.121Z,2023-01-05T05:31:32Z,3965846049,233,30,3965841173,56,Back,3965841175,347,,,,,,,,,,,,,,,,,2smmv9hdoiet7necaf00ol51x,T. Mings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495076141,30,5,1,1,40,b9si1jn1lfxfund69e9ogcu2n,0,59.3,-1.2,2023-01-04T20:01:48.121Z,2023-01-05T05:31:33Z,3965846111,233,10,3965840793,56,Right,3965840795,347,,,,,,,,,,,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495076233,11,1,1,2,2,b496gs285it6bheuikox6z9mj,1,46.5,100,2023-01-04T20:02:10.451Z,2023-01-05T05:31:36Z,3965841243,213,4.4,3965841235,56,Back,3965841237,140,44.2,3965841233,107,,3965841241,212,7.3,3965841239,141,91.2,,,,,,,e8gz0tmmdh1ql8qrn1ncrvnpx,L. Digne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495076243,12,1,1,2,4,b496gs285it6bheuikox6z9mj,0,43.6,94.1,2023-01-04T20:02:12.324Z,2023-01-05T05:31:40Z,3965841275,213,1.0,3965841271,141,100.0,3965841269,140,46.6,3965841273,212,5.9,3966147563,178,,3965841265,56,Back,,,,,,,blth4klpu88kgh73abpjlgusp,B. Kamara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
