id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/13/value
2474326019,111,1,1,5,45,c8h9bw1l82s06h77xxrelzhur,1,69,33.6,2022-10-19T18:36:20.915Z,2022-10-20T02:21:01Z,3856390759,212,12.4,3856390761,213,5.2,3857270417,178,,3856390753,56,Right,3856390755,140,74.1,3856390757,141,17.1,,,,,,,6z1du1o69dgamvu2m8yi97dre,Fábio Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474326025,112,3,1,5,46,c8h9bw1l82s06h77xxrelzhur,0,75.6,13.8,2022-10-19T18:36:22.427Z,2022-10-20T02:21:08Z,3857270571,178,,3856390865,233,43,3856390781,286,,3857031763,465,,3856390779,56,Right,,,,,,,,,,5ilkkfbsss0bxd6ttdlqg0uz9,Mohamed Salah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474326035,43,7,1,5,47,4txjdaqveermfryvbfrr4taf7,0,24.4,86.2,2022-10-19T18:36:22.506Z,2022-10-20T02:21:13Z,3856390827,285,,3856390845,233,112,3857270661,178,,3857031785,384,,3856390825,56,Back,,,,,,,,,,9w5o8b18ffu4qr4bdnfrk4ogl,A. Cresswell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474491145,1108,67,1,5,49,c8h9bw1l82s06h77xxrelzhur,1,67.5,12.5,2022-10-19T18:36:24.624Z,2022-10-20T05:32:13Z,3857300555,233,901,,,,,,,,,,,,,,,,,,,,,,25yu90pekqr1lhs098f3uxy39,J. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474491143,901,67,1,5,49,4txjdaqveermfryvbfrr4taf7,0,32.5,87.5,2022-10-19T18:36:24.625Z,2022-10-20T02:55:39Z,3857300567,233,1108,,,,,,,,,,,,,,,,,,,,,,6aix9yu384pv1caanqiol231l,Pablo Fornals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474326109,113,1,1,5,49,c8h9bw1l82s06h77xxrelzhur,1,68.4,10.9,2022-10-19T18:36:24.637Z,2022-10-20T05:32:13Z,3856391195,56,Right,3857270745,178,,3856391201,212,22.2,3856391203,213,0.1,3856391197,140,89.5,3856391199,141,12.8,,,,,,,25yu90pekqr1lhs098f3uxy39,J. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474491233,1111,43,1,5,52,c8h9bw1l82s06h77xxrelzhur,1,0,0,2022-10-19T18:36:28.123Z,2022-10-20T04:52:35Z,3857300991,233,902,3857360801,144,67,,,,,,,,,,,,,,,,,,,6b9erfx1rf9nff83300tntadx,Roberto Firmino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474491229,902,43,1,5,52,4txjdaqveermfryvbfrr4taf7,1,0,0,2022-10-19T18:36:28.124Z,2022-10-20T04:52:36Z,3857360803,144,67,3857300995,233,1111,,,,,,,,,,,,,,,,,,,cm0gwoyh5rdb216fx685a7l5h,T. Kehrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474326115,114,1,1,5,52,c8h9bw1l82s06h77xxrelzhur,0,90.1,13.2,2022-10-19T18:36:28.130Z,2022-10-20T02:21:22Z,3857270941,178,,3856391227,213,2.0,3856391225,212,0.9,3856391347,233,44,3856391219,56,Right,3856391223,141,14.4,3856391343,236,,3856391221,140,89.7,6b9erfx1rf9nff83300tntadx,Roberto Firmino,3856391353,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474326133,44,74,1,5,52,4txjdaqveermfryvbfrr4taf7,1,7.4,85.4,2022-10-19T18:36:28.184Z,2022-10-20T02:21:30Z,3856391283,56,Back,3856391285,285,,3857271057,178,,3856391397,233,114,,,,,,,,,,,,,cm0gwoyh5rdb216fx685a7l5h,T. Kehrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474326199,115,1,1,5,56,c8h9bw1l82s06h77xxrelzhur,0,74.5,27,2022-10-19T18:36:32.170Z,2022-10-20T02:21:37Z,3856391605,213,1.1,3856391595,56,Center,3857271375,178,,3856391597,140,87.7,3856391599,141,67.3,3856391603,212,30.7,3856391593,155,,,,,19z8jmren3eytg7fbuzqv73kl,T. Alexander-Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474326227,45,8,1,5,57,4txjdaqveermfryvbfrr4taf7,1,8.9,34.9,2022-10-19T18:36:33.388Z,2022-10-20T02:21:44Z,3857032583,14,,3857032483,384,,3856391723,56,Back,3857271459,178,,,,,,,,,,,,,,6gq38x5xbyz0moa1sk0aw082x,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474326237,46,49,1,5,59,4txjdaqveermfryvbfrr4taf7,1,23.8,24.7,2022-10-19T18:36:34.639Z,2022-10-20T02:21:51Z,,,,,,,,,,,,,,,,,,,,,,,,,d542ijpf3j9hdrtt1mfe6vwlx,J. Bowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474326323,47,3,1,6,4,4txjdaqveermfryvbfrr4taf7,0,53.4,6.2,2022-10-19T18:36:40.189Z,2022-10-20T02:21:58Z,3856392251,286,,3856392437,233,116,3856392249,56,Right,3857032797,465,,3857271753,178,,,,,,,,,,,d542ijpf3j9hdrtt1mfe6vwlx,J. Bowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474326351,116,7,1,6,4,c8h9bw1l82s06h77xxrelzhur,1,46.6,93.8,2022-10-19T18:36:40.197Z,2022-10-20T02:22:03Z,3856392381,285,,3857271865,389,,3857032863,385,,3856392379,56,Back,3856392377,167,,3856392431,233,47,,,,,,,dbvpo938uwe0s420lospkethx,Thiago Alcântara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474326391,48,5,1,6,6,4txjdaqveermfryvbfrr4taf7,1,55.2,-0.6,2022-10-19T18:36:42.317Z,2022-10-20T02:22:05Z,3856392595,56,Right,3856392625,233,117,3856392597,347,,,,,,,,,,,,,,,,,d542ijpf3j9hdrtt1mfe6vwlx,J. Bowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474326357,117,5,1,6,6,c8h9bw1l82s06h77xxrelzhur,0,44.8,100.6,2022-10-19T18:36:42.317Z,2022-10-20T02:22:05Z,3856392659,233,48,3856392413,347,,3856392411,56,Back,,,,,,,,,,,,,,,,dbvpo938uwe0s420lospkethx,Thiago Alcântara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474326639,49,1,1,6,33,4txjdaqveermfryvbfrr4taf7,1,62.8,0,2022-10-19T18:37:09.132Z,2022-10-20T02:22:10Z,3856394131,140,71.2,3856394139,212,9.7,3856394129,56,Right,3856394127,107,,3856394135,141,5.3,3856394143,213,0.4,,,,,,,6gq38x5xbyz0moa1sk0aw082x,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474491355,909,67,1,6,34,4txjdaqveermfryvbfrr4taf7,1,72.1,8.7,2022-10-19T18:37:10.038Z,2022-10-20T05:32:13Z,3857301691,233,1112,,,,,,,,,,,,,,,,,,,,,,d542ijpf3j9hdrtt1mfe6vwlx,J. Bowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474491353,1112,67,1,6,34,c8h9bw1l82s06h77xxrelzhur,0,27.9,91.3,2022-10-19T18:37:10.039Z,2022-10-20T02:57:40Z,3857301695,233,909,,,,,,,,,,,,,,,,,,,,,,5e300bc3sbmy6iqpvmic34qju,D. Núñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474326665,50,1,1,6,35,4txjdaqveermfryvbfrr4taf7,0,71.4,5.8,2022-10-19T18:37:10.835Z,2022-10-20T05:32:14Z,3857272101,178,,3856394283,56,Right,3856394289,212,2.2,3856394287,141,5.0,3856394291,213,3.4,3856394285,140,69.4,,,,,,,d542ijpf3j9hdrtt1mfe6vwlx,J. Bowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474326657,118,61,1,6,35,c8h9bw1l82s06h77xxrelzhur,1,31.4,94.1,2022-10-19T18:37:11.041Z,2022-10-20T02:22:21Z,3857272191,178,,3856394229,56,Back,,,,,,,,,,,,,,,,,,,6z1du1o69dgamvu2m8yi97dre,Fábio Carvalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474326703,51,1,1,6,37,4txjdaqveermfryvbfrr4taf7,0,65.1,3.7,2022-10-19T18:37:12.555Z,2022-10-20T02:22:26Z,3856394513,212,29.6,3856394505,140,92.8,3857272303,178,,3856394501,56,Right,3856394509,141,11.9,3856394497,155,,3856394515,213,0.2,,,,6gq38x5xbyz0moa1sk0aw082x,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474326709,119,49,1,6,41,c8h9bw1l82s06h77xxrelzhur,1,4.7,88.3,2022-10-19T18:37:16.625Z,2022-10-20T02:22:33Z,,,,,,,,,,,,,,,,,,,,,,,,,dxze3b3fsfl814bjcs7q6wcet,V. van Dijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474326745,120,1,1,6,41,c8h9bw1l82s06h77xxrelzhur,1,4.7,88.3,2022-10-19T18:37:16.666Z,2022-10-20T02:22:38Z,3856394649,140,4.4,3857272549,178,,3856394655,213,4.7,3856394653,212,13.9,3856394651,141,67.9,3856394647,56,Back,,,,,,,dxze3b3fsfl814bjcs7q6wcet,V. van Dijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474326751,121,1,1,6,43,c8h9bw1l82s06h77xxrelzhur,0,4.4,56.7,2022-10-19T18:37:19.200Z,2022-10-20T02:22:43Z,3856394693,212,26.2,3856394687,56,Back,3856394691,141,54.0,3856394689,140,29.3,3856394695,213,6.2,3857272653,178,,,,,,,,53d0pvr7ylvfhp6p749iniqc5,Alisson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474326763,52,49,1,6,45,4txjdaqveermfryvbfrr4taf7,1,64.5,57.2,2022-10-19T18:37:20.839Z,2022-10-20T02:22:47Z,,,,,,,,,,,,,,,,,,,,,,,,,6jgocc12bori2wygyu07c082x,D. Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474326809,53,1,1,6,45,4txjdaqveermfryvbfrr4taf7,1,64.5,57.2,2022-10-19T18:37:20.932Z,2022-10-20T02:22:52Z,3857272901,178,,3856394947,141,75.5,3856394945,140,70.0,3856394953,213,1.1,3856394943,56,Center,3856394949,212,13.7,,,,,,,6jgocc12bori2wygyu07c082x,D. Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474326849,54,1,1,6,49,4txjdaqveermfryvbfrr4taf7,0,72.5,72.5,2022-10-19T18:37:24.947Z,2022-10-20T02:22:58Z,3856395191,213,5.5,3856395187,141,26.9,3856395193,1,,3856395185,140,100.0,3856395183,56,Center,3857273049,178,,3856395181,155,,3856395189,212,43.0,6aix9yu384pv1caanqiol231l,Pablo Fornals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474326853,55,5,1,6,53,4txjdaqveermfryvbfrr4taf7,0,100.9,28.6,2022-10-19T18:37:28.541Z,2022-10-20T02:23:02Z,3856395217,56,Center,3856395251,233,122,3856395219,346,,,,,,,,,,,,,,,,,6aix9yu384pv1caanqiol231l,Pablo Fornals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474326857,122,5,1,6,53,c8h9bw1l82s06h77xxrelzhur,1,-0.9,71.4,2022-10-19T18:37:28.541Z,2022-10-20T02:23:02Z,3856395229,56,Back,3856395247,233,55,3856395231,346,,,,,,,,,,,,,,,,,25yu90pekqr1lhs098f3uxy39,J. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474327007,123,1,1,6,57,c8h9bw1l82s06h77xxrelzhur,1,3,55,2022-10-19T18:37:32.896Z,2022-10-20T02:23:09Z,3856396127,56,Back,3856396135,213,0.1,3856396141,237,,3856396125,124,,3856396131,141,56.7,3856396133,212,12.7,3856396129,140,15.0,,,,53d0pvr7ylvfhp6p749iniqc5,Alisson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474327067,124,1,1,7,5,c8h9bw1l82s06h77xxrelzhur,1,28.1,43.9,2022-10-19T18:37:41.292Z,2022-10-20T02:23:25Z,3856396449,56,Back,3856396457,213,5.7,3856396455,212,26.0,3856396453,141,23.1,3857273635,178,,3856396451,140,48.9,,,,,,,dbvpo938uwe0s420lospkethx,Thiago Alcântara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474327079,125,1,1,7,7,c8h9bw1l82s06h77xxrelzhur,1,53.6,21.6,2022-10-19T18:37:43.093Z,2022-10-20T02:23:35Z,3856396525,213,4.9,3856396517,56,Right,3857273799,178,,3856396521,141,13.8,3856396519,140,54.6,3856396523,212,5.4,,,,,,,6b9erfx1rf9nff83300tntadx,Roberto Firmino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474327117,126,1,1,7,10,c8h9bw1l82s06h77xxrelzhur,1,54.6,13.5,2022-10-19T18:37:46.384Z,2022-10-20T02:23:41Z,3857273923,178,,3856396785,212,12.4,3856396787,213,2.9,3856396781,140,43.1,3856396783,141,17.9,3856396779,56,Back,,,,,,,5ilkkfbsss0bxd6ttdlqg0uz9,Mohamed Salah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474327151,127,1,1,7,13,c8h9bw1l82s06h77xxrelzhur,0,43.8,18,2022-10-19T18:37:49.319Z,2022-10-20T02:23:46Z,3856397015,141,79.1,3857274045,178,,3856397009,196,,3856397017,212,52.5,3856397019,213,0.9,3856397011,56,Left,3856397007,155,,3856397013,140,74.4,19z8jmren3eytg7fbuzqv73kl,T. Alexander-Arnold,3856397021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474327169,56,1,1,7,16,4txjdaqveermfryvbfrr4taf7,1,24.4,18.2,2022-10-19T18:37:51.821Z,2022-10-20T02:23:51Z,3856397141,140,36.3,3856397143,141,16.4,3856397137,3,,3856397139,56,Back,3856397145,212,12.6,3857274201,388,,3856397147,213,6.2,,,,6gq38x5xbyz0moa1sk0aw082x,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474327183,57,1,1,7,18,4txjdaqveermfryvbfrr4taf7,1,36.3,16.4,2022-10-19T18:37:53.510Z,2022-10-20T02:23:58Z,3856397207,213,3.4,3856397199,56,Back,3856397205,212,16.6,3857274367,388,,3856397203,141,9.1,3856397197,3,,3856397201,140,21.2,,,,44zyk38a8ffdjr5bmj355bt2h,F. Downes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474327195,58,49,1,7,19,4txjdaqveermfryvbfrr4taf7,1,20.8,7,2022-10-19T18:37:54.986Z,2022-10-20T02:24:02Z,,,,,,,,,,,,,,,,,,,,,,,,,6gq38x5xbyz0moa1sk0aw082x,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474327237,59,1,1,7,22,4txjdaqveermfryvbfrr4taf7,0,20.8,4.4,2022-10-19T18:37:57.522Z,2022-10-20T02:24:07Z,3856397463,56,Back,3857274495,178,,3856397461,157,,3856397469,212,19.5,3856397467,141,0.0,3856397471,213,6.1,3856397473,1,,3856397465,140,39.0,6gq38x5xbyz0moa1sk0aw082x,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474327241,60,5,1,7,23,4txjdaqveermfryvbfrr4taf7,0,34.7,-1.8,2022-10-19T18:37:58.794Z,2022-10-20T02:24:11Z,3856397507,233,128,3856397489,347,,3856397487,56,Back,,,,,,,,,,,,,,,,6gq38x5xbyz0moa1sk0aw082x,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474327229,128,5,1,7,23,c8h9bw1l82s06h77xxrelzhur,1,65.3,101.8,2022-10-19T18:37:58.794Z,2022-10-20T02:24:12Z,3856397433,56,Left,3856397499,233,60,3856397435,347,,,,,,,,,,,,,,,,,3kwkd3b95n8qzqtq4idxav45x,K. Tsimikas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474327343,129,43,1,7,33,c8h9bw1l82s06h77xxrelzhur,1,0,0,2022-10-19T18:38:09.307Z,2022-10-19T18:38:12Z,3856398019,56,Left,3856398253,144,61,,,,,,,,,,,,,,,,,,,3kwkd3b95n8qzqtq4idxav45x,K. Tsimikas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474327485,130,1,1,7,41,c8h9bw1l82s06h77xxrelzhur,1,67.8,100,2022-10-19T18:38:16.946Z,2022-10-20T02:24:15Z,3856398737,212,29.3,3856398741,1,,3856398735,141,84.1,3856398733,140,42.2,3856398729,107,,3856398731,56,Back,3856398739,213,3.5,,,,3kwkd3b95n8qzqtq4idxav45x,K. Tsimikas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474327507,131,1,1,7,43,c8h9bw1l82s06h77xxrelzhur,1,40.2,74.4,2022-10-19T18:38:18.658Z,2022-10-20T02:24:19Z,3856398873,212,24.3,3856398869,140,46.0,3857274695,178,,3856398871,141,39.8,3856398867,56,Back,3856398875,213,5.0,,,,,,,dxze3b3fsfl814bjcs7q6wcet,V. van Dijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474327525,132,1,1,7,47,c8h9bw1l82s06h77xxrelzhur,1,45.9,40.7,2022-10-19T18:38:23.201Z,2022-10-20T02:24:24Z,3856398969,141,52.7,3857274723,178,,3856398963,56,Back,3856398975,213,2.4,3856398973,212,11.6,3856398967,140,38.0,,,,,,,19z8jmren3eytg7fbuzqv73kl,T. Alexander-Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474327549,133,1,1,7,49,c8h9bw1l82s06h77xxrelzhur,1,37.3,55.2,2022-10-19T18:38:24.954Z,2022-10-20T02:24:28Z,3856399125,140,33.7,3856399127,141,84.5,3856399129,212,20.3,3857274809,178,,3856399123,56,Back,3856399131,213,1.8,,,,,,,29dp5gmu5xbd04mozwxq5tjh1,J. Gomez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474327573,134,1,1,7,52,c8h9bw1l82s06h77xxrelzhur,1,34.1,85.4,2022-10-19T18:38:27.591Z,2022-10-20T02:24:32Z,3856399243,212,12.4,3856399237,56,Back,3856399241,141,93.5,3856399239,140,44.7,3856399245,213,0.5,3857274873,178,,,,,,,,dxze3b3fsfl814bjcs7q6wcet,V. van Dijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474327575,135,1,1,7,53,c8h9bw1l82s06h77xxrelzhur,0,44.7,93.5,2022-10-19T18:38:28.705Z,2022-10-20T02:24:38Z,3856399257,213,4.1,3856399249,56,Back,3856399255,212,11.2,3857274941,178,,3856399253,141,79.6,3856399251,140,38.9,,,,,,,3kwkd3b95n8qzqtq4idxav45x,K. Tsimikas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474491519,918,43,1,7,54,4txjdaqveermfryvbfrr4taf7,1,0,0,2022-10-19T18:38:29.522Z,2022-10-20T03:00:01Z,3857302761,178,0,3857302771,144,82,,,,,,,,,,,,,,,,,,,6wwagkprtmcadu8p6klcu2uhh,T. Souček,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474329147,86,1,1,7,54,4txjdaqveermfryvbfrr4taf7,1,63.3,14.9,2022-10-19T18:38:29.527Z,2022-10-20T02:24:46Z,3856408039,141,11.6,3856408041,212,5.0,3856408035,56,Right,3857275041,178,,3856408043,213,3.6,3856408037,140,59.0,,,,,,,6wwagkprtmcadu8p6klcu2uhh,T. Souček,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474327657,61,49,1,7,54,4txjdaqveermfryvbfrr4taf7,1,57.1,13.7,2022-10-19T18:38:30.074Z,2022-10-20T02:24:51Z,,,,,,,,,,,,,,,,,,,,,,,,,d542ijpf3j9hdrtt1mfe6vwlx,J. Bowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474329479,87,1,1,7,57,4txjdaqveermfryvbfrr4taf7,1,53.9,27.1,2022-10-19T18:38:33.042Z,2022-10-20T02:25:00Z,3856409969,140,40.9,3856409975,213,3.2,3857275213,178,,3856409973,212,13.7,3856409967,56,Back,3856409971,141,26.3,,,,,,,d542ijpf3j9hdrtt1mfe6vwlx,J. Bowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474327673,62,1,1,7,59,4txjdaqveermfryvbfrr4taf7,1,28.3,36.8,2022-10-19T18:38:34.561Z,2022-10-20T02:25:07Z,3856399757,213,5.2,3856399749,56,Back,3856399755,212,20.1,3856399753,141,10.7,3857275305,178,,3856399751,140,37.3,,,,,,,9qdm0nxg1g046olii48z3crf9,K. Zouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474331787,128,43,1,8,0,4txjdaqveermfryvbfrr4taf7,1,0,0,2022-10-19T18:38:35.890Z,2022-10-19T19:32:31Z,3856422905,140,53.8,3856422911,213,5.8,3856422907,141,2.8,3856422909,212,16.3,3856422903,56,Right,3856680299,144,1,,,,,,,6gq38x5xbyz0moa1sk0aw082x,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474327727,63,1,1,8,1,4txjdaqveermfryvbfrr4taf7,1,37.8,10.4,2022-10-19T18:38:36.914Z,2022-10-20T02:25:11Z,3857275393,178,,3856400057,213,6.0,3856400049,140,53.8,3856400055,212,17.7,3856400053,141,2.0,3856400045,56,Right,,,,,,,6gq38x5xbyz0moa1sk0aw082x,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474332055,131,1,1,8,4,4txjdaqveermfryvbfrr4taf7,1,41.7,17.2,2022-10-19T18:38:40.425Z,2022-10-20T02:25:20Z,3856424331,140,33.3,3856424333,141,9.4,3856424329,56,Back,3857275533,178,,3856424335,212,10.3,3856424337,213,3.7,,,,,,,44zyk38a8ffdjr5bmj355bt2h,F. Downes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474327763,64,43,1,8,5,4txjdaqveermfryvbfrr4taf7,1,0,0,2022-10-19T18:38:41.044Z,2022-10-19T18:45:16Z,3856400273,141,9.5,3856400265,56,Back,3856425257,144,1,3856400279,213,3.8,3856400277,212,15.1,3856400269,140,30.3,,,,,,,44zyk38a8ffdjr5bmj355bt2h,F. Downes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474327775,65,1,1,8,7,4txjdaqveermfryvbfrr4taf7,0,30.3,7.7,2022-10-19T18:38:43.227Z,2022-10-20T02:25:24Z,3857275551,178,,3856400347,213,6.2,3856400343,141,4.4,3856400345,212,25.9,3856400339,56,Right,3856400341,140,54.9,,,,,,,6gq38x5xbyz0moa1sk0aw082x,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474327785,136,49,1,8,8,c8h9bw1l82s06h77xxrelzhur,1,42.4,96.6,2022-10-19T18:38:44.247Z,2022-10-20T02:25:29Z,,,,,,,,,,,,,,,,,,,,,,,,,dbvpo938uwe0s420lospkethx,Thiago Alcântara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474327843,137,1,1,8,8,c8h9bw1l82s06h77xxrelzhur,1,42.4,96.6,2022-10-19T18:38:44.265Z,2022-10-20T02:25:33Z,3856400663,212,14.0,3856400659,141,89.6,3856400651,56,Left,3857275697,178,,3856400655,140,54.9,3856400665,213,5.9,,,,,,,dbvpo938uwe0s420lospkethx,Thiago Alcântara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474327849,138,50,1,8,10,c8h9bw1l82s06h77xxrelzhur,1,57.8,88,2022-10-19T18:38:45.891Z,2022-10-20T02:25:37Z,3856400681,56,Left,3856400767,233,66,3856400683,286,,,,,,,,,,,,,,,,,3kwkd3b95n8qzqtq4idxav45x,K. Tsimikas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474327837,66,7,1,8,10,4txjdaqveermfryvbfrr4taf7,0,42.2,12,2022-10-19T18:38:46.180Z,2022-10-20T02:25:41Z,3857275865,178,,3857038075,383,,3856400757,233,138,3856400623,285,,3856400621,56,Back,,,,,,,,,,6wwagkprtmcadu8p6klcu2uhh,T. Souček,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474327853,139,50,1,8,11,c8h9bw1l82s06h77xxrelzhur,1,58.9,89.2,2022-10-19T18:38:46.560Z,2022-10-20T02:25:46Z,3856400885,233,67,3856400709,56,Left,3856400713,286,,,,,,,,,,,,,,,,,3kwkd3b95n8qzqtq4idxav45x,K. Tsimikas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474327871,67,7,1,8,11,4txjdaqveermfryvbfrr4taf7,0,41.1,10.8,2022-10-19T18:38:46.753Z,2022-10-20T02:25:50Z,3856400845,233,139,3857276033,178,,3856400841,56,Back,3857038629,383,,3856400843,285,,,,,,,,,,,6wwagkprtmcadu8p6klcu2uhh,T. Souček,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474327865,140,1,1,8,12,c8h9bw1l82s06h77xxrelzhur,0,55.1,90.2,2022-10-19T18:38:48.277Z,2022-10-20T02:26:08Z,3857276213,178,,3856400797,140,53.9,3856400795,56,Left,3856400955,233,68,3856400953,236,,3856400803,213,3.1,3856400799,141,90.2,3856400801,212,1.3,3kwkd3b95n8qzqtq4idxav45x,K. Tsimikas,3856400959,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474327885,68,74,1,8,13,4txjdaqveermfryvbfrr4taf7,1,38,11.2,2022-10-19T18:38:48.544Z,2022-10-20T02:26:12Z,3856400973,233,140,3856400925,56,Back,3856400927,285,,3857276325,178,,,,,,,,,,,,,,44zyk38a8ffdjr5bmj355bt2h,F. Downes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474327883,141,1,1,8,14,c8h9bw1l82s06h77xxrelzhur,0,55.5,90.5,2022-10-19T18:38:50.295Z,2022-10-20T02:26:19Z,3856400917,141,78.1,3856400915,140,60.7,3856400921,213,5.3,3856400913,56,Center,3856400919,212,10.0,3857276617,178,,,,,,,,3kwkd3b95n8qzqtq4idxav45x,K. Tsimikas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
