id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value
2473938713,1,34,16,0,0,1c8m2ko0wxq1asfkuykurdr0y,1,0,0,2022-10-18T18:15:31.479Z,2022-10-18T19:14:19Z,3854317025,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3854317015,59,"13, 2, 3, 28, 16, 6, 15, 10, 22, 7, 11, 4, 5, 9, 14, 21, 23, 43, 44, 63",3854317021,194,1rz6bw398na1i3t29rop7ikt1,3854317011,30,"8k88isvd2hwr5e4gn9oxzr2t, 1rz6bw398na1i3t29rop7ikt1, 6dqnwhx0eglxhelidxg0dphm2, 19m0uqmf1otcekssb7tbrl1m2, 5wkso3mls5ulkilr0xzfix1p1, 9ipux4xiejibplsbbhqz8d5gp, 6ebb2xcovp1tx5nv5yyncb7x1, 4wic6z72nwmhkheme209fcmp5, c9pmcoyzgtgcnlc63cl4283bp, m2c4lckkcr7yilnqxrrsgh2i, 9ikkppq7uewf36gahgz0kzaol, 3xthf6r5hvlx8oje4rqcs3it, z0btpgav68n4lqoht3ax3845, 9c927a1i8iqblent14xat7aad, djgqihf08sxqh0zt2xe2xzv1l, 5frs9u0spep2j3gszu06awo9h, 1j33u4pcdl987f0pm1hpkynai, 1oz09xhx28a0azwgn497w7r3d, a7uo47nehqo2irfllck81uqxh, aivxcawrw4164awikmnn2dtsk",3854317023,197,406,3854317013,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3854317019,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3854317017,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473938917,1,34,16,0,0,b9si1jn1lfxfund69e9ogcu2n,1,0,0,2022-10-18T18:15:46.663Z,2022-10-18T20:18:10Z,3854318153,194,8kw1y8mzxtwl4fv8qkc8hoc7p,3854318145,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3854318157,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3854318149,130,8,3854318147,59,"1, 22, 64, 8, 4, 23, 37, 6, 29, 27, 10, 11, 13, 14, 17, 19, 25, 28, 59, 77",3854318151,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3854318155,197,4987,3854318143,30,"71rob1lsnmdviy1siakkzpqdx, 3fhoof7n4sjaizvotcmypb9at, f1lellpt59ka10kyngi7vsqy2, 8kw1y8mzxtwl4fv8qkc8hoc7p, csinkvzxcphggdjeflmo173zd, 2nz313c0ot91untg011l3pc6h, e83zd56y74k8uecxqyo5xw7v9, 5v5jv44a8y2n7p1tb8jsxt2ei, 6s577yqayjceifu1e05f280yd, 3trkre1c81pzretsjsi8jk6sq, 50y6nq2eok9lnmldevkamkkwl, dl8x6fzdexn8r0sj65vgcgq8l, ee0c6prj79s48erjp7bgbr3dh, 8i3y6fo1y3gizq05j2im17c6i, 7pmigpf4yfi6dfih8e1ogdwb9, 7wzwqegxhekjwq361dd2nidp1, ehv4rise2fx4u1wepwtwllb6x, 9l7ph5603tbb7xwyxpvjg22fp, 5he3j18ix8tre84r8uls8ytm2, dez3rm7q89xk157fwnc3tgqcq",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473999441,2,32,1,0,0,1c8m2ko0wxq1asfkuykurdr0y,1,0,0,2022-10-18T19:15:11.497Z,2022-10-19T01:44:46Z,3854651717,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473999559,2,32,1,0,0,b9si1jn1lfxfund69e9ogcu2n,1,0,0,2022-10-18T19:15:11.497Z,2022-10-18T19:15:16Z,3854652349,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473999529,3,1,1,0,0,1c8m2ko0wxq1asfkuykurdr0y,1,49.8,49.9,2022-10-18T19:15:11.530Z,2022-10-19T03:49:17Z,3854652165,212,25.7,3854652159,140,27.9,3854652163,141,66.9,3854652155,56,Back,3855283707,178,,3854652169,279,S,3854652167,213,2.7,,,,4wic6z72nwmhkheme209fcmp5,E. Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473999583,4,1,1,0,3,1c8m2ko0wxq1asfkuykurdr0y,1,27.8,65.1,2022-10-18T19:15:14.659Z,2022-10-19T03:49:27Z,3854652477,213,4.9,3854652469,56,Back,3855283715,178,,3854652473,141,37.4,3854652475,212,19.3,3854652471,140,32.0,,,,,,,9ipux4xiejibplsbbhqz8d5gp,M. Guéhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473999599,5,1,1,0,4,1c8m2ko0wxq1asfkuykurdr0y,1,32,36.3,2022-10-18T19:15:15.514Z,2022-10-19T03:49:31Z,3854652573,140,31.3,3854652577,212,16.9,3854652579,213,1.6,3854652571,56,Back,3854652575,141,61.2,3855283727,178,,,,,,,,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473999627,6,1,1,0,5,1c8m2ko0wxq1asfkuykurdr0y,1,31.6,61.4,2022-10-18T19:15:17.160Z,2022-10-19T03:49:35Z,3854652751,141,47.3,3854652749,140,39.9,3854652747,56,Back,3854652755,213,5.5,3854652753,212,13.0,3855283735,178,,,,,,,,9ipux4xiejibplsbbhqz8d5gp,M. Guéhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473999667,7,1,1,0,6,1c8m2ko0wxq1asfkuykurdr0y,1,39.9,47.1,2022-10-18T19:15:17.970Z,2022-10-19T03:49:38Z,3854652961,141,26.8,3854652965,213,4.3,3854652957,56,Back,3854652959,140,34.4,3854652963,212,15.0,3855283743,178,,,,,,,,19m0uqmf1otcekssb7tbrl1m2,C. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473999725,8,1,1,0,8,1c8m2ko0wxq1asfkuykurdr0y,1,34.9,28.4,2022-10-18T19:15:19.674Z,2022-10-19T03:49:42Z,3854653309,141,63.5,3854653307,140,31.5,3854653305,56,Back,3854653317,213,1.7,3854653313,212,24.1,3855283753,178,,,,,,,,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
