id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,assist,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/13/value,keyPass,qualifier/16/value
2494157371,9,1,1,0,11,avxknfz4f6ob0rv9dbnxdzde0,1,58.7,62.9,2022-12-30T20:02:08.009Z,2022-12-31T04:47:13Z,3961477977,178,,3960996197,213,2.7,3960996193,141,71.9,3960996195,212,15.4,3960996189,56,Back,3960996191,140,45.2,,,,,,,6tma6gvgf6xphc5gm2el35vbp,W. Ndidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494157403,10,1,1,0,15,avxknfz4f6ob0rv9dbnxdzde0,0,44.3,75.8,2022-12-30T20:02:11.185Z,2022-12-31T05:13:51Z,3960996397,212,33.2,3960996399,213,6.2,3960996401,1,,3960996391,56,Center,3960996389,155,,3960996395,141,73.4,3961478183,178,,3960996393,140,75.9,72d5uxwcmvhd6mzthxuvev1sl,W. Faes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494157427,3,49,1,0,17,c8h9bw1l82s06h77xxrelzhur,1,27.6,26.1,2022-12-30T20:02:13.675Z,2022-12-31T05:13:55Z,,,,,,,,,,,,,,,,,,,,,,,,,kvchpptoxgvcyiv358w9gtzp,J. Matip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494157439,4,1,1,0,18,c8h9bw1l82s06h77xxrelzhur,0,22.9,16.7,2022-12-30T20:02:15.147Z,2022-12-31T05:14:04Z,3960996597,157,,3960996607,213,5.9,3960996599,56,Back,3960996609,1,,3961478305,178,,3960996601,140,32.2,3960996605,212,10.6,3960996603,141,10.8,kvchpptoxgvcyiv358w9gtzp,J. Matip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494157449,11,61,1,0,19,avxknfz4f6ob0rv9dbnxdzde0,0,62,85.6,2022-12-30T20:02:16.028Z,2022-12-31T05:14:10Z,3960996661,56,Left,3961478587,178,,,,,,,,,,,,,,,,,,,,2bkp1lcaxmvwoanxwo0775cdl,K. Dewsbury-Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494157489,5,1,1,0,20,c8h9bw1l82s06h77xxrelzhur,1,34.8,11,2022-12-30T20:02:17.116Z,2022-12-31T05:14:15Z,3960996885,140,41.7,3961478677,178,,3960996883,56,Back,3960996887,141,4.2,3960996889,212,8.6,3960996891,213,5.7,,,,,,,dz2rfsmhib89jwilpuub10qcq,H. Elliott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494257907,995,67,1,0,21,c8h9bw1l82s06h77xxrelzhur,1,42.6,7.8,2022-12-30T20:02:18.055Z,2022-12-31T06:21:50Z,3961521253,233,857,,,,,,,,,,,,,,,,,,,,,,5ilkkfbsss0bxd6ttdlqg0uz9,Mohamed Salah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494257901,857,67,1,0,21,avxknfz4f6ob0rv9dbnxdzde0,0,57.4,92.2,2022-12-30T20:02:18.056Z,2022-12-31T05:50:57Z,3961521265,233,995,,,,,,,,,,,,,,,,,,,,,,70jmsf551d1sspqnm8t5lrch5,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494258149,860,83,1,0,23,avxknfz4f6ob0rv9dbnxdzde0,1,61.3,91.9,2022-12-30T20:02:19.337Z,2022-12-31T05:51:16Z,3961522493,399,118748,,,,,,,,,,,,,,,,,,,,,,70jmsf551d1sspqnm8t5lrch5,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494157513,6,1,1,0,24,c8h9bw1l82s06h77xxrelzhur,0,39.4,13.8,2022-12-30T20:02:20.794Z,2022-12-31T05:14:20Z,3960997007,140,37.5,3960997005,56,Back,3960997013,213,1.7,3961478743,178,,3960997009,141,46.0,3960997011,212,22.0,,,,,,,5ilkkfbsss0bxd6ttdlqg0uz9,Mohamed Salah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494157525,12,49,1,0,25,avxknfz4f6ob0rv9dbnxdzde0,1,58.2,60.6,2022-12-30T20:02:21.678Z,2022-12-31T05:14:24Z,,,,,,,,,,,,,,,,,,,,,,,,,drwacyyicuhy3heg4j0ipqj85,Ayoze Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494157539,7,45,1,0,27,c8h9bw1l82s06h77xxrelzhur,0,36.8,39.7,2022-12-30T20:02:23.709Z,2022-12-31T04:49:53Z,3960997133,285,,3960997131,56,Back,3960997199,233,13,,,,,,,,,,,,,,,,25yu90pekqr1lhs098f3uxy39,J. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494157543,13,3,1,0,27,avxknfz4f6ob0rv9dbnxdzde0,1,63.2,60.3,2022-12-30T20:02:23.709Z,2022-12-31T04:49:52Z,3961479857,178,,3960997179,233,7,3960997147,56,Center,3960997149,286,,3961396487,464,,,,,,,,,,,drwacyyicuhy3heg4j0ipqj85,Ayoze Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494157561,14,1,1,0,28,avxknfz4f6ob0rv9dbnxdzde0,0,63.7,68.2,2022-12-30T20:02:25.074Z,2022-12-31T05:14:30Z,3960997243,141,73.0,3960997239,56,Center,3960997245,212,5.4,3960997241,140,67.8,3961479945,178,,3960997247,213,0.6,,,,,,,drwacyyicuhy3heg4j0ipqj85,Ayoze Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494157565,8,8,1,0,29,c8h9bw1l82s06h77xxrelzhur,1,31.3,28.7,2022-12-30T20:02:25.959Z,2022-12-31T05:14:35Z,3961396509,384,,3960997251,56,Back,3961479989,178,,,,,,,,,,,,,,,,,5ilkkfbsss0bxd6ttdlqg0uz9,Mohamed Salah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494157569,9,49,1,0,30,c8h9bw1l82s06h77xxrelzhur,1,28.5,46.6,2022-12-30T20:02:26.441Z,2022-12-31T05:14:39Z,,,,,,,,,,,,,,,,,,,,,,,,,25yu90pekqr1lhs098f3uxy39,J. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494157603,10,1,1,0,30,c8h9bw1l82s06h77xxrelzhur,1,28.5,46.6,2022-12-30T20:02:26.804Z,2022-12-31T05:14:47Z,3960997427,213,1.2,3961480061,178,,3960997425,212,6.4,3960997421,140,30.6,3960997419,56,Back,3960997423,141,55.4,,,,,,,25yu90pekqr1lhs098f3uxy39,J. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494232701,962,3,1,0,32,c8h9bw1l82s06h77xxrelzhur,0,33.7,54.8,2022-12-30T20:02:28.744Z,2022-12-31T05:14:55Z,3961480101,178,,3961396569,286,,3961396571,464,,3961396567,56,Back,3961396573,467,6tma6gvgf6xphc5gm2el35vbp,,,,,,,,,,dbvpo938uwe0s420lospkethx,Thiago Alcântara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494157607,11,4,1,0,32,c8h9bw1l82s06h77xxrelzhur,1,33.4,55.5,2022-12-30T20:02:28.857Z,2022-12-31T04:50:21Z,3960997517,286,,3960997449,265,,3960997447,152,,3960997443,13,,3960997445,56,Back,3960997513,233,15,,,,,,,dbvpo938uwe0s420lospkethx,Thiago Alcântara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494157613,15,4,1,0,32,avxknfz4f6ob0rv9dbnxdzde0,0,66.6,44.5,2022-12-30T20:02:28.858Z,2022-12-31T04:50:20Z,3960997477,13,,3961480147,178,,3960997551,233,11,3960997483,265,,3960997481,152,,3960997485,285,,3960997479,56,Center,,,,6tma6gvgf6xphc5gm2el35vbp,W. Ndidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494157721,12,1,1,0,42,c8h9bw1l82s06h77xxrelzhur,1,28,50.1,2022-12-30T20:02:38.223Z,2022-12-31T04:50:23Z,3960998025,212,17.7,3960998031,213,4.9,3960998021,140,30.4,3960998017,152,,3960998019,56,Back,3960998023,141,24.4,3960998015,5,,3961480185,178,,dxze3b3fsfl814bjcs7q6wcet,V. van Dijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494157763,13,1,1,0,44,c8h9bw1l82s06h77xxrelzhur,1,30.3,21.6,2022-12-30T20:02:40.804Z,2022-12-31T05:15:05Z,3960998263,141,9.5,3960998261,140,44.2,3960998265,212,16.8,3960998259,56,Back,3961480271,178,,3960998267,213,5.8,,,,,,,19z8jmren3eytg7fbuzqv73kl,T. Alexander-Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494157813,14,1,1,0,48,c8h9bw1l82s06h77xxrelzhur,1,58.9,7.4,2022-12-30T20:02:44.800Z,2022-12-31T05:15:08Z,3960998497,140,45.8,3960998499,141,26.4,3960998503,213,2.4,3961480319,178,,3960998495,56,Back,3960998501,212,18.9,,,,,,,dz2rfsmhib89jwilpuub10qcq,H. Elliott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494157837,15,1,1,0,50,c8h9bw1l82s06h77xxrelzhur,1,60.6,22.5,2022-12-30T20:02:46.314Z,2022-12-31T05:15:12Z,3961480351,178,,3960998629,213,5.6,3960998627,212,15.2,3960998623,140,71.9,3960998625,141,8.6,3960998621,56,Right,,,,,,,19z8jmren3eytg7fbuzqv73kl,T. Alexander-Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494157851,16,1,1,0,51,c8h9bw1l82s06h77xxrelzhur,1,66.8,10.8,2022-12-30T20:02:47.993Z,2022-12-31T05:15:17Z,3960998707,56,Right,3960998713,212,9.0,3961480379,178,,3960998715,213,5.7,3960998709,140,73.8,3960998711,141,3.1,,,,,,,dz2rfsmhib89jwilpuub10qcq,H. Elliott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494157891,17,1,1,0,52,c8h9bw1l82s06h77xxrelzhur,1,73.5,2.3,2022-12-30T20:02:48.769Z,2022-12-31T05:15:20Z,3961480939,178,,3960998921,141,17.8,3960998917,56,Right,3960998925,213,1.5,3960998923,212,10.6,3960998919,140,74.1,,,,,,,5ilkkfbsss0bxd6ttdlqg0uz9,Mohamed Salah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494157907,18,1,1,0,54,c8h9bw1l82s06h77xxrelzhur,0,76.8,15.7,2022-12-30T20:02:50.825Z,2022-12-31T05:15:24Z,3960999025,213,0.8,3961396919,224,,3960999021,141,23.9,3960999017,56,Center,3961480967,178,,3960999023,212,7.7,3960999019,140,81.8,3961396921,20,,19z8jmren3eytg7fbuzqv73kl,T. Alexander-Arnold,3960999015,155,3960999013,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494157903,16,61,1,0,54,avxknfz4f6ob0rv9dbnxdzde0,1,17.3,75,2022-12-30T20:02:51.083Z,2022-12-31T05:15:29Z,3961481283,21,,3960999001,56,Back,3961481285,178,,,,,,,,,,,,,,,,,72d5uxwcmvhd6mzthxuvev1sl,W. Faes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494157943,17,61,1,0,58,avxknfz4f6ob0rv9dbnxdzde0,0,4.1,96.3,2022-12-30T20:02:54.528Z,2022-12-31T05:15:37Z,3960999197,56,Back,3961481387,178,,,,,,,,,,,,,,,,,,,,70jmsf551d1sspqnm8t5lrch5,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494157947,18,5,1,0,58,avxknfz4f6ob0rv9dbnxdzde0,0,4.1,101.6,2022-12-30T20:02:55.085Z,2022-12-31T05:15:42Z,3960999215,347,,3960999643,233,19,3960999213,56,Back,,,,,,,,,,,,,,,,70jmsf551d1sspqnm8t5lrch5,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494158011,19,5,1,0,58,c8h9bw1l82s06h77xxrelzhur,1,95.9,-1.6,2022-12-30T20:02:55.085Z,2022-12-31T05:15:41Z,3960999611,233,18,3960999599,347,,3960999597,56,Right,,,,,,,,,,,,,,,,19z8jmren3eytg7fbuzqv73kl,T. Alexander-Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494158047,20,1,1,1,6,c8h9bw1l82s06h77xxrelzhur,1,96.4,0,2022-12-30T20:03:02.480Z,2022-12-31T04:53:54Z,3960999777,56,Center,3960999783,212,24.0,3960999781,141,33.6,3960999785,213,1.5,3960999779,140,97.7,3960999775,107,,3960999787,1,,,,,19z8jmren3eytg7fbuzqv73kl,T. Alexander-Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494158053,21,61,1,1,7,c8h9bw1l82s06h77xxrelzhur,0,97.7,32.6,2022-12-30T20:03:03.915Z,2022-12-31T04:54:07Z,3961481523,21,,3960999807,56,Center,3961481525,178,,,,,,,,,,,,,,,,,5ilkkfbsss0bxd6ttdlqg0uz9,Mohamed Salah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494158045,19,52,1,1,9,avxknfz4f6ob0rv9dbnxdzde0,1,2.7,59.8,2022-12-30T20:03:05.602Z,2022-12-31T04:54:20Z,3961481657,178,,3961397053,377,,,,,,,,,,,,,,,,,,,,5h2biadv4hd2ntcd7zo2c8639,D. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494158301,20,1,1,1,28,avxknfz4f6ob0rv9dbnxdzde0,1,14.3,54.2,2022-12-30T20:03:24.998Z,2022-12-31T05:15:57Z,3961001177,1,,3961001161,140,58.1,3961001165,141,92.3,3961001169,212,52.8,3961001159,56,Left,3961001173,213,0.5,3961001157,199,,,,,5h2biadv4hd2ntcd7zo2c8639,D. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494158315,21,1,1,1,32,avxknfz4f6ob0rv9dbnxdzde0,0,57.7,94.4,2022-12-30T20:03:28.750Z,2022-12-31T05:16:04Z,3961001205,168,,3961001213,212,17.6,3961481775,388,,3961001215,213,6.3,3961001203,3,,3961001211,141,93.8,3961001207,56,Left,3961001209,140,74.5,18paf5a7rfe4kutxjl4cwd695,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494158327,22,1,1,1,34,c8h9bw1l82s06h77xxrelzhur,0,20.8,2.9,2022-12-30T20:03:30.933Z,2022-12-31T05:16:23Z,3961482015,388,,3961001253,140,34.5,3961001249,3,,3961001255,141,0.0,3961001251,56,Back,3961001259,213,6.1,3961001257,212,14.7,,,,kvchpptoxgvcyiv358w9gtzp,J. Matip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494158395,22,5,1,1,35,avxknfz4f6ob0rv9dbnxdzde0,1,64.6,101.6,2022-12-30T20:03:31.845Z,2022-12-31T04:55:17Z,3961001675,233,23,3961001649,56,Left,3961001651,347,,,,,,,,,,,,,,,,,18paf5a7rfe4kutxjl4cwd695,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494158329,23,5,1,1,35,c8h9bw1l82s06h77xxrelzhur,0,35.4,-1.6,2022-12-30T20:03:31.845Z,2022-12-31T04:55:17Z,3961001265,56,Back,3961001707,233,22,3961001269,347,,,,,,,,,,,,,,,,,kvchpptoxgvcyiv358w9gtzp,J. Matip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494158403,23,1,1,1,40,avxknfz4f6ob0rv9dbnxdzde0,1,58.9,100,2022-12-30T20:03:37.081Z,2022-12-31T05:16:35Z,3961001719,212,9.1,3961001721,213,4.4,3961001717,141,89.1,3961001713,56,Left,3961001711,107,,3961001715,140,56.5,,,,,,,70jmsf551d1sspqnm8t5lrch5,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494158433,24,1,1,1,41,avxknfz4f6ob0rv9dbnxdzde0,0,56.4,88.7,2022-12-30T20:03:37.801Z,2022-12-31T05:16:43Z,3961001911,56,Left,3961495177,178,,3961001915,141,100.0,3961001913,140,61.4,3961001925,213,1.0,3961001919,212,10.1,,,,,,,egi71rvlclvis07nzbvjhl9m1,B. Soumaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494158481,24,5,1,1,43,c8h9bw1l82s06h77xxrelzhur,1,36.2,-1.4,2022-12-30T20:03:39.420Z,2022-12-31T05:16:49Z,3961002155,56,Back,3961002157,347,,3961002183,233,25,,,,,,,,,,,,,,,,kvchpptoxgvcyiv358w9gtzp,J. Matip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494158437,25,5,1,1,43,avxknfz4f6ob0rv9dbnxdzde0,0,63.8,101.4,2022-12-30T20:03:39.420Z,2022-12-31T05:16:50Z,3961001933,347,,3961002205,233,24,3961001931,56,Left,,,,,,,,,,,,,,,,egi71rvlclvis07nzbvjhl9m1,B. Soumaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494158569,25,1,1,1,48,c8h9bw1l82s06h77xxrelzhur,1,31.6,0,2022-12-30T20:03:44.970Z,2022-12-31T05:16:53Z,3961002647,213,2.8,3961002649,1,,3961002637,107,,3961002645,212,21.3,3961002641,140,12.8,3961002643,141,10.1,3961002639,56,Back,,,,19z8jmren3eytg7fbuzqv73kl,T. Alexander-Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
