id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,keyPass,qualifier/13/value,qualifier/15/value,qualifier/14/value,qualifier/18/value,assist
2448368665,1,34,16,0,0,7yx5dqhhphyvfisohikodajhv,1,0,0,2022-08-20T13:00:42.093Z,2022-08-20T14:21:56Z,3718352685,59,"1, 2, 3, 6, 18, 16, 10, 8, 17, 19, 11, 14, 15, 21, 22, 23, 26, 27, 29, 30",3718352693,197,16601,3718352695,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3718352683,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3718352681,30,"4iijb6llnz28unsz4rirr3umt, 9xfrrmf19uv4i69ge0kg1hh7u, 2nzefp5pwvldt2ttmxfeakamt, 8ju1opnca42o8i00wq3onzmqd, 4j6a6qec8m58zgojpbv8wxnf9, 66939rcic8zhw13nlcniiq4t1, bs7iyv9ys61m88qh4rvb0tpzp, dtol82tjlq48bs0s70sisguz9, b36foqukxn8obd969q6sea7yt, v78uhwxgzojcec8lsdvucusp, bxjc2heo4ve54cyvw98qcck45, 2xgvd7xovqcd6q30m59dbi11x, 34b0oqo4725okjxxngin9piw9, bt226z4iktw4xzqqgacvvgt4a, ebzt12h6z4a9mok0rohagmzf9, 7j36oy8n0tu8ps0haqb4es48a, 84xefpsrml48n7czpnruzxkru, 9k8gysrsy1a261nhcszo4aoyx, a87w6l9zsbahdi4knm1347zs9, 68n1ydedtlw2s6toghw9qiprd",3718352691,194,4j6a6qec8m58zgojpbv8wxnf9,3718352689,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3718352687,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448368725,1,34,16,0,0,hzqh7z0mdl3v7gwete66syxp,1,0,0,2022-08-20T13:00:51.303Z,2022-08-20T14:08:54Z,3718353015,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3718353021,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3718353013,130,8,3718353011,59,"17, 2, 33, 26, 4, 13, 65, 6, 9, 18, 14, 1, 5, 10, 12, 27, 31, 35, 37, 38",3718353007,30,"2f79rc4i712sxstahjkq6pxp1, 2qy2d8xkwkbeyw5v8ljlzb845, bgc1psqiv7vagmphfl920nbah, ecp0v1dxqfjbgy3urnkz5d3o5, 661b6x35l9b9uieqbcq7el1hx, b1el7j39v2pgvl9zodd9usded, adfgsbp3tv9wgatujcr9mfuju, a9k2946gt4hcqw8jpi6ow3jdh, b27pmpcvny40pkcx87tdddsyd, ah7iqgru0htz9lh1bff94cjbp, ch8dgambei1xbzmikkglg3c9h, 46jsa691lantlbcfqm1rtnlcl, 8jf11l2tivq8jpw0fblgdvh05, cgvp2cli2gi4cnyl62kt80r11, 8u8he2dwkbgjf3yo8jsltq9qt, fwu0bja02waqct7l682s5mfp, chn2v9j6dqmuz2haoiuulbd91, 6cbixj2kogb7ibypc15x6crxm, 11t9hilgle145hzx00kunjbop, afef63w1s01vagw51lo85qcd0",3718353009,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3718353019,197,4967,3718353017,194,b1el7j39v2pgvl9zodd9usded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448402115,2,32,1,0,0,hzqh7z0mdl3v7gwete66syxp,1,0,0,2022-08-20T14:00:41.819Z,2022-08-20T22:29:30Z,3718511389,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448401983,2,32,1,0,0,7yx5dqhhphyvfisohikodajhv,1,0,0,2022-08-20T14:00:41.819Z,2022-08-20T14:00:42Z,3718510801,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448402055,3,1,1,0,0,7yx5dqhhphyvfisohikodajhv,1,49.9,50,2022-08-20T14:00:42.582Z,2022-08-20T22:51:32Z,3718511125,56,Back,3718511133,213,2.4,3718511135,279,S,3721071319,178,,3718511131,212,10.2,3718511129,141,60.3,3718511127,140,42.9,,,,8ju1opnca42o8i00wq3onzmqd,C. Nørgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448402107,4,1,1,0,3,7yx5dqhhphyvfisohikodajhv,1,41.5,61.4,2022-08-20T14:00:45.441Z,2022-08-20T22:51:37Z,3718511359,141,75.9,3718511357,140,33.0,3718511361,212,13.3,3721071451,178,,3718511363,213,2.3,3718511355,56,Back,,,,,,,bs7iyv9ys61m88qh4rvb0tpzp,J. Dasilva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448402167,5,1,1,0,5,7yx5dqhhphyvfisohikodajhv,1,31.6,74.9,2022-08-20T14:00:47.525Z,2022-08-20T22:51:45Z,3718511599,141,49.0,3718511597,140,27.3,3718511603,213,4.5,3721071593,178,,3718511601,212,18.2,3718511595,56,Back,,,,,,,66939rcic8zhw13nlcniiq4t1,B. Mee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448402235,6,1,1,0,9,7yx5dqhhphyvfisohikodajhv,1,28.1,51.1,2022-08-20T14:00:51.060Z,2022-08-20T22:51:50Z,3718511935,213,1.5,3718511925,56,Back,3718511933,212,17.1,3721071773,178,,3718511931,141,76.1,3718511929,140,29.5,,,,,,,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448402285,7,1,1,0,13,7yx5dqhhphyvfisohikodajhv,1,32.8,75.8,2022-08-20T14:00:54.924Z,2022-08-20T22:51:56Z,3718512169,140,29.2,3718512167,56,Back,3718512171,141,40.8,3721071939,178,,3718512173,212,24.1,3718512175,213,4.6,,,,,,,66939rcic8zhw13nlcniiq4t1,B. Mee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448402327,8,1,1,0,16,7yx5dqhhphyvfisohikodajhv,1,29.6,36.5,2022-08-20T14:00:58.112Z,2022-08-20T22:52:02Z,3718512375,56,Back,3718512381,212,31.8,3718512377,140,35.6,3718512383,213,1.4,3718512379,141,82.4,3721072109,178,,,,,,,,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
