id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,keyPass,qualifier/9/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2518563467,8,1,1,0,15,a3nyxabgsqlnqfkeg41m6tnpp,1,73.9,25.7,2023-03-11T17:30:59.781Z,2023-03-12T01:04:09Z,4089524387,141,42.1,4090948237,178,,4089524385,140,54.9,4089524383,56,Center,4089524391,213,2.6,4089524389,212,22.9,,,,,,,dqfk7czrayirrvonirtk2mk15,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518563499,9,1,1,0,19,a3nyxabgsqlnqfkeg41m6tnpp,1,53.6,42.2,2023-03-11T17:31:03.915Z,2023-03-12T01:04:13Z,4089524451,213,4.7,4089524447,141,22.0,4089524449,212,13.7,4090948369,178,,4089524443,56,Center,4089524445,140,53.9,,,,,,,2t5s4f41jefzuzth0bhcixtcl,Rúben Dias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518563525,10,1,1,0,21,a3nyxabgsqlnqfkeg41m6tnpp,1,54.1,20.5,2023-03-11T17:31:06.593Z,2023-03-12T01:04:16Z,4090948537,178,,4089524583,213,5.3,4089524581,212,15.5,4089524577,140,62.4,4089524579,141,1.7,4089524575,56,Right,,,,,,,almf0gtdjmsdm5zhyot1hvydx,M. Akanji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518563571,11,1,1,0,25,a3nyxabgsqlnqfkeg41m6tnpp,1,61.2,3.5,2023-03-11T17:31:09.829Z,2023-03-12T01:04:21Z,4089524847,212,25.3,4089524849,213,2.8,4089524841,56,Back,4090948787,178,,4089524843,140,38.2,4089524845,141,14.6,,,,,,,693z0rzfh3m0h0wsma9v8c9ux,P. Foden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518563623,12,1,1,0,30,a3nyxabgsqlnqfkeg41m6tnpp,1,44.6,25.6,2023-03-11T17:31:15.544Z,2023-03-12T01:04:25Z,4089525079,56,Back,4089525087,213,1.5,4090949017,178,,4089525081,140,46.3,4089525083,141,77.7,4089525085,212,35.5,4089525089,1,,,,,almf0gtdjmsdm5zhyot1hvydx,M. Akanji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518563697,13,1,1,0,36,a3nyxabgsqlnqfkeg41m6tnpp,1,66.8,82.2,2023-03-11T17:31:21.500Z,2023-03-12T01:04:29Z,4089525429,140,75.7,4090949177,178,,4089525435,213,0.8,4089525433,212,13.1,4089525431,141,95.7,4089525427,56,Left,,,,,,,7jn9kl5wq29d41ekc2fz2rs2d,N. Aké,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518563719,14,1,1,0,41,a3nyxabgsqlnqfkeg41m6tnpp,1,77.6,81.6,2023-03-11T17:31:25.867Z,2023-03-12T01:04:33Z,4090949367,178,,4089525539,141,79.5,4089525535,56,Left,4089525541,212,5.8,4089525543,213,3.4,4089525537,140,72.2,,,,,,,72nph557ee2a9tdky8rvk12vp,J. Grealish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518563749,15,1,1,0,41,a3nyxabgsqlnqfkeg41m6tnpp,1,72.2,79.5,2023-03-11T17:31:26.484Z,2023-03-12T01:04:36Z,4090949517,178,,4089525689,56,Left,4089525691,140,78.8,4089525697,213,0.8,4089525693,141,90.8,4089525695,212,10.3,,,,,,,dqfk7czrayirrvonirtk2mk15,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518563785,16,1,1,0,45,a3nyxabgsqlnqfkeg41m6tnpp,1,71.2,91.5,2023-03-11T17:31:30.393Z,2023-03-12T01:04:41Z,4089525901,56,Center,4089525903,140,53.1,4089525905,141,70.5,4089525909,213,3.8,4090949677,178,,4089525907,212,23.8,,,,,,,7jn9kl5wq29d41ekc2fz2rs2d,N. Aké,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518563823,17,1,1,0,48,a3nyxabgsqlnqfkeg41m6tnpp,1,53.1,69.8,2023-03-11T17:31:32.993Z,2023-03-12T01:04:44Z,4089526057,212,21.3,4089526059,213,4.6,4089526053,140,51.8,4089526055,141,38.5,4090949793,178,,4089526051,56,Center,,,,,,,2t5s4f41jefzuzth0bhcixtcl,Rúben Dias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518563907,18,1,1,0,51,a3nyxabgsqlnqfkeg41m6tnpp,1,54,29.9,2023-03-11T17:31:35.964Z,2023-03-12T01:04:48Z,4089526399,141,2.8,4089526403,213,5.4,4089526395,56,Right,4089526401,212,23.7,4090949965,178,,4089526397,140,68.2,,,,,,,almf0gtdjmsdm5zhyot1hvydx,M. Akanji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518563911,4,45,1,0,55,1c8m2ko0wxq1asfkuykurdr0y,0,29.8,84.6,2023-03-11T17:31:40.283Z,2023-03-12T01:05:11Z,4089526423,56,Back,4089526425,285,,4089529203,233,32,,,,,,,,,,,,,,,,6dqnwhx0eglxhelidxg0dphm2,T. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518564447,32,3,1,0,55,a3nyxabgsqlnqfkeg41m6tnpp,1,70.2,15.4,2023-03-11T17:31:40.283Z,2023-03-12T01:05:10Z,4089529165,56,Right,4090951179,178,,4089529181,233,4,4089529167,286,,4090404893,464,,,,,,,,,,,693z0rzfh3m0h0wsma9v8c9ux,P. Foden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518564005,19,1,1,0,57,a3nyxabgsqlnqfkeg41m6tnpp,1,69.5,30.5,2023-03-11T17:31:42.607Z,2023-03-12T01:05:15Z,4089526803,56,Center,4089526805,140,72.5,4089526811,213,1.4,4089526809,212,20.0,4089526807,141,59.6,4090951477,178,,,,,,,,693z0rzfh3m0h0wsma9v8c9ux,P. Foden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518564065,20,1,1,1,5,a3nyxabgsqlnqfkeg41m6tnpp,1,75.9,90.3,2023-03-11T17:31:49.797Z,2023-03-12T01:05:18Z,4089527129,141,82.8,4089527131,212,16.1,4089527125,56,Left,4089527133,213,3.5,4089527127,140,61.4,4090951763,178,,,,,,,,72nph557ee2a9tdky8rvk12vp,J. Grealish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518564101,21,1,1,1,8,a3nyxabgsqlnqfkeg41m6tnpp,1,62.7,83.7,2023-03-11T17:31:53.193Z,2023-03-12T01:05:20Z,4089527349,212,11.1,4089527343,56,Left,4089527345,140,69.7,4090951937,178,,4089527347,141,96.0,4089527351,213,0.8,,,,,,,7jn9kl5wq29d41ekc2fz2rs2d,N. Aké,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518564109,22,1,1,1,11,a3nyxabgsqlnqfkeg41m6tnpp,1,70.7,92.4,2023-03-11T17:31:56.627Z,2023-03-12T01:05:24Z,4089527407,213,5.2,4090952147,178,,4089527399,56,Center,4089527401,140,75.8,4089527403,141,78.0,4089527405,212,11.2,,,,,,,72nph557ee2a9tdky8rvk12vp,J. Grealish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518564127,23,1,1,1,12,a3nyxabgsqlnqfkeg41m6tnpp,1,75.8,78,2023-03-11T17:31:57.142Z,2023-03-12T01:05:30Z,4089527489,141,74.0,4089527491,212,7.0,4089527493,213,3.5,4089527485,56,Center,4090952559,178,,4089527487,140,69.7,,,,,,,9wbf00lybk9fqablaqwg5cn2t,İ. Gündoğan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518564151,24,1,1,1,14,a3nyxabgsqlnqfkeg41m6tnpp,1,69.7,74,2023-03-11T17:31:59.088Z,2023-03-12T01:05:33Z,4089527615,141,54.9,4089527613,140,57.1,4089527611,56,Center,4089527619,213,3.9,4089527617,212,18.5,4090952679,178,,,,,,,,dqfk7czrayirrvonirtk2mk15,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518564187,25,1,1,1,16,a3nyxabgsqlnqfkeg41m6tnpp,1,57.1,54,2023-03-11T17:32:01.127Z,2023-03-12T01:05:37Z,4089527789,213,5.1,4090952907,178,,4089527781,56,Center,4089527787,212,23.5,4089527783,140,64.6,4089527785,141,21.5,,,,,,,2t5s4f41jefzuzth0bhcixtcl,Rúben Dias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518564215,26,1,1,1,19,a3nyxabgsqlnqfkeg41m6tnpp,1,65,19.4,2023-03-11T17:32:03.916Z,2023-03-12T01:05:43Z,4089527939,140,71.0,4090953111,178,,4089527941,141,1.0,4089527943,212,14.0,4089527945,213,5.2,4089527937,56,Right,,,,,,,almf0gtdjmsdm5zhyot1hvydx,M. Akanji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518564231,27,1,1,1,22,a3nyxabgsqlnqfkeg41m6tnpp,1,71.5,2.3,2023-03-11T17:32:06.971Z,2023-03-12T01:05:46Z,4090953353,178,,4089528031,140,71.7,4089528035,212,15.1,4089528033,141,24.5,4089528039,213,1.6,4089528029,56,Center,,,,,,,693z0rzfh3m0h0wsma9v8c9ux,P. Foden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518564277,28,1,1,1,24,a3nyxabgsqlnqfkeg41m6tnpp,1,73.3,26.9,2023-03-11T17:32:08.863Z,2023-03-12T01:05:52Z,4089528311,56,Left,4089528309,155,,4090953749,178,,4089528313,140,76.8,4089528315,141,81.5,4089528319,213,1.5,4089528321,1,,4089528317,212,37.3,dqfk7czrayirrvonirtk2mk15,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518564305,29,1,1,1,29,a3nyxabgsqlnqfkeg41m6tnpp,1,77.3,74.6,2023-03-11T17:32:13.841Z,2023-03-12T01:05:55Z,4089528507,212,16.3,4089528509,213,0.3,4090954015,178,,4089528501,56,Left,4089528505,141,81.8,4089528503,140,92.1,,,,,,,72nph557ee2a9tdky8rvk12vp,J. Grealish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518564315,30,1,1,1,32,a3nyxabgsqlnqfkeg41m6tnpp,0,95.5,81.3,2023-03-11T17:32:16.894Z,2023-03-12T01:06:00Z,4089528559,141,72.8,4089528551,2,,4089528561,212,5.8,4089528555,56,Center,4089528553,155,,4089528563,213,4.7,4090954279,178,,4090407035,72,,7jn9kl5wq29d41ekc2fz2rs2d,N. Aké,4089528557,140,95.7,4090407033,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518564323,5,61,1,1,32,1c8m2ko0wxq1asfkuykurdr0y,1,3.4,28.6,2023-03-11T17:32:17.170Z,2023-03-12T01:06:05Z,4089528587,56,Back,4090954703,21,,4090954705,178,,,,,,,,,,,,,,,,,375gnysvjk9bvq02ex1lkmynd,A. Lokonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518564347,6,6,1,1,33,1c8m2ko0wxq1asfkuykurdr0y,0,3.8,27.9,2023-03-11T17:32:18.590Z,2023-03-12T01:06:09Z,4089528689,73,,4089528755,233,31,4089528687,56,Back,,,,,,,,,,,,,,,,375gnysvjk9bvq02ex1lkmynd,A. Lokonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518564337,31,6,1,1,33,a3nyxabgsqlnqfkeg41m6tnpp,1,96.2,72.1,2023-03-11T17:32:18.590Z,2023-03-12T01:06:09Z,4089528669,73,,4089528737,233,6,4089528667,56,Center,,,,,,,,,,,,,,,,7jn9kl5wq29d41ekc2fz2rs2d,N. Aké,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518564675,33,1,1,1,58,a3nyxabgsqlnqfkeg41m6tnpp,0,99.7,99.6,2023-03-11T17:32:43.568Z,2023-03-12T01:06:16Z,4090407821,72,,4090955361,178,,4089530349,1,,4089530337,224,,4089530341,140,92.6,4089530345,212,32.3,4089530343,141,53.4,4089530331,2,,693z0rzfh3m0h0wsma9v8c9ux,P. Foden,4089530333,6,,4089530335,155,4089530339,56,Center,4089530347,213,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518564709,7,12,1,2,0,1c8m2ko0wxq1asfkuykurdr0y,1,8.5,42.7,2023-03-11T17:32:45.118Z,2023-03-12T01:06:22Z,4089530495,212,17.9,4089530489,140,11.3,4089530491,141,16.7,4089530517,15,,4089530497,213,4.9,4090955713,388,,4089530487,56,Back,,,,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518726189,643,45,1,2,3,1c8m2ko0wxq1asfkuykurdr0y,0,12.5,17.6,2023-03-11T17:32:48.081Z,2023-03-12T01:06:35Z,4090742605,233,970,4090408833,285,,4090408831,56,Back,,,,,,,,,,,,,,,,m2c4lckkcr7yilnqxrrsgh2i,M. Olise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518726187,970,3,1,2,3,a3nyxabgsqlnqfkeg41m6tnpp,1,87.5,82.4,2023-03-11T17:32:48.081Z,2023-03-12T01:06:35Z,4090408821,56,Left,4090408823,286,,4090408967,465,,4090956525,178,,4090742545,233,643,,,,,,,,,,9wbf00lybk9fqablaqwg5cn2t,İ. Gündoğan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518564751,34,1,1,2,4,a3nyxabgsqlnqfkeg41m6tnpp,1,98.8,75.3,2023-03-11T17:32:49.607Z,2023-03-12T01:06:39Z,4089530767,140,93.2,4089530773,213,4.5,4090409577,387,,4089530771,212,30.4,4090956823,178,,4089530763,155,,4089530765,56,Center,4090409573,225,,9wbf00lybk9fqablaqwg5cn2t,İ. Gündoğan,4089530761,2,,4090409579,72,4089530769,141,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518564771,36,1,1,2,6,a3nyxabgsqlnqfkeg41m6tnpp,0,93.2,31.4,2023-03-11T17:32:51.650Z,2023-03-12T01:06:44Z,4089530879,140,95.6,4090957193,388,,4089530875,3,,4089530881,141,44.3,4089530885,213,1.3,4089530883,212,9.1,4089530877,56,Center,,,,3gem1jrrkgye0omb88fk1lsk5,J. Stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518564795,8,12,1,2,7,1c8m2ko0wxq1asfkuykurdr0y,1,3.5,55.2,2023-03-11T17:32:52.305Z,2023-03-12T01:06:51Z,4089531041,15,,4089531007,141,58.4,4089531009,212,11.1,4089531011,213,0.2,4090957675,388,,4089531003,56,Back,4089531005,140,13.9,,,,375gnysvjk9bvq02ex1lkmynd,A. Lokonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518564759,35,43,1,2,7,a3nyxabgsqlnqfkeg41m6tnpp,1,0,0,2023-03-11T17:32:52.451Z,2023-03-11T17:35:42Z,4089530819,286,0,4089542961,144,44,4089530817,56,Center,,,,,,,,,,,,,,,,3gem1jrrkgye0omb88fk1lsk5,J. Stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518564807,37,15,1,2,9,a3nyxabgsqlnqfkeg41m6tnpp,1,88.9,45.7,2023-03-11T17:32:54.124Z,2023-03-12T01:06:58Z,4089533823,147,48.6,4089533821,146,98.9,4089532905,20,,4090410387,113,,4089533819,458,,4089533811,103,19.6,4089533813,215,,4089533807,78,,dqfk7czrayirrvonirtk2mk15,Rodri,4089531091,56,Center,4089532903,25,4089533863,233,9,4089533809,102,51.1,4089533817,328,4089531089,17,4089533815,108,4090958035,178,,,,,,,,,,,,,,,,,,,
2518564857,9,10,1,2,10,1c8m2ko0wxq1asfkuykurdr0y,1,1.9,51.4,2023-03-11T17:32:54.696Z,2023-03-12T01:07:03Z,4089533097,179,,4089531357,56,Back,4090410749,377,,4089533183,233,37,4089533095,174,,4089531355,182,,,,,,,,8k88isvd2hwr5e4gn9oxzr2t,Guaita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518565599,17,61,1,2,10,1c8m2ko0wxq1asfkuykurdr0y,1,5,45,2023-03-11T17:32:54.897Z,2023-03-12T01:07:23Z,4090959491,21,,4089535191,56,Back,4090959493,178,,,,,,,,,,,,,,,,,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518564847,38,15,1,2,11,a3nyxabgsqlnqfkeg41m6tnpp,1,92.3,52.8,2023-03-11T17:32:56.555Z,2023-03-12T01:07:49Z,4089535531,147,52.9,4089535523,458,,4089535507,76,,4089534581,72,,4089531313,17,,4089534605,82,,4089535551,233,10,4089535511,103,19,2t5s4f41jefzuzth0bhcixtcl,Rúben Dias,4089535513,108,,4090960097,178,4089535517,328,,4089535535,230,98.2,4089534579,25,4089535509,102,4089535527,146,4089535537,231,53.3,93.7,50.7,4089531315,56,Center,,,,,,,,,,,,,
2518564909,10,10,1,2,11,1c8m2ko0wxq1asfkuykurdr0y,1,7.8,46.6,2023-03-11T17:32:56.589Z,2023-03-12T01:07:37Z,4089531565,94,,4089531567,56,Back,4089532941,233,38,4090960371,178,,,,,,,,,,,,,,6dqnwhx0eglxhelidxg0dphm2,T. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518564873,39,61,1,2,12,a3nyxabgsqlnqfkeg41m6tnpp,1,86.2,60,2023-03-11T17:32:57.108Z,2023-03-12T01:07:46Z,4090960871,178,,4089531431,56,Center,,,,,,,,,,,,,,,,,,,almf0gtdjmsdm5zhyot1hvydx,M. Akanji,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
2518564899,40,15,1,2,13,a3nyxabgsqlnqfkeg41m6tnpp,1,84.3,52.8,2023-03-11T17:32:58.314Z,2023-03-12T01:08:02Z,4090961723,178,,4089533347,328,,4089533339,55,39,4089531505,56,Center,4089533353,230,98.5,4089533351,147,52.7,4089539151,76,,4089533345,103,19,dqfk7czrayirrvonirtk2mk15,Rodri,4089532917,82,,4089532911,25,4089532913,72,,4089532931,233,11,4089531503,17,4089533355,231,4089533337,29,4089533349,146,50.5,,89.0,4089533343,102,52.5,,,,,,,,,,,,,
