id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value
2474283491,1,34,16,0,0,9q0arba2kbnywth8bkxlhgmdr,1,0,0,2022-10-19T17:30:16.912Z,2022-10-20T08:28:16Z,3856156145,30,"6j3wbk9xlq4om4m8ih6b3tyvp, e6jaaazxqeczj6ziaj0qnqpxx, 7c2wnewpcf1idj6ghj6gu0wyd, b1srdmp4cmwl9k768h8a2ixn9, 5e2zgfe3ltc6qbnoqdfshqsph, bvw1jgmhfyc896gfi6uj0skwl, c83h08n0vnjvfgglyefy03h0p, 8nh6qf9i1d0qw7nx4wk25qzth, 6e6ttu4unqctb2addbnp5cyga, ed20ebhqi5c32vbbsze8r6yuh, 9id859f7xnqwj0jazjzkbjzdh, c6pqhaqusk8s1c2m21i5wtrkl, ehopba709zukxj4vgcync942d, actvnm36s31zf8wh8hjikzlqt, 93soe2rjn0z874cc9ofcesgkp, 22s7hpp9k5ihtc2pwiaytdp05, e9l5r0txzrjbenli05rn3k4wl, 2jc6sdkse1kxjztsgystidot1, 8r547g1qv706wo9iqr5unfnpx, 5ql70wwevaoqpxabylew5f696",3856156149,59,"1, 12, 32, 26, 14, 28, 23, 19, 18, 29, 5, 6, 8, 9, 10, 16, 17, 20, 22, 30",3856157875,197,11560,3856156157,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3856156147,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3856156151,130,16,3856156155,194,bvw1jgmhfyc896gfi6uj0skwl,3856156153,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474283699,1,34,16,0,0,7yx5dqhhphyvfisohikodajhv,1,0,0,2022-10-19T17:30:29.275Z,2022-10-19T18:03:49Z,3856157179,30,"4iijb6llnz28unsz4rirr3umt, 68n1ydedtlw2s6toghw9qiprd, 2nzefp5pwvldt2ttmxfeakamt, d9a62lhx21b0ym73rxd6mw8h5, 66939rcic8zhw13nlcniiq4t1, 45zetxtrvjb3muvcrr9b5it3p, 34b0oqo4725okjxxngin9piw9, dtol82tjlq48bs0s70sisguz9, b36foqukxn8obd969q6sea7yt, v78uhwxgzojcec8lsdvucusp, 9k8gysrsy1a261nhcszo4aoyx, eg2jk0f0l2l1gurwwn2au6nyt, bs7iyv9ys61m88qh4rvb0tpzp, bxjc2heo4ve54cyvw98qcck45, 2xgvd7xovqcd6q30m59dbi11x, 32bvxwhceid2xdcfx6cd8a8d1, 7j36oy8n0tu8ps0haqb4es48a, ek0k9s7axizns3vtzyy3z5nu, 84xefpsrml48n7czpnruzxkru, 6o4pt3ffe9ogxcbdv694sr5uy",3856157181,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3856157189,194,b36foqukxn8obd969q6sea7yt,3856157185,130,12,3856157191,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3856157187,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3856157565,197,2058,3856157183,59,"1, 30, 3, 5, 16, 13, 15, 8, 17, 19, 27, 7, 10, 11, 14, 20, 23, 24, 26, 34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321013,2,32,1,0,0,9q0arba2kbnywth8bkxlhgmdr,1,0,0,2022-10-19T18:30:53.787Z,2022-10-19T18:30:54Z,3856364633,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321023,2,32,1,0,0,7yx5dqhhphyvfisohikodajhv,1,0,0,2022-10-19T18:30:53.787Z,2023-02-01T15:30:44Z,3856364705,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321081,3,1,1,0,0,9q0arba2kbnywth8bkxlhgmdr,1,49.6,49.7,2022-10-19T18:30:53.877Z,2022-10-20T00:26:36Z,3856365027,279,S,3857166017,178,,3856365025,213,3.3,3856365021,141,45.1,3856365023,212,18.9,3856365017,56,Back,3856365019,140,31.8,,,,8nh6qf9i1d0qw7nx4wk25qzth,M. Mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321135,4,1,1,0,3,9q0arba2kbnywth8bkxlhgmdr,1,32.1,45.6,2022-10-19T18:30:56.875Z,2022-10-20T00:26:36Z,3857166021,178,,3856365343,212,43.9,3856365341,141,93.1,3856365345,213,0.8,3856365337,56,Left,3856365347,1,,3856365339,140,60.4,3856365335,155,,5e2zgfe3ltc6qbnoqdfshqsph,T. Chalobah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474322263,30,44,1,0,5,9q0arba2kbnywth8bkxlhgmdr,1,59.3,90,2022-10-19T18:30:59.711Z,2022-10-20T02:31:39Z,3856373329,56,Left,3856373333,286,,3856373359,233,6,,,,,,,,,,,,,,,,ed20ebhqi5c32vbbsze8r6yuh,K. Havertz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321525,6,44,1,0,5,7yx5dqhhphyvfisohikodajhv,0,40.7,10,2022-10-19T18:30:59.712Z,2022-10-20T00:26:37Z,3856367421,56,Back,3856367423,285,,3856373401,233,30,,,,,,,,,,,,,,,,34b0oqo4725okjxxngin9piw9,F. Onyeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321143,5,1,1,0,5,9q0arba2kbnywth8bkxlhgmdr,0,60.4,93.1,2022-10-19T18:30:59.746Z,2022-10-20T02:31:39Z,3857166041,388,,3856365375,56,Left,3856365381,212,9.9,3856365379,141,100.0,3856365377,140,68.3,3856365383,213,0.6,3856365373,3,,3856374139,168,,ed20ebhqi5c32vbbsze8r6yuh,K. Havertz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321255,3,5,1,0,7,7yx5dqhhphyvfisohikodajhv,1,29.4,-1,2022-10-19T18:31:01.221Z,2022-10-20T00:26:37Z,3856366003,233,6,3856365957,56,Back,3856365959,347,,,,,,,,,,,,,,,,,34b0oqo4725okjxxngin9piw9,F. Onyeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
