id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/10/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2481902257,1,34,16,0,0,ehd2iemqmschhj2ec0vayztzz,1,0,0,2022-11-05T16:30:04.141Z,2022-11-05T17:33:39Z,3896374197,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3896374215,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3896374203,130,4,3896374195,30,"e8dina16u5kt5ho4u5igtmimt, 9nq9bocnqq6bu8ho4m26qmkt1, 9o1vesnpfiucpoq35ihhpstex, ceerfv28fygp7m2euv5n5uu39, ed4w2l6hglrrxu2a75bn0tt5h, 35jaxclh329duzefna708jk5x, 8kb5h8df97ju107n9ibigo1cl, do3duah478rhz9cg2icde4h9m, 374kcix9j7e1cob4uxmfncwyd, 4n782p6eaok71ai7ecj1jo1jp, 7qgt7sht6py670pt6t4wjhqay, a559ewan4122b6orx6d0f6s16, 4njl5iqybub0cxbhjh2xbft9l, 6og6s61vrg51rfqxk9cipylzp, 8mjj0wgufggpc1ai2dk21h90p, 5tlxrhab4kdeud8d2r9z9hk2d, 8g7clz1z04oqjxhg8xnqc7105, xu7mykgl15kaib3olilmsez9, cpd8prwzxf0rzevtk33fpryt, 15948izygnu32cu1pw6h5wp9l",3896374207,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3896387617,197,409,3896374199,59,"1, 23, 19, 27, 30, 2, 17, 8, 9, 11, 7, 3, 4, 5, 10, 15, 16, 20, 26, 37",3896374211,194,9nq9bocnqq6bu8ho4m26qmkt1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481902305,1,34,16,0,0,avxknfz4f6ob0rv9dbnxdzde0,1,0,0,2022-11-05T16:30:05.892Z,2022-11-05T16:32:07Z,3896374511,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3896388709,197,16682,3896374503,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3896374507,194,eo4uva2gnx08xdazfaqzyz2dx,3896374497,59,"1, 27, 2, 42, 18, 3, 10, 8, 20, 22, 7, 9, 11, 14, 17, 23, 24, 25, 31, 33",3896374489,30,"5h2biadv4hd2ntcd7zo2c8639, p87gxg8kc9ta6iipqt5fxmtx, 6icypdqtfk2k81ax0i49j5xpl, egi71rvlclvis07nzbvjhl9m1, enyatxtjef9lacem6c8cc1mmt, 72d5uxwcmvhd6mzthxuvev1sl, a1yoz8f4985o166nzcyigpj2t, eo4uva2gnx08xdazfaqzyz2dx, otz9c2ifww514ummo10nfoix, 2bkp1lcaxmvwoanxwo0775cdl, 18paf5a7rfe4kutxjl4cwd695, 6v1o4s2acog9guff3folo1jh1, xm50j2dki5ml1gzx3y0i0zbp, 51xwrb0qit04oz9x01p2gghjp, drwacyyicuhy3heg4j0ipqj85, 4316y525qbk02gs9l3fm8z8b9, 7wu5l9m2kt30c4nifxdi3btg5, 6tma6gvgf6xphc5gm2el35vbp, bm9qgspytvdwy514kk6ytztg5, 70jmsf551d1sspqnm8t5lrch5",3896374493,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3896374501,130,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481967519,2,32,1,0,0,ehd2iemqmschhj2ec0vayztzz,1,0,0,2022-11-05T17:31:54.763Z,2022-11-06T01:46:07Z,3896725837,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481967499,2,32,1,0,0,avxknfz4f6ob0rv9dbnxdzde0,1,0,0,2022-11-05T17:31:54.763Z,2022-11-05T17:31:54Z,3896725771,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481967525,3,1,1,0,0,avxknfz4f6ob0rv9dbnxdzde0,1,50.3,50.3,2022-11-05T17:31:55.453Z,2022-11-06T02:55:46Z,3896725869,212,18.0,3896725871,213,3.1,3896725865,140,33.2,3896725873,279,S,3896725863,56,Back,3896725867,141,52.4,3897974775,178,,,,,otz9c2ifww514ummo10nfoix,P. Daka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481967579,4,1,1,0,3,avxknfz4f6ob0rv9dbnxdzde0,1,34.5,53.8,2022-11-05T17:31:58.049Z,2022-11-06T02:55:49Z,3897974813,178,,3896726083,140,60.8,3896726087,212,41.0,3896726091,1,,3896726085,141,98.3,3896726089,213,0.8,3896726081,56,Left,,,,72d5uxwcmvhd6mzthxuvev1sl,W. Faes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481967585,5,1,1,0,5,avxknfz4f6ob0rv9dbnxdzde0,0,62,97.9,2022-11-05T17:32:00.342Z,2022-11-06T02:55:54Z,3896726115,212,21.4,3896726103,56,Center,3896726099,155,,3896726107,140,63.7,3897974871,178,,3896726117,213,4.8,3896726113,141,66.6,,,,18paf5a7rfe4kutxjl4cwd695,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481967581,3,49,1,0,7,ehd2iemqmschhj2ec0vayztzz,1,39.3,29.7,2022-11-05T17:32:02.244Z,2022-11-06T02:56:00Z,,,,,,,,,,,,,,,,,,,,,,,,,ceerfv28fygp7m2euv5n5uu39,I. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481967655,4,1,1,0,8,ehd2iemqmschhj2ec0vayztzz,1,40.2,28.9,2022-11-05T17:32:03.468Z,2022-11-06T02:56:06Z,3896726483,212,21.6,3896726479,140,60.7,3897974975,178,,3896726485,213,0.1,3896726481,141,30.6,3896726477,56,Center,,,,,,,ceerfv28fygp7m2euv5n5uu39,I. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481967663,5,50,1,0,9,ehd2iemqmschhj2ec0vayztzz,1,58,27.8,2022-11-05T17:32:04.516Z,2022-11-06T02:56:11Z,3896726529,56,Center,3896793239,286,,3896793325,233,185,,,,,,,,,,,,,,,,374kcix9j7e1cob4uxmfncwyd,D. Calvert-Lewin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
