id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2526434675,1,34,16,0,0,1c8m2ko0wxq1asfkuykurdr0y,1,0,0,2023-04-01T13:03:33.508Z,2023-04-01T13:54:56Z,4152015379,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4152015377,30,"8k88isvd2hwr5e4gn9oxzr2t, 1rz6bw398na1i3t29rop7ikt1, 6dqnwhx0eglxhelidxg0dphm2, 19m0uqmf1otcekssb7tbrl1m2, 5wkso3mls5ulkilr0xzfix1p1, 9ipux4xiejibplsbbhqz8d5gp, 4wic6z72nwmhkheme209fcmp5, 6ebb2xcovp1tx5nv5yyncb7x1, c9pmcoyzgtgcnlc63cl4283bp, m2c4lckkcr7yilnqxrrsgh2i, 9ikkppq7uewf36gahgz0kzaol, 3xthf6r5hvlx8oje4rqcs3it, 375gnysvjk9bvq02ex1lkmynd, 9c927a1i8iqblent14xat7aad, djgqihf08sxqh0zt2xe2xzv1l, ezrn62nekq3wpw1qs1yu1ezmd, a1oyrdwf1kyutqivxk753mzmd, dbebh5mvzowjrp7h4qvzxvaol, 5frs9u0spep2j3gszu06awo9h, a7uo47nehqo2irfllck81uqxh",4152015393,194,9ikkppq7uewf36gahgz0kzaol,4152015395,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4152015385,130,4,4152256375,197,406,4152015381,59,"13, 2, 3, 28, 16, 6, 10, 15, 22, 7, 11, 4, 8, 9, 14, 17, 18, 19, 21, 44",4152015389,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526435389,1,34,16,0,0,avxknfz4f6ob0rv9dbnxdzde0,1,0,0,2023-04-01T13:04:31.025Z,2023-04-01T15:29:42Z,4152019157,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4152019151,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4152019159,194,a1yoz8f4985o166nzcyigpj2t,4152019155,130,8,4152019163,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4152019153,59,"31, 27, 16, 22, 15, 3, 37, 25, 20, 10, 7, 1, 4, 9, 14, 18, 21, 24, 33, 42",4152019149,30,"bm9qgspytvdwy514kk6ytztg5, p87gxg8kc9ta6iipqt5fxmtx, bwai2k262meugz2fj7s2g58iy, 2bkp1lcaxmvwoanxwo0775cdl, dfqpevw7bneap02x7mxo74pgp, 72d5uxwcmvhd6mzthxuvev1sl, 79nno03ww57p02dz5o0g60rqi, 6tma6gvgf6xphc5gm2el35vbp, otz9c2ifww514ummo10nfoix, a1yoz8f4985o166nzcyigpj2t, 18paf5a7rfe4kutxjl4cwd695, 5h2biadv4hd2ntcd7zo2c8639, ayyswiouwrh2yn1j75owovob9, 6v1o4s2acog9guff3folo1jh1, 51xwrb0qit04oz9x01p2gghjp, enyatxtjef9lacem6c8cc1mmt, 33p3p5buydosugm9alv57o0r9, 7wu5l9m2kt30c4nifxdi3btg5, 70jmsf551d1sspqnm8t5lrch5, egi71rvlclvis07nzbvjhl9m1",4152019161,197,16650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526485337,2,32,1,0,0,1c8m2ko0wxq1asfkuykurdr0y,1,0,0,2023-04-01T14:00:54.689Z,2023-04-01T22:19:03Z,4152275897,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526485355,2,32,1,0,0,avxknfz4f6ob0rv9dbnxdzde0,1,0,0,2023-04-01T14:00:54.689Z,2023-04-01T14:00:57Z,4152275953,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526485443,3,1,1,0,0,1c8m2ko0wxq1asfkuykurdr0y,1,50.1,50,2023-04-01T14:00:54.692Z,2023-04-01T23:01:09Z,4152276363,56,Back,4152276371,213,3.0,4155180451,178,,4152276367,141,55.2,4152276373,279,S,4152276369,212,23.2,4152276365,140,28.3,,,,4wic6z72nwmhkheme209fcmp5,E. Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526485473,4,1,1,0,2,1c8m2ko0wxq1asfkuykurdr0y,1,28.1,55.5,2023-04-01T14:00:56.956Z,2023-04-01T23:01:13Z,4152276509,212,23.3,4152276507,141,89.6,4152276511,213,1.6,4152276505,140,26.4,4152276503,56,Back,4155180605,178,,,,,,,,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526485565,5,1,1,0,4,1c8m2ko0wxq1asfkuykurdr0y,0,26.5,89.7,2023-04-01T14:00:59.639Z,2023-04-01T23:01:18Z,4152276963,212,39.4,4152276957,141,96.5,4155180679,178,,4152276949,56,Left,4152276969,1,,4152276945,155,,4152276953,140,63.8,4152276965,213,0.1,9ipux4xiejibplsbbhqz8d5gp,M. Guéhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526485569,3,44,1,0,7,avxknfz4f6ob0rv9dbnxdzde0,1,37,3.4,2023-04-01T14:01:01.707Z,2023-04-02T01:04:43Z,4152276973,56,Back,4152277119,233,6,4152276975,285,,,,,,,,,,,,,,,,,6tma6gvgf6xphc5gm2el35vbp,W. Ndidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526485573,6,44,1,0,7,1c8m2ko0wxq1asfkuykurdr0y,0,63,96.6,2023-04-01T14:01:01.708Z,2023-04-01T23:02:13Z,4152277425,233,3,4152276995,56,Left,4152276997,286,,,,,,,,,,,,,,,,,c9pmcoyzgtgcnlc63cl4283bp,O. Édouard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526485585,4,8,1,0,7,avxknfz4f6ob0rv9dbnxdzde0,1,37.8,3.2,2023-04-01T14:01:01.758Z,2023-04-02T01:04:43Z,4153766655,385,,4152277033,56,Back,4155182055,388,,4152277089,15,,,,,,,,,,,,,,6tma6gvgf6xphc5gm2el35vbp,W. Ndidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
