id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/16/value,qualifier/15/value,qualifier/18/value
2497211761,6,1,1,0,8,b9si1jn1lfxfund69e9ogcu2n,0,28.9,92.5,2023-01-14T15:00:14.767Z,2023-01-14T21:35:59Z,3977030219,212,8.1,3977030201,56,Back,3977030213,141,94.8,3978458113,168,,3977030221,213,0.2,3977030205,140,36.5,3978601751,178,,3977032645,189,,50y6nq2eok9lnmldevkamkkwl,Daniel Podence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497509271,792,67,1,0,9,4txjdaqveermfryvbfrr4taf7,1,60.9,9,2023-01-14T15:00:16.023Z,2023-01-14T23:54:52Z,3978648079,233,981,,,,,,,,,,,,,,,,,,,,,,4ryipy52oscxkv71ws0os5w5,V. Coufal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497509267,981,67,1,0,9,b9si1jn1lfxfund69e9ogcu2n,0,39.1,91,2023-01-14T15:00:16.024Z,2023-01-14T22:11:05Z,3978648083,233,792,,,,,,,,,,,,,,,,,,,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497475951,786,1,1,0,9,4txjdaqveermfryvbfrr4taf7,0,62.4,8.7,2023-01-14T15:00:16.032Z,2023-01-14T23:54:53Z,3978602179,178,,3978458667,141,8.7,3978458965,286,,3978458669,212,1.4,3978482087,233,145,3978458663,56,Right,3978458665,140,63.7,3978458671,213,0,4ryipy52oscxkv71ws0os5w5,V. Coufal,3978458963,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497231957,145,74,1,0,9,b9si1jn1lfxfund69e9ogcu2n,1,33.6,92.3,2023-01-14T15:00:16.034Z,2023-01-14T21:36:17Z,3977137353,189,,3978482097,233,786,3977136865,56,Back,3978458845,285,,3978602267,178,,,,,,,,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497211787,6,5,1,0,9,4txjdaqveermfryvbfrr4taf7,1,66.2,-1,2023-01-14T15:00:16.424Z,2023-01-14T21:36:46Z,3977030329,56,Right,3977030331,347,,3977030373,233,7,,,,,,,,,,,,,,,,d542ijpf3j9hdrtt1mfe6vwlx,J. Bowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497211767,7,5,1,0,9,b9si1jn1lfxfund69e9ogcu2n,0,33.8,101,2023-01-14T15:00:16.424Z,2023-01-14T21:36:47Z,3977030393,233,6,3977030241,347,,3977030239,56,Back,,,,,,,,,,,,,,,,50y6nq2eok9lnmldevkamkkwl,Daniel Podence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497475959,969,43,1,0,9,b9si1jn1lfxfund69e9ogcu2n,1,0,0,2023-01-14T15:00:16.451Z,2023-01-14T20:14:14Z,3978458713,56,Back,3978458765,144,74,3978458715,285,0,,,,,,,,,,,,,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497211841,7,1,1,0,15,4txjdaqveermfryvbfrr4taf7,1,68.1,0,2023-01-14T15:00:21.766Z,2023-01-14T21:36:54Z,3977030551,107,,3977030561,213,1.7,3977030553,56,Right,3977030559,212,8.4,3977030557,141,11.3,3977030555,140,67.3,,,,,,,4ryipy52oscxkv71ws0os5w5,V. Coufal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497211853,8,1,1,0,16,4txjdaqveermfryvbfrr4taf7,0,69.4,11.4,2023-01-14T15:00:23.348Z,2023-01-14T21:37:04Z,3978603901,178,,3977030631,56,Right,3977030629,155,,3977030641,212,8.7,3977030633,140,69.2,3977030637,141,0.0,3977030645,213,4.7,,,,at7mm2zrj2hjhu4bnq1f9noix,Lucas Paquetá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497211873,8,5,1,0,18,b9si1jn1lfxfund69e9ogcu2n,1,31,101.4,2023-01-14T15:00:24.773Z,2023-01-14T21:37:12Z,3977030735,56,Back,3977030743,233,9,3977030737,347,,,,,,,,,,,,,,,,,50y6nq2eok9lnmldevkamkkwl,Daniel Podence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497211861,9,5,1,0,18,4txjdaqveermfryvbfrr4taf7,0,69,-1.4,2023-01-14T15:00:24.773Z,2023-01-14T21:37:13Z,3977030667,56,Right,3977030669,347,,3977030759,233,8,,,,,,,,,,,,,,,,at7mm2zrj2hjhu4bnq1f9noix,Lucas Paquetá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212419,9,1,1,0,50,b9si1jn1lfxfund69e9ogcu2n,1,30.7,100,2023-01-14T15:00:56.776Z,2023-01-14T21:37:18Z,3977033395,140,16.4,3977033401,213,3.7,3977033397,141,86.9,3977033399,212,17.7,3977033393,56,Back,3977033391,107,,,,,,,,f1lellpt59ka10kyngi7vsqy2,Hugo Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212453,10,1,1,0,53,b9si1jn1lfxfund69e9ogcu2n,1,15.9,84.2,2023-01-14T15:01:00.222Z,2023-01-14T21:37:22Z,3978604551,178,,3977033565,141,47.9,3977033567,212,27.7,3977033561,56,Back,3977033563,140,3.9,3977033569,213,4.2,,,,,,,2nz313c0ot91untg011l3pc6h,M. Kilman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212537,11,1,1,0,56,b9si1jn1lfxfund69e9ogcu2n,1,4,47.8,2023-01-14T15:01:03.182Z,2023-01-14T21:37:26Z,3977033963,212,21.7,3977033959,141,16.3,3978604683,178,,3977033955,56,Back,3977033957,140,7.5,3977033967,213,4.9,,,,,,,71rob1lsnmdviy1siakkzpqdx,José Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212635,12,1,1,1,0,b9si1jn1lfxfund69e9ogcu2n,0,13.6,6.7,2023-01-14T15:01:07.048Z,2023-01-14T21:37:31Z,3977034451,56,Back,3978604923,178,,3977034461,1,,3977034453,140,45.2,3977034449,155,,3977034459,213,0.3,3977034457,212,34.7,3977034455,141,21.5,csinkvzxcphggdjeflmo173zd,N. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212633,10,44,1,1,3,4txjdaqveermfryvbfrr4taf7,1,55.6,75.8,2023-01-14T15:01:09.752Z,2023-01-14T23:54:53Z,3977034439,56,Center,3977034441,286,,3977034687,233,13,,,,,,,,,,,,,,,,9w5o8b18ffu4qr4bdnfrk4ogl,A. Cresswell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212643,13,44,1,1,3,b9si1jn1lfxfund69e9ogcu2n,0,44.4,24.2,2023-01-14T15:01:09.753Z,2023-01-14T21:37:41Z,3977034497,56,Back,3977034501,285,,3977034761,233,10,,,,,,,,,,,,,,,,dl8x6fzdexn8r0sj65vgcgq8l,Hwang Hee-Chan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212657,11,1,1,1,3,4txjdaqveermfryvbfrr4taf7,0,56.4,73,2023-01-14T15:01:09.806Z,2023-01-14T23:54:54Z,3977034567,140,58.2,3977034565,56,Center,3977034563,3,,3977034569,141,73.2,3977034571,212,1.9,3978605537,388,,3977034573,213,0.1,,,,9w5o8b18ffu4qr4bdnfrk4ogl,A. Cresswell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212689,14,61,1,1,3,b9si1jn1lfxfund69e9ogcu2n,1,45,22,2023-01-14T15:01:09.831Z,2023-01-14T21:37:56Z,3977034735,56,Back,3978605845,15,,3978605847,388,,,,,,,,,,,,,,,,,dl8x6fzdexn8r0sj65vgcgq8l,Hwang Hee-Chan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212717,15,1,1,1,4,b9si1jn1lfxfund69e9ogcu2n,0,42.8,29.8,2023-01-14T15:01:11.344Z,2023-01-14T21:38:00Z,3977034893,213,0.3,3977034889,141,36.5,3977034891,212,14.7,3977034883,3,,3978605959,388,,3977034887,140,56.1,3977034885,56,Center,,,,9l7ph5603tbb7xwyxpvjg22fp,João Moutinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212753,12,49,1,1,7,4txjdaqveermfryvbfrr4taf7,1,41.1,70.9,2023-01-14T15:01:14.027Z,2023-01-14T21:38:09Z,,,,,,,,,,,,,,,,,,,,,,,,,bmk0efhzrno1sgr3g8yijoa8l,A. Ogbonna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212795,13,1,1,1,9,4txjdaqveermfryvbfrr4taf7,1,40.8,75.1,2023-01-14T15:01:16.522Z,2023-01-14T21:38:12Z,3977035235,56,Back,3977035243,213,1.5,3977035237,140,41.3,3978606233,178,,3977035239,141,90.0,3977035241,212,10.1,,,,,,,bmk0efhzrno1sgr3g8yijoa8l,A. Ogbonna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212819,14,1,1,1,11,4txjdaqveermfryvbfrr4taf7,0,41.4,90.6,2023-01-14T15:01:18.274Z,2023-01-14T21:38:19Z,3977035355,213,0,3977035345,155,,3978606353,178,,3977038109,233,16,3977038117,286,,3977038105,236,,3977035347,56,Back,3977035349,140,43.1,9w5o8b18ffu4qr4bdnfrk4ogl,A. Cresswell,3977035353,212,1.8,3977035351,141,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212839,16,74,1,1,11,b9si1jn1lfxfund69e9ogcu2n,1,57,8.6,2023-01-14T15:01:18.356Z,2023-01-14T21:38:24Z,3977038155,233,14,3978606555,178,,3977038049,285,,3977035433,56,Right,,,,,,,,,,,,,dl8x6fzdexn8r0sj65vgcgq8l,Hwang Hee-Chan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212887,15,44,1,1,13,4txjdaqveermfryvbfrr4taf7,1,46,93.1,2023-01-14T15:01:20.561Z,2023-01-14T23:54:54Z,3977035721,233,17,3977035701,56,Back,3977035703,285,,,,,,,,,,,,,,,,,at7mm2zrj2hjhu4bnq1f9noix,Lucas Paquetá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212883,17,44,1,1,13,b9si1jn1lfxfund69e9ogcu2n,0,54,6.9,2023-01-14T15:01:20.562Z,2023-01-14T21:38:32Z,3977035671,56,Right,3977035675,286,,3977035743,233,15,,,,,,,,,,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212909,16,1,1,1,13,4txjdaqveermfryvbfrr4taf7,0,47.4,90.9,2023-01-14T15:01:20.640Z,2023-01-14T23:54:55Z,3978607197,388,,3977035811,141,100.0,3977035813,212,10.6,3977035805,168,,3977035809,140,55.5,3977035803,3,,3977035815,213,0.6,3977035807,56,Left,at7mm2zrj2hjhu4bnq1f9noix,Lucas Paquetá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212915,17,5,1,1,16,4txjdaqveermfryvbfrr4taf7,0,56,100.4,2023-01-14T15:01:22.797Z,2023-01-14T21:38:46Z,3977036105,233,18,3977035837,56,Left,3977035839,347,,,,,,,,,,,,,,,,,at7mm2zrj2hjhu4bnq1f9noix,Lucas Paquetá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497212955,18,5,1,1,16,b9si1jn1lfxfund69e9ogcu2n,1,44,-0.4,2023-01-14T15:01:22.797Z,2023-01-14T21:38:46Z,3977036027,56,Back,3977036037,233,17,3977036029,347,,,,,,,,,,,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213013,19,1,1,1,17,b9si1jn1lfxfund69e9ogcu2n,1,38.6,0,2023-01-14T15:01:24.443Z,2023-01-14T21:38:51Z,3977036355,213,1.8,3977036347,141,16.0,3977036345,140,36.0,3977036351,212,12.5,3977036341,107,,3977036343,56,Back,,,,,,,8kw1y8mzxtwl4fv8qkc8hoc7p,Rúben Neves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213097,20,1,1,1,21,b9si1jn1lfxfund69e9ogcu2n,1,34.3,14.6,2023-01-14T15:01:28.496Z,2023-01-14T21:38:59Z,3977036739,141,10.1,3978607751,178,,3977036741,212,12.8,3977036743,213,3.4,3977036735,56,Back,3977036737,140,22.5,,,,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213129,21,1,1,1,24,b9si1jn1lfxfund69e9ogcu2n,1,16.6,16.4,2023-01-14T15:01:31.011Z,2023-01-14T21:39:04Z,3977036901,213,2.1,3977036895,140,5.4,3977036897,141,49.0,3977036893,56,Back,3978607979,178,,3977036899,212,25.1,,,,,,,csinkvzxcphggdjeflmo173zd,N. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213161,22,1,1,1,27,b9si1jn1lfxfund69e9ogcu2n,0,7.5,49.4,2023-01-14T15:01:34.183Z,2023-01-14T21:39:08Z,3977037037,212,35.8,3977037035,141,91.4,3977037041,1,,3977037033,140,28.0,3978608071,178,,3977037039,213,0.9,3977037031,56,Back,3977037029,155,,71rob1lsnmdviy1siakkzpqdx,José Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213229,18,1,1,1,29,4txjdaqveermfryvbfrr4taf7,0,74.7,13.2,2023-01-14T15:01:36.473Z,2023-01-14T21:39:12Z,3977037339,213,0.9,3977037333,140,83.0,3977037329,56,Center,3978608139,388,,3977037325,3,,3977037337,212,13.7,3977037335,141,28.8,,,,4ryipy52oscxkv71ws0os5w5,V. Coufal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213263,23,1,1,1,31,b9si1jn1lfxfund69e9ogcu2n,1,15.5,70.7,2023-01-14T15:01:37.926Z,2023-01-14T21:39:19Z,3977037473,3,,3977037479,141,78.8,3978608289,178,,3977037483,213,0.7,3977037477,140,22.0,3977037475,56,Back,3977037481,212,8.8,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213303,24,1,1,1,32,b9si1jn1lfxfund69e9ogcu2n,1,22.1,78.8,2023-01-14T15:01:39.386Z,2023-01-14T21:39:31Z,3977037705,56,Back,3978608709,178,,3977037709,140,28.0,3977037717,213,5.4,3977037711,141,68.4,3977037715,212,9.4,,,,,,,50y6nq2eok9lnmldevkamkkwl,Daniel Podence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213361,25,1,1,1,35,b9si1jn1lfxfund69e9ogcu2n,1,28.5,64.2,2023-01-14T15:01:42.052Z,2023-01-14T21:39:37Z,3977038013,140,30.4,3977038019,213,4.8,3977038011,56,Back,3977038021,1,,3977038017,212,37.7,3978608827,178,,3977038015,141,8.9,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213503,26,1,1,1,42,b9si1jn1lfxfund69e9ogcu2n,1,31.8,13.7,2023-01-14T15:01:48.717Z,2023-01-14T21:39:41Z,3977038735,140,23.4,3977038731,56,Back,3977038737,141,27.2,3977038745,213,2.3,3977038741,212,12.7,3978608967,178,,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213533,27,1,1,1,44,b9si1jn1lfxfund69e9ogcu2n,1,23.6,29.8,2023-01-14T15:01:51.235Z,2023-01-14T21:39:45Z,3977038883,140,23.6,3977038889,213,1.6,3978609099,178,,3977038881,56,Back,3977038885,141,55.2,3977038887,212,17.3,,,,,,,csinkvzxcphggdjeflmo173zd,N. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213615,28,1,1,1,46,b9si1jn1lfxfund69e9ogcu2n,1,23.6,59.4,2023-01-14T15:01:53.689Z,2023-01-14T21:39:48Z,3977039285,56,Back,3977039287,140,24.9,3977039293,213,1.5,3977039291,212,17.5,3977039289,141,85.1,3978609149,178,,,,,,,,8kw1y8mzxtwl4fv8qkc8hoc7p,Rúben Neves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213647,29,1,1,1,49,b9si1jn1lfxfund69e9ogcu2n,1,25.4,85.1,2023-01-14T15:01:56.379Z,2023-01-14T21:39:52Z,3978609251,178,,3977039445,213,0.0,3977039435,141,85.1,3977039441,212,16.5,3977039429,56,Back,3977039431,140,41.1,,,,,,,2nz313c0ot91untg011l3pc6h,M. Kilman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213679,30,1,1,1,50,b9si1jn1lfxfund69e9ogcu2n,0,40.4,85.2,2023-01-14T15:01:57.294Z,2023-01-14T21:39:55Z,3977039587,140,55.1,3977039585,56,Left,3977039589,141,93.3,3977039591,212,16.4,3977039583,168,,3977039593,213,0.3,3978609371,178,,,,,50y6nq2eok9lnmldevkamkkwl,Daniel Podence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213735,19,61,1,1,53,4txjdaqveermfryvbfrr4taf7,0,37.5,10.9,2023-01-14T15:01:59.800Z,2023-01-14T21:40:16Z,3978610019,178,,3977039895,56,Back,,,,,,,,,,,,,,,,,,,4ryipy52oscxkv71ws0os5w5,V. Coufal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497510139,1000,67,1,1,53,b9si1jn1lfxfund69e9ogcu2n,1,59.9,89.3,2023-01-14T15:02:00.456Z,2023-01-14T23:54:55Z,3978652673,233,801,,,,,,,,,,,,,,,,,,,,,,f1lellpt59ka10kyngi7vsqy2,Hugo Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497510137,801,67,1,1,53,4txjdaqveermfryvbfrr4taf7,0,40.1,10.7,2023-01-14T15:02:00.457Z,2023-01-14T22:17:18Z,3978652705,233,1000,,,,,,,,,,,,,,,,,,,,,,4ryipy52oscxkv71ws0os5w5,V. Coufal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497213775,31,1,1,1,53,b9si1jn1lfxfund69e9ogcu2n,0,57.7,92.4,2023-01-14T15:02:00.459Z,2023-01-14T23:54:56Z,3977040111,233,20,3978610275,178,,3977040085,56,Left,3977040093,213,6.0,3977040109,236,,3977040089,141,91.4,3977040091,212,2.1,3977040115,286,,f1lellpt59ka10kyngi7vsqy2,Hugo Bueno,3977040087,140,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
