id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/11/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/18/value,qualifier/20/value
2443255705,1,34,16,0,0,avxknfz4f6ob0rv9dbnxdzde0,1,0,0,2022-08-07T12:00:02.746Z,2022-08-07T17:24:23Z,3691135841,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3691135861,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3691135853,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3691135859,197,4972,3691135837,30,"5h2biadv4hd2ntcd7zo2c8639, p87gxg8kc9ta6iipqt5fxmtx, 6icypdqtfk2k81ax0i49j5xpl, enyatxtjef9lacem6c8cc1mmt, 7o49rb7fgi2ml87up7hh2z0t1, 7yirx71oya71zjsgldj5ucqcq, eo4uva2gnx08xdazfaqzyz2dx, 2bkp1lcaxmvwoanxwo0775cdl, 6v1o4s2acog9guff3folo1jh1, a1yoz8f4985o166nzcyigpj2t, 6tma6gvgf6xphc5gm2el35vbp, ayyswiouwrh2yn1j75owovob9, xm50j2dki5ml1gzx3y0i0zbp, 51xwrb0qit04oz9x01p2gghjp, drwacyyicuhy3heg4j0ipqj85, otz9c2ifww514ummo10nfoix, 7wu5l9m2kt30c4nifxdi3btg5, 8prtj2o0lz1zbzpuw4ah4qhud, bm9qgspytvdwy514kk6ytztg5, 70jmsf551d1sspqnm8t5lrch5",3691135849,130,16,3691135855,194,7o49rb7fgi2ml87up7hh2z0t1,3691135845,59,"1, 27, 2, 18, 6, 3, 8, 22, 9, 10, 25, 4, 11, 14, 17, 20, 24, 26, 31, 33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443255729,1,34,16,0,0,7yx5dqhhphyvfisohikodajhv,1,0,0,2022-08-07T12:00:04.915Z,2022-08-07T13:01:42Z,3691135953,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3691135965,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3691135959,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3691135957,130,4,3691135951,30,"4iijb6llnz28unsz4rirr3umt, 9xfrrmf19uv4i69ge0kg1hh7u, 2nzefp5pwvldt2ttmxfeakamt, 8ju1opnca42o8i00wq3onzmqd, 4j6a6qec8m58zgojpbv8wxnf9, 66939rcic8zhw13nlcniiq4t1, 9k8gysrsy1a261nhcszo4aoyx, dtol82tjlq48bs0s70sisguz9, b36foqukxn8obd969q6sea7yt, v78uhwxgzojcec8lsdvucusp, bxjc2heo4ve54cyvw98qcck45, bs7iyv9ys61m88qh4rvb0tpzp, 34b0oqo4725okjxxngin9piw9, bt226z4iktw4xzqqgacvvgt4a, ebzt12h6z4a9mok0rohagmzf9, 7j36oy8n0tu8ps0haqb4es48a, 84xefpsrml48n7czpnruzxkru, a87w6l9zsbahdi4knm1347zs9, 68n1ydedtlw2s6toghw9qiprd, 9y3cnx4ymvbndjyu6sk936k4q",3691135955,59,"1, 2, 3, 6, 18, 16, 27, 8, 17, 19, 11, 10, 15, 21, 22, 23, 26, 29, 30, 33",3691135963,197,2058,3691135961,194,4j6a6qec8m58zgojpbv8wxnf9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443299897,2,32,1,0,0,avxknfz4f6ob0rv9dbnxdzde0,1,0,0,2022-08-07T13:00:11.927Z,2023-02-02T11:01:12Z,3691350503,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443299883,2,32,1,0,0,7yx5dqhhphyvfisohikodajhv,1,0,0,2022-08-07T13:00:11.927Z,2022-08-07T13:00:11Z,3691350437,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443299935,3,1,1,0,0,7yx5dqhhphyvfisohikodajhv,1,49.9,50,2022-08-07T13:00:12.032Z,2022-08-07T21:15:36Z,3691350713,141,43.0,3693133489,178,,3691350719,213,3.5,3691350705,56,Back,3691350723,279,S,3691350709,140,36.8,3691350717,212,14.6,,,,b36foqukxn8obd969q6sea7yt,I. Toney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443299993,4,1,1,0,2,7yx5dqhhphyvfisohikodajhv,1,34.6,35.9,2022-08-07T13:00:13.936Z,2022-08-07T21:15:43Z,3693133765,178,,3691350999,212,19.9,3691350993,140,40.7,3691350995,141,8.2,3691350991,56,Back,3691351003,213,5.0,,,,,,,8ju1opnca42o8i00wq3onzmqd,C. Nørgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443300017,5,1,1,0,5,7yx5dqhhphyvfisohikodajhv,1,40.9,8,2022-08-07T13:00:17.093Z,2022-08-07T21:15:48Z,3691351095,56,Right,3693133923,178,,3691351101,141,3.2,3691351107,212,15.5,3691351099,140,55.3,3691351113,213,6.1,,,,,,,9xfrrmf19uv4i69ge0kg1hh7u,A. Hickey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443300067,6,1,1,0,6,7yx5dqhhphyvfisohikodajhv,1,55.3,3.2,2022-08-07T13:00:18.705Z,2022-08-07T21:15:52Z,3691351349,56,Back,3691351353,141,8.8,3693134085,178,,3691351355,212,17.9,3691351357,213,2.9,3691351351,140,38.6,,,,,,,v78uhwxgzojcec8lsdvucusp,B. Mbeumo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443300147,7,1,1,0,9,7yx5dqhhphyvfisohikodajhv,1,37.3,9.1,2022-08-07T13:00:21.690Z,2022-08-07T21:15:56Z,3691351859,141,63.2,3691351849,155,,3691351853,56,Back,3691351865,213,1.9,3691351855,140,25.7,3691351863,212,38.8,3691351867,1,,3693134267,178,,9xfrrmf19uv4i69ge0kg1hh7u,A. Hickey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443300191,8,1,1,0,14,7yx5dqhhphyvfisohikodajhv,1,27.5,67.5,2022-08-07T13:00:26.891Z,2022-08-07T21:16:04Z,3691352065,141,95.0,3691352063,140,31.0,3693134635,178,,3691352069,213,1.4,3691352067,212,19.1,3691352061,56,Back,,,,,,,66939rcic8zhw13nlcniiq4t1,B. Mee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
