id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/9/value,qualifier/10/value,qualifier/13/value,qualifier/12/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2494900737,3,52,1,0,17,4dsgumo7d4zupm2ugsvm4zm4d,1,12.7,34,2023-01-03T19:45:26.434Z,2023-01-04T01:27:10Z,3965057341,178,,3965054749,377,,,,,,,,,,,,,,,,,,,,6yovfcug6e9hykfauqy0fq67d,A. Ramsdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494900767,4,1,1,0,25,4dsgumo7d4zupm2ugsvm4zm4d,1,14.6,45.1,2023-01-03T19:45:33.706Z,2023-01-04T01:27:17Z,3964884709,213,5.4,3964884703,140,22.9,3964884705,141,30.5,3964884701,56,Back,3964884707,212,13.2,3965057353,178,,3964884699,123,,,,,6yovfcug6e9hykfauqy0fq67d,A. Ramsdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494900787,5,1,1,0,26,4dsgumo7d4zupm2ugsvm4zm4d,1,22.9,30.5,2023-01-03T19:45:35.004Z,2023-01-04T01:27:21Z,3964884799,213,3.9,3965057361,178,,3964884793,140,14.3,3964884795,141,17.0,3964884791,56,Back,3964884797,212,12.9,,,,,,,dydwiixiims98cx2iihfuf8wl,T. Partey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494900801,6,1,1,0,28,4dsgumo7d4zupm2ugsvm4zm4d,1,14.3,17,2023-01-03T19:45:37.133Z,2023-01-04T01:27:25Z,3964884853,140,4.4,3964884855,141,33.1,3964884851,56,Back,3964884859,213,2.3,3965057373,178,,3964884857,212,15.1,,,,,,,65rqu55qbzswixgqw2efna06i,W. Saliba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494900807,7,1,1,0,30,4dsgumo7d4zupm2ugsvm4zm4d,1,4.4,33.1,2023-01-03T19:45:38.711Z,2023-01-04T01:27:28Z,3964884897,1,,3964884889,140,36.4,3964884885,56,Back,3965057377,178,,3964884891,141,44.3,3964884895,213,0.2,3964884893,212,34.5,,,,6yovfcug6e9hykfauqy0fq67d,A. Ramsdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494932065,927,67,1,0,32,4dsgumo7d4zupm2ugsvm4zm4d,1,38.4,42.4,2023-01-03T19:45:41.077Z,2023-01-04T03:56:57Z,3965061393,233,658,,,,,,,,,,,,,,,,,,,,,,2im16cd31tgg3yac3c8c18jbp,E. Nketiah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494932063,658,67,1,0,32,7vn2i2kd35zuetw6b38gw9jsz,0,61.6,57.6,2023-01-03T19:45:41.078Z,2023-01-04T01:56:06Z,3965061397,233,927,,,,,,,,,,,,,,,,,,,,,,72m84nwa6dshu3ibmy13dz5rd,Bruno Guimarães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494900811,8,1,1,0,32,4dsgumo7d4zupm2ugsvm4zm4d,1,36.4,43.6,2023-01-03T19:45:41.114Z,2023-01-04T03:56:58Z,3964884919,212,7.9,3964884915,140,30.4,3964884913,56,Back,3964884921,213,2.5,3964884917,141,50.6,3965057385,178,,3964884925,156,,,,,2im16cd31tgg3yac3c8c18jbp,E. Nketiah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494900829,9,1,1,0,34,4dsgumo7d4zupm2ugsvm4zm4d,1,32.2,51.2,2023-01-03T19:45:43.137Z,2023-01-04T01:27:41Z,3964885029,140,32.2,3965057397,178,,3964885033,212,3.1,3964885035,213,4.7,3964885027,56,Back,3964885031,141,46.7,,,,,,,3l7amac6wdv9yztupg7ur3kl,O. Zinchenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494900843,10,1,1,0,38,4dsgumo7d4zupm2ugsvm4zm4d,1,32.8,45.8,2023-01-03T19:45:47.193Z,2023-01-04T01:27:45Z,3965057407,178,,3964885099,141,78.6,3964885101,212,28.7,3964885095,56,Back,3964885103,213,2.3,3964885097,140,15.6,,,,,,,dydwiixiims98cx2iihfuf8wl,T. Partey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494900859,11,1,1,0,40,4dsgumo7d4zupm2ugsvm4zm4d,1,15.6,79.1,2023-01-03T19:45:48.939Z,2023-01-04T01:27:49Z,3964885155,212,14.9,3964885153,141,95.7,3964885151,140,24.9,3964885149,56,Back,3965057413,178,,3964885157,213,0.9,,,,,,,8libvn3hxypz8x7gm4mr7kj55,Gabriel Magalhães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494900865,12,1,1,0,42,4dsgumo7d4zupm2ugsvm4zm4d,0,24.8,95.7,2023-01-03T19:45:51.023Z,2023-01-04T01:27:57Z,3965057429,178,,3964885225,56,Back,3964885231,212,16.5,3964885227,140,40.4,3964885229,141,93.2,3964885233,213,6.2,,,,,,,6264xjr1y00yu7b9j2pknalzp,G. Xhaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494932095,660,67,1,0,43,7vn2i2kd35zuetw6b38gw9jsz,1,58.4,3.7,2023-01-03T19:45:52.518Z,2023-01-04T03:56:58Z,3965061463,233,940,,,,,,,,,,,,,,,,,,,,,,dxxc4dioaioidmvamkzqr4b85,F. Schär,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494932093,940,67,1,0,43,4dsgumo7d4zupm2ugsvm4zm4d,0,41.6,96.3,2023-01-03T19:45:52.519Z,2023-01-04T01:58:00Z,3965061467,233,660,,,,,,,,,,,,,,,,,,,,,,6264xjr1y00yu7b9j2pknalzp,G. Xhaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494900869,9,8,1,0,43,7vn2i2kd35zuetw6b38gw9jsz,1,57.8,8.3,2023-01-03T19:45:52.597Z,2023-01-04T03:56:59Z,3964885247,56,Right,3965057433,178,,3965054751,385,,,,,,,,,,,,,,,,,dxxc4dioaioidmvamkzqr4b85,F. Schär,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494900873,10,5,1,0,46,7vn2i2kd35zuetw6b38gw9jsz,0,62.2,-1.1,2023-01-03T19:45:54.833Z,2023-01-04T01:28:04Z,3964885263,347,,3964885261,56,Right,3964885423,233,13,,,,,,,,,,,,,,,,dxxc4dioaioidmvamkzqr4b85,F. Schär,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494900903,13,5,1,0,46,4dsgumo7d4zupm2ugsvm4zm4d,1,37.8,101.1,2023-01-03T19:45:54.833Z,2023-01-04T01:28:04Z,3964885397,347,,3964885415,233,10,3964885395,56,Back,,,,,,,,,,,,,,,,6264xjr1y00yu7b9j2pknalzp,G. Xhaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494900907,14,1,1,0,52,4dsgumo7d4zupm2ugsvm4zm4d,1,32.8,100,2023-01-03T19:46:00.991Z,2023-01-04T01:28:12Z,3964885435,212,11.4,3964885433,141,86.1,3964885427,107,,3964885431,140,28.9,3964885437,213,4.3,3964885429,56,Back,,,,,,,3l7amac6wdv9yztupg7ur3kl,O. Zinchenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494900917,15,1,1,0,52,4dsgumo7d4zupm2ugsvm4zm4d,0,30.2,82.2,2023-01-03T19:46:01.402Z,2023-01-04T01:28:18Z,3964885505,213,0.0,3964885503,212,8.4,3964885501,141,82.8,3964885495,155,,3964885499,140,38.2,3965057461,178,,3964885497,56,Back,,,,dydwiixiims98cx2iihfuf8wl,T. Partey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494900927,11,49,1,0,54,7vn2i2kd35zuetw6b38gw9jsz,1,62.4,31.3,2023-01-03T19:46:02.999Z,2023-01-04T01:28:22Z,,,,,,,,,,,,,,,,,,,,,,,,,9pv566tidfz21e00y4t0mbap5,S. Longstaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494900941,12,4,1,0,55,7vn2i2kd35zuetw6b38gw9jsz,1,63,27.8,2023-01-03T19:46:04.262Z,2023-01-04T01:28:26Z,3964885591,152,,3964885595,286,,3964885587,13,,3964885953,294,,3964885663,233,16,3964885589,56,Center,,,,,,,9pv566tidfz21e00y4t0mbap5,S. Longstaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494900953,16,4,1,0,55,4dsgumo7d4zupm2ugsvm4zm4d,0,37,72.2,2023-01-03T19:46:04.263Z,2023-01-04T01:28:25Z,3964885637,13,,3964885667,233,12,3965057475,178,,3964885643,152,,3964885645,285,,3964885641,56,Back,3964885639,294,,,,,6264xjr1y00yu7b9j2pknalzp,G. Xhaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494901129,13,2,1,1,33,7vn2i2kd35zuetw6b38gw9jsz,1,64.1,24.8,2023-01-03T19:46:41.809Z,2023-01-04T01:28:31Z,3965057487,178,,3964886563,56,Center,3964886569,141,52.5,3964887549,7,dxxc4dioaioidmvamkzqr4b85,3964886561,152,,3964886565,140,85.9,3964887557,2,,3965054757,20,,65z99j774kjnbf7vm0u2q0jit,K. Trippier,3965054755,224,3964886557,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494901145,18,55,1,1,33,4dsgumo7d4zupm2ugsvm4zm4d,1,18.7,48.7,2023-01-03T19:46:41.810Z,2023-01-04T01:28:32Z,,,,,,,,,,,,,,,,,,,,,,,,,3l7amac6wdv9yztupg7ur3kl,O. Zinchenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494901125,17,43,1,1,35,4dsgumo7d4zupm2ugsvm4zm4d,1,0,0,2023-01-03T19:46:44.434Z,2023-01-03T19:46:47Z,3964886599,15,0,3964886547,140,13.2,3964886639,144,12,3964886551,212,0,3964886553,213,0,3964886545,56,Back,3964886549,141,47.2,,,,8libvn3hxypz8x7gm4mr7kj55,Gabriel Magalhães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494901375,19,1,1,2,14,4dsgumo7d4zupm2ugsvm4zm4d,1,15,48.2,2023-01-03T19:47:22.911Z,2023-01-04T01:28:36Z,3964887963,212,38.8,3964887959,140,32.6,3964887953,5,,3964887957,56,Back,3964887967,1,,3964887965,213,1.1,3964887961,141,98.3,3965057499,178,,6yovfcug6e9hykfauqy0fq67d,A. Ramsdale,3964887955,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494901395,20,1,1,2,18,4dsgumo7d4zupm2ugsvm4zm4d,1,34.1,98,2023-01-03T19:47:26.748Z,2023-01-04T01:28:42Z,3964888107,140,56.3,3965057505,178,,3964888111,212,24.5,3964888113,213,6.0,3964888109,141,86.7,3964888105,56,Left,,,,,,,3l7amac6wdv9yztupg7ur3kl,O. Zinchenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494901397,21,3,1,2,20,4dsgumo7d4zupm2ugsvm4zm4d,0,54.7,84.8,2023-01-03T19:47:28.919Z,2023-01-04T01:28:51Z,3965054761,464,,3964888125,56,Left,3964888127,286,,3965057511,178,,3964888143,233,14,,,,,,,,,,7ocm7nugzwos59il1pm4eub8q,Gabriel Martinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494901399,14,7,1,2,20,7vn2i2kd35zuetw6b38gw9jsz,0,45.3,15.2,2023-01-03T19:47:28.995Z,2023-01-04T01:28:54Z,3965054763,385,,3964888137,233,21,3964888135,285,,3964888133,56,Back,3965057519,178,,,,,,,,,,,bijr1ghojrxc61se7ebt72f9x,M. Almirón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494901417,22,1,1,2,22,4dsgumo7d4zupm2ugsvm4zm4d,1,64.1,81.6,2023-01-03T19:47:30.880Z,2023-01-04T01:28:59Z,3964888233,212,22.2,3964888235,213,3.2,3964888227,56,Back,3964888231,141,80.7,3964888229,140,43.0,3965057527,178,,,,,,,,6264xjr1y00yu7b9j2pknalzp,G. Xhaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494901433,23,1,1,2,25,4dsgumo7d4zupm2ugsvm4zm4d,1,44.3,69,2023-01-03T19:47:33.882Z,2023-01-04T01:29:02Z,3964888319,140,34.9,3964888317,56,Back,3965057531,178,,3964888321,141,34.7,3964888325,213,4.3,3964888323,212,25.3,,,,,,,3l7amac6wdv9yztupg7ur3kl,O. Zinchenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494901437,24,1,1,2,28,4dsgumo7d4zupm2ugsvm4zm4d,1,34.9,34.7,2023-01-03T19:47:36.834Z,2023-01-04T01:29:04Z,3965057539,178,,3964888347,140,35.3,3964888357,213,4.8,3964888345,56,Back,3964888355,212,6.8,3964888351,141,24.7,,,,,,,65rqu55qbzswixgqw2efna06i,W. Saliba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494901461,25,1,1,2,29,4dsgumo7d4zupm2ugsvm4zm4d,1,35.3,24.7,2023-01-03T19:47:37.788Z,2023-01-04T01:29:10Z,3965057547,178,,3964888431,140,39.9,3964888433,141,32.8,3964888435,212,7.3,3964888437,213,0.9,3964888429,56,Back,,,,,,,cnmlhoum9aahwqruxgmz2gcfd,B. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494901471,26,1,1,2,31,4dsgumo7d4zupm2ugsvm4zm4d,1,42.6,33,2023-01-03T19:47:39.996Z,2023-01-04T01:29:19Z,3964888507,56,Left,3964888517,1,,3964888511,141,82.8,3964888513,212,51.5,3964888515,213,0.7,3964888509,140,79.5,3965057559,178,,3964888505,155,,dydwiixiims98cx2iihfuf8wl,T. Partey,3964889877,210,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494901487,27,15,1,2,38,4dsgumo7d4zupm2ugsvm4zm4d,1,90.4,68.9,2023-01-03T19:47:46.713Z,2023-01-04T01:29:20Z,3964889805,233,15,3964889883,76,,3964889895,146,92.1,3964889901,231,52.3,3964889899,230,97.8,3964888585,56,Center,3964889887,55,26,3964889771,82,,7ocm7nugzwos59il1pm4eub8q,Gabriel Martinelli,3964889897,147,3964889767,20,,65.9,3964888583,64,3964889891,102,52.2,3965057581,178,3965054767,215,3964889885,29,3964888581,22,3964889893,103,19,,,,,,,,,,,
2494901493,15,10,1,2,38,7vn2i2kd35zuetw6b38gw9jsz,1,13.8,38,2023-01-03T19:47:46.747Z,2023-01-04T01:31:52Z,3964889809,233,27,3965057593,178,,3964888623,56,Back,3964888621,94,,,,,,,,,,,,,,65z99j774kjnbf7vm0u2q0jit,K. Trippier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494932245,691,67,1,2,38,7vn2i2kd35zuetw6b38gw9jsz,1,10,42.5,2023-01-03T19:47:47.433Z,2023-01-04T03:56:59Z,3965061983,233,984,,,,,,,,,,,,,,,,,,,,,,4jwkz8almo2997hvp09zl0p9l,S. Botman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494932243,984,67,1,2,38,4dsgumo7d4zupm2ugsvm4zm4d,0,90,57.5,2023-01-03T19:47:47.434Z,2023-01-04T02:01:10Z,3965061987,233,691,,,,,,,,,,,,,,,,,,,,,,2im16cd31tgg3yac3c8c18jbp,E. Nketiah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494901531,16,12,1,2,38,7vn2i2kd35zuetw6b38gw9jsz,1,11.9,45.7,2023-01-03T19:47:47.478Z,2023-01-04T03:57:00Z,3964888829,213,1.5,3964888823,140,12.4,3964888825,141,56.1,3964888821,56,Back,3965057619,178,,3964888827,212,7.1,,,,,,,4jwkz8almo2997hvp09zl0p9l,S. Botman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494932255,988,67,1,2,40,4dsgumo7d4zupm2ugsvm4zm4d,1,88.1,51,2023-01-03T19:47:49.509Z,2023-01-04T03:57:00Z,3965062013,233,692,,,,,,,,,,,,,,,,,,,,,,cnmlhoum9aahwqruxgmz2gcfd,B. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494932253,692,67,1,2,40,7vn2i2kd35zuetw6b38gw9jsz,0,11.9,49,2023-01-03T19:47:49.510Z,2023-01-04T02:01:25Z,3965062017,233,988,,,,,,,,,,,,,,,,,,,,,,72m84nwa6dshu3ibmy13dz5rd,Bruno Guimarães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494901529,28,50,1,2,40,4dsgumo7d4zupm2ugsvm4zm4d,1,87.9,47.8,2023-01-03T19:47:49.545Z,2023-01-04T03:57:01Z,3964888807,56,Center,3964888853,233,17,3964888809,286,,,,,,,,,,,,,,,,,cnmlhoum9aahwqruxgmz2gcfd,B. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494901533,17,7,1,2,40,7vn2i2kd35zuetw6b38gw9jsz,0,12.1,52.2,2023-01-03T19:47:49.559Z,2023-01-04T01:31:20Z,3965057657,178,,3965054769,385,,3964888833,285,,3964888835,233,28,3964888831,56,Back,,,,,,,,,,72m84nwa6dshu3ibmy13dz5rd,Bruno Guimarães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494901541,29,50,1,2,44,4dsgumo7d4zupm2ugsvm4zm4d,1,93.9,71.4,2023-01-03T19:47:53.278Z,2023-01-04T01:30:56Z,3964888911,233,18,3964888885,286,,3964888883,56,Center,,,,,,,,,,,,,,,,7ocm7nugzwos59il1pm4eub8q,Gabriel Martinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494901545,18,7,1,2,45,7vn2i2kd35zuetw6b38gw9jsz,0,6.1,28.6,2023-01-03T19:47:53.809Z,2023-01-04T01:31:03Z,3965057687,178,,3964888907,233,29,3964888903,285,,3964888901,56,Back,3965054775,385,,,,,,,,,,,65z99j774kjnbf7vm0u2q0jit,K. Trippier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494901547,30,61,1,2,46,4dsgumo7d4zupm2ugsvm4zm4d,0,95.9,71,2023-01-03T19:47:55.502Z,2023-01-04T01:32:11Z,3965057949,388,,3964888915,56,Center,,,,,,,,,,,,,,,,,,,7ocm7nugzwos59il1pm4eub8q,Gabriel Martinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494901555,19,61,1,2,47,7vn2i2kd35zuetw6b38gw9jsz,1,9.3,37,2023-01-03T19:47:56.258Z,2023-01-04T01:32:18Z,3964888953,56,Back,3965057749,178,,3965057747,21,,,,,,,,,,,,,,,,,65z99j774kjnbf7vm0u2q0jit,K. Trippier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
