id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,assist,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/14/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,keyPass,qualifier/13/value,qualifier/16/value,qualifier/18/value
2493248703,106,61,1,8,31,ehd2iemqmschhj2ec0vayztzz,1,59.4,24.6,2022-12-26T15:09:14.997Z,2022-12-27T01:13:03Z,3957290169,178,,3956162841,56,Center,,,,,,,,,,,,,,,,,,,d4vdrtte9kb9qmlkrx1rvgk45,Y. Mina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493248841,76,61,1,8,31,b9si1jn1lfxfund69e9ogcu2n,1,38.3,77.4,2022-12-26T15:09:15.124Z,2022-12-27T01:13:09Z,3957290203,178,,3956163633,56,Back,,,,,,,,,,,,,,,,,,,6s577yqayjceifu1e05f280yd,Diego Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493247293,72,3,1,8,33,b9si1jn1lfxfund69e9ogcu2n,0,34.3,80,2022-12-26T15:09:16.968Z,2022-12-27T01:13:14Z,3956155213,56,Back,3956161949,233,105,3956161953,286,,3956987491,465,,3957290251,178,,,,,,,,,,,50y6nq2eok9lnmldevkamkkwl,Daniel Podence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493248535,105,7,1,8,33,ehd2iemqmschhj2ec0vayztzz,1,65.7,20,2022-12-26T15:09:17.162Z,2022-12-27T01:13:21Z,3956987531,384,,3956161873,56,Right,3957290295,178,,3956161891,233,72,3956161875,285,,,,,,,,,,,do3duah478rhz9cg2icde4h9m,A. Onana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493247353,103,49,1,8,34,ehd2iemqmschhj2ec0vayztzz,1,61.1,21.9,2022-12-26T15:09:17.966Z,2022-12-27T01:51:27Z,,,,,,,,,,,,,,,,,,,,,,,,,d4vdrtte9kb9qmlkrx1rvgk45,Y. Mina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493247415,104,4,1,8,35,ehd2iemqmschhj2ec0vayztzz,1,62.7,20.5,2022-12-26T15:09:19.028Z,2022-12-27T01:13:48Z,3956155851,56,Right,3956155855,286,,3956155853,152,,3956155875,233,73,3956155847,13,,3956987871,265,,,,,,,,d4vdrtte9kb9qmlkrx1rvgk45,Y. Mina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493247401,73,4,1,8,35,b9si1jn1lfxfund69e9ogcu2n,0,37.3,79.5,2022-12-26T15:09:19.029Z,2022-12-27T01:13:47Z,3957290487,178,,3956987893,265,,3956155757,285,,3956155751,56,Back,3956155753,152,,3956155749,13,,3956155939,233,104,,,,6s577yqayjceifu1e05f280yd,Diego Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493249193,107,1,1,9,47,ehd2iemqmschhj2ec0vayztzz,0,58.2,10.7,2022-12-26T15:10:31.416Z,2022-12-27T01:13:55Z,3956165371,212,48.2,3956165375,1,,3956165373,213,1.0,3956165359,152,,3957290537,178,,3956165363,140,83.4,3956165355,155,,3956165361,56,Center,a559ewan4122b6orx6d0f6s16,N. Patterson,3956165367,141,70.0,3956165351,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493249289,77,4,1,9,48,b9si1jn1lfxfund69e9ogcu2n,1,17.8,33.1,2022-12-26T15:10:32.035Z,2022-12-27T01:13:58Z,3956165891,152,,3956165893,285,,3956165889,56,Back,3956165911,233,109,3956165885,13,,3956165887,294,,,,,,,,2nz313c0ot91untg011l3pc6h,M. Kilman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493249285,109,4,1,9,48,ehd2iemqmschhj2ec0vayztzz,0,82.2,66.9,2022-12-26T15:10:32.036Z,2022-12-27T01:13:58Z,3956165863,286,,3956165853,294,,3956165849,13,,3956165857,56,Center,3956165949,233,77,3957290553,178,,3956165859,152,,,,,d4vdrtte9kb9qmlkrx1rvgk45,Y. Mina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493249217,108,43,1,9,54,ehd2iemqmschhj2ec0vayztzz,1,0,0,2022-12-26T15:10:38.220Z,2022-12-26T15:10:42Z,3956165989,144,42,,,,,,,,,,,,,,,,,,,,,,d4vdrtte9kb9qmlkrx1rvgk45,Y. Mina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493552113,1245,1,1,10,5,b9si1jn1lfxfund69e9ogcu2n,1,23.1,39.2,2022-12-26T15:10:48.979Z,2022-12-27T13:26:26Z,3957766843,5,,3957766847,56,Back,3957766845,152,,3957766851,141,18.2,3957766855,213,4.7,3957766863,189,,3957766849,140,23.3,3957766853,212,14.3,8kw1y8mzxtwl4fv8qkc8hoc7p,Rúben Neves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493250057,78,1,1,10,8,b9si1jn1lfxfund69e9ogcu2n,0,26.8,20,2022-12-26T15:10:52.310Z,2022-12-27T13:26:43Z,3956170271,189,,3956170065,56,Back,3957290559,178,,3956170079,213,0.7,3956170069,140,34.3,3956170073,141,29.3,3956170075,212,10.1,,,,csinkvzxcphggdjeflmo173zd,N. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493552241,1631,61,1,10,9,ehd2iemqmschhj2ec0vayztzz,1,63.9,68.6,2022-12-26T15:10:52.659Z,2022-12-27T13:27:35Z,3957767595,56,Center,3957767633,189,,,,,,,,,,,,,,,,,,,,ceerfv28fygp7m2euv5n5uu39,I. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493552291,1246,1,1,10,12,b9si1jn1lfxfund69e9ogcu2n,1,14.5,11.3,2022-12-26T15:10:55.730Z,2022-12-27T13:27:50Z,3957767867,56,Back,3957767869,140,3.0,3957767865,189,,3957767873,212,17.9,3957767875,213,2.3,3957767871,141,30.8,,,,,,,csinkvzxcphggdjeflmo173zd,N. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493552331,1247,1,1,10,13,b9si1jn1lfxfund69e9ogcu2n,0,3,30.8,2022-12-26T15:10:57.231Z,2022-12-27T13:28:19Z,3957768049,212,27.4,3957768053,213,5.4,3957768275,189,,3957768031,157,,3957768055,1,,3957768035,56,Back,3957768041,140,18.7,3957768045,141,0.0,71rob1lsnmdviy1siakkzpqdx,José Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493552335,1248,5,1,10,17,b9si1jn1lfxfund69e9ogcu2n,0,18.7,-1.4,2022-12-26T15:11:00.730Z,2022-12-27T13:29:30Z,3957769129,233,1632,3957768057,56,Back,3957768059,347,,3957768285,189,,,,,,,,,,,,,,71rob1lsnmdviy1siakkzpqdx,José Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493552371,1632,5,1,10,17,ehd2iemqmschhj2ec0vayztzz,1,81.3,101.4,2022-12-26T15:11:00.730Z,2022-12-27T13:29:30Z,3957769123,233,1248,3957768245,189,,3957768247,56,Left,3957768249,347,,,,,,,,,,,,,,ceerfv28fygp7m2euv5n5uu39,I. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493552471,1633,1,1,10,25,ehd2iemqmschhj2ec0vayztzz,1,68.7,100,2022-12-26T15:11:08.731Z,2022-12-27T13:29:17Z,3957768919,212,7.4,3957768921,213,4.4,3957768913,56,Left,3957768915,140,66.5,3957768961,189,,3957768911,107,,3957768917,141,91.1,,,,9o1vesnpfiucpoq35ihhpstex,V. Mykolenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493250065,79,43,1,10,25,b9si1jn1lfxfund69e9ogcu2n,1,0,0,2022-12-26T15:11:09.242Z,2022-12-27T13:29:15Z,3956170403,189,0,3956170117,56,Back,3957768951,144,61,3957290563,178,0,,,,,,,,,,,,,5he3j18ix8tre84r8uls8ytm2,J. Hodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493250081,110,43,1,10,27,ehd2iemqmschhj2ec0vayztzz,1,0,0,2022-12-26T15:11:10.973Z,2022-12-27T13:29:20Z,3957769003,144,49,,,,,,,,,,,,,,,,,,,,,,ceerfv28fygp7m2euv5n5uu39,I. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493250137,111,1,1,10,27,ehd2iemqmschhj2ec0vayztzz,1,63.6,98.1,2022-12-26T15:11:10.993Z,2022-12-27T01:14:13Z,3956170509,213,3.3,3956170501,56,Back,3956170507,212,31.8,3956170505,141,92.9,3957290647,178,,3956170503,140,33.5,,,,,,,ceerfv28fygp7m2euv5n5uu39,I. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493250201,112,1,1,10,30,ehd2iemqmschhj2ec0vayztzz,1,31.6,93.1,2022-12-26T15:11:13.750Z,2022-12-27T01:14:16Z,3956170857,213,4.5,3956170851,140,26.8,3956170855,212,26.7,3956170849,56,Back,3956170853,141,54.6,3957290659,178,,,,,,,,35jaxclh329duzefna708jk5x,J. Tarkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493250243,113,1,1,10,35,ehd2iemqmschhj2ec0vayztzz,1,41.7,30.4,2022-12-26T15:11:19.340Z,2022-12-27T01:14:21Z,3957290681,178,,3956171093,141,2.5,3956171089,56,Back,3956171091,140,48.6,3956171097,213,5.1,3956171095,212,20.3,,,,,,,d4vdrtte9kb9qmlkrx1rvgk45,Y. Mina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493250289,114,1,1,10,38,ehd2iemqmschhj2ec0vayztzz,1,46.4,4.7,2022-12-26T15:11:21.707Z,2022-12-27T01:14:25Z,3956171317,212,8.6,3956171307,56,Back,3956171313,141,17.1,3956171321,213,1.4,3956171309,140,48.1,3957290707,178,,,,,,,,a559ewan4122b6orx6d0f6s16,N. Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493250335,115,1,1,10,39,ehd2iemqmschhj2ec0vayztzz,1,46.8,16.5,2022-12-26T15:11:23.555Z,2022-12-27T01:14:28Z,3957290723,178,,3956171487,140,38.7,3956171483,56,Back,3956171489,141,21.0,3956171495,213,2.8,3956171491,212,9.0,,,,,,,8kb5h8df97ju107n9ibigo1cl,A. Iwobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493250421,116,1,1,10,41,ehd2iemqmschhj2ec0vayztzz,1,39.7,25.2,2022-12-26T15:11:24.656Z,2022-12-27T01:14:31Z,3957290745,178,,3956171923,56,Back,3956171931,212,8.5,3956171933,213,2.1,3956171927,140,35.7,3956171929,141,36.1,,,,,,,a559ewan4122b6orx6d0f6s16,N. Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493250467,117,1,1,10,43,ehd2iemqmschhj2ec0vayztzz,1,36.3,45.4,2022-12-26T15:11:26.879Z,2022-12-27T01:14:36Z,3956172211,141,73.3,3956172215,213,1.2,3956172207,56,Back,3956172213,212,20.4,3956172209,140,43.5,3957290769,178,,,,,,,,do3duah478rhz9cg2icde4h9m,A. Onana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493250521,118,1,1,10,48,ehd2iemqmschhj2ec0vayztzz,1,53.6,77.5,2022-12-26T15:11:31.592Z,2022-12-27T01:14:38Z,3956172529,213,1.0,3957290791,178,,3956172525,141,96.6,3956172521,140,61.8,3956172527,212,15.6,3956172517,56,Left,,,,,,,35jaxclh329duzefna708jk5x,J. Tarkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493250563,119,1,1,10,50,ehd2iemqmschhj2ec0vayztzz,1,61.8,96.6,2022-12-26T15:11:33.644Z,2022-12-27T01:14:41Z,3957290799,178,,3956172737,56,Left,3956172741,141,82.9,3956172745,213,4.1,3956172743,212,11.5,3956172739,140,55.4,,,,,,,9o1vesnpfiucpoq35ihhpstex,V. Mykolenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493250579,120,1,1,10,52,ehd2iemqmschhj2ec0vayztzz,1,55.4,82.9,2022-12-26T15:11:35.698Z,2022-12-27T01:14:44Z,3956172839,213,5.4,3956172833,140,61.5,3956172835,141,71.4,3956172831,56,Center,3957290811,178,,3956172837,212,10.1,,,,,,,35jaxclh329duzefna708jk5x,J. Tarkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493250647,121,1,1,10,52,ehd2iemqmschhj2ec0vayztzz,1,61.5,71.4,2022-12-26T15:11:36.387Z,2022-12-27T01:14:49Z,3956173175,212,10.8,3956173171,141,81.7,3956173179,213,2.4,3957290837,178,,3956173167,56,Left,3956173169,140,53.7,,,,,,,ceerfv28fygp7m2euv5n5uu39,I. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493250711,122,1,1,10,55,ehd2iemqmschhj2ec0vayztzz,1,53.7,81.7,2022-12-26T15:11:39.095Z,2022-12-27T01:14:58Z,3956173563,212,13.4,3957290887,178,,3956173561,141,96.0,3956173557,56,Left,3956173559,140,62.5,3956173565,213,0.8,,,,,,,35jaxclh329duzefna708jk5x,J. Tarkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493250827,123,1,1,10,58,ehd2iemqmschhj2ec0vayztzz,1,65.2,96,2022-12-26T15:11:42.145Z,2022-12-27T01:15:02Z,3956174159,140,63.2,3956174165,213,4.5,3957290907,178,,3956174157,56,Left,3956174161,141,81.4,3956174163,212,10.1,,,,,,,9o1vesnpfiucpoq35ihhpstex,V. Mykolenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493250967,124,1,1,11,1,ehd2iemqmschhj2ec0vayztzz,1,58.3,79.3,2022-12-26T15:11:45.499Z,2022-12-27T01:15:05Z,3957290933,178,,3956174787,212,31.6,3956174781,56,Back,3956174785,141,48.5,3956174783,140,35.8,3956174789,213,3.9,,,,,,,7qgt7sht6py670pt6t4wjhqay,D. McNeil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493251013,125,1,1,11,7,ehd2iemqmschhj2ec0vayztzz,1,48.2,34.6,2022-12-26T15:11:50.904Z,2022-12-27T01:15:13Z,3956175031,56,Back,3956175035,140,45.5,3956175049,213,4.5,3956175043,212,17.1,3956175039,141,9.8,3957290989,178,,,,,,,,d4vdrtte9kb9qmlkrx1rvgk45,Y. Mina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493251175,126,1,1,11,10,ehd2iemqmschhj2ec0vayztzz,0,45.5,9.8,2022-12-26T15:11:53.597Z,2022-12-27T01:15:15Z,3956175841,140,95.3,3956175845,212,52.9,3956175839,56,Center,3956175843,141,21.8,3957291011,178,,3956175853,1,,3956175849,213,0.2,3956175837,155,,8kb5h8df97ju107n9ibigo1cl,A. Iwobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493251169,80,52,1,11,15,b9si1jn1lfxfund69e9ogcu2n,1,5.8,76.4,2022-12-26T15:11:58.893Z,2022-12-27T01:15:19Z,3957291035,178,,3956989763,376,,,,,,,,,,,,,,,,,,,,71rob1lsnmdviy1siakkzpqdx,José Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493251405,81,1,1,11,23,b9si1jn1lfxfund69e9ogcu2n,1,7,50,2022-12-26T15:12:06.747Z,2022-12-27T01:15:21Z,3956177109,213,5.2,3956177099,140,12.7,3956177103,141,31.4,3957291051,178,,3956177095,56,Back,3956177091,123,,3956177105,212,14.0,,,,71rob1lsnmdviy1siakkzpqdx,José Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493251441,82,1,1,11,25,b9si1jn1lfxfund69e9ogcu2n,1,13.6,29.2,2022-12-26T15:12:09.410Z,2022-12-27T01:15:25Z,3956177309,213,5.3,3957291079,178,,3956177303,140,22.7,3956177301,56,Back,3956177307,212,18.5,3956177305,141,5.9,,,,,,,csinkvzxcphggdjeflmo173zd,N. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493251507,83,1,1,11,28,b9si1jn1lfxfund69e9ogcu2n,1,21.8,6.4,2022-12-26T15:12:12.145Z,2022-12-27T01:15:28Z,3956177651,212,7.6,3957291103,178,,3956177653,213,1.3,3956177649,141,17.3,3956177647,140,23.6,3956177645,56,Back,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493251567,84,1,1,11,31,b9si1jn1lfxfund69e9ogcu2n,1,20.9,18.8,2022-12-26T15:12:14.618Z,2022-12-27T01:15:32Z,3956177975,56,Back,3956177977,140,5.4,3957291123,178,,3956177987,213,2.5,3956177981,141,37.6,3956177983,212,20.7,,,,,,,5he3j18ix8tre84r8uls8ytm2,J. Hodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493251679,85,1,1,11,34,b9si1jn1lfxfund69e9ogcu2n,1,4,40.1,2022-12-26T15:12:17.629Z,2022-12-27T01:15:34Z,3957291145,178,,3956178529,56,Back,3956178539,213,1.5,3956178533,141,72.3,3956178535,212,22.0,3956178531,140,6.4,,,,,,,71rob1lsnmdviy1siakkzpqdx,José Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493251747,86,1,1,11,37,b9si1jn1lfxfund69e9ogcu2n,1,11.1,75.3,2022-12-26T15:12:21.444Z,2022-12-27T01:15:37Z,3956178929,213,0.7,3956178927,212,21.3,3956178921,56,Back,3957291167,178,,3956178925,141,95.4,3956178923,140,26.6,,,,,,,2nz313c0ot91untg011l3pc6h,M. Kilman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493251759,87,50,1,11,39,b9si1jn1lfxfund69e9ogcu2n,1,28.8,96.4,2022-12-26T15:12:22.764Z,2022-12-27T01:15:58Z,3956179365,233,127,3956178969,56,Back,3956178971,285,,,,,,,,,,,,,,,,,f1lellpt59ka10kyngi7vsqy2,Hugo Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493251813,127,7,1,11,39,ehd2iemqmschhj2ec0vayztzz,1,71.2,3.6,2022-12-26T15:12:23.243Z,2022-12-27T01:16:02Z,3956179225,286,,3956179221,167,,3956990103,385,,3956179223,56,Right,3956179295,233,87,3957291349,178,,,,,,,,8mjj0wgufggpc1ai2dk21h90p,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493252037,88,5,1,11,40,b9si1jn1lfxfund69e9ogcu2n,1,32.1,101.7,2022-12-26T15:12:24.542Z,2022-12-27T01:16:05Z,3956180535,233,128,3956180519,56,Back,3956180521,347,,,,,,,,,,,,,,,,,f1lellpt59ka10kyngi7vsqy2,Hugo Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493251823,128,5,1,11,40,ehd2iemqmschhj2ec0vayztzz,0,67.9,-1.7,2022-12-26T15:12:24.542Z,2022-12-27T01:16:05Z,3956179283,56,Right,3956180623,233,88,3956179285,347,,,,,,,,,,,,,,,,,8mjj0wgufggpc1ai2dk21h90p,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493252077,89,1,1,11,52,b9si1jn1lfxfund69e9ogcu2n,1,32.3,100,2022-12-26T15:12:35.894Z,2022-12-27T01:16:08Z,3956181927,189,,3956180763,56,Back,3956180767,141,90.8,3956180761,107,,3956180765,140,31.6,3956180771,213,4.6,3956180769,212,7.2,,,,f1lellpt59ka10kyngi7vsqy2,Hugo Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493252109,90,1,1,11,55,b9si1jn1lfxfund69e9ogcu2n,1,31.4,91.2,2022-12-26T15:12:39.407Z,2022-12-27T01:16:12Z,3956180989,212,9.4,3956180991,213,2.9,3956180987,141,94.4,3956180985,140,22.7,3956180983,56,Back,3957291427,178,,,,,,,,9l7ph5603tbb7xwyxpvjg22fp,João Moutinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493252133,91,1,1,11,57,b9si1jn1lfxfund69e9ogcu2n,1,22.6,94.8,2022-12-26T15:12:40.852Z,2022-12-27T01:16:28Z,3956181133,140,28.1,3957291543,178,,3956181137,212,8.2,3956181131,56,Back,3956181135,141,86.3,3956181139,213,5.5,,,,,,,2nz313c0ot91untg011l3pc6h,M. Kilman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493252183,92,1,1,11,58,b9si1jn1lfxfund69e9ogcu2n,1,28.1,86.3,2022-12-26T15:12:42.427Z,2022-12-27T01:16:32Z,3956181399,141,94.7,3956181395,56,Back,3956181401,212,11.4,3957291573,178,,3956181397,140,37.5,3956181403,213,0.5,,,,,,,9l7ph5603tbb7xwyxpvjg22fp,João Moutinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493252245,93,1,1,12,0,b9si1jn1lfxfund69e9ogcu2n,0,37.5,94.7,2022-12-26T15:12:44.454Z,2022-12-27T01:16:35Z,3956181715,140,65.4,3956181711,56,Left,3956181719,212,29.3,3956181717,141,95.6,3956181721,213,0.0,3957291597,178,,,,,,,,f1lellpt59ka10kyngi7vsqy2,Hugo Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493252255,129,12,1,12,3,ehd2iemqmschhj2ec0vayztzz,1,27.3,7.6,2022-12-26T15:12:47.138Z,2022-12-27T01:16:51Z,3956181783,213,4.5,3956181779,212,6.1,3956181823,167,,3957291673,389,,3956181775,141,0.0,3956181769,56,Back,3956181773,140,26.3,,,,d4vdrtte9kb9qmlkrx1rvgk45,Y. Mina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493252283,94,5,1,12,5,b9si1jn1lfxfund69e9ogcu2n,1,70.8,101.4,2022-12-26T15:12:49.093Z,2022-12-27T01:16:54Z,3956181939,233,130,3956181879,347,,3956181877,56,Left,,,,,,,,,,,,,,,,f1lellpt59ka10kyngi7vsqy2,Hugo Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493252263,130,5,1,12,5,ehd2iemqmschhj2ec0vayztzz,0,29.2,-1.4,2022-12-26T15:12:49.093Z,2022-12-27T01:16:54Z,3956181971,233,94,3956181821,347,,3956181819,56,Back,,,,,,,,,,,,,,,,d4vdrtte9kb9qmlkrx1rvgk45,Y. Mina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493252449,95,1,1,12,11,b9si1jn1lfxfund69e9ogcu2n,1,69.8,100,2022-12-26T15:12:55.045Z,2022-12-27T01:17:09Z,3956182789,212,7.5,3956182787,141,92.9,3956182781,107,,3956182785,140,74.8,3956182783,56,Left,3956182791,213,5.5,,,,,,,f1lellpt59ka10kyngi7vsqy2,Hugo Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493252475,96,1,1,12,13,b9si1jn1lfxfund69e9ogcu2n,1,74.8,92.9,2022-12-26T15:12:56.740Z,2022-12-27T01:17:12Z,3956182945,213,0.9,3956182941,212,4.2,3957291821,178,,3956182933,140,77.4,3956182937,141,97.5,3956182931,56,Left,,,,,,,50y6nq2eok9lnmldevkamkkwl,Daniel Podence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493252483,97,61,1,12,14,b9si1jn1lfxfund69e9ogcu2n,0,77.4,97.5,2022-12-26T15:12:57.611Z,2022-12-27T01:18:23Z,3957292321,178,,3956182987,56,Left,,,,,,,,,,,,,,,,,,,f1lellpt59ka10kyngi7vsqy2,Hugo Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493252519,131,12,1,12,15,ehd2iemqmschhj2ec0vayztzz,1,11.9,3.2,2022-12-26T15:12:58.803Z,2022-12-27T01:18:27Z,3956183189,56,Back,3956183193,141,0.0,3956183247,167,,3956183191,140,12.5,3957292343,178,,3956183203,213,4.9,3956183199,212,3.2,,,,a559ewan4122b6orx6d0f6s16,N. Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493252953,98,5,1,12,15,b9si1jn1lfxfund69e9ogcu2n,1,82.6,101.2,2022-12-26T15:12:58.897Z,2022-12-27T01:18:29Z,3956185383,56,Left,3956185407,233,132,3956185385,347,,,,,,,,,,,,,,,,,f1lellpt59ka10kyngi7vsqy2,Hugo Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493252527,132,5,1,12,15,ehd2iemqmschhj2ec0vayztzz,0,17.4,-1.2,2022-12-26T15:12:58.897Z,2022-12-27T01:18:29Z,3956183221,56,Back,3956185459,233,98,3956183223,347,,,,,,,,,,,,,,,,,a559ewan4122b6orx6d0f6s16,N. Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493252995,99,1,1,12,32,b9si1jn1lfxfund69e9ogcu2n,1,77.6,100,2022-12-26T15:13:16.450Z,2022-12-27T01:18:32Z,3956185573,107,,3956185597,212,7.0,3956185575,56,Left,3956185577,140,81.5,3956185595,141,92.9,3956185599,213,5.3,,,,,,,f1lellpt59ka10kyngi7vsqy2,Hugo Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493253013,100,1,1,12,33,b9si1jn1lfxfund69e9ogcu2n,1,81.3,92.7,2022-12-26T15:13:17.126Z,2022-12-27T01:18:36Z,3957292387,178,,3956185665,212,3.3,3956185667,213,2.2,3956185661,140,79.5,3956185663,141,96.6,3956185659,56,Left,3956204011,156,,,,,9l7ph5603tbb7xwyxpvjg22fp,João Moutinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493253039,101,1,1,12,34,b9si1jn1lfxfund69e9ogcu2n,1,79.5,96.6,2022-12-26T15:13:18.158Z,2022-12-27T01:18:39Z,3956185815,140,82.6,3956185817,141,96.5,3957292411,178,,3956185821,213,6.3,3956185813,56,Left,3956185819,212,3.3,,,,,,,f1lellpt59ka10kyngi7vsqy2,Hugo Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493253081,102,1,1,12,35,b9si1jn1lfxfund69e9ogcu2n,0,82.6,96.5,2022-12-26T15:13:18.830Z,2022-12-27T01:18:50Z,3956186055,141,95.1,3956186057,212,5.4,3957292449,178,,3956186051,56,Left,3956991275,156,,3956186053,140,77.5,3956186059,213,3.3,3956191359,233,133,9l7ph5603tbb7xwyxpvjg22fp,João Moutinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
