id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,assist,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,keyPass,qualifier/13/value,qualifier/15/value,qualifier/14/value,qualifier/17/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/18/value
2506170181,312,49,1,31,40,9q0arba2kbnywth8bkxlhgmdr,1,12.1,32.9,2023-02-11T13:03:33.028Z,2023-02-11T18:45:04Z,,,,,,,,,,,,,,,,,,,,,,,,,6j3wbk9xlq4om4m8ih6b3tyvp,Kepa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506170251,313,1,1,31,43,9q0arba2kbnywth8bkxlhgmdr,1,18.2,40.9,2023-02-11T13:03:35.680Z,2023-02-11T18:45:09Z,4024100477,213,1.1,4024100471,140,31.3,4024100475,212,31.6,4024100469,56,Back,4026182011,178,,4024100473,141,82.8,,,,,,,6j3wbk9xlq4om4m8ih6b3tyvp,Kepa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506170291,314,1,1,31,48,9q0arba2kbnywth8bkxlhgmdr,1,35.3,85.2,2023-02-11T13:03:40.816Z,2023-02-11T18:45:13Z,4024100679,140,28.6,4026182279,178,,4024100683,212,14.3,4024100681,141,66.9,4024100685,213,4.2,4024100677,56,Back,,,,,,,7c2wnewpcf1idj6ghj6gu0wyd,Marc Cucurella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506170343,315,1,1,31,50,9q0arba2kbnywth8bkxlhgmdr,1,28.7,65.1,2023-02-11T13:03:42.629Z,2023-02-11T18:45:19Z,4024100963,213,4.7,4024100959,141,31.7,4026182695,178,,4024100961,212,22.7,4024100957,140,29.4,4024100955,56,Back,,,,,,,5g5wwp5luxo1rz1kp6chvz0x6,B. Badiashile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506170373,316,1,1,31,53,9q0arba2kbnywth8bkxlhgmdr,1,32.4,28.7,2023-02-11T13:03:45.957Z,2023-02-11T18:45:24Z,4024101133,141,7.9,4026183123,178,,4024101129,56,Back,4024101131,140,43.2,4024101135,212,18.1,4024101137,213,5.4,,,,,,,c6pqhaqusk8s1c2m21i5wtrkl,Thiago Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506170487,317,1,1,31,56,9q0arba2kbnywth8bkxlhgmdr,1,43.9,8,2023-02-11T13:03:48.617Z,2023-02-11T18:45:31Z,4024101719,140,56.5,4024101725,213,6.3,4024101721,141,7.7,4026183609,178,,4024101723,212,13.2,4024101717,56,Right,,,,,,,dczrgxyolp7lcz413wkz7ap61,R. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506469661,634,45,1,32,4,4txjdaqveermfryvbfrr4taf7,0,43.8,71.8,2023-02-11T13:03:56.648Z,2023-02-11T18:48:31Z,4025630339,56,Back,4025630341,285,,4026074861,233,1045,,,,,,,,,,,,,,,,exviw7gzg5p3vaiwaq4ujw9ud,S. Benrahma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506469651,1045,3,1,32,4,9q0arba2kbnywth8bkxlhgmdr,1,56.2,28.2,2023-02-11T13:03:56.648Z,2023-02-11T18:48:31Z,4026195817,178,,4025630265,286,,4026074839,233,634,4025631043,465,,4025630263,56,Center,,,,,,,,,,4z60ztggqxzfbp8w9ijoqefop,João Félix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506170505,185,43,1,32,4,4txjdaqveermfryvbfrr4taf7,1,0,0,2023-02-11T13:03:57.280Z,2023-02-11T16:39:52Z,4024101869,233,318,4024101819,285,0,4024101817,56,Back,4025626837,144,45,,,,,,,,,,,,,exviw7gzg5p3vaiwaq4ujw9ud,S. Benrahma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506170499,318,43,1,32,4,9q0arba2kbnywth8bkxlhgmdr,1,0,0,2023-02-11T13:03:57.280Z,2023-02-11T16:39:54Z,4024101789,286,0,4025627305,144,3,4024101787,56,Center,,,,,,,,,,,,,,,,4z60ztggqxzfbp8w9ijoqefop,João Félix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506170519,319,1,1,32,5,9q0arba2kbnywth8bkxlhgmdr,1,63.1,25.1,2023-02-11T13:03:57.645Z,2023-02-11T18:48:37Z,4024101895,56,Right,4024101897,140,66.4,4024101903,213,5.4,4026196221,178,,4024101899,141,19.1,4024101901,212,5.4,,,,,,,4z60ztggqxzfbp8w9ijoqefop,João Félix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506170535,320,1,1,32,6,9q0arba2kbnywth8bkxlhgmdr,1,66.4,19.1,2023-02-11T13:03:59.078Z,2023-02-11T18:48:43Z,4024102013,213,3.7,4024102009,141,13.6,4026196587,178,,4024102005,56,Right,4024102011,212,7.1,4024102007,140,60.7,,,,,,,ed20ebhqi5c32vbbsze8r6yuh,K. Havertz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506170547,321,1,1,32,7,9q0arba2kbnywth8bkxlhgmdr,1,60.7,13.6,2023-02-11T13:04:00.227Z,2023-02-11T18:48:50Z,4024102075,140,69.9,4024102077,141,3.2,4024102081,213,5.7,4026196985,178,,4024102073,56,Right,4024102079,212,12.0,,,,,,,dczrgxyolp7lcz413wkz7ap61,R. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506170563,322,1,1,32,9,9q0arba2kbnywth8bkxlhgmdr,1,69.9,3.2,2023-02-11T13:04:02.475Z,2023-02-11T18:48:57Z,4026197421,178,,4024102181,56,Right,4024102185,141,11.2,4024102187,212,5.5,4024102189,213,1.7,4024102183,140,69.3,,,,,,,e3il1t1s5lrn4g8t85fcm40oa,N. Madueke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506170601,323,1,1,32,10,9q0arba2kbnywth8bkxlhgmdr,1,69.3,11.2,2023-02-11T13:04:03.166Z,2023-02-11T18:49:01Z,4024102353,140,58.8,4024102359,213,3.1,4024102355,141,12.1,4024102351,56,Right,4024102357,212,11.0,4026197681,178,,,,,,,,ed20ebhqi5c32vbbsze8r6yuh,K. Havertz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506170643,324,1,1,32,13,9q0arba2kbnywth8bkxlhgmdr,1,60.7,20,2023-02-11T13:04:06.256Z,2023-02-11T18:49:06Z,4024102573,155,,4024102583,213,1.9,4024102579,141,63.5,4024102575,56,Center,4026198033,178,,4024102581,212,31.1,4024102577,140,51.7,,,,dczrgxyolp7lcz413wkz7ap61,R. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506170677,325,1,1,32,17,9q0arba2kbnywth8bkxlhgmdr,1,53,71.7,2023-02-11T13:04:10.044Z,2023-02-11T18:49:09Z,4026198345,178,,4024102791,212,16.8,4024102789,141,71.6,4024102793,213,6.3,4024102785,140,69.0,4024102781,56,Center,,,,,,,5g5wwp5luxo1rz1kp6chvz0x6,B. Badiashile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506170705,326,1,1,32,19,9q0arba2kbnywth8bkxlhgmdr,1,66,73.6,2023-02-11T13:04:12.265Z,2023-02-11T18:49:13Z,4024102959,56,Center,4024102975,213,3.4,4024102971,212,15.5,4026198577,178,,4024102967,141,67.8,4024102961,140,51.7,,,,,,,7c2wnewpcf1idj6ghj6gu0wyd,Marc Cucurella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506170713,327,50,1,32,20,9q0arba2kbnywth8bkxlhgmdr,1,47.1,67.8,2023-02-11T13:04:13.198Z,2023-02-11T18:49:22Z,4024102989,56,Back,4024102991,286,,4024103087,233,186,,,,,,,,,,,,,,,,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506170715,186,7,1,32,20,4txjdaqveermfryvbfrr4taf7,0,52.9,32.2,2023-02-11T13:04:13.446Z,2023-02-11T18:49:26Z,4024103061,233,327,4025636059,383,,4024102993,56,Center,4026199271,178,,4024102995,285,,,,,,,,,,,3c7vnmec038bhz5rq36ywi2fp,M. Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506170899,328,1,1,32,25,9q0arba2kbnywth8bkxlhgmdr,1,32.2,66.8,2023-02-11T13:04:17.788Z,2023-02-11T18:49:31Z,4024103837,141,37.3,4026199585,178,,4024103835,140,34.8,4024103833,56,Back,4024103841,213,4.8,4024103839,212,20.2,,,,,,,5g5wwp5luxo1rz1kp6chvz0x6,B. Badiashile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506170935,329,1,1,32,33,9q0arba2kbnywth8bkxlhgmdr,1,43.2,33.2,2023-02-11T13:04:25.867Z,2023-02-11T18:49:41Z,4024104019,141,63.3,4024104021,212,20.5,4026200113,178,,4024104023,213,1.6,4024104015,56,Back,4024104017,140,42.9,,,,,,,c6pqhaqusk8s1c2m21i5wtrkl,Thiago Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506170975,330,1,1,32,36,9q0arba2kbnywth8bkxlhgmdr,1,42.9,65.7,2023-02-11T13:04:28.600Z,2023-02-11T18:49:43Z,4024104229,213,1.4,4026200211,178,,4024104223,140,45.7,4024104225,141,86.0,4024104221,56,Back,4024104227,212,14.1,,,,,,,5g5wwp5luxo1rz1kp6chvz0x6,B. Badiashile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506170989,331,1,1,32,38,9q0arba2kbnywth8bkxlhgmdr,1,46.4,91.4,2023-02-11T13:04:30.689Z,2023-02-11T18:49:51Z,4024104305,213,5.9,4024104301,141,78.6,4024104299,140,68.9,4026200637,178,,4024104297,56,Center,4024104303,212,25.2,,,,,,,7c2wnewpcf1idj6ghj6gu0wyd,Marc Cucurella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506171007,332,1,1,32,39,9q0arba2kbnywth8bkxlhgmdr,1,68.9,78.6,2023-02-11T13:04:32.005Z,2023-02-11T18:49:59Z,4024104397,156,,4026201163,178,,4024104391,213,3.1,4024104389,212,15.1,4024104383,56,Left,4024104387,141,78.9,4024104385,140,54.5,,,,4z60ztggqxzfbp8w9ijoqefop,João Félix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506171149,333,1,1,32,42,9q0arba2kbnywth8bkxlhgmdr,1,53.2,76.7,2023-02-11T13:04:35.358Z,2023-02-11T18:50:02Z,4024104993,141,50.6,4026201395,178,,4024104997,213,4.7,4024104995,212,17.8,4024104989,56,Center,4024104991,140,52.6,,,,,,,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506171205,334,1,1,32,48,9q0arba2kbnywth8bkxlhgmdr,1,55.9,40.4,2023-02-11T13:04:41.515Z,2023-02-11T18:50:05Z,4026201613,178,,4024105277,212,15.5,4024105275,141,62.7,4024105271,56,Center,4024105273,140,52.7,4024105279,213,1.8,,,,,,,e6jaaazxqeczj6ziaj0qnqpxx,R. Loftus-Cheek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506171251,335,1,1,32,51,9q0arba2kbnywth8bkxlhgmdr,1,52.7,62.7,2023-02-11T13:04:44.161Z,2023-02-11T18:50:09Z,4024105487,56,Back,4024105493,212,12.8,4026201789,178,,4024105495,213,4.5,4024105489,140,49.7,4024105491,141,44.5,,,,,,,5g5wwp5luxo1rz1kp6chvz0x6,B. Badiashile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506171283,336,1,1,32,55,9q0arba2kbnywth8bkxlhgmdr,1,53.8,33.8,2023-02-11T13:04:48.136Z,2023-02-11T18:50:14Z,4026202115,178,,4024105635,212,10.5,4024105631,141,36.2,4024105627,140,63.7,4024105639,213,0.2,4024105625,56,Center,,,,,,,c6pqhaqusk8s1c2m21i5wtrkl,Thiago Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506171317,337,1,1,32,57,9q0arba2kbnywth8bkxlhgmdr,1,63.7,36.2,2023-02-11T13:04:49.640Z,2023-02-11T18:50:20Z,4024105757,140,74.6,4024105755,56,Center,4026202629,178,,4024105761,212,12.1,4024105763,213,0.3,4024105759,141,41.9,,,,,,,e6jaaazxqeczj6ziaj0qnqpxx,R. Loftus-Cheek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506679809,2199,67,1,32,57,9q0arba2kbnywth8bkxlhgmdr,1,68.7,43.7,2023-02-11T13:04:50.291Z,2023-02-11T21:41:04Z,4026746739,233,1028,,,,,,,,,,,,,,,,,,,,,,ay02byqc6zdrh5xy3d4fy5qay,M. Mudryk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506679807,1028,67,1,32,57,4txjdaqveermfryvbfrr4taf7,0,31.3,56.3,2023-02-11T13:04:50.292Z,2023-02-11T21:21:04Z,4026746747,233,2199,,,,,,,,,,,,,,,,,,,,,,6wwagkprtmcadu8p6klcu2uhh,T. Souček,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506171335,338,1,1,32,57,9q0arba2kbnywth8bkxlhgmdr,1,68.8,43.7,2023-02-11T13:04:50.375Z,2023-02-11T21:41:04Z,4024105831,56,Center,4024105835,141,32.8,4024105837,212,8.7,4024105833,140,73.2,4024105839,213,5.3,4026202867,178,,,,,,,,ay02byqc6zdrh5xy3d4fy5qay,M. Mudryk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506171349,339,1,1,32,58,9q0arba2kbnywth8bkxlhgmdr,1,75.5,33,2023-02-11T13:04:51.072Z,2023-02-11T18:50:29Z,4024105929,213,3.3,4026203203,178,,4024105923,140,70.4,4024105927,212,5.4,4024105925,141,31.6,4024105921,56,Center,,,,,,,ed20ebhqi5c32vbbsze8r6yuh,K. Havertz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506680025,2200,43,1,32,59,9q0arba2kbnywth8bkxlhgmdr,1,0,0,2023-02-11T13:04:52.141Z,2023-02-11T21:21:30Z,4026747967,144,67,4026747763,233,1029,,,,,,,,,,,,,,,,,,,ay02byqc6zdrh5xy3d4fy5qay,M. Mudryk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506680021,1029,43,1,32,59,4txjdaqveermfryvbfrr4taf7,1,0,0,2023-02-11T13:04:52.142Z,2023-02-11T21:21:30Z,4026747793,233,2200,4026747921,144,67,,,,,,,,,,,,,,,,,,,exviw7gzg5p3vaiwaq4ujw9ud,S. Benrahma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506680141,2201,67,1,32,59,9q0arba2kbnywth8bkxlhgmdr,1,70.1,32.1,2023-02-11T13:04:52.181Z,2023-02-11T21:41:04Z,4026748427,233,1030,,,,,,,,,,,,,,,,,,,,,,ay02byqc6zdrh5xy3d4fy5qay,M. Mudryk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506680135,1030,67,1,32,59,4txjdaqveermfryvbfrr4taf7,0,29.9,67.9,2023-02-11T13:04:52.182Z,2023-02-11T21:21:37Z,4026748431,233,2201,,,,,,,,,,,,,,,,,,,,,,exviw7gzg5p3vaiwaq4ujw9ud,S. Benrahma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506171367,340,1,1,32,59,9q0arba2kbnywth8bkxlhgmdr,0,71.9,33.4,2023-02-11T13:04:52.242Z,2023-02-11T21:41:05Z,4024105989,212,25.6,4024105991,213,6.1,4024105983,56,Center,4026203467,178,,4024105987,141,26.3,4024105985,140,95.8,4024105981,155,,,,,ay02byqc6zdrh5xy3d4fy5qay,M. Mudryk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506171401,187,12,1,33,2,4txjdaqveermfryvbfrr4taf7,1,8.1,73.8,2023-02-11T13:04:55.170Z,2023-02-11T18:50:39Z,4024106117,212,26.4,4024106115,141,100.0,4024106111,56,Back,4024106161,167,,4024106113,140,26.0,4026203863,178,,4024106119,213,0.8,,,,8qezzr83ofw7htqufohg2fwlx,Emerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506171405,188,5,1,33,5,4txjdaqveermfryvbfrr4taf7,0,25,101.1,2023-02-11T13:04:58.351Z,2023-02-11T18:50:42Z,4024106865,233,341,4024106145,347,,4024106143,56,Back,,,,,,,,,,,,,,,,8qezzr83ofw7htqufohg2fwlx,Emerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506171563,341,5,1,33,5,9q0arba2kbnywth8bkxlhgmdr,1,75,-1.1,2023-02-11T13:04:58.351Z,2023-02-11T18:50:42Z,4024106797,347,,4024106837,233,188,4024106795,56,Right,,,,,,,,,,,,,,,,ay02byqc6zdrh5xy3d4fy5qay,M. Mudryk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506171579,342,1,1,33,12,9q0arba2kbnywth8bkxlhgmdr,1,76,0,2023-02-11T13:05:05.396Z,2023-02-11T18:50:45Z,4024106929,140,76.2,4024106935,213,1.5,4024106931,141,7.9,4024106933,212,6.1,4024106925,107,,4024106927,56,Right,,,,,,,dczrgxyolp7lcz413wkz7ap61,R. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506171601,343,1,1,33,13,9q0arba2kbnywth8bkxlhgmdr,1,76.2,7.9,2023-02-11T13:05:06.228Z,2023-02-11T18:50:52Z,4026204441,178,,4024107045,213,3.7,4024107041,141,3.5,4024107039,140,71.3,4024107037,56,Right,4024107043,212,6.0,,,,,,,ed20ebhqi5c32vbbsze8r6yuh,K. Havertz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506171625,344,1,1,33,16,9q0arba2kbnywth8bkxlhgmdr,1,71.3,3.5,2023-02-11T13:05:08.687Z,2023-02-11T18:50:58Z,4024107123,56,Right,4024107131,213,2.2,4024107129,212,10.5,4024107125,140,65.6,4026204625,178,,4024107127,141,16.1,,,,,,,dczrgxyolp7lcz413wkz7ap61,R. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506171641,345,1,1,33,17,9q0arba2kbnywth8bkxlhgmdr,1,65.6,16.1,2023-02-11T13:05:10.541Z,2023-02-11T18:51:01Z,4024107231,212,12.5,4024107229,141,33.8,4026204735,178,,4024107233,213,1.9,4024107227,140,62.3,4024107225,56,Center,,,,,,,e6jaaazxqeczj6ziaj0qnqpxx,R. Loftus-Cheek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506171757,346,1,1,33,19,9q0arba2kbnywth8bkxlhgmdr,1,63.1,37.4,2023-02-11T13:05:11.993Z,2023-02-11T18:51:04Z,4024107797,212,19.8,4024107791,56,Center,4024107795,141,66.3,4024107799,213,1.5,4026204865,178,,4024107793,140,65.2,,,,,,,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506171791,347,1,1,33,24,9q0arba2kbnywth8bkxlhgmdr,1,68.8,73.8,2023-02-11T13:05:17.179Z,2023-02-11T18:51:25Z,4026204991,178,,4024107961,213,4.3,4024107955,140,65.3,4024107957,141,60.8,4024107959,212,9.6,4024107953,56,Center,,,,,,,7c2wnewpcf1idj6ghj6gu0wyd,Marc Cucurella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506171831,348,1,1,33,27,9q0arba2kbnywth8bkxlhgmdr,1,65.3,60.8,2023-02-11T13:05:19.658Z,2023-02-11T18:51:28Z,4024108107,56,Right,4024108117,213,5.3,4024108115,212,41.3,4024108111,140,86.6,4026206007,178,,4024108113,141,9.7,4024108103,155,,4024108119,1,,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506171879,349,1,1,33,30,9q0arba2kbnywth8bkxlhgmdr,1,86.6,9.7,2023-02-11T13:05:23.496Z,2023-02-11T18:51:42Z,4024108333,212,8.7,4024108327,56,Center,4024111819,210,15,4026206167,178,,4024108329,140,88.6,4024108331,141,22.1,4024108335,213,1.3,,,,dczrgxyolp7lcz413wkz7ap61,R. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
2506474685,635,45,1,33,32,4txjdaqveermfryvbfrr4taf7,0,12.5,72.9,2023-02-11T13:05:25.555Z,2023-02-11T18:51:37Z,4025657317,56,Back,4026074907,233,1046,4025657319,285,,,,,,,,,,,,,,,,,3o0zpl9cnmna2hyk595ja0xrd,N. Aguerd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506474669,1046,3,1,33,32,9q0arba2kbnywth8bkxlhgmdr,1,87.5,27.1,2023-02-11T13:05:25.555Z,2023-02-11T18:51:36Z,4026206331,178,,4025658077,464,,4025657237,56,Center,4026074881,233,635,4025657239,286,,,,,,,,,,,e3il1t1s5lrn4g8t85fcm40oa,N. Madueke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506171887,350,15,1,33,33,9q0arba2kbnywth8bkxlhgmdr,1,88.7,31.8,2023-02-11T13:05:26.103Z,2023-02-11T18:51:42Z,4024111857,103,8.9,4024111249,233,189,4024111229,72,,4025662169,215,,4024108371,63,,4024111861,147,46.8,4024111845,76,,4024111859,146,98.8,e3il1t1s5lrn4g8t85fcm40oa,N. Madueke,4024111843,121,,4024111855,102,4024108369,22,,4024111851,55,4024108373,56,Center,51.9,,349,4024111847,29,4026206737,178,,,,,,,,,,,,,,,,,,,,
2506171907,189,10,1,33,34,4txjdaqveermfryvbfrr4taf7,1,1.5,53.8,2023-02-11T13:05:26.745Z,2023-02-11T18:51:48Z,4024108483,182,,4024111281,233,350,4024109621,179,,4024108485,56,Back,4025664055,377,,4024109619,174,,,,,,,,eagrmpe9ft8daly57l1ja8lhx,Ł. Fabiański,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506171941,351,1,1,33,36,9q0arba2kbnywth8bkxlhgmdr,0,94.2,73.4,2023-02-11T13:05:29.042Z,2023-02-11T18:51:54Z,4024108651,212,14.5,4024108645,56,Center,4024108647,140,89.5,4024108653,213,4.4,4026207485,178,,4024108649,141,53.3,,,,,,,4z60ztggqxzfbp8w9ijoqefop,João Félix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506172027,190,12,1,33,37,4txjdaqveermfryvbfrr4taf7,1,8.3,52,2023-02-11T13:05:30.094Z,2023-02-11T18:51:59Z,4026207661,178,,4024108977,212,13.7,4024108975,141,32.4,4024108971,56,Back,4024108973,140,11.4,4024108979,213,5.0,,,,,,,3o0zpl9cnmna2hyk595ja0xrd,N. Aguerd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506171983,352,3,1,33,40,9q0arba2kbnywth8bkxlhgmdr,0,89.6,67.3,2023-02-11T13:05:32.845Z,2023-02-11T18:52:08Z,4026208143,178,,4024108781,286,,4024109043,233,191,4024108779,56,Center,4025668593,465,,,,,,,,,,,ay02byqc6zdrh5xy3d4fy5qay,M. Mudryk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506172037,191,7,1,33,40,4txjdaqveermfryvbfrr4taf7,0,10.4,32.7,2023-02-11T13:05:33.007Z,2023-02-11T18:52:11Z,4024109005,56,Back,4024109007,285,,4026208353,178,,4024109025,233,352,4025669797,385,,,,,,,,,,,4ryipy52oscxkv71ws0os5w5,V. Coufal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506172005,353,61,1,33,40,9q0arba2kbnywth8bkxlhgmdr,1,90.3,65.6,2023-02-11T13:05:33.124Z,2023-02-11T18:52:14Z,4026208531,178,,4024108871,56,Center,,,,,,,,,,,,,,,,,,,ay02byqc6zdrh5xy3d4fy5qay,M. Mudryk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506172057,354,1,1,33,42,9q0arba2kbnywth8bkxlhgmdr,1,88.3,80.1,2023-02-11T13:05:35.291Z,2023-02-11T18:52:28Z,4026209165,178,,4024109111,213,0.9,4024109105,140,91.4,4024109107,141,86.1,4024109109,212,5.2,4024109103,56,Left,,,,,,,7c2wnewpcf1idj6ghj6gu0wyd,Marc Cucurella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506172075,355,1,1,33,44,9q0arba2kbnywth8bkxlhgmdr,0,88.1,83.1,2023-02-11T13:05:37.276Z,2023-02-11T18:52:35Z,4024109219,141,36.4,4024109221,212,34.4,4024109225,1,,4024109213,155,,4025671449,20,,4025671447,223,,4024109217,140,100.0,4024109223,213,5.1,4z60ztggqxzfbp8w9ijoqefop,João Félix,4024109215,56,Center,4024109211,2,4026209461,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506172083,192,5,1,33,47,4txjdaqveermfryvbfrr4taf7,1,-0.8,62.8,2023-02-11T13:05:40.297Z,2023-02-11T18:52:39Z,4024109257,346,,4024109255,56,Back,4024109281,233,356,,,,,,,,,,,,,,,,4ryipy52oscxkv71ws0os5w5,V. Coufal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506172079,356,5,1,33,47,9q0arba2kbnywth8bkxlhgmdr,0,100.8,37.2,2023-02-11T13:05:40.297Z,2023-02-11T18:52:40Z,4024109285,233,192,4024109241,56,Center,4024109243,346,,,,,,,,,,,,,,,,,4z60ztggqxzfbp8w9ijoqefop,João Félix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
