id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,keyPass,qualifier/12/value,assist,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/15/value,qualifier/18/value
2493214869,1,34,16,0,0,avxknfz4f6ob0rv9dbnxdzde0,1,0,0,2022-12-26T14:00:03.048Z,2022-12-26T14:00:03Z,3955980431,194,eo4uva2gnx08xdazfaqzyz2dx,3955980429,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3955980421,30,"5h2biadv4hd2ntcd7zo2c8639, p87gxg8kc9ta6iipqt5fxmtx, 70jmsf551d1sspqnm8t5lrch5, egi71rvlclvis07nzbvjhl9m1, enyatxtjef9lacem6c8cc1mmt, 72d5uxwcmvhd6mzthxuvev1sl, 8prtj2o0lz1zbzpuw4ah4qhud, eo4uva2gnx08xdazfaqzyz2dx, otz9c2ifww514ummo10nfoix, 2bkp1lcaxmvwoanxwo0775cdl, 18paf5a7rfe4kutxjl4cwd695, ayyswiouwrh2yn1j75owovob9, 6v1o4s2acog9guff3folo1jh1, xm50j2dki5ml1gzx3y0i0zbp, 51xwrb0qit04oz9x01p2gghjp, drwacyyicuhy3heg4j0ipqj85, 4316y525qbk02gs9l3fm8z8b9, 7wu5l9m2kt30c4nifxdi3btg5, 6tma6gvgf6xphc5gm2el35vbp, bm9qgspytvdwy514kk6ytztg5",3955980427,130,8,3955980433,197,16498,3955980425,59,"1, 27, 33, 42, 18, 3, 26, 8, 20, 22, 7, 4, 9, 11, 14, 17, 23, 24, 25, 31",3955980435,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3955980423,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493214881,1,34,16,0,0,7vn2i2kd35zuetw6b38gw9jsz,1,0,0,2022-12-26T14:00:05.856Z,2022-12-26T14:00:05Z,3955980541,197,420,3955980535,130,4,3955980533,59,"22, 2, 33, 39, 5, 4, 36, 28, 20, 24, 7, 6, 10, 11, 13, 19, 21, 23, 26, 32",3955980543,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3955980539,194,65z99j774kjnbf7vm0u2q0jit,3955980529,30,"9s9i1a7hdq5bud8ma2dqi295h, 65z99j774kjnbf7vm0u2q0jit, 6f1ljb0an6d0g4nbap6xgxsyd, 72m84nwa6dshu3ibmy13dz5rd, dxxc4dioaioidmvamkzqr4b85, 4jwkz8almo2997hvp09zl0p9l, 9pv566tidfz21e00y4t0mbap5, 5tbabvk43ljv3z3wd9mh0y8r9, cjdycctu96jilvbvnl7ndh9sl, bijr1ghojrxc61se7ebt72f9x, c589fk8pfqvbukvtdqu1yhjv9, 7z5ugeh3ejhwa3c8tg7idkpud, doctoq9o6be1yap6je75w0vrp, 8lst9t1pyjhibrxh7xxl3wn9x, 7g5elxh8h34yj55h9heydhzv9, 23oysjfutg5xy1f3o9bapnmxh, 7gcvzjdbqxe5jw1zn07ie4dsl, 37d7oej48pb143o5eilue1hhx, cnoomjxp6tna0mx2ycuptgixh, exzca2akgjl00jfd2hzh33h7t",3955980537,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3955980531,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493235691,2,32,1,0,0,7vn2i2kd35zuetw6b38gw9jsz,1,0,0,2022-12-26T15:00:27.734Z,2022-12-26T15:00:27Z,3956095703,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493235699,2,32,1,0,0,avxknfz4f6ob0rv9dbnxdzde0,1,0,0,2022-12-26T15:00:27.734Z,2022-12-26T19:55:26Z,3956095735,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493235723,3,1,1,0,0,7vn2i2kd35zuetw6b38gw9jsz,1,50.2,50.4,2022-12-26T15:00:27.753Z,2022-12-26T20:20:49Z,3957054299,178,,3956095865,141,34.9,3956095863,140,29.5,3956095871,279,S,3956095869,213,3.6,3956095861,56,Back,3956095867,212,24.2,,,,9pv566tidfz21e00y4t0mbap5,S. Longstaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493235751,4,1,1,0,3,7vn2i2kd35zuetw6b38gw9jsz,0,32.2,35.8,2022-12-26T15:00:31.301Z,2022-12-26T20:20:55Z,3956095999,212,65.2,3956095991,196,,3956095997,141,100.0,3956096001,213,0.8,3956095989,155,,3956095995,140,77.5,3956095993,56,Left,3956096003,1,,dxxc4dioaioidmvamkzqr4b85,F. Schär,3957054473,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493235763,3,5,1,0,8,avxknfz4f6ob0rv9dbnxdzde0,1,26.4,-1.1,2022-12-26T15:00:35.969Z,2022-12-26T20:20:58Z,3956096053,56,Back,3956096069,233,5,3956096057,347,,,,,,,,,,,,,,,,,p87gxg8kc9ta6iipqt5fxmtx,T. Castagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493235755,5,5,1,0,8,7vn2i2kd35zuetw6b38gw9jsz,0,73.6,101.1,2022-12-26T15:00:35.969Z,2022-12-26T20:20:59Z,3956096075,233,3,3956096005,56,Left,3956096007,347,,,,,,,,,,,,,,,,,dxxc4dioaioidmvamkzqr4b85,F. Schär,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493235851,4,1,1,0,17,avxknfz4f6ob0rv9dbnxdzde0,0,30.4,0,2022-12-26T15:00:45.117Z,2022-12-26T20:21:01Z,3956096441,56,Back,3956096447,212,10.7,3956096449,213,0.4,3956096443,140,39.9,3956096439,107,,3956096445,141,5.0,,,,,,,p87gxg8kc9ta6iipqt5fxmtx,T. Castagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493235853,6,8,1,0,18,7vn2i2kd35zuetw6b38gw9jsz,1,65.7,92.1,2022-12-26T15:00:45.877Z,2022-12-26T20:21:22Z,3956096455,56,Left,3957055635,178,,3956867751,384,,,,,,,,,,,,,,,,,c589fk8pfqvbukvtdqu1yhjv9,Joelinton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
