id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/13/value,qualifier/17/value
2530197401,1,34,16,0,0,1pse9ta7a45pi2w2grjim70ge,1,0,0,2023-04-08T13:00:05.148Z,2023-04-08T14:03:14Z,4172038843,197,2071,4172038839,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4172038835,59,"13, 15, 5, 8, 3, 6, 10, 14, 9, 29, 11, 1, 4, 7, 16, 18, 21, 24, 27, 32",4172038841,194,1um5sa7iogc29aadvkabadyad,4172038845,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4172038831,30,"1um5sa7iogc29aadvkabadyad, 80bmtj7l07ohb2h475w955n9, 7gyfpskzbb3r5nhiniky22o6h, 6gxyeuqjnyj9bl4n8kz14sv6d, e6la6wx7o6x7k4srpq8tdsafp, bvlkh4zxfuo5frhj7ogpnecbt, cr4c6htcw2jewsvboj6s8p045, 2u0613a3yx2fk1pefmb722rbp, dvj6rdi2k0td95oxldbj6e28l, 33cny48k38nlo8pcx3i24ldqt, dg4782hj9xdqg46w225kzph5g, 12l99v9rpet6ug6n121tg6ay1, djelmk2oafas355n2u0d1bumt, 96ou7x51dxymv16l0ocsuhbyt, b3gobhr43y8oxpafvp4f8rgmh, 8u46wgn2upd99tmmchxuw1gbt, efq6i6kz6ca3u91snwmptef2t, 7tnuxlg9l4rjhc7j3ko36hduy, 2u6hj8z2g0r7b5roxpluy4sbu, 8cmkqkrjme3wb0gegzn1e6xre",4172038837,130,8,4172038833,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530197415,1,34,16,0,0,avxknfz4f6ob0rv9dbnxdzde0,1,0,0,2023-04-08T13:00:07.596Z,2023-04-08T15:01:32Z,4172038935,197,16498,4172038929,130,8,4172038925,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4172038937,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4172038933,194,a1yoz8f4985o166nzcyigpj2t,4172038927,59,"31, 27, 16, 25, 18, 3, 21, 42, 9, 10, 7, 1, 6, 14, 15, 20, 24, 26, 33, 37",4172038931,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4172038923,30,"bm9qgspytvdwy514kk6ytztg5, p87gxg8kc9ta6iipqt5fxmtx, bwai2k262meugz2fj7s2g58iy, 6tma6gvgf6xphc5gm2el35vbp, enyatxtjef9lacem6c8cc1mmt, 72d5uxwcmvhd6mzthxuvev1sl, 33p3p5buydosugm9alv57o0r9, egi71rvlclvis07nzbvjhl9m1, 6v1o4s2acog9guff3folo1jh1, a1yoz8f4985o166nzcyigpj2t, 18paf5a7rfe4kutxjl4cwd695, 5h2biadv4hd2ntcd7zo2c8639, 7o49rb7fgi2ml87up7hh2z0t1, 51xwrb0qit04oz9x01p2gghjp, dfqpevw7bneap02x7mxo74pgp, otz9c2ifww514ummo10nfoix, 7wu5l9m2kt30c4nifxdi3btg5, 8prtj2o0lz1zbzpuw4ah4qhud, 70jmsf551d1sspqnm8t5lrch5, 79nno03ww57p02dz5o0g60rqi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530239577,2,32,1,0,0,1pse9ta7a45pi2w2grjim70ge,1,0,0,2023-04-08T14:00:09.933Z,2023-04-08T14:00:10Z,4172252451,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530239583,2,32,1,0,0,avxknfz4f6ob0rv9dbnxdzde0,1,0,0,2023-04-08T14:00:09.933Z,2023-04-08T21:49:44Z,4172252477,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530239599,3,1,1,0,0,avxknfz4f6ob0rv9dbnxdzde0,1,50,49.3,2023-04-08T14:00:09.947Z,2023-04-08T21:54:24Z,4172252571,279,S,4172252565,141,46.4,4172252569,213,3.3,4172252561,56,Back,4172252567,212,14.3,4174214753,178,,4172252563,140,36.5,,,,33p3p5buydosugm9alv57o0r9,Ricardo Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530239655,4,1,1,0,2,avxknfz4f6ob0rv9dbnxdzde0,0,40.3,45.7,2023-04-08T14:00:12.113Z,2023-04-08T21:54:28Z,4172252831,141,100.0,4174214907,178,,4172252837,1,,4172252833,212,50.3,4172252835,213,0.9,4172252827,56,Left,4172252823,155,,4172252829,140,71.8,egi71rvlclvis07nzbvjhl9m1,B. Soumaré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530239873,3,5,1,0,6,1pse9ta7a45pi2w2grjim70ge,1,29.5,-0.9,2023-04-08T14:00:16.433Z,2023-04-08T21:54:30Z,4172253699,56,Back,4172253739,233,5,4172253701,347,,,,,,,,,,,,,,,,,80bmtj7l07ohb2h475w955n9,A. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530239659,5,5,1,0,6,avxknfz4f6ob0rv9dbnxdzde0,0,70.5,100.9,2023-04-08T14:00:16.433Z,2023-04-08T21:54:31Z,4172252845,347,,4172253753,233,3,4172252843,56,Left,,,,,,,,,,,,,,,,6tma6gvgf6xphc5gm2el35vbp,W. Ndidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530239895,4,1,1,0,18,1pse9ta7a45pi2w2grjim70ge,0,32.4,0,2023-04-08T14:00:28.287Z,2023-04-08T21:57:31Z,4172253779,107,,4172253789,213,0.1,4172253785,141,2.6,4172253781,56,Right,4172253787,212,29.2,4172253783,140,60.1,4172253791,1,,,,,80bmtj7l07ohb2h475w955n9,A. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530239943,6,1,1,0,20,avxknfz4f6ob0rv9dbnxdzde0,1,35.8,93,2023-04-08T14:00:30.272Z,2023-04-08T21:54:36Z,4172254019,212,16.5,4172254015,140,32.9,4172254013,56,Back,4172254021,213,4.5,4172254017,141,69.2,4172254011,3,,4174215073,388,,,,,bwai2k262meugz2fj7s2g58iy,V. Kristiansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
