id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/8/value,qualifier/12/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/9/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist
2508078381,4,44,1,0,17,4dsgumo7d4zupm2ugsvm4zm4d,1,45,31.6,2023-02-15T19:30:25.284Z,2023-02-16T04:24:07Z,4034113993,233,9,4034113987,285,,4034113985,56,Back,,,,,,,,,,,,,,,,65rqu55qbzswixgqw2efna06i,W. Saliba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508078379,9,44,1,0,17,a3nyxabgsqlnqfkeg41m6tnpp,0,55,68.4,2023-02-15T19:30:25.285Z,2023-02-16T02:58:44Z,4034113983,286,,4034114097,233,4,4034113977,56,Center,,,,,,,,,,,,,,,,atzboo800gv7gic2rgvgo0kq1,E. Haaland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508078413,5,1,1,0,17,4dsgumo7d4zupm2ugsvm4zm4d,1,42.2,22.1,2023-02-15T19:30:25.315Z,2023-02-16T04:24:07Z,4034114173,141,1.3,4034924999,388,,4034114175,212,26.1,4034114171,140,21.3,4034114177,213,3.7,4034114167,3,,4034114169,56,Back,,,,65rqu55qbzswixgqw2efna06i,W. Saliba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508078419,6,49,1,0,20,4dsgumo7d4zupm2ugsvm4zm4d,1,21.2,1.3,2023-02-15T19:30:28.255Z,2023-02-16T02:58:51Z,,,,,,,,,,,,,,,,,,,,,,,,,2922aevmtpw4qvcwohmxmqtbd,T. Tomiyasu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508078433,7,1,1,0,20,4dsgumo7d4zupm2ugsvm4zm4d,1,21.2,1.3,2023-02-15T19:30:28.286Z,2023-02-16T02:58:54Z,4034114273,140,3.2,4034114275,141,30.2,4034925045,178,,4034114277,212,27.3,4034114271,56,Back,4034114279,213,2.3,,,,,,,2922aevmtpw4qvcwohmxmqtbd,T. Tomiyasu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508078473,8,1,1,0,23,4dsgumo7d4zupm2ugsvm4zm4d,1,2.7,31.6,2023-02-15T19:30:32.145Z,2023-02-16T02:58:59Z,4034925131,178,,4034114467,56,Back,4034114471,141,63.2,4034114477,213,1.2,4034114473,212,22.7,4034114469,140,9.8,,,,,,,6yovfcug6e9hykfauqy0fq67d,A. Ramsdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508078499,9,1,1,0,27,4dsgumo7d4zupm2ugsvm4zm4d,1,9.2,70.7,2023-02-15T19:30:35.227Z,2023-02-16T02:59:01Z,4034925171,178,,4034114645,141,96.5,4034114647,212,19.5,4034114649,213,1.1,4034114641,56,Back,4034114643,140,17.4,,,,,,,8libvn3hxypz8x7gm4mr7kj55,Gabriel Magalhães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508078531,10,1,1,0,29,4dsgumo7d4zupm2ugsvm4zm4d,1,17.4,96.5,2023-02-15T19:30:37.274Z,2023-02-16T02:59:05Z,4034114787,212,12.8,4034114781,56,Back,4034114789,213,5.4,4034114785,141,81.5,4034925201,178,,4034114783,140,24.7,,,,,,,3l7amac6wdv9yztupg7ur3kl,O. Zinchenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508078537,11,1,1,0,32,4dsgumo7d4zupm2ugsvm4zm4d,0,30.3,92.3,2023-02-15T19:30:40.321Z,2023-02-16T02:59:09Z,4034114833,213,5.0,4034114825,56,Back,4034114831,212,1.4,4034114827,140,30.7,4034114829,141,90.3,4034925267,178,,,,,,,,9id859f7xnqwj0jazjzkbjzdh,Jorginho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508079425,24,61,1,0,32,a3nyxabgsqlnqfkeg41m6tnpp,1,70.2,8.7,2023-02-15T19:30:40.426Z,2023-02-16T02:59:19Z,4034121653,56,Right,4034925453,178,,,,,,,,,,,,,,,,,,,,atzboo800gv7gic2rgvgo0kq1,E. Haaland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508232007,798,67,1,0,33,a3nyxabgsqlnqfkeg41m6tnpp,1,65.2,20.3,2023-02-15T19:30:41.809Z,2023-02-16T04:24:08Z,4034945157,233,977,,,,,,,,,,,,,,,,,,,,,,e9wu8dcamrtj3ftbx3nmhusid,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508232005,977,67,1,0,33,4dsgumo7d4zupm2ugsvm4zm4d,0,34.8,79.7,2023-02-15T19:30:41.810Z,2023-02-16T03:27:42Z,4034945161,233,798,,,,,,,,,,,,,,,,,,,,,,7ocm7nugzwos59il1pm4eub8q,Gabriel Martinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508078565,10,1,1,0,33,a3nyxabgsqlnqfkeg41m6tnpp,0,67.4,22.3,2023-02-15T19:30:41.811Z,2023-02-16T04:24:08Z,4034122013,140,86.5,4034122019,213,0.7,4034122017,212,27.4,4034115021,56,Center,4034122015,141,49.7,4034925617,389,,,,,,,,e9wu8dcamrtj3ftbx3nmhusid,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508078585,12,52,1,0,36,4dsgumo7d4zupm2ugsvm4zm4d,1,13.1,48,2023-02-15T19:30:44.889Z,2023-02-16T02:59:35Z,4034624141,376,,4034925685,178,,,,,,,,,,,,,,,,,,,,6yovfcug6e9hykfauqy0fq67d,A. Ramsdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508078601,13,1,1,0,38,4dsgumo7d4zupm2ugsvm4zm4d,1,15.9,47,2023-02-15T19:30:46.241Z,2023-02-16T02:59:37Z,4034115195,141,2.5,4034115187,123,,4034115189,56,Back,4034115191,140,43.4,4034115199,213,5.5,4034115197,212,41.8,4034115201,1,,4034925741,178,,6yovfcug6e9hykfauqy0fq67d,A. Ramsdale,4034115205,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508078643,14,1,1,0,43,4dsgumo7d4zupm2ugsvm4zm4d,1,46,3.2,2023-02-15T19:30:51.375Z,2023-02-16T02:59:40Z,4034115441,140,39.7,4034115447,213,2.3,4034925793,178,,4034115445,212,9.6,4034115439,56,Back,4034115443,141,13.4,,,,,,,2922aevmtpw4qvcwohmxmqtbd,T. Tomiyasu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508078699,15,1,1,0,45,4dsgumo7d4zupm2ugsvm4zm4d,1,41.2,26.2,2023-02-15T19:30:53.656Z,2023-02-16T02:59:42Z,4034115761,141,68.6,4034115765,213,2.0,4034925847,178,,4034115763,212,31.8,4034115759,140,28.4,4034115757,56,Back,,,,,,,b1lcxeihx8z6pfv1jef4j5jh1,M. Ødegaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508078715,16,1,1,0,50,4dsgumo7d4zupm2ugsvm4zm4d,1,30.1,70.7,2023-02-15T19:30:59.108Z,2023-02-16T02:59:44Z,4034115837,212,17.9,4034115831,56,Back,4034115839,213,4.6,4034115835,141,44.7,4034925863,178,,4034115833,140,27.6,,,,,,,8libvn3hxypz8x7gm4mr7kj55,Gabriel Magalhães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508078737,17,1,1,0,52,4dsgumo7d4zupm2ugsvm4zm4d,1,26.8,43.9,2023-02-15T19:31:01.008Z,2023-02-16T02:59:50Z,4034115977,212,8.8,4034115973,140,34.6,4034115979,213,0.4,4034115971,56,Back,4034925999,178,,4034115975,141,48.5,,,,,,,65rqu55qbzswixgqw2efna06i,W. Saliba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508078761,18,1,1,0,55,4dsgumo7d4zupm2ugsvm4zm4d,1,35.8,59.6,2023-02-15T19:31:04.117Z,2023-02-16T02:59:56Z,4034116097,141,73.7,4034116099,212,11.6,4034116095,140,29.6,4034116101,213,2.2,4034116093,56,Back,4034926121,178,,,,,,,,9id859f7xnqwj0jazjzkbjzdh,Jorginho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508078775,19,1,1,0,59,4dsgumo7d4zupm2ugsvm4zm4d,1,31.1,75,2023-02-15T19:31:07.669Z,2023-02-16T02:59:59Z,4034116177,56,Back,4034116179,140,41.2,4034926201,178,,4034116183,212,18.4,4034116185,213,1.0,4034116181,141,97.2,,,,,,,8libvn3hxypz8x7gm4mr7kj55,Gabriel Magalhães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508078799,20,1,1,1,1,4dsgumo7d4zupm2ugsvm4zm4d,1,41.3,97.2,2023-02-15T19:31:09.782Z,2023-02-16T03:00:02Z,4034116323,213,5.8,4034926269,178,,4034116319,141,84.6,4034116317,140,56.3,4034116315,56,Left,4034116321,212,17.9,,,,,,,6264xjr1y00yu7b9j2pknalzp,G. Xhaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508078807,21,61,1,1,2,4dsgumo7d4zupm2ugsvm4zm4d,0,55.9,83.9,2023-02-15T19:31:11.082Z,2023-02-16T03:00:09Z,4034116351,56,Left,4034926353,178,,,,,,,,,,,,,,,,,,,,7ocm7nugzwos59il1pm4eub8q,Gabriel Martinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508078803,11,49,1,1,3,a3nyxabgsqlnqfkeg41m6tnpp,1,46.3,9.7,2023-02-15T19:31:11.605Z,2023-02-16T03:00:24Z,,,,,,,,,,,,,,,,,,,,,,,,,dqfk7czrayirrvonirtk2mk15,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508078817,12,1,1,1,3,a3nyxabgsqlnqfkeg41m6tnpp,1,46.7,10,2023-02-15T19:31:11.676Z,2023-02-16T03:00:26Z,4034116423,56,Back,4034926623,178,,4034116429,212,8.5,4034116427,141,16.5,4034116431,213,2.6,4034116425,140,39.8,,,,,,,dqfk7czrayirrvonirtk2mk15,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508078819,13,61,1,1,3,a3nyxabgsqlnqfkeg41m6tnpp,0,40.2,16.4,2023-02-15T19:31:12.168Z,2023-02-16T04:18:52Z,4034116445,56,Back,4034926627,178,,,,,,,,,,,,,,,,,,,,e9wu8dcamrtj3ftbx3nmhusid,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508232371,809,43,1,1,4,a3nyxabgsqlnqfkeg41m6tnpp,1,0,0,2023-02-15T19:31:13.015Z,2023-02-16T04:18:25Z,4034966277,144,67,4034946667,233,1032,,,,,,,,,,,,,,,,,,,e9wu8dcamrtj3ftbx3nmhusid,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508232367,1032,43,1,1,4,4dsgumo7d4zupm2ugsvm4zm4d,1,0,0,2023-02-15T19:31:13.016Z,2023-02-16T04:18:25Z,4034946687,233,809,4034966271,144,67,,,,,,,,,,,,,,,,,,,7ocm7nugzwos59il1pm4eub8q,Gabriel Martinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508078827,15,45,1,1,4,a3nyxabgsqlnqfkeg41m6tnpp,0,41.3,19.8,2023-02-15T19:31:13.107Z,2023-02-16T04:19:03Z,4034116487,56,Back,4034116489,285,,4034116611,233,23,,,,,,,,,,,,,,,,e9wu8dcamrtj3ftbx3nmhusid,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508078843,23,3,1,1,4,4dsgumo7d4zupm2ugsvm4zm4d,1,58.7,80.2,2023-02-15T19:31:13.107Z,2023-02-16T04:19:02Z,4034116571,56,Left,4034116575,233,15,4034116573,286,,4034926817,178,,4034625289,465,,,,,,,,,,,7ocm7nugzwos59il1pm4eub8q,Gabriel Martinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508078823,14,43,1,1,5,a3nyxabgsqlnqfkeg41m6tnpp,1,0,0,2023-02-15T19:31:13.623Z,2023-02-15T19:31:16Z,4034116469,56,Back,4034116555,144,61,,,,,,,,,,,,,,,,,,,e9wu8dcamrtj3ftbx3nmhusid,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508078829,22,49,1,1,5,4dsgumo7d4zupm2ugsvm4zm4d,1,62.6,80.6,2023-02-15T19:31:13.733Z,2023-02-16T03:01:01Z,,,,,,,,,,,,,,,,,,,,,,,,,7ocm7nugzwos59il1pm4eub8q,Gabriel Martinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508078873,24,1,1,1,8,4dsgumo7d4zupm2ugsvm4zm4d,1,74.5,72.3,2023-02-15T19:31:16.383Z,2023-02-16T03:01:07Z,4034117847,154,,4034116733,140,80.6,4034117845,210,15,4034927169,178,,4034116737,212,7.7,4034116739,213,0.6,4034116731,56,Center,4034116735,141,78.5,7ocm7nugzwos59il1pm4eub8q,Gabriel Martinelli,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508078881,25,15,1,1,11,4dsgumo7d4zupm2ugsvm4zm4d,1,90.4,67.8,2023-02-15T19:31:19.368Z,2023-02-16T03:01:08Z,4034626195,76,,4034116767,56,Center,4034117877,231,53.8,4034117855,29,,4034117859,55,24,4034117149,233,16,4034117873,147,66.2,4034116765,64,,2im16cd31tgg3yac3c8c18jbp,E. Nketiah,4034116763,22,,4034117125,82,4034117871,146,91.5,4034117121,20,4034117857,154,4034117875,230,99.0,4034117865,103,19,4034927255,178,4034117863,102,54.1,,,,,,,,,,,,,,,,,,
2508078877,16,10,1,1,11,a3nyxabgsqlnqfkeg41m6tnpp,1,8.6,38.8,2023-02-15T19:31:19.466Z,2023-02-16T03:01:12Z,4034116745,56,Back,4034927351,178,,4034116743,94,,4034117155,233,25,,,,,,,,,,,,,2t5s4f41jefzuzth0bhcixtcl,Rúben Dias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508078897,26,13,1,1,13,4dsgumo7d4zupm2ugsvm4zm4d,1,84.1,70.8,2023-02-15T19:31:21.501Z,2023-02-16T03:01:18Z,4034117055,230,97.8,4034117051,328,,4034117057,231,54.0,4034117053,458,,4034117043,74,,4034927439,178,,4034117049,103,62.5,4034117047,102,50.6,6264xjr1y00yu7b9j2pknalzp,G. Xhaka,4034116835,22,,4034116939,72,4034116837,64,,4034116839,56,,,,,,,,,,,,,,Center,,,,,,,,,,,,,,,,,
2508078903,17,5,1,1,14,a3nyxabgsqlnqfkeg41m6tnpp,1,-1.3,45.2,2023-02-15T19:31:22.891Z,2023-02-16T03:01:23Z,4034116891,233,27,4034116869,346,,4034116867,56,Back,,,,,,,,,,,,,,,,2t5s4f41jefzuzth0bhcixtcl,Rúben Dias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508078905,27,5,1,1,14,4dsgumo7d4zupm2ugsvm4zm4d,0,101.3,54.8,2023-02-15T19:31:22.891Z,2023-02-16T03:01:23Z,4034116921,233,17,4034116881,346,,4034116879,56,Center,,,,,,,,,,,,,,,,6264xjr1y00yu7b9j2pknalzp,G. Xhaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508079073,18,1,1,1,38,a3nyxabgsqlnqfkeg41m6tnpp,1,4.3,57.8,2023-02-15T19:31:46.215Z,2023-02-16T03:01:26Z,4034117987,124,,4034117991,56,Back,4034117999,141,22.1,4034118007,213,4.9,4034117995,140,9.0,4034118003,212,24.8,4034118013,237,,,,,23637o19ff0sw18pqv8g96ndh,Ederson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508079123,19,1,1,1,40,a3nyxabgsqlnqfkeg41m6tnpp,1,9.5,18,2023-02-15T19:31:49.052Z,2023-02-16T03:01:31Z,4034118235,141,1.7,4034118231,56,Back,4034118239,213,5.9,4034118237,212,30.2,4034927691,178,,4034118233,140,36.3,,,,,,,e9wu8dcamrtj3ftbx3nmhusid,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508079127,20,4,1,1,44,a3nyxabgsqlnqfkeg41m6tnpp,1,35.5,2.2,2023-02-15T19:31:52.310Z,2023-02-16T03:01:41Z,4034118249,56,Back,4034118247,13,,4034118295,233,28,4034118253,265,,4034118255,286,,4034118251,152,,,,,,,,exiribcpg9vnuq9ekhlk74dlh,R. Mahrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508079117,28,4,1,1,44,4dsgumo7d4zupm2ugsvm4zm4d,0,64.5,97.8,2023-02-15T19:31:52.311Z,2023-02-16T03:01:41Z,4034118207,152,,4034118209,265,,4034118205,56,Left,4034118211,285,,4034927827,178,,4034118305,233,20,4034118203,13,,,,,8libvn3hxypz8x7gm4mr7kj55,Gabriel Magalhães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508079397,22,1,1,2,14,a3nyxabgsqlnqfkeg41m6tnpp,1,36.1,2.9,2023-02-15T19:32:22.317Z,2023-02-16T03:01:44Z,4034119829,141,24.1,4034119821,56,Back,4034119825,140,18.8,4034927889,178,,4034119819,152,,4034119817,5,,4034119831,212,23.2,4034119833,213,2.5,e9wu8dcamrtj3ftbx3nmhusid,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
