id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/14/value,qualifier/16/value,qualifier/18/value,qualifier/17/value,assist,qualifier/19/value
2494734849,6,5,1,0,11,7yx5dqhhphyvfisohikodajhv,0,52.6,-1.3,2023-01-02T17:31:23.153Z,2023-01-02T23:56:07Z,3964015285,233,5,3964015127,347,,3964015125,56,Right,,,,,,,,,,,,,,,,68n1ydedtlw2s6toghw9qiprd,M. Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494734883,6,1,1,0,24,c8h9bw1l82s06h77xxrelzhur,1,40.6,100,2023-01-02T17:31:36.284Z,2023-01-02T23:56:09Z,3964015293,107,,3964015301,212,33.2,3964015303,213,3.4,3964015305,1,,3964015299,141,88.0,3964015297,140,10.2,3964015295,56,Back,,,,3kwkd3b95n8qzqtq4idxav45x,K. Tsimikas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494734893,7,1,1,0,29,c8h9bw1l82s06h77xxrelzhur,1,10.3,86.9,2023-01-02T17:31:40.638Z,2023-01-02T23:56:14Z,3964015341,141,49.3,3964015337,56,Back,3964199851,178,,3964015343,212,26.4,3964015339,140,4.2,3964015345,213,4.5,,,,,,,dxze3b3fsfl814bjcs7q6wcet,V. van Dijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494734895,8,1,1,0,33,c8h9bw1l82s06h77xxrelzhur,1,7.3,45.7,2023-01-02T17:31:44.636Z,2023-01-02T23:56:17Z,3964015357,56,Back,3964015363,212,18.8,3964015361,141,24.4,3964015359,140,18.7,3964199859,178,,3964015365,213,5.4,,,,,,,53d0pvr7ylvfhp6p749iniqc5,Alisson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494734905,9,1,1,0,35,c8h9bw1l82s06h77xxrelzhur,1,20.6,19.1,2023-01-02T17:31:47.463Z,2023-01-02T23:56:20Z,3964015405,56,Back,3964015407,140,30.5,3964015413,213,5.5,3964199875,178,,3964015409,141,3.5,3964015411,212,14.9,,,,,,,2zfjgh5747ge9r9q0thbk123t,I. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494734909,10,1,1,0,37,c8h9bw1l82s06h77xxrelzhur,1,30.5,3.5,2023-01-02T17:31:49.242Z,2023-01-02T23:56:24Z,3964015437,213,1.4,3964015435,212,8.6,3964015429,56,Back,3964199887,178,,3964015431,140,31.5,3964015433,141,16.1,,,,,,,19z8jmren3eytg7fbuzqv73kl,T. Alexander-Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494734915,11,1,1,0,38,c8h9bw1l82s06h77xxrelzhur,1,31.5,16.1,2023-01-02T17:31:50.427Z,2023-01-02T23:56:29Z,3964015455,56,Back,3964015457,140,25.5,3964199921,178,,3964015463,213,3.8,3964015461,212,8.3,3964015459,141,8.2,,,,,,,dz2rfsmhib89jwilpuub10qcq,H. Elliott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494734919,12,1,1,0,40,c8h9bw1l82s06h77xxrelzhur,0,25.5,8,2023-01-02T17:31:51.654Z,2023-01-02T23:56:33Z,3964015491,141,0.0,3964015493,212,13.6,3964015487,56,Back,3964015489,140,36.8,3964199941,178,,3964015495,213,5.8,,,,,,,19z8jmren3eytg7fbuzqv73kl,T. Alexander-Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494734933,7,5,1,0,41,7yx5dqhhphyvfisohikodajhv,1,65,102,2023-01-02T17:31:53.122Z,2023-01-02T23:56:39Z,3964015567,56,Left,3964015569,347,,3964015647,233,13,,,,,,,,,,,,,,,,68n1ydedtlw2s6toghw9qiprd,M. Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494734921,13,5,1,0,41,c8h9bw1l82s06h77xxrelzhur,0,35,-2,2023-01-02T17:31:53.122Z,2023-01-02T23:56:39Z,3964015499,347,,3964015497,56,Back,3964015651,233,7,,,,,,,,,,,,,,,,19z8jmren3eytg7fbuzqv73kl,T. Alexander-Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494734937,8,1,1,0,52,7yx5dqhhphyvfisohikodajhv,0,65.3,100,2023-01-02T17:32:04.230Z,2023-01-02T23:56:42Z,3964015589,141,97.7,3964015591,212,14.1,3964015593,213,6.1,3964015585,56,Left,3964015587,140,78.4,3964015583,107,,,,,,,,66939rcic8zhw13nlcniiq4t1,B. Mee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494734943,14,1,1,0,53,c8h9bw1l82s06h77xxrelzhur,0,22,4.4,2023-01-02T17:32:05.534Z,2023-01-02T23:56:45Z,3964015625,213,6.2,3964015619,140,33.5,3964200003,388,,3964015623,212,12.1,3964015617,56,Back,3964015615,3,,3964015621,141,3.7,,,,19z8jmren3eytg7fbuzqv73kl,T. Alexander-Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494734949,9,61,1,0,55,7yx5dqhhphyvfisohikodajhv,0,70.9,96,2023-01-02T17:32:07.356Z,2023-01-02T23:56:52Z,3964015627,56,Left,3964200039,178,,,,,,,,,,,,,,,,,,,,66939rcic8zhw13nlcniiq4t1,B. Mee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494734955,15,49,1,0,57,c8h9bw1l82s06h77xxrelzhur,1,30.6,9.8,2023-01-02T17:32:08.619Z,2023-01-02T23:56:56Z,,,,,,,,,,,,,,,,,,,,,,,,,7mms3tmwizhtvzakotl4hv0et,Fabinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494734971,16,1,1,0,57,c8h9bw1l82s06h77xxrelzhur,0,32.3,14.6,2023-01-02T17:32:08.664Z,2023-01-02T23:57:00Z,3964015645,213,0.6,3964015639,140,51.6,3964200079,178,,3964015643,212,24.0,3964015637,56,Center,3964015641,141,33.6,,,,,,,7mms3tmwizhtvzakotl4hv0et,Fabinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494734973,10,49,1,0,59,7yx5dqhhphyvfisohikodajhv,1,46.4,64.2,2023-01-02T17:32:10.670Z,2023-01-02T23:57:03Z,,,,,,,,,,,,,,,,,,,,,,,,,45zetxtrvjb3muvcrr9b5it3p,M. Jørgensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494734975,11,1,1,0,59,7yx5dqhhphyvfisohikodajhv,0,46.4,64.2,2023-01-02T17:32:10.679Z,2023-01-02T23:57:06Z,3964015665,213,6.3,3964015667,1,,3964015655,157,,3964015657,56,Center,3964015659,140,79.9,3964015661,141,63.3,3964200109,178,,3964015663,212,35.2,45zetxtrvjb3muvcrr9b5it3p,M. Jørgensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494734979,17,1,1,1,2,c8h9bw1l82s06h77xxrelzhur,1,21.2,36.9,2023-01-02T17:32:13.915Z,2023-01-02T23:57:13Z,3964015683,3,,3964200145,388,,3964015691,212,11.2,3964015685,56,Back,3964015687,140,16.5,3964015693,213,4.3,3964015689,141,22.1,,,,dxze3b3fsfl814bjcs7q6wcet,V. van Dijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494734983,18,1,1,1,4,c8h9bw1l82s06h77xxrelzhur,0,16.7,22.2,2023-01-02T17:32:16.280Z,2023-01-02T23:57:17Z,3964015725,212,15.8,3964015727,213,0.3,3964015719,56,Back,3964015717,3,,3964015721,140,30.9,3964200171,178,,3964015723,141,29.8,,,,19z8jmren3eytg7fbuzqv73kl,T. Alexander-Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494734989,12,1,1,1,6,7yx5dqhhphyvfisohikodajhv,1,66.4,69,2023-01-02T17:32:17.926Z,2023-01-02T23:57:21Z,3964015763,212,14.3,3964200193,178,,3964015759,140,76.7,3964015761,141,55.2,3964015757,56,Center,3964015755,3,,3964015765,213,5.6,,,,8ju1opnca42o8i00wq3onzmqd,C. Nørgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494734991,13,1,1,1,7,7yx5dqhhphyvfisohikodajhv,0,76.7,55.2,2023-01-02T17:32:19.122Z,2023-01-02T23:57:26Z,3964015775,212,9.1,3964015777,213,0.4,3964200227,178,,3964020297,168,,3964015773,141,60.6,3964015771,140,84.6,3964015769,56,Center,,,,bxjc2heo4ve54cyvw98qcck45,Y. Wissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494734997,19,12,1,1,8,c8h9bw1l82s06h77xxrelzhur,1,14.8,37,2023-01-02T17:32:19.816Z,2023-01-02T23:57:32Z,3964015805,141,35.5,3964015807,212,12.5,3964200253,178,,3964015809,213,6.2,3964015801,56,Back,3964015803,140,26.7,,,,,,,2zfjgh5747ge9r9q0thbk123t,I. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494734993,14,1,1,1,9,7yx5dqhhphyvfisohikodajhv,0,73.5,62.5,2023-01-02T17:32:20.814Z,2023-01-02T23:57:39Z,3964015781,140,85.9,3964015783,141,49.3,3964200291,178,,3964015779,56,Center,3964015785,212,15.8,3964015787,213,5.7,,,,,,,8ju1opnca42o8i00wq3onzmqd,C. Nørgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494734999,20,49,1,1,10,c8h9bw1l82s06h77xxrelzhur,1,14.7,49.9,2023-01-02T17:32:21.686Z,2023-01-02T23:57:42Z,,,,,,,,,,,,,,,,,,,,,,,,,dxze3b3fsfl814bjcs7q6wcet,V. van Dijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494735001,21,1,1,1,10,c8h9bw1l82s06h77xxrelzhur,1,14.7,49.9,2023-01-02T17:32:21.727Z,2023-01-02T23:57:45Z,3964015827,212,30.7,3964015825,141,45.8,3964015829,213,6.2,3964200325,178,,3964015819,157,,3964015821,56,Back,3964015831,1,,3964015823,140,43.8,dxze3b3fsfl814bjcs7q6wcet,V. van Dijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494735005,22,61,1,1,11,c8h9bw1l82s06h77xxrelzhur,0,43.8,45.8,2023-01-02T17:32:23.577Z,2023-01-02T23:58:07Z,3964200419,15,,3964015849,56,Back,3964200421,388,,,,,,,,,,,,,,,,,5e300bc3sbmy6iqpvmic34qju,D. Núñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494735007,15,1,1,1,14,7yx5dqhhphyvfisohikodajhv,0,36.5,53.9,2023-01-02T17:32:26.535Z,2023-01-02T23:58:11Z,3964200443,388,,3964015865,140,35.3,3964015867,141,35.2,3964015871,213,4.6,3964015869,212,12.8,3964015863,56,Back,3964015861,3,,,,,d9a62lhx21b0ym73rxd6mw8h5,E. Pinnock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494754289,1065,3,1,1,16,c8h9bw1l82s06h77xxrelzhur,0,66.9,57.3,2023-01-02T17:32:27.706Z,2023-01-02T23:58:18Z,3964122219,464,,3964200473,178,,3964122221,467,45zetxtrvjb3muvcrr9b5it3p,3964122217,286,,3964122215,56,Center,,,,,,,,,,5e300bc3sbmy6iqpvmic34qju,D. Núñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494735011,23,4,1,1,16,c8h9bw1l82s06h77xxrelzhur,1,64.2,62.2,2023-01-02T17:32:28.068Z,2023-01-02T23:58:24Z,3964015905,233,16,3964015889,152,,3964015891,265,,3964015893,286,,3964015885,13,,3964015887,56,Center,,,,,,,5e300bc3sbmy6iqpvmic34qju,D. Núñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494735013,16,4,1,1,16,7yx5dqhhphyvfisohikodajhv,0,35.8,37.8,2023-01-02T17:32:28.069Z,2023-01-02T23:58:23Z,3964015901,265,,3964015903,285,,3964200495,178,,3964015909,233,23,3964015899,152,,3964015897,56,Back,3964015895,13,,,,,45zetxtrvjb3muvcrr9b5it3p,M. Jørgensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494735041,17,17,1,1,20,7yx5dqhhphyvfisohikodajhv,1,0,0,2023-01-02T17:32:32.543Z,2023-01-02T23:58:25Z,3964016017,31,,3964016021,13,243,3964016019,393,,,,,,,,,,,,,,,,,45zetxtrvjb3muvcrr9b5it3p,M. Jørgensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494735131,24,1,1,2,5,c8h9bw1l82s06h77xxrelzhur,1,67.1,79.7,2023-01-02T17:33:17.217Z,2023-01-02T23:58:45Z,3964016313,213,5.6,3964016921,210,15,3964016303,152,,3964016299,5,,3964016305,56,Center,3964016307,140,90.4,3964016309,141,48.8,3964016311,212,32.2,3kwkd3b95n8qzqtq4idxav45x,K. Tsimikas,1,3964016315,1,3964016923,154,3964200521,178,3964016301,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494735167,26,15,1,2,7,c8h9bw1l82s06h77xxrelzhur,1,86.9,41.5,2023-01-02T17:33:18.835Z,2023-01-02T23:58:46Z,3964016943,230,97.7,3964016937,103,19,3964016935,102,48.3,3964016927,29,,3964016931,55,24,3964016889,24,,3964016941,147,42.6,3964016895,82,,5e300bc3sbmy6iqpvmic34qju,D. Núñez,,3964016891,21,3964016945,231,3964016947,233,3964016759,17,47.8,18,3964016929,154,3964016939,146,89.0,3964200597,178,3964016575,56,Center,3964122677,328,3964122675,78,,,,,,,,,,,,,,,,
2494735137,18,10,1,2,7,7yx5dqhhphyvfisohikodajhv,1,11.5,58.8,2023-01-02T17:33:18.863Z,2023-01-02T23:58:56Z,3964016557,94,,3964016903,233,26,3964016343,56,Back,3964200645,178,,3964200647,15,,,,,,,,,,,d9a62lhx21b0ym73rxd6mw8h5,E. Pinnock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494735141,19,6,1,2,8,7yx5dqhhphyvfisohikodajhv,0,4.1,62.2,2023-01-02T17:33:20.137Z,2023-01-02T23:59:00Z,3964016365,73,,3964016349,56,Back,3964022213,233,25,,,,,,,,,,,,,,,,d9a62lhx21b0ym73rxd6mw8h5,E. Pinnock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494735139,25,6,1,2,8,c8h9bw1l82s06h77xxrelzhur,1,95.9,37.8,2023-01-02T17:33:20.137Z,2023-01-02T23:59:00Z,3964016345,56,Center,3964016347,75,,3964016367,233,19,,,,,,,,,,,,,,,,5e300bc3sbmy6iqpvmic34qju,D. Núñez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494735225,27,1,1,2,46,c8h9bw1l82s06h77xxrelzhur,0,99.5,0.5,2023-01-02T17:33:57.791Z,2023-01-02T23:59:03Z,3964016723,1,,3964200677,178,,3964016713,56,Center,3964016717,141,48.5,3964016715,140,89.0,3964016721,213,1.9,3964016719,212,34.5,3964016707,6,,19z8jmren3eytg7fbuzqv73kl,T. Alexander-Arnold,,3964016705,2,3964016711,224,3964016709,155,3964122817,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494735229,20,12,1,2,47,7yx5dqhhphyvfisohikodajhv,1,7.7,56,2023-01-02T17:33:59.358Z,2023-01-02T23:59:13Z,3964016755,15,,3964016741,56,Back,3964016743,140,26.1,3964200707,388,,3964016745,141,51.9,3964016747,212,19.5,3964016749,213,6.1,,,,9k8gysrsy1a261nhcszo4aoyx,V. Janelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494735233,28,1,1,2,49,c8h9bw1l82s06h77xxrelzhur,1,74.5,49,2023-01-02T17:34:00.846Z,2023-01-02T23:59:19Z,3964016785,212,10.3,3964016787,213,4.8,3964016779,56,Center,3964200727,389,,3964016781,140,75.0,3964016783,141,33.9,,,,,,,9twvo5p1ge4zfgy5hcu0nsvdh,A. Oxlade-Chamberlain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494735249,29,2,1,2,51,c8h9bw1l82s06h77xxrelzhur,1,76.5,32.2,2023-01-02T17:34:02.678Z,2023-01-02T23:59:22Z,3964200741,178,,3964016887,141,55.3,3964016885,140,85.9,3964016883,56,Center,3964016881,7,dxze3b3fsfl814bjcs7q6wcet,,,,,,,,,,dz2rfsmhib89jwilpuub10qcq,H. Elliott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494735251,21,55,1,2,51,7yx5dqhhphyvfisohikodajhv,1,14,40.4,2023-01-02T17:34:02.679Z,2023-01-02T23:59:22Z,,,,,,,,,,,,,,,,,,,,,,,,,bxjc2heo4ve54cyvw98qcck45,Y. Wissa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494735299,22,1,1,3,29,7yx5dqhhphyvfisohikodajhv,0,12.6,45.4,2023-01-02T17:34:41.539Z,2023-01-02T23:59:25Z,3964017113,213,0.5,3964017103,241,,3964017105,56,Left,3964017107,140,75.1,3964017111,212,75.7,3964017109,141,100.0,3964017151,155,,3964017115,1,,4iijb6llnz28unsz4rirr3umt,David Raya,,3964200757,178,3964017099,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494735305,23,5,1,3,35,7yx5dqhhphyvfisohikodajhv,0,73.2,101.4,2023-01-02T17:34:46.805Z,2023-01-02T23:59:29Z,3964017143,233,30,3964017135,56,Left,3964017137,347,,,,,,,,,,,,,,,,,4iijb6llnz28unsz4rirr3umt,David Raya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494735301,30,5,1,3,35,c8h9bw1l82s06h77xxrelzhur,1,26.8,-1.4,2023-01-02T17:34:46.805Z,2023-01-02T23:59:29Z,3964017139,233,23,3964017117,56,Back,3964017119,347,,,,,,,,,,,,,,,,,2zfjgh5747ge9r9q0thbk123t,I. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
