id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,assist,qualifier/9/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,keyPass,qualifier/16/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2452498207,8,4,1,0,9,1qtaiy11gswx327s0vkibf70n,1,73.8,83,2022-08-28T15:30:26.494Z,2022-08-28T22:37:02Z,3740282419,265,,3740282417,152,,3740282445,233,4,3740282421,286,,3740282413,13,,3740282415,56,Left,,,,,,,5f72vvw62zdlyrj3mwux2udat,J. Lingard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452498211,4,4,1,0,9,22doj4sgsocqpxw45h607udje,0,26.2,17,2022-08-28T15:30:26.495Z,2022-08-28T22:37:02Z,3740282429,265,,3740282427,152,,3740282479,233,8,3740282431,285,,3740282423,13,,3742011509,178,,3740282425,56,Back,,,,anxby26pfxpu4u5bfy9nbuvah,Emerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452498543,9,1,1,0,46,1qtaiy11gswx327s0vkibf70n,0,77,83,2022-08-28T15:31:03.250Z,2022-08-28T22:37:05Z,3740283965,152,,3740972835,223,,3742011623,178,,3740283971,141,48.1,3740283959,2,,3740972837,20,,3740283977,213,5.4,3740283969,140,95.3,55yy0p6johtu9nxk90zsfctt5,M. Gibbs-White,3740283967,56,Center,3740283961,5,3740283963,155,3740284185,233,6,3740283973,212,30.5,,,,,,,,,,,,,,,,,,,,,,
2452498581,6,41,1,0,47,22doj4sgsocqpxw45h607udje,1,4,53.9,2022-08-28T15:31:04.917Z,2022-08-28T22:37:12Z,3740284301,233,9,3740284163,141,93.5,3740284165,212,39.0,3740284161,140,30.9,3740973139,378,,3742011969,388,,3740284167,213,0.8,,,,ombvyo6p3p5khkn91vubvpat,H. Lloris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452498623,10,1,1,0,53,1qtaiy11gswx327s0vkibf70n,1,72.4,8.9,2022-08-28T15:31:11.011Z,2022-08-28T22:37:17Z,3740284393,213,1.3,3740284387,140,73.8,3740284389,141,16.9,3742012167,178,,3740284391,212,5.6,3740284385,56,Right,,,,,,,3mgjcyaseuexxlssgatjgsand,N. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452498643,11,1,1,0,55,1qtaiy11gswx327s0vkibf70n,0,74.9,16.7,2022-08-28T15:31:12.902Z,2022-08-28T22:37:22Z,3740973487,224,,3742012293,178,,3740973489,20,,3740284475,141,53.7,3740284481,1,,3740284473,140,95.1,3740284471,56,Center,3740284479,213,0.9,5f72vvw62zdlyrj3mwux2udat,J. Lingard,3740284477,212,32.9,3740284467,2,3740284469,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452498647,7,52,1,0,57,22doj4sgsocqpxw45h607udje,1,5.1,46.4,2022-08-28T15:31:14.505Z,2022-08-28T22:37:30Z,3742012703,179,,3740973617,377,,,,,,,,,,,,,,,,,,,,ombvyo6p3p5khkn91vubvpat,H. Lloris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452498933,8,1,1,1,14,22doj4sgsocqpxw45h607udje,1,4.3,48.5,2022-08-28T15:31:31.237Z,2022-08-29T00:38:26Z,3740286045,56,Back,3740286043,123,,3740286051,212,10.7,3740286053,213,1.3,3740286047,140,7.3,3740286049,141,63.5,3740287033,189,,3742013095,178,,ombvyo6p3p5khkn91vubvpat,H. Lloris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452717861,857,1,1,1,17,22doj4sgsocqpxw45h607udje,0,4.8,70.6,2022-08-28T15:31:34.886Z,2022-08-29T00:38:26Z,3741492523,1,,3741492515,140,40.0,3741492511,56,Back,3742013251,178,,3741492721,189,,3741492519,212,37.3,3741492517,141,63.7,3741492521,213,6.2,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452498945,12,61,1,1,19,1qtaiy11gswx327s0vkibf70n,1,60.3,39.7,2022-08-28T15:31:36.610Z,2022-08-29T00:38:26Z,3740290097,189,,3742232367,388,,3740286133,56,Center,,,,,,,,,,,,,,,,av7e2wk5ub7qnh3sqcvssvh79,S. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452498963,13,49,1,1,21,1qtaiy11gswx327s0vkibf70n,1,61.4,39.5,2022-08-28T15:31:38.250Z,2022-08-29T00:38:26Z,,,,,,,,,,,,,,,,,,,,,,,,,ece7xph4emgawvh7mr56319ex,R. Yates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452498969,14,1,1,1,21,1qtaiy11gswx327s0vkibf70n,0,61.4,39.5,2022-08-28T15:31:38.919Z,2022-08-28T22:38:11Z,3740286223,141,46.7,3740286225,212,7.6,3742013985,178,,3740286219,56,Center,3740286221,140,66.9,3740286227,213,0.7,,,,,,,ece7xph4emgawvh7mr56319ex,R. Yates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452498955,9,8,1,1,22,22doj4sgsocqpxw45h607udje,1,27.9,53.7,2022-08-28T15:31:39.379Z,2022-08-28T22:38:16Z,3740286169,56,Back,3740974867,384,,3742014209,178,,,,,,,,,,,,,,,,,3wp8fuk07m1ph1fpmbqe7tf55,R. Bentancur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452498979,10,49,1,1,23,22doj4sgsocqpxw45h607udje,1,30.4,57.3,2022-08-28T15:31:40.286Z,2022-08-28T22:38:22Z,,,,,,,,,,,,,,,,,,,,,,,,,4zxrdmwphkxvkvo6bt30uanrp,P. Højbjerg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499095,11,1,1,1,24,22doj4sgsocqpxw45h607udje,1,30.6,57.5,2022-08-28T15:31:41.608Z,2022-08-28T22:38:28Z,3740286829,140,35.2,3740286827,56,Back,3742014535,178,,3740286831,141,66.6,3740286835,213,0.9,3740286833,212,7.8,,,,,,,4zxrdmwphkxvkvo6bt30uanrp,P. Højbjerg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499099,12,50,1,1,28,22doj4sgsocqpxw45h607udje,1,57.2,57.7,2022-08-28T15:31:45.434Z,2022-08-28T22:38:38Z,3740286845,56,Center,3740286847,286,,3740286983,233,15,,,,,,,,,,,,,,,,12ekwo6gbza410blv4b4r7ydx,Son Heung-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499113,15,7,1,1,28,1qtaiy11gswx327s0vkibf70n,1,42.8,42.3,2022-08-28T15:31:45.472Z,2022-08-28T22:38:42Z,3740975177,384,,3740286909,56,Back,3740286911,285,,3740286959,233,12,3742015045,178,,,,,,,,,,,3mgjcyaseuexxlssgatjgsand,N. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499119,16,49,1,1,30,1qtaiy11gswx327s0vkibf70n,1,31.2,58.1,2022-08-28T15:31:47.455Z,2022-08-28T22:38:53Z,,,,,,,,,,,,,,,,,,,,,,,,,12cgiy0t282ywdbr5j78hrxsl,S. McKenna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499189,17,1,1,1,30,1qtaiy11gswx327s0vkibf70n,1,31.2,57.5,2022-08-28T15:31:47.466Z,2022-08-28T22:38:56Z,3740287291,141,47.0,3742015587,178,,3740287295,213,3.5,3740287289,140,14.4,3740287287,56,Back,3740287293,212,19.0,,,,,,,12cgiy0t282ywdbr5j78hrxsl,S. McKenna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499207,18,1,1,1,34,1qtaiy11gswx327s0vkibf70n,1,14.5,46,2022-08-28T15:31:51.648Z,2022-08-28T22:39:01Z,3740287425,1,,3740287423,213,0.5,3742015723,178,,3740287409,56,Center,3740287411,140,50.6,3740287405,155,,3740287417,141,73.4,3740287421,212,42.2,5z8ycnd0smdkumi5fgtzf7c9h,D. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499295,19,1,1,1,36,1qtaiy11gswx327s0vkibf70n,1,50.6,73.4,2022-08-28T15:31:53.363Z,2022-08-28T22:39:17Z,3740287895,56,Back,3740287903,213,2.2,3742016183,178,,3742016185,21,,3740287901,212,9.8,3740287897,140,45.2,3740287899,141,85.1,,,,55yy0p6johtu9nxk90zsfctt5,M. Gibbs-White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499345,20,1,1,1,43,1qtaiy11gswx327s0vkibf70n,1,63.1,93.3,2022-08-28T15:32:00.414Z,2022-08-28T22:39:21Z,3740288141,212,13.3,3740288135,56,Center,3740288137,140,58.4,3740288139,141,75.2,3742016273,178,,3740288143,213,4.3,,,,,,,1vklxifs8qpj71s4reu3pkw5x,H. Toffolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499407,21,1,1,1,46,1qtaiy11gswx327s0vkibf70n,1,56.8,66.2,2022-08-28T15:32:03.131Z,2022-08-28T22:39:26Z,3740288385,56,Back,3742016495,178,,3740288391,212,27.1,3740288389,141,28.9,3740288393,213,4.3,3740288387,140,47.6,,,,,,,dcq0nu7mmecab5djjwg0n8ktm,L. O'Brien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499531,22,1,1,1,50,1qtaiy11gswx327s0vkibf70n,1,55.4,24.4,2022-08-28T15:32:07.299Z,2022-08-28T22:39:29Z,3740289033,213,6.1,3740289025,56,Right,3740289023,155,,3740289027,140,84.8,3740289029,141,15.7,3740289031,212,31.4,3742016581,178,,,,,1tuivl8zdnsaz8vbed2z582qx,J. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499535,23,61,1,1,52,1qtaiy11gswx327s0vkibf70n,0,84.9,15.7,2022-08-28T15:32:09.291Z,2022-08-28T22:40:12Z,3740289059,56,Right,3742017255,178,,,,,,,,,,,,,,,,,,,,1l228p52d8wdf8qhfxqu8rca,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499525,13,61,1,1,53,22doj4sgsocqpxw45h607udje,1,15.9,90,2022-08-28T15:32:10.717Z,2022-08-28T22:40:24Z,3742018633,178,,3740289001,56,Back,3742018631,21,,,,,,,,,,,,,,,,,2gsq05yyxwe4f8t79j6d49q6t,I. Perišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499553,14,49,1,1,54,22doj4sgsocqpxw45h607udje,1,22.5,77.1,2022-08-28T15:32:11.839Z,2022-08-28T22:40:44Z,,,,,,,,,,,,,,,,,,,,,,,,,7qy1hiitksyuaa9l0irxg240l,B. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452511835,132,1,1,1,55,22doj4sgsocqpxw45h607udje,1,11.7,93.1,2022-08-28T15:32:12.443Z,2022-08-28T22:40:38Z,3740357439,140,19.2,3740357443,141,81.8,3740357447,212,11.0,3740357449,213,5.5,3740357435,56,Back,3742019115,178,,,,,,,,7qy1hiitksyuaa9l0irxg240l,B. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499573,15,1,1,1,57,22doj4sgsocqpxw45h607udje,0,22.5,77.1,2022-08-28T15:32:14.431Z,2022-08-28T22:40:54Z,3740289241,141,87.8,3740289243,212,9.4,3740289245,213,0.9,3740289237,56,Back,3742019767,178,,3740289239,140,28.1,,,,,,,3wp8fuk07m1ph1fpmbqe7tf55,R. Bentancur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499569,24,49,1,1,58,1qtaiy11gswx327s0vkibf70n,1,74.7,9.5,2022-08-28T15:32:15.560Z,2022-08-29T00:09:44Z,,,,,,,,,,,,,,,,,,,,,,,,,1tuivl8zdnsaz8vbed2z582qx,J. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499587,25,1,1,1,59,1qtaiy11gswx327s0vkibf70n,0,74.7,9.5,2022-08-28T15:32:16.799Z,2022-08-28T22:41:04Z,3740289327,213,1.4,3742020083,178,,3740289321,140,77.3,3740289317,56,Center,3740289325,212,12.9,3740289323,141,28.0,,,,,,,1tuivl8zdnsaz8vbed2z582qx,J. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499593,16,8,1,2,0,22doj4sgsocqpxw45h607udje,1,21.6,67.2,2022-08-28T15:32:17.355Z,2022-08-28T22:41:10Z,3740289343,56,Back,3742020321,178,,3740977017,384,,,,,,,,,,,,,,,,,4zxrdmwphkxvkvo6bt30uanrp,P. Højbjerg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499653,18,49,1,2,2,22doj4sgsocqpxw45h607udje,1,5.2,49.9,2022-08-28T15:32:19.582Z,2022-08-28T22:41:15Z,,,,,,,,,,,,,,,,,,,,,,,,,ombvyo6p3p5khkn91vubvpat,H. Lloris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499611,17,43,1,2,2,22doj4sgsocqpxw45h607udje,1,0,0,2022-08-28T15:32:19.771Z,2022-08-28T15:32:21Z,3740289561,144,8,3740289403,56,Back,,,,,,,,,,,,,,,,,,,4zxrdmwphkxvkvo6bt30uanrp,P. Højbjerg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499677,19,1,1,2,4,22doj4sgsocqpxw45h607udje,1,5.2,49.9,2022-08-28T15:32:21.081Z,2022-08-28T22:41:19Z,3740289805,212,26.9,3740289797,140,15.8,3742020683,178,,3740289801,141,13.9,3740289793,56,Back,3740289809,213,5.1,,,,,,,ombvyo6p3p5khkn91vubvpat,H. Lloris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499805,20,1,1,2,6,22doj4sgsocqpxw45h607udje,1,20.1,13.4,2022-08-28T15:32:23.856Z,2022-08-28T22:41:24Z,3740290481,56,Back,3740290487,212,17.8,3740290489,213,0.4,3740290485,141,23.5,3740290483,140,35.7,3742020903,178,,,,,,,,anxby26pfxpu4u5bfy9nbuvah,Emerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499833,21,1,1,2,16,22doj4sgsocqpxw45h607udje,1,67.4,9.2,2022-08-28T15:32:33.209Z,2022-08-28T22:41:28Z,3740290717,213,3.4,3740290711,140,55.5,3742021019,178,,3740290715,212,12.9,3740290713,141,4.7,3740290709,56,Right,,,,,,,dlf31m2lrfl0biop1demgvh7t,D. Kulusevski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499849,22,1,1,2,18,22doj4sgsocqpxw45h607udje,1,55.5,4.7,2022-08-28T15:32:35.379Z,2022-08-28T22:41:34Z,3740290823,141,46.0,3740290825,212,35.2,3740290829,1,,3740290827,213,2.2,3742021201,178,,3740290821,140,35.3,3740290819,56,Back,,,,4zxrdmwphkxvkvo6bt30uanrp,P. Højbjerg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499873,23,1,1,2,21,22doj4sgsocqpxw45h607udje,1,35.2,48.5,2022-08-28T15:32:38.858Z,2022-08-28T22:41:37Z,3740290991,213,1.2,3740290985,140,44.1,3740290983,56,Back,3742021289,178,,3740290987,141,85.8,3740290989,212,27.0,,,,,,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499897,24,1,1,2,24,22doj4sgsocqpxw45h607udje,1,45.8,87.5,2022-08-28T15:32:41.938Z,2022-08-28T22:41:40Z,3740291113,212,13.4,3740291115,213,0.5,3740291109,140,57.2,3742021425,178,,3740291107,56,Left,3740291111,141,96.5,,,,,,,7qy1hiitksyuaa9l0irxg240l,B. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499907,25,1,1,2,26,22doj4sgsocqpxw45h607udje,0,57.5,96.6,2022-08-28T15:32:43.366Z,2022-08-28T22:41:45Z,3740291179,140,59.8,3740291177,56,Center,3740291183,212,14.3,3740291185,213,4.9,3740291181,141,75.8,3742021659,178,,,,,,,,2gsq05yyxwe4f8t79j6d49q6t,I. Perišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499937,26,49,1,2,28,1qtaiy11gswx327s0vkibf70n,1,44.4,25.1,2022-08-28T15:32:45.074Z,2022-08-28T22:41:51Z,,,,,,,,,,,,,,,,,,,,,,,,,ece7xph4emgawvh7mr56319ex,R. Yates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499975,27,1,1,2,28,1qtaiy11gswx327s0vkibf70n,1,44.4,25.1,2022-08-28T15:32:45.425Z,2022-08-28T22:41:53Z,3740291543,56,Center,3742022173,178,,3740291551,141,36.2,3740291559,213,0.4,3740291555,212,20.7,3740291547,140,62.8,,,,,,,ece7xph4emgawvh7mr56319ex,R. Yates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499965,26,45,1,2,30,22doj4sgsocqpxw45h607udje,0,35.8,64.7,2022-08-28T15:32:47.437Z,2023-02-02T11:35:20Z,4007964687,233,28,3740291497,56,Back,3740291499,285,,,,,,,,,,,,,,,,,4zxrdmwphkxvkvo6bt30uanrp,P. Højbjerg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499977,28,3,1,2,30,1qtaiy11gswx327s0vkibf70n,1,64.2,35.3,2022-08-28T15:32:47.437Z,2023-02-02T11:35:14Z,3740291619,233,26,3740291567,286,,3741448611,464,,3742022663,178,,3740291565,56,Center,,,,,,,,,,55yy0p6johtu9nxk90zsfctt5,M. Gibbs-White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500049,29,1,1,2,35,1qtaiy11gswx327s0vkibf70n,1,79.4,44.9,2022-08-28T15:32:52.377Z,2022-08-28T22:42:26Z,3740291959,212,20.4,3740291957,141,73.5,3742023893,178,,3740291951,56,Center,3740291961,213,1.3,3740291955,140,85.2,,,,,,,55yy0p6johtu9nxk90zsfctt5,M. Gibbs-White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500097,30,1,1,2,38,1qtaiy11gswx327s0vkibf70n,1,85.2,73.5,2022-08-28T15:32:55.438Z,2022-08-28T22:42:30Z,3740292223,213,3.2,3740292215,56,Center,3740292217,140,78.8,3740292219,141,73.1,3742024045,178,,3740292221,212,6.7,,,,,,,5f72vvw62zdlyrj3mwux2udat,J. Lingard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
