id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/12/value,qualifier/10/value,keyPass,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/15/value,qualifier/16/value
2497349871,1,34,16,0,0,7yx5dqhhphyvfisohikodajhv,1,0,0,2023-01-14T16:30:02.472Z,2023-01-14T16:56:02Z,3977775431,130,4,3977775421,30,"4iijb6llnz28unsz4rirr3umt, 32bvxwhceid2xdcfx6cd8a8d1, 9k8gysrsy1a261nhcszo4aoyx, 8ju1opnca42o8i00wq3onzmqd, d9a62lhx21b0ym73rxd6mw8h5, 66939rcic8zhw13nlcniiq4t1, dtol82tjlq48bs0s70sisguz9, bs7iyv9ys61m88qh4rvb0tpzp, b36foqukxn8obd969q6sea7yt, v78uhwxgzojcec8lsdvucusp, bxjc2heo4ve54cyvw98qcck45, eg2jk0f0l2l1gurwwn2au6nyt, 1h3mduwlaf89ebwtqxuegsodm, 45zetxtrvjb3muvcrr9b5it3p, 2xgvd7xovqcd6q30m59dbi11x, ebzt12h6z4a9mok0rohagmzf9, 7j36oy8n0tu8ps0haqb4es48a, ek0k9s7axizns3vtzyy3z5nu, a87w6l9zsbahdi4knm1347zs9, 68n1ydedtlw2s6toghw9qiprd",3977775435,194,8ju1opnca42o8i00wq3onzmqd,3977775437,197,2058,3977775433,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3977775427,59,"1, 20, 27, 6, 5, 16, 8, 10, 17, 19, 11, 7, 9, 13, 14, 22, 23, 24, 29, 30",3977775439,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3977775423,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497349947,1,34,16,0,0,1pse9ta7a45pi2w2grjim70ge,1,0,0,2023-01-14T16:30:04.789Z,2023-01-14T20:42:13Z,3977775831,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3977775835,130,6,3977775841,197,16926,3977775833,59,"13, 17, 5, 8, 6, 25, 10, 4, 21, 29, 32, 51, 1, 3, 14, 20, 22, 33, 49, 50",3977775829,30,"1um5sa7iogc29aadvkabadyad, bzjzvw54k5cmo93wdkjv89knp, 7gyfpskzbb3r5nhiniky22o6h, 6gxyeuqjnyj9bl4n8kz14sv6d, bvlkh4zxfuo5frhj7ogpnecbt, 95pzsjfh0wf6isp6qpf9lddyh, cr4c6htcw2jewsvboj6s8p045, djelmk2oafas355n2u0d1bumt, efq6i6kz6ca3u91snwmptef2t, 33cny48k38nlo8pcx3i24ldqt, 8cmkqkrjme3wb0gegzn1e6xre, 3jm69rca8lhbkxsw6l5zdrjtg, 12l99v9rpet6ug6n121tg6ay1, e6la6wx7o6x7k4srpq8tdsafp, 2u0613a3yx2fk1pefmb722rbp, b187awt0wdxh20fx1rn5vgewa, 2ubxzcc4zioelrh0cvxnae4lx, 918sxflcvngsy0xvc9dh3jaei, 1n1iqt63gkt8nly9lia2wbkt0, 693netcs4pscc5jj23i6w8bv8",3977775837,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3977775839,194,7gyfpskzbb3r5nhiniky22o6h,3977775843,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497408709,2,32,1,0,0,7yx5dqhhphyvfisohikodajhv,1,0,0,2023-01-14T17:30:09.152Z,2023-01-14T23:46:19Z,3978091453,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497408703,2,32,1,0,0,1pse9ta7a45pi2w2grjim70ge,1,0,0,2023-01-14T17:30:09.152Z,2023-01-14T17:30:09Z,3978091435,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497408741,3,1,1,0,0,1pse9ta7a45pi2w2grjim70ge,1,50.1,49.9,2023-01-14T17:30:09.247Z,2023-01-15T02:48:53Z,3978091595,141,45.1,3978856221,178,,3978091591,56,Back,3978091601,279,S,3978091599,213,3.3,3978091593,140,31.6,3978091597,212,19.7,,,,efq6i6kz6ca3u91snwmptef2t,K. Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497408757,4,1,1,0,2,1pse9ta7a45pi2w2grjim70ge,1,30.8,45.2,2023-01-14T17:30:11.584Z,2023-01-15T02:48:58Z,3978091661,213,5.0,3978091659,212,12.3,3978091653,140,33.6,3978091655,141,27.7,3978856285,178,,3978091651,56,Back,,,,,,,95pzsjfh0wf6isp6qpf9lddyh,M. Senesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497408777,5,1,1,0,4,1pse9ta7a45pi2w2grjim70ge,1,33.7,27.3,2023-01-14T17:30:14.016Z,2023-01-15T02:49:01Z,3978091769,212,16.1,3978091767,141,4.7,3978091763,56,Back,3978091771,213,5.0,3978091765,140,38.2,3978856355,178,,,,,,,,bvlkh4zxfuo5frhj7ogpnecbt,C. Mepham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497408811,6,1,1,0,8,1pse9ta7a45pi2w2grjim70ge,1,41.1,3.8,2023-01-14T17:30:17.329Z,2023-01-15T02:49:04Z,3978091849,140,31.0,3978091853,212,14.6,3978091847,56,Back,3978856401,178,,3978091855,213,2.4,3978091851,141,18.5,,,,,,,bzjzvw54k5cmo93wdkjv89knp,J. Stacey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497408857,7,1,1,0,10,1pse9ta7a45pi2w2grjim70ge,1,32.5,24.3,2023-01-14T17:30:19.818Z,2023-01-15T02:49:08Z,3978092095,140,29.6,3978092101,213,1.8,3978092093,56,Back,3978092097,141,48.5,3978856451,178,,3978092099,212,16.7,,,,,,,bvlkh4zxfuo5frhj7ogpnecbt,C. Mepham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497408881,8,1,1,0,14,1pse9ta7a45pi2w2grjim70ge,1,29.8,66.4,2023-01-14T17:30:24.144Z,2023-01-15T02:49:13Z,3978092209,140,27.3,3978092207,56,Back,3978092213,212,11.4,3978092215,213,1.8,3978856505,178,,3978092211,141,82.7,,,,,,,95pzsjfh0wf6isp6qpf9lddyh,M. Senesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497408935,9,1,1,0,17,1pse9ta7a45pi2w2grjim70ge,1,28.7,83.9,2023-01-14T17:30:26.339Z,2023-01-15T02:49:15Z,3978092359,213,0.5,3978092357,212,17.8,3978092353,140,43.4,3978092355,141,96.9,3978856525,178,,3978092351,56,Back,,,,,,,7gyfpskzbb3r5nhiniky22o6h,L. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497408949,10,1,1,0,22,1pse9ta7a45pi2w2grjim70ge,1,41.3,95.7,2023-01-14T17:30:32.139Z,2023-01-15T02:49:20Z,3978092425,141,86.9,3978092431,213,4.8,3978092419,140,41.9,3978092429,212,6.0,3978092415,56,Back,3978856557,178,,,,,,,,8cmkqkrjme3wb0gegzn1e6xre,J. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497408957,11,1,1,0,23,1pse9ta7a45pi2w2grjim70ge,1,43.5,87.5,2023-01-14T17:30:32.870Z,2023-01-15T02:49:23Z,3978092501,213,1.1,3978092497,212,6.9,3978092487,56,Back,3978092493,141,96.5,3978092491,140,46.6,3978856601,178,,,,,,,,djelmk2oafas355n2u0d1bumt,L. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497408965,12,1,1,0,24,1pse9ta7a45pi2w2grjim70ge,0,46.8,95.7,2023-01-14T17:30:34.013Z,2023-01-15T02:49:25Z,3978092545,140,55.9,3978092549,212,11.9,3978092553,213,5.6,3978856639,178,,3978092547,141,85.3,3978092543,56,Left,,,,,,,8cmkqkrjme3wb0gegzn1e6xre,J. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497408971,3,49,1,0,26,7yx5dqhhphyvfisohikodajhv,1,44,25.7,2023-01-14T17:30:35.176Z,2023-01-15T02:49:35Z,,,,,,,,,,,,,,,,,,,,,,,,,8ju1opnca42o8i00wq3onzmqd,C. Nørgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497408981,4,1,1,0,26,7yx5dqhhphyvfisohikodajhv,1,44,25.7,2023-01-14T17:30:35.254Z,2023-01-15T02:49:39Z,3978092611,212,19.3,3978092605,56,Center,3978092607,140,62.4,3978856715,178,,3978092613,213,6.2,3978092609,141,24.2,,,,,,,8ju1opnca42o8i00wq3onzmqd,C. Nørgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497408999,5,1,1,0,28,7yx5dqhhphyvfisohikodajhv,1,62.8,24.2,2023-01-14T17:30:37.152Z,2023-01-15T02:49:45Z,3978092691,56,Right,3978092695,141,10.9,3978856861,178,,3978092693,140,60.8,3978092697,212,9.3,3978092699,213,4.5,,,,,,,b36foqukxn8obd969q6sea7yt,I. Toney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497409001,6,50,1,0,28,7yx5dqhhphyvfisohikodajhv,1,62.8,6.9,2023-01-14T17:30:37.768Z,2023-01-15T02:49:55Z,3978092847,233,13,3978092703,56,Right,3978092705,286,,,,,,,,,,,,,,,,,v78uhwxgzojcec8lsdvucusp,B. Mbeumo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497409019,13,7,1,0,29,1pse9ta7a45pi2w2grjim70ge,1,37.2,93.1,2023-01-14T17:30:38.878Z,2023-01-15T02:49:58Z,3978092817,167,,3978092821,285,,3978512979,385,,3978092819,56,Back,3978092843,233,6,3978857091,178,,,,,,,,djelmk2oafas355n2u0d1bumt,L. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497409029,7,5,1,0,31,7yx5dqhhphyvfisohikodajhv,1,56.9,-1.2,2023-01-14T17:30:40.894Z,2023-01-15T02:50:00Z,3978092853,347,,3978092851,56,Right,3978092871,233,14,,,,,,,,,,,,,,,,v78uhwxgzojcec8lsdvucusp,B. Mbeumo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
