id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/13/value,qualifier/20/id,qualifier/20/qualifierId
2529023953,13,44,1,1,30,7vn2i2kd35zuetw6b38gw9jsz,1,43.6,19.4,2023-04-05T19:03:27.095Z,2023-04-06T06:35:53Z,4165765683,233,16,4165765557,285,,4165765555,56,Back,,,,,,,,,,,,,,,,dxxc4dioaioidmvamkzqr4b85,F. Schär,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023965,16,44,1,1,30,4txjdaqveermfryvbfrr4taf7,0,56.4,80.6,2023-04-05T19:03:27.096Z,2023-04-06T03:53:56Z,4165765619,286,,4165765711,233,13,4165765617,56,Left,,,,,,,,,,,,,,,,3c7vnmec038bhz5rq36ywi2fp,M. Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023957,14,1,1,1,31,7vn2i2kd35zuetw6b38gw9jsz,0,44.3,19.9,2023-04-05T19:03:27.240Z,2023-04-06T06:35:54Z,4165765579,140,48.2,4165765581,141,12.7,4165765585,212,6.4,4165765587,213,5.4,4165765577,56,Back,4165765575,3,,4166711685,388,,,,,dxxc4dioaioidmvamkzqr4b85,F. Schär,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023999,17,49,1,1,32,4txjdaqveermfryvbfrr4taf7,1,56.7,87.3,2023-04-05T19:03:28.981Z,2023-04-06T03:54:03Z,,,,,,,,,,,,,,,,,,,,,,,,,exviw7gzg5p3vaiwaq4ujw9ud,S. Benrahma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529024023,18,1,1,1,34,4txjdaqveermfryvbfrr4taf7,1,52,89.4,2023-04-05T19:03:31.011Z,2023-04-06T03:54:09Z,4165765897,140,50.9,4166711983,178,,4165765895,56,Left,4165765901,212,4.9,4165765899,141,96.4,4165765903,213,1.8,,,,,,,exviw7gzg5p3vaiwaq4ujw9ud,S. Benrahma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529024043,19,1,1,1,35,4txjdaqveermfryvbfrr4taf7,1,52.4,96.2,2023-04-05T19:03:31.677Z,2023-04-06T03:54:15Z,4166712147,178,,4165765973,56,Left,4165765977,140,63.6,4165765991,213,5.9,4165765987,212,12.5,4165765983,141,89.8,,,,,,,6jgocc12bori2wygyu07c082x,D. Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529024031,15,45,1,1,37,7vn2i2kd35zuetw6b38gw9jsz,0,34.8,11.9,2023-04-05T19:03:33.293Z,2023-04-06T03:54:23Z,4165765927,285,,4165765925,56,Back,4165766069,233,20,,,,,,,,,,,,,,,,65z99j774kjnbf7vm0u2q0jit,K. Trippier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529024053,20,3,1,1,37,4txjdaqveermfryvbfrr4taf7,1,65.2,88.1,2023-04-05T19:03:33.293Z,2023-04-06T03:54:23Z,4166712299,178,,4166127971,465,,4165766041,286,,4165766039,56,Left,4165766057,233,15,,,,,,,,,,3c7vnmec038bhz5rq36ywi2fp,M. Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529024057,21,50,1,1,39,4txjdaqveermfryvbfrr4taf7,1,73.9,92.3,2023-04-05T19:03:35.753Z,2023-04-06T03:54:32Z,4165766049,56,Left,4165766133,233,16,4165766051,286,,,,,,,,,,,,,,,,,3c7vnmec038bhz5rq36ywi2fp,M. Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529024061,16,7,1,1,39,7vn2i2kd35zuetw6b38gw9jsz,1,26.1,7.7,2023-04-05T19:03:35.783Z,2023-04-06T03:54:47Z,4165766105,233,21,4165766077,56,Back,4166712963,178,,4166128131,384,,4165766079,285,,,,,,,,,,,dxxc4dioaioidmvamkzqr4b85,F. Schär,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529024063,17,49,1,1,39,7vn2i2kd35zuetw6b38gw9jsz,1,26.1,5.9,2023-04-05T19:03:36.009Z,2023-04-06T03:55:02Z,,,,,,,,,,,,,,,,,,,,,,,,,65z99j774kjnbf7vm0u2q0jit,K. Trippier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529024087,18,1,1,1,41,7vn2i2kd35zuetw6b38gw9jsz,0,26.2,5.8,2023-04-05T19:03:37.779Z,2023-04-06T03:55:14Z,4165766221,141,24.7,4166713497,178,,4165766219,140,43.4,4165766223,212,22.2,4165766225,213,0.6,4165766217,56,Back,,,,,,,65z99j774kjnbf7vm0u2q0jit,K. Trippier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529024097,22,49,1,1,43,4txjdaqveermfryvbfrr4taf7,1,58.4,74.1,2023-04-05T19:03:39.271Z,2023-04-06T03:55:19Z,,,,,,,,,,,,,,,,,,,,,,,,,6wwagkprtmcadu8p6klcu2uhh,T. Souček,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529024141,23,1,1,1,43,4txjdaqveermfryvbfrr4taf7,1,58.4,74.1,2023-04-05T19:03:39.283Z,2023-04-06T03:55:23Z,4165766467,56,Left,4166713951,178,,4165766475,213,1.0,4165766469,140,62.1,4165766473,212,6.7,4165766471,141,82.2,,,,,,,6wwagkprtmcadu8p6klcu2uhh,T. Souček,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529024159,24,1,1,1,44,4txjdaqveermfryvbfrr4taf7,1,61.3,80.8,2023-04-05T19:03:40.409Z,2023-04-06T03:55:28Z,4165766563,141,64.9,4165766567,213,4.6,4165766565,212,10.9,4165766559,56,Center,4165766561,140,60.0,4166714107,178,,,,,,,,6jgocc12bori2wygyu07c082x,D. Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529217197,1643,83,1,1,45,7vn2i2kd35zuetw6b38gw9jsz,1,40.5,35.7,2023-04-05T19:03:42.123Z,2023-04-06T05:53:37Z,4166814873,399,224024,,,,,,,,,,,,,,,,,,,,,,c589fk8pfqvbukvtdqu1yhjv9,Joelinton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529024163,25,1,1,1,46,4txjdaqveermfryvbfrr4taf7,1,60,64.9,2023-04-05T19:03:42.138Z,2023-04-06T03:55:32Z,4165766575,56,Back,4165766577,140,35.8,4166714267,178,,4165766583,213,3.3,4165766581,212,25.7,4165766579,141,59.7,,,,,,,at7mm2zrj2hjhu4bnq1f9noix,Lucas Paquetá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529024197,26,1,1,1,47,4txjdaqveermfryvbfrr4taf7,1,35.6,60.2,2023-04-05T19:03:43.665Z,2023-04-06T03:55:43Z,4165766749,140,27.8,4165766753,212,21.4,4165766747,56,Back,4166714507,178,,4165766755,213,2.0,4165766751,141,89.3,,,,,,,9qdm0nxg1g046olii48z3crf9,K. Zouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529024217,27,1,1,1,51,4txjdaqveermfryvbfrr4taf7,0,27.8,90.1,2023-04-05T19:03:47.842Z,2023-04-06T03:55:46Z,4165766881,213,0.1,4165766879,212,37.7,4165766883,1,,4166714571,178,,4165766871,155,,4165766875,140,63.5,4165766877,141,96.6,4165766873,56,Left,3o0zpl9cnmna2hyk595ja0xrd,N. Aguerd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529024251,19,1,1,1,54,7vn2i2kd35zuetw6b38gw9jsz,0,36.7,6.5,2023-04-05T19:03:50.508Z,2023-04-06T03:55:52Z,4165767049,212,12.1,4166714725,388,,4165767041,3,,4165767051,213,0.2,4165767043,56,Back,4165767047,141,9.4,4165767045,140,48.1,,,,65z99j774kjnbf7vm0u2q0jit,K. Trippier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529024253,28,44,1,1,56,4txjdaqveermfryvbfrr4taf7,1,53.2,90.5,2023-04-05T19:03:52.190Z,2023-04-06T06:35:54Z,4165767099,233,20,4165767059,56,Left,4165767061,286,,,,,,,,,,,,,,,,,6jgocc12bori2wygyu07c082x,D. Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529024257,20,44,1,1,56,7vn2i2kd35zuetw6b38gw9jsz,0,46.8,9.5,2023-04-05T19:03:52.191Z,2023-04-06T03:55:55Z,4166592627,233,28,4165767071,56,Back,4165767073,285,,,,,,,,,,,,,,,,,9pv566tidfz21e00y4t0mbap5,S. Longstaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529024261,29,1,1,1,56,4txjdaqveermfryvbfrr4taf7,1,53.8,90.3,2023-04-05T19:03:52.341Z,2023-04-06T06:35:54Z,4165767109,141,97.3,4165767113,213,0.7,4165767103,3,,4165767107,140,59.3,4165767105,56,Left,4165767111,212,7.5,4166714899,388,,,,,6jgocc12bori2wygyu07c082x,D. Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529024281,30,1,1,1,57,4txjdaqveermfryvbfrr4taf7,1,61.7,94.7,2023-04-05T19:03:53.394Z,2023-04-06T03:56:36Z,4165767211,56,Left,4165767215,141,90.1,4165767213,140,61.6,4165767217,212,3.1,4166715783,178,,4165767219,213,4.7,,,,,,,exviw7gzg5p3vaiwaq4ujw9ud,S. Benrahma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529024285,31,1,1,1,57,4txjdaqveermfryvbfrr4taf7,1,61.6,90.1,2023-04-05T19:03:54.012Z,2023-04-06T03:56:40Z,4165767231,212,4.4,4165767233,213,1.5,4165767227,140,61.9,4165767225,56,Left,4165767229,141,96.6,4166715901,178,,,,,,,,at7mm2zrj2hjhu4bnq1f9noix,Lucas Paquetá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529024307,32,1,1,2,0,4txjdaqveermfryvbfrr4taf7,1,63.1,95.8,2023-04-05T19:03:56.379Z,2023-04-06T03:56:46Z,4165767317,213,3.4,4165767313,212,13.5,4165767299,56,Left,4166716043,178,,4165767307,141,90.3,4165767303,140,50.7,,,,,,,exviw7gzg5p3vaiwaq4ujw9ud,S. Benrahma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529024325,33,1,1,2,1,4txjdaqveermfryvbfrr4taf7,1,44.8,90.7,2023-04-05T19:03:57.894Z,2023-04-06T03:56:50Z,4165767391,140,31.9,4165767395,212,13.6,4165767393,141,92.7,4166716103,178,,4165767397,213,3.0,4165767389,56,Back,,,,,,,6jgocc12bori2wygyu07c082x,D. Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529024361,34,1,1,2,4,4txjdaqveermfryvbfrr4taf7,1,30.5,93.5,2023-04-05T19:04:00.427Z,2023-04-06T03:56:55Z,4165767589,212,30.7,4166716225,178,,4165767587,141,60.5,4165767583,56,Back,4165767585,140,10.5,4165767591,213,4.0,,,,,,,3o0zpl9cnmna2hyk595ja0xrd,N. Aguerd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
