id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/13/value,qualifier/20/id,qualifier/20/qualifierId
2529001393,1,34,16,0,0,7vn2i2kd35zuetw6b38gw9jsz,1,0,0,2023-04-05T18:00:01.348Z,2023-04-05T18:00:01Z,4165650381,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4165650379,197,420,4165650365,30,"9s9i1a7hdq5bud8ma2dqi295h, 65z99j774kjnbf7vm0u2q0jit, 6f1ljb0an6d0g4nbap6xgxsyd, 72m84nwa6dshu3ibmy13dz5rd, dxxc4dioaioidmvamkzqr4b85, 4jwkz8almo2997hvp09zl0p9l, 9pv566tidfz21e00y4t0mbap5, c589fk8pfqvbukvtdqu1yhjv9, 66r7rq9kcoyow46ovmhzrtec5, 37d7oej48pb143o5eilue1hhx, doctoq9o6be1yap6je75w0vrp, 7w4l5mrrrg66wvdd8ndb5zb9x, 7z5ugeh3ejhwa3c8tg7idkpud, 8mjj0wgufggpc1ai2dk21h90p, 8lst9t1pyjhibrxh7xxl3wn9x, 7g5elxh8h34yj55h9heydhzv9, 7x6mnev1ob4u5ffmdsvusb4rt, 23oysjfutg5xy1f3o9bapnmxh, 5tbabvk43ljv3z3wd9mh0y8r9, exzca2akgjl00jfd2hzh33h7t",4165650369,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4165650375,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4165650373,130,4,4165650377,194,65z99j774kjnbf7vm0u2q0jit,4165650371,59,"22, 2, 33, 39, 5, 4, 36, 7, 9, 23, 10, 1, 6, 8, 11, 13, 14, 19, 28, 32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529001405,2,34,16,0,0,4txjdaqveermfryvbfrr4taf7,1,0,0,2023-04-05T18:00:05.063Z,2023-04-05T19:11:06Z,4165650479,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4165650465,30,"eagrmpe9ft8daly57l1ja8lhx, cm0gwoyh5rdb216fx685a7l5h, 8qezzr83ofw7htqufohg2fwlx, 6jgocc12bori2wygyu07c082x, 9qdm0nxg1g046olii48z3crf9, 3o0zpl9cnmna2hyk595ja0xrd, d542ijpf3j9hdrtt1mfe6vwlx, 6wwagkprtmcadu8p6klcu2uhh, 3c7vnmec038bhz5rq36ywi2fp, at7mm2zrj2hjhu4bnq1f9noix, exviw7gzg5p3vaiwaq4ujw9ud, 9w5o8b18ffu4qr4bdnfrk4ogl, 4ryipy52oscxkv71ws0os5w5, 6aix9yu384pv1caanqiol231l, ebj88k2kxp7r1x6lmrqacuaj9, 44zyk38a8ffdjr5bmj355bt2h, 9eaevg9okpy4gcm6yofg7vbv9, f2pknjv2uohldehbp39j0so2d, ashza2qkgnak7wb3vuz5bnzyt, bmk0efhzrno1sgr3g8yijoa8l",4165650467,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4165650473,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4165650477,197,4983,4165650469,59,"1, 24, 33, 41, 4, 27, 20, 28, 9, 11, 22, 3, 5, 8, 10, 12, 13, 14, 18, 21",4165650475,194,6jgocc12bori2wygyu07c082x,4165650471,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023025,2,32,1,0,0,7vn2i2kd35zuetw6b38gw9jsz,1,0,0,2023-04-05T19:01:56.134Z,2023-04-05T19:01:56Z,4165760409,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529022981,3,32,1,0,0,4txjdaqveermfryvbfrr4taf7,1,0,0,2023-04-05T19:01:56.134Z,2023-04-06T03:17:38Z,4165760197,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023177,4,1,1,0,0,4txjdaqveermfryvbfrr4taf7,1,50,49.8,2023-04-05T19:01:56.197Z,2023-04-06T03:51:40Z,4165761245,140,37.5,4165761253,279,S,4165761247,141,60.2,4166707741,178,,4165761243,56,Back,4165761251,213,2.6,4165761249,212,14.9,,,,at7mm2zrj2hjhu4bnq1f9noix,Lucas Paquetá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023195,5,1,1,0,1,4txjdaqveermfryvbfrr4taf7,1,37.5,60.2,2023-04-05T19:01:57.990Z,2023-04-06T03:51:44Z,4165761339,213,1.7,4165761337,212,21.7,4165761333,140,35.8,4165761335,141,92.0,4165761331,56,Back,4166707937,178,,,,,,,,6jgocc12bori2wygyu07c082x,D. Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023237,6,1,1,0,4,4txjdaqveermfryvbfrr4taf7,1,37.6,94.2,2023-04-05T19:02:00.933Z,2023-04-06T03:51:47Z,4165761533,212,31.4,4165761527,56,Left,4166707997,178,,4165761525,155,,4165761535,213,6.3,4165761531,141,93.0,4165761529,140,67.5,,,,8qezzr83ofw7htqufohg2fwlx,Emerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023239,7,1,1,0,6,4txjdaqveermfryvbfrr4taf7,0,67.5,93,2023-04-05T19:02:02.910Z,2023-04-06T03:51:55Z,4165761555,56,Left,4165761557,140,71.7,4166708207,388,,4165761553,168,,4165761563,213,0.9,4165761559,141,100.0,4165761561,212,7.5,,,,3c7vnmec038bhz5rq36ywi2fp,M. Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023291,3,5,1,0,8,7vn2i2kd35zuetw6b38gw9jsz,1,29.2,-1.8,2023-04-05T19:02:04.328Z,2023-04-06T03:51:57Z,4165761893,233,8,4165761875,56,Back,4165761877,347,,,,,,,,,,,,,,,,,66r7rq9kcoyow46ovmhzrtec5,C. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023247,8,5,1,0,8,4txjdaqveermfryvbfrr4taf7,0,70.8,101.8,2023-04-05T19:02:04.328Z,2023-04-06T03:51:57Z,4165761933,233,3,4165761591,56,Left,4165761593,347,,,,,,,,,,,,,,,,,3c7vnmec038bhz5rq36ywi2fp,M. Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023363,4,1,1,0,14,7vn2i2kd35zuetw6b38gw9jsz,1,32.4,0,2023-04-05T19:02:10.848Z,2023-04-06T03:52:29Z,4165762299,213,2.6,4165762289,107,,4165762291,56,Back,4165762295,141,14.0,4165762293,140,15.6,4165762297,212,20.5,,,,,,,65z99j774kjnbf7vm0u2q0jit,K. Trippier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023391,5,1,1,0,25,7vn2i2kd35zuetw6b38gw9jsz,0,41.5,18.8,2023-04-05T19:02:21.600Z,2023-04-06T03:52:33Z,4165762511,155,,4165762515,140,71.1,4165762513,56,Center,4165762517,141,76.2,4165762523,1,,4165762519,212,49.9,4166709395,178,,4165762521,213,0.9,dxxc4dioaioidmvamkzqr4b85,F. Schär,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023393,9,49,1,0,27,4txjdaqveermfryvbfrr4taf7,1,31.3,25.8,2023-04-05T19:02:23.947Z,2023-04-06T03:52:38Z,,,,,,,,,,,,,,,,,,,,,,,,,cm0gwoyh5rdb216fx685a7l5h,T. Kehrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023507,10,1,1,0,29,4txjdaqveermfryvbfrr4taf7,1,33.3,22.6,2023-04-05T19:02:25.699Z,2023-04-06T03:52:44Z,4165763153,56,Back,4165763157,141,27.0,4166709589,178,,4165763155,140,42.1,4165763161,213,0.3,4165763159,212,9.7,,,,,,,cm0gwoyh5rdb216fx685a7l5h,T. Kehrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023515,11,1,1,0,40,4txjdaqveermfryvbfrr4taf7,0,92.3,23.6,2023-04-05T19:02:36.322Z,2023-04-06T03:52:49Z,4165763205,140,90.7,4165763203,56,Center,4165763207,141,42.4,4165763211,213,1.7,4166103905,138,,4166709695,178,,4165763209,212,12.9,,,,d542ijpf3j9hdrtt1mfe6vwlx,J. Bowen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023517,6,8,1,0,40,7vn2i2kd35zuetw6b38gw9jsz,1,7.2,59.4,2023-04-05T19:02:36.965Z,2023-04-06T03:52:54Z,4166103887,385,,4166709811,389,,4165763213,56,Back,,,,,,,,,,,,,,,,72m84nwa6dshu3ibmy13dz5rd,Bruno Guimarães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023847,14,81,1,0,41,4txjdaqveermfryvbfrr4taf7,0,99.6,45,2023-04-05T19:02:37.474Z,2023-04-06T03:52:58Z,4165778013,138,,4165778015,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529206705,1141,67,1,0,42,7vn2i2kd35zuetw6b38gw9jsz,1,4.7,51,2023-04-05T19:02:38.135Z,2023-04-06T06:35:53Z,4166761505,233,909,,,,,,,,,,,,,,,,,,,,,,9pv566tidfz21e00y4t0mbap5,S. Longstaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529206703,909,67,1,0,42,4txjdaqveermfryvbfrr4taf7,0,95.3,49,2023-04-05T19:02:38.136Z,2023-04-06T04:48:35Z,4166761517,233,1141,,,,,,,,,,,,,,,,,,,,,,at7mm2zrj2hjhu4bnq1f9noix,Lucas Paquetá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023857,10,12,1,0,42,7vn2i2kd35zuetw6b38gw9jsz,1,4.4,52.8,2023-04-05T19:02:38.173Z,2023-04-06T06:35:53Z,4165765011,140,4.4,4165765013,141,54.0,4165765017,213,1.6,4166710233,178,,4165765015,212,0.8,4165765009,56,Back,,,,,,,9pv566tidfz21e00y4t0mbap5,S. Longstaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023639,9,43,1,0,42,7vn2i2kd35zuetw6b38gw9jsz,1,0,0,2023-04-05T19:02:38.397Z,2023-04-05T19:03:25Z,4165763823,274,0,4165765417,144,81,4165763821,138,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023875,11,61,1,0,42,7vn2i2kd35zuetw6b38gw9jsz,1,4.2,53.9,2023-04-05T19:02:38.425Z,2023-04-06T03:53:24Z,4165765113,56,Back,4166710649,389,,,,,,,,,,,,,,,,,,,,72m84nwa6dshu3ibmy13dz5rd,Bruno Guimarães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023561,7,12,1,0,43,7vn2i2kd35zuetw6b38gw9jsz,1,3.1,59.3,2023-04-05T19:02:39.311Z,2023-04-06T03:53:28Z,4165763433,213,6.1,4165763427,140,24.5,4165763425,56,Back,4165763431,212,23.0,4166710769,178,,4165763429,141,52.4,,,,,,,4jwkz8almo2997hvp09zl0p9l,S. Botman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023565,12,13,1,0,46,4txjdaqveermfryvbfrr4taf7,1,77.9,46,2023-04-05T19:02:42.199Z,2023-04-06T03:53:36Z,4166711035,178,,4165764855,103,72.2,4165764853,102,48.4,4165764857,215,,4165764859,458,,4165764863,231,50.7,4165763447,56,Center,4165763443,22,,6jgocc12bori2wygyu07c082x,D. Rice,4165763445,18,4165764851,74,4165764861,230,98.6,4165764309,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023563,8,5,1,0,47,7vn2i2kd35zuetw6b38gw9jsz,1,-0.9,50.4,2023-04-05T19:02:43.618Z,2023-04-06T03:53:40Z,4165763439,346,,4165763437,56,Back,4165763493,233,13,,,,,,,,,,,,,,,,4jwkz8almo2997hvp09zl0p9l,S. Botman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023571,13,5,1,0,47,4txjdaqveermfryvbfrr4taf7,0,100.9,49.6,2023-04-05T19:02:43.618Z,2023-04-06T03:53:40Z,4165763471,56,Center,4165763517,233,8,4165763473,346,,,,,,,,,,,,,,,,,6jgocc12bori2wygyu07c082x,D. Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023929,12,1,1,1,25,7vn2i2kd35zuetw6b38gw9jsz,0,5.4,47.8,2023-04-05T19:03:21.904Z,2023-04-06T03:53:46Z,4165765439,56,Center,4165765441,140,63.3,4165765451,74,,4165765447,213,6.1,4165765443,141,27.5,4165765445,212,62.3,4165765449,1,,4165765437,155,,9s9i1a7hdq5bud8ma2dqi295h,N. Pope,4165765435,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2529023959,15,1,1,1,29,4txjdaqveermfryvbfrr4taf7,0,33.6,75.2,2023-04-05T19:03:25.267Z,2023-04-06T03:53:53Z,4166711485,388,,4165765599,140,57.0,4165765603,212,24.9,4165765605,213,0.2,4165765595,56,Left,4165765591,3,,4165765601,141,81.2,,,,3o0zpl9cnmna2hyk595ja0xrd,N. Aguerd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
