id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/10/value,assist,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/18/value
2530243467,9,1,1,0,11,e5p0ehyguld7egzhiedpdnc3w,1,37.6,15.2,2023-04-08T14:03:37.495Z,2023-04-08T19:24:09Z,4172270771,56,Back,4172270773,140,31.6,4173829419,178,,4172270779,213,3.1,4172270775,141,15.7,4172270827,156,,4172270777,212,6.3,,,,c0yxqwkxqx1sty7abj1qwh9zp,D. Welbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243505,10,1,1,0,11,e5p0ehyguld7egzhiedpdnc3w,1,31.7,15.7,2023-04-08T14:03:38.143Z,2023-04-08T19:24:14Z,4173829659,178,,4172270977,213,5.8,4172270975,212,15.8,4172270973,141,4.3,4172270969,56,Back,4172270971,140,44.8,,,,,,,3k6znit6fd9mbfcnphlwyvj6d,P. Groß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243517,11,1,1,0,12,e5p0ehyguld7egzhiedpdnc3w,1,46,4,2023-04-08T14:03:38.883Z,2023-04-08T19:24:31Z,4172271055,140,46.3,4172271057,141,16.3,4172271059,212,8.4,4172271053,56,Back,4173830785,178,,4172271061,213,1.5,,,,,,,2wwo7wcxz4gfy0ubkzynvrsnp,S. March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243519,12,3,1,0,15,e5p0ehyguld7egzhiedpdnc3w,0,56.9,19,2023-04-08T14:03:41.534Z,2023-04-08T19:24:40Z,4172271201,233,3,4173170209,465,,4173831359,178,,4172271065,56,Right,4172271067,286,,,,,,,,,,,c0yxqwkxqx1sty7abj1qwh9zp,D. Welbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243531,3,7,1,0,15,22doj4sgsocqpxw45h607udje,0,43.1,81,2023-04-08T14:03:41.773Z,2023-04-08T19:24:54Z,4173170367,385,,4173832251,178,,4172271121,56,Back,4172271123,285,,4172271171,233,12,,,,,,,,,,4zxrdmwphkxvkvo6bt30uanrp,P. Højbjerg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243551,13,61,1,0,15,e5p0ehyguld7egzhiedpdnc3w,1,53.6,15.7,2023-04-08T14:03:41.939Z,2023-04-08T19:25:01Z,4172271233,56,Right,4173832729,178,,,,,,,,,,,,,,,,,,,,c0yxqwkxqx1sty7abj1qwh9zp,D. Welbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243547,4,49,1,0,17,22doj4sgsocqpxw45h607udje,1,40.1,76.8,2023-04-08T14:03:43.657Z,2023-04-08T19:25:12Z,,,,,,,,,,,,,,,,,,,,,,,,,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243587,5,1,1,0,17,22doj4sgsocqpxw45h607udje,1,40.1,76.8,2023-04-08T14:03:43.674Z,2023-04-08T19:25:15Z,4172271429,212,9.9,4172271431,213,4.0,4172271425,140,33.7,4172271427,141,66.2,4173833773,178,,4172271423,56,Back,,,,,,,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243599,6,1,1,0,18,22doj4sgsocqpxw45h607udje,1,33.7,66.2,2023-04-08T14:03:44.512Z,2023-04-08T19:25:26Z,4172271483,212,3.9,4173834573,178,,4172271481,141,70.8,4172271485,213,0.9,4172271479,140,35.9,4172271477,56,Back,,,,,,,2w7i4jfw5wgh3j2wuworoumeh,C. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243655,7,1,1,0,19,22doj4sgsocqpxw45h607udje,1,36.6,71.9,2023-04-08T14:03:45.332Z,2023-04-08T19:25:35Z,4172271771,141,71.0,4172271773,212,14.3,4172271769,140,23.0,4172271767,56,Back,4172271775,213,3.2,4173835297,178,,,,,,,,4zxrdmwphkxvkvo6bt30uanrp,P. Højbjerg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243673,8,1,1,0,24,22doj4sgsocqpxw45h607udje,1,23.8,70.1,2023-04-08T14:03:50.671Z,2023-04-08T19:25:47Z,4172271865,56,Back,4172271867,140,30.4,4172271871,212,6.9,4172271873,213,6.2,4172271869,141,69.5,4173836107,178,,,,,,,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243741,9,1,1,0,25,22doj4sgsocqpxw45h607udje,1,30.5,69.5,2023-04-08T14:03:51.403Z,2023-04-08T19:25:58Z,4172272191,212,17.5,4172272193,213,4.4,4172272185,56,Back,4172272187,140,24.9,4172272189,141,45.2,4173836893,178,,,,,,,,4zxrdmwphkxvkvo6bt30uanrp,P. Højbjerg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243757,10,1,1,0,28,22doj4sgsocqpxw45h607udje,1,26.6,43.4,2023-04-08T14:03:55.318Z,2023-04-08T19:26:10Z,4172272285,56,Back,4172272287,140,22.1,4172272289,141,59.7,4173837531,178,,4172272291,212,12.0,4172272293,213,2.0,,,,,,,2w7i4jfw5wgh3j2wuworoumeh,C. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243791,11,1,1,0,31,22doj4sgsocqpxw45h607udje,1,22.1,59.7,2023-04-08T14:03:57.649Z,2023-04-08T19:26:17Z,4172272469,212,6.1,4172272437,56,Back,4172272471,213,0.3,4172272467,141,62.3,4172272465,140,27.7,4173837967,178,,,,,,,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243801,12,1,1,0,32,22doj4sgsocqpxw45h607udje,1,27.7,62.9,2023-04-08T14:03:58.344Z,2023-04-08T19:26:25Z,4172272585,156,,4173838319,178,,4172272515,212,4.6,4172272517,213,4.3,4172272511,140,25.9,4172272509,56,Back,4172272513,141,56.7,,,,9bamtyvun46xn9e64lqn9ogyx,O. Skipp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243871,13,1,1,0,32,22doj4sgsocqpxw45h607udje,1,25.9,56.4,2023-04-08T14:03:59.292Z,2023-04-08T19:26:34Z,4172272861,140,36.9,4172272867,212,11.6,4172272859,56,Back,4173839047,178,,4172272865,141,54.9,4172272871,213,6.2,,,,,,,4zxrdmwphkxvkvo6bt30uanrp,P. Højbjerg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243877,14,1,1,0,36,22doj4sgsocqpxw45h607udje,0,33.5,51,2023-04-08T14:04:02.532Z,2023-04-08T19:26:48Z,4172273129,286,,4172272899,213,5.0,4172272895,141,44.8,4172273125,233,14,4172272897,212,4.5,4173840035,178,,4172272891,56,Back,4172273123,236,,b9g4qurpll4wizajo95c406hh,H. Kane,4172272893,140,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243933,14,74,1,0,36,e5p0ehyguld7egzhiedpdnc3w,1,68.6,57.8,2023-04-08T14:04:02.580Z,2023-04-08T19:26:53Z,4172273131,233,14,4173840419,178,,4172273113,285,,4172273111,56,Center,,,,,,,,,,,,,aititrd343hal6ount0dp5zze,K. Mitoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530580141,736,67,1,0,38,22doj4sgsocqpxw45h607udje,1,31.4,55.8,2023-04-08T14:04:04.524Z,2023-04-08T20:37:11Z,4174038487,233,955,,,,,,,,,,,,,,,,,,,,,,4zxrdmwphkxvkvo6bt30uanrp,P. Højbjerg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530580133,955,67,1,0,38,e5p0ehyguld7egzhiedpdnc3w,0,68.6,44.2,2023-04-08T14:04:04.525Z,2023-04-08T20:22:25Z,4174038505,233,736,,,,,,,,,,,,,,,,,,,,,,am6ppbdrbz4ml3xsbty53o73d,A. Mac Allister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243965,15,1,1,0,38,22doj4sgsocqpxw45h607udje,1,31.2,55.4,2023-04-08T14:04:04.529Z,2023-04-08T20:37:11Z,4172273263,56,Back,4173841361,178,,4172273269,212,6.9,4172273271,213,0.5,4172273267,141,60.0,4172273265,140,37.1,,,,,,,4zxrdmwphkxvkvo6bt30uanrp,P. Højbjerg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530579285,726,67,1,0,39,22doj4sgsocqpxw45h607udje,1,36.4,58.8,2023-04-08T14:04:05.838Z,2023-04-08T20:37:11Z,4174033917,233,954,,,,,,,,,,,,,,,,,,,,,,9bamtyvun46xn9e64lqn9ogyx,O. Skipp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530579283,954,67,1,0,39,e5p0ehyguld7egzhiedpdnc3w,0,63.6,41.2,2023-04-08T14:04:05.839Z,2023-04-08T20:21:40Z,4174033949,233,726,,,,,,,,,,,,,,,,,,,,,,3k6znit6fd9mbfcnphlwyvj6d,P. Groß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243969,16,1,1,0,39,22doj4sgsocqpxw45h607udje,0,37.1,60,2023-04-08T14:04:05.843Z,2023-04-08T20:37:12Z,4172273297,141,38.6,4173842235,178,,4172273295,140,30.9,4172273299,212,15.9,4172273293,56,Back,4172273301,213,4.3,4172273291,157,,4172273303,1,,9bamtyvun46xn9e64lqn9ogyx,O. Skipp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530243995,17,4,1,0,42,22doj4sgsocqpxw45h607udje,1,32.6,35.6,2023-04-08T14:04:08.883Z,2023-04-08T19:27:26Z,4172273477,233,15,4172273415,152,,4172273421,285,,4172273411,13,,4172273413,56,Back,4172274395,294,,,,,,,,2w7i4jfw5wgh3j2wuworoumeh,C. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244005,15,4,1,0,42,e5p0ehyguld7egzhiedpdnc3w,0,67.4,64.4,2023-04-08T14:04:08.884Z,2023-04-08T19:27:25Z,4172273447,13,,4172273529,233,17,4172644377,294,,4172273449,56,Center,4172273533,286,,4172273451,152,,4173842933,388,,,,,3uc9z96xvain84leorf4ls962,M. Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244515,18,1,1,1,16,22doj4sgsocqpxw45h607udje,1,37.3,35,2023-04-08T14:04:42.846Z,2023-04-08T19:27:35Z,4172276115,212,16.7,4173843617,178,,4172276103,152,,4172276119,213,2.0,4172276101,5,,4172276111,141,57.8,4172276107,140,31.4,4172276105,56,Back,2w7i4jfw5wgh3j2wuworoumeh,C. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244597,19,1,1,1,20,22doj4sgsocqpxw45h607udje,0,32.4,61.2,2023-04-08T14:04:46.442Z,2023-04-08T19:27:45Z,4172276485,140,92.6,4173844315,178,,4172276487,141,73.2,4172276489,212,63.7,4172276481,155,,4172276483,56,Center,4172276491,213,0.1,4172276493,1,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244617,16,43,1,1,25,e5p0ehyguld7egzhiedpdnc3w,1,0,0,2023-04-08T14:04:51.759Z,2023-04-08T14:05:07Z,4172278203,144,49,,,,,,,,,,,,,,,,,,,,,,31xsuz1icsj7zt1462swjpk2d,J. Steele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244863,17,52,1,1,32,e5p0ehyguld7egzhiedpdnc3w,1,6.1,26.6,2023-04-08T14:04:58.984Z,2023-04-08T19:28:09Z,4173173943,376,,4173845451,178,,,,,,,,,,,,,,,,,,,,31xsuz1icsj7zt1462swjpk2d,J. Steele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530244905,18,1,1,1,37,e5p0ehyguld7egzhiedpdnc3w,1,9.3,54.3,2023-04-08T14:05:03.872Z,2023-04-08T19:28:17Z,4173846691,178,,4172278081,287,,4172278045,56,Back,4172278047,140,30.6,4172278051,212,39.2,4172278049,141,7.0,4172278053,213,5.3,4172278043,123,,31xsuz1icsj7zt1462swjpk2d,J. Steele,4172278055,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530245069,19,1,1,1,43,e5p0ehyguld7egzhiedpdnc3w,1,33.6,9.1,2023-04-08T14:05:10.053Z,2023-04-08T19:28:25Z,4172278941,56,Back,4173847319,178,,4172278945,140,23.2,4172278947,141,25.7,4172278951,213,2.3,4172278949,212,15.7,,,,,,,bh20puvz2w21mnag7ul1g3c9h,J. Veltman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530245115,20,1,1,1,47,e5p0ehyguld7egzhiedpdnc3w,1,23.2,25.7,2023-04-08T14:05:13.416Z,2023-04-08T19:28:32Z,4173847771,178,,4172279183,212,12.1,4172279179,141,42.5,4172279187,213,1.2,4172279177,140,27.1,4172279175,56,Back,,,,,,,jagvvzc7329tf2c64mnc251,L. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530245127,21,1,1,1,48,e5p0ehyguld7egzhiedpdnc3w,1,27.1,42.5,2023-04-08T14:05:15.124Z,2023-04-08T19:29:41Z,4172279269,141,37.7,4172279273,212,3.9,4172279265,56,Back,4173852929,178,,4172279281,213,5.3,4172279267,140,29.1,,,,,,,3uc9z96xvain84leorf4ls962,M. Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530245149,22,1,1,1,49,e5p0ehyguld7egzhiedpdnc3w,1,29.1,37.7,2023-04-08T14:05:15.849Z,2023-04-08T19:29:47Z,4172279393,212,5.7,4173853295,178,,4172279391,141,46.0,4172279389,140,29.4,4172279395,213,1.5,4172279387,56,Back,,,,,,,3k6znit6fd9mbfcnphlwyvj6d,P. Groß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530245237,23,1,1,1,51,e5p0ehyguld7egzhiedpdnc3w,1,29.4,46,2023-04-08T14:05:17.677Z,2023-04-08T19:38:06Z,4173889141,178,,4172279865,212,14.1,4172279867,213,1.6,4172279859,56,Back,4172279861,140,28.9,4172279863,141,66.7,,,,,,,3uc9z96xvain84leorf4ls962,M. Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530245267,24,1,1,1,56,e5p0ehyguld7egzhiedpdnc3w,1,56,71,2023-04-08T14:05:22.837Z,2023-04-08T19:38:10Z,4172279983,212,13.1,4172279981,141,68.6,4173889345,178,,4172279977,56,Center,4172279979,140,68.4,4172279985,213,6.2,,,,,,,573hlc6devy50gjotyav9ql4a,L. Colwill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530245313,25,1,1,1,57,e5p0ehyguld7egzhiedpdnc3w,1,68.4,68.8,2023-04-08T14:05:23.657Z,2023-04-08T19:38:16Z,4172280173,56,Left,4172280181,213,1.5,4172280177,141,98.9,4173889761,178,,4172280175,140,69.0,4172280179,212,20.5,,,,,,,aititrd343hal6ount0dp5zze,K. Mitoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530245397,26,1,1,1,59,e5p0ehyguld7egzhiedpdnc3w,1,69,98.9,2023-04-08T14:05:26.176Z,2023-04-08T19:38:24Z,4172280611,56,Left,4172280613,140,51.3,4172280619,213,3.4,4172280615,141,92.8,4173890385,178,,4172280617,212,19.0,,,,,,,87g6qlasqe627i5g7ir30j2sp,P. Estupiñán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530245469,27,1,1,2,2,e5p0ehyguld7egzhiedpdnc3w,1,49,88.6,2023-04-08T14:05:28.494Z,2023-04-08T19:38:38Z,4172280885,140,33.2,4172280899,213,4.1,4173891317,178,,4172280895,212,30.2,4172280881,56,Back,4172280891,141,51.5,,,,,,,573hlc6devy50gjotyav9ql4a,L. Colwill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530245479,28,1,1,2,4,e5p0ehyguld7egzhiedpdnc3w,1,31.5,59.4,2023-04-08T14:05:31.024Z,2023-04-08T19:38:54Z,4173892691,178,,4172280945,140,38.2,4172280947,141,55.3,4172280951,213,5.9,4172280949,212,7.6,4172280943,56,Back,,,,,,,jagvvzc7329tf2c64mnc251,L. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530245497,29,1,1,2,6,e5p0ehyguld7egzhiedpdnc3w,1,37.7,54.6,2023-04-08T14:05:32.633Z,2023-04-08T19:39:03Z,4172281031,56,Back,4172281033,140,33.3,4173893291,178,,4172281039,213,2.3,4172281035,141,62.3,4172281037,212,7.0,,,,,,,3k6znit6fd9mbfcnphlwyvj6d,P. Groß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530245517,30,1,1,2,7,e5p0ehyguld7egzhiedpdnc3w,0,35.6,55.9,2023-04-08T14:05:34.112Z,2023-04-08T19:39:09Z,4172281117,141,54.4,4172281127,213,6.2,4172281111,140,47.0,4173893771,178,,4172281121,212,12.0,4172281105,56,Back,,,,,,,3uc9z96xvain84leorf4ls962,M. Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530245577,20,49,1,2,9,22doj4sgsocqpxw45h607udje,1,54.2,51.2,2023-04-08T14:05:36.085Z,2023-04-08T19:39:21Z,,,,,,,,,,,,,,,,,,,,,,,,,2w7i4jfw5wgh3j2wuworoumeh,C. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530245641,21,1,1,2,9,22doj4sgsocqpxw45h607udje,1,54.2,51.2,2023-04-08T14:05:36.146Z,2023-04-08T19:39:25Z,4172281721,213,2.8,4173894937,178,,4172281713,56,Back,4172281719,212,18.0,4172281715,140,38.0,4172281717,141,59.9,,,,,,,2w7i4jfw5wgh3j2wuworoumeh,C. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
