id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,keyPass,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2512164953,1,34,16,0,0,1pse9ta7a45pi2w2grjim70ge,1,0,0,2023-02-25T16:30:15.054Z,2023-02-25T17:33:46Z,4055650617,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4055650613,194,1um5sa7iogc29aadvkabadyad,4055650615,197,2071,4055650611,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4055650605,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4055650609,130,11,4055650603,30,"1um5sa7iogc29aadvkabadyad, 80bmtj7l07ohb2h475w955n9, 918sxflcvngsy0xvc9dh3jaei, 95pzsjfh0wf6isp6qpf9lddyh, e6la6wx7o6x7k4srpq8tdsafp, bvlkh4zxfuo5frhj7ogpnecbt, dg4782hj9xdqg46w225kzph5g, 6gxyeuqjnyj9bl4n8kz14sv6d, dvj6rdi2k0td95oxldbj6e28l, 33cny48k38nlo8pcx3i24ldqt, ctq9si3nbc6n8cznhlcvtixd6, 12l99v9rpet6ug6n121tg6ay1, y51k2gwbs4xmkao0mnaaa76d, cr4c6htcw2jewsvboj6s8p045, 28f271b9dr7hknp0s82mlu5lh, 2u0613a3yx2fk1pefmb722rbp, bzjzvw54k5cmo93wdkjv89knp, efq6i6kz6ca3u91snwmptef2t, 7tnuxlg9l4rjhc7j3ko36hduy, 8cmkqkrjme3wb0gegzn1e6xre",4055650607,59,"13, 15, 33, 25, 3, 6, 11, 8, 9, 29, 22, 1, 2, 10, 12, 14, 17, 21, 24, 32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512165087,1,34,16,0,0,a3nyxabgsqlnqfkeg41m6tnpp,1,0,0,2023-02-25T16:30:20.331Z,2023-02-25T17:50:39Z,4055651367,30,"23637o19ff0sw18pqv8g96ndh, d0azo0spzov2hg6ul40l58e3u, dqfk7czrayirrvonirtk2mk15, 7jn9kl5wq29d41ekc2fz2rs2d, 2t5s4f41jefzuzth0bhcixtcl, almf0gtdjmsdm5zhyot1hvydx, 9ikkuxd19avliz1khcrm82gyy, 9wbf00lybk9fqablaqwg5cn2t, atzboo800gv7gic2rgvgo0kq1, 693z0rzfh3m0h0wsma9v8c9ux, 72nph557ee2a9tdky8rvk12vp, 6d36zn3fr35yhj70yx5n445qs, e9wu8dcamrtj3ftbx3nmhusid, 99d29g8af71vt1hrur06qvy7d, c2jqa9vozhqu7x79h5rr2n1ed, 5d6d4oc2rpau0mbbbt2dmtzv9, b3974hgsmyff5xtq7qf1onhlh, d4tdx2ctadv6kc3tbq4as8bmx, exiribcpg9vnuq9ekhlk74dlh, 6o74ue6gk2m4qyiq2wimael79",4055651383,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4055651371,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4055651375,130,24,4055651379,194,9wbf00lybk9fqablaqwg5cn2t,4055651381,197,16396,4055651373,59,"31, 82, 16, 6, 3, 25, 19, 8, 9, 47, 10, 32, 2, 4, 17, 18, 20, 21, 26, 33",4055651377,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512246603,2,32,1,0,0,a3nyxabgsqlnqfkeg41m6tnpp,1,0,0,2023-02-25T17:30:14.382Z,2023-02-25T17:30:18Z,4056084621,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512246593,2,32,1,0,0,1pse9ta7a45pi2w2grjim70ge,1,0,0,2023-02-25T17:30:14.382Z,2023-02-26T01:41:32Z,4056084587,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512246653,3,1,1,0,0,1pse9ta7a45pi2w2grjim70ge,1,50.4,50,2023-02-25T17:30:14.389Z,2023-02-26T02:19:19Z,4056084861,212,12.9,4056084857,141,48.1,4056084853,56,Back,4056084855,140,38.2,4057724329,178,,4056084865,213,3.2,4056084869,279,S,,,,33cny48k38nlo8pcx3i24ldqt,P. Billing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512246659,4,1,1,0,1,1pse9ta7a45pi2w2grjim70ge,1,38.8,48.2,2023-02-25T17:30:16.147Z,2023-02-26T02:19:22Z,4057724459,178,,4056084891,56,Center,4056084901,213,0.0,4056084895,140,51.0,4056084899,212,12.8,4056084897,141,49.1,,,,,,,6gxyeuqjnyj9bl4n8kz14sv6d,J. Lerma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512246663,5,1,1,0,2,1pse9ta7a45pi2w2grjim70ge,0,51,49.1,2023-02-25T17:30:16.729Z,2023-02-26T02:19:26Z,4056084913,212,2.1,4056084915,213,1.1,4057724553,178,,4056084911,141,51.9,4056084909,140,51.9,4056084907,56,Center,,,,,,,33cny48k38nlo8pcx3i24ldqt,P. Billing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512246667,3,49,1,0,3,a3nyxabgsqlnqfkeg41m6tnpp,1,46.3,42.8,2023-02-25T17:30:17.462Z,2023-02-26T02:19:30Z,,,,,,,,,,,,,,,,,,,,,,,,,dqfk7czrayirrvonirtk2mk15,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512246711,4,1,1,0,3,a3nyxabgsqlnqfkeg41m6tnpp,1,46.4,42.8,2023-02-25T17:30:17.522Z,2023-02-26T02:19:34Z,4056085151,141,46.6,4056085153,212,7.4,4056085149,140,53.0,4056085147,56,Center,4056085155,213,0.4,4057724839,178,,,,,,,,dqfk7czrayirrvonirtk2mk15,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512246729,5,1,1,0,5,a3nyxabgsqlnqfkeg41m6tnpp,1,47.2,46.4,2023-02-25T17:30:20.198Z,2023-02-26T02:19:37Z,4056085261,56,Back,4057724983,178,,4056085267,212,21.6,4056085263,140,32.5,4056085265,141,24.2,4056085269,213,3.9,,,,,,,9ikkuxd19avliz1khcrm82gyy,J. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512246757,6,1,1,0,7,a3nyxabgsqlnqfkeg41m6tnpp,1,32.5,24.2,2023-02-25T17:30:22.050Z,2023-02-26T02:19:40Z,4056085421,212,6.0,4056085417,140,37.4,4056085415,56,Back,4057725113,178,,4056085419,141,19.7,4056085423,213,5.7,,,,,,,almf0gtdjmsdm5zhyot1hvydx,M. Akanji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512246797,7,1,1,0,10,a3nyxabgsqlnqfkeg41m6tnpp,1,37.9,30.1,2023-02-25T17:30:24.705Z,2023-02-26T02:19:43Z,4056085653,140,32.8,4056085657,212,18.1,4056085659,213,1.9,4057725255,178,,4056085655,141,55.5,4056085651,56,Back,,,,,,,d0azo0spzov2hg6ul40l58e3u,R. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512246803,8,1,1,0,14,a3nyxabgsqlnqfkeg41m6tnpp,1,43.5,55.2,2023-02-25T17:30:29.359Z,2023-02-26T02:20:02Z,4056085693,141,59.9,4056085697,213,0.6,4056085695,212,6.0,4057726107,178,,4056085689,56,Back,4056085691,140,48.3,,,,,,,2t5s4f41jefzuzth0bhcixtcl,Rúben Dias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512246825,9,1,1,0,15,a3nyxabgsqlnqfkeg41m6tnpp,1,48,59.9,2023-02-25T17:30:30.275Z,2023-02-26T02:20:04Z,4056085795,213,3.2,4056085789,140,35.6,4056085787,56,Back,4056085793,212,13.1,4057726251,178,,4056085811,156,,4056085791,141,58.2,,,,dqfk7czrayirrvonirtk2mk15,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512246865,10,1,1,0,19,a3nyxabgsqlnqfkeg41m6tnpp,1,38.1,54,2023-02-25T17:30:33.541Z,2023-02-26T02:20:08Z,4056086021,140,38.9,4057726383,178,,4056086019,56,Back,4056086023,141,25.3,4056086027,213,4.8,4056086025,212,19.5,,,,,,,2t5s4f41jefzuzth0bhcixtcl,Rúben Dias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512246909,11,1,1,0,21,a3nyxabgsqlnqfkeg41m6tnpp,1,39,25.3,2023-02-25T17:30:36.073Z,2023-02-26T02:20:12Z,4056086287,141,49.1,4056086283,56,Back,4057726571,178,,4056086289,212,17.1,4056086285,140,33.7,4056086291,213,1.9,,,,,,,almf0gtdjmsdm5zhyot1hvydx,M. Akanji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512246945,12,1,1,0,25,a3nyxabgsqlnqfkeg41m6tnpp,1,34.2,47.3,2023-02-25T17:30:39.553Z,2023-02-26T02:20:15Z,4056086471,56,Center,4056086479,213,6.2,4056086475,141,43.4,4057726707,178,,4056086473,140,61.7,4056086477,212,29.0,,,,,,,2t5s4f41jefzuzth0bhcixtcl,Rúben Dias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247023,13,1,1,0,27,a3nyxabgsqlnqfkeg41m6tnpp,1,62.3,41.2,2023-02-25T17:30:41.924Z,2023-02-26T02:20:18Z,4056086861,56,Center,4056086867,212,9.5,4056086863,140,66.7,4056086865,141,29.0,4057726897,178,,4056086869,213,5.2,,,,,,,atzboo800gv7gic2rgvgo0kq1,E. Haaland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247047,14,1,1,0,32,a3nyxabgsqlnqfkeg41m6tnpp,1,79.5,20.9,2023-02-25T17:30:46.862Z,2023-02-26T02:20:21Z,4056087001,155,,4056086999,2,,4057727011,178,,4056087003,56,Center,4056087005,140,97.3,4057074725,224,,4056087013,1,,4056087007,141,69.3,9ikkuxd19avliz1khcrm82gyy,J. Álvarez,4057074727,20,4056087009,212,37.8,4056087011,213,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247051,15,1,1,0,34,a3nyxabgsqlnqfkeg41m6tnpp,0,97.4,69.5,2023-02-25T17:30:48.597Z,2023-02-26T02:20:24Z,4056087037,212,7.1,4056087033,140,95.8,4056087023,3,,4056087039,213,4.5,4057727133,388,,4056087029,56,Center,4056087035,141,59.3,,,,72nph557ee2a9tdky8rvk12vp,J. Grealish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247087,6,12,1,0,34,1pse9ta7a45pi2w2grjim70ge,1,5.6,43,2023-02-25T17:30:49.086Z,2023-02-26T02:20:28Z,4056087199,141,25.4,4056087203,213,4.7,4056087195,56,Back,4056087197,140,5.1,4056087201,212,12.0,4057727287,178,,,,,,,,bvlkh4zxfuo5frhj7ogpnecbt,C. Mepham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247069,16,15,1,0,36,a3nyxabgsqlnqfkeg41m6tnpp,1,94.6,71.6,2023-02-25T17:30:50.840Z,2023-02-26T02:20:31Z,4056087103,22,,4056087105,65,,4056087537,102,47.6,4056087551,458,,4056087555,146,95.6,4057074757,80,,4056087253,233,7,4056087561,231,54.5,72nph557ee2a9tdky8rvk12vp,J. Grealish,4057727385,178,4056087107,56,Center,4056087241,20,,4056087541,103,19,4056087559,230,99.0,4056087545,328,4056087557,147,67.0,4056087245,82,,,,,,,,,,,,,,,,,,
2512247091,7,10,1,0,36,1pse9ta7a45pi2w2grjim70ge,1,6,31.9,2023-02-25T17:30:51.018Z,2023-02-26T02:20:39Z,4056087215,94,,4056087265,233,16,4056087217,56,Back,4057727705,178,,,,,,,,,,,,,,80bmtj7l07ohb2h475w955n9,A. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247113,8,6,1,0,37,1pse9ta7a45pi2w2grjim70ge,0,5.7,30.2,2023-02-25T17:30:52.139Z,2023-02-26T02:20:42Z,4056087385,233,17,4056087339,73,,4056087337,56,Back,,,,,,,,,,,,,,,,80bmtj7l07ohb2h475w955n9,A. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512247079,17,6,1,0,37,a3nyxabgsqlnqfkeg41m6tnpp,1,94.3,69.8,2023-02-25T17:30:52.139Z,2023-02-26T02:20:42Z,4056087157,56,Center,4056087353,233,8,4056087159,73,,,,,,,,,,,,,,,,,72nph557ee2a9tdky8rvk12vp,J. Grealish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
