id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/8/value,qualifier/14/value,qualifier/15/value,qualifier/17/value,qualifier/11/value,qualifier/12/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/19/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/22/id,qualifier/22/qualifierId,qualifier/22/value
2522054907,892,83,1,0,15,22doj4sgsocqpxw45h607udje,1,46.5,43.3,2023-03-18T15:00:22.716Z,2023-03-19T00:07:08Z,4108038433,399,96787,,,,,,,,,,,,,,,,,,,,,,9bamtyvun46xn9e64lqn9ogyx,O. Skipp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521557801,8,1,1,0,15,d5ydtvt96bv7fq04yqm2w2632,0,53.8,55.5,2023-03-18T15:00:22.725Z,2023-03-18T23:46:02Z,4105370765,155,,4105370775,213,6.1,4107975587,178,,4105370773,212,26.6,4105370767,56,Center,4105370771,141,49.3,4105370769,140,78.8,,,,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521557823,6,1,1,0,17,22doj4sgsocqpxw45h607udje,1,24.4,51.9,2023-03-18T15:00:24.548Z,2023-03-18T23:46:35Z,4105370871,141,54.3,4105370869,140,11.0,4105370867,56,Back,4107977419,178,,4105370873,212,14.2,4105370865,3,,4105370875,213,3.0,,,,2w7i4jfw5wgh3j2wuworoumeh,C. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521557831,7,52,1,0,19,22doj4sgsocqpxw45h607udje,1,11,54.3,2023-03-18T15:00:27.006Z,2023-03-18T23:46:37Z,4107660385,378,,4107977555,178,,,,,,,,,,,,,,,,,,,,8wz5pdydepr5kzcichz17pv4l,F. Forster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521557873,8,1,1,0,21,22doj4sgsocqpxw45h607udje,1,11.8,47.7,2023-03-18T15:00:28.198Z,2023-03-18T23:46:40Z,4105371181,56,Back,4105371189,213,5.2,4105373533,287,,4105371187,212,25.0,4105371183,140,23.2,4105371185,141,15.5,4107977683,178,,4105371179,123,,8wz5pdydepr5kzcichz17pv4l,F. Forster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558025,9,1,1,0,25,22doj4sgsocqpxw45h607udje,1,23.8,15,2023-03-18T15:00:32.284Z,2023-03-18T23:46:44Z,4105371875,56,Back,4105371881,212,12.8,4105371877,140,29.0,4105371883,213,1.1,4107977849,178,,4105371879,141,32.1,,,,,,,77yaqzy45dxtzicao00jxrlgq,Pedro Porro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558145,10,1,1,0,27,22doj4sgsocqpxw45h607udje,0,29,32.1,2023-03-18T15:00:34.488Z,2023-03-18T23:46:49Z,4105372487,1,,4105372475,155,,4105372481,141,22.2,4107978083,178,,4105372479,140,72.2,4105372485,213,6.1,4105372477,56,Center,4105372483,212,45.9,4zxrdmwphkxvkvo6bt30uanrp,P. Højbjerg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558155,9,49,1,0,31,d5ydtvt96bv7fq04yqm2w2632,1,26.1,82.2,2023-03-18T15:00:38.952Z,2023-03-18T23:46:51Z,,,,,,,,,,,,,,,,,,,,,,,,,7zkku0gboniozaks9yx0ous8a,A. Bella-Kotchap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558299,10,1,1,0,35,d5ydtvt96bv7fq04yqm2w2632,1,17,92.1,2023-03-18T15:00:42.141Z,2023-03-18T23:46:55Z,4105373149,141,95.6,4105373153,213,0.2,4105373147,140,29.1,4105373151,212,12.9,4107978457,178,,4105373145,56,Back,,,,,,,7zkku0gboniozaks9yx0ous8a,A. Bella-Kotchap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558339,11,1,1,0,37,d5ydtvt96bv7fq04yqm2w2632,0,29.7,93.5,2023-03-18T15:00:44.431Z,2023-03-18T23:46:59Z,4105373297,141,76.5,4105373303,1,,4105373299,212,37.8,4107978755,178,,4105373291,56,Center,4105373301,213,6.0,4105373295,140,64.0,,,,67qku7vyvbw76086eu05nowd1,R. Perraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558347,11,49,1,0,39,22doj4sgsocqpxw45h607udje,1,34.2,24.9,2023-03-18T15:00:46.246Z,2023-03-18T23:47:01Z,,,,,,,,,,,,,,,,,,,,,,,,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558505,12,1,1,0,42,22doj4sgsocqpxw45h607udje,1,30.1,34.5,2023-03-18T15:00:49.630Z,2023-03-18T23:47:04Z,4107979045,178,,4105373989,141,44.7,4105373991,212,19.2,4105373985,56,Back,4105373987,140,13.0,4105373993,213,2.8,,,,,,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558577,13,1,1,0,46,22doj4sgsocqpxw45h607udje,1,13,46.2,2023-03-18T15:00:53.133Z,2023-03-18T23:47:09Z,4105374391,56,Back,4105374399,141,83.5,4105374403,213,1.2,4107979305,178,,4105374395,140,21.1,4105374401,212,26.8,,,,,,,8wz5pdydepr5kzcichz17pv4l,F. Forster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558693,14,1,1,0,49,22doj4sgsocqpxw45h607udje,1,22.6,87,2023-03-18T15:00:56.404Z,2023-03-18T23:47:16Z,4105375035,212,10.6,4105375029,56,Back,4105375033,141,97.8,4105375037,213,0.8,4107979819,178,,4105375031,140,29.9,,,,,,,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558705,15,4,1,0,52,22doj4sgsocqpxw45h607udje,1,28.2,95.4,2023-03-18T15:00:59.164Z,2023-03-18T23:47:20Z,4105375091,265,,4105375087,56,Back,4105375703,233,12,4105375089,152,,4105375085,13,,4105375093,285,,,,,,,,7qy1hiitksyuaa9l0irxg240l,B. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521558803,12,4,1,0,52,d5ydtvt96bv7fq04yqm2w2632,0,71.8,4.6,2023-03-18T15:00:59.165Z,2023-03-18T23:47:19Z,4105375597,286,,4105375787,233,15,4105375589,13,,4105375591,56,Right,4107980059,178,,4105375595,265,,4105375593,152,,,,,axnmil0bg1giwhoa31tks7ljp,S. Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521561267,28,1,1,1,8,22doj4sgsocqpxw45h607udje,1,21.2,92.6,2023-03-18T15:01:15.405Z,2023-03-19T00:09:16Z,4105387747,212,8.4,4107980333,178,,4105387735,56,Back,4105387753,213,6.1,4105388143,152,,4105391131,189,,4105387743,141,90.4,4105387737,140,29.1,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,4105388139,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559239,16,1,1,1,10,22doj4sgsocqpxw45h607udje,1,28.4,92.8,2023-03-18T15:01:17.342Z,2023-03-18T23:47:26Z,4105377661,213,3.1,4105377655,140,20.5,4107980569,178,,4105377653,56,Back,4105377657,141,92.9,4105377659,212,8.3,,,,,,,4zxrdmwphkxvkvo6bt30uanrp,P. Højbjerg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559409,17,1,1,1,12,22doj4sgsocqpxw45h607udje,1,19.2,91.8,2023-03-18T15:01:19.388Z,2023-03-18T23:47:30Z,4105378487,213,4.0,4105378481,140,4.3,4107980857,178,,4105378485,212,24.6,4105378479,56,Back,4105378483,141,63.9,,,,,,,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559541,18,1,1,1,18,22doj4sgsocqpxw45h607udje,1,7.3,51.3,2023-03-18T15:01:25.204Z,2023-03-18T23:47:33Z,4105379181,141,83.4,4105379183,212,22.4,4107981129,178,,4105379177,56,Back,4105379185,213,1.3,4105379179,140,12.1,,,,,,,8wz5pdydepr5kzcichz17pv4l,F. Forster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559659,19,1,1,1,22,22doj4sgsocqpxw45h607udje,0,20.7,94.6,2023-03-18T15:01:29.682Z,2023-03-18T23:47:37Z,4105379755,140,59.3,4105379761,213,5.8,4105379749,155,,4105379753,56,Center,4107981337,178,,4105379763,1,,4105379757,141,65.5,4105379759,212,45.1,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521569323,37,1,1,1,25,d5ydtvt96bv7fq04yqm2w2632,0,29.5,36.1,2023-03-18T15:01:32.440Z,2023-03-18T23:47:47Z,4105432163,140,39.7,4105432165,141,43.9,4105432159,3,,4105432161,56,Back,4105432169,213,0.5,4107982003,178,,4105432167,212,12.0,,,,1tbc8iokapjgu8zjrc1knq28l,J. Bednarek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559729,20,1,1,1,26,22doj4sgsocqpxw45h607udje,1,55.5,58,2023-03-18T15:01:33.865Z,2023-03-18T23:47:52Z,4105380113,212,6.3,4105380107,56,Center,4105380115,213,1.4,4105380109,140,56.6,4105380105,3,,4107982219,178,,4105380111,141,67.1,,,,c5zmr0m17riujelm4up44etih,Richarlison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521559849,21,1,1,1,27,22doj4sgsocqpxw45h607udje,1,56.6,67.1,2023-03-18T15:01:34.724Z,2023-03-18T23:47:55Z,4105380637,213,4.7,4105380623,56,Center,4105380627,140,57.4,4107982329,178,,4105380629,141,28.1,4105380633,212,26.5,,,,,,,b9g4qurpll4wizajo95c406hh,H. Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560027,22,1,1,1,31,22doj4sgsocqpxw45h607udje,1,59.4,29.3,2023-03-18T15:01:38.551Z,2023-03-18T23:48:02Z,4105381553,213,0.5,4105381549,212,39.6,4105381535,155,,4107982543,178,,4105391457,210,13,4105381537,56,Center,4105391463,154,,4105502133,4,,77yaqzy45dxtzicao00jxrlgq,Pedro Porro,4105381557,1,1,4105381545,141,57.3,4105381539,140,92.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560041,23,13,1,1,33,22doj4sgsocqpxw45h607udje,1,92.5,57.3,2023-03-18T15:01:40.798Z,2023-03-18T23:48:02Z,4105391551,147,2.2,4105391543,103,2.8,4105391545,108,,4105381599,56,Center,4105381833,153,,4105391541,102,1.0,4105391553,230,96.3,4105391535,154,,12ekwo6gbza410blv4b4r7ydx,Son Heung-Min,4105391533,29,,4105391555,231,53.4,4105391525,75,,4105381591,22,4105391547,328,4105391537,55,22,4105381595,17,4105398209,72,4105391549,146,96.9,4107982647,178,,,,,,,,,,,,,,,,,,,,,,
2521560215,13,49,1,1,38,d5ydtvt96bv7fq04yqm2w2632,1,9.1,92.6,2023-03-18T15:01:45.332Z,2023-03-18T23:48:08Z,,,,,,,,,,,,,,,,,,,,,,,,,67qku7vyvbw76086eu05nowd1,R. Perraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560361,14,1,1,1,43,d5ydtvt96bv7fq04yqm2w2632,1,16.1,96.6,2023-03-18T15:01:50.393Z,2023-03-18T23:48:13Z,4105383203,141,85.2,4105383209,213,4.6,4105383197,56,Back,4105383201,140,15.6,4107983129,178,,4105383207,212,7.8,,,,,,,67qku7vyvbw76086eu05nowd1,R. Perraud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560477,15,1,1,1,46,d5ydtvt96bv7fq04yqm2w2632,1,12.2,87.9,2023-03-18T15:01:53.674Z,2023-03-18T23:48:18Z,4105383837,213,2.9,4107983429,178,,4105383831,140,5.1,4105383835,212,7.7,4105383829,56,Back,4105383833,141,90.5,,,,,,,dgjl6ks0r7lbh09fe8cuwj7ro,R. Lavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560603,16,1,1,1,47,d5ydtvt96bv7fq04yqm2w2632,0,5.1,90.6,2023-03-18T15:01:55.001Z,2023-03-18T23:48:20Z,4105384497,212,71.6,4105384489,157,,4105384491,56,Center,4105384499,213,6.0,4107983549,178,,4105384495,141,61.8,4105384501,1,,4105384493,140,70.7,7zkku0gboniozaks9yx0ous8a,A. Bella-Kotchap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560675,24,1,1,1,52,22doj4sgsocqpxw45h607udje,1,29,41,2023-03-18T15:01:59.196Z,2023-03-18T23:48:25Z,4105384879,212,10.5,4105384869,3,,4105384877,141,25.9,4107983847,178,,4105384873,56,Back,4105384881,213,4.9,4105384875,140,31.3,,,,3gsprcdyogabeb8lr2y0bmytx,C. Lenglet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560691,25,49,1,1,53,22doj4sgsocqpxw45h607udje,1,32,22,2023-03-18T15:02:00.693Z,2023-03-18T23:48:27Z,,,,,,,,,,,,,,,,,,,,,,,,,2w7i4jfw5wgh3j2wuworoumeh,C. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560871,17,45,1,1,54,d5ydtvt96bv7fq04yqm2w2632,0,65.5,95.7,2023-03-18T15:02:02.016Z,2023-03-18T23:48:33Z,4105385955,233,26,4105385823,56,Left,4105385825,285,,,,,,,,,,,,,,,,,59ujnkvl7rlffomi2bqpsmbpx,C. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560835,26,3,1,1,54,22doj4sgsocqpxw45h607udje,1,34.5,4.3,2023-03-18T15:02:02.016Z,2023-03-18T23:48:33Z,4107984279,178,,4105385631,286,,4105385893,233,17,4107663939,465,,4105385629,56,Back,,,,,,,,,,2w7i4jfw5wgh3j2wuworoumeh,C. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560917,27,1,1,1,56,22doj4sgsocqpxw45h607udje,0,35.9,4.7,2023-03-18T15:02:03.842Z,2023-03-18T23:48:39Z,4105386015,213,0.8,4105386009,140,51.8,4105386013,212,24.1,4107984623,178,,4105386011,141,30.3,4105386007,56,Center,,,,,,,2w7i4jfw5wgh3j2wuworoumeh,C. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521560925,18,49,1,1,58,d5ydtvt96bv7fq04yqm2w2632,1,43.8,75.2,2023-03-18T15:02:05.579Z,2023-03-18T23:48:40Z,,,,,,,,,,,,,,,,,,,,,,,,,7r6vds5j65fohi1k28cnqjqvp,J. Ward-Prowse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521561055,19,1,1,1,59,d5ydtvt96bv7fq04yqm2w2632,1,43.8,75.2,2023-03-18T15:02:06.578Z,2023-03-18T23:48:43Z,4105386699,140,54.8,4105386697,56,Center,4105386701,141,45.2,4105386705,213,5.2,4107984859,178,,4105386703,212,23.4,,,,,,,7r6vds5j65fohi1k28cnqjqvp,J. Ward-Prowse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521561125,20,1,1,2,3,d5ydtvt96bv7fq04yqm2w2632,1,57.4,37.7,2023-03-18T15:02:10.681Z,2023-03-18T23:48:46Z,4105387075,213,2.0,4105387073,212,7.2,4107985075,178,,4105387067,56,Center,4105387071,141,47.5,4105387069,140,54.7,,,,,,,axnmil0bg1giwhoa31tks7ljp,S. Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521561221,21,1,1,2,5,d5ydtvt96bv7fq04yqm2w2632,1,55.8,46.7,2023-03-18T15:02:12.233Z,2023-03-18T23:48:51Z,4105387513,141,68.9,4105387515,212,16.7,4105387509,56,Center,4105387511,140,62.5,4107985395,178,,4105387517,213,1.1,,,,,,,7r6vds5j65fohi1k28cnqjqvp,J. Ward-Prowse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521561359,22,1,1,2,7,d5ydtvt96bv7fq04yqm2w2632,1,62.5,68.7,2023-03-18T15:02:14.409Z,2023-03-18T23:48:54Z,4105388235,141,75.2,4105388237,212,11.3,4105388231,56,Center,4105388233,140,72.4,4105388239,213,0.4,4107985635,178,,,,,,,,dgjl6ks0r7lbh09fe8cuwj7ro,R. Lavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
