id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/13/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2519269217,1,34,16,0,0,7vn2i2kd35zuetw6b38gw9jsz,1,0,0,2023-03-12T15:30:12.944Z,2023-03-12T16:32:36Z,4093258665,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4093258669,197,420,4093258667,194,65z99j774kjnbf7vm0u2q0jit,4093258671,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4093258661,59,"22, 2, 33, 39, 5, 4, 36, 28, 14, 23, 10, 1, 3, 6, 9, 11, 13, 19, 24, 32",4093258657,30,"9s9i1a7hdq5bud8ma2dqi295h, 65z99j774kjnbf7vm0u2q0jit, 6f1ljb0an6d0g4nbap6xgxsyd, 72m84nwa6dshu3ibmy13dz5rd, dxxc4dioaioidmvamkzqr4b85, 4jwkz8almo2997hvp09zl0p9l, 9pv566tidfz21e00y4t0mbap5, 5tbabvk43ljv3z3wd9mh0y8r9, 7x6mnev1ob4u5ffmdsvusb4rt, 37d7oej48pb143o5eilue1hhx, doctoq9o6be1yap6je75w0vrp, 7w4l5mrrrg66wvdd8ndb5zb9x, 6otgu2ezmd171skyysl1ku09h, 7z5ugeh3ejhwa3c8tg7idkpud, 66r7rq9kcoyow46ovmhzrtec5, 8lst9t1pyjhibrxh7xxl3wn9x, 7g5elxh8h34yj55h9heydhzv9, 23oysjfutg5xy1f3o9bapnmxh, bijr1ghojrxc61se7ebt72f9x, exzca2akgjl00jfd2hzh33h7t",4093258659,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4093258663,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519269263,1,34,16,0,0,b9si1jn1lfxfund69e9ogcu2n,1,0,0,2023-03-12T15:30:17.427Z,2023-03-12T15:30:17Z,4093258915,30,"71rob1lsnmdviy1siakkzpqdx, 3fhoof7n4sjaizvotcmypb9at, 7wzwqegxhekjwq361dd2nidp1, 8rfgwq7hbi4a3imda845vdyvp, 2unorlgh6lxy19g0pgydg65ed, 2nz313c0ot91untg011l3pc6h, e83zd56y74k8uecxqyo5xw7v9, 8kw1y8mzxtwl4fv8qkc8hoc7p, 5wa8lzp50ccfhxg3j4f65gt79, 9l7ph5603tbb7xwyxpvjg22fp, 50y6nq2eok9lnmldevkamkkwl, 9jxhgh1vhc531ho0ez5alfazu, csinkvzxcphggdjeflmo173zd, 6psklvi66inwws7buzf16yjft, dl8x6fzdexn8r0sj65vgcgq8l, 9rm3r46uzxlmuqnp0jo4danhm, 29f3jvukalzylzr19t9phgxgq, 5pbnl8ssfcrxf9lfg1pl3vxzp, 3trkre1c81pzretsjsi8jk6sq, 5hu4oy1jz8k1c3ajuiueoo2ga",4093258923,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4093258917,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4093258919,59,"1, 22, 19, 5, 15, 23, 37, 8, 9, 28, 10, 3, 4, 7, 11, 12, 24, 25, 27, 35",4093258921,130,8,4093258929,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4093258927,197,4986,4093258925,194,8kw1y8mzxtwl4fv8qkc8hoc7p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519333625,2,32,1,0,0,7vn2i2kd35zuetw6b38gw9jsz,1,0,0,2023-03-12T16:31:39.860Z,2023-03-12T23:28:24Z,4093606171,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519333635,2,32,1,0,0,b9si1jn1lfxfund69e9ogcu2n,1,0,0,2023-03-12T16:31:39.860Z,2023-03-12T16:31:43Z,4093606207,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519333711,3,1,1,0,0,7vn2i2kd35zuetw6b38gw9jsz,1,49.7,50.2,2023-03-12T16:31:39.926Z,2023-03-12T23:40:39Z,4093606617,213,3.0,4093606619,279,S,4093606615,212,16.8,4093606613,141,54.0,4093606609,56,Back,4093606611,140,33.9,4094990447,178,,,,,7x6mnev1ob4u5ffmdsvusb4rt,A. Isak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519333731,4,1,1,0,3,7vn2i2kd35zuetw6b38gw9jsz,1,35.8,51.7,2023-03-12T16:31:43.201Z,2023-03-12T23:40:45Z,4093606691,56,Back,4093606693,140,39.8,4093606695,141,37.3,4093606697,212,10.7,4093606699,213,5.1,4094990551,178,,,,,,,,72m84nwa6dshu3ibmy13dz5rd,Bruno Guimarães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519333773,5,1,1,0,5,7vn2i2kd35zuetw6b38gw9jsz,1,43.2,30,2023-03-12T16:31:45.406Z,2023-03-12T23:40:50Z,4093606907,141,9.3,4093606909,212,14.6,4093606911,213,5.0,4093606899,56,Back,4094990651,178,,4093606903,140,46.8,,,,,,,9pv566tidfz21e00y4t0mbap5,S. Longstaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519333823,6,1,1,0,7,7vn2i2kd35zuetw6b38gw9jsz,1,43.6,10.8,2023-03-12T16:31:47.513Z,2023-03-12T23:40:53Z,4094990725,178,,4093607175,140,37.5,4093607179,212,19.9,4093607177,141,38.5,4093607173,56,Back,4093607181,213,1.9,,,,,,,65z99j774kjnbf7vm0u2q0jit,K. Trippier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519333903,7,1,1,0,9,7vn2i2kd35zuetw6b38gw9jsz,1,37.2,44.1,2023-03-12T16:31:49.289Z,2023-03-12T23:40:56Z,4094990767,178,,4093607633,213,1.8,4093607625,56,Back,4093607629,141,70.2,4093607631,212,18.2,4093607627,140,33.4,,,,,,,72m84nwa6dshu3ibmy13dz5rd,Bruno Guimarães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519333961,8,1,1,0,13,7vn2i2kd35zuetw6b38gw9jsz,1,35.6,72.9,2023-03-12T16:31:52.883Z,2023-03-12T23:40:57Z,4093607925,213,1.3,4094990807,178,,4093607921,141,92.4,4093607923,212,13.7,4093607919,140,39.0,4093607917,56,Back,,,,,,,4jwkz8almo2997hvp09zl0p9l,S. Botman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
