id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/13/value,assist
2506219761,1,34,16,0,0,1qtaiy11gswx327s0vkibf70n,1,0,0,2023-02-11T14:00:17.140Z,2023-02-11T15:17:26Z,4024342229,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4024342219,59,"12, 24, 32, 5, 30, 26, 20, 23, 39, 10, 31, 4, 6, 7, 8, 13, 16, 25, 34, 38",4024342223,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4024342221,130,8,4024342225,194,19nlw3sa0khwz0el4wqc7zrp,4024342217,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4024342215,30,"9sme7jykdv8msgfu0nxx6h39x, 8pb6iiphpyxdlpbs4dpunr8wl, 59wmst2hxu6y4zut9a48jxiw9, 95uxoznu15m2xywirv43rcmol, cfpqqzqrpzv6dq89yw7nfd1p1, 12cgiy0t282ywdbr5j78hrxsl, 1l228p52d8wdf8qhfxqu8rca, 19nlw3sa0khwz0el4wqc7zrp, cjdycctu96jilvbvnl7ndh9sl, 55yy0p6johtu9nxk90zsfctt5, 6jbeiiziegtchyv2zjt87kslx, 1tuivl8zdnsaz8vbed2z582qx, b7eoho4q34nfispye73m8b00l, 3mgjcyaseuexxlssgatjgsand, 25kl6261u9xft9cfvot8aezf9, 8bhdwi4p824s82bbzkh2vy6t, 8kfciybd6filv663ebckuerjd, 3ztcz2dgfniqv141w7xsky7zd, a4qjllaut1bo0ng3x4xu5lq6t, f30avgacyfz88ppw9mh8v57md",4024342227,197,4782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506219859,1,34,16,0,0,hzqh7z0mdl3v7gwete66syxp,1,0,0,2023-02-11T14:00:30.800Z,2023-02-11T14:00:30Z,4024342749,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4024342751,59,"17, 2, 33, 26, 31, 13, 14, 6, 9, 18, 20, 12, 28, 1, 4, 5, 8, 11, 21, 30",4024342755,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4024342757,194,b1el7j39v2pgvl9zodd9usded,4024342759,197,4967,4024342761,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4024342747,30,"2f79rc4i712sxstahjkq6pxp1, 2qy2d8xkwkbeyw5v8ljlzb845, bgc1psqiv7vagmphfl920nbah, ecp0v1dxqfjbgy3urnkz5d3o5, chn2v9j6dqmuz2haoiuulbd91, b1el7j39v2pgvl9zodd9usded, ch8dgambei1xbzmikkglg3c9h, a9k2946gt4hcqw8jpi6ow3jdh, b27pmpcvny40pkcx87tdddsyd, ah7iqgru0htz9lh1bff94cjbp, afcwu800ox2u5zx6xaiygg1qt, zo32khapaj950oma9gipptxx, cdrzpuj49ploquvdolgh5c3bp, 46jsa691lantlbcfqm1rtnlcl, 661b6x35l9b9uieqbcq7el1hx, 8jf11l2tivq8jpw0fblgdvh05, dlpk0a4jgiswcm2r75uh1czpx, f0drogjsrwqv3hyjxuqcnk8vd, dkwkmrmpb7rq4e660efcu5hat, 94zmvxw7yw020w43dn0qiclbd",4024342753,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275749,2,32,1,0,0,1qtaiy11gswx327s0vkibf70n,1,0,0,2023-02-11T15:01:32.454Z,2023-02-11T15:01:33Z,4024623175,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275775,2,32,1,0,0,hzqh7z0mdl3v7gwete66syxp,1,0,0,2023-02-11T15:01:32.454Z,2023-02-11T22:38:46Z,4024623257,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275875,3,1,1,0,0,1qtaiy11gswx327s0vkibf70n,1,49.9,49.9,2023-02-11T15:01:32.544Z,2023-02-12T05:39:08Z,4024623745,213,3.4,4024623741,141,44.0,4024623739,140,35.7,4024623747,279,S,4024623737,56,Back,4027142163,178,,4024623743,212,15.4,,,,55yy0p6johtu9nxk90zsfctt5,M. Gibbs-White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275933,4,1,1,0,2,1qtaiy11gswx327s0vkibf70n,0,36.2,43.6,2023-02-11T15:01:35.200Z,2023-02-12T00:56:26Z,4024624009,141,100.0,4024624013,212,58.8,4027142395,178,,4024623997,155,,4024624001,56,Left,4024624017,213,0.7,4024624021,1,,4024624005,140,77.6,19nlw3sa0khwz0el4wqc7zrp,R. Freuler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276373,3,5,1,0,6,hzqh7z0mdl3v7gwete66syxp,1,22,-1.6,2023-02-11T15:01:39.292Z,2023-02-12T00:56:55Z,4024625903,56,Back,4024625989,233,5,4024625905,347,,,,,,,,,,,,,,,,,b27pmpcvny40pkcx87tdddsyd,A. Mitrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275951,5,5,1,0,6,1qtaiy11gswx327s0vkibf70n,0,78,101.6,2023-02-11T15:01:39.292Z,2023-02-12T00:56:55Z,4024624087,56,Left,4024624089,347,,4024626035,233,3,,,,,,,,,,,,,,,,6jbeiiziegtchyv2zjt87kslx,Gustavo Scarpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276481,4,1,1,0,25,hzqh7z0mdl3v7gwete66syxp,1,23.5,0,2023-02-11T15:01:57.656Z,2023-02-12T00:56:59Z,4024626395,107,,4024626411,213,0.8,4024626407,141,19.2,4024626405,140,37.1,4024626399,56,Back,4024626409,212,19.7,,,,,,,2qy2d8xkwkbeyw5v8ljlzb845,K. Tete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276501,5,1,1,0,26,hzqh7z0mdl3v7gwete66syxp,0,37.1,19.2,2023-02-11T15:01:59.063Z,2023-02-12T00:57:24Z,4024626515,140,56.2,4027143785,178,,4024626511,157,,4024626517,141,11.0,4024626525,1,,4024626523,213,6.0,4024626519,212,20.8,4024626513,56,Right,ch8dgambei1xbzmikkglg3c9h,B. De Cordova-Reid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276493,6,49,1,0,29,1qtaiy11gswx327s0vkibf70n,1,41.8,92.7,2023-02-11T15:02:01.502Z,2023-02-12T00:57:37Z,,,,,,,,,,,,,,,,,,,,,,,,,59wmst2hxu6y4zut9a48jxiw9,Renan Lodi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276709,7,1,1,0,31,1qtaiy11gswx327s0vkibf70n,1,42.1,95,2023-02-11T15:02:04.037Z,2023-02-12T00:57:43Z,4024627491,56,Back,4024627495,141,80.5,4024627497,212,21.2,4024627499,213,3.6,4024627493,140,24.2,4027144403,178,,,,,,,,59wmst2hxu6y4zut9a48jxiw9,Renan Lodi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276859,8,1,1,0,35,1qtaiy11gswx327s0vkibf70n,1,21.6,69,2023-02-11T15:02:08.013Z,2023-02-12T00:57:52Z,4024628289,213,3.7,4024628283,140,6.6,4024628279,56,Back,4024628285,141,54.9,4027144551,178,,4024628287,212,18.4,,,,,,,cfpqqzqrpzv6dq89yw7nfd1p1,W. Boly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276935,9,1,1,0,42,1qtaiy11gswx327s0vkibf70n,1,14,49,2023-02-11T15:02:14.567Z,2023-02-12T00:57:56Z,4024628707,1,,4027144645,178,,4024628699,140,55.4,4024628705,213,5.8,4024628701,141,16.4,4024628703,212,48.8,4024628697,56,Right,,,,9sme7jykdv8msgfu0nxx6h39x,K. Navas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276961,10,1,1,0,44,1qtaiy11gswx327s0vkibf70n,0,56.4,15.3,2023-02-11T15:02:16.616Z,2023-02-12T00:58:07Z,4024628793,141,6.1,4027144877,178,,4024628791,140,52.9,4024628795,212,7.3,4024628789,56,Right,4024628797,213,4.2,,,,,,,1l228p52d8wdf8qhfxqu8rca,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506276971,6,8,1,0,45,hzqh7z0mdl3v7gwete66syxp,1,49.3,92.5,2023-02-11T15:02:17.891Z,2023-02-12T00:58:15Z,4027145181,178,,4026018013,383,,4024628839,56,Back,,,,,,,,,,,,,,,,afcwu800ox2u5zx6xaiygg1qt,Willian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
