id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2533628239,11,1,1,0,24,hzqh7z0mdl3v7gwete66syxp,1,41,75.9,2023-04-15T14:01:17.541Z,2023-04-15T22:41:38Z,4190269415,213,0.6,4190269413,212,18.3,4190269411,141,90.6,4190269407,56,Left,4190269409,140,55.6,4192904299,178,,,,,,,,bgc1psqiv7vagmphfl920nbah,A. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628337,12,1,1,0,27,hzqh7z0mdl3v7gwete66syxp,1,46.4,94.4,2023-04-15T14:01:20.647Z,2023-04-15T22:41:41Z,4190269883,56,Back,4190269895,212,25.4,4190269899,213,3.8,4192904383,178,,4190269891,141,72.8,4190269887,140,26.7,,,,,,,afcwu800ox2u5zx6xaiygg1qt,Willian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628569,13,1,1,0,30,hzqh7z0mdl3v7gwete66syxp,1,26.4,72.5,2023-04-15T14:01:23.942Z,2023-04-15T22:41:47Z,4190270975,213,4.8,4190270973,212,22.1,4192904503,178,,4190270971,141,40.1,4190270967,56,Back,4190270969,140,27.6,,,,,,,b1el7j39v2pgvl9zodd9usded,T. Ream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628747,14,1,1,0,35,hzqh7z0mdl3v7gwete66syxp,1,32.7,38,2023-04-15T14:01:28.359Z,2023-04-15T22:41:53Z,4190271867,213,1.4,4190271859,56,Back,4190271861,140,35.8,4190271863,141,67.7,4192904777,178,,4190271865,212,20.5,,,,,,,661b6x35l9b9uieqbcq7el1hx,T. Adarabioyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628801,15,1,1,0,42,hzqh7z0mdl3v7gwete66syxp,1,54.3,83.3,2023-04-15T14:01:35.661Z,2023-04-15T22:41:56Z,4190272081,141,94.1,4190272083,212,12.1,4190272077,56,Left,4190272079,140,63.5,4192904853,178,,4190272085,213,0.7,,,,,,,b1el7j39v2pgvl9zodd9usded,T. Ream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628815,16,3,1,0,44,hzqh7z0mdl3v7gwete66syxp,0,64,96.7,2023-04-15T14:01:37.226Z,2023-04-15T22:42:01Z,4191985447,464,,4192904971,178,,4190272403,233,8,4190272157,286,,4190272155,56,Left,,,,,,,,,,afcwu800ox2u5zx6xaiygg1qt,Willian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628845,8,7,1,0,44,ehd2iemqmschhj2ec0vayztzz,1,36,3.3,2023-04-15T14:01:37.694Z,2023-04-15T22:42:05Z,4190272297,167,,4191985591,385,,4190272357,233,16,4192905053,178,,4190272305,285,,4190272301,56,Back,,,,,,,8kb5h8df97ju107n9ibigo1cl,A. Iwobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628853,9,5,1,0,45,ehd2iemqmschhj2ec0vayztzz,0,37.8,-1,2023-04-15T14:01:38.343Z,2023-04-15T22:42:09Z,4190272691,233,17,4190272353,56,Back,4190272355,347,,,,,,,,,,,,,,,,,8kb5h8df97ju107n9ibigo1cl,A. Iwobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628885,17,5,1,0,45,hzqh7z0mdl3v7gwete66syxp,1,62.2,101,2023-04-15T14:01:38.343Z,2023-04-15T22:42:09Z,4190272547,347,,4190272543,56,Left,4190272597,233,9,,,,,,,,,,,,,,,,afcwu800ox2u5zx6xaiygg1qt,Willian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629189,19,1,1,0,55,hzqh7z0mdl3v7gwete66syxp,1,55.4,100,2023-04-15T14:01:48.030Z,2023-04-15T22:42:13Z,4190273797,56,Left,4190273809,212,9.8,4190273801,140,63.7,4190273813,213,5.8,4190273793,107,,4190273805,141,94.7,,,,,,,bgc1psqiv7vagmphfl920nbah,A. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629229,20,1,1,0,56,hzqh7z0mdl3v7gwete66syxp,1,63.3,94.7,2023-04-15T14:01:49.646Z,2023-04-15T22:42:18Z,4192905555,178,,4190273981,140,56.8,4190273987,213,3.8,4190273985,212,8.5,4190273983,141,87.3,4190273979,56,Left,,,,,,,ah7iqgru0htz9lh1bff94cjbp,Andreas Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629263,21,1,1,0,57,hzqh7z0mdl3v7gwete66syxp,1,56.8,87.3,2023-04-15T14:01:50.417Z,2023-04-15T22:42:21Z,4190274153,212,7.5,4190274149,140,52.6,4190274147,56,Left,4192905675,178,,4190274159,213,2.2,4190274151,141,96.3,,,,,,,afcwu800ox2u5zx6xaiygg1qt,Willian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629337,22,1,1,0,59,hzqh7z0mdl3v7gwete66syxp,1,52.6,96.3,2023-04-15T14:01:52.438Z,2023-04-15T22:42:24Z,4190274457,213,3.7,4190274451,140,42.5,4190274453,141,86.1,4192905793,178,,4190274449,56,Back,4190274455,212,12.7,,,,,,,bgc1psqiv7vagmphfl920nbah,A. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629411,23,1,1,1,1,hzqh7z0mdl3v7gwete66syxp,1,41.6,80.1,2023-04-15T14:01:54.552Z,2023-04-15T22:42:28Z,4190274763,56,Back,4190274765,140,37.6,4190274769,212,20.2,4190274767,141,51.0,4192905929,178,,4190274771,213,4.5,,,,,,,b1el7j39v2pgvl9zodd9usded,T. Ream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629537,24,1,1,1,3,hzqh7z0mdl3v7gwete66syxp,1,36.6,50.4,2023-04-15T14:01:56.167Z,2023-04-15T22:42:32Z,4190275397,213,3.1,4190275387,56,Back,4190275391,140,13.7,4190275393,141,51.0,4192906087,178,,4190275395,212,24.0,,,,,,,661b6x35l9b9uieqbcq7el1hx,T. Adarabioyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629653,25,1,1,1,6,hzqh7z0mdl3v7gwete66syxp,1,13.7,51.2,2023-04-15T14:01:59.324Z,2023-04-15T22:42:34Z,4190275997,140,22.1,4190275999,141,85.4,4190276003,213,1.2,4190275995,56,Back,4190276001,212,24.9,4192906209,178,,,,,,,,2f79rc4i712sxstahjkq6pxp1,B. Leno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629755,26,1,1,1,10,hzqh7z0mdl3v7gwete66syxp,0,22.6,87.2,2023-04-15T14:02:03.351Z,2023-04-15T22:42:37Z,4190276477,140,62.2,4190276483,213,6.0,4190276469,155,,4190276479,141,68.0,4192906373,178,,4190276485,1,,4190276473,56,Center,4190276481,212,43.6,b1el7j39v2pgvl9zodd9usded,T. Ream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629821,10,1,1,1,12,ehd2iemqmschhj2ec0vayztzz,1,39.3,32.7,2023-04-15T14:02:05.192Z,2023-04-15T22:42:42Z,4190276845,213,0.5,4190276839,140,55.3,4190276837,56,Center,4190276843,212,19.5,4192906499,178,,4190276841,141,47.3,4190276835,3,,,,,6og6s61vrg51rfqxk9cipylzp,M. Keane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629831,11,49,1,1,14,ehd2iemqmschhj2ec0vayztzz,1,55.5,46.9,2023-04-15T14:02:07.573Z,2023-04-15T22:42:49Z,,,,,,,,,,,,,,,,,,,,,,,,,7qgt7sht6py670pt6t4wjhqay,D. McNeil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629877,12,61,1,1,15,ehd2iemqmschhj2ec0vayztzz,0,59.4,41.8,2023-04-15T14:02:08.812Z,2023-04-15T22:42:55Z,4190277119,56,Center,4192907051,178,,,,,,,,,,,,,,,,,,,,7qgt7sht6py670pt6t4wjhqay,D. McNeil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629927,27,49,1,1,16,hzqh7z0mdl3v7gwete66syxp,1,41.2,63.2,2023-04-15T14:02:09.976Z,2023-04-15T22:43:05Z,,,,,,,,,,,,,,,,,,,,,,,,,ah7iqgru0htz9lh1bff94cjbp,Andreas Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630025,28,1,1,1,18,hzqh7z0mdl3v7gwete66syxp,1,43.5,54.5,2023-04-15T14:02:11.878Z,2023-04-15T22:43:08Z,4190277759,141,48.4,4190277761,212,8.3,4190277757,140,50.4,4190277755,56,Center,4190277763,213,5.8,4192907401,178,,,,,,,,ah7iqgru0htz9lh1bff94cjbp,Andreas Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630211,29,1,1,1,20,hzqh7z0mdl3v7gwete66syxp,1,51.4,45.2,2023-04-15T14:02:13.705Z,2023-04-15T22:43:12Z,4190278633,213,4.8,4190278625,141,15.8,4192907461,178,,4190278615,56,Right,4190278621,140,52.8,4190278631,212,20.0,,,,,,,dlpk0a4jgiswcm2r75uh1czpx,H. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630377,30,1,1,1,26,hzqh7z0mdl3v7gwete66syxp,1,76.4,10,2023-04-15T14:02:19.577Z,2023-04-15T22:43:15Z,4190279501,213,1.3,4191991855,20,,4190279505,1,,4190279485,56,Center,4190279477,2,,4190279479,155,,4190279495,212,47.1,4192907565,178,,2qy2d8xkwkbeyw5v8ljlzb845,K. Tete,4191991853,224,4190279489,140,87.8,4190279491,141,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630421,31,1,1,1,31,hzqh7z0mdl3v7gwete66syxp,1,87.5,82.1,2023-04-15T14:02:24.164Z,2023-04-15T22:43:19Z,4190279743,141,75.0,4190279739,140,79.8,4190279735,56,Center,4190279749,213,3.7,4190279747,212,9.4,4192907685,178,,,,,,,,afcwu800ox2u5zx6xaiygg1qt,Willian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630445,32,1,1,1,32,hzqh7z0mdl3v7gwete66syxp,0,79.8,75,2023-04-15T14:02:25.325Z,2023-04-15T22:43:23Z,4190279851,2,,4191992953,224,,4190279861,212,18.2,4190279859,141,50.9,4191992955,72,,4190279857,140,87.3,4192907821,178,,4190279863,213,5.2,bgc1psqiv7vagmphfl920nbah,A. Robinson,4190279855,56,,,,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,
2533631441,13,12,1,1,33,ehd2iemqmschhj2ec0vayztzz,1,13,47.3,2023-04-15T14:02:26.215Z,2023-04-15T22:43:25Z,4190284775,140,24.0,4190284781,213,5.9,4192907919,178,,4190284773,56,Back,4190284777,141,41.0,4190284779,212,12.3,,,,,,,ceerfv28fygp7m2euv5n5uu39,I. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630621,33,1,1,1,36,hzqh7z0mdl3v7gwete66syxp,1,78.9,56.9,2023-04-15T14:02:29.144Z,2023-04-15T22:43:31Z,4190280749,141,49.7,4190280747,140,71.9,4190280753,213,3.7,4192908173,178,,4190280751,212,8.8,4190280745,56,Center,,,,,,,dkwkmrmpb7rq4e660efcu5hat,D. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630659,34,1,1,1,37,hzqh7z0mdl3v7gwete66syxp,1,71.8,49.6,2023-04-15T14:02:30.437Z,2023-04-15T22:43:34Z,4190280969,141,37.4,4190280973,213,4.6,4192908257,178,,4190280967,140,71.0,4190280971,212,8.3,4190280965,56,Center,,,,,,,ecp0v1dxqfjbgy3urnkz5d3o5,João Palhinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630715,35,1,1,1,38,hzqh7z0mdl3v7gwete66syxp,1,70.4,35.2,2023-04-15T14:02:31.746Z,2023-04-15T22:44:00Z,4190281189,140,53.6,4190281187,56,Center,4190281191,141,40.7,4190281195,213,2.9,4192909101,178,,4190281193,212,18.0,,,,,,,a9k2946gt4hcqw8jpi6ow3jdh,H. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630819,36,1,1,1,41,hzqh7z0mdl3v7gwete66syxp,1,53.4,40.7,2023-04-15T14:02:34.445Z,2023-04-15T22:43:55Z,4190281717,213,1.5,4190281709,56,Center,4192908969,178,,4190281711,140,54.3,4190281713,141,71.7,4190281715,212,21.1,,,,,,,661b6x35l9b9uieqbcq7el1hx,T. Adarabioyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630905,37,1,1,1,44,hzqh7z0mdl3v7gwete66syxp,1,54.2,76.5,2023-04-15T14:02:37.219Z,2023-04-15T22:44:05Z,4190282075,213,1.2,4190282073,212,14.0,4192909325,178,,4190282071,141,95.7,4190282069,140,59.1,4190282067,56,Left,,,,,,,b1el7j39v2pgvl9zodd9usded,T. Ream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630995,38,1,1,1,46,hzqh7z0mdl3v7gwete66syxp,1,59.1,95.4,2023-04-15T14:02:39.065Z,2023-04-15T22:44:07Z,4190282441,140,68.0,4192909413,178,,4190282447,213,0.1,4190282439,56,Left,4190282445,212,9.4,4190282443,141,96.8,,,,,,,bgc1psqiv7vagmphfl920nbah,A. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533631111,39,1,1,1,48,hzqh7z0mdl3v7gwete66syxp,1,73,96.3,2023-04-15T14:02:41.243Z,2023-04-15T22:44:10Z,4190283007,213,6.0,4192909509,178,,4190283001,140,87.1,4190283003,141,89.1,4190282999,56,Left,4190283005,212,15.6,,,,,,,afcwu800ox2u5zx6xaiygg1qt,Willian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533631247,40,1,1,1,49,hzqh7z0mdl3v7gwete66syxp,1,88.6,87,2023-04-15T14:02:42.947Z,2023-04-15T22:44:15Z,4190283723,212,53.3,4190283713,2,,4190283725,213,4.9,4191996159,72,,4190283717,56,Right,4190283719,140,98.4,4191996157,224,,4190283715,155,,dkwkmrmpb7rq4e660efcu5hat,D. James,4192909619,178,4190283721,141,10.1,4190283731,345,,,4190283727,1,,,,,,,,,,,,,,,,,,,,,,,,
2533631373,41,1,1,1,55,hzqh7z0mdl3v7gwete66syxp,1,96.7,7,2023-04-15T14:02:48.439Z,2023-04-15T22:44:19Z,4190284365,141,9.5,4192909771,178,,4190284363,140,84.8,4190284359,56,Right,4190284367,212,12.6,4190284369,213,3.0,,,,,,,dlpk0a4jgiswcm2r75uh1czpx,H. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
