id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId
2471877109,1,34,16,0,0,avxknfz4f6ob0rv9dbnxdzde0,1,0,0,2022-10-15T10:30:09.954Z,2022-10-15T10:30:53Z,3843473433,130,7,3843473437,194,eo4uva2gnx08xdazfaqzyz2dx,3843473427,30,"5h2biadv4hd2ntcd7zo2c8639, p87gxg8kc9ta6iipqt5fxmtx, 6icypdqtfk2k81ax0i49j5xpl, egi71rvlclvis07nzbvjhl9m1, enyatxtjef9lacem6c8cc1mmt, 72d5uxwcmvhd6mzthxuvev1sl, a1yoz8f4985o166nzcyigpj2t, eo4uva2gnx08xdazfaqzyz2dx, otz9c2ifww514ummo10nfoix, 2bkp1lcaxmvwoanxwo0775cdl, 18paf5a7rfe4kutxjl4cwd695, ayyswiouwrh2yn1j75owovob9, 6v1o4s2acog9guff3folo1jh1, xm50j2dki5ml1gzx3y0i0zbp, 51xwrb0qit04oz9x01p2gghjp, drwacyyicuhy3heg4j0ipqj85, 7wu5l9m2kt30c4nifxdi3btg5, 8prtj2o0lz1zbzpuw4ah4qhud, bm9qgspytvdwy514kk6ytztg5, 70jmsf551d1sspqnm8t5lrch5",3843473435,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3843473439,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3843473429,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3843473431,59,"1, 27, 2, 42, 18, 3, 10, 8, 20, 22, 7, 4, 9, 11, 14, 17, 24, 26, 31, 33",3843474619,197,16498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471877125,1,34,16,0,0,1c8m2ko0wxq1asfkuykurdr0y,1,0,0,2022-10-15T10:30:13.582Z,2022-10-15T11:32:57Z,3843474527,197,15924,3843473551,130,4,3843473555,194,1rz6bw398na1i3t29rop7ikt1,3843473547,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3843473549,59,"13, 2, 3, 28, 16, 6, 15, 10, 22, 9, 11, 4, 5, 7, 14, 21, 23, 43, 44, 45",3843473553,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3843473557,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3843473545,30,"8k88isvd2hwr5e4gn9oxzr2t, 1rz6bw398na1i3t29rop7ikt1, 6dqnwhx0eglxhelidxg0dphm2, 19m0uqmf1otcekssb7tbrl1m2, 5wkso3mls5ulkilr0xzfix1p1, 9ipux4xiejibplsbbhqz8d5gp, 6ebb2xcovp1tx5nv5yyncb7x1, 4wic6z72nwmhkheme209fcmp5, c9pmcoyzgtgcnlc63cl4283bp, 9c927a1i8iqblent14xat7aad, 9ikkppq7uewf36gahgz0kzaol, 3xthf6r5hvlx8oje4rqcs3it, z0btpgav68n4lqoht3ax3845, m2c4lckkcr7yilnqxrrsgh2i, djgqihf08sxqh0zt2xe2xzv1l, 5frs9u0spep2j3gszu06awo9h, 1j33u4pcdl987f0pm1hpkynai, 1oz09xhx28a0azwgn497w7r3d, a7uo47nehqo2irfllck81uqxh, cuyd2ma98m6iq8e8va1bqlxey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471906271,2,32,1,0,0,1c8m2ko0wxq1asfkuykurdr0y,1,0,0,2022-10-15T11:30:32.599Z,2022-10-15T11:30:32Z,3843626461,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471906281,2,32,1,0,0,avxknfz4f6ob0rv9dbnxdzde0,1,0,0,2022-10-15T11:30:32.599Z,2022-10-15T19:25:14Z,3843626487,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471906309,3,1,1,0,0,1c8m2ko0wxq1asfkuykurdr0y,1,50,50,2022-10-15T11:30:32.626Z,2022-10-15T19:42:43Z,3843626633,212,20.0,3843626637,279,S,3843626627,56,Back,3846605723,178,,3843626629,140,31.5,3843626635,213,3.4,3843626631,141,42.7,,,,4wic6z72nwmhkheme209fcmp5,E. Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471906365,4,1,1,0,2,1c8m2ko0wxq1asfkuykurdr0y,1,37.3,44.6,2022-10-15T11:30:35.207Z,2022-10-15T19:42:46Z,3843626883,141,78.2,3843626887,213,0.5,3843626885,212,45.3,3846606321,178,,3843626889,1,,3843626881,140,74.6,3843626879,56,Center,3843626877,155,,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471906393,5,1,1,0,5,1c8m2ko0wxq1asfkuykurdr0y,0,74.6,78.2,2022-10-15T11:30:38.064Z,2022-10-15T19:44:11Z,3843627029,213,0.4,3843627017,3,,3843627025,141,92.6,3846610681,388,,3843627027,212,24.7,3843627023,140,96.2,3843627019,168,,3843627021,56,Left,c9pmcoyzgtgcnlc63cl4283bp,O. Édouard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471906387,3,49,1,0,9,avxknfz4f6ob0rv9dbnxdzde0,1,4.9,11.3,2022-10-15T11:30:42.067Z,2022-10-15T19:43:19Z,,,,,,,,,,,,,,,,,,,,,,,,,p87gxg8kc9ta6iipqt5fxmtx,T. Castagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471906425,4,1,1,0,9,avxknfz4f6ob0rv9dbnxdzde0,0,4.9,11.3,2022-10-15T11:30:42.110Z,2022-10-15T19:43:22Z,3843627195,140,35.3,3843627199,212,34.1,3843627203,1,,3843627193,56,Back,3843627197,141,28.9,3843627201,213,0.4,3846608259,178,,3843627191,157,,p87gxg8kc9ta6iipqt5fxmtx,T. Castagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471906475,6,1,1,0,11,1c8m2ko0wxq1asfkuykurdr0y,1,64,72.4,2022-10-15T11:30:44.449Z,2022-10-15T19:43:32Z,3843627415,213,0.8,3843627413,212,10.9,3843627407,56,Left,3846608543,388,,3843627411,141,83.8,3843627405,3,,3843627409,140,71.3,,,,19m0uqmf1otcekssb7tbrl1m2,C. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
