id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/12/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist
2515914541,5,44,1,0,8,1qtaiy11gswx327s0vkibf70n,0,36.3,28.9,2023-03-05T14:01:00.704Z,2023-03-05T22:34:00Z,4075467349,56,Back,4075467351,285,,4075467513,233,6,,,,,,,,,,,,,,,,19nlw3sa0khwz0el4wqc7zrp,R. Freuler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515914557,7,1,1,0,8,ehd2iemqmschhj2ec0vayztzz,0,67.3,76.3,2023-03-05T14:01:00.774Z,2023-03-06T00:48:26Z,4075467435,213,5.7,4075467423,3,,4077435551,388,,4075467431,141,69.6,4075467425,168,,4075467427,56,Center,4075467433,212,8.9,4075467429,140,74.6,4n782p6eaok71ai7ecj1jo1jp,D. Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515914669,6,1,1,0,10,1qtaiy11gswx327s0vkibf70n,1,24.5,38.2,2023-03-05T14:01:03.295Z,2023-03-05T22:34:10Z,4075467977,140,9.8,4075467975,56,Back,4077435625,178,,4075467981,212,19.5,4075467979,141,55.8,4075467983,213,2.5,,,,,,,1tuivl8zdnsaz8vbed2z582qx,J. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515914827,7,1,1,0,19,1qtaiy11gswx327s0vkibf70n,1,9.7,56.3,2023-03-05T14:01:12.042Z,2023-03-05T22:34:33Z,4075468747,56,Back,4075468763,213,5.3,4075468751,140,23.8,4077435937,178,,4075468755,141,21.5,4075468757,212,27.9,,,,,,,9sme7jykdv8msgfu0nxx6h39x,K. Navas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515914959,8,1,1,0,23,1qtaiy11gswx327s0vkibf70n,1,24.9,19.9,2023-03-05T14:01:16.038Z,2023-03-05T22:34:53Z,4075469467,140,74.1,4075469475,1,,4075469465,56,Center,4075469463,155,,4075469473,213,0.1,4077436193,178,,4075469471,212,52.0,4075469469,141,28.9,1tuivl8zdnsaz8vbed2z582qx,J. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915003,9,4,1,0,26,ehd2iemqmschhj2ec0vayztzz,1,23.5,77,2023-03-05T14:01:18.615Z,2023-03-05T22:35:10Z,4075469683,285,,4075469711,233,9,4075469679,56,Back,4075469681,152,,4075469675,13,,4075469677,294,,,,,,,,35jaxclh329duzefna708jk5x,J. Tarkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515914971,9,4,1,0,26,1qtaiy11gswx327s0vkibf70n,0,76.5,23,2023-03-05T14:01:18.616Z,2023-03-05T22:35:10Z,4075469525,56,Center,4075469533,286,,4075469759,233,9,4075469517,13,,4075469521,294,,4077436411,178,,4075469529,152,,,,,cjdycctu96jilvbvnl7ndh9sl,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515914923,8,43,1,0,28,ehd2iemqmschhj2ec0vayztzz,1,0,0,2023-03-05T14:01:20.918Z,2023-03-05T14:01:26Z,4075469247,285,0,4075469865,144,44,4075469245,56,Back,,,,,,,,,,,,,,,,35jaxclh329duzefna708jk5x,J. Tarkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915423,10,1,1,0,44,ehd2iemqmschhj2ec0vayztzz,1,22.2,76.7,2023-03-05T14:01:36.963Z,2023-03-05T22:35:16Z,4075471765,140,41.3,4075471759,196,,4075471767,141,7.1,4075471773,1,,4077436509,178,,4075471763,56,Back,4075471761,152,,4075471769,212,51.4,e8dina16u5kt5ho4u5igtmimt,J. Pickford,4075471771,213,5.1,4075471757,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915447,11,1,1,0,49,ehd2iemqmschhj2ec0vayztzz,0,43.8,6,2023-03-05T14:01:41.866Z,2023-03-05T22:35:24Z,4075471869,155,,4075471887,212,29.7,4075471873,56,Right,4075471881,141,17.0,4077436601,178,,4075471891,213,0.3,4075471875,140,71.2,,,,9nq9bocnqq6bu8ho4m26qmkt1,S. Coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915531,10,1,1,0,51,1qtaiy11gswx327s0vkibf70n,1,30.8,80.1,2023-03-05T14:01:43.556Z,2023-03-05T22:35:35Z,4075472295,140,40.9,4077436797,388,,4075472301,212,11.7,4075472293,56,Back,4075472291,3,,4075472303,213,5.8,4075472299,141,72.8,,,,59wmst2hxu6y4zut9a48jxiw9,Renan Lodi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915537,11,61,1,0,53,1qtaiy11gswx327s0vkibf70n,0,41,72.5,2023-03-05T14:01:45.756Z,2023-03-05T22:35:48Z,4075472325,56,Back,4077436995,21,,4077436997,178,,,,,,,,,,,,,,,,,b7eoho4q34nfispye73m8b00l,J. Shelvey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915567,12,1,1,0,54,ehd2iemqmschhj2ec0vayztzz,0,57.8,27.6,2023-03-05T14:01:46.867Z,2023-03-05T22:35:57Z,4075472459,213,0.7,4075472451,56,Center,4077437121,178,,4075472453,140,63.3,4075495125,155,,4075472457,212,7.7,4075472455,141,35.1,,,,8g7clz1z04oqjxhg8xnqc7105,A. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915583,12,49,1,0,55,1qtaiy11gswx327s0vkibf70n,1,37.1,71.3,2023-03-05T14:01:47.753Z,2023-03-05T22:36:07Z,,,,,,,,,,,,,,,,,,,,,,,,,19nlw3sa0khwz0el4wqc7zrp,R. Freuler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915683,13,1,1,0,55,1qtaiy11gswx327s0vkibf70n,0,37.1,71.3,2023-03-05T14:01:47.856Z,2023-03-05T22:36:17Z,4075472963,141,94.5,4075472965,212,33.6,4077437605,178,,4075472967,213,0.5,4075472959,56,Left,4075472961,140,65.3,4075472957,155,,4075472969,1,,19nlw3sa0khwz0el4wqc7zrp,R. Freuler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915663,13,49,1,1,0,ehd2iemqmschhj2ec0vayztzz,1,30.4,6.6,2023-03-05T14:01:52.845Z,2023-03-05T22:36:30Z,,,,,,,,,,,,,,,,,,,,,,,,,9nq9bocnqq6bu8ho4m26qmkt1,S. Coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915765,14,1,1,1,1,ehd2iemqmschhj2ec0vayztzz,1,31.8,5.8,2023-03-05T14:01:54.077Z,2023-03-05T22:36:35Z,4077438027,178,,4075473357,140,41.6,4075473361,212,10.3,4075473355,56,Back,4075473363,213,6.2,4075473359,141,4.2,,,,,,,9nq9bocnqq6bu8ho4m26qmkt1,S. Coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915803,15,1,1,1,4,ehd2iemqmschhj2ec0vayztzz,1,40.8,4.5,2023-03-05T14:01:56.772Z,2023-03-05T22:36:45Z,4075473571,141,25.6,4075473569,140,44.7,4077438207,178,,4075473573,212,14.9,4075473567,56,Back,4075473575,213,1.3,,,,,,,8kb5h8df97ju107n9ibigo1cl,A. Iwobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915907,16,1,1,1,6,ehd2iemqmschhj2ec0vayztzz,1,44.7,26.7,2023-03-05T14:01:58.412Z,2023-03-05T22:36:51Z,4075474023,213,2.9,4075474019,141,30.2,4077438345,178,,4075474021,212,9.6,4075474017,140,35.8,4075474015,56,Back,,,,,,,do3duah478rhz9cg2icde4h9m,A. Onana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915927,17,1,1,1,6,ehd2iemqmschhj2ec0vayztzz,0,36.2,30.2,2023-03-05T14:01:59.265Z,2023-03-05T22:36:55Z,4075474113,140,69.2,4075474115,141,44.6,4075474109,155,,4075474117,212,36.0,4077438385,178,,4075474121,1,,4075474111,56,Center,4075474119,213,0.3,ceerfv28fygp7m2euv5n5uu39,I. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915961,14,49,1,1,10,1qtaiy11gswx327s0vkibf70n,1,29.5,62,2023-03-05T14:02:03.236Z,2023-03-05T22:37:13Z,,,,,,,,,,,,,,,,,,,,,,,,,1tuivl8zdnsaz8vbed2z582qx,J. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916039,15,1,1,1,10,1qtaiy11gswx327s0vkibf70n,1,29.5,62,2023-03-05T14:02:03.310Z,2023-03-05T22:37:16Z,4075474621,212,25.8,4075474617,140,28.8,4075474615,56,Back,4075474619,141,24.1,4077438851,178,,4075474623,213,4.7,,,,,,,1tuivl8zdnsaz8vbed2z582qx,J. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916101,16,1,1,1,14,1qtaiy11gswx327s0vkibf70n,1,28.9,26.5,2023-03-05T14:02:07.236Z,2023-03-05T22:38:17Z,4075474933,141,43.0,4075474937,213,1.2,4075474935,212,11.9,4075474929,56,Back,4075474931,140,32.8,4077440175,178,,,,,,,,8pb6iiphpyxdlpbs4dpunr8wl,S. Aurier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916195,17,1,1,1,16,1qtaiy11gswx327s0vkibf70n,1,32.1,43.3,2023-03-05T14:02:09.374Z,2023-03-05T22:38:24Z,4075475383,56,Back,4075475387,141,43.0,4075475385,140,21.6,4075475389,212,11.0,4075475391,213,3.2,4077440359,178,,,,,,,,19nlw3sa0khwz0el4wqc7zrp,R. Freuler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916285,18,1,1,1,20,1qtaiy11gswx327s0vkibf70n,1,21.6,42.4,2023-03-05T14:02:13.071Z,2023-03-05T22:38:49Z,4075475791,212,15.7,4075475789,141,19.3,4077440931,178,,4075475785,56,Back,4075475787,140,22.5,4075475797,213,4.8,,,,,,,1tuivl8zdnsaz8vbed2z582qx,J. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916443,19,1,1,1,23,1qtaiy11gswx327s0vkibf70n,1,23.9,19.1,2023-03-05T14:02:16.005Z,2023-03-05T22:38:53Z,4075476581,141,8.9,4075476577,56,Back,4075476579,140,30.0,4075476583,212,9.4,4075476585,213,5.5,4077441051,178,,,,,,,,8pb6iiphpyxdlpbs4dpunr8wl,S. Aurier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916535,20,1,1,1,29,1qtaiy11gswx327s0vkibf70n,0,32.6,13,2023-03-05T14:02:21.635Z,2023-03-05T22:39:40Z,4075477023,212,67.9,4075477027,1,,4075477025,213,0.5,4075477015,56,Center,4077441131,178,,4075477017,140,89.7,4075477021,141,59.9,4075477013,155,,b7eoho4q34nfispye73m8b00l,J. Shelvey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916505,18,52,1,1,33,ehd2iemqmschhj2ec0vayztzz,1,12,38.8,2023-03-05T14:02:25.507Z,2023-03-05T22:39:05Z,4077441251,388,,4076957741,378,,,,,,,,,,,,,,,,,,,,e8dina16u5kt5ho4u5igtmimt,J. Pickford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916731,19,1,1,1,36,ehd2iemqmschhj2ec0vayztzz,0,14.5,38.4,2023-03-05T14:02:28.855Z,2023-03-05T22:39:17Z,4075478113,1,,4075478109,213,0.1,4075478101,56,Center,4075478107,212,58.4,4075478105,141,43.7,4075478099,199,,4075478103,140,70.0,,,,e8dina16u5kt5ho4u5igtmimt,J. Pickford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916737,21,44,1,1,40,1qtaiy11gswx327s0vkibf70n,1,29.4,61.7,2023-03-05T14:02:33.015Z,2023-03-06T00:48:26Z,4075478131,285,,4075478129,56,Back,4075478205,233,20,,,,,,,,,,,,,,,,f30avgacyfz88ppw9mh8v57md,Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916743,20,44,1,1,40,ehd2iemqmschhj2ec0vayztzz,0,70.6,38.3,2023-03-05T14:02:33.016Z,2023-03-05T22:39:23Z,4075478345,233,21,4075478135,56,Center,4075478137,286,,,,,,,,,,,,,,,,,4n782p6eaok71ai7ecj1jo1jp,D. Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916765,22,1,1,1,40,1qtaiy11gswx327s0vkibf70n,1,26.5,66.8,2023-03-05T14:02:33.069Z,2023-03-06T00:48:27Z,4075478269,141,67.6,4077441783,388,,4075478271,212,10.3,4075478265,56,Back,4075478267,140,36.3,4075478273,213,0.1,4075478263,3,,,,,f30avgacyfz88ppw9mh8v57md,Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916819,23,1,1,1,42,1qtaiy11gswx327s0vkibf70n,0,41,70.8,2023-03-05T14:02:35.045Z,2023-03-05T22:39:58Z,4075478593,141,77.1,4075478587,168,,4075478597,213,0.5,4075478595,212,8.6,4075478583,3,,4077442597,178,,4075478591,140,48.1,4075478589,56,Back,25kl6261u9xft9cfvot8aezf9,J. Colback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916911,21,1,1,1,44,ehd2iemqmschhj2ec0vayztzz,1,53.2,23.3,2023-03-05T14:02:37.029Z,2023-03-05T22:40:08Z,4075479095,213,5.7,4075479093,212,16.0,4075479085,3,,4075479087,56,Right,4075479089,140,66.2,4077442863,178,,4075479091,141,11.0,,,,9nq9bocnqq6bu8ho4m26qmkt1,S. Coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916989,22,1,1,1,50,ehd2iemqmschhj2ec0vayztzz,1,68.7,14.8,2023-03-05T14:02:42.599Z,2023-03-05T22:40:21Z,4075479421,140,68.1,4075479423,141,36.8,4077443155,178,,4075479427,213,1.6,4075479425,212,15.0,4075479419,56,Center,,,,,,,8kb5h8df97ju107n9ibigo1cl,A. Iwobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515917175,23,1,1,1,52,ehd2iemqmschhj2ec0vayztzz,1,69.1,49.1,2023-03-05T14:02:44.818Z,2023-03-05T22:40:26Z,4075480373,140,76.9,4075480375,141,83.9,4075480377,212,25.0,4077443257,178,,4075480371,56,Left,4075480379,213,1.2,,,,,,,ceerfv28fygp7m2euv5n5uu39,I. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515917183,24,4,1,1,59,ehd2iemqmschhj2ec0vayztzz,1,89.8,88.4,2023-03-05T14:02:51.512Z,2023-03-05T22:40:39Z,4075480423,152,,4075480427,265,,4075480419,56,Left,4075480429,286,,4075480417,13,,4075480483,233,24,,,,,,,7qgt7sht6py670pt6t4wjhqay,D. McNeil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515917189,24,4,1,1,59,1qtaiy11gswx327s0vkibf70n,0,10.2,11.6,2023-03-05T14:02:51.513Z,2023-03-05T22:40:38Z,4075480459,265,,4077443589,178,,4075480499,233,24,4075480453,13,,4075480457,152,,4075480461,285,,4075480455,56,Back,,,,1l228p52d8wdf8qhfxqu8rca,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515918381,25,1,1,2,48,ehd2iemqmschhj2ec0vayztzz,1,92.8,93.8,2023-03-05T14:03:40.645Z,2023-03-05T22:40:43Z,4075486633,141,38.4,4075486627,152,,4075486625,155,,4076960519,223,,4075486629,56,Center,4076960521,20,,4075486621,2,,4075486623,5,,4n782p6eaok71ai7ecj1jo1jp,D. Gray,4077443737,178,,4075486635,212,38.1,4075486637,213,4.9,4075486631,140,98.5,4075486639,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515918387,26,1,1,2,50,ehd2iemqmschhj2ec0vayztzz,0,98.5,38.4,2023-03-05T14:03:42.932Z,2023-03-05T22:40:49Z,4075486669,56,Center,4075486671,140,98.0,4075486673,141,41.6,4075486675,212,2.2,4077443857,388,,4075486667,3,,4075486677,213,1.8,,,,8g7clz1z04oqjxhg8xnqc7105,A. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515918415,25,43,1,2,52,1qtaiy11gswx327s0vkibf70n,1,0,0,2023-03-05T14:03:45.260Z,2023-03-05T14:03:53Z,4075488053,144,61,4075486817,56,Back,,,,,,,,,,,,,,,,,,,f30avgacyfz88ppw9mh8v57md,Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515918467,26,1,1,2,53,1qtaiy11gswx327s0vkibf70n,0,11,78.5,2023-03-05T14:03:45.937Z,2023-03-05T22:41:13Z,4075487143,140,21.6,4075487145,141,75.9,4075487147,212,11.3,4077444583,178,,4075487141,56,Back,4075487149,213,6.1,4075487139,3,,,,,f30avgacyfz88ppw9mh8v57md,Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515918527,27,1,1,2,56,ehd2iemqmschhj2ec0vayztzz,0,85.8,25.2,2023-03-05T14:03:48.786Z,2023-03-05T22:41:26Z,4075487485,213,5.7,4077444855,178,,4075487483,212,2.0,4075487477,140,87.4,4075487717,236,,4075487721,233,27,4075487481,141,23.5,4075487473,56,Center,ceerfv28fygp7m2euv5n5uu39,I. Gueye,4075487729,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515918551,27,74,1,2,56,1qtaiy11gswx327s0vkibf70n,1,17,73.1,2023-03-05T14:03:48.947Z,2023-03-05T22:41:35Z,4077445103,178,,4075487625,285,,4075487623,56,Back,4075487777,233,27,,,,,,,,,,,,,19nlw3sa0khwz0el4wqc7zrp,R. Freuler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
