id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,assist,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/18/value,qualifier/17/value
2531069149,174,1,1,17,38,1c8m2ko0wxq1asfkuykurdr0y,1,39.6,4,2023-04-09T13:19:08.805Z,2023-04-09T19:35:15Z,4177894735,178,,4176591525,141,11.0,4176591529,213,1.6,4176591523,140,39.4,4176591527,212,4.8,4176591521,56,Back,,,,,,,m2c4lckkcr7yilnqxrrsgh2i,M. Olise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531069191,175,1,1,17,40,1c8m2ko0wxq1asfkuykurdr0y,1,39.4,11,2023-04-09T13:19:10.407Z,2023-04-09T19:35:24Z,4176591743,212,7.6,4177895391,178,,4176591745,213,0.1,4176591741,141,12.1,4176591739,140,46.6,4176591737,56,Back,,,,,,,4wic6z72nwmhkheme209fcmp5,E. Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531069197,176,3,1,17,43,1c8m2ko0wxq1asfkuykurdr0y,0,56.2,18.4,2023-04-09T13:19:13.135Z,2023-04-09T19:35:40Z,4176592021,233,203,4177238303,465,,4176591777,56,Right,4177896651,178,,4176591779,286,,,,,,,,,,,c9pmcoyzgtgcnlc63cl4283bp,O. Édouard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531069231,203,7,1,17,43,48gk2hpqtsl6p9sx9kjhaydq4,1,43.8,81.6,2023-04-09T13:19:13.208Z,2023-04-09T19:35:45Z,4176592013,233,176,4177897013,178,,4177237877,385,,4176591943,56,Back,4176591945,285,,,,,,,,,,,1zumt9vkrqd8d3p3eqtwezi6t,R. Koch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531080769,309,61,1,17,43,48gk2hpqtsl6p9sx9kjhaydq4,1,43.9,79.9,2023-04-09T13:19:13.209Z,2023-04-09T19:35:53Z,4177897597,178,,4176652739,56,Back,,,,,,,,,,,,,,,,,,,9rfwfsz5cmckyjripqgtbc7op,Junior Firpo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531069245,204,49,1,17,44,48gk2hpqtsl6p9sx9kjhaydq4,1,37.4,84.1,2023-04-09T13:19:14.654Z,2023-04-09T19:36:03Z,,,,,,,,,,,,,,,,,,,,,,,,,b275i2lg3anqae5lv9gmrzmqx,P. Struijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531069293,205,1,1,17,44,48gk2hpqtsl6p9sx9kjhaydq4,1,37.4,84.1,2023-04-09T13:19:14.708Z,2023-04-09T19:36:09Z,4176592225,212,18.3,4176592219,56,Left,4176592227,213,0.1,4176592223,141,88.1,4177898543,178,,4176592221,140,54.6,,,,,,,b275i2lg3anqae5lv9gmrzmqx,P. Struijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531069331,206,1,1,17,48,48gk2hpqtsl6p9sx9kjhaydq4,1,54,83.9,2023-04-09T13:19:18.913Z,2023-04-09T19:36:16Z,4176592447,213,3.5,4176592443,141,70.6,4177899097,178,,4176592445,212,24.2,4176592439,56,Back,4176592441,140,32.6,,,,,,,7xlnqr43lvc8coshx65qd5omh,L. Sinisterra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531069413,207,1,1,17,52,48gk2hpqtsl6p9sx9kjhaydq4,1,28,69.9,2023-04-09T13:19:22.097Z,2023-04-09T19:36:22Z,4177899737,178,,4176592881,56,Back,4176592887,212,20.0,4176592883,140,18.1,4176592889,213,4.2,4176592885,141,44.7,,,,,,,b275i2lg3anqae5lv9gmrzmqx,P. Struijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531069441,208,1,1,17,57,48gk2hpqtsl6p9sx9kjhaydq4,1,19.3,42.7,2023-04-09T13:19:27.682Z,2023-04-09T19:36:27Z,4177900169,178,,4176593063,213,4.9,4176593059,141,26.0,4176593055,56,Back,4176593057,140,21.4,4176593061,212,11.6,,,,,,,8szyip8c62bier901hmpqc7vt,I. Meslier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531069487,209,1,1,17,59,48gk2hpqtsl6p9sx9kjhaydq4,1,22.5,25.2,2023-04-09T13:19:29.684Z,2023-04-09T19:36:31Z,4177900447,178,,4176593321,212,17.1,4176593317,140,34.2,4176593315,56,Back,4176593323,213,5.5,4176593319,141,7.8,,,,,,,1zumt9vkrqd8d3p3eqtwezi6t,R. Koch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531069547,210,1,1,18,2,48gk2hpqtsl6p9sx9kjhaydq4,0,36.8,6.9,2023-04-09T13:19:32.541Z,2023-04-09T19:36:35Z,4176593599,1,,4176593589,56,Center,4176593595,212,59.7,4176593587,155,,4176593597,213,0.6,4176593593,141,55.8,4177900819,178,,4176593591,140,84.0,983mn5yig2f4upkq9e97hx87p,L. Ayling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531069597,178,52,1,18,6,1c8m2ko0wxq1asfkuykurdr0y,1,15.4,46.6,2023-04-09T13:19:36.322Z,2023-04-09T19:36:46Z,4177239937,377,,4177901577,178,,,,,,,,,,,,,,,,,,,,5frs9u0spep2j3gszu06awo9h,S. Johnstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531069641,179,1,1,18,9,1c8m2ko0wxq1asfkuykurdr0y,1,15.6,49,2023-04-09T13:19:39.149Z,2023-04-09T19:36:51Z,4176593989,212,16.7,4176593985,140,21.9,4177901933,178,,4176593987,141,71.6,4176593983,56,Back,4176593991,213,1.2,4176593981,123,,4176594001,287,,5frs9u0spep2j3gszu06awo9h,S. Johnstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531069769,180,1,1,18,15,1c8m2ko0wxq1asfkuykurdr0y,1,26.3,67.8,2023-04-09T13:19:45.417Z,2023-04-09T19:36:56Z,4176594589,56,Back,4176594595,212,24.2,4176594597,213,4.9,4176594593,141,32.6,4177902287,178,,4176594591,140,29.9,,,,,,,9ipux4xiejibplsbbhqz8d5gp,M. Guéhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531069801,181,1,1,18,18,1c8m2ko0wxq1asfkuykurdr0y,1,29.9,32.6,2023-04-09T13:19:48.167Z,2023-04-09T19:37:02Z,4176594765,212,16.5,4176594769,213,4.9,4176594761,141,8.8,4176594757,140,32.8,4177902729,178,,4176594755,56,Back,,,,,,,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531069823,182,1,1,18,19,1c8m2ko0wxq1asfkuykurdr0y,1,32.3,8.2,2023-04-09T13:19:49.911Z,2023-04-09T19:37:07Z,4176594865,140,38.1,4176594869,212,6.1,4176594871,213,0.1,4176594867,141,9.4,4176594863,56,Back,4177903091,178,,,,,,,,1rz6bw398na1i3t29rop7ikt1,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531069851,183,61,1,18,21,1c8m2ko0wxq1asfkuykurdr0y,1,37.6,8.3,2023-04-09T13:19:51.676Z,2023-04-09T19:37:38Z,4177904143,178,,4176594965,56,Back,,,,,,,,,,,,,,,,,,,4wic6z72nwmhkheme209fcmp5,E. Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531338859,1119,67,1,18,22,1c8m2ko0wxq1asfkuykurdr0y,1,38.8,3.4,2023-04-09T13:19:52.917Z,2023-04-09T20:35:24Z,4178050745,233,1090,,,,,,,,,,,,,,,,,,,,,,m2c4lckkcr7yilnqxrrsgh2i,M. Olise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531338857,1090,67,1,18,22,48gk2hpqtsl6p9sx9kjhaydq4,0,61.2,96.6,2023-04-09T13:19:52.918Z,2023-04-09T20:22:26Z,4178050755,233,1119,,,,,,,,,,,,,,,,,,,,,,7xlnqr43lvc8coshx65qd5omh,L. Sinisterra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531069859,184,1,1,18,22,1c8m2ko0wxq1asfkuykurdr0y,0,37.7,3.7,2023-04-09T13:19:52.957Z,2023-04-09T20:35:25Z,4176595117,236,,4176595017,212,1.6,4176595019,213,3.0,4176595119,233,211,4176595123,286,,4177906461,178,,4176595011,56,Back,4176595013,140,36.2,m2c4lckkcr7yilnqxrrsgh2i,M. Olise,4176595015,141,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531069875,211,74,1,18,22,48gk2hpqtsl6p9sx9kjhaydq4,1,63,95.5,2023-04-09T13:19:52.987Z,2023-04-09T19:37:53Z,4176595129,233,184,4176595089,285,,4176595087,56,Left,4177906869,178,,,,,,,,,,,,,,7xlnqr43lvc8coshx65qd5omh,L. Sinisterra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531069911,185,5,1,18,23,1c8m2ko0wxq1asfkuykurdr0y,1,38.2,-1.5,2023-04-09T13:19:53.733Z,2023-04-09T19:38:05Z,4176595257,347,,4176595255,56,Back,4176595317,233,212,,,,,,,,,,,,,,,,m2c4lckkcr7yilnqxrrsgh2i,M. Olise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531069893,212,5,1,18,23,48gk2hpqtsl6p9sx9kjhaydq4,0,61.8,101.5,2023-04-09T13:19:53.733Z,2023-04-09T19:38:05Z,4176595343,233,185,4176595153,347,,4176595149,56,Left,,,,,,,,,,,,,,,,7xlnqr43lvc8coshx65qd5omh,L. Sinisterra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531070053,186,1,1,18,32,1c8m2ko0wxq1asfkuykurdr0y,1,37,0,2023-04-09T13:20:02.879Z,2023-04-09T19:38:13Z,4176595983,140,35.0,4176595987,212,6.9,4176595989,213,1.9,4176595985,141,8.3,4176595981,56,Back,4176595977,107,,,,,,,,1rz6bw398na1i3t29rop7ikt1,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531070085,187,1,1,18,34,1c8m2ko0wxq1asfkuykurdr0y,1,35,8.3,2023-04-09T13:20:04.792Z,2023-04-09T19:38:19Z,4176596213,213,3.2,4177908785,178,,4176596207,140,19.1,4176596211,212,16.8,4176596205,56,Back,4176596209,141,5.9,,,,,,,4wic6z72nwmhkheme209fcmp5,E. Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531070115,188,1,1,18,36,1c8m2ko0wxq1asfkuykurdr0y,1,19.1,5.9,2023-04-09T13:20:06.569Z,2023-04-09T19:38:27Z,4177909411,178,,4176596377,141,32.8,4176596373,56,Back,4176596375,140,4.2,4176596381,213,2.3,4176596379,212,24.1,,,,,,,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531070133,189,1,1,18,38,1c8m2ko0wxq1asfkuykurdr0y,1,4.2,32.8,2023-04-09T13:20:09.078Z,2023-04-09T19:38:33Z,4176596473,140,19.3,4176596477,212,27.3,4177909921,178,,4176596475,141,65.4,4176596479,213,0.9,4176596471,56,Back,,,,,,,5frs9u0spep2j3gszu06awo9h,S. Johnstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531070257,192,1,1,18,45,1c8m2ko0wxq1asfkuykurdr0y,1,23.3,68.6,2023-04-09T13:20:15.094Z,2023-04-09T19:42:29Z,4176597021,140,31.8,4176597029,213,5.0,4177910611,178,,4176597025,212,32.5,4176597023,141,22.6,4176597033,1,,4176597019,56,Back,,,,9ipux4xiejibplsbbhqz8d5gp,M. Guéhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531070341,193,1,1,18,49,1c8m2ko0wxq1asfkuykurdr0y,1,35.1,20.5,2023-04-09T13:20:19.760Z,2023-04-09T19:38:52Z,4176597431,56,Center,4177911501,178,,4176597433,140,55.8,4176597437,212,22.3,4176597435,141,28.1,4176597439,213,0.2,,,,,,,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531070741,196,61,1,18,51,1c8m2ko0wxq1asfkuykurdr0y,0,57,34.6,2023-04-09T13:20:21.230Z,2023-04-09T19:39:05Z,4176599667,56,Center,4177912365,178,,,,,,,,,,,,,,,,,,,,4wic6z72nwmhkheme209fcmp5,E. Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531070389,213,4,1,18,51,48gk2hpqtsl6p9sx9kjhaydq4,1,44.4,69.8,2023-04-09T13:20:21.762Z,2023-04-09T19:39:14Z,4176599873,233,194,4176597691,152,,4176597695,286,,4176597689,56,Back,4176597693,265,,4176597687,13,,,,,,,,288nn7pbq5ewriiyb9o7da86h,W. McKennie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531070349,194,4,1,18,51,1c8m2ko0wxq1asfkuykurdr0y,0,55.6,30.2,2023-04-09T13:20:21.763Z,2023-04-09T19:39:14Z,4176597471,56,Center,4176597469,13,,4177912859,178,,4176597473,152,,4176599893,233,213,4176597475,265,,4176599785,285,,,,,4wic6z72nwmhkheme209fcmp5,E. Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531070785,214,1,1,19,20,48gk2hpqtsl6p9sx9kjhaydq4,1,45.8,67,2023-04-09T13:20:50.628Z,2023-04-09T19:39:19Z,4176599959,141,31.9,4176599955,56,Back,4177913323,178,,4176599953,152,,4176599961,212,24.0,4176599957,140,43.8,4176599963,213,4.6,4176599951,5,,4r6jcuotjs6rz8iwu20996z85,Marc Roca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531070839,215,1,1,19,23,48gk2hpqtsl6p9sx9kjhaydq4,1,45.4,29.1,2023-04-09T13:20:53.829Z,2023-04-09T19:39:23Z,4176600155,56,Right,4176600159,141,7.0,4176600157,140,64.1,4176600161,212,24.7,4177913623,178,,4176600163,213,5.6,,,,,,,1zumt9vkrqd8d3p3eqtwezi6t,R. Koch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531070963,216,1,1,19,25,48gk2hpqtsl6p9sx9kjhaydq4,0,64.5,4.6,2023-04-09T13:20:55.877Z,2023-04-09T19:39:30Z,4176600805,213,0.2,4176600797,56,Right,4177914207,178,,4176600803,212,9.3,4176600801,141,7.9,4176600799,140,73.1,,,,,,,983mn5yig2f4upkq9e97hx87p,L. Ayling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531070971,198,61,1,19,25,1c8m2ko0wxq1asfkuykurdr0y,1,22.4,92.3,2023-04-09T13:20:55.986Z,2023-04-09T19:39:37Z,4177914943,178,,4176600833,56,Back,,,,,,,,,,,,,,,,,,,6dqnwhx0eglxhelidxg0dphm2,T. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531071015,199,6,1,19,29,1c8m2ko0wxq1asfkuykurdr0y,0,23.2,90.5,2023-04-09T13:20:59.597Z,2023-04-09T19:39:42Z,4176601001,56,Back,4176601071,233,217,4176601003,73,,,,,,,,,,,,,,,,,6dqnwhx0eglxhelidxg0dphm2,T. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531071001,217,6,1,19,29,48gk2hpqtsl6p9sx9kjhaydq4,1,76.8,9.5,2023-04-09T13:20:59.597Z,2023-04-09T19:39:42Z,4176600965,56,Right,4176600967,75,,4176601043,233,199,,,,,,,,,,,,,,,,983mn5yig2f4upkq9e97hx87p,L. Ayling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531070895,197,43,1,19,30,1c8m2ko0wxq1asfkuykurdr0y,1,0,0,2023-04-09T13:21:00.130Z,2023-04-09T13:21:07Z,4176600457,56,Back,4176601105,144,5,4176600459,346,0,,,,,,,,,,,,,,,,4wic6z72nwmhkheme209fcmp5,E. Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531071533,218,1,1,20,1,48gk2hpqtsl6p9sx9kjhaydq4,1,99.5,0.5,2023-04-09T13:21:31.733Z,2023-04-09T19:40:08Z,4176603671,212,30.1,4176603667,141,42.1,4176603659,155,,4176603657,6,,4176603675,213,1.9,4177915629,178,,4176603665,140,89.7,4176607971,154,,8rrcscn29rs1gk8mi1pwpu92i,B. Aaronson,4176607969,210,16,4176603663,56,Center,4177245587,20,4176603655,2,,4176603661,224,,,,4176607973,25,,,,,,,,,,1,,,,,,,,,,,,
2531071537,219,16,1,20,4,48gk2hpqtsl6p9sx9kjhaydq4,1,89.7,42.1,2023-04-09T13:21:34.266Z,2023-04-09T19:40:09Z,4176606389,25,,4176608011,103,23.4,4176608009,102,53.9,4176607999,77,,4176603693,56,Center,4177245391,396,49.6,4177245389,395,99.3,4176608019,274,,6q6i9x4w4vcdwwmiwq8k6sixh,P. Bamford,4176608001,29,,4176606391,15,,4176607997,120,4176606401,375,20:02.933,4176606397,374,2023-04-09 14:21:33.020,,,4176608015,231,4176603691,17,,4176608013,230,4176608003,154,,48.4,,99.4,4176606395,328,4177917137,388,4176608005,55,218,4176608017,138,,
2531072539,200,1,1,21,1,1c8m2ko0wxq1asfkuykurdr0y,1,49.9,49.9,2023-04-09T13:22:31.777Z,2023-04-09T19:40:21Z,4176613981,189,,4176608819,213,3.3,4176608815,212,20.6,4176608801,56,Back,4176608807,140,30.5,4176608821,279,G,4176608811,141,45.2,4177918351,178,,4wic6z72nwmhkheme209fcmp5,E. Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531193729,927,1,1,21,5,1c8m2ko0wxq1asfkuykurdr0y,1,35.5,42.7,2023-04-09T13:22:35.992Z,2023-04-09T19:40:27Z,4177249217,212,17.0,4177249213,140,30.9,4177918831,178,,4177249215,141,66.6,4177249639,189,,4177249219,213,1.9,4177249211,56,Back,,,,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531193801,928,1,1,21,8,1c8m2ko0wxq1asfkuykurdr0y,1,30.9,66.6,2023-04-09T13:22:38.684Z,2023-04-09T19:40:31Z,4177249609,140,38.4,4177249611,141,33.4,4177249607,56,Back,4177249613,212,23.9,4177249709,189,,4177919127,178,,4177249615,213,5.0,,,,9ipux4xiejibplsbbhqz8d5gp,M. Guéhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531072595,204,1,1,21,10,1c8m2ko0wxq1asfkuykurdr0y,1,36,17.6,2023-04-09T13:22:40.635Z,2023-04-09T19:42:57Z,4176609067,141,31.7,4176609063,56,Back,4176609065,140,26.8,4176609069,212,13.6,4176609071,213,2.4,4177920003,178,,,,,,,,1rz6bw398na1i3t29rop7ikt1,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531194017,929,43,1,21,10,1c8m2ko0wxq1asfkuykurdr0y,1,0,0,2023-04-09T13:22:41.081Z,2023-04-09T16:38:31Z,4177250791,140,27.3,4177252495,144,1,4177250787,189,0,4177250793,141,29.4,4177250797,213,3.0,4177250789,56,Back,4177250795,212,10.9,,,,1rz6bw398na1i3t29rop7ikt1,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531072559,201,43,1,21,11,1c8m2ko0wxq1asfkuykurdr0y,1,0,0,2023-04-09T13:22:41.616Z,2023-04-09T16:38:09Z,4176608895,141,61.4,4176608899,213,2.8,4177250943,144,1,4176608897,212,9.7,4176608893,140,29.0,4176614097,189,0,4176608891,56,Back,,,,19m0uqmf1otcekssb7tbrl1m2,C. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531072621,205,1,1,21,12,1c8m2ko0wxq1asfkuykurdr0y,1,26.8,31.9,2023-04-09T13:22:42.202Z,2023-04-09T19:43:01Z,4176609225,212,24.4,4177920421,178,,4176609219,56,Back,4176609223,141,67.7,4176609227,213,1.5,4176609221,140,27.4,,,,,,,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531072567,202,43,1,21,12,1c8m2ko0wxq1asfkuykurdr0y,1,0,0,2023-04-09T13:22:42.272Z,2023-04-09T16:38:14Z,4176608955,213,4.6,4177251337,144,1,4176608947,56,Back,4176608953,212,15.0,4176608949,140,28.1,4176614235,189,0,4176608951,141,39.4,,,,9ipux4xiejibplsbbhqz8d5gp,M. Guéhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531072569,203,43,1,21,12,1c8m2ko0wxq1asfkuykurdr0y,1,0,0,2023-04-09T13:22:42.928Z,2023-04-09T16:38:28Z,4177252281,144,1,4176608971,56,Back,4176608979,213,5.2,4176608975,141,17.6,4176615755,189,0,4176608973,140,36.0,4176608977,212,17.0,,,,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531072701,206,1,1,21,16,1c8m2ko0wxq1asfkuykurdr0y,1,28.3,69.3,2023-04-09T13:22:46.300Z,2023-04-09T19:43:10Z,4176609661,213,0.3,4176609657,141,94.2,4176609653,56,Left,4177920835,178,,4176609659,212,52.6,4176609655,140,75.7,4176609663,1,,4176609651,155,,9ipux4xiejibplsbbhqz8d5gp,M. Guéhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531072705,207,61,1,21,19,1c8m2ko0wxq1asfkuykurdr0y,0,78.8,95,2023-04-09T13:22:49.699Z,2023-04-09T19:43:22Z,4177921837,178,,4176609689,56,Left,,,,,,,,,,,,,,,,,,,9c927a1i8iqblent14xat7aad,J. Ayew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531072709,220,49,1,21,21,48gk2hpqtsl6p9sx9kjhaydq4,1,17.2,6.1,2023-04-09T13:22:51.846Z,2023-04-09T19:43:31Z,,,,,,,,,,,,,,,,,,,,,,,,,983mn5yig2f4upkq9e97hx87p,L. Ayling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531072749,221,1,1,21,21,48gk2hpqtsl6p9sx9kjhaydq4,1,14.7,5.3,2023-04-09T13:22:51.892Z,2023-04-09T19:43:35Z,4176609891,213,1.8,4176609887,141,22.1,4176609883,56,Back,4176609889,212,11.6,4177923875,178,,4176609885,140,12.7,,,,,,,983mn5yig2f4upkq9e97hx87p,L. Ayling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531072767,222,1,1,21,23,48gk2hpqtsl6p9sx9kjhaydq4,0,12.7,22.1,2023-04-09T13:22:53.123Z,2023-04-09T19:43:39Z,4176609963,141,21.5,4176609967,212,19.1,4176609959,56,Back,4177924453,178,,4176609973,213,6.3,4176609977,1,,4176609961,140,30.9,4176609957,157,,1zumt9vkrqd8d3p3eqtwezi6t,R. Koch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531072771,208,1,1,21,24,1c8m2ko0wxq1asfkuykurdr0y,0,65.9,87.5,2023-04-09T13:22:54.759Z,2023-04-09T19:43:45Z,4176609997,56,Center,4176610003,212,9.8,4176609995,3,,4176609999,140,73.2,4176610005,213,5.6,4176610001,141,78.5,4177925591,388,,,,,6dqnwhx0eglxhelidxg0dphm2,T. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531072811,223,1,1,21,25,48gk2hpqtsl6p9sx9kjhaydq4,1,25,29,2023-04-09T13:22:55.587Z,2023-04-09T19:43:55Z,4176610211,56,Back,4176610221,213,6.2,4176610217,141,28.4,4176610219,212,8.6,4176610215,140,33.2,4177933209,178,,,,,,,,4r6jcuotjs6rz8iwu20996z85,Marc Roca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531072827,224,1,1,21,27,48gk2hpqtsl6p9sx9kjhaydq4,1,32.4,31.6,2023-04-09T13:22:57.425Z,2023-04-09T19:44:04Z,4177933823,178,,4176610321,212,13.0,4176610317,140,33.9,4176610319,141,50.6,4176610323,213,1.4,4176610315,56,Back,,,,,,,6kih58n0fzlod6c792xpey57t,J. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531072873,225,1,1,21,29,48gk2hpqtsl6p9sx9kjhaydq4,1,33.9,50.6,2023-04-09T13:22:59.107Z,2023-04-09T19:44:11Z,4176610549,56,Back,4176610553,141,45.5,4176610557,213,4.1,4176610555,212,4.2,4176610551,140,31.6,4177934259,178,,,,,,,,7xlnqr43lvc8coshx65qd5omh,L. Sinisterra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531072939,226,1,1,21,31,48gk2hpqtsl6p9sx9kjhaydq4,1,29.7,39.1,2023-04-09T13:23:01.383Z,2023-04-09T19:44:16Z,4177934535,178,,4176610863,212,19.2,4176610867,213,4.7,4176610859,140,29.8,4176610857,56,Back,4176610861,141,10.9,,,,,,,4r6jcuotjs6rz8iwu20996z85,Marc Roca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531072977,227,1,1,21,33,48gk2hpqtsl6p9sx9kjhaydq4,0,31.9,7.5,2023-04-09T13:23:04.016Z,2023-04-09T19:44:20Z,4176611023,1,,4176611019,212,57.4,4176611015,140,70.6,4177934983,178,,4176611017,141,67.1,4176611013,56,Center,4176611021,213,0.8,4176611011,155,,983mn5yig2f4upkq9e97hx87p,L. Ayling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
