id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2482381371,1,34,16,0,0,d5ydtvt96bv7fq04yqm2w2632,1,0,0,2022-11-06T13:00:02.909Z,2022-11-06T14:12:26Z,3898889377,30,"8jw1c54yfsk2m13uyl5yi5hm2, ebazcy0x20885rn9qx2acoi6s, 67qku7vyvbw76086eu05nowd1, dzsd79k6345s9105mb2r4fqol, 7zkku0gboniozaks9yx0ous8a, 2r1u01vlym0nwcwx86bwbuusq, axnmil0bg1giwhoa31tks7ljp, 7r6vds5j65fohi1k28cnqjqvp, 2oijcg6e36mwy3ie1num5wclx, 59ujnkvl7rlffomi2bqpsmbpx, 6tckvu2rw7ns18dq7dim0sout, d3p7p18i2ybzlwz5p5gjdd239, 4042kk7ylrs378rh26b7mh42x, 6gymgqxnu2zavuxgp6amm3zkl, 37bmb84zex63yoipqwj01bcgl, dusjrdiyxfadenwx4pjr7catx, 1qcj2upaz0xa98zkc835djo8a, 67oh9fkwrut68eegfjf5emaui, 6xdgasd4dvfgg4n23jw38473d, dgjl6ks0r7lbh09fe8cuwj7ro",3898889387,194,7r6vds5j65fohi1k28cnqjqvp,3898889391,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3898889389,197,425,3898889385,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3898889379,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3898889381,59,"31, 28, 15, 3, 37, 22, 17, 8, 32, 10, 24, 1, 4, 6, 7, 9, 18, 23, 27, 45",3898889383,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482381393,1,34,16,0,0,7vn2i2kd35zuetw6b38gw9jsz,1,0,0,2022-11-06T13:00:04.821Z,2022-11-06T13:00:04Z,3898889489,30,"9s9i1a7hdq5bud8ma2dqi295h, 65z99j774kjnbf7vm0u2q0jit, 6f1ljb0an6d0g4nbap6xgxsyd, 72m84nwa6dshu3ibmy13dz5rd, dxxc4dioaioidmvamkzqr4b85, 4jwkz8almo2997hvp09zl0p9l, 9pv566tidfz21e00y4t0mbap5, 5tbabvk43ljv3z3wd9mh0y8r9, 66r7rq9kcoyow46ovmhzrtec5, bijr1ghojrxc61se7ebt72f9x, 37d7oej48pb143o5eilue1hhx, 7z5ugeh3ejhwa3c8tg7idkpud, b7eoho4q34nfispye73m8b00l, doctoq9o6be1yap6je75w0vrp, 7g5elxh8h34yj55h9heydhzv9, 23oysjfutg5xy1f3o9bapnmxh, cjdycctu96jilvbvnl7ndh9sl, 7gcvzjdbqxe5jw1zn07ie4dsl, cnoomjxp6tna0mx2ycuptgixh, exzca2akgjl00jfd2hzh33h7t",3898889497,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3898889493,59,"22, 2, 33, 39, 5, 4, 36, 28, 9, 24, 23, 6, 8, 10, 13, 19, 20, 21, 26, 32",3898889491,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3898889495,130,4,3898889499,194,65z99j774kjnbf7vm0u2q0jit,3898889503,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3898889501,197,17100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430383,2,32,1,0,0,d5ydtvt96bv7fq04yqm2w2632,1,0,0,2022-11-06T14:00:47.696Z,2022-11-06T19:19:55Z,3899136405,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430389,2,32,1,0,0,7vn2i2kd35zuetw6b38gw9jsz,1,0,0,2022-11-06T14:00:47.696Z,2022-11-06T14:00:51Z,3899136429,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430451,3,1,1,0,0,d5ydtvt96bv7fq04yqm2w2632,1,49.9,50.1,2022-11-06T14:00:47.817Z,2022-11-06T19:32:12Z,3899136787,213,3.1,3899136777,56,Back,3900825743,178,,3899136789,279,S,3899136785,212,22.8,3899136783,141,50.6,3899136781,140,28.2,,,,axnmil0bg1giwhoa31tks7ljp,S. Armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430507,4,1,1,0,3,d5ydtvt96bv7fq04yqm2w2632,1,28.6,50.7,2022-11-06T14:00:50.964Z,2022-11-06T19:32:15Z,3900826025,178,,3899137057,212,50.6,3899137049,155,,3899137061,1,,3899137059,213,0.7,3899137055,141,97.4,3899137053,140,66.1,3899137051,56,Left,8jw1c54yfsk2m13uyl5yi5hm2,G. Bazunu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430561,5,1,1,0,6,d5ydtvt96bv7fq04yqm2w2632,1,66.1,97.4,2022-11-06T14:00:54.427Z,2022-11-06T19:32:22Z,3899137345,141,92.6,3899137349,213,5.8,3899137339,3,,3899137341,56,Left,3899137343,140,72.7,3899137347,212,7.7,3900826537,388,,,,,59ujnkvl7rlffomi2bqpsmbpx,C. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430641,6,1,1,0,10,d5ydtvt96bv7fq04yqm2w2632,0,85.6,93.2,2022-11-06T14:00:57.721Z,2022-11-06T19:32:26Z,3899137773,213,4.8,3899137771,212,50.7,3900826797,178,,3900180443,224,,3899137761,2,,3899137763,155,,3899137767,140,88.8,3899137775,1,,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,3900180445,72,3899137765,56,Right,3899137769,141,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430621,3,49,1,0,14,7vn2i2kd35zuetw6b38gw9jsz,1,11.2,83.3,2022-11-06T14:01:02.435Z,2022-11-06T19:32:28Z,,,,,,,,,,,,,,,,,,,,,,,,,6f1ljb0an6d0g4nbap6xgxsyd,D. Burn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430715,4,1,1,0,14,7vn2i2kd35zuetw6b38gw9jsz,1,11.2,83.1,2022-11-06T14:01:02.478Z,2022-11-06T19:32:31Z,3900827109,178,,3899138157,212,25.7,3899138151,56,Back,3899138153,140,35.7,3899138155,141,83.7,3899138159,213,0.0,,,,,,,6f1ljb0an6d0g4nbap6xgxsyd,D. Burn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
