id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist
2533567779,1,34,16,0,0,d5ydtvt96bv7fq04yqm2w2632,1,0,0,2023-04-15T13:00:13.657Z,2023-04-15T14:04:00Z,4189957035,197,425,4189957025,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4189957037,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189957023,30,"8jw1c54yfsk2m13uyl5yi5hm2, dzsd79k6345s9105mb2r4fqol, 2uiza5b6fbum38chxtvmnkzqh, 7r6vds5j65fohi1k28cnqjqvp, 1tbc8iokapjgu8zjrc1knq28l, 7zkku0gboniozaks9yx0ous8a, 2oijcg6e36mwy3ie1num5wclx, dgjl6ks0r7lbh09fe8cuwj7ro, 37bmb84zex63yoipqwj01bcgl, 18qxb54ol1s4mtgl7n3224ciy, 448wxnlqhqqf2hcecwut90n6y, d3p7p18i2ybzlwz5p5gjdd239, 6gymgqxnu2zavuxgp6amm3zkl, 7wh91ajt4v3w9kfdpp5hf5mmt, 67qku7vyvbw76086eu05nowd1, axnmil0bg1giwhoa31tks7ljp, 1qcj2upaz0xa98zkc835djo8a, e382powtgetwn8npxf9nqeaga, 67oh9fkwrut68eegfjf5emaui, 6tckvu2rw7ns18dq7dim0sout",4189957031,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189957029,130,2,4189957027,59,"31, 3, 2, 8, 35, 37, 32, 45, 7, 26, 20, 1, 6, 12, 15, 17, 18, 19, 23, 24",4189957033,194,7r6vds5j65fohi1k28cnqjqvp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533567803,1,34,16,0,0,1c8m2ko0wxq1asfkuykurdr0y,1,0,0,2023-04-15T13:00:16.824Z,2023-04-15T13:00:16Z,4189957171,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4189957179,194,1rz6bw398na1i3t29rop7ikt1,4189957169,30,"5frs9u0spep2j3gszu06awo9h, 1rz6bw398na1i3t29rop7ikt1, 6dqnwhx0eglxhelidxg0dphm2, 19m0uqmf1otcekssb7tbrl1m2, 5wkso3mls5ulkilr0xzfix1p1, 9ipux4xiejibplsbbhqz8d5gp, 4wic6z72nwmhkheme209fcmp5, 6ebb2xcovp1tx5nv5yyncb7x1, c9pmcoyzgtgcnlc63cl4283bp, m2c4lckkcr7yilnqxrrsgh2i, 9c927a1i8iqblent14xat7aad, 3xthf6r5hvlx8oje4rqcs3it, z0btpgav68n4lqoht3ax3845, 375gnysvjk9bvq02ex1lkmynd, djgqihf08sxqh0zt2xe2xzv1l, a1oyrdwf1kyutqivxk753mzmd, dbebh5mvzowjrp7h4qvzxvaol, 5nsag404623qznyyizl8yuwkq, a7uo47nehqo2irfllck81uqxh, aivxcawrw4164awikmnn2dtsk",4189957183,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189957177,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189957173,59,"21, 2, 3, 28, 16, 6, 10, 15, 22, 7, 9, 4, 5, 8, 14, 18, 19, 26, 44, 63",4189957175,130,4,4189957181,197,16101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533626803,2,32,1,0,0,d5ydtvt96bv7fq04yqm2w2632,1,0,0,2023-04-15T14:00:21.930Z,2023-04-15T21:33:55Z,4190262747,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533626795,2,32,1,0,0,1c8m2ko0wxq1asfkuykurdr0y,1,0,0,2023-04-15T14:00:21.930Z,2023-04-15T14:00:23Z,4190262731,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533626997,3,1,1,0,0,1c8m2ko0wxq1asfkuykurdr0y,1,50.2,50.6,2023-04-15T14:00:21.989Z,2023-04-15T21:23:54Z,4190263749,56,Back,4192754499,178,,4190265605,279,S,4190263751,140,33.1,4190263759,213,3.2,4190263755,212,18.0,4190263753,141,49.6,,,,m2c4lckkcr7yilnqxrrsgh2i,M. Olise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627101,4,1,1,0,3,1c8m2ko0wxq1asfkuykurdr0y,1,33.2,49.7,2023-04-15T14:00:25.194Z,2023-04-15T21:24:00Z,4190264213,213,0.7,4190264215,1,,4190264209,141,81.6,4190264211,212,32.8,4192754675,178,,4190264205,56,Left,4190264203,155,,4190264207,140,56.6,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627205,5,1,1,0,6,1c8m2ko0wxq1asfkuykurdr0y,1,56.6,81.6,2023-04-15T14:00:27.991Z,2023-04-15T21:24:10Z,4192754849,21,,4190264757,56,Center,4190264761,141,77.6,4190266091,156,,4190264765,213,3.7,4190264763,212,5.5,4192754847,388,,4190264759,140,52.1,9c927a1i8iqblent14xat7aad,J. Ayew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534109469,991,83,1,0,7,d5ydtvt96bv7fq04yqm2w2632,1,27.3,7.4,2023-04-15T14:00:29.199Z,2023-04-15T22:15:28Z,4192856361,399,86417,,,,,,,,,,,,,,,,,,,,,,2oijcg6e36mwy3ie1num5wclx,T. Walcott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627209,6,61,1,0,11,1c8m2ko0wxq1asfkuykurdr0y,0,92.3,89.3,2023-04-15T14:00:33.544Z,2023-04-15T21:24:35Z,4190264769,56,Left,4192755347,178,,,,,,,,,,,,,,,,,,,,6ebb2xcovp1tx5nv5yyncb7x1,J. Schlupp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627229,3,56,1,0,13,d5ydtvt96bv7fq04yqm2w2632,1,0,0,2023-04-15T14:00:35.569Z,2023-04-15T21:24:37Z,4190264839,56,Back,,,,,,,,,,,,,,,,,,,,,,dzsd79k6345s9105mb2r4fqol,A. Maitland-Niles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627247,4,5,1,0,13,d5ydtvt96bv7fq04yqm2w2632,1,-1.2,19.4,2023-04-15T14:00:35.894Z,2023-04-15T21:24:40Z,4190264891,346,,4190264927,233,7,4190264889,56,Back,,,,,,,,,,,,,,,,dzsd79k6345s9105mb2r4fqol,A. Maitland-Niles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627235,7,5,1,0,13,1c8m2ko0wxq1asfkuykurdr0y,0,101.2,80.6,2023-04-15T14:00:35.894Z,2023-04-15T21:24:40Z,4190264937,233,4,4190264849,346,,4190264847,56,Left,,,,,,,,,,,,,,,,6ebb2xcovp1tx5nv5yyncb7x1,J. Schlupp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627751,5,1,1,0,36,d5ydtvt96bv7fq04yqm2w2632,1,5.4,50.9,2023-04-15T14:00:58.888Z,2023-04-15T21:24:43Z,4190267273,124,,4190267291,74,,4190267277,56,Left,4190267281,141,96.2,4190267275,155,,4190267285,213,0.6,4190267279,140,53.1,4190267287,1,,8jw1c54yfsk2m13uyl5yi5hm2,G. Bazunu,4190267283,212,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627759,6,44,1,0,40,d5ydtvt96bv7fq04yqm2w2632,1,55.6,92.3,2023-04-15T14:01:02.471Z,2023-04-15T22:42:03Z,4190267317,286,,4190267315,56,Left,4190267347,233,8,,,,,,,,,,,,,,,,37bmb84zex63yoipqwj01bcgl,J. Aribo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627729,8,44,1,0,40,1c8m2ko0wxq1asfkuykurdr0y,0,44.4,7.7,2023-04-15T14:01:02.472Z,2023-04-15T21:25:17Z,4190267171,56,Back,4190267363,233,6,4190267175,285,,,,,,,,,,,,,,,,,1rz6bw398na1i3t29rop7ikt1,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627793,7,1,1,0,40,d5ydtvt96bv7fq04yqm2w2632,0,53.1,96.2,2023-04-15T14:01:02.504Z,2023-04-15T22:42:03Z,4192756817,388,,4190267427,140,58.1,4190267423,3,,4190267431,212,8.7,4190267425,56,Left,4190267433,213,5.4,4190267429,141,86.0,,,,37bmb84zex63yoipqwj01bcgl,J. Aribo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627825,9,1,1,0,42,1c8m2ko0wxq1asfkuykurdr0y,0,39.3,17.8,2023-04-15T14:01:03.975Z,2023-04-15T21:25:24Z,4190267575,212,21.8,4192756933,178,,4190267577,213,0.3,4190267571,140,59.0,4190267567,3,,4190267573,141,28.1,4190267569,56,Center,,,,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627857,8,44,1,0,43,d5ydtvt96bv7fq04yqm2w2632,1,42.6,74.6,2023-04-15T14:01:05.579Z,2023-04-15T22:42:04Z,4190267707,285,,4190267705,56,Back,4190267825,233,10,,,,,,,,,,,,,,,,dgjl6ks0r7lbh09fe8cuwj7ro,R. Lavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627835,10,44,1,0,43,1c8m2ko0wxq1asfkuykurdr0y,0,57.4,25.4,2023-04-15T14:01:05.580Z,2023-04-15T21:25:27Z,4190267615,286,,4190267859,233,8,4190267613,56,Center,,,,,,,,,,,,,,,,4wic6z72nwmhkheme209fcmp5,E. Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627885,9,1,1,0,43,d5ydtvt96bv7fq04yqm2w2632,0,44.2,77.4,2023-04-15T14:01:05.631Z,2023-04-15T22:42:04Z,4190267871,3,,4190267887,213,0,4190267873,56,Back,4192757201,388,,4190267877,141,77.4,4190267881,212,3.1,4190267875,140,47.2,,,,dgjl6ks0r7lbh09fe8cuwj7ro,R. Lavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533627871,11,61,1,0,43,1c8m2ko0wxq1asfkuykurdr0y,1,59,28.1,2023-04-15T14:01:05.705Z,2023-04-15T21:25:39Z,4190267783,56,Center,4192757337,15,,4192757339,388,,,,,,,,,,,,,,,,,4wic6z72nwmhkheme209fcmp5,E. Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628065,10,1,1,0,44,d5ydtvt96bv7fq04yqm2w2632,0,47.2,69.5,2023-04-15T14:01:06.696Z,2023-04-15T21:25:42Z,4192757429,178,,4190268619,196,,4190268621,56,Back,4190268629,213,4.1,4191676261,155,,4190268625,141,0.5,4190268627,212,57.3,4190268623,140,15.9,18qxb54ol1s4mtgl7n3224ciy,C. Alcaraz,4190268631,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628059,12,49,1,0,51,1c8m2ko0wxq1asfkuykurdr0y,1,85,96.5,2023-04-15T14:01:13.509Z,2023-04-15T21:25:47Z,,,,,,,,,,,,,,,,,,,,,,,,,9c927a1i8iqblent14xat7aad,J. Ayew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628229,13,15,1,0,56,1c8m2ko0wxq1asfkuykurdr0y,1,87.4,75.6,2023-04-15T14:01:18.599Z,2023-04-15T21:25:49Z,4190272041,20,,4190273241,230,98.4,4190273237,146,90.7,4190273233,215,,4190269365,22,,4190272045,82,,4190273239,147,69.0,4190273235,458,,9c927a1i8iqblent14xat7aad,J. Ayew,4190269367,64,,4192757617,178,4190273229,102,50.3,4190272167,233,11,4190269369,56,Center,4190273231,103,19,4190273243,231,53.4,4190273227,78,,,,,,,,,,
2533628243,11,10,1,0,56,d5ydtvt96bv7fq04yqm2w2632,1,7.9,29.6,2023-04-15T14:01:18.718Z,2023-04-15T21:25:55Z,4190272229,233,13,4192757765,178,,4190269431,56,Back,4190269427,94,,,,,,,,,,,,,,dzsd79k6345s9105mb2r4fqol,A. Maitland-Niles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628325,12,44,1,0,58,d5ydtvt96bv7fq04yqm2w2632,1,7.8,52.9,2023-04-15T14:01:20.224Z,2023-04-15T22:42:05Z,4190269825,285,,4190269821,56,Back,4190269875,233,14,,,,,,,,,,,,,,,,7zkku0gboniozaks9yx0ous8a,A. Bella-Kotchap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628319,14,44,1,0,58,1c8m2ko0wxq1asfkuykurdr0y,0,92.2,47.1,2023-04-15T14:01:20.225Z,2023-04-15T21:26:00Z,4190269795,286,,4190269975,233,12,4190269791,56,Center,,,,,,,,,,,,,,,,c9pmcoyzgtgcnlc63cl4283bp,O. Édouard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
