id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist
2533628365,13,12,1,0,58,d5ydtvt96bv7fq04yqm2w2632,1,4.1,50.9,2023-04-15T14:01:20.364Z,2023-04-15T22:42:05Z,4192758017,388,,4190270043,141,56.7,4190270095,15,,4190270039,140,14.3,4190270047,212,11.4,4190270037,56,Back,4190270051,213,0.4,,,,7zkku0gboniozaks9yx0ous8a,A. Bella-Kotchap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628419,15,13,1,1,0,1c8m2ko0wxq1asfkuykurdr0y,1,84.5,43.1,2023-04-15T14:01:22.130Z,2023-04-15T21:26:11Z,4190271467,231,50.4,4190270287,17,,4190271463,458,,4190270289,56,Center,4190271453,102,50.9,4190270775,20,,4190271457,328,,4190271465,230,99.0,19m0uqmf1otcekssb7tbrl1m2,C. Doucouré,4190270285,22,,4190271449,74,4192758107,178,,4190271455,103,94.4,,,,,,,,,,,,,,,,,,,,,
2533628401,14,5,1,1,1,d5ydtvt96bv7fq04yqm2w2632,1,-0.9,49.2,2023-04-15T14:01:23.645Z,2023-04-15T21:26:15Z,4190270619,233,16,4190270191,56,Back,4190270193,346,,,,,,,,,,,,,,,,,7zkku0gboniozaks9yx0ous8a,A. Bella-Kotchap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533628477,16,5,1,1,1,1c8m2ko0wxq1asfkuykurdr0y,0,100.9,50.8,2023-04-15T14:01:23.645Z,2023-04-15T21:26:14Z,4190270651,233,14,4190270553,346,,4190270551,56,Center,,,,,,,,,,,,,,,,19m0uqmf1otcekssb7tbrl1m2,C. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629309,15,1,1,1,15,d5ydtvt96bv7fq04yqm2w2632,1,4.8,52.4,2023-04-15T14:01:37.518Z,2023-04-15T21:36:08Z,4190274343,213,1.4,4190274347,74,,4190274331,124,,4190274519,189,,4190274335,56,Back,4190274339,141,71.3,4190274333,155,,4190274337,140,7.5,8jw1c54yfsk2m13uyl5yi5hm2,G. Bazunu,4190274341,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534040517,859,1,1,1,22,d5ydtvt96bv7fq04yqm2w2632,1,27.7,69.2,2023-04-15T14:01:44.859Z,2023-04-15T21:36:15Z,4192477331,140,28.1,4192479799,189,,4192477337,213,1.5,4192477329,56,Back,4192477333,141,95.4,4192477335,212,17.8,4192758803,178,,,,,7zkku0gboniozaks9yx0ous8a,A. Bella-Kotchap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534040737,860,1,1,1,26,d5ydtvt96bv7fq04yqm2w2632,1,28.1,91.6,2023-04-15T14:01:48.827Z,2023-04-15T21:36:28Z,4192478571,140,44.6,4192478569,56,Back,4192478577,213,5.4,4192759023,178,,4192478567,155,,4192478573,141,58.2,4192478575,212,28.6,,,,2uiza5b6fbum38chxtvmnkzqh,K. Walker-Peters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534040777,861,1,1,1,28,d5ydtvt96bv7fq04yqm2w2632,0,44.6,58.2,2023-04-15T14:01:50.328Z,2023-04-15T22:04:49Z,4192759131,178,,4192478799,141,67.4,4192478803,213,0.2,4192478795,56,Center,4192478793,3,,4192478801,212,26.9,4192478797,140,69.5,,,,18qxb54ol1s4mtgl7n3224ciy,C. Alcaraz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629317,17,49,1,1,30,1c8m2ko0wxq1asfkuykurdr0y,1,33,38.6,2023-04-15T14:01:52.025Z,2023-04-15T22:05:27Z,,,,,,,,,,,,,,,,,,,,,,,,,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629515,18,1,1,1,34,1c8m2ko0wxq1asfkuykurdr0y,0,33,39.1,2023-04-15T14:01:55.980Z,2023-04-15T22:05:35Z,4190275265,196,,4190275275,140,64.9,4192759431,178,,4190275277,141,100.0,4190275283,213,0.9,4190275261,155,,4190275285,1,,4190275269,56,Left,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,4190275279,212,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629999,16,5,1,1,37,d5ydtvt96bv7fq04yqm2w2632,1,30.3,-1.4,2023-04-15T14:01:59.645Z,2023-04-15T21:37:19Z,4190277707,233,19,4190277631,347,,4190277629,56,Back,,,,,,,,,,,,,,,,8jw1c54yfsk2m13uyl5yi5hm2,G. Bazunu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533629535,19,5,1,1,37,1c8m2ko0wxq1asfkuykurdr0y,0,69.7,101.4,2023-04-15T14:01:59.645Z,2023-04-15T21:37:19Z,4190275389,347,,4190277737,233,16,4190275385,56,Left,,,,,,,,,,,,,,,,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630049,17,1,1,1,48,d5ydtvt96bv7fq04yqm2w2632,1,25.1,0,2023-04-15T14:02:10.282Z,2023-04-15T21:36:43Z,4190277875,56,Back,4190277881,212,8.4,4190277877,140,31.7,4190277873,107,,4190277895,189,,4190277883,213,0.6,4190277879,141,5.3,,,,dzsd79k6345s9105mb2r4fqol,A. Maitland-Niles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630119,18,1,1,1,49,d5ydtvt96bv7fq04yqm2w2632,1,31.7,5.3,2023-04-15T14:02:11.269Z,2023-04-16T01:41:09Z,4190278189,56,Back,4190278267,189,,4190278199,213,3.4,4190278195,141,1.6,4193520833,3,,4190278193,140,23.9,4192760455,178,,4190278197,212,8.6,18qxb54ol1s4mtgl7n3224ciy,C. Alcaraz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630283,19,1,1,1,52,d5ydtvt96bv7fq04yqm2w2632,1,24,1.7,2023-04-15T14:02:14.618Z,2023-04-15T21:29:03Z,4190279041,213,2.0,4190279037,141,71.1,4190279033,56,Back,4190279029,155,,4190279035,140,1.9,4190279031,196,,4190279039,212,52.6,4190279043,1,,dzsd79k6345s9105mb2r4fqol,A. Maitland-Niles,4192761809,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630371,20,1,1,1,58,d5ydtvt96bv7fq04yqm2w2632,0,1.9,71.1,2023-04-15T14:02:20.855Z,2023-04-15T21:29:07Z,4192761893,178,,4190279435,140,28.3,4190279431,56,Back,4190279439,141,90.9,4190279447,213,0.5,4190279443,212,30.8,4190279427,155,,,,,2uiza5b6fbum38chxtvmnkzqh,K. Walker-Peters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630417,20,61,1,2,1,1c8m2ko0wxq1asfkuykurdr0y,0,69.2,8.8,2023-04-15T14:02:23.712Z,2023-04-15T22:21:49Z,4190279727,56,Right,4192762185,178,,,,,,,,,,,,,,,,,,,,1rz6bw398na1i3t29rop7ikt1,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630435,21,45,1,2,1,1c8m2ko0wxq1asfkuykurdr0y,0,67.6,8.2,2023-04-15T14:02:23.817Z,2023-04-15T22:21:29Z,4190279817,286,,4190280247,233,21,4190279815,56,Right,,,,,,,,,,,,,,,,1rz6bw398na1i3t29rop7ikt1,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630465,21,3,1,2,1,d5ydtvt96bv7fq04yqm2w2632,1,32.4,91.8,2023-04-15T14:02:23.817Z,2023-04-15T22:21:28Z,4191696497,465,,4190280195,233,21,4190279953,56,Back,4190279955,285,,4192762255,178,,,,,,,,,,,448wxnlqhqqf2hcecwut90n6y,K. Sulemana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630695,22,1,1,2,8,d5ydtvt96bv7fq04yqm2w2632,1,59.9,71.6,2023-04-15T14:02:29.959Z,2023-04-15T21:29:33Z,4190281097,212,30.8,4190281093,140,72.8,4190281095,141,31.0,4190281099,213,5.2,4192762369,178,,4190281091,56,Center,,,,,,,448wxnlqhqqf2hcecwut90n6y,K. Sulemana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630771,23,1,1,2,10,d5ydtvt96bv7fq04yqm2w2632,1,76.3,32,2023-04-15T14:02:32.771Z,2023-04-15T21:29:42Z,4190282917,154,,4190281501,141,27.8,4190282915,210,15,4192762437,178,,4190281503,212,16.0,4190281497,140,91.3,4190281493,56,Center,4190281505,213,6.1,2oijcg6e36mwy3ie1num5wclx,T. Walcott,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
2533630785,24,15,1,2,12,d5ydtvt96bv7fq04yqm2w2632,1,91.3,27.8,2023-04-15T14:02:34.570Z,2023-04-15T21:29:43Z,4190281573,22,,4190281577,56,Center,4192762553,178,,4190281575,63,,4190282961,154,,4190281617,20,,4190282973,146,99.0,4190283049,233,23,18qxb54ol1s4mtgl7n3224ciy,C. Alcaraz,4190282969,103,1.3,4190282957,80,4190282971,328,,4190282975,147,47.8,4190282967,102,46.2,4190282963,55,23,4190282959,29,,,,,,,,,,,,,
2533630929,23,10,1,2,13,1c8m2ko0wxq1asfkuykurdr0y,1,1.3,52.2,2023-04-15T14:02:35.406Z,2023-04-15T21:29:45Z,4190282175,182,,4190282177,56,Back,4190282163,177,,4190282307,233,24,4190282169,180,,4191699025,376,,,,,,,,5frs9u0spep2j3gszu06awo9h,S. Johnstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533630919,22,52,1,2,13,1c8m2ko0wxq1asfkuykurdr0y,1,1.3,52.2,2023-04-15T14:02:35.896Z,2023-04-15T21:29:47Z,4192762601,178,,4191699245,376,,,,,,,,,,,,,,,,,,,,5frs9u0spep2j3gszu06awo9h,S. Johnstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533631757,24,1,1,2,32,1c8m2ko0wxq1asfkuykurdr0y,1,15,41.5,2023-04-15T14:02:54.389Z,2023-04-15T21:34:56Z,4190286393,56,Back,4192762831,178,,4190286397,141,21.9,4190290537,189,,4190286395,140,18.8,4190286401,213,5.0,4190286399,212,13.9,4192482509,123,,5frs9u0spep2j3gszu06awo9h,S. Johnstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534041789,731,1,1,2,34,1c8m2ko0wxq1asfkuykurdr0y,1,20.1,21.3,2023-04-15T14:02:56.672Z,2023-04-15T21:35:50Z,4192483897,140,34.5,4192483895,56,Back,4192763567,178,,4192483903,213,5.7,4192483899,141,5.2,4192483901,212,18.7,,,,,,,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533631773,25,1,1,2,37,1c8m2ko0wxq1asfkuykurdr0y,0,44.2,2.3,2023-04-15T14:02:59.296Z,2023-04-15T21:35:33Z,4192763727,178,,4192485873,213,0.4,4190286469,56,Right,4192485867,140,60.7,4190286547,189,,4192485871,212,19.2,4192485869,141,14.5,,,,1rz6bw398na1i3t29rop7ikt1,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533631811,25,1,1,2,38,d5ydtvt96bv7fq04yqm2w2632,0,41.1,82.2,2023-04-15T14:03:00.837Z,2023-04-15T21:34:35Z,4190286649,140,53.8,4190286659,1,,4192769223,178,,4190286647,56,Center,4190286643,157,,4190286655,212,16.0,4190286653,141,69.3,4190286657,213,5.7,7zkku0gboniozaks9yx0ous8a,A. Bella-Kotchap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533631963,26,1,1,2,42,1c8m2ko0wxq1asfkuykurdr0y,1,42,31,2023-04-15T14:03:04.309Z,2023-04-15T21:34:40Z,4190287309,212,18.7,4192769349,178,,4190287307,141,54.0,4190287303,56,Back,4190287305,140,32.3,4190287311,213,2.1,,,,,,,19m0uqmf1otcekssb7tbrl1m2,C. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533632143,27,1,1,2,45,1c8m2ko0wxq1asfkuykurdr0y,1,32.9,59.6,2023-04-15T14:03:07.195Z,2023-04-15T21:35:17Z,4190288249,1,,4190288241,140,57.8,4192770357,178,,4190288247,213,0.7,4190288239,56,Left,4190288243,141,90.3,4190288245,212,33.5,,,,9ipux4xiejibplsbbhqz8d5gp,M. Guéhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
