id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,keyPass,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2494337235,1,34,16,0,0,hzqh7z0mdl3v7gwete66syxp,1,0,0,2022-12-31T14:00:13.836Z,2022-12-31T14:20:22Z,3961925153,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3961925151,194,b1el7j39v2pgvl9zodd9usded,3961925145,59,"17, 2, 33, 26, 31, 13, 14, 6, 9, 18, 20, 1, 4, 5, 8, 10, 12, 21, 30, 38",3961925149,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3961925147,130,8,3961925141,30,"2f79rc4i712sxstahjkq6pxp1, 2qy2d8xkwkbeyw5v8ljlzb845, bgc1psqiv7vagmphfl920nbah, ecp0v1dxqfjbgy3urnkz5d3o5, chn2v9j6dqmuz2haoiuulbd91, b1el7j39v2pgvl9zodd9usded, ch8dgambei1xbzmikkglg3c9h, a9k2946gt4hcqw8jpi6ow3jdh, b27pmpcvny40pkcx87tdddsyd, ah7iqgru0htz9lh1bff94cjbp, afcwu800ox2u5zx6xaiygg1qt, 46jsa691lantlbcfqm1rtnlcl, 661b6x35l9b9uieqbcq7el1hx, 8jf11l2tivq8jpw0fblgdvh05, dlpk0a4jgiswcm2r75uh1czpx, cgvp2cli2gi4cnyl62kt80r11, 8u8he2dwkbgjf3yo8jsltq9qt, dkwkmrmpb7rq4e660efcu5hat, 94zmvxw7yw020w43dn0qiclbd, afef63w1s01vagw51lo85qcd0",3961952307,197,4967,3961925143,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494337243,1,34,16,0,0,d5ydtvt96bv7fq04yqm2w2632,1,0,0,2022-12-31T14:00:16.712Z,2022-12-31T15:25:20Z,3961925215,130,17,3961925225,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3961952665,197,3231,3961925209,30,"8jw1c54yfsk2m13uyl5yi5hm2, dzsd79k6345s9105mb2r4fqol, 2uiza5b6fbum38chxtvmnkzqh, 2r1u01vlym0nwcwx86bwbuusq, 7zkku0gboniozaks9yx0ous8a, 4042kk7ylrs378rh26b7mh42x, 7r6vds5j65fohi1k28cnqjqvp, 6tckvu2rw7ns18dq7dim0sout, 59ujnkvl7rlffomi2bqpsmbpx, 37bmb84zex63yoipqwj01bcgl, 67oh9fkwrut68eegfjf5emaui, 6gymgqxnu2zavuxgp6amm3zkl, dusjrdiyxfadenwx4pjr7catx, 6bhm9cfkwxv5ojh49rqv11g45, 67qku7vyvbw76086eu05nowd1, axnmil0bg1giwhoa31tks7ljp, 1qcj2upaz0xa98zkc835djo8a, 6xdgasd4dvfgg4n23jw38473d, dgjl6ks0r7lbh09fe8cuwj7ro, qf0thkiw5e7er4ldew9rrfh0",3961925219,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3961925221,194,7r6vds5j65fohi1k28cnqjqvp,3961925211,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3961925213,59,"31, 3, 2, 22, 37, 4, 8, 24, 10, 7, 23, 6, 9, 13, 15, 17, 18, 27, 45, 50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348273,2,32,1,0,0,d5ydtvt96bv7fq04yqm2w2632,1,0,0,2022-12-31T15:02:08.085Z,2022-12-31T15:02:08Z,3961984537,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348283,2,32,1,0,0,hzqh7z0mdl3v7gwete66syxp,1,0,0,2022-12-31T15:02:08.085Z,2022-12-31T22:43:37Z,3961984565,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348303,3,1,1,0,0,d5ydtvt96bv7fq04yqm2w2632,1,50,50,2022-12-31T15:02:08.095Z,2022-12-31T23:16:15Z,3961984659,213,2.6,3961984651,56,Back,3961984653,140,35.7,3961984657,212,17.1,3961984655,141,62.1,3961984661,279,S,3962277503,178,,,,,6tckvu2rw7ns18dq7dim0sout,M. Elyounoussi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348311,4,1,1,0,2,d5ydtvt96bv7fq04yqm2w2632,0,36,62.1,2022-12-31T15:02:11.047Z,2022-12-31T23:16:26Z,3961984709,140,70.5,3961984711,141,27.3,3961984713,212,43.3,3962277563,178,,3961984705,155,,3961984707,56,Center,3961984717,1,,3961984715,213,5.7,2r1u01vlym0nwcwx86bwbuusq,M. Salisu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348319,3,1,1,0,6,hzqh7z0mdl3v7gwete66syxp,0,24.1,77.3,2022-12-31T15:02:14.246Z,2022-12-31T23:16:42Z,3961984743,140,42.2,3961984739,3,,3961984741,56,Back,3961984749,213,0.1,3962277645,388,,3961984745,141,80.0,3961984747,212,19.1,,,,b1el7j39v2pgvl9zodd9usded,T. Ream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348901,14,1,1,0,7,d5ydtvt96bv7fq04yqm2w2632,1,59.8,25.6,2022-12-31T15:02:15.816Z,2022-12-31T23:16:46Z,3961987385,140,63.9,3961987387,141,28.6,3961987381,3,,3961987391,213,0.4,3961987383,56,Center,3962277671,388,,3961987389,212,4.8,,,,dzsd79k6345s9105mb2r4fqol,A. Maitland-Niles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348331,5,1,1,0,8,d5ydtvt96bv7fq04yqm2w2632,0,64.9,29.3,2022-12-31T15:02:16.310Z,2022-12-31T23:16:54Z,3961984789,212,7.9,3961984791,213,5.8,3961984783,56,Center,3961984785,140,71.5,3961984787,141,23.7,3962277719,178,,,,,,,,7r6vds5j65fohi1k28cnqjqvp,J. Ward-Prowse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348345,4,1,1,0,9,hzqh7z0mdl3v7gwete66syxp,0,26.6,77.9,2022-12-31T15:02:17.545Z,2022-12-31T23:16:59Z,3961984857,141,44.3,3961984855,140,53.1,3961984861,213,5.6,3962277749,178,,3961984863,1,,3961984859,212,36.0,3961984851,157,,3961984853,56,Center,bgc1psqiv7vagmphfl920nbah,A. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
