id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value,qualifier/17/value,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2539170883,1,34,16,0,0,b9si1jn1lfxfund69e9ogcu2n,1,0,0,2023-04-25T17:30:07.072Z,2023-04-25T18:33:42Z,4219773523,59,"1, 22, 64, 8, 15, 23, 11, 5, 29, 12, 27, 4, 7, 10, 21, 24, 25, 28, 35, 37",4219773527,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4219773531,197,4986,4219773519,30,"71rob1lsnmdviy1siakkzpqdx, 3fhoof7n4sjaizvotcmypb9at, f1lellpt59ka10kyngi7vsqy2, 8kw1y8mzxtwl4fv8qkc8hoc7p, 2unorlgh6lxy19g0pgydg65ed, 2nz313c0ot91untg011l3pc6h, dl8x6fzdexn8r0sj65vgcgq8l, 8rfgwq7hbi4a3imda845vdyvp, 6s577yqayjceifu1e05f280yd, 9rm3r46uzxlmuqnp0jo4danhm, 3trkre1c81pzretsjsi8jk6sq, csinkvzxcphggdjeflmo173zd, 6psklvi66inwws7buzf16yjft, 50y6nq2eok9lnmldevkamkkwl, 4pyehox7p3z64c4l3k8yoyfv9, 29f3jvukalzylzr19t9phgxgq, 5pbnl8ssfcrxf9lfg1pl3vxzp, 9l7ph5603tbb7xwyxpvjg22fp, 5hu4oy1jz8k1c3ajuiueoo2ga, e83zd56y74k8uecxqyo5xw7v9",4219773533,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4219773525,130,2,4219773529,194,8kw1y8mzxtwl4fv8qkc8hoc7p,4219773521,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539170919,1,34,16,0,0,1c8m2ko0wxq1asfkuykurdr0y,1,0,0,2023-04-25T17:30:11.194Z,2023-04-25T17:40:16Z,4219773709,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4219773715,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4219773717,194,3xthf6r5hvlx8oje4rqcs3it,4219773713,130,4,4219773721,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4219773719,197,406,4219773711,59,"21, 26, 3, 4, 16, 6, 8, 19, 9, 7, 10, 2, 5, 13, 14, 15, 18, 22, 28, 44",4219773707,30,"5frs9u0spep2j3gszu06awo9h, 5nsag404623qznyyizl8yuwkq, 6dqnwhx0eglxhelidxg0dphm2, 3xthf6r5hvlx8oje4rqcs3it, 5wkso3mls5ulkilr0xzfix1p1, 9ipux4xiejibplsbbhqz8d5gp, 375gnysvjk9bvq02ex1lkmynd, dbebh5mvzowjrp7h4qvzxvaol, 9c927a1i8iqblent14xat7aad, m2c4lckkcr7yilnqxrrsgh2i, 4wic6z72nwmhkheme209fcmp5, 1rz6bw398na1i3t29rop7ikt1, z0btpgav68n4lqoht3ax3845, 8k88isvd2hwr5e4gn9oxzr2t, djgqihf08sxqh0zt2xe2xzv1l, 6ebb2xcovp1tx5nv5yyncb7x1, a1oyrdwf1kyutqivxk753mzmd, c9pmcoyzgtgcnlc63cl4283bp, 19m0uqmf1otcekssb7tbrl1m2, a7uo47nehqo2irfllck81uqxh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539182535,2,32,1,0,0,1c8m2ko0wxq1asfkuykurdr0y,1,0,0,2023-04-25T18:30:12.144Z,2023-04-25T18:30:12Z,4219841919,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539182537,2,32,1,0,0,b9si1jn1lfxfund69e9ogcu2n,1,0,0,2023-04-25T18:30:12.144Z,2023-04-26T00:47:52Z,4219841921,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539182543,3,1,1,0,0,1c8m2ko0wxq1asfkuykurdr0y,1,50.2,50.3,2023-04-25T18:30:12.273Z,2023-04-26T01:56:43Z,4219841945,279,S,4219841937,140,31.7,4219841943,213,3.0,4219841935,56,Back,4220521157,178,,4219841941,212,19.7,4219841939,141,55.1,,,,m2c4lckkcr7yilnqxrrsgh2i,M. Olise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539182551,4,1,1,0,3,1c8m2ko0wxq1asfkuykurdr0y,0,32.5,55.7,2023-04-25T18:30:15.168Z,2023-04-26T01:56:48Z,4219841991,140,71.5,4219841987,155,,4219841999,1,,4219841995,212,47.6,4220521191,178,,4219841997,213,0.5,4219841993,141,91.4,4219841989,56,Left,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539182561,3,12,1,0,5,b9si1jn1lfxfund69e9ogcu2n,1,26.5,10.3,2023-04-25T18:30:17.947Z,2023-04-26T01:56:56Z,4219842043,140,26.7,4219842047,212,8.4,4219842045,141,0.0,4219842065,167,,4219842049,213,4.7,4219842055,15,,4220521291,388,,4219842041,56,Back,2unorlgh6lxy19g0pgydg65ed,C. Dawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539182563,4,5,1,0,9,b9si1jn1lfxfund69e9ogcu2n,0,28.4,-1.8,2023-04-25T18:30:21.852Z,2023-04-26T01:56:59Z,4219842057,56,Back,4219842059,347,,4219842079,233,5,,,,,,,,,,,,,,,,2unorlgh6lxy19g0pgydg65ed,C. Dawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539182567,5,5,1,0,9,1c8m2ko0wxq1asfkuykurdr0y,1,71.6,101.8,2023-04-25T18:30:21.852Z,2023-04-26T01:56:59Z,4219842071,56,Left,4219842073,347,,4219842075,233,4,,,,,,,,,,,,,,,,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539182591,6,1,1,0,17,1c8m2ko0wxq1asfkuykurdr0y,1,73.7,100,2023-04-25T18:30:29.914Z,2023-04-26T01:57:03Z,4219842201,140,86.2,4219842209,212,14.6,4219842193,107,,4219842197,56,Left,4219842205,141,92.3,4219842213,213,5.8,,,,,,,6dqnwhx0eglxhelidxg0dphm2,T. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539182597,7,1,1,0,19,1c8m2ko0wxq1asfkuykurdr0y,1,86.6,92.9,2023-04-25T18:30:31.673Z,2023-04-26T01:57:11Z,4219842243,213,3.3,4219842233,155,,4219842237,140,77.8,4219842239,141,91.4,4219842241,212,9.3,4219842235,56,Left,4220521465,178,,,,,9c927a1i8iqblent14xat7aad,J. Ayew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539182599,8,1,1,0,20,1c8m2ko0wxq1asfkuykurdr0y,1,77.4,91.1,2023-04-25T18:30:32.965Z,2023-04-26T01:57:16Z,4220521583,178,,4219842253,141,94.5,4219842257,213,2.0,4219842251,140,76.5,4219842255,212,2.5,4219842249,56,Left,,,,,,,4wic6z72nwmhkheme209fcmp5,E. Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539317985,979,67,1,0,21,1c8m2ko0wxq1asfkuykurdr0y,1,78.1,94.8,2023-04-25T18:30:33.724Z,2023-04-26T03:22:41Z,4220574761,233,929,,,,,,,,,,,,,,,,,,,,,,6dqnwhx0eglxhelidxg0dphm2,T. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
