id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,keyPass,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,qualifier/15/value,assist,qualifier/19/id,qualifier/19/qualifierId
2482316599,1,34,16,0,0,4dsgumo7d4zupm2ugsvm4zm4d,1,0,0,2022-11-06T11:17:11.971Z,2022-11-06T11:19:26Z,3898575029,130,4,3898575025,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3898575031,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3898575023,30,"6yovfcug6e9hykfauqy0fq67d, cnmlhoum9aahwqruxgmz2gcfd, 3l7amac6wdv9yztupg7ur3kl, dydwiixiims98cx2iihfuf8wl, 65rqu55qbzswixgqw2efna06i, 8libvn3hxypz8x7gm4mr7kj55, b1lcxeihx8z6pfv1jef4j5jh1, 6264xjr1y00yu7b9j2pknalzp, d66tmyj9pt69gub8pcjgo3bh1, 8tc7dcuwdeqbjgt7vw5p38xgq, 7ocm7nugzwos59il1pm4eub8q, 8i5ee4fmkqhl1rcuo31qomxud, 2im16cd31tgg3yac3c8c18jbp, 57gg79gxvcfqtaoi0ruog7wmh, zo32khapaj950oma9gipptxx, 4qrvwap878sl5dz5n3o8mr71m, 375gnysvjk9bvq02ex1lkmynd, bzummkjt2ya27kvolzmqn91wp, 3imsbq3n9zgkzp668lsbklg45, hwcrfg4h2ystqbd11qlmj015",3898579353,197,15758,3898575027,59,"1, 4, 35, 5, 12, 6, 8, 34, 9, 7, 11, 3, 14, 16, 17, 21, 23, 24, 25, 30",3898575033,194,b1lcxeihx8z6pfv1jef4j5jh1,3898575035,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482316775,1,34,16,0,0,9q0arba2kbnywth8bkxlhgmdr,1,0,0,2022-11-06T11:17:38.776Z,2022-11-06T12:04:44Z,3898575905,59,"16, 28, 32, 5, 14, 6, 17, 12, 9, 29, 19, 8, 10, 13, 18, 20, 22, 23, 26, 67",3898579021,197,11560,3898575907,130,8,3898575913,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3898575903,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3898575909,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3898575911,194,bvw1jgmhfyc896gfi6uj0skwl,3898575901,30,"22s7hpp9k5ihtc2pwiaytdp05, bvw1jgmhfyc896gfi6uj0skwl, 7c2wnewpcf1idj6ghj6gu0wyd, 9id859f7xnqwj0jazjzkbjzdh, 5e2zgfe3ltc6qbnoqdfshqsph, c6pqhaqusk8s1c2m21i5wtrkl, e9l5r0txzrjbenli05rn3k4wl, e6jaaazxqeczj6ziaj0qnqpxx, actvnm36s31zf8wh8hjikzlqt, ed20ebhqi5c32vbbsze8r6yuh, 8nh6qf9i1d0qw7nx4wk25qzth, ehopba709zukxj4vgcync942d, 93soe2rjn0z874cc9ofcesgkp, 9l3cvbbgw484v7la0bjv43mj9, 6e6ttu4unqctb2addbnp5cyga, 2jc6sdkse1kxjztsgystidot1, 8r547g1qv706wo9iqr5unfnpx, c83h08n0vnjvfgglyefy03h0p, b1srdmp4cmwl9k768h8a2ixn9, 8i46yzejeiwdmz0tywmy42o2y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482339145,2,32,1,0,0,9q0arba2kbnywth8bkxlhgmdr,1,0,0,2022-11-06T12:01:14.175Z,2022-11-06T19:18:38Z,3898673485,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482339163,2,32,1,0,0,4dsgumo7d4zupm2ugsvm4zm4d,1,0,0,2022-11-06T12:01:14.175Z,2022-11-06T12:01:15Z,3898673539,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482339209,3,1,1,0,0,9q0arba2kbnywth8bkxlhgmdr,1,50.2,50,2022-11-06T12:01:14.277Z,2022-11-06T19:28:32Z,3900810967,178,,3898673723,279,S,3898673719,212,19.9,3898673721,213,3.0,3898673713,56,Back,3898673717,141,54.3,3898673715,140,31.5,,,,8nh6qf9i1d0qw7nx4wk25qzth,M. Mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482339227,4,1,1,0,4,9q0arba2kbnywth8bkxlhgmdr,0,33.7,46.7,2022-11-06T12:01:18.840Z,2022-11-06T19:28:36Z,3898673793,56,Center,3898673799,212,40.7,3898673803,1,,3898673791,155,,3900811293,178,,3898673801,213,6.0,3898673795,140,70.4,3898673797,141,27.6,c6pqhaqusk8s1c2m21i5wtrkl,Thiago Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482339251,3,1,1,0,6,4dsgumo7d4zupm2ugsvm4zm4d,1,26.2,81.9,2022-11-06T12:01:20.878Z,2022-11-06T19:28:42Z,3898673931,213,5.6,3898673923,56,Back,3898673929,212,9.4,3900811747,388,,3898673921,3,,3898673925,140,33.0,3898673927,141,72.9,,,,6264xjr1y00yu7b9j2pknalzp,G. Xhaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482339271,4,1,1,0,8,4dsgumo7d4zupm2ugsvm4zm4d,1,31.8,73.1,2022-11-06T12:01:23.120Z,2022-11-06T19:28:45Z,3898674069,141,77.1,3900812153,388,,3898674071,212,8.4,3898674059,3,,3898674067,140,39.4,3898674073,213,0.3,3898674065,56,Back,,,,b1lcxeihx8z6pfv1jef4j5jh1,M. Ødegaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482339297,5,1,1,0,10,4dsgumo7d4zupm2ugsvm4zm4d,1,39.4,77.1,2022-11-06T12:01:24.825Z,2022-11-06T19:28:50Z,3898674181,56,Back,3900812435,388,,3898674183,140,38.3,3898674189,213,1.8,3898674187,212,5.6,3898674179,3,,3898674185,141,85.2,,,,d66tmyj9pt69gub8pcjgo3bh1,Gabriel Jesus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482339305,6,49,1,0,11,4dsgumo7d4zupm2ugsvm4zm4d,1,38.3,85.2,2022-11-06T12:01:25.607Z,2022-11-06T19:29:24Z,,,,,,,,,,,,,,,,,,,,,,,,,7ocm7nugzwos59il1pm4eub8q,Gabriel Martinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482339323,7,1,1,0,11,4dsgumo7d4zupm2ugsvm4zm4d,1,38.7,89.4,2022-11-06T12:01:25.763Z,2022-11-06T19:29:26Z,3898674299,141,85.9,3898674303,213,6.0,3898674295,56,Back,3898674297,140,47.6,3900814779,178,,3898674301,212,9.6,,,,,,,7ocm7nugzwos59il1pm4eub8q,Gabriel Martinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482339399,8,1,1,0,13,4dsgumo7d4zupm2ugsvm4zm4d,1,55.2,87.6,2022-11-06T12:01:27.898Z,2022-11-06T19:29:31Z,3898674633,212,15.2,3898674629,140,69.0,3900815077,178,,3898674631,141,94.2,3898674627,56,Left,3898674635,213,0.3,,,,,,,d66tmyj9pt69gub8pcjgo3bh1,Gabriel Jesus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482339415,9,1,1,0,20,4dsgumo7d4zupm2ugsvm4zm4d,0,89.7,90.2,2022-11-06T12:01:35.164Z,2022-11-06T19:29:36Z,3898674693,141,69.8,3899531959,386,,3898674695,212,14.4,3900815325,178,,3898674685,2,,3898674691,140,86.1,3899531957,225,,3898674689,56,Center,7ocm7nugzwos59il1pm4eub8q,Gabriel Martinelli,3898674697,213,4.4,3899532061,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482339421,5,49,1,0,22,9q0arba2kbnywth8bkxlhgmdr,1,11.8,31.8,2022-11-06T12:01:36.465Z,2022-11-06T19:29:39Z,,,,,,,,,,,,,,,,,,,,,,,,,9id859f7xnqwj0jazjzkbjzdh,Jorginho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482339433,6,1,1,0,22,9q0arba2kbnywth8bkxlhgmdr,0,11.7,30.9,2022-11-06T12:01:36.569Z,2022-11-06T19:29:42Z,3898674757,141,0.0,3898674761,213,4.8,3898674755,140,12.6,3900815779,178,,3898674759,212,22.3,3898674753,56,Back,,,,,,,9id859f7xnqwj0jazjzkbjzdh,Jorginho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482339437,7,5,1,0,25,9q0arba2kbnywth8bkxlhgmdr,0,13.8,-1.8,2022-11-06T12:01:39.383Z,2022-11-06T19:29:46Z,3898674767,347,,3898675657,233,10,3898674765,56,Back,,,,,,,,,,,,,,,,9id859f7xnqwj0jazjzkbjzdh,Jorginho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482339629,10,5,1,0,25,4dsgumo7d4zupm2ugsvm4zm4d,1,86.2,101.8,2022-11-06T12:01:39.383Z,2022-11-06T19:29:46Z,3898675621,347,,3898675619,56,Left,3898675623,233,7,,,,,,,,,,,,,,,,7ocm7nugzwos59il1pm4eub8q,Gabriel Martinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482339797,11,1,1,0,50,4dsgumo7d4zupm2ugsvm4zm4d,1,86,100,2022-11-06T12:02:04.827Z,2022-11-06T19:29:48Z,3898676465,56,Center,3898676473,213,5.1,3898676471,212,25.1,3898676467,140,95.1,3898676469,141,67.5,3898676463,107,,3898676475,1,,,,,dydwiixiims98cx2iihfuf8wl,T. Partey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482339815,12,1,1,0,52,4dsgumo7d4zupm2ugsvm4zm4d,0,95.1,67.5,2022-11-06T12:02:06.916Z,2022-11-06T19:29:53Z,3898676553,140,100.0,3898676559,213,5.5,3898676549,168,,3898676551,56,Center,3900816349,388,,3898676555,141,57.8,3898676547,3,,3898676557,212,9.1,8libvn3hxypz8x7gm4mr7kj55,Gabriel Magalhães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482339805,8,5,1,0,53,9q0arba2kbnywth8bkxlhgmdr,1,-0.8,41.3,2022-11-06T12:02:08.043Z,2022-11-06T19:29:58Z,3898676579,233,13,3898676499,346,,3898676497,56,Back,,,,,,,,,,,,,,,,bvw1jgmhfyc896gfi6uj0skwl,César Azpilicueta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
