id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,qualifier/19/id,qualifier/19/qualifierId,qualifier/17/value,qualifier/19/value
2504575809,4,1,1,0,9,22doj4sgsocqpxw45h607udje,0,29.3,82,2023-02-05T16:30:29.559Z,2023-02-06T04:20:36Z,4015674119,213,5.5,4015674111,56,Back,4015674109,157,,4015674117,212,27.5,4015674115,141,54.6,4016763147,388,,4015674113,140,48.6,4015674121,1,,7qy1hiitksyuaa9l0irxg240l,B. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504575865,6,1,1,0,12,a3nyxabgsqlnqfkeg41m6tnpp,1,50.6,47,2023-02-05T16:30:32.553Z,2023-02-06T00:53:58Z,4015674395,213,5.8,4015674393,212,22.9,4015674385,3,,4016716583,388,,4015674387,56,Center,4015674391,141,30.4,4015674389,140,69.6,,,,7jn9kl5wq29d41ekc2fz2rs2d,N. Aké,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504575879,7,44,1,0,14,a3nyxabgsqlnqfkeg41m6tnpp,1,69.6,29.6,2023-02-05T16:30:34.768Z,2023-02-06T04:20:36Z,4015674489,233,5,4015674461,286,,4015674459,56,Center,,,,,,,,,,,,,,,,atzboo800gv7gic2rgvgo0kq1,E. Haaland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504575869,5,44,1,0,14,22doj4sgsocqpxw45h607udje,0,30.4,70.4,2023-02-05T16:30:34.769Z,2023-02-06T00:54:04Z,4015674415,285,,4015674507,233,7,4015674413,56,Back,,,,,,,,,,,,,,,,7qy1hiitksyuaa9l0irxg240l,B. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504575895,8,1,1,0,14,a3nyxabgsqlnqfkeg41m6tnpp,0,69.6,30.2,2023-02-05T16:30:34.803Z,2023-02-06T04:20:37Z,4015674583,56,Right,4015674595,213,5.1,4016716795,388,,4015674585,140,73.2,4015674587,141,16.4,4015674591,212,10.1,4015674581,3,,,,,atzboo800gv7gic2rgvgo0kq1,E. Haaland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504575917,6,1,1,0,15,22doj4sgsocqpxw45h607udje,0,29.6,86.3,2023-02-05T16:30:36.239Z,2023-02-06T00:54:13Z,4015674731,56,Left,4015674739,213,0.1,4015674729,157,,4016716945,178,,4015674737,212,33.5,4015674735,141,92.1,4015674733,140,61.3,4015674741,1,,2gsq05yyxwe4f8t79j6d49q6t,I. Perišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504575929,9,49,1,0,19,a3nyxabgsqlnqfkeg41m6tnpp,1,34.6,7.9,2023-02-05T16:30:40.096Z,2023-02-06T00:54:18Z,,,,,,,,,,,,,,,,,,,,,,,,,almf0gtdjmsdm5zhyot1hvydx,M. Akanji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504575951,10,1,1,0,21,a3nyxabgsqlnqfkeg41m6tnpp,1,34.7,7.6,2023-02-05T16:30:41.389Z,2023-02-06T00:54:22Z,4015674895,212,15.6,4015674893,141,7.1,4016717173,178,,4015674891,140,49.6,4015674889,56,Back,4015674897,213,6.3,,,,,,,almf0gtdjmsdm5zhyot1hvydx,M. Akanji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504575983,11,1,1,0,21,a3nyxabgsqlnqfkeg41m6tnpp,1,49.6,7.1,2023-02-05T16:30:42.137Z,2023-02-06T00:54:28Z,4015675093,141,15.2,4016717301,178,,4015675095,212,10.8,4015682579,168,,4015675097,213,0.5,4015675089,56,Right,4015675091,140,58.5,,,,exiribcpg9vnuq9ekhlk74dlh,R. Mahrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504575991,12,1,1,0,23,a3nyxabgsqlnqfkeg41m6tnpp,1,58.3,14.5,2023-02-05T16:30:43.918Z,2023-02-06T00:54:33Z,4015675139,141,15.2,4015675143,213,3.1,4016717469,178,,4015675137,140,52.9,4015675135,56,Right,4015675141,212,5.7,,,,,,,9ikkuxd19avliz1khcrm82gyy,J. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504576015,13,1,1,0,24,a3nyxabgsqlnqfkeg41m6tnpp,1,52.9,15.2,2023-02-05T16:30:44.449Z,2023-02-06T00:54:38Z,4015675271,140,51.8,4015675277,213,4.5,4015675273,141,7.4,4015675269,56,Right,4015675275,212,5.4,4016717637,178,,,,,,,,exiribcpg9vnuq9ekhlk74dlh,R. Mahrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504576027,14,1,1,0,25,a3nyxabgsqlnqfkeg41m6tnpp,1,50.7,7.5,2023-02-05T16:30:45.423Z,2023-02-06T00:54:44Z,4016717761,178,,4015675357,212,6.2,4015675359,213,3.0,4015675351,56,Back,4015675353,140,44.9,4015675355,141,9.1,,,,,,,9ikkuxd19avliz1khcrm82gyy,J. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504576109,15,1,1,0,26,a3nyxabgsqlnqfkeg41m6tnpp,1,43,12.2,2023-02-05T16:30:46.529Z,2023-02-06T00:54:50Z,4015675673,56,Back,4015675675,140,31.8,4016717989,178,,4015675681,213,2.5,4015675679,212,14.7,4015675677,141,25.2,,,,,,,e9wu8dcamrtj3ftbx3nmhusid,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504576149,16,1,1,0,30,a3nyxabgsqlnqfkeg41m6tnpp,1,34,39.8,2023-02-05T16:30:50.418Z,2023-02-06T00:55:01Z,4015675883,140,39.8,4015675889,213,0.3,4015675885,141,42.5,4015675879,56,Back,4016718333,178,,4015675887,212,6.4,,,,,,,almf0gtdjmsdm5zhyot1hvydx,M. Akanji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504576189,17,1,1,0,32,a3nyxabgsqlnqfkeg41m6tnpp,1,41.4,35.8,2023-02-05T16:30:52.458Z,2023-02-06T00:55:05Z,4015676093,56,Center,4015676095,140,52.8,4015676097,141,28.0,4016718403,178,,4015676101,213,5.9,4015676099,212,13.1,,,,,,,dqfk7czrayirrvonirtk2mk15,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504576225,18,1,1,0,34,a3nyxabgsqlnqfkeg41m6tnpp,1,53.2,32.3,2023-02-05T16:30:54.440Z,2023-02-06T00:55:09Z,4016718537,178,,4015676241,141,32.0,4015676237,56,Center,4015676239,140,62.5,4015676243,212,9.8,4015676245,213,6.3,,,,,,,9ikkuxd19avliz1khcrm82gyy,J. Álvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504576285,19,1,1,0,36,a3nyxabgsqlnqfkeg41m6tnpp,1,65.1,29.3,2023-02-05T16:30:56.547Z,2023-02-06T00:55:13Z,4016718597,178,,4015676525,56,Right,4015676533,213,5.1,4015676531,212,17.8,4015676529,141,5.5,4015676527,140,72.2,,,,,,,b3974hgsmyff5xtq7qf1onhlh,Bernardo Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504576307,20,1,1,0,40,a3nyxabgsqlnqfkeg41m6tnpp,0,80.3,14.3,2023-02-05T16:31:00.691Z,2023-02-06T00:55:17Z,4016718697,178,,4015676639,56,Center,4015676653,213,0.9,4015676641,140,87.3,4015676649,212,12.5,4015676645,141,29.1,,,,,,,exiribcpg9vnuq9ekhlk74dlh,R. Mahrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504576341,7,49,1,0,41,22doj4sgsocqpxw45h607udje,1,14,71.4,2023-02-05T16:31:01.494Z,2023-02-06T00:55:22Z,,,,,,,,,,,,,,,,,,,,,,,,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504576477,8,1,1,0,41,22doj4sgsocqpxw45h607udje,1,12.8,71.7,2023-02-05T16:31:01.594Z,2023-02-06T00:55:26Z,4016718891,178,,4015677435,56,Back,4015677441,212,13.1,4015677437,140,25.2,4015677439,141,69.3,4015677443,213,6.2,,,,,,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504576479,9,50,1,0,49,22doj4sgsocqpxw45h607udje,1,70,42.2,2023-02-05T16:31:10.315Z,2023-02-06T00:55:43Z,4015677449,286,,4015677673,233,21,4015677447,56,Center,,,,,,,,,,,,,,,,12ekwo6gbza410blv4b4r7ydx,Son Heung-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504576505,21,7,1,0,50,a3nyxabgsqlnqfkeg41m6tnpp,1,30,57.8,2023-02-05T16:31:11.146Z,2023-02-06T00:55:47Z,4015677595,285,,4015677593,56,Back,4016225745,385,,4016719441,178,,4015677635,233,9,,,,,,,,,,72nph557ee2a9tdky8rvk12vp,J. Grealish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504576515,22,49,1,0,53,a3nyxabgsqlnqfkeg41m6tnpp,1,8.5,58.2,2023-02-05T16:31:13.573Z,2023-02-06T00:56:02Z,,,,,,,,,,,,,,,,,,,,,,,,,23637o19ff0sw18pqv8g96ndh,Ederson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504576573,23,1,1,0,53,a3nyxabgsqlnqfkeg41m6tnpp,0,8.5,58.2,2023-02-05T16:31:13.601Z,2023-02-06T00:56:06Z,4015677973,141,77.7,4015677975,212,42.8,4015677969,56,Back,4016719891,178,,4015677967,155,,4015677979,1,,4015677971,140,47.3,4015677977,213,0.3,23637o19ff0sw18pqv8g96ndh,Ederson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504576613,10,1,1,0,57,22doj4sgsocqpxw45h607udje,1,53.9,23.4,2023-02-05T16:31:17.413Z,2023-02-06T00:56:16Z,4015678137,3,,4015678139,56,Right,4015678143,141,12.6,4015678145,212,15.8,4016720053,178,,4015678147,213,5.8,4015678141,140,67.2,,,,2w7i4jfw5wgh3j2wuworoumeh,C. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504576615,11,49,1,0,59,22doj4sgsocqpxw45h607udje,1,68.4,10.4,2023-02-05T16:31:19.531Z,2023-02-06T00:56:54Z,,,,,,,,,,,,,,,,,,,,,,,,,dlf31m2lrfl0biop1demgvh7t,D. Kulusevski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504576641,12,50,1,0,59,22doj4sgsocqpxw45h607udje,1,73.4,5.3,2023-02-05T16:31:19.551Z,2023-02-06T00:56:58Z,4015678265,286,,4015678263,56,Right,4015678441,233,24,,,,,,,,,,,,,,,,dlf31m2lrfl0biop1demgvh7t,D. Kulusevski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504576659,24,7,1,1,1,a3nyxabgsqlnqfkeg41m6tnpp,1,26.6,94.7,2023-02-05T16:31:21.635Z,2023-02-06T00:57:02Z,4015678365,285,,4015678363,56,Back,4015678361,167,,4015678409,233,12,4016226603,385,,4016721431,178,,,,,,,,d0azo0spzov2hg6ul40l58e3u,R. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504576715,13,5,1,1,2,22doj4sgsocqpxw45h607udje,1,74.6,-1,2023-02-05T16:31:22.593Z,2023-02-06T00:57:04Z,4015678679,347,,4015678707,233,25,4015678677,56,Right,,,,,,,,,,,,,,,,dlf31m2lrfl0biop1demgvh7t,D. Kulusevski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504576661,25,5,1,1,2,a3nyxabgsqlnqfkeg41m6tnpp,0,25.4,101,2023-02-05T16:31:22.593Z,2023-02-06T00:57:05Z,4015678371,347,,4015678725,233,13,4015678367,56,Back,,,,,,,,,,,,,,,,d0azo0spzov2hg6ul40l58e3u,R. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504576735,14,1,1,1,10,22doj4sgsocqpxw45h607udje,1,78.1,0,2023-02-05T16:31:31.315Z,2023-02-06T00:57:12Z,4015678795,56,Right,4015678793,107,,4015678801,212,19.9,4015678799,141,2.3,4015678815,189,,4015678797,140,59.3,4015678803,213,3.0,,,,anxby26pfxpu4u5bfy9nbuvah,Emerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504576903,15,1,1,1,14,22doj4sgsocqpxw45h607udje,1,56.1,3.8,2023-02-05T16:31:34.482Z,2023-02-06T00:57:16Z,4015679603,141,24.2,4016721787,178,,4015679601,140,39.6,4015679597,56,Back,4015679611,213,2.5,4015679607,212,22.2,,,,,,,2w7i4jfw5wgh3j2wuworoumeh,C. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504576923,16,1,1,1,16,22doj4sgsocqpxw45h607udje,0,37.5,18.2,2023-02-05T16:31:37.082Z,2023-02-06T00:57:19Z,4015679701,141,17.8,4015679691,155,,4016721917,178,,4015679711,213,6.3,4015679697,140,80.2,4015679693,56,Right,4015679705,212,44.8,4015679715,1,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504576959,26,1,1,1,19,a3nyxabgsqlnqfkeg41m6tnpp,1,19.1,81.3,2023-02-05T16:31:39.825Z,2023-02-06T00:57:23Z,4015679899,56,Back,4015679903,141,80.7,4015679905,212,8.6,4015679897,3,,4015679901,140,27.3,4016722057,388,,4015679907,213,6.2,,,,d0azo0spzov2hg6ul40l58e3u,R. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504576961,27,49,1,1,20,a3nyxabgsqlnqfkeg41m6tnpp,1,27.3,80.7,2023-02-05T16:31:41.270Z,2023-02-06T00:57:28Z,,,,,,,,,,,,,,,,,,,,,,,,,72nph557ee2a9tdky8rvk12vp,J. Grealish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504576983,28,1,1,1,20,a3nyxabgsqlnqfkeg41m6tnpp,1,27.3,80.7,2023-02-05T16:31:41.320Z,2023-02-06T00:57:31Z,4015680015,141,74.1,4015680013,140,28.7,4016722339,178,,4015680011,56,Back,4015680019,213,5.0,4015680017,212,4.7,,,,,,,72nph557ee2a9tdky8rvk12vp,J. Grealish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504577037,29,1,1,1,22,a3nyxabgsqlnqfkeg41m6tnpp,1,27.6,73.2,2023-02-05T16:31:42.848Z,2023-02-06T00:57:36Z,4015680289,213,3.2,4015680281,56,Back,4015680287,212,14.2,4015680285,141,71.7,4015680283,140,14.1,4016722519,178,,,,,,,,b3974hgsmyff5xtq7qf1onhlh,Bernardo Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504577097,30,1,1,1,26,a3nyxabgsqlnqfkeg41m6tnpp,1,19.6,73.2,2023-02-05T16:31:46.416Z,2023-02-06T00:57:40Z,4016722661,178,,4015680545,56,Back,4015680551,212,10.5,4015680553,213,1.2,4015680549,141,87.9,4015680547,140,22.8,,,,,,,7jn9kl5wq29d41ekc2fz2rs2d,N. Aké,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504577151,31,1,1,1,28,a3nyxabgsqlnqfkeg41m6tnpp,1,25.7,88.4,2023-02-05T16:31:48.898Z,2023-02-06T00:57:44Z,4015680799,141,77.3,4015680803,213,3.7,4016722733,178,,4015680797,140,13.2,4015680795,56,Back,4015680801,212,15.1,,,,,,,d0azo0spzov2hg6ul40l58e3u,R. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504577279,32,1,1,1,31,a3nyxabgsqlnqfkeg41m6tnpp,1,18.3,74,2023-02-05T16:31:52.121Z,2023-02-06T00:57:47Z,4015681371,140,14.0,4015681377,213,4.5,4015681373,141,38.2,4016722807,178,,4015681369,56,Back,4015681375,212,24.8,,,,,,,7jn9kl5wq29d41ekc2fz2rs2d,N. Aké,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504577319,33,1,1,1,39,a3nyxabgsqlnqfkeg41m6tnpp,1,28,36.1,2023-02-05T16:31:59.513Z,2023-02-06T00:57:50Z,4015681553,56,Back,4016722891,178,,4015681555,140,33.4,4015681559,212,13.1,4015681557,141,53.4,4015681561,213,1.1,,,,,,,almf0gtdjmsdm5zhyot1hvydx,M. Akanji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504577355,34,1,1,1,43,a3nyxabgsqlnqfkeg41m6tnpp,1,39,65.3,2023-02-05T16:32:03.665Z,2023-02-06T00:57:53Z,4016722977,178,,4015681713,212,10.4,4015681715,213,2.1,4015681709,140,34.0,4015681711,141,78.5,4015681707,56,Back,,,,,,,d0azo0spzov2hg6ul40l58e3u,R. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504577435,35,1,1,1,46,a3nyxabgsqlnqfkeg41m6tnpp,1,34.7,72.9,2023-02-05T16:32:06.601Z,2023-02-06T00:57:58Z,4015682127,213,5.3,4016723099,178,,4015682121,140,39.7,4015682119,56,Back,4015682123,141,61.8,4015682125,212,9.2,,,,,,,7jn9kl5wq29d41ekc2fz2rs2d,N. Aké,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504577509,36,1,1,1,50,a3nyxabgsqlnqfkeg41m6tnpp,1,42.8,55.7,2023-02-05T16:32:10.693Z,2023-02-06T00:58:05Z,4015682495,212,26.3,4015682493,141,17.0,4015682497,213,4.8,4015682491,140,43.8,4016723341,178,,4015682489,56,Back,,,,,,,dqfk7czrayirrvonirtk2mk15,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504577573,37,1,1,1,55,a3nyxabgsqlnqfkeg41m6tnpp,1,51.1,25.3,2023-02-05T16:32:15.578Z,2023-02-06T00:58:11Z,4015682801,213,2.3,4015682797,141,43.4,4016723445,178,,4015682799,212,16.5,4015682795,140,40.7,4015682793,56,Back,,,,,,,e9wu8dcamrtj3ftbx3nmhusid,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
