id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/10/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2474700209,1,34,16,0,0,hzqh7z0mdl3v7gwete66syxp,1,0,0,2022-10-20T17:30:05.658Z,2022-10-20T22:26:19Z,3858392799,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3858392801,194,b1el7j39v2pgvl9zodd9usded,3858392791,30,"2f79rc4i712sxstahjkq6pxp1, ch8dgambei1xbzmikkglg3c9h, bgc1psqiv7vagmphfl920nbah, ecp0v1dxqfjbgy3urnkz5d3o5, chn2v9j6dqmuz2haoiuulbd91, b1el7j39v2pgvl9zodd9usded, 1ehvdoglquy9ldibpvajw34d1, a9k2946gt4hcqw8jpi6ow3jdh, b27pmpcvny40pkcx87tdddsyd, ah7iqgru0htz9lh1bff94cjbp, afcwu800ox2u5zx6xaiygg1qt, 46jsa691lantlbcfqm1rtnlcl, 661b6x35l9b9uieqbcq7el1hx, 8jf11l2tivq8jpw0fblgdvh05, dlpk0a4jgiswcm2r75uh1czpx, cgvp2cli2gi4cnyl62kt80r11, dkwkmrmpb7rq4e660efcu5hat, fwu0bja02waqct7l682s5mfp, 94zmvxw7yw020w43dn0qiclbd, afef63w1s01vagw51lo85qcd0",3858513789,197,4967,3858392795,59,"17, 14, 33, 26, 31, 13, 7, 6, 9, 18, 20, 1, 4, 5, 8, 10, 21, 27, 30, 38",3858392793,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3858392803,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3858392797,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474700239,1,34,16,0,0,b496gs285it6bheuikox6z9mj,1,0,0,2022-10-20T17:30:09.125Z,2022-10-20T18:32:56Z,3858392957,59,"1, 4, 18, 6, 20, 5, 7, 41, 9, 31, 11, 2, 8, 10, 16, 19, 23, 25, 32, 35",3858392961,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3858392955,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3858392953,30,"3zl1q2gk6tdmzirsyfgm38no5, 8qys6qtdwgsycxducl062zld5, 7paw998ux29k7hx4t1g0wu85x, 7j84ozqdpgupzxevbxemi5tyh, 1tbc8iokapjgu8zjrc1knq28l, 2smmv9hdoiet7necaf00ol51x, btvuam6p4391am219taqtcted, bhsh1n3qfg8awmctxlh8k7yzt, ashza2qkgnak7wb3vuz5bnzyt, 4jyrztlaueae7eg18kuvxa489, 5m0j33eoa5c8pqlr0tdf7undh, 1e9txzr9hqz94xtun6byo0vs9, d394go61g90f1u6bddu1narit, l0qqn9tlgov91p5d1zzdupcl, 172klpuv2h1enskc8fz79xg45, bq2q90k6q53nlf53et7j46cid, 3vxh219sef8mooilemi8xbs9h, 4myy5br8yj5678xlji3up1ryt, 1emj0rlthc8syfleox4c39kut, 7gaf68yeu28zp80kkb0tqgpd6",3858511719,197,397,3858392965,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3858392963,194,btvuam6p4391am219taqtcted,3858392959,130,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474724319,2,32,1,0,0,b496gs285it6bheuikox6z9mj,1,0,0,2022-10-20T18:31:09.796Z,2022-10-20T18:31:11Z,3858523371,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474724305,2,32,1,0,0,hzqh7z0mdl3v7gwete66syxp,1,0,0,2022-10-20T18:31:09.796Z,2022-10-21T01:53:50Z,3858523313,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474724323,3,1,1,0,0,hzqh7z0mdl3v7gwete66syxp,1,50,50,2022-10-20T18:31:09.799Z,2022-10-21T01:57:18Z,3858523389,279,S,3859032547,178,,3858523381,140,41.7,3858523385,212,8.7,3858523383,141,50.0,3858523387,213,3.1,3858523379,56,Back,,,,a9k2946gt4hcqw8jpi6ow3jdh,H. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474724345,4,1,1,0,1,hzqh7z0mdl3v7gwete66syxp,1,41.9,49.9,2022-10-20T18:31:11.667Z,2022-10-21T01:57:23Z,3858523509,140,51.1,3858523511,141,57.2,3859032605,178,,3858523515,213,0.5,3858523513,212,10.9,3858523507,56,Center,,,,,,,ecp0v1dxqfjbgy3urnkz5d3o5,João Palhinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474724369,5,1,1,0,3,hzqh7z0mdl3v7gwete66syxp,1,51.9,56.4,2022-10-20T18:31:13.634Z,2022-10-21T01:57:30Z,3858523629,155,,3858523635,141,21.0,3858523633,140,72.9,3858523637,212,32.6,3858523641,1,,3858523639,213,5.5,3858523631,56,Right,3859032701,178,,ah7iqgru0htz9lh1bff94cjbp,Andreas Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474724373,6,61,1,0,5,hzqh7z0mdl3v7gwete66syxp,0,74.4,21.2,2022-10-20T18:31:15.473Z,2022-10-21T01:57:47Z,3858523655,56,Center,3859032841,178,,3859032839,21,,,,,,,,,,,,,,,,,1ehvdoglquy9ldibpvajw34d1,N. Kebano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474724439,5,49,1,0,7,b496gs285it6bheuikox6z9mj,1,13.2,67.8,2022-10-20T18:31:16.996Z,2022-10-21T01:57:53Z,,,,,,,,,,,,,,,,,,,,,,,,,2smmv9hdoiet7necaf00ol51x,T. Mings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474724409,3,1,1,0,7,b496gs285it6bheuikox6z9mj,1,13.6,65,2022-10-20T18:31:17.049Z,2022-10-21T01:57:59Z,3858523865,213,0.6,3858523863,212,33.4,3859032989,178,,3858523859,140,39.6,3858523867,1,,3858523857,56,Back,3858523855,157,,3858523861,141,93.3,2smmv9hdoiet7necaf00ol51x,T. Mings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
