id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2494347779,7,50,1,0,8,1pse9ta7a45pi2w2grjim70ge,1,38,18.8,2022-12-31T15:00:28.867Z,2023-01-01T00:56:28Z,3961982543,233,5,3961982481,56,Back,3961982483,286,,,,,,,,,,,,,,,,,dvj6rdi2k0td95oxldbj6e28l,D. Solanke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494347791,5,7,1,0,9,1c8m2ko0wxq1asfkuykurdr0y,1,62,81.2,2022-12-31T15:00:29.989Z,2023-01-01T00:56:31Z,3961982539,233,7,3962166981,384,,3961982531,56,Left,3962298731,178,,3961982533,285,,,,,,,,,,,19m0uqmf1otcekssb7tbrl1m2,C. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494347795,6,49,1,0,10,1c8m2ko0wxq1asfkuykurdr0y,1,57.2,76.3,2022-12-31T15:00:30.958Z,2023-01-01T00:56:36Z,,,,,,,,,,,,,,,,,,,,,,,,,6ebb2xcovp1tx5nv5yyncb7x1,J. Schlupp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494347811,7,1,1,0,11,1c8m2ko0wxq1asfkuykurdr0y,1,57.2,76.3,2022-12-31T15:00:32.034Z,2023-01-01T00:56:43Z,3961982603,140,45.4,3961982601,56,Back,3961982605,141,35.5,3962298773,178,,3961982607,212,30.4,3961982609,213,4.3,,,,,,,6ebb2xcovp1tx5nv5yyncb7x1,J. Schlupp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494347829,8,1,1,0,16,1c8m2ko0wxq1asfkuykurdr0y,1,44.7,33,2022-12-31T15:00:36.850Z,2023-01-01T00:56:46Z,3961982663,56,Back,3961982665,140,34.5,3962298795,178,,3961982671,213,2.5,3961982669,212,13.5,3961982667,141,45.1,,,,,,,ezrn62nekq3wpw1qs1yu1ezmd,N. Clyne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494347837,9,1,1,0,18,1c8m2ko0wxq1asfkuykurdr0y,1,33.4,44.8,2022-12-31T15:00:38.930Z,2023-01-01T00:56:56Z,3962298843,178,,3961982705,212,20.4,3961982707,213,1.6,3961982703,141,74.8,3961982699,56,Back,3961982701,140,32.3,,,,,,,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494347845,10,1,1,0,21,1c8m2ko0wxq1asfkuykurdr0y,1,29.7,75.1,2022-12-31T15:00:41.392Z,2023-01-01T00:57:00Z,3961982739,56,Back,3961982741,140,32.4,3961982743,141,94.7,3961982745,212,13.6,3962298881,178,,3961982747,213,1.4,,,,,,,9ipux4xiejibplsbbhqz8d5gp,M. Guéhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494347861,11,1,1,0,22,1c8m2ko0wxq1asfkuykurdr0y,1,32.4,94.7,2022-12-31T15:00:43.248Z,2023-01-01T00:57:05Z,3961982825,140,56.9,3961982829,212,25.8,3961982819,56,Left,3961982827,141,97.5,3961982831,213,0.1,3962298911,178,,,,,,,,1rz6bw398na1i3t29rop7ikt1,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494347873,12,1,1,0,26,1c8m2ko0wxq1asfkuykurdr0y,0,59.7,95.8,2022-12-31T15:00:46.529Z,2023-01-01T00:57:09Z,3961982883,141,96.4,3961982881,140,51.9,3962298941,178,,3961982885,212,8.2,3961982887,213,3.1,3961982879,56,Left,,,,,,,9ikkppq7uewf36gahgz0kzaol,W. Zaha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494362075,396,61,1,0,26,1pse9ta7a45pi2w2grjim70ge,1,46.9,5.2,2022-12-31T15:00:46.634Z,2023-01-01T00:57:15Z,3962058507,56,Back,3962298961,178,,,,,,,,,,,,,,,,,,,,8cmkqkrjme3wb0gegzn1e6xre,J. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494347885,13,1,1,0,28,1c8m2ko0wxq1asfkuykurdr0y,1,35,96,2022-12-31T15:00:48.844Z,2023-01-01T00:57:20Z,3961982937,213,4.4,3962298983,178,,3961982933,141,56.0,3961982935,212,28.4,3961982931,140,27.3,3961982929,56,Back,,,,,,,1rz6bw398na1i3t29rop7ikt1,J. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494347907,14,1,1,0,32,1c8m2ko0wxq1asfkuykurdr0y,1,27,54.2,2022-12-31T15:00:52.496Z,2023-01-01T00:57:25Z,3961983031,56,Back,3962299001,178,,3961983033,140,31.3,3961983035,141,19.5,3961983039,213,4.9,3961983037,212,24.0,,,,,,,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494347917,15,1,1,0,35,1c8m2ko0wxq1asfkuykurdr0y,1,31.3,19.5,2022-12-31T15:00:55.507Z,2023-01-01T00:57:29Z,3961983083,56,Back,3961983091,141,41.2,3961983099,213,1.9,3962299015,178,,3961983095,212,15.6,3961983087,140,26.5,,,,,,,ezrn62nekq3wpw1qs1yu1ezmd,N. Clyne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494347923,16,1,1,0,37,1c8m2ko0wxq1asfkuykurdr0y,1,26.2,39.7,2022-12-31T15:00:57.778Z,2023-01-01T00:57:33Z,3961983123,141,76.1,3961983121,140,26.2,3961983125,212,24.8,3961983127,213,1.6,3962299031,178,,3961983119,56,Back,,,,,,,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494347943,17,1,1,0,40,1c8m2ko0wxq1asfkuykurdr0y,1,26.2,78.5,2022-12-31T15:01:00.557Z,2023-01-01T00:57:36Z,3961983221,213,0.2,3961983211,155,,3961983223,1,,3961983213,56,Left,3961983219,212,37.6,3962299049,178,,3961983217,141,90.2,3961983215,140,61.2,9ipux4xiejibplsbbhqz8d5gp,M. Guéhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494381475,792,44,1,0,42,1c8m2ko0wxq1asfkuykurdr0y,1,62.2,85.6,2022-12-31T15:01:02.983Z,2023-01-01T02:25:45Z,3962167863,286,,3962167861,56,Left,3962227335,233,900,,,,,,,,,,,,,,,,9ikkppq7uewf36gahgz0kzaol,W. Zaha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494381477,900,44,1,0,42,1pse9ta7a45pi2w2grjim70ge,0,37.8,14.4,2022-12-31T15:01:02.984Z,2023-01-01T00:57:45Z,3962167867,285,,3962167865,56,Back,3962227339,233,792,,,,,,,,,,,,,,,,80bmtj7l07ohb2h475w955n9,A. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494347949,18,1,1,0,42,1c8m2ko0wxq1asfkuykurdr0y,0,60.7,86.5,2022-12-31T15:01:03.047Z,2023-01-01T02:25:46Z,3961983239,3,,3961983241,168,,3961983243,56,Left,3961983251,213,0.1,3961983245,140,77.7,3961983249,212,17.9,3962299091,388,,3961983247,141,88.6,9ikkppq7uewf36gahgz0kzaol,W. Zaha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494347947,8,49,1,0,46,1pse9ta7a45pi2w2grjim70ge,1,21.2,14,2022-12-31T15:01:06.844Z,2023-01-01T00:57:54Z,,,,,,,,,,,,,,,,,,,,,,,,,95pzsjfh0wf6isp6qpf9lddyh,M. Senesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494347981,9,1,1,0,47,1pse9ta7a45pi2w2grjim70ge,1,20.3,14.3,2022-12-31T15:01:07.637Z,2023-01-01T00:58:00Z,3962299129,178,,3961983371,56,Back,3961983373,140,14.2,3961983379,213,2.0,3961983377,212,14.4,3961983375,141,33.2,,,,,,,95pzsjfh0wf6isp6qpf9lddyh,M. Senesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494347995,10,1,1,0,50,1pse9ta7a45pi2w2grjim70ge,1,13.7,35,2022-12-31T15:01:10.872Z,2023-01-01T00:58:19Z,3961983463,140,20.9,3962299221,178,,3961983461,56,Back,3961983465,141,52.4,3961983467,212,14.0,3961983469,213,1.0,,,,,,,12l99v9rpet6ug6n121tg6ay1,M. Travers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348009,11,1,1,0,58,1pse9ta7a45pi2w2grjim70ge,1,24.8,54,2022-12-31T15:01:18.364Z,2023-01-01T00:58:25Z,3962299241,178,,3961983513,140,27.5,3961983511,56,Back,3961983517,212,28.4,3961983519,213,4.8,3961983515,141,12.4,,,,,,,7gyfpskzbb3r5nhiniky22o6h,L. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348013,12,1,1,1,1,1pse9ta7a45pi2w2grjim70ge,1,27.5,12.5,2022-12-31T15:01:21.395Z,2023-01-01T00:58:30Z,3961983543,213,2.6,3961983537,140,11.9,3961983541,212,19.0,3961983539,141,26.6,3962299253,178,,3961983535,56,Back,,,,,,,80bmtj7l07ohb2h475w955n9,A. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348057,13,1,1,1,3,1pse9ta7a45pi2w2grjim70ge,1,12,26.8,2022-12-31T15:01:23.665Z,2023-01-01T00:58:36Z,3962299265,178,,3961983705,141,57.8,3961983707,212,21.1,3961983709,213,1.6,3961983703,140,12.2,3961983701,56,Back,,,,,,,95pzsjfh0wf6isp6qpf9lddyh,M. Senesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348073,14,1,1,1,10,1pse9ta7a45pi2w2grjim70ge,1,23.1,68.7,2022-12-31T15:01:30.917Z,2023-01-01T00:58:39Z,3961983771,212,11.8,3961983773,213,3.9,3961983759,56,Back,3961983767,141,56.7,3961983763,140,15.0,3962299281,178,,,,,,,,7gyfpskzbb3r5nhiniky22o6h,L. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348099,15,1,1,1,13,1pse9ta7a45pi2w2grjim70ge,1,15,56.9,2022-12-31T15:01:33.582Z,2023-01-01T00:58:42Z,3962299293,178,,3961983881,212,15.0,3961983883,213,5.2,3961983877,140,21.6,3961983879,141,37.4,3961983875,56,Back,,,,,,,12l99v9rpet6ug6n121tg6ay1,M. Travers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348125,16,1,1,1,17,1pse9ta7a45pi2w2grjim70ge,1,24.1,44.2,2022-12-31T15:01:37.857Z,2023-01-01T00:58:47Z,3961983983,140,26.7,3961983981,56,Back,3961983987,212,16.5,3962299327,178,,3961983989,213,1.4,3961983985,141,68.1,,,,,,,95pzsjfh0wf6isp6qpf9lddyh,M. Senesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348137,17,1,1,1,23,1pse9ta7a45pi2w2grjim70ge,0,31.6,76.2,2022-12-31T15:01:43.400Z,2023-01-01T00:58:51Z,3961984037,213,0.3,3961984039,1,,3961984027,155,,3961984029,56,Left,3961984035,212,34.1,3961984033,141,91.2,3961984031,140,62.6,3962299353,178,,7gyfpskzbb3r5nhiniky22o6h,L. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348143,19,1,1,1,24,1c8m2ko0wxq1asfkuykurdr0y,0,27.2,12.2,2022-12-31T15:01:44.639Z,2023-01-01T00:58:55Z,3961984063,140,50.2,3961984061,56,Right,3962299361,388,,3961984065,141,0.0,3961984067,212,25.8,3961984059,3,,3961984069,213,5.9,,,,ezrn62nekq3wpw1qs1yu1ezmd,N. Clyne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348183,18,5,1,1,25,1pse9ta7a45pi2w2grjim70ge,1,48.6,100.6,2022-12-31T15:01:46.111Z,2023-01-01T00:58:57Z,3961984219,233,20,3961984205,347,,3961984203,56,Back,,,,,,,,,,,,,,,,7gyfpskzbb3r5nhiniky22o6h,L. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348147,20,5,1,1,25,1c8m2ko0wxq1asfkuykurdr0y,0,51.4,-0.6,2022-12-31T15:01:46.111Z,2023-01-01T00:58:57Z,3961984085,56,Right,3961984223,233,18,3961984087,347,,,,,,,,,,,,,,,,,ezrn62nekq3wpw1qs1yu1ezmd,N. Clyne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348269,19,1,1,1,44,1pse9ta7a45pi2w2grjim70ge,1,45.2,100,2022-12-31T15:02:04.312Z,2023-01-01T00:59:02Z,3961984519,1,,3961984517,213,5.5,3961984515,212,26.9,3961984509,56,Center,3961984507,107,,3961984511,140,63.6,3961984513,141,73.5,,,,918sxflcvngsy0xvc9dh3jaei,J. Zemura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348271,20,1,1,1,45,1pse9ta7a45pi2w2grjim70ge,0,59.5,78.2,2022-12-31T15:02:05.446Z,2023-01-01T00:59:07Z,3961984529,140,64.3,3961984535,213,5.5,3961984527,56,Center,3962299427,388,,3961984525,168,,3961984531,141,70.1,3961984533,212,7.5,3961984523,3,,33cny48k38nlo8pcx3i24ldqt,P. Billing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348293,21,1,1,1,46,1c8m2ko0wxq1asfkuykurdr0y,0,31.6,21.9,2022-12-31T15:02:06.709Z,2023-01-01T00:59:14Z,3961984605,157,,3961984611,141,27.1,3961984613,212,39.8,3961984609,140,69.4,3962299455,388,,3961984607,56,Center,3961984615,213,0.1,3961984617,1,,9ipux4xiejibplsbbhqz8d5gp,M. Guéhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348297,21,44,1,1,50,1pse9ta7a45pi2w2grjim70ge,1,31.8,73.9,2022-12-31T15:02:10.488Z,2023-01-01T02:25:46Z,3961984631,56,Back,3961984633,285,,3961984643,233,22,,,,,,,,,,,,,,,,7gyfpskzbb3r5nhiniky22o6h,L. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348301,22,44,1,1,50,1c8m2ko0wxq1asfkuykurdr0y,0,68.2,26.1,2022-12-31T15:02:10.489Z,2023-01-01T00:59:24Z,3961984641,286,,3961984639,56,Center,3961984647,233,21,,,,,,,,,,,,,,,,9c927a1i8iqblent14xat7aad,J. Ayew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348305,22,1,1,1,50,1pse9ta7a45pi2w2grjim70ge,1,32.8,68.9,2022-12-31T15:02:10.612Z,2023-01-01T02:25:47Z,3961984673,212,5.8,3961984671,141,69.3,3962299501,388,,3961984675,213,0.0,3961984669,140,38.3,3961984667,56,Back,3961984665,3,,,,,7gyfpskzbb3r5nhiniky22o6h,L. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348313,23,1,1,1,51,1pse9ta7a45pi2w2grjim70ge,1,38.3,69.3,2022-12-31T15:02:11.978Z,2023-01-01T00:59:34Z,3961984725,141,57.0,3962299513,388,,3961984729,213,3.6,3961984719,3,,3961984727,212,18.6,3961984721,56,Back,3961984723,140,22.5,,,,djelmk2oafas355n2u0d1bumt,L. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348323,24,1,1,1,53,1pse9ta7a45pi2w2grjim70ge,0,22.6,57,2022-12-31T15:02:13.857Z,2023-01-01T00:59:38Z,3961984765,56,Back,3961984773,213,0.2,3961984771,212,25.2,3961984769,141,64.5,3962168289,157,,3961984767,140,46.1,3962299537,178,,3962168291,1,,95pzsjfh0wf6isp6qpf9lddyh,M. Senesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348333,23,1,1,1,56,1c8m2ko0wxq1asfkuykurdr0y,0,52,28.2,2022-12-31T15:02:16.485Z,2023-01-01T03:46:11Z,3962328107,178,,3961984805,1,,3961984793,157,,3961984799,141,47.6,3961984797,140,64.2,3961984795,56,Center,3961984801,212,18.4,3961984803,213,0.8,5wkso3mls5ulkilr0xzfix1p1,J. Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348355,25,1,1,1,59,1pse9ta7a45pi2w2grjim70ge,0,31,49.9,2022-12-31T15:02:19.374Z,2023-01-01T00:59:52Z,3961984873,56,Back,3961984881,213,1.2,3961984875,140,35.3,3961984877,141,69.5,3962299599,178,,3961984879,212,14.1,,,,,,,6gxyeuqjnyj9bl4n8kz14sv6d,J. Lerma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494362143,397,43,1,2,0,1pse9ta7a45pi2w2grjim70ge,1,0,0,2022-12-31T15:02:20.290Z,2022-12-31T15:53:30Z,3962059007,144,49,,,,,,,,,,,,,,,,,,,,,,6gxyeuqjnyj9bl4n8kz14sv6d,J. Lerma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348349,24,49,1,2,0,1c8m2ko0wxq1asfkuykurdr0y,1,66.5,25.2,2022-12-31T15:02:21.136Z,2023-01-01T00:59:58Z,,,,,,,,,,,,,,,,,,,,,,,,,4wic6z72nwmhkheme209fcmp5,E. Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494348373,25,1,1,2,0,1c8m2ko0wxq1asfkuykurdr0y,1,66.5,25.2,2022-12-31T15:02:21.214Z,2023-01-01T01:00:01Z,3961984959,212,8.0,3962299633,178,,3961984957,141,14.1,3961984955,140,63.9,3961984961,213,4.4,3961984953,56,Right,,,,,,,4wic6z72nwmhkheme209fcmp5,E. Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494362159,374,43,1,2,2,1c8m2ko0wxq1asfkuykurdr0y,1,0,0,2022-12-31T15:02:22.290Z,2022-12-31T15:53:25Z,3962058971,144,49,,,,,,,,,,,,,,,,,,,,,,4wic6z72nwmhkheme209fcmp5,E. Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
