id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2499664537,5,5,1,0,8,48gk2hpqtsl6p9sx9kjhaydq4,1,-1.1,46.2,2023-01-22T14:00:32.978Z,2023-01-22T19:49:25Z,3989993579,346,,3989993603,233,7,3989993575,56,Back,,,,,,,,,,,,,,,,1zumt9vkrqd8d3p3eqtwezi6t,R. Koch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499664531,7,5,1,0,8,7yx5dqhhphyvfisohikodajhv,0,101.1,53.8,2023-01-22T14:00:32.978Z,2023-01-22T19:49:25Z,3989993613,233,5,3989993559,346,,3989993557,56,Center,,,,,,,,,,,,,,,,b36foqukxn8obd969q6sea7yt,I. Toney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499664745,6,1,1,0,34,48gk2hpqtsl6p9sx9kjhaydq4,1,5,50,2023-01-22T14:00:59.045Z,2023-01-22T20:21:08Z,3989994685,155,,3989994695,213,5.8,3989994691,141,12.0,3989994683,124,,3989994687,56,Back,3989994697,1,,3989994701,74,,3989994693,212,51.3,8szyip8c62bier901hmpqc7vt,I. Meslier,,3989994689,140,,,,,,,,,,,,47.2,,,,,,,,,,,,,,,,,,,,,
2499664751,7,44,1,0,37,48gk2hpqtsl6p9sx9kjhaydq4,1,47.6,13.7,2023-01-22T14:01:02.364Z,2023-01-22T21:02:57Z,3989994727,285,,3989994725,56,Back,3989994903,233,8,,,,,,,,,,,,,,,,983mn5yig2f4upkq9e97hx87p,L. Ayling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499664777,8,44,1,0,37,7yx5dqhhphyvfisohikodajhv,0,52.4,86.3,2023-01-22T14:01:02.365Z,2023-01-22T19:49:45Z,3989994909,233,7,3989994851,56,Left,3989994853,286,,,,,,,,,,,,,,,,,66939rcic8zhw13nlcniiq4t1,B. Mee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499664757,8,1,1,0,37,48gk2hpqtsl6p9sx9kjhaydq4,0,47.2,12,2023-01-22T14:01:02.438Z,2023-01-22T21:02:57Z,3989994771,56,Back,3989994777,212,1.0,3989994773,140,48.0,3989994779,213,0.6,3989994769,3,,3989994775,141,12.8,3991063871,388,,,,,983mn5yig2f4upkq9e97hx87p,L. Ayling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499664787,9,61,1,0,37,7yx5dqhhphyvfisohikodajhv,1,52.1,84.6,2023-01-22T14:01:02.493Z,2023-01-22T20:21:33Z,3991064071,388,,3991064069,15,,3989994897,56,Left,,,,,,,,,,,,,,,,66939rcic8zhw13nlcniiq4t1,B. Mee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499664783,9,5,1,0,39,48gk2hpqtsl6p9sx9kjhaydq4,1,52,-1.8,2023-01-22T14:01:04.380Z,2023-01-22T19:50:04Z,3989994967,233,10,3989994883,56,Right,3989994885,347,,,,,,,,,,,,,,,,,983mn5yig2f4upkq9e97hx87p,L. Ayling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499664797,10,5,1,0,39,7yx5dqhhphyvfisohikodajhv,0,48,101.8,2023-01-22T14:01:04.380Z,2023-01-22T19:50:03Z,3989994933,56,Back,3989994935,347,,3989995005,233,9,,,,,,,,,,,,,,,,66939rcic8zhw13nlcniiq4t1,B. Mee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499664851,10,1,1,0,49,48gk2hpqtsl6p9sx9kjhaydq4,1,55.7,0,2023-01-22T14:01:13.843Z,2023-01-22T19:50:11Z,3989995287,107,,3989995297,213,1.5,3989995293,141,5.2,3989995289,56,Right,3989995291,140,56.1,3989995295,212,4.4,,,,,,,983mn5yig2f4upkq9e97hx87p,L. Ayling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499666291,42,1,1,0,49,48gk2hpqtsl6p9sx9kjhaydq4,0,56.7,8.9,2023-01-22T14:01:14.713Z,2023-01-22T19:50:26Z,3991064551,178,,3990002885,140,78.6,3990002887,141,12.8,3990002883,56,Right,3990002889,212,23.1,3990002881,155,,3990002891,213,0.1,,,,7dbzcwyph2xoljyhaogjo7mcp,T. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499664865,11,1,1,0,51,7yx5dqhhphyvfisohikodajhv,0,23.6,82.6,2023-01-22T14:01:16.532Z,2023-01-22T19:50:42Z,3989995371,140,28.9,3989995373,141,84.6,3989995377,213,0.2,3989995369,56,Back,3989995367,3,,3989995375,212,5.7,3991064767,388,,,,,66939rcic8zhw13nlcniiq4t1,B. Mee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499669385,104,61,1,0,52,48gk2hpqtsl6p9sx9kjhaydq4,0,74.1,20.4,2023-01-22T14:01:17.056Z,2023-01-22T19:50:54Z,3990019497,56,Right,3991064953,178,,,,,,,,,,,,,,,,,,,,8rrcscn29rs1gk8mi1pwpu92i,B. Aaronson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499664871,13,49,1,0,53,7yx5dqhhphyvfisohikodajhv,1,28.5,73.9,2023-01-22T14:01:18.500Z,2023-01-22T19:51:05Z,,,,,,,,,,,,,,,,,,,,,,,,,8ju1opnca42o8i00wq3onzmqd,C. Nørgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499664885,14,1,1,0,53,7yx5dqhhphyvfisohikodajhv,1,28.5,73.9,2023-01-22T14:01:18.632Z,2023-01-22T19:51:09Z,3989995463,212,7.0,3989995461,141,65.6,3989995465,213,4.1,3991065203,178,,3989995459,140,24.6,3989995457,56,Back,,,,,,,8ju1opnca42o8i00wq3onzmqd,C. Nørgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499664901,15,1,1,0,54,7yx5dqhhphyvfisohikodajhv,1,21.2,60,2023-01-22T14:01:19.241Z,2023-01-22T20:22:09Z,3990020621,157,,3990020623,1,,3991065303,178,,3989995527,140,31.5,3989995529,141,59.8,3989995533,213,6.3,3989995525,56,Back,3989995531,212,10.8,32bvxwhceid2xdcfx6cd8a8d1,K. Ajer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499669767,99,61,1,0,54,7yx5dqhhphyvfisohikodajhv,1,25.2,61.8,2023-01-22T14:01:19.506Z,2023-01-22T20:22:28Z,3991065477,178,,3991065475,21,,3990021519,56,Back,,,,,,,,,,,,,,,,bs7iyv9ys61m88qh4rvb0tpzp,J. Dasilva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499664869,12,43,1,0,55,7yx5dqhhphyvfisohikodajhv,1,0,0,2023-01-22T14:01:20.063Z,2023-01-22T14:03:35Z,3989995381,56,Back,3990002049,144,61,,,,,,,,,,,,,,,,,,,2nzefp5pwvldt2ttmxfeakamt,R. Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499664909,16,50,1,0,56,7yx5dqhhphyvfisohikodajhv,1,39.4,67.7,2023-01-22T14:01:21.751Z,2023-01-22T20:22:46Z,3989995553,286,,3989995551,56,Back,3989995593,233,11,,,,,,,,,,,,,,,,v78uhwxgzojcec8lsdvucusp,B. Mbeumo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499664905,11,7,1,0,57,48gk2hpqtsl6p9sx9kjhaydq4,1,60.6,32.3,2023-01-22T14:01:22.561Z,2023-01-22T20:22:58Z,3990652301,383,,3989995587,233,16,3989995547,56,Center,3991065839,178,,3989995549,285,,,,,,,,,,,7dbzcwyph2xoljyhaogjo7mcp,T. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499664911,12,49,1,0,58,48gk2hpqtsl6p9sx9kjhaydq4,1,55.7,38.9,2023-01-22T14:01:23.495Z,2023-01-22T19:52:01Z,,,,,,,,,,,,,,,,,,,,,,,,,7dbzcwyph2xoljyhaogjo7mcp,T. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499664939,13,1,1,0,58,48gk2hpqtsl6p9sx9kjhaydq4,1,55.7,38.9,2023-01-22T14:01:23.677Z,2023-01-22T20:23:15Z,3989995701,140,43.3,3989995699,56,Back,3989995707,213,2.2,3989995703,141,64.9,3989995705,212,22.0,3991066105,178,,,,,,,,7dbzcwyph2xoljyhaogjo7mcp,T. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499664965,14,1,1,1,4,48gk2hpqtsl6p9sx9kjhaydq4,1,43.5,72.3,2023-01-22T14:01:28.922Z,2023-01-22T19:52:13Z,3989995859,213,0.9,3989995857,212,15.6,3989995853,140,53.2,3989995851,56,Left,3989995855,141,89.7,3991066169,178,,,,,,,,b275i2lg3anqae5lv9gmrzmqx,P. Struijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499664975,15,1,1,1,5,48gk2hpqtsl6p9sx9kjhaydq4,0,53.2,89.7,2023-01-22T14:01:30.074Z,2023-01-22T19:52:18Z,3989995895,141,87.1,3991066261,178,,3989995891,56,Left,3989995899,213,5.6,3989995897,212,2.9,3989995893,140,55.4,,,,,,,9z2j13bl5yh4i1vyofautc9yi,W. Gnonto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499664969,17,1,1,1,6,7yx5dqhhphyvfisohikodajhv,0,35.8,8.1,2023-01-22T14:01:31.552Z,2023-01-22T20:23:39Z,3991066419,178,,3989995871,140,39.2,3989996005,286,,3989995999,236,,3989995869,56,Back,3989995875,212,3.6,3989995873,141,8.1,3989995877,213,0.0,32bvxwhceid2xdcfx6cd8a8d1,K. Ajer,,3989996001,233,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,
2499664991,16,74,1,1,6,48gk2hpqtsl6p9sx9kjhaydq4,1,55.4,87.1,2023-01-22T14:01:31.600Z,2023-01-22T19:52:30Z,3991066515,178,,3989995983,56,Left,3989996011,233,17,3989995985,285,,,,,,,,,,,,,,6kih58n0fzlod6c792xpey57t,J. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499664995,17,5,1,1,7,48gk2hpqtsl6p9sx9kjhaydq4,0,56.2,101.4,2023-01-22T14:01:32.383Z,2023-01-22T19:52:41Z,3989996007,56,Left,3989996009,347,,3989996545,233,18,,,,,,,,,,,,,,,,6kih58n0fzlod6c792xpey57t,J. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665081,18,5,1,1,7,7yx5dqhhphyvfisohikodajhv,1,43.8,-1.4,2023-01-22T14:01:32.383Z,2023-01-22T19:52:40Z,3989996525,56,Back,3989996541,233,17,3989996527,347,,,,,,,,,,,,,,,,,32bvxwhceid2xdcfx6cd8a8d1,K. Ajer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665095,19,1,1,1,21,7yx5dqhhphyvfisohikodajhv,0,52,0,2023-01-22T14:01:46.388Z,2023-01-22T19:52:47Z,3989996623,213,0.6,3989996613,107,,3989996617,140,60.5,3989996621,212,10.9,3989996619,141,7.6,3989996615,56,Right,,,,,,,32bvxwhceid2xdcfx6cd8a8d1,K. Ajer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665105,18,1,1,1,23,48gk2hpqtsl6p9sx9kjhaydq4,0,36.5,91.1,2023-01-22T14:01:48.297Z,2023-01-22T20:23:59Z,3989996675,213,5.8,3989996669,140,47.2,3989996667,56,Back,3989996673,212,12.5,3989996671,141,83.1,3989996665,3,,3991066961,388,,,,,4r6jcuotjs6rz8iwu20996z85,Marc Roca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665117,20,1,1,1,24,7yx5dqhhphyvfisohikodajhv,0,55.9,13.5,2023-01-22T14:01:49.571Z,2023-01-22T20:24:09Z,3989996699,213,0.0,3989996687,140,69.6,3989996697,212,14.4,3989996691,141,13.7,3989996679,56,Right,3991067107,178,,,,,,,,8ju1opnca42o8i00wq3onzmqd,C. Nørgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665143,19,49,1,1,25,48gk2hpqtsl6p9sx9kjhaydq4,1,30.6,79.6,2023-01-22T14:01:50.600Z,2023-01-22T19:53:09Z,,,,,,,,,,,,,,,,,,,,,,,,,9r20sl10trs6903jz83hmt6nd,M. Wöber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665163,20,1,1,1,25,48gk2hpqtsl6p9sx9kjhaydq4,0,30.6,79.6,2023-01-22T14:01:50.692Z,2023-01-22T19:53:15Z,3989996851,157,,3989996853,56,Center,3989996857,141,63.0,3989996859,212,35.5,3989996855,140,62.7,3989996863,1,,3991067445,388,,3989996861,213,6.0,9r20sl10trs6903jz83hmt6nd,M. Wöber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665167,21,49,1,1,28,7yx5dqhhphyvfisohikodajhv,1,34.4,44.5,2023-01-22T14:01:53.596Z,2023-01-22T19:53:23Z,,,,,,,,,,,,,,,,,,,,,,,,,66939rcic8zhw13nlcniiq4t1,B. Mee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665215,22,1,1,1,29,7yx5dqhhphyvfisohikodajhv,1,34.9,49.4,2023-01-22T14:01:54.712Z,2023-01-22T19:53:30Z,3989997167,140,42.0,3989997169,141,72.5,3989997165,56,Back,3989997171,212,17.4,3991067775,178,,3989997173,213,1.1,,,,,,,66939rcic8zhw13nlcniiq4t1,B. Mee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665249,23,1,1,1,33,7yx5dqhhphyvfisohikodajhv,1,42.2,69.1,2023-01-22T14:01:58.594Z,2023-01-22T19:53:40Z,3989997331,56,Back,3989997333,140,33.8,3989997337,212,9.3,3989997339,213,3.5,3991068067,178,,3989997335,141,64.7,,,,,,,dtol82tjlq48bs0s70sisguz9,M. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665291,24,1,1,1,35,7yx5dqhhphyvfisohikodajhv,1,33.8,64.7,2023-01-22T14:02:00.676Z,2023-01-22T20:24:40Z,3989997561,213,4.4,3991068487,178,,3989997555,140,29.3,3989997553,56,Back,3989997557,141,43.2,3989997559,212,15.4,,,,,,,66939rcic8zhw13nlcniiq4t1,B. Mee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665299,25,1,1,1,39,7yx5dqhhphyvfisohikodajhv,1,30.5,38.5,2023-01-22T14:02:03.864Z,2023-01-22T20:24:51Z,3989997611,212,19.7,3989997613,213,4.9,3991068579,178,,3989997605,56,Back,3989997609,141,10.3,3989997607,140,34.7,,,,,,,d9a62lhx21b0ym73rxd6mw8h5,E. Pinnock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665319,26,1,1,1,41,7yx5dqhhphyvfisohikodajhv,0,35.8,7.3,2023-01-22T14:02:06.548Z,2023-01-22T20:25:03Z,3991068691,178,,3989997705,141,7.3,3989997699,155,,3989997701,56,Back,3989997709,213,0.0,3989997707,212,2.0,3989997703,140,37.7,,,,32bvxwhceid2xdcfx6cd8a8d1,K. Ajer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665313,21,61,1,1,41,48gk2hpqtsl6p9sx9kjhaydq4,1,63.7,96.2,2023-01-22T14:02:06.588Z,2023-01-22T20:25:32Z,3991068983,178,,3989997677,56,Left,,,,,,,,,,,,,,,,,,,6kih58n0fzlod6c792xpey57t,J. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665333,22,49,1,1,43,48gk2hpqtsl6p9sx9kjhaydq4,1,46.7,90.2,2023-01-22T14:02:08.355Z,2023-01-22T20:25:44Z,,,,,,,,,,,,,,,,,,,,,,,,,4r6jcuotjs6rz8iwu20996z85,Marc Roca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665355,23,1,1,1,45,48gk2hpqtsl6p9sx9kjhaydq4,1,46.4,97.1,2023-01-22T14:02:10.078Z,2023-01-22T20:25:54Z,3989997911,213,5.9,3989997905,140,56.0,3989997903,56,Left,3989997907,141,90.3,3989997909,212,11.1,3991069407,178,,,,,,,,4r6jcuotjs6rz8iwu20996z85,Marc Roca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665361,24,1,1,1,46,48gk2hpqtsl6p9sx9kjhaydq4,0,55.3,92.4,2023-01-22T14:02:11.463Z,2023-01-22T19:54:48Z,3989997973,233,27,3989997977,286,,3991069555,178,,3989997969,236,,3989997951,213,6.0,3989997947,212,2.5,3989997943,141,91.5,3989997937,140,57.6,6kih58n0fzlod6c792xpey57t,J. Harrison,,3989997933,56,,,,,,,,,,,,Left,,,,,,,,,,,,,,,,,,,,,
2499665349,27,74,1,1,46,7yx5dqhhphyvfisohikodajhv,1,40.5,6.8,2023-01-22T14:02:11.570Z,2023-01-22T19:54:51Z,3991069631,178,,3989997871,285,,3989997981,233,24,3989997869,56,Back,,,,,,,,,,,,,8ju1opnca42o8i00wq3onzmqd,C. Nørgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665443,25,5,1,1,47,48gk2hpqtsl6p9sx9kjhaydq4,1,59.6,101.3,2023-01-22T14:02:12.266Z,2023-01-22T19:54:57Z,3989998363,233,28,3989998361,347,,3989998359,56,Left,,,,,,,,,,,,,,,,6kih58n0fzlod6c792xpey57t,J. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665359,28,5,1,1,47,7yx5dqhhphyvfisohikodajhv,0,40.4,-1.3,2023-01-22T14:02:12.266Z,2023-01-22T19:54:57Z,3989997927,347,,3989998367,233,25,3989997921,56,Back,,,,,,,,,,,,,,,,8ju1opnca42o8i00wq3onzmqd,C. Nørgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499665465,26,1,1,1,59,48gk2hpqtsl6p9sx9kjhaydq4,1,66.7,100,2023-01-22T14:02:24.370Z,2023-01-22T19:55:04Z,3989998485,212,10.5,3989998481,140,68.8,3989998487,213,4.9,3989998483,141,86.8,3989998477,107,,3989998479,56,Left,,,,,,,b275i2lg3anqae5lv9gmrzmqx,P. Struijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
