id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/12/value,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/18/value
2448402487,7,1,1,0,22,1qtaiy11gswx327s0vkibf70n,1,55.1,80.7,2022-08-20T14:01:01.479Z,2022-08-20T23:56:40Z,3718513049,141,84.0,3718513043,155,,3718513047,140,77.6,3721263709,178,,3718513051,212,23.7,3718513045,56,Left,3718513053,213,0.1,,,,1tuivl8zdnsaz8vbed2z582qx,J. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449014461,1393,43,1,0,24,1qtaiy11gswx327s0vkibf70n,1,0,0,2022-08-20T14:01:03.616Z,2022-08-21T02:41:11Z,3721829941,144,67,3721829695,233,1388,,,,,,,,,,,,,,,,,,,55eiicx10oqok1601fqyovt1x,T. Awoniyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449014459,1388,43,1,0,24,ehd2iemqmschhj2ec0vayztzz,1,0,0,2022-08-20T14:01:03.617Z,2022-08-21T02:41:11Z,3721829703,233,1393,3721829895,144,67,,,,,,,,,,,,,,,,,,,ed4w2l6hglrrxu2a75bn0tt5h,C. Coady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448402501,8,61,1,0,24,1qtaiy11gswx327s0vkibf70n,0,77.6,84,2022-08-20T14:01:03.723Z,2023-02-02T12:54:43Z,3721263891,178,,3718513077,56,Left,,,,,,,,,,,,,,,,,,,55eiicx10oqok1601fqyovt1x,T. Awoniyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448402505,5,61,1,0,24,ehd2iemqmschhj2ec0vayztzz,1,29.4,24.5,2022-08-20T14:01:03.950Z,2022-08-20T23:58:05Z,3721264311,178,,3718513079,56,Back,,,,,,,,,,,,,,,,,,,cpd8prwzxf0rzevtk33fpryt,T. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448403923,13,1,1,0,25,1qtaiy11gswx327s0vkibf70n,1,75,71.6,2022-08-20T14:01:04.466Z,2022-08-20T23:57:08Z,3718519579,141,63.5,3721264607,178,,3718519577,140,74.3,3718519573,56,Center,3718519583,213,4.6,3718519581,212,5.6,,,,,,,55eiicx10oqok1601fqyovt1x,T. Awoniyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448402547,9,1,1,0,26,1qtaiy11gswx327s0vkibf70n,1,69.6,72.9,2022-08-20T14:01:05.682Z,2022-08-20T23:58:13Z,3718513227,56,Center,3718513237,212,5.9,3718513233,141,66.3,3718513231,140,73.2,3718513241,213,5.4,3721268757,178,,,,,,,,5f72vvw62zdlyrj3mwux2udat,J. Lingard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448402579,10,61,1,0,28,1qtaiy11gswx327s0vkibf70n,0,74.4,65.7,2022-08-20T14:01:07.406Z,2022-08-20T23:58:21Z,3718513391,56,Center,3721269159,178,,,,,,,,,,,,,,,,,,,,1l228p52d8wdf8qhfxqu8rca,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448402657,6,1,1,0,29,ehd2iemqmschhj2ec0vayztzz,1,20.9,34.3,2022-08-20T14:01:08.263Z,2022-08-20T23:58:24Z,3718513743,141,49.9,3718513749,213,1.8,3721269301,178,,3718513739,56,Back,3718513741,140,18.7,3718513745,212,10.9,,,,,,,cpd8prwzxf0rzevtk33fpryt,T. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448402669,7,49,1,0,30,ehd2iemqmschhj2ec0vayztzz,1,18.7,49.9,2022-08-20T14:01:09.542Z,2022-08-20T23:58:29Z,,,,,,,,,,,,,,,,,,,,,,,,,35jaxclh329duzefna708jk5x,J. Tarkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448402741,8,1,1,0,30,ehd2iemqmschhj2ec0vayztzz,1,18.7,49.9,2022-08-20T14:01:09.579Z,2022-08-20T23:58:33Z,3718514101,1,,3718514095,141,47.6,3721269699,178,,3718514099,213,6.2,3718514091,56,Back,3718514093,140,35.4,3718514089,157,,3718514097,212,17.6,35jaxclh329duzefna708jk5x,J. Tarkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449023495,1434,67,1,0,32,ehd2iemqmschhj2ec0vayztzz,1,37.2,46.1,2022-08-20T14:01:11.931Z,2022-08-21T03:01:41Z,3721875937,233,1402,,,,,,,,,,,,,,,,,,,,,,4n782p6eaok71ai7ecj1jo1jp,D. Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449023493,1402,67,1,0,32,1qtaiy11gswx327s0vkibf70n,0,62.8,53.9,2022-08-20T14:01:11.932Z,2022-08-21T02:53:53Z,3721875959,233,1434,,,,,,,,,,,,,,,,,,,,,,dcq0nu7mmecab5djjwg0n8ktm,L. O'Brien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448402771,9,1,1,0,33,ehd2iemqmschhj2ec0vayztzz,1,35.4,47.6,2022-08-20T14:01:13.001Z,2022-08-20T23:58:37Z,3721270015,389,,3718514233,141,56.6,3718514237,213,2.4,3718514235,212,9.4,3718514229,56,Back,3718514231,140,28.6,,,,,,,4n782p6eaok71ai7ecj1jo1jp,D. Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448402829,10,1,1,0,35,ehd2iemqmschhj2ec0vayztzz,1,28.6,56.6,2022-08-20T14:01:14.664Z,2022-08-20T23:58:41Z,3718514485,140,35.4,3718514495,213,6.0,3721270121,178,,3718514483,56,Back,3718514489,141,54.0,3718514493,212,7.4,,,,,,,cpd8prwzxf0rzevtk33fpryt,T. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448402895,11,1,1,0,38,ehd2iemqmschhj2ec0vayztzz,1,34.4,49.3,2022-08-20T14:01:17.186Z,2022-08-20T23:58:45Z,3718514817,141,3.2,3718514821,213,4.9,3718514815,140,41.5,3718514813,56,Back,3718514819,212,32.2,3721270473,178,,3718514823,1,,,,,8kb5h8df97ju107n9ibigo1cl,A. Iwobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448402931,12,1,1,0,41,ehd2iemqmschhj2ec0vayztzz,1,38.3,3.5,2022-08-20T14:01:20.442Z,2022-08-20T23:58:50Z,3718515033,212,13.4,3718515029,140,32.5,3721270619,178,,3718515031,141,21.1,3718515035,213,2.0,3718515025,56,Back,,,,,,,a559ewan4122b6orx6d0f6s16,N. Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448403017,13,1,1,0,42,ehd2iemqmschhj2ec0vayztzz,0,32.5,21.1,2022-08-20T14:01:21.767Z,2022-08-20T23:59:07Z,3718515401,212,49.4,3718515395,56,Center,3718515403,213,0.0,3721271641,178,,3718515393,157,,3718515397,140,79.5,3718515399,141,24.2,3718515405,1,,4njl5iqybub0cxbhjh2xbft9l,M. Holgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448403037,11,12,1,0,46,1qtaiy11gswx327s0vkibf70n,1,20.4,67.6,2022-08-20T14:01:25.160Z,2022-08-20T23:59:12Z,3718515483,212,23.7,3718515475,56,Back,3718515481,141,100.0,3718515565,167,,3718515485,213,1.7,3718515477,140,16.9,3721271945,178,,,,,av7e2wk5ub7qnh3sqcvssvh79,S. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448403049,12,5,1,0,47,1qtaiy11gswx327s0vkibf70n,0,19,101.2,2022-08-20T14:01:26.975Z,2022-08-20T23:59:16Z,3718515535,347,,3718515533,56,Back,3718516711,233,14,,,,,,,,,,,,,,,,av7e2wk5ub7qnh3sqcvssvh79,S. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448403283,14,5,1,0,47,ehd2iemqmschhj2ec0vayztzz,1,81,-1.2,2022-08-20T14:01:26.975Z,2022-08-20T23:59:16Z,3718516659,233,12,3718516595,56,Right,3718516597,347,,,,,,,,,,,,,,,,,4njl5iqybub0cxbhjh2xbft9l,M. Holgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448403637,15,1,1,1,0,ehd2iemqmschhj2ec0vayztzz,1,77,0,2022-08-20T14:01:39.149Z,2022-08-20T23:59:24Z,3718518257,213,2.8,3718518253,141,3.8,3718518251,140,67.1,3718518255,212,10.9,3718518247,107,,3718518249,56,Right,,,,,,,4n782p6eaok71ai7ecj1jo1jp,D. Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448403691,16,1,1,1,3,ehd2iemqmschhj2ec0vayztzz,1,67.1,3.8,2022-08-20T14:01:42.190Z,2022-08-20T23:59:29Z,3718518523,141,26.9,3718518527,212,16.2,3718518521,140,63.4,3718518517,56,Center,3721272611,178,,3718518531,213,1.8,,,,,,,a559ewan4122b6orx6d0f6s16,N. Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448403763,17,1,1,1,5,ehd2iemqmschhj2ec0vayztzz,1,63.4,26.9,2022-08-20T14:01:44.288Z,2022-08-20T23:59:33Z,3718518867,56,Back,3718518869,140,40.9,3718518875,213,2.8,3718518871,141,39.1,3721272935,178,,3718518873,212,25.0,,,,,,,cpd8prwzxf0rzevtk33fpryt,T. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448403821,18,1,1,1,10,ehd2iemqmschhj2ec0vayztzz,1,46.6,48.1,2022-08-20T14:01:49.468Z,2022-08-20T23:59:40Z,3718519113,212,15.7,3721273231,178,,3718519111,141,68.3,3718519115,213,2.1,3718519107,56,Back,3718519109,140,39.4,,,,,,,ed4w2l6hglrrxu2a75bn0tt5h,C. Coady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448403929,19,1,1,1,11,ehd2iemqmschhj2ec0vayztzz,1,39.4,68.3,2022-08-20T14:01:50.667Z,2022-08-20T23:59:45Z,3718519597,212,25.8,3718519593,140,57.3,3718519591,56,Left,3718519599,213,0.8,3721273535,178,,3718519595,141,94.2,,,,,,,35jaxclh329duzefna708jk5x,J. Tarkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448403973,20,1,1,1,14,ehd2iemqmschhj2ec0vayztzz,1,57.5,94.2,2022-08-20T14:01:54.055Z,2022-08-20T23:59:48Z,3718519813,141,97.2,3718519817,213,0.2,3718519811,140,66.8,3718519815,212,10.0,3721273777,178,,3718519809,56,Left,,,,,,,8kb5h8df97ju107n9ibigo1cl,A. Iwobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448404109,21,1,1,1,16,ehd2iemqmschhj2ec0vayztzz,1,66.8,97.2,2022-08-20T14:01:55.264Z,2022-08-20T23:59:52Z,3718520449,56,Left,3718520455,212,9.3,3718520459,213,5.1,3718520451,140,70.1,3718520453,141,84.5,3721274017,178,,,,,,,,9o1vesnpfiucpoq35ihhpstex,V. Mykolenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448722887,809,3,1,1,17,ehd2iemqmschhj2ec0vayztzz,0,70.9,84.7,2022-08-20T14:01:56.139Z,2022-08-20T23:59:57Z,3720212325,467,1tuivl8zdnsaz8vbed2z582qx,3720212323,465,,3721274227,178,,3720212321,286,,3720212317,56,Left,,,,,,,,,,8mjj0wgufggpc1ai2dk21h90p,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448404117,22,4,1,1,17,ehd2iemqmschhj2ec0vayztzz,1,72.6,89.2,2022-08-20T14:01:56.355Z,2022-08-21T00:00:48Z,3718520769,233,14,3718520507,152,,3718520501,13,,3718520509,286,,3720212327,265,,3718520505,56,Left,,,,,,,8mjj0wgufggpc1ai2dk21h90p,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448404147,14,4,1,1,17,1qtaiy11gswx327s0vkibf70n,0,27.4,10.8,2022-08-20T14:01:56.356Z,2022-08-21T00:00:47Z,3718520673,285,,3720212373,265,,3718520873,233,22,3718520665,13,,3718520669,152,,3718520667,56,Back,3721276739,178,,,,,1tuivl8zdnsaz8vbed2z582qx,J. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448405489,23,1,1,2,0,ehd2iemqmschhj2ec0vayztzz,0,74.5,90,2022-08-20T14:02:39.266Z,2022-08-21T00:00:51Z,3718527407,213,5.4,3718527409,1,,3718527395,155,,3718527405,212,45.6,3718527399,56,Center,3720212395,20,,3718527397,152,,3718527403,141,36.7,4n782p6eaok71ai7ecj1jo1jp,D. Gray,3721276903,178,3720212393,223,3718527401,140,100.0,3718527391,2,3718527393,5,,,,,,,,,,,,,,,,,,,,,,,,,,
2448405443,15,5,1,2,2,1qtaiy11gswx327s0vkibf70n,1,-1.2,63.2,2022-08-20T14:02:41.664Z,2022-08-21T00:00:55Z,3718527159,346,,3718527629,233,24,3718527157,56,Back,,,,,,,,,,,,,,,,dcq0nu7mmecab5djjwg0n8ktm,L. O'Brien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448405509,24,5,1,2,2,ehd2iemqmschhj2ec0vayztzz,0,101.2,36.8,2022-08-20T14:02:41.664Z,2022-08-21T00:00:54Z,3718527717,233,15,3718527535,346,,3718527533,56,Center,,,,,,,,,,,,,,,,4n782p6eaok71ai7ecj1jo1jp,D. Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448406331,16,1,1,2,22,1qtaiy11gswx327s0vkibf70n,1,4.4,49.3,2022-08-20T14:03:01.912Z,2022-08-21T00:00:58Z,3718531815,56,Back,3718531825,213,4.5,3718531831,237,,3718531821,141,37.7,3718531813,124,,3718531823,212,8.1,3718531819,140,2.6,,,,5z8ycnd0smdkumi5fgtzf7c9h,D. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448837399,840,1,1,2,24,1qtaiy11gswx327s0vkibf70n,1,3.2,33.7,2022-08-20T14:03:03.676Z,2022-08-21T00:01:06Z,3720850887,212,8.3,3720850883,140,4.0,3721277715,178,,3720850881,56,Back,3720850889,213,4.8,3720850885,141,21.6,,,,,,,av7e2wk5ub7qnh3sqcvssvh79,S. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448497549,417,1,1,2,26,1qtaiy11gswx327s0vkibf70n,1,5.1,17.6,2022-08-20T14:03:05.653Z,2022-08-21T00:01:11Z,3719014169,141,2.9,3721277997,178,,3719014167,140,18.5,3719014173,213,5.7,3719014171,212,17.3,3719014165,56,Back,,,,,,,1tuivl8zdnsaz8vbed2z582qx,J. Worrall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448406527,17,1,1,2,28,1qtaiy11gswx327s0vkibf70n,0,22.5,4.1,2022-08-20T14:03:07.728Z,2022-08-21T00:01:19Z,3718532911,212,66.1,3721278313,178,,3718532921,1,,3718532905,56,Center,3718532901,155,,3718532909,141,27.8,3718532915,213,0.2,3718532907,140,83.6,3mgjcyaseuexxlssgatjgsand,N. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448406541,25,52,1,2,33,ehd2iemqmschhj2ec0vayztzz,1,14.4,69.6,2022-08-20T14:03:12.663Z,2022-08-21T00:01:28Z,3721278635,178,,3720212397,377,,,,,,,,,,,,,,,,,,,,e8dina16u5kt5ho4u5igtmimt,J. Pickford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448406847,26,1,1,2,36,ehd2iemqmschhj2ec0vayztzz,1,14.5,69.2,2022-08-20T14:03:15.166Z,2022-08-21T00:01:32Z,3718534421,123,,3721278797,178,,3718534441,212,31.4,3718534429,140,29.3,3718534435,141,29.0,3718534445,213,5.2,3718534425,56,Back,,,,e8dina16u5kt5ho4u5igtmimt,J. Pickford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448406903,27,1,1,2,41,ehd2iemqmschhj2ec0vayztzz,1,37.6,31,2022-08-20T14:03:20.520Z,2022-08-21T00:01:35Z,3718534681,140,48.7,3721278903,178,,3718534687,213,5.4,3718534683,141,10.8,3718534685,212,18.0,3718534679,56,Back,,,,,,,4njl5iqybub0cxbhjh2xbft9l,M. Holgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448406939,28,1,1,2,44,ehd2iemqmschhj2ec0vayztzz,1,55.4,10.6,2022-08-20T14:03:23.358Z,2022-08-21T00:01:43Z,3718534851,140,64.3,3718534853,141,2.8,3718534857,213,5.8,3721279207,178,,3718534849,56,Right,3718534855,212,10.7,,,,,,,8mjj0wgufggpc1ai2dk21h90p,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448407013,29,1,1,2,44,ehd2iemqmschhj2ec0vayztzz,0,64.3,2.8,2022-08-20T14:03:24.083Z,2022-08-21T00:01:48Z,3718535259,141,10.0,3718535257,140,66.5,3721279489,178,,3718535261,212,5.4,3718535263,213,1.1,3718535255,56,Right,,,,,,,a559ewan4122b6orx6d0f6s16,N. Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448926197,853,67,1,2,45,1qtaiy11gswx327s0vkibf70n,1,35.4,91.4,2022-08-20T14:03:25.041Z,2022-08-21T00:48:49Z,3721363469,233,844,,,,,,,,,,,,,,,,,,,,,,1vklxifs8qpj71s4reu3pkw5x,H. Toffolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448926195,844,67,1,2,45,ehd2iemqmschhj2ec0vayztzz,0,64.6,8.6,2022-08-20T14:03:25.042Z,2022-08-21T00:23:14Z,3721363475,233,853,,,,,,,,,,,,,,,,,,,,,,8mjj0wgufggpc1ai2dk21h90p,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448407001,18,8,1,2,45,1qtaiy11gswx327s0vkibf70n,1,34.1,94.1,2022-08-20T14:03:25.071Z,2022-08-21T00:48:49Z,3718535207,56,Back,3720212457,384,,3721279655,178,,,,,,,,,,,,,,,,,1vklxifs8qpj71s4reu3pkw5x,H. Toffolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448722911,833,49,1,2,46,1qtaiy11gswx327s0vkibf70n,1,26.1,90.2,2022-08-20T14:03:25.952Z,2022-08-21T00:01:59Z,,,,,,,,,,,,,,,,,,,,,,,,,12cgiy0t282ywdbr5j78hrxsl,S. McKenna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
