id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,assist
2468823697,9,1,1,0,17,1pse9ta7a45pi2w2grjim70ge,0,32.6,2.8,2022-10-08T14:00:26.039Z,2022-10-08T23:30:25Z,3827143221,56,Right,3827143229,213,0.0,3829858659,178,,3827143223,140,62.5,3827143225,141,4.1,3827143219,155,,3827143227,212,31.4,,,,y51k2gwbs4xmkao0mnaaa76d,R. Fredericks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468823737,3,12,1,0,19,avxknfz4f6ob0rv9dbnxdzde0,1,37.6,92,2022-10-08T14:00:27.733Z,2022-10-08T23:30:33Z,3827143389,56,Left,3827143397,213,0.3,3827143395,212,22.0,3827143477,167,,3827143393,141,100.0,3829858901,178,,3827143391,140,57.6,,,,72d5uxwcmvhd6mzthxuvev1sl,W. Faes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468823743,4,5,1,0,20,avxknfz4f6ob0rv9dbnxdzde0,0,55.8,101.5,2022-10-08T14:00:29.456Z,2022-10-08T23:30:36Z,3827143417,56,Left,3827143727,233,10,3827143419,347,,,,,,,,,,,,,,,,,72d5uxwcmvhd6mzthxuvev1sl,W. Faes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468823807,10,5,1,0,20,1pse9ta7a45pi2w2grjim70ge,1,44.2,-1.5,2022-10-08T14:00:29.456Z,2022-10-08T23:30:36Z,3827143699,233,4,3827143665,347,,3827143663,56,Back,,,,,,,,,,,,,,,,y51k2gwbs4xmkao0mnaaa76d,R. Fredericks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468823851,11,1,1,0,24,1pse9ta7a45pi2w2grjim70ge,0,49.6,0,2022-10-08T14:00:32.677Z,2022-10-08T23:30:40Z,3827143867,213,0.3,3827143857,140,65.4,3827143859,141,6.2,3827143855,56,Right,3827143865,212,17.5,3827143853,107,,,,,,,,y51k2gwbs4xmkao0mnaaa76d,R. Fredericks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468823859,5,1,1,0,25,avxknfz4f6ob0rv9dbnxdzde0,1,26.8,97.5,2022-10-08T14:00:34.507Z,2022-10-08T23:30:46Z,3827143889,141,92.7,3829859467,178,,3827143895,213,6.0,3827143883,3,,3827143885,56,Back,3827143891,212,12.9,3827143887,140,38.7,,,,72d5uxwcmvhd6mzthxuvev1sl,W. Faes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468823871,6,1,1,0,26,avxknfz4f6ob0rv9dbnxdzde0,0,38.7,92.7,2022-10-08T14:00:35.450Z,2022-10-08T23:30:54Z,3827143985,140,46.7,3829859833,178,,3827143983,56,Back,3827143991,213,6.2,3827143987,141,92.1,3827143989,212,8.4,,,,,,,2bkp1lcaxmvwoanxwo0775cdl,K. Dewsbury-Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468823973,12,1,1,0,28,1pse9ta7a45pi2w2grjim70ge,1,49.4,8.6,2022-10-08T14:00:37.569Z,2022-10-08T23:31:03Z,3827144409,140,32.8,3827144415,213,2.9,3829860187,178,,3827144413,212,18.2,3827144407,56,Back,3827144411,141,16.1,,,,,,,6gxyeuqjnyj9bl4n8kz14sv6d,J. Lerma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468824007,13,1,1,0,30,1pse9ta7a45pi2w2grjim70ge,1,33.4,17,2022-10-08T14:00:39.575Z,2022-10-08T23:31:11Z,3829860467,178,,3827144597,140,32.5,3827144601,212,17.8,3827144595,56,Back,3827144603,213,1.6,3827144599,141,43.1,,,,,,,bvlkh4zxfuo5frhj7ogpnecbt,C. Mepham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468824101,14,1,1,0,33,1pse9ta7a45pi2w2grjim70ge,0,32.5,43.1,2022-10-08T14:00:42.541Z,2022-10-08T23:31:15Z,3827145021,212,75.2,3827145013,155,,3827145015,56,Center,3827145017,140,100.0,3827145023,213,0.3,3827145019,141,75.3,3827145025,1,,3829860613,178,,95pzsjfh0wf6isp6qpf9lddyh,M. Senesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468824111,7,5,1,0,39,avxknfz4f6ob0rv9dbnxdzde0,1,-1,23.4,2022-10-08T14:00:48.598Z,2022-10-08T23:31:29Z,3827145077,346,,3827145105,233,15,3827145075,56,Back,,,,,,,,,,,,,,,,2bkp1lcaxmvwoanxwo0775cdl,K. Dewsbury-Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468824107,15,5,1,0,39,1pse9ta7a45pi2w2grjim70ge,0,101,76.6,2022-10-08T14:00:48.598Z,2022-10-08T23:31:30Z,3827145057,346,,3827145053,56,Center,3827145181,233,7,,,,,,,,,,,,,,,,95pzsjfh0wf6isp6qpf9lddyh,M. Senesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468824501,8,1,1,0,53,avxknfz4f6ob0rv9dbnxdzde0,1,2.7,48.7,2022-10-08T14:01:01.957Z,2022-10-08T23:31:31Z,3827146971,237,,3829191029,189,,3827146959,56,Back,3827146961,140,8.0,3827146967,213,1.2,3827146957,124,,3827146963,141,68.0,3827146965,212,14.3,5h2biadv4hd2ntcd7zo2c8639,D. Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468824531,9,1,1,0,55,avxknfz4f6ob0rv9dbnxdzde0,1,10.3,81.3,2022-10-08T14:01:04.106Z,2022-10-08T23:31:32Z,3827147117,141,95.1,3827147121,213,0.7,3827147115,140,20.5,3827149099,189,,3827147111,56,Back,3829861249,178,,3827147119,212,14.2,,,,72d5uxwcmvhd6mzthxuvev1sl,W. Faes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468824575,10,1,1,0,55,avxknfz4f6ob0rv9dbnxdzde0,1,20.5,95.1,2022-10-08T14:01:04.351Z,2022-10-08T23:31:45Z,3829861683,178,,3827147315,140,35.2,3827147331,212,15.4,3827149259,189,,3827147337,213,6.3,3827147305,56,Back,3827147323,141,95.0,,,,6icypdqtfk2k81ax0i49j5xpl,J. Justin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468824607,11,1,1,0,58,avxknfz4f6ob0rv9dbnxdzde0,0,35.2,95,2022-10-08T14:01:06.991Z,2022-10-08T23:31:58Z,3827147523,1,,3827147511,155,,3827147519,212,58.7,3827147521,213,5.8,3827147513,56,Center,3827147515,140,85.8,3829862153,178,,3827147517,141,58.4,2bkp1lcaxmvwoanxwo0775cdl,K. Dewsbury-Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468824625,16,49,1,1,2,1pse9ta7a45pi2w2grjim70ge,1,10.5,44.6,2022-10-08T14:01:11.418Z,2022-10-08T23:32:03Z,,,,,,,,,,,,,,,,,,,,,,,,,1um5sa7iogc29aadvkabadyad,Neto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468824791,17,1,1,1,6,1pse9ta7a45pi2w2grjim70ge,1,11.3,43.1,2022-10-08T14:01:14.872Z,2022-10-08T23:32:08Z,3827148425,213,5.5,3827148423,212,15.5,3829862571,178,,3827148415,56,Back,3827148421,141,27.2,3827148417,140,21.9,,,,,,,1um5sa7iogc29aadvkabadyad,Neto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468824929,18,1,1,1,10,1pse9ta7a45pi2w2grjim70ge,1,23.7,26.6,2022-10-08T14:01:19.472Z,2022-10-08T23:32:14Z,3829862789,178,,3827149057,213,1.1,3827149055,212,11.6,3827149049,56,Back,3827149053,141,41.5,3827149051,140,29.0,,,,,,,bvlkh4zxfuo5frhj7ogpnecbt,C. Mepham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468824973,19,1,1,1,14,1pse9ta7a45pi2w2grjim70ge,1,27.4,40.6,2022-10-08T14:01:23.048Z,2022-10-08T23:32:20Z,3827149219,140,22.5,3827149223,212,11.7,3827149227,213,4.3,3829863007,178,,3827149221,141,25.1,3827149217,56,Back,,,,,,,6gxyeuqjnyj9bl4n8kz14sv6d,J. Lerma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468825101,20,1,1,1,17,1pse9ta7a45pi2w2grjim70ge,1,23.2,19,2022-10-08T14:01:25.941Z,2022-10-08T23:32:27Z,3827149847,213,5.3,3827149833,140,29.1,3827149843,212,11.7,3829863215,178,,3827149831,56,Back,3827149839,141,4.4,,,,,,,bvlkh4zxfuo5frhj7ogpnecbt,C. Mepham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468825179,21,1,1,1,18,1pse9ta7a45pi2w2grjim70ge,1,29.1,4.4,2022-10-08T14:01:27.147Z,2022-10-08T23:32:39Z,3827150169,140,15.5,3829863699,178,,3827150171,141,24.4,3827150175,213,2.4,3827150173,212,19.7,3827150167,56,Back,,,,,,,y51k2gwbs4xmkao0mnaaa76d,R. Fredericks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468825243,22,1,1,1,21,1pse9ta7a45pi2w2grjim70ge,1,15.5,24.4,2022-10-08T14:01:29.810Z,2022-10-08T23:32:50Z,3827150529,140,3.2,3827150535,212,17.7,3827150525,56,Back,3827150533,141,42.2,3829864043,178,,3827150537,213,2.4,,,,,,,bvlkh4zxfuo5frhj7ogpnecbt,C. Mepham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468825309,23,1,1,1,23,1pse9ta7a45pi2w2grjim70ge,1,3.2,42.2,2022-10-08T14:01:31.854Z,2022-10-08T23:32:55Z,3827150843,212,18.5,3827150845,213,1.5,3827150837,56,Back,3827150841,141,69.3,3829864207,178,,3827150839,140,5.1,,,,,,,1um5sa7iogc29aadvkabadyad,Neto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468825443,24,1,1,1,25,1pse9ta7a45pi2w2grjim70ge,1,5.1,69.3,2022-10-08T14:01:34.465Z,2022-10-08T23:33:04Z,3827151429,141,82.7,3827151431,212,25.7,3829864459,178,,3827151427,140,28.0,3827151425,56,Back,3827151433,213,0.4,,,,,,,95pzsjfh0wf6isp6qpf9lddyh,M. Senesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468825515,25,1,1,1,28,1pse9ta7a45pi2w2grjim70ge,1,28.8,85.1,2022-10-08T14:01:37.135Z,2022-10-08T23:33:12Z,3827151765,212,12.3,3827151763,141,91.2,3829864709,178,,3827151767,213,2.8,3827151759,56,Back,3827151761,140,17.8,,,,,,,djelmk2oafas355n2u0d1bumt,L. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468825563,26,1,1,1,29,1pse9ta7a45pi2w2grjim70ge,0,17.8,91.2,2022-10-08T14:01:38.128Z,2022-10-08T23:33:17Z,3827151989,213,6.0,3829864855,178,,3827151981,56,Back,3827151985,141,82.1,3827151983,140,35.8,3827151979,155,,3827151987,212,19.9,,,,80bmtj7l07ohb2h475w955n9,A. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468825609,12,1,1,1,31,avxknfz4f6ob0rv9dbnxdzde0,0,54.3,21.7,2022-10-08T14:01:39.917Z,2022-10-08T23:33:21Z,3827152213,213,5.9,3829865043,178,,3827152209,141,10.1,3827152211,212,21.8,3827152203,3,,3827152205,56,Right,3827152207,140,73.7,,,,7o49rb7fgi2ml87up7hh2z0t1,J. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469354209,1407,67,1,1,33,1pse9ta7a45pi2w2grjim70ge,1,23.9,86.9,2022-10-08T14:01:42.320Z,2022-10-09T01:45:32Z,3830073899,233,1595,,,,,,,,,,,,,,,,,,,,,,80bmtj7l07ohb2h475w955n9,A. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469354207,1595,67,1,1,33,avxknfz4f6ob0rv9dbnxdzde0,0,76.1,13.1,2022-10-08T14:01:42.321Z,2022-10-09T01:10:07Z,3830073919,233,1407,,,,,,,,,,,,,,,,,,,,,,a1yoz8f4985o166nzcyigpj2t,J. Maddison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468825615,27,8,1,1,33,1pse9ta7a45pi2w2grjim70ge,1,23,86.1,2022-10-08T14:01:42.459Z,2022-10-09T01:45:32Z,3829194075,384,,3827152231,56,Back,3829865211,178,,,,,,,,,,,,,,,,,80bmtj7l07ohb2h475w955n9,A. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468825757,28,1,1,1,35,1pse9ta7a45pi2w2grjim70ge,1,30.3,88.4,2022-10-08T14:01:43.661Z,2022-10-08T23:33:35Z,3827152959,56,Back,3827152961,140,25.3,3827152965,212,5.4,3829865563,178,,3827152963,141,90.0,3827152967,213,2.9,,,,,,,b3gobhr43y8oxpafvp4f8rgmh,M. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468825871,29,1,1,1,37,1pse9ta7a45pi2w2grjim70ge,0,25.6,95.9,2022-10-08T14:01:46.023Z,2022-10-08T23:33:42Z,3827153457,1,,3827153449,140,64.2,3827153455,213,6.2,3827153453,212,40.6,3829865673,178,,3827153447,56,Left,3827153451,141,92.1,,,,djelmk2oafas355n2u0d1bumt,L. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468825875,13,61,1,1,40,avxknfz4f6ob0rv9dbnxdzde0,0,30.1,5.2,2022-10-08T14:01:49.117Z,2022-10-08T23:33:55Z,3829866167,178,,3827153463,56,Back,,,,,,,,,,,,,,,,,,,72d5uxwcmvhd6mzthxuvev1sl,W. Faes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468825917,14,5,1,1,41,avxknfz4f6ob0rv9dbnxdzde0,0,35.5,-1,2022-10-08T14:01:50.023Z,2022-10-08T23:33:58Z,3827153641,56,Back,3827153643,347,,3827154187,233,30,,,,,,,,,,,,,,,,72d5uxwcmvhd6mzthxuvev1sl,W. Faes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468826007,30,5,1,1,41,1pse9ta7a45pi2w2grjim70ge,1,64.5,101,2022-10-08T14:01:50.023Z,2022-10-08T23:33:57Z,3827154157,233,14,3827154067,56,Left,3827154069,347,,,,,,,,,,,,,,,,,djelmk2oafas355n2u0d1bumt,L. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468826201,31,1,1,1,44,1pse9ta7a45pi2w2grjim70ge,1,61.8,100,2022-10-08T14:01:52.859Z,2022-10-08T23:34:02Z,3827155017,141,82.4,3827155021,213,4.7,3827155013,56,Left,3827155015,140,61.1,3827155011,107,,3827155019,212,12.7,,,,,,,b3gobhr43y8oxpafvp4f8rgmh,M. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468826275,32,1,1,1,46,1pse9ta7a45pi2w2grjim70ge,1,58.9,82.2,2022-10-08T14:01:55.509Z,2022-10-08T23:34:16Z,3827155361,213,4.6,3827155359,212,9.1,3827155353,56,Center,3827155355,140,57.9,3827155357,141,68.9,3829866945,178,,,,,,,,33cny48k38nlo8pcx3i24ldqt,P. Billing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468826467,33,1,1,1,50,1pse9ta7a45pi2w2grjim70ge,1,56.4,67.8,2022-10-08T14:01:59.016Z,2022-10-08T23:34:21Z,3827156309,140,45.1,3827156315,213,4.2,3827156313,212,23.3,3829867191,178,,3827156307,56,Back,3827156311,141,38.3,,,,,,,djelmk2oafas355n2u0d1bumt,L. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468826523,34,1,1,1,53,1pse9ta7a45pi2w2grjim70ge,1,44.9,31.3,2022-10-08T14:02:02.545Z,2022-10-08T23:34:25Z,3827156569,56,Right,3827156579,212,20.2,3829867317,178,,3827156571,140,54.1,3827156581,213,5.2,3827156575,141,5.2,,,,,,,bvlkh4zxfuo5frhj7ogpnecbt,C. Mepham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468826541,35,1,1,1,56,1pse9ta7a45pi2w2grjim70ge,1,54.1,5.2,2022-10-08T14:02:04.722Z,2022-10-08T23:34:29Z,3827156675,212,5.3,3827156673,141,11.5,3827156665,56,Right,3827156679,213,0.9,3829867477,178,,3827156669,140,57.1,,,,,,,y51k2gwbs4xmkao0mnaaa76d,R. Fredericks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468826629,36,1,1,1,56,1pse9ta7a45pi2w2grjim70ge,1,56.7,11.2,2022-10-08T14:02:05.606Z,2022-10-08T23:34:32Z,3827157159,213,3.2,3829867643,178,,3827157153,140,43.4,3827157155,141,10.6,3827157149,56,Back,3827157157,212,14.0,,,,,,,cr4c6htcw2jewsvboj6s8p045,R. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468826809,37,1,1,1,59,1pse9ta7a45pi2w2grjim70ge,1,43.4,10.6,2022-10-08T14:02:08.434Z,2022-10-08T23:34:36Z,3827158037,141,3.8,3829867851,178,,3827158033,140,46.3,3827158043,213,5.3,3827158029,56,Back,3827158041,212,5.5,,,,,,,bvlkh4zxfuo5frhj7ogpnecbt,C. Mepham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
