id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,assist,qualifier/19/id,qualifier/19/qualifierId
2506219665,1,34,16,0,0,1c8m2ko0wxq1asfkuykurdr0y,1,0,0,2023-02-11T14:00:03.222Z,2023-02-13T09:45:57Z,4024341755,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4024341765,197,406,4024341767,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4024341757,59,"13, 17, 3, 28, 5, 6, 7, 19, 14, 9, 15, 4, 8, 10, 18, 21, 22, 29, 41, 44",4024341753,30,"8k88isvd2hwr5e4gn9oxzr2t, ezrn62nekq3wpw1qs1yu1ezmd, 6dqnwhx0eglxhelidxg0dphm2, 19m0uqmf1otcekssb7tbrl1m2, z0btpgav68n4lqoht3ax3845, 9ipux4xiejibplsbbhqz8d5gp, m2c4lckkcr7yilnqxrrsgh2i, dbebh5mvzowjrp7h4qvzxvaol, djgqihf08sxqh0zt2xe2xzv1l, 9c927a1i8iqblent14xat7aad, 6ebb2xcovp1tx5nv5yyncb7x1, 3xthf6r5hvlx8oje4rqcs3it, 375gnysvjk9bvq02ex1lkmynd, 4wic6z72nwmhkheme209fcmp5, a1oyrdwf1kyutqivxk753mzmd, 5frs9u0spep2j3gszu06awo9h, c9pmcoyzgtgcnlc63cl4283bp, 9dnne0ny6o6d5c6w3ayoo4vvu, c6pfpm73pimu0fdt32g86xyei, a7uo47nehqo2irfllck81uqxh",4024341763,194,9ipux4xiejibplsbbhqz8d5gp,4024341761,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4024341759,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506219675,1,34,16,0,0,e5p0ehyguld7egzhiedpdnc3w,1,0,0,2023-02-11T14:00:05.460Z,2023-02-11T14:00:05Z,4024341819,194,jagvvzc7329tf2c64mnc251,4024341823,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4024341811,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4024341809,30,"d9yxninyn4bac8f0ufxsnlqll, bh20puvz2w21mnag7ul1g3c9h, 87g6qlasqe627i5g7ir30j2sp, 3uc9z96xvain84leorf4ls962, 6o9mxqdmxip6ik6w6zgd7k8ut, jagvvzc7329tf2c64mnc251, 2wwo7wcxz4gfy0ubkzynvrsnp, 3k6znit6fd9mbfcnphlwyvj6d, 6rutvrgco8li4nyz7tfayxb6x, am6ppbdrbz4ml3xsbty53o73d, aititrd343hal6ount0dp5zze, 192qpmicfd10d7mutv5y762qy, 83jpq8fuprm9h1e2thoxv1tyh, 8ok0giwhuu7ax85ngr8tunpey, 1mf7tr17fqnddm23nx1z1tsh6, 31xsuz1icsj7zt1462swjpk2d, b0dpz0ixcb9hiyurc87z0rotm, 2gj7h5fxuh4y0tbp6j308yk4q, 9drh3w3emxjf6aah8pstsdgr8, crkiffz2cvig7rpf1llg3mane",4024341813,59,"1, 34, 30, 25, 4, 5, 7, 13, 21, 10, 22, 26, 2, 19, 20, 23, 28, 29, 40, 49",4024341821,197,4956,4024341817,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4024341815,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506274693,2,32,1,0,0,e5p0ehyguld7egzhiedpdnc3w,1,0,0,2023-02-11T15:00:30.185Z,2023-02-11T15:00:33Z,4024618607,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506274677,2,32,1,0,0,1c8m2ko0wxq1asfkuykurdr0y,1,0,0,2023-02-11T15:00:30.185Z,2023-02-11T20:39:43Z,4024618563,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506274725,3,1,1,0,0,1c8m2ko0wxq1asfkuykurdr0y,1,49.9,50.2,2023-02-11T15:00:30.276Z,2023-02-11T20:46:11Z,4024618761,213,3.1,4024618759,212,18.8,4026632595,178,,4024618753,56,Back,4024618763,279,S,4024618755,140,32.0,4024618757,141,50.2,,,,m2c4lckkcr7yilnqxrrsgh2i,M. Olise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506274739,4,1,1,0,2,1c8m2ko0wxq1asfkuykurdr0y,1,32.1,50.4,2023-02-11T15:00:32.772Z,2023-02-11T20:46:18Z,4024618831,212,16.7,4024618829,141,74.9,4024618833,213,1.6,4026632857,178,,4024618825,56,Back,4024618827,140,32.4,,,,,,,z0btpgav68n4lqoht3ax3845,J. Tomkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506274807,5,1,1,0,5,1c8m2ko0wxq1asfkuykurdr0y,0,33.1,78.7,2023-02-11T15:00:35.695Z,2023-02-11T20:46:24Z,4024619025,1,,4024619015,56,Center,4024619017,140,91.3,4024619021,212,62.3,4024619013,155,,4026633065,178,,4024619023,213,6.1,4024619019,141,61.2,9ipux4xiejibplsbbhqz8d5gp,M. Guéhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506274817,3,49,1,0,10,e5p0ehyguld7egzhiedpdnc3w,1,7.6,40.1,2023-02-11T15:00:40.776Z,2023-02-11T20:46:29Z,,,,,,,,,,,,,,,,,,,,,,,,,d9yxninyn4bac8f0ufxsnlqll,Robert Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506274981,4,1,1,0,13,e5p0ehyguld7egzhiedpdnc3w,1,8,48.2,2023-02-11T15:00:43.676Z,2023-02-11T20:46:32Z,4024619779,56,Back,4024619783,141,71.8,4024619781,140,16.2,4024619787,213,1.1,4026633515,178,,4024619785,212,18.2,,,,,,,d9yxninyn4bac8f0ufxsnlqll,Robert Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275039,5,1,1,0,20,e5p0ehyguld7egzhiedpdnc3w,1,20.2,57.6,2023-02-11T15:00:51.079Z,2023-02-11T20:46:39Z,4024620001,213,4.6,4024619993,56,Back,4026633923,178,,4024619999,212,16.2,4024619995,140,18.5,4024619997,141,33.9,,,,,,,jagvvzc7329tf2c64mnc251,L. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275127,6,1,1,0,25,e5p0ehyguld7egzhiedpdnc3w,1,24.9,38.5,2023-02-11T15:00:55.622Z,2023-02-11T20:46:41Z,4024620391,140,22.7,4024620393,141,62.9,4026634045,178,,4024620395,212,16.8,4024620397,213,1.7,4024620389,56,Back,,,,,,,6o9mxqdmxip6ik6w6zgd7k8ut,A. Webster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275153,7,1,1,0,30,e5p0ehyguld7egzhiedpdnc3w,1,24.5,64.8,2023-02-11T15:01:00.871Z,2023-02-11T20:46:45Z,4026634257,178,,4024620523,140,35.6,4024620521,56,Back,4024620529,213,0.4,4024620527,212,12.7,4024620525,141,72.4,,,,,,,jagvvzc7329tf2c64mnc251,L. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275175,8,1,1,0,31,e5p0ehyguld7egzhiedpdnc3w,1,38.2,71.9,2023-02-11T15:01:01.998Z,2023-02-11T20:46:49Z,4024620623,140,36.2,4024620629,213,4.3,4024620621,56,Back,4026634627,178,,4024620625,141,64.9,4024620627,212,5.2,,,,,,,am6ppbdrbz4ml3xsbty53o73d,A. Mac Allister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275181,9,1,1,0,32,e5p0ehyguld7egzhiedpdnc3w,0,35.5,65.3,2023-02-11T15:01:02.778Z,2023-02-11T20:46:55Z,4024620665,141,73.4,4024620667,212,5.5,4024620663,140,35.9,4024620669,213,1.5,4026634849,178,,4024620661,56,Back,,,,,,,3uc9z96xvain84leorf4ls962,M. Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275165,6,49,1,0,33,1c8m2ko0wxq1asfkuykurdr0y,1,69.7,20.7,2023-02-11T15:01:03.918Z,2023-02-11T20:47:05Z,,,,,,,,,,,,,,,,,,,,,,,,,m2c4lckkcr7yilnqxrrsgh2i,M. Olise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275185,7,1,1,0,33,1c8m2ko0wxq1asfkuykurdr0y,1,69.4,20.2,2023-02-11T15:01:03.949Z,2023-02-11T20:47:02Z,4024620679,141,27.8,4024620683,213,1.0,4024620681,212,6.2,4024620677,140,72.7,4024620675,56,Center,4026635327,178,,,,,,,,m2c4lckkcr7yilnqxrrsgh2i,M. Olise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275209,8,1,1,0,35,1c8m2ko0wxq1asfkuykurdr0y,1,71.2,27.8,2023-02-11T15:01:05.992Z,2023-02-11T20:47:10Z,4024620791,141,7.2,4024620787,56,Right,4024620793,212,14.0,4026635915,178,,4024620795,213,4.8,4024620789,140,72.2,,,,,,,9c927a1i8iqblent14xat7aad,J. Ayew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275247,9,1,1,0,36,1c8m2ko0wxq1asfkuykurdr0y,1,72.1,7.1,2023-02-11T15:01:07.092Z,2023-02-11T20:47:15Z,4024624357,155,,4026636241,178,,4024620937,212,15.5,4024620935,141,4.8,4024620933,140,86.8,4024620931,56,Right,4024620939,213,6.2,,,,m2c4lckkcr7yilnqxrrsgh2i,M. Olise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275341,10,1,1,0,43,1c8m2ko0wxq1asfkuykurdr0y,1,87.2,4.8,2023-02-11T15:01:13.482Z,2023-02-11T20:47:22Z,4026636791,178,,4024621355,212,6.2,4024621347,56,Right,4024621353,141,5.1,4024621359,213,0.0,4024621349,140,93.1,,,,,,,9c927a1i8iqblent14xat7aad,J. Ayew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275351,11,1,1,0,44,1c8m2ko0wxq1asfkuykurdr0y,0,93.1,5.1,2023-02-11T15:01:14.855Z,2023-02-11T20:48:47Z,4025999735,225,,4024621405,141,42.7,4024621409,213,1.8,4025999737,386,,4024621401,56,Center,4024621397,2,,4026642779,178,,4024621403,140,86.4,ezrn62nekq3wpw1qs1yu1ezmd,N. Clyne,4024621407,212,26.5,4025999739,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275481,10,12,1,0,45,e5p0ehyguld7egzhiedpdnc3w,1,9.7,57,2023-02-11T15:01:16.046Z,2023-02-11T20:48:52Z,4024621999,213,0.9,4024621987,56,Back,4024621991,140,18.1,4024621995,141,75.0,4024621997,212,15.1,4026643059,178,,,,,,,,jagvvzc7329tf2c64mnc251,L. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275437,12,1,1,0,49,1c8m2ko0wxq1asfkuykurdr0y,1,83.9,22,2023-02-11T15:01:19.412Z,2023-02-11T20:50:09Z,4024621805,141,11.4,4024621807,212,11.9,4026643623,178,,4024621809,213,5.6,4024621801,56,Right,4024621803,140,92.9,,,,,,,m2c4lckkcr7yilnqxrrsgh2i,M. Olise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275463,13,1,1,0,50,1c8m2ko0wxq1asfkuykurdr0y,0,92.9,11.4,2023-02-11T15:01:20.657Z,2023-02-11T20:50:26Z,4026648867,178,,4026000539,224,,4024621925,140,84.8,4024621923,56,Center,4024621919,2,,4026000541,20,,4024621929,212,27.1,4024621931,213,1.9,ezrn62nekq3wpw1qs1yu1ezmd,N. Clyne,4024621921,155,,4024621927,141,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275509,11,12,1,0,51,e5p0ehyguld7egzhiedpdnc3w,1,15.2,46.7,2023-02-11T15:01:22.083Z,2023-02-11T20:50:30Z,4024622121,140,22.5,4024622119,56,Back,4024622153,15,,4024622123,141,58.7,4024622127,213,0.8,4024622125,212,11.2,4026649053,178,,,,,3k6znit6fd9mbfcnphlwyvj6d,P. Groß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275521,14,50,1,0,53,1c8m2ko0wxq1asfkuykurdr0y,1,77.9,34.8,2023-02-11T15:01:23.209Z,2023-02-11T20:50:42Z,4024622195,56,Center,4024622197,286,,4024622411,233,12,,,,,,,,,,,,,,,,m2c4lckkcr7yilnqxrrsgh2i,M. Olise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275569,12,7,1,0,54,e5p0ehyguld7egzhiedpdnc3w,0,22.1,65.2,2023-02-11T15:01:24.414Z,2023-02-11T20:50:44Z,4026649845,178,,4024622343,285,,4024622341,56,Back,4026000963,385,,4024622373,233,14,,,,,,,,,,am6ppbdrbz4ml3xsbty53o73d,A. Mac Allister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506675901,661,67,1,0,55,1c8m2ko0wxq1asfkuykurdr0y,1,76.7,34.7,2023-02-11T15:01:25.206Z,2023-02-11T21:51:07Z,4026725373,233,1162,,,,,,,,,,,,,,,,,,,,,,dbebh5mvzowjrp7h4qvzxvaol,W. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506675895,1162,67,1,0,55,e5p0ehyguld7egzhiedpdnc3w,0,23.3,65.3,2023-02-11T15:01:25.207Z,2023-02-11T21:14:34Z,4026725381,233,661,,,,,,,,,,,,,,,,,,,,,,6rutvrgco8li4nyz7tfayxb6x,D. Undav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275615,15,1,1,0,56,1c8m2ko0wxq1asfkuykurdr0y,1,76.6,33,2023-02-11T15:01:26.297Z,2023-02-11T20:50:54Z,4024622495,140,73.8,4024622497,141,23.8,4024622501,213,4.3,4024622499,212,6.9,4024622491,56,Center,4026650211,178,,,,,,,,dbebh5mvzowjrp7h4qvzxvaol,W. Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275655,16,1,1,0,57,1c8m2ko0wxq1asfkuykurdr0y,1,73.3,24.4,2023-02-11T15:01:27.652Z,2023-02-11T20:50:56Z,4024622719,56,Center,4024622723,141,34.6,4024622721,140,57.4,4026650735,178,,4024622727,213,2.7,4024622725,212,18.1,,,,,,,19m0uqmf1otcekssb7tbrl1m2,C. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275711,17,1,1,0,59,1c8m2ko0wxq1asfkuykurdr0y,1,56.5,36.6,2023-02-11T15:01:29.308Z,2023-02-11T20:51:03Z,4024622975,141,67.0,4024622977,212,23.0,4024622979,213,2.0,4024622971,56,Back,4024622973,140,46.9,4026651043,178,,,,,,,,z0btpgav68n4lqoht3ax3845,J. Tomkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275781,18,1,1,1,1,1c8m2ko0wxq1asfkuykurdr0y,1,46.9,67,2023-02-11T15:01:31.949Z,2023-02-11T20:51:06Z,4024623291,213,5.7,4026651247,178,,4024623285,140,59.2,4024623287,141,54.2,4024623283,56,Center,4024623289,212,15.6,,,,,,,9ipux4xiejibplsbbhqz8d5gp,M. Guéhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275907,19,1,1,1,4,1c8m2ko0wxq1asfkuykurdr0y,1,58.3,63.2,2023-02-11T15:01:34.620Z,2023-02-11T20:51:14Z,4026651611,178,,4024623907,213,1.2,4024623905,212,9.7,4024623899,56,Center,4024623903,141,76.5,4024623901,140,61.6,,,,,,,19m0uqmf1otcekssb7tbrl1m2,C. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275921,20,4,1,1,6,1c8m2ko0wxq1asfkuykurdr0y,1,59.4,77.6,2023-02-11T15:01:36.539Z,2023-02-11T20:51:17Z,4024623957,265,,4024623955,152,,4024624043,233,13,4024623953,56,Center,4024623959,286,,4024623951,13,,,,,,,,6ebb2xcovp1tx5nv5yyncb7x1,J. Schlupp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506275931,13,4,1,1,6,e5p0ehyguld7egzhiedpdnc3w,0,40.6,22.4,2023-02-11T15:01:36.540Z,2023-02-11T20:51:17Z,4024623993,265,,4024623991,152,,4024624107,233,20,4024623987,13,,4026651801,178,,4024623989,56,Back,4024623995,285,,,,,2wwo7wcxz4gfy0ubkzynvrsnp,S. March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506277653,32,1,1,1,10,1c8m2ko0wxq1asfkuykurdr0y,1,45.2,64.7,2023-02-11T15:01:40.767Z,2023-02-11T20:51:33Z,4024631783,56,Back,4024632845,152,,4024631789,212,13.4,4024631793,213,4.7,4024633145,189,,4024631787,141,45.0,4026652155,178,,4024632843,5,,9ipux4xiejibplsbbhqz8d5gp,M. Guéhi,4024631785,140,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
