id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2461866573,1,34,16,0,0,ehd2iemqmschhj2ec0vayztzz,1,0,0,2022-09-18T12:16:38.241Z,2022-09-18T13:18:07Z,3790131823,130,4,3790131829,197,409,3790131831,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3790131819,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3790131827,194,ed4w2l6hglrrxu2a75bn0tt5h,3790131825,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3790131821,59,"15, 3, 19, 27, 30, 2, 8, 17, 20, 11, 10, 5, 7, 16, 23, 26, 29, 33, 35, 37",3790131817,30,"5tlxrhab4kdeud8d2r9z9hk2d, a559ewan4122b6orx6d0f6s16, 9o1vesnpfiucpoq35ihhpstex, ceerfv28fygp7m2euv5n5uu39, ed4w2l6hglrrxu2a75bn0tt5h, 35jaxclh329duzefna708jk5x, do3duah478rhz9cg2icde4h9m, 8kb5h8df97ju107n9ibigo1cl, xu7mykgl15kaib3olilmsez9, 4n782p6eaok71ai7ecj1jo1jp, 8mjj0wgufggpc1ai2dk21h90p, 6og6s61vrg51rfqxk9cipylzp, 7qgt7sht6py670pt6t4wjhqay, 8g7clz1z04oqjxhg8xnqc7105, 9nq9bocnqq6bu8ho4m26qmkt1, cpd8prwzxf0rzevtk33fpryt, 4nk3po2hbfahzgq57g8k4cg6h, 20wvh9al53baedfzbzykpvkyd, 832arq1qtwnwbki4v3vuj49n9, 15948izygnu32cu1pw6h5wp9l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461866637,1,34,16,0,0,4txjdaqveermfryvbfrr4taf7,1,0,0,2022-09-18T12:16:41.726Z,2022-09-18T13:15:42Z,3790132213,130,8,3790132209,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3790132221,197,4983,3790132227,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3790132211,59,"1, 5, 3, 41, 4, 24, 20, 28, 9, 11, 8, 7, 10, 12, 13, 14, 15, 21, 22, 33",3790132217,194,6jgocc12bori2wygyu07c082x,3790132207,30,"eagrmpe9ft8daly57l1ja8lhx, 4ryipy52oscxkv71ws0os5w5, 9w5o8b18ffu4qr4bdnfrk4ogl, 6jgocc12bori2wygyu07c082x, 9qdm0nxg1g046olii48z3crf9, cm0gwoyh5rdb216fx685a7l5h, d542ijpf3j9hdrtt1mfe6vwlx, 6wwagkprtmcadu8p6klcu2uhh, 3c7vnmec038bhz5rq36ywi2fp, at7mm2zrj2hjhu4bnq1f9noix, 6aix9yu384pv1caanqiol231l, 4ml8pyt3rxwxakjxslg0c8kb9, ebj88k2kxp7r1x6lmrqacuaj9, 44zyk38a8ffdjr5bmj355bt2h, 9eaevg9okpy4gcm6yofg7vbv9, f2pknjv2uohldehbp39j0so2d, 2unorlgh6lxy19g0pgydg65ed, bmk0efhzrno1sgr3g8yijoa8l, exviw7gzg5p3vaiwaq4ujw9ud, 8qezzr83ofw7htqufohg2fwlx",3790132215,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461925363,2,32,1,0,0,4txjdaqveermfryvbfrr4taf7,1,0,0,2022-09-18T13:15:09.946Z,2022-09-18T13:15:10Z,3790432585,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461925369,2,32,1,0,0,ehd2iemqmschhj2ec0vayztzz,1,0,0,2022-09-18T13:15:09.946Z,2022-09-18T21:01:24Z,3790432615,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461925419,3,1,1,0,0,4txjdaqveermfryvbfrr4taf7,1,49.9,50,2022-09-18T13:15:10.046Z,2022-09-18T22:47:43Z,3790432925,279,S,3790432921,212,27.3,3790432915,56,Back,3790432917,140,31.1,3790432923,213,2.4,3792702439,178,,3790432919,141,77.7,,,,at7mm2zrj2hjhu4bnq1f9noix,Lucas Paquetá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461925575,4,1,1,0,3,4txjdaqveermfryvbfrr4taf7,1,31.2,78.8,2022-09-18T13:15:13.320Z,2022-09-18T22:47:48Z,3790433791,155,,3792702629,178,,3790433797,56,Left,3790433819,1,,3790433815,212,50.0,3790433805,140,78.7,3790433817,213,0.1,3790433811,141,83.0,9w5o8b18ffu4qr4bdnfrk4ogl,A. Cresswell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461925607,5,1,1,0,6,4txjdaqveermfryvbfrr4taf7,0,78.7,83,2022-09-18T13:15:16.636Z,2022-09-18T22:47:56Z,3790433945,213,5.2,3790433941,141,55.4,3790433939,140,88.0,3790433943,212,21.2,3792702915,178,,3790433937,56,Center,3790433935,3,,,,,6wwagkprtmcadu8p6klcu2uhh,T. Souček,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461925565,3,49,1,0,8,ehd2iemqmschhj2ec0vayztzz,1,13.1,29.1,2022-09-18T13:15:18.492Z,2022-09-18T22:47:59Z,,,,,,,,,,,,,,,,,,,,,,,,,ed4w2l6hglrrxu2a75bn0tt5h,C. Coady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461925627,4,1,1,0,8,ehd2iemqmschhj2ec0vayztzz,0,13.5,30,2022-09-18T13:15:18.542Z,2022-09-18T22:48:02Z,3792703179,178,,3790434063,1,,3790434053,56,Back,3790434059,212,40.2,3790434051,157,,3790434057,141,54.3,3790434055,140,48.4,3790434061,213,0.4,ed4w2l6hglrrxu2a75bn0tt5h,C. Coady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461925719,6,49,1,0,11,4txjdaqveermfryvbfrr4taf7,1,52.1,44.8,2022-09-18T13:15:21.845Z,2022-09-18T22:48:07Z,,,,,,,,,,,,,,,,,,,,,,,,,9qdm0nxg1g046olii48z3crf9,K. Zouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
