id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2475244331,1,34,16,0,0,1qtaiy11gswx327s0vkibf70n,1,0,0,2022-10-22T10:30:14.073Z,2022-10-22T10:30:14Z,3861259801,197,4782,3861259803,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3861259791,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3861259789,30,"5z8ycnd0smdkumi5fgtzf7c9h, 8pb6iiphpyxdlpbs4dpunr8wl, 3mgjcyaseuexxlssgatjgsand, 19nlw3sa0khwz0el4wqc7zrp, av7e2wk5ub7qnh3sqcvssvh79, 12cgiy0t282ywdbr5j78hrxsl, ece7xph4emgawvh7mr56319ex, a6m9jcx0e4l6krv1u0pbfuoyd, 55eiicx10oqok1601fqyovt1x, 55yy0p6johtu9nxk90zsfctt5, 5f72vvw62zdlyrj3mwux2udat, esb4b21x729db8od4c4xt8ciy, 1tuivl8zdnsaz8vbed2z582qx, 95uxoznu15m2xywirv43rcmol, 8bhdwi4p824s82bbzkh2vy6t, 8kfciybd6filv663ebckuerjd, 1l228p52d8wdf8qhfxqu8rca, 3ztcz2dgfniqv141w7xsky7zd, cfpqqzqrpzv6dq89yw7nfd1p1, 59wmst2hxu6y4zut9a48jxiw9",3861259795,130,4,3861259793,59,"1, 24, 7, 23, 3, 26, 22, 21, 9, 10, 11, 2, 4, 5, 13, 16, 20, 25, 30, 32",3861259797,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3861259799,194,ece7xph4emgawvh7mr56319ex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475244341,1,34,16,0,0,c8h9bw1l82s06h77xxrelzhur,1,0,0,2022-10-22T10:30:15.956Z,2022-10-22T11:31:45Z,3861259853,194,3xqbru6q5dvtrhv6coe7retp1,3861259855,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3861259845,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3861259843,30,"53d0pvr7ylvfhp6p749iniqc5, 3xqbru6q5dvtrhv6coe7retp1, eziqega9e25bg939pfh4vjp3p, 7mms3tmwizhtvzakotl4hv0et, 29dp5gmu5xbd04mozwxq5tjh1, dxze3b3fsfl814bjcs7q6wcet, dz2rfsmhib89jwilpuub10qcq, 3kdl679ra6mlobdg09xqf7fft, 6b9erfx1rf9nff83300tntadx, 5ilkkfbsss0bxd6ttdlqg0uz9, 6z1du1o69dgamvu2m8yi97dre, 2r4ox2h5r7doo3ys9ynm2nbo5, 25yu90pekqr1lhs098f3uxy39, 9twvo5p1ge4zfgy5hcu0nsvdh, 3kwkd3b95n8qzqtq4idxav45x, 31q177jwvtfisk6irzsu4eiqy, aqjq5mpg6qgnaf1exel9usjys, 8ckml3ywxcyv3w7978rki88vd, dpw4s6nbkfcrjlqxxgf9j5yhh, 19z8jmren3eytg7fbuzqv73kl",3861259851,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3861259847,59,"1, 7, 26, 3, 2, 4, 19, 17, 9, 11, 28, 13, 14, 15, 21, 42, 43, 47, 62, 66",3861260463,197,4976,3861259849,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475274833,2,32,1,0,0,1qtaiy11gswx327s0vkibf70n,1,0,0,2022-10-22T11:30:09.887Z,2023-02-09T15:01:54Z,3861406893,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475274825,2,32,1,0,0,c8h9bw1l82s06h77xxrelzhur,1,0,0,2022-10-22T11:30:09.887Z,2022-10-22T11:30:10Z,3861406857,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475274855,3,1,1,0,0,1qtaiy11gswx327s0vkibf70n,1,50.1,50.1,2022-10-22T11:30:09.954Z,2022-10-22T18:22:23Z,3863987291,178,,3861406997,212,14.3,3861406999,213,3.3,3861407001,279,S,3861406995,141,47.6,3861406993,140,36.6,3861406991,56,Back,,,,ece7xph4emgawvh7mr56319ex,R. Yates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475801637,844,67,1,0,0,1qtaiy11gswx327s0vkibf70n,1,66.9,78.6,2022-10-22T11:33:57.312Z,2022-10-22T19:41:34Z,3864195893,233,1672,,,,,,,,,,,,,,,,,,,,,,5f72vvw62zdlyrj3mwux2udat,J. Lingard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475274939,4,1,1,0,2,1qtaiy11gswx327s0vkibf70n,1,35.7,49,2022-10-22T11:30:12.345Z,2022-10-22T18:22:39Z,3861407383,56,Left,3861407397,1,,3861407391,141,96.9,3863988589,178,,3861407395,213,0.7,3861407393,212,50.8,3861407387,140,72.8,3861407379,155,,19nlw3sa0khwz0el4wqc7zrp,R. Freuler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475274945,5,61,1,0,5,1qtaiy11gswx327s0vkibf70n,1,72.8,96.9,2022-10-22T11:30:15.197Z,2022-10-22T18:24:43Z,3863998677,178,,3861407409,56,Left,,,,,,,,,,,,,,,,,,,5f72vvw62zdlyrj3mwux2udat,J. Lingard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475788489,660,67,1,0,7,1qtaiy11gswx327s0vkibf70n,1,71.1,95.7,2022-10-22T11:30:17.744Z,2022-10-22T19:41:32Z,3864124225,233,1184,,,,,,,,,,,,,,,,,,,,,,55eiicx10oqok1601fqyovt1x,T. Awoniyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475788479,1184,67,1,0,7,c8h9bw1l82s06h77xxrelzhur,0,28.9,4.3,2022-10-22T11:30:17.745Z,2022-10-22T18:52:57Z,3864124253,233,660,,,,,,,,,,,,,,,,,,,,,,3xqbru6q5dvtrhv6coe7retp1,J. Milner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
