id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2442645363,1,34,16,0,0,ehd2iemqmschhj2ec0vayztzz,1,0,0,2022-08-06T15:30:09.460Z,2022-08-06T19:50:44Z,3687874407,59,"1, 3, 19, 2, 13, 22, 7, 16, 10, 17, 11, 4, 5, 6, 15, 20, 25, 29, 51, 56",3687874413,194,e8dina16u5kt5ho4u5igtmimt,3687874405,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3687874417,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3687874403,30,"e8dina16u5kt5ho4u5igtmimt, a559ewan4122b6orx6d0f6s16, 9o1vesnpfiucpoq35ihhpstex, 35jaxclh329duzefna708jk5x, d4vdrtte9kb9qmlkrx1rvgk45, 8ro3lpzufz8ea9pa2j1jivqad, 7qgt7sht6py670pt6t4wjhqay, 8g7clz1z04oqjxhg8xnqc7105, 8mjj0wgufggpc1ai2dk21h90p, 8kb5h8df97ju107n9ibigo1cl, 4n782p6eaok71ai7ecj1jo1jp, 4njl5iqybub0cxbhjh2xbft9l, 6og6s61vrg51rfqxk9cipylzp, npyr018r8w1ubvvdy1k6f3dh, 5tlxrhab4kdeud8d2r9z9hk2d, 48hur5fmszaqltysykkb4js2d, dr2upvki95vzd9pclkjpsjs2d, 4nk3po2hbfahzgq57g8k4cg6h, 71or1ne6d9zuo038qdt6vcvoq, ad85phz3qiv2g2zl18kczvrze",3687874415,197,409,3687874409,130,11,3687874411,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442645489,1,34,16,0,0,9q0arba2kbnywth8bkxlhgmdr,1,0,0,2022-08-06T15:30:13.665Z,2022-08-06T16:37:14Z,3687875093,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3687875075,30,"22s7hpp9k5ihtc2pwiaytdp05, dczrgxyolp7lcz413wkz7ap61, 7usl4495egoptlrd762f0arbp, b1srdmp4cmwl9k768h8a2ixn9, c6pqhaqusk8s1c2m21i5wtrkl, bvw1jgmhfyc896gfi6uj0skwl, am70epdl0361z5af8ahskcdsl, 9id859f7xnqwj0jazjzkbjzdh, e9l5r0txzrjbenli05rn3k4wl, 8nh6qf9i1d0qw7nx4wk25qzth, ed20ebhqi5c32vbbsze8r6yuh, 6j3wbk9xlq4om4m8ih6b3tyvp, ehopba709zukxj4vgcync942d, 93soe2rjn0z874cc9ofcesgkp, e6jaaazxqeczj6ziaj0qnqpxx, 5e2zgfe3ltc6qbnoqdfshqsph, 6e6ttu4unqctb2addbnp5cyga, 8r547g1qv706wo9iqr5unfnpx, c83h08n0vnjvfgglyefy03h0p, 7c2wnewpcf1idj6ghj6gu0wyd",3687875083,59,"16, 24, 21, 26, 6, 28, 7, 5, 17, 19, 29, 1, 8, 10, 12, 14, 18, 22, 23, 32",3687875087,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3687875085,130,13,3687875079,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3687875091,197,16374,3687875089,194,bvw1jgmhfyc896gfi6uj0skwl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442710545,2,32,1,0,0,ehd2iemqmschhj2ec0vayztzz,1,0,0,2022-08-06T16:31:30.994Z,2022-08-07T01:15:10Z,3688223039,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442710521,2,32,1,0,0,9q0arba2kbnywth8bkxlhgmdr,1,0,0,2022-08-06T16:31:30.994Z,2022-08-06T16:31:31Z,3688222957,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442710615,3,1,1,0,0,9q0arba2kbnywth8bkxlhgmdr,1,50,50,2022-08-06T16:31:31.103Z,2022-08-07T01:35:58Z,3688223267,212,22.6,3690041767,178,,3688223265,141,50.1,3688223271,279,S,3688223263,140,28.5,3688223269,213,3.1,3688223261,56,Back,,,,8nh6qf9i1d0qw7nx4wk25qzth,M. Mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442710659,4,1,1,0,3,9q0arba2kbnywth8bkxlhgmdr,1,30.9,46,2022-08-06T16:31:34.199Z,2022-08-07T01:36:06Z,3688223505,155,,3688223513,140,85.8,3688223507,56,Left,3688223521,213,0.5,3690042231,178,,3688223517,141,91.8,3688223523,1,,3688223519,212,65.5,c6pqhaqusk8s1c2m21i5wtrkl,Thiago Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442710665,5,1,1,0,7,9q0arba2kbnywth8bkxlhgmdr,1,85.8,91.8,2022-08-06T16:31:38.783Z,2022-08-07T01:36:23Z,3688223569,140,82.3,3688223575,213,3.9,3688223557,3,,3688223573,212,5.2,3688223567,56,Left,3690043161,178,,3688223571,141,86.3,,,,7usl4495egoptlrd762f0arbp,B. Chilwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442710671,6,1,1,0,9,9q0arba2kbnywth8bkxlhgmdr,1,89.9,87,2022-08-06T16:31:40.473Z,2022-08-07T01:36:51Z,3688223619,212,9.0,3688223615,140,84.8,3688223617,141,97.7,3688223613,56,Left,3690044773,178,,3688223621,213,2.2,,,,,,,ed20ebhqi5c32vbbsze8r6yuh,K. Havertz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442710697,7,1,1,0,10,9q0arba2kbnywth8bkxlhgmdr,1,83.8,97.5,2022-08-06T16:31:41.733Z,2022-08-07T01:36:59Z,3690045121,178,,3688223769,212,13.5,3688223771,213,3.4,3688223763,56,Left,3688223767,141,92.3,3688223765,140,71.4,,,,,,,7usl4495egoptlrd762f0arbp,B. Chilwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442710723,8,1,1,0,13,9q0arba2kbnywth8bkxlhgmdr,1,69.1,91.7,2022-08-06T16:31:44.487Z,2022-08-07T01:37:28Z,3688223881,213,4.0,3688223879,212,28.1,3688223875,140,52.4,3690046955,178,,3688223877,141,59.4,3688223873,56,Center,,,,,,,9id859f7xnqwj0jazjzkbjzdh,Jorginho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442710749,9,1,1,0,17,9q0arba2kbnywth8bkxlhgmdr,1,55.7,51.9,2022-08-06T16:31:48.390Z,2022-08-07T01:37:33Z,3690047161,178,,3688223983,1,,3688223975,140,78.2,3688223977,141,90.0,3688223971,56,Left,3688223981,213,0.8,3688223979,212,35.1,3688223967,155,,c6pqhaqusk8s1c2m21i5wtrkl,Thiago Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442710757,10,50,1,0,19,9q0arba2kbnywth8bkxlhgmdr,1,74.6,91.6,2022-08-06T16:31:50.573Z,2022-08-07T01:37:41Z,3688224029,286,,3688224027,56,Left,3688224177,233,3,,,,,,,,,,,,,,,,7usl4495egoptlrd762f0arbp,B. Chilwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442710775,3,7,1,0,20,ehd2iemqmschhj2ec0vayztzz,1,25.4,8.4,2022-08-06T16:31:51.627Z,2022-08-07T01:37:47Z,3689031463,383,,3688224149,233,10,3688224095,56,Back,3690047987,178,,3688224097,285,,,,,,,,,,,a559ewan4122b6orx6d0f6s16,N. Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442710785,4,49,1,0,22,ehd2iemqmschhj2ec0vayztzz,1,31.8,5.6,2022-08-06T16:31:53.014Z,2022-08-07T01:37:55Z,,,,,,,,,,,,,,,,,,,,,,,,,a559ewan4122b6orx6d0f6s16,N. Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442710825,5,1,1,0,24,ehd2iemqmschhj2ec0vayztzz,0,36.2,2.6,2022-08-06T16:31:55.406Z,2022-08-07T01:38:03Z,3688224319,141,3.4,3690048981,178,,3688224443,286,,3688224315,56,Back,3688224439,233,11,3688224323,213,0.6,3688224437,236,,3688224317,140,37.0,a559ewan4122b6orx6d0f6s16,N. Patterson,3688224321,212,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442710841,11,74,1,0,24,9q0arba2kbnywth8bkxlhgmdr,1,60.1,90.6,2022-08-06T16:31:55.493Z,2022-08-07T01:38:09Z,3688224409,56,Left,3690049395,178,,3688224411,285,,3688224445,233,5,,,,,,,,,,,,,9id859f7xnqwj0jazjzkbjzdh,Jorginho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442710849,6,1,1,0,25,ehd2iemqmschhj2ec0vayztzz,1,35.9,3.5,2022-08-06T16:31:56.901Z,2022-08-07T01:38:18Z,3690049749,178,,3688224469,212,7.4,3688224465,140,35.2,3688224467,141,14.4,3688224463,56,Back,3688224471,213,1.7,,,,,,,a559ewan4122b6orx6d0f6s16,N. Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442710917,7,1,1,0,26,ehd2iemqmschhj2ec0vayztzz,1,36.7,14.7,2022-08-06T16:31:57.551Z,2022-08-07T01:38:27Z,3688224853,141,7.4,3688224855,212,21.7,3688224849,56,Right,3688224857,213,6.1,3688224851,140,56.8,3690050163,178,,,,,,,,8g7clz1z04oqjxhg8xnqc7105,A. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442862139,766,3,1,0,28,ehd2iemqmschhj2ec0vayztzz,0,60.2,10.1,2022-08-06T16:31:59.255Z,2022-08-07T01:38:40Z,3689042855,56,Right,3689042863,467,b1srdmp4cmwl9k768h8a2ixn9,3689042857,286,,3689042859,464,,3690050795,178,,,,,,,,,,,7qgt7sht6py670pt6t4wjhqay,D. McNeil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442710921,8,4,1,0,29,ehd2iemqmschhj2ec0vayztzz,1,59.3,9.3,2022-08-06T16:32:00.120Z,2022-08-07T01:38:51Z,3688224869,56,Right,3688224893,233,12,3688224875,286,,3688224873,265,,3688224867,13,,3688224871,152,,,,,,,,7qgt7sht6py670pt6t4wjhqay,D. McNeil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442710913,12,4,1,0,29,9q0arba2kbnywth8bkxlhgmdr,0,40.7,90.7,2022-08-06T16:32:00.121Z,2022-08-07T01:38:51Z,3688224825,285,,3688224819,56,Back,3688224823,265,,3688224913,233,8,3688224817,13,,3688224821,152,,3690051291,178,,,,,b1srdmp4cmwl9k768h8a2ixn9,K. Koulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442711319,9,1,1,1,6,ehd2iemqmschhj2ec0vayztzz,0,61.2,6.8,2022-08-06T16:32:37.029Z,2022-08-07T01:38:58Z,3688226715,152,,3688226717,56,Center,3688226713,155,,3688226721,141,34.3,3690051589,178,,3688226719,140,78.9,3688226725,213,0.8,3688226711,5,,4n782p6eaok71ai7ecj1jo1jp,D. Gray,3688226723,212,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442711531,13,12,1,1,7,9q0arba2kbnywth8bkxlhgmdr,1,18.9,62,2022-08-06T16:32:38.192Z,2022-08-07T02:10:26Z,3688227875,141,97.1,3690134773,388,,3688227879,213,1.2,3688227877,212,25.3,3688227873,140,26.8,3688227871,56,Back,,,,,,,dczrgxyolp7lcz413wkz7ap61,R. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442711407,10,1,1,1,13,ehd2iemqmschhj2ec0vayztzz,1,73.6,8.5,2022-08-06T16:32:44.269Z,2022-08-07T01:39:24Z,3690052385,178,,3688227241,212,18.4,3688227243,213,1.9,3688227235,56,Center,3688227237,140,67.2,3688227239,141,33.7,,,,,,,4n782p6eaok71ai7ecj1jo1jp,D. Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442711433,11,1,1,1,15,ehd2iemqmschhj2ec0vayztzz,1,67.3,36.1,2022-08-06T16:32:46.289Z,2022-08-07T01:39:30Z,3690052633,178,,3688227381,213,1.7,3688227379,212,8.3,3688227373,56,Center,3688227375,140,65.9,3688227377,141,48.1,,,,,,,8g7clz1z04oqjxhg8xnqc7105,A. Doucouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442711489,12,1,1,1,18,ehd2iemqmschhj2ec0vayztzz,1,66.3,58.5,2022-08-06T16:32:49.174Z,2022-08-07T01:39:37Z,3688227679,56,Left,3690052881,178,,3688227689,141,94.2,3688227683,140,81.8,3688227693,212,29.2,3688227695,213,1.0,,,,,,,8kb5h8df97ju107n9ibigo1cl,A. Iwobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442711541,13,1,1,1,23,ehd2iemqmschhj2ec0vayztzz,1,77.8,92.9,2022-08-06T16:32:54.136Z,2022-08-07T01:39:43Z,3688227923,141,71.7,3688227927,213,3.6,3688227925,212,35.8,3688227913,56,Back,3688227929,1,,3690053131,178,,3688227917,140,46.6,,,,9o1vesnpfiucpoq35ihhpstex,V. Mykolenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
