id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,assist,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value
2468993499,1,34,16,0,0,22doj4sgsocqpxw45h607udje,1,0,0,2022-10-08T15:30:21.966Z,2022-10-08T16:32:09Z,3828094335,197,12485,3828044137,194,ombvyo6p3p5khkn91vubvpat,3828044135,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3828044127,30,"ombvyo6p3p5khkn91vubvpat, 31wf775s975qy3il33oora8k5, cag3gzjcv8erx3zpp2lidzcvd, 7qy1hiitksyuaa9l0irxg240l, az7wa6km1zhvsb8y4mndlogyd, 2w7i4jfw5wgh3j2wuworoumeh, 3wp8fuk07m1ph1fpmbqe7tf55, 4zxrdmwphkxvkvo6bt30uanrp, b9g4qurpll4wizajo95c406hh, 12ekwo6gbza410blv4b4r7ydx, 1g15ehziupxnsy1kvl3pqmbc9, 9bamtyvun46xn9e64lqn9ogyx, 4k0ni039sbjs4sqipk4v7k79x, c5zmr0m17riujelm4up44etih, cjd62gwj9ptwrrtu6y6xnpeui, 2gsq05yyxwe4f8t79j6d49q6t, 8wz5pdydepr5kzcichz17pv4l, 9irgn82qm11logbhup51rg5wp, btf0dch35aww78bzillh2jgx6, 3gsprcdyogabeb8lr2y0bmytx",3828044129,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3828044131,59,"1, 2, 19, 33, 15, 17, 30, 5, 10, 7, 38, 4, 6, 9, 11, 14, 20, 24, 29, 34",3828044133,130,12,3828044139,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468993577,1,34,16,0,0,e5p0ehyguld7egzhiedpdnc3w,1,0,0,2022-10-08T15:30:25.365Z,2022-10-08T16:28:51Z,3828044641,194,jagvvzc7329tf2c64mnc251,3828044639,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3828044633,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3828044631,30,"d9yxninyn4bac8f0ufxsnlqll, 2wwo7wcxz4gfy0ubkzynvrsnp, 87g6qlasqe627i5g7ir30j2sp, 6o9mxqdmxip6ik6w6zgd7k8ut, jagvvzc7329tf2c64mnc251, bh20puvz2w21mnag7ul1g3c9h, am6ppbdrbz4ml3xsbty53o73d, 3uc9z96xvain84leorf4ls962, c0yxqwkxqx1sty7abj1qwh9zp, 3k6znit6fd9mbfcnphlwyvj6d, 8qwpdf5jof7o6yy47v6iv11hx, 83jpq8fuprm9h1e2thoxv1tyh, 573hlc6devy50gjotyav9ql4a, f34582vxl4yv5qqudl09a7umt, 8ok0giwhuu7ax85ngr8tunpey, 6rutvrgco8li4nyz7tfayxb6x, aititrd343hal6ount0dp5zze, 31xsuz1icsj7zt1462swjpk2d, 5okl8s3e8ad2add75m46ojo4p, 4g0nu20yc6mtgtemxj8ccxu22",3828044643,197,4955,3828044635,59,"1, 7, 30, 4, 5, 34, 10, 25, 18, 13, 11, 2, 6, 14, 19, 21, 22, 23, 27, 43",3828044645,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3828044637,130,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469065523,2,32,1,0,0,22doj4sgsocqpxw45h607udje,1,0,0,2022-10-08T16:31:07.446Z,2022-10-08T16:31:07Z,3828431719,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469065551,2,32,1,0,0,e5p0ehyguld7egzhiedpdnc3w,1,0,0,2022-10-08T16:31:07.446Z,2022-10-08T23:19:25Z,3828431885,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469065589,3,1,1,0,0,22doj4sgsocqpxw45h607udje,1,49.9,49.9,2022-10-08T16:31:07.487Z,2022-10-09T00:43:13Z,3828432091,56,Back,3828432099,213,2.7,3828432093,140,28.5,3828432101,279,S,3828432097,212,24.4,3828432095,141,63.8,3830014087,178,,,,,3wp8fuk07m1ph1fpmbqe7tf55,R. Bentancur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469065643,4,1,1,0,3,22doj4sgsocqpxw45h607udje,0,32.1,62.4,2022-10-08T16:31:10.858Z,2022-10-09T00:43:17Z,3828432363,56,Left,3828432365,140,78.9,3828432369,212,54.2,3828432373,1,,3830014369,178,,3828432361,155,,3828432367,141,96.0,3828432371,213,0.4,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469065653,3,61,1,0,6,e5p0ehyguld7egzhiedpdnc3w,1,29.6,7.3,2022-10-08T16:31:14.275Z,2022-10-09T00:43:25Z,3830014787,15,,3830014791,178,,3828432409,56,Back,,,,,,,,,,,,,,,,2wwo7wcxz4gfy0ubkzynvrsnp,S. March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469065661,4,5,1,0,7,e5p0ehyguld7egzhiedpdnc3w,0,22.6,-1.4,2022-10-08T16:31:15.003Z,2022-10-09T00:43:31Z,3828432887,233,5,3828432479,56,Back,3828432481,347,,,,,,,,,,,,,,,,,2wwo7wcxz4gfy0ubkzynvrsnp,S. March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469065765,5,5,1,0,7,22doj4sgsocqpxw45h607udje,1,77.4,101.4,2022-10-08T16:31:15.003Z,2022-10-09T00:43:30Z,3828432873,347,,3828432877,233,4,3828432871,56,Left,,,,,,,,,,,,,,,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469065805,6,1,1,0,12,22doj4sgsocqpxw45h607udje,1,81.5,100,2022-10-08T16:31:20.360Z,2022-10-09T00:43:36Z,3828433037,140,59.0,3828433045,1,,3828433035,56,Left,3828433043,213,3.4,3828433033,107,,3828433039,141,91.2,3828433041,212,24.6,,,,cag3gzjcv8erx3zpp2lidzcvd,R. Sessegnon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469065847,7,1,1,0,17,22doj4sgsocqpxw45h607udje,1,56.7,91.8,2022-10-08T16:31:24.505Z,2022-10-09T00:43:40Z,3828433235,140,32.1,3828433237,141,81.0,3828433233,56,Back,3828433239,212,26.9,3828433241,213,3.4,3830015399,178,,,,,,,,7qy1hiitksyuaa9l0irxg240l,B. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469065911,8,1,1,0,19,22doj4sgsocqpxw45h607udje,1,29.5,75.3,2022-10-08T16:31:27.385Z,2022-10-09T00:43:43Z,3828433557,213,4.7,3828433555,212,25.0,3828433549,56,Back,3828433551,140,28.9,3830015565,178,,3828433553,141,38.6,,,,,,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469065939,9,1,1,0,26,22doj4sgsocqpxw45h607udje,1,32.8,41.9,2022-10-08T16:31:34.097Z,2022-10-09T00:43:47Z,3828433741,140,27.4,3828433739,56,Back,3828433743,141,63.6,3830015795,178,,3828433747,213,1.9,3828433745,212,15.8,,,,,,,2w7i4jfw5wgh3j2wuworoumeh,C. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469065971,10,1,1,0,28,22doj4sgsocqpxw45h607udje,1,28.6,64.7,2022-10-08T16:31:35.969Z,2022-10-09T00:43:51Z,3828433907,141,81.5,3828433905,140,32.0,3828433911,213,1.3,3828433903,56,Back,3830016035,178,,3828433909,212,12.0,,,,,,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469065977,11,1,1,0,30,22doj4sgsocqpxw45h607udje,1,33.4,84.9,2022-10-08T16:31:38.244Z,2022-10-09T00:43:54Z,3828433931,56,Back,3828433933,140,41.6,3828433939,213,0.7,3830016185,178,,3828433937,212,11.1,3828433935,141,95.1,,,,,,,7qy1hiitksyuaa9l0irxg240l,B. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469066027,12,1,1,0,31,22doj4sgsocqpxw45h607udje,1,42,94.1,2022-10-08T16:31:39.033Z,2022-10-09T00:43:59Z,3828434181,213,5.8,3828434177,141,81.0,3828434175,140,57.5,3830016521,178,,3828434179,212,18.6,3828434173,56,Left,,,,,,,4zxrdmwphkxvkvo6bt30uanrp,P. Højbjerg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469066033,13,1,1,0,35,22doj4sgsocqpxw45h607udje,0,65.4,91.1,2022-10-08T16:31:43.087Z,2022-10-09T00:44:08Z,3828434219,212,2.6,3828434221,213,5.7,3828434213,56,Left,3828434323,286,,3828434319,233,5,3830017103,178,,3828434215,140,67.5,3828434317,236,,12ekwo6gbza410blv4b4r7ydx,Son Heung-Min,3828434217,141,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469066051,5,74,1,0,35,e5p0ehyguld7egzhiedpdnc3w,1,39.4,7.5,2022-10-08T16:31:43.282Z,2022-10-09T00:44:12Z,3828434297,285,,3830017273,178,,3828434339,233,13,3828434293,56,Back,,,,,,,,,,,,,bh20puvz2w21mnag7ul1g3c9h,J. Veltman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469066065,6,49,1,0,36,e5p0ehyguld7egzhiedpdnc3w,1,43.8,8.1,2022-10-08T16:31:43.511Z,2022-10-09T00:44:18Z,,,,,,,,,,,,,,,,,,,,,,,,,am6ppbdrbz4ml3xsbty53o73d,A. Mac Allister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469066041,14,43,1,0,37,22doj4sgsocqpxw45h607udje,1,0,0,2022-10-08T16:31:45.066Z,2022-10-08T16:32:02Z,3828435603,144,61,3828434251,56,Left,,,,,,,,,,,,,,,,,,,12ekwo6gbza410blv4b4r7ydx,Son Heung-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469066079,7,1,1,0,38,e5p0ehyguld7egzhiedpdnc3w,0,43.8,8.1,2022-10-08T16:31:46.209Z,2022-10-09T00:44:24Z,3828434435,212,2.5,3828434513,286,,3828434427,140,44.5,3828434509,233,15,3828434437,213,1.3,3830017829,178,,3828434423,56,Back,3828434431,141,11.6,am6ppbdrbz4ml3xsbty53o73d,A. Mac Allister,3828434507,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469066087,15,74,1,0,38,22doj4sgsocqpxw45h607udje,1,61.8,86.4,2022-10-08T16:31:46.294Z,2022-10-09T00:44:30Z,3828434517,233,7,3828434473,285,,3828434471,56,Left,3830018221,178,,,,,,,,,,,,,,7qy1hiitksyuaa9l0irxg240l,B. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469066113,16,49,1,0,40,22doj4sgsocqpxw45h607udje,1,44.6,85.8,2022-10-08T16:31:48.273Z,2022-10-09T00:44:37Z,,,,,,,,,,,,,,,,,,,,,,,,,4zxrdmwphkxvkvo6bt30uanrp,P. Højbjerg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469066137,17,1,1,0,40,22doj4sgsocqpxw45h607udje,1,44.6,85.8,2022-10-08T16:31:48.348Z,2022-10-09T00:44:42Z,3828434723,141,92.7,3828434721,140,46.8,3828434719,56,Back,3828434725,212,5.2,3828434727,213,1.1,3830018897,178,,,,,,,,4zxrdmwphkxvkvo6bt30uanrp,P. Højbjerg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469066195,18,1,1,0,42,22doj4sgsocqpxw45h607udje,1,46.8,92.7,2022-10-08T16:31:50.077Z,2022-10-09T00:44:47Z,3828435057,213,4.9,3828435055,212,6.4,3828435051,140,47.8,3828435049,56,Back,3830019173,178,,3828435053,141,83.4,,,,,,,7qy1hiitksyuaa9l0irxg240l,B. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469066233,19,1,1,0,45,22doj4sgsocqpxw45h607udje,0,64.7,85.3,2022-10-08T16:31:53.097Z,2022-10-09T00:44:53Z,3830019463,178,,3828435265,213,0.1,3828437781,1,,3828435259,140,100.0,3828435257,56,Left,3828435263,212,38.2,3828435261,141,89.0,,,,4zxrdmwphkxvkvo6bt30uanrp,P. Højbjerg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469066229,8,56,1,0,49,e5p0ehyguld7egzhiedpdnc3w,1,0,0,2022-10-08T16:31:57.089Z,2022-10-09T00:44:56Z,3828435241,56,Back,,,,,,,,,,,,,,,,,,,,,,2wwo7wcxz4gfy0ubkzynvrsnp,S. March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469066245,9,5,1,0,50,e5p0ehyguld7egzhiedpdnc3w,1,-1.3,13,2022-10-08T16:31:57.651Z,2022-10-09T00:45:00Z,3828435307,346,,3828435305,56,Back,3828435313,233,20,,,,,,,,,,,,,,,,2wwo7wcxz4gfy0ubkzynvrsnp,S. March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469066239,20,5,1,0,50,22doj4sgsocqpxw45h607udje,0,101.3,87,2022-10-08T16:31:57.651Z,2022-10-09T00:45:00Z,3828435289,346,,3828435361,233,9,3828435287,56,Left,,,,,,,,,,,,,,,,4zxrdmwphkxvkvo6bt30uanrp,P. Højbjerg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469066861,10,1,1,1,29,e5p0ehyguld7egzhiedpdnc3w,1,4.9,58.3,2022-10-08T16:32:36.903Z,2022-10-09T00:45:07Z,3828438573,74,,3828438565,212,64.1,3828438563,141,72.6,3828438557,155,,3828438569,1,,3828438567,213,0.2,3828438559,56,Center,3828438555,124,,d9yxninyn4bac8f0ufxsnlqll,Robert Sánchez,3828438561,140,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469066867,11,44,1,1,33,e5p0ehyguld7egzhiedpdnc3w,1,66.8,61,2022-10-08T16:32:40.482Z,2022-10-09T01:44:35Z,3828438591,286,,3828438589,56,Center,3828438595,233,21,,,,,,,,,,,,,,,,c0yxqwkxqx1sty7abj1qwh9zp,D. Welbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469066863,21,44,1,1,33,22doj4sgsocqpxw45h607udje,0,33.2,39,2022-10-08T16:32:40.483Z,2022-10-09T00:45:14Z,3828438643,233,11,3828438577,285,,3828438575,56,Back,,,,,,,,,,,,,,,,az7wa6km1zhvsb8y4mndlogyd,E. Dier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469066883,12,1,1,1,33,e5p0ehyguld7egzhiedpdnc3w,0,65.2,72.6,2022-10-08T16:32:40.522Z,2022-10-09T01:44:35Z,3828438673,3,,3830020813,388,,3828438685,140,72.0,3828438691,212,17.6,3828438695,213,5.1,3828438689,141,48.9,3828438677,168,,3828438681,56,Center,c0yxqwkxqx1sty7abj1qwh9zp,D. Welbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469066903,22,1,1,1,34,22doj4sgsocqpxw45h607udje,1,28.4,65.7,2022-10-08T16:32:41.721Z,2022-10-09T00:45:26Z,3828438785,140,24.8,3828438787,141,50.4,3828438791,213,4.4,3828438783,56,Back,3830021167,178,,3828438789,212,11.1,3828438781,3,,,,,cag3gzjcv8erx3zpp2lidzcvd,R. Sessegnon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469066907,23,49,1,1,36,22doj4sgsocqpxw45h607udje,1,24.8,50.4,2022-10-08T16:32:43.570Z,2022-10-09T00:45:31Z,,,,,,,,,,,,,,,,,,,,,,,,,7qy1hiitksyuaa9l0irxg240l,B. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469066937,24,1,1,1,36,22doj4sgsocqpxw45h607udje,1,22.4,50.1,2022-10-08T16:32:43.616Z,2022-10-09T00:45:35Z,3828438985,212,18.8,3828438979,56,Back,3828438987,213,3.0,3828438983,141,52.8,3830021719,178,,3828438981,140,4.6,,,,,,,7qy1hiitksyuaa9l0irxg240l,B. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
