id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value,qualifier/14/value,qualifier/16/value
2474320603,6,1,1,0,10,7vn2i2kd35zuetw6b38gw9jsz,1,59.3,15.3,2022-10-19T18:30:19.228Z,2022-10-19T23:46:53Z,3857140221,178,,3856362467,212,5.4,3856362463,140,54.7,3856362461,56,Right,3856362469,213,2.7,3856362465,141,18.8,,,,,,,bijr1ghojrxc61se7ebt72f9x,M. Almirón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474320619,7,1,1,0,12,7vn2i2kd35zuetw6b38gw9jsz,1,52.9,19,2022-10-19T18:30:20.519Z,2022-10-19T23:47:00Z,3857140329,178,,3856362543,212,10.1,3856362537,56,Right,3856362541,141,5.0,3856362539,140,56.0,3856362545,213,5.0,,,,,,,c589fk8pfqvbukvtdqu1yhjv9,Joelinton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474320649,8,1,1,0,15,7vn2i2kd35zuetw6b38gw9jsz,1,59.4,4.7,2022-10-19T18:30:23.471Z,2022-10-19T23:47:03Z,3856362739,56,Center,3856362751,213,0.7,3856362741,140,74.7,3856362743,141,23.0,3856362747,212,20.3,3857140399,178,,,,,,,,65z99j774kjnbf7vm0u2q0jit,K. Trippier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474320683,9,1,1,0,16,7vn2i2kd35zuetw6b38gw9jsz,1,74.9,22.9,2022-10-19T18:30:24.703Z,2022-10-19T23:47:11Z,3857140515,178,,3856362941,213,5.4,3856362931,140,84.5,3856362933,141,6.5,3856362937,212,15.0,3856362929,56,Right,,,,,,,66r7rq9kcoyow46ovmhzrtec5,C. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474320709,10,1,1,0,20,7vn2i2kd35zuetw6b38gw9jsz,1,84.4,8,2022-10-19T18:30:28.896Z,2022-10-19T23:47:18Z,3856363069,212,10.7,3857140701,178,,3856363065,140,78.0,3856363063,56,Right,3856363067,141,20.3,3856363071,213,2.2,,,,,,,bijr1ghojrxc61se7ebt72f9x,M. Almirón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474320733,11,1,1,0,22,7vn2i2kd35zuetw6b38gw9jsz,1,78.1,20.3,2022-10-19T18:30:30.575Z,2022-10-19T23:47:22Z,3856363217,213,5.5,3856363213,141,6.7,3856363211,140,86.8,3856363215,212,13.0,3856363209,56,Right,3857140773,178,,,,,,,,9pv566tidfz21e00y4t0mbap5,S. Longstaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474320743,12,1,1,0,23,7vn2i2kd35zuetw6b38gw9jsz,0,86.6,7.7,2022-10-19T18:30:31.856Z,2022-10-19T23:47:27Z,3856363269,141,46.7,3857140883,178,,3856363265,56,Center,3856363273,213,1.8,3856363263,155,,3856363267,140,81.0,3856363271,212,27.2,,,,65z99j774kjnbf7vm0u2q0jit,K. Trippier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474320773,6,1,1,0,25,ehd2iemqmschhj2ec0vayztzz,0,18.6,52.9,2022-10-19T18:30:33.824Z,2022-10-19T23:47:34Z,3856363413,3,,3857141001,388,,3856363417,140,31.7,3856363419,141,48.5,3856363415,56,Back,3856363423,213,6.1,3856363421,212,14.1,,,,8kb5h8df97ju107n9ibigo1cl,A. Iwobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474320815,13,1,1,0,27,7vn2i2kd35zuetw6b38gw9jsz,1,63.1,58.5,2022-10-19T18:30:35.951Z,2022-10-19T23:47:38Z,3856363617,56,Back,3856363625,213,3.1,3856363621,141,59.7,3856363623,212,16.4,3857141129,178,,3856363619,140,47.5,,,,,,,6f1ljb0an6d0g4nbap6xgxsyd,D. Burn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474320821,14,1,1,0,29,7vn2i2kd35zuetw6b38gw9jsz,0,47.3,60.3,2022-10-19T18:30:38.062Z,2022-10-19T23:47:43Z,3857141249,178,,3856363663,212,31.0,3856363661,141,100.0,3856363659,140,60.8,3856363657,56,Left,3856363665,213,1.1,,,,,,,4jwkz8almo2997hvp09zl0p9l,S. Botman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474320861,7,5,1,0,31,ehd2iemqmschhj2ec0vayztzz,1,39.4,-0.6,2022-10-19T18:30:39.921Z,2022-10-19T23:47:48Z,3856363869,347,,3856363875,233,15,3856363867,56,Back,,,,,,,,,,,,,,,,8kb5h8df97ju107n9ibigo1cl,A. Iwobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474320827,15,5,1,0,31,7vn2i2kd35zuetw6b38gw9jsz,0,60.6,100.6,2022-10-19T18:30:39.921Z,2022-10-19T23:47:48Z,3856363685,347,,3856363937,233,7,3856363683,56,Left,,,,,,,,,,,,,,,,dxxc4dioaioidmvamkzqr4b85,F. Schär,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474320975,8,1,1,0,39,ehd2iemqmschhj2ec0vayztzz,1,39.5,0,2022-10-19T18:30:47.344Z,2022-10-19T23:48:02Z,3856364445,107,,3856367685,189,,3856364451,141,5.4,3856364453,212,8.8,3856364449,140,47.0,3856364447,56,Back,3856364455,213,0.5,,,,9nq9bocnqq6bu8ho4m26qmkt1,S. Coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474320979,9,61,1,0,40,ehd2iemqmschhj2ec0vayztzz,1,47,5.4,2022-10-19T18:30:48.674Z,2022-10-19T23:48:04Z,3857141647,178,,3856364469,56,Back,3856367733,189,,,,,,,,,,,,,,,,,374kcix9j7e1cob4uxmfncwyd,D. Calvert-Lewin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474320995,10,1,1,0,41,ehd2iemqmschhj2ec0vayztzz,1,44.3,9.9,2022-10-19T18:30:49.709Z,2022-10-19T23:48:29Z,3856364539,213,2.9,3857141711,178,,3856364535,141,11.8,3856364531,56,Back,3856364533,140,38.5,3856364537,212,6.2,,,,,,,8kb5h8df97ju107n9ibigo1cl,A. Iwobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321021,11,1,1,0,42,ehd2iemqmschhj2ec0vayztzz,1,40.2,6.8,2022-10-19T18:30:50.857Z,2022-10-19T23:48:35Z,3857142093,178,,3856364709,213,2.2,3856364699,56,Back,3856364701,140,25.9,3856999667,155,,3856364707,212,25.6,3856364703,141,37.3,,,,ceerfv28fygp7m2euv5n5uu39,I. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321061,12,1,1,0,44,ehd2iemqmschhj2ec0vayztzz,0,25.9,37.3,2022-10-19T18:30:52.566Z,2022-10-19T23:48:39Z,3856364893,141,39.9,3856364897,213,0.1,3857142165,178,,3856364891,140,54.6,3856364889,56,Center,3856364887,157,,3856364895,212,30.2,3856364899,1,,35jaxclh329duzefna708jk5x,J. Tarkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321057,16,44,1,0,46,7vn2i2kd35zuetw6b38gw9jsz,1,46.8,57.2,2022-10-19T18:30:55.272Z,2022-10-20T00:08:01Z,3856364881,285,,3856365031,233,13,3856364879,56,Back,,,,,,,,,,,,,,,,dxxc4dioaioidmvamkzqr4b85,F. Schär,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321069,13,44,1,0,46,ehd2iemqmschhj2ec0vayztzz,0,53.2,42.8,2022-10-19T18:30:55.273Z,2022-10-19T23:48:43Z,3856364933,56,Center,3856364935,286,,3856365107,233,16,,,,,,,,,,,,,,,,4n782p6eaok71ai7ecj1jo1jp,D. Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321091,17,1,1,0,47,7vn2i2kd35zuetw6b38gw9jsz,0,48,54.2,2022-10-19T18:30:55.349Z,2022-10-20T00:08:01Z,3856365101,212,29.8,3856365091,56,Center,3856365103,213,0.0,3856365089,3,,3857142415,388,,3856365095,140,76.4,3856365099,141,54.6,,,,dxxc4dioaioidmvamkzqr4b85,F. Schär,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321115,14,1,1,0,49,ehd2iemqmschhj2ec0vayztzz,0,21.1,39.6,2022-10-19T18:30:57.651Z,2022-10-19T23:48:57Z,3856365233,56,Back,3856365243,213,3.5,3856365237,140,13.2,3857142525,388,,3856365241,212,8.7,3856365227,3,,3856365239,141,35.7,,,,35jaxclh329duzefna708jk5x,J. Tarkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321141,18,61,1,0,51,7vn2i2kd35zuetw6b38gw9jsz,1,84.2,61.8,2022-10-19T18:30:59.756Z,2022-10-19T23:49:07Z,3856365369,56,Center,3857142663,21,,3857142665,178,,,,,,,,,,,,,,,,,66r7rq9kcoyow46ovmhzrtec5,C. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474465429,1161,67,1,0,53,ehd2iemqmschhj2ec0vayztzz,1,14,39.4,2022-10-19T18:31:01.732Z,2022-10-20T00:31:29Z,3857162193,233,1163,,,,,,,,,,,,,,,,,,,,,,ed4w2l6hglrrxu2a75bn0tt5h,C. Coady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474465427,1163,67,1,0,53,7vn2i2kd35zuetw6b38gw9jsz,0,86,60.6,2022-10-19T18:31:01.733Z,2022-10-20T00:18:18Z,3857162197,233,1161,,,,,,,,,,,,,,,,,,,,,,66r7rq9kcoyow46ovmhzrtec5,C. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321157,15,12,1,0,53,ehd2iemqmschhj2ec0vayztzz,1,13,39.6,2022-10-19T18:31:01.791Z,2022-10-20T00:31:30Z,3856365443,56,Back,3856628379,141,67.2,3857142805,178,,3856628377,140,28.8,3856628387,213,0.8,3856628383,212,25.0,,,,,,,ed4w2l6hglrrxu2a75bn0tt5h,C. Coady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321217,19,1,1,0,58,7vn2i2kd35zuetw6b38gw9jsz,0,74.3,22.6,2022-10-19T18:31:07.065Z,2022-10-19T23:49:23Z,3856365821,213,0.4,3856365813,56,Center,3856365817,141,24.5,3856365815,140,77.1,3857142887,178,,3856365819,212,3.2,,,,,,,72m84nwa6dshu3ibmy13dz5rd,Bruno Guimarães,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321231,16,49,1,0,58,ehd2iemqmschhj2ec0vayztzz,1,22,75.9,2022-10-19T18:31:07.309Z,2022-10-19T23:49:28Z,,,,,,,,,,,,,,,,,,,,,,,,,do3duah478rhz9cg2icde4h9m,A. Onana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321245,17,1,1,0,59,ehd2iemqmschhj2ec0vayztzz,1,22,75.9,2022-10-19T18:31:08.108Z,2022-10-19T23:49:39Z,3856365917,140,28.2,3856365923,213,5.9,3856365915,56,Back,3856365921,212,7.1,3856365919,141,71.8,3857143065,178,,,,,,,,do3duah478rhz9cg2icde4h9m,A. Onana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321357,18,1,1,1,1,ehd2iemqmschhj2ec0vayztzz,1,28.2,71.8,2022-10-19T18:31:09.907Z,2022-10-19T23:49:42Z,3856366531,56,Back,3856366533,140,38.7,3857143113,178,,3856366537,212,16.3,3856366535,141,89.4,3856366539,213,0.8,,,,,,,4n782p6eaok71ai7ecj1jo1jp,D. Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321403,19,1,1,1,8,ehd2iemqmschhj2ec0vayztzz,1,68.4,82.9,2022-10-19T18:31:16.767Z,2022-10-19T23:49:53Z,3857143271,178,,3856366779,213,5.9,3856366777,212,21.5,3856366773,140,87.6,3856366771,56,Center,3856366775,141,71.8,,,,,,,do3duah478rhz9cg2icde4h9m,A. Onana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321411,20,1,1,1,11,ehd2iemqmschhj2ec0vayztzz,0,91.1,72.5,2022-10-19T18:31:19.868Z,2022-10-19T23:49:58Z,3856366807,56,Center,3856366893,233,20,3856366817,213,4.7,3856366811,141,69.0,3856366809,140,91.0,3856366815,212,2.4,3856366891,236,,3857143319,178,,8kb5h8df97ju107n9ibigo1cl,A. Iwobi,3856366897,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321407,20,74,1,1,11,7vn2i2kd35zuetw6b38gw9jsz,1,10.4,23.5,2022-10-19T18:31:19.907Z,2022-10-19T23:50:03Z,3857143409,178,,3856366801,285,,3856366799,56,Back,3856366875,233,20,,,,,,,,,,,,,4jwkz8almo2997hvp09zl0p9l,S. Botman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321459,21,49,1,1,14,7vn2i2kd35zuetw6b38gw9jsz,1,28.9,22.1,2022-10-19T18:31:23.051Z,2022-10-19T23:50:09Z,,,,,,,,,,,,,,,,,,,,,,,,,9pv566tidfz21e00y4t0mbap5,S. Longstaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321511,22,1,1,1,17,7vn2i2kd35zuetw6b38gw9jsz,1,33.7,17,2022-10-19T18:31:25.982Z,2022-10-19T23:50:13Z,3856367335,140,31.8,3856367345,213,4.4,3857143633,178,,3856367341,212,6.2,3856367333,56,Back,3856367337,141,8.3,,,,,,,9pv566tidfz21e00y4t0mbap5,S. Longstaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321551,23,1,1,1,20,7vn2i2kd35zuetw6b38gw9jsz,1,33.2,9.4,2022-10-19T18:31:28.388Z,2022-10-19T23:50:17Z,3856367563,212,18.6,3856367561,141,34.3,3856367559,140,40.5,3856367557,56,Back,3857143691,178,,3856367565,213,1.1,,,,,,,65z99j774kjnbf7vm0u2q0jit,K. Trippier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321623,24,1,1,1,22,7vn2i2kd35zuetw6b38gw9jsz,1,35.4,43.3,2022-10-19T18:31:30.750Z,2022-10-19T23:50:22Z,3856367951,56,Back,3857143737,178,,3856367953,140,33.0,3856367957,212,24.9,3856367955,141,79.7,3856367959,213,1.7,,,,,,,c589fk8pfqvbukvtdqu1yhjv9,Joelinton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321699,25,1,1,1,29,7vn2i2kd35zuetw6b38gw9jsz,1,38.9,86,2022-10-19T18:31:37.894Z,2022-10-19T23:50:26Z,3856368219,140,34.4,3856368227,212,13.1,3856368223,141,68.1,3857143805,178,,3856368231,213,4.3,3856368213,56,Back,,,,,,,6f1ljb0an6d0g4nbap6xgxsyd,D. Burn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321723,26,1,1,1,31,7vn2i2kd35zuetw6b38gw9jsz,1,37.6,66,2022-10-19T18:31:40.171Z,2022-10-19T23:50:29Z,3856368353,56,Back,3856368357,141,38.0,3856368361,213,4.4,3856368359,212,19.8,3857143865,178,,3856368355,140,32.6,,,,,,,4jwkz8almo2997hvp09zl0p9l,S. Botman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321789,27,1,1,1,34,7vn2i2kd35zuetw6b38gw9jsz,1,34.4,35.6,2022-10-19T18:31:43.049Z,2022-10-19T23:50:32Z,3856368605,141,7.6,3856368601,56,Back,3856368607,212,21.5,3856368603,140,43.9,3856368611,213,5.2,3857143891,178,,,,,,,,dxxc4dioaioidmvamkzqr4b85,F. Schär,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321853,28,1,1,1,39,7vn2i2kd35zuetw6b38gw9jsz,0,45.3,5,2022-10-19T18:31:47.874Z,2022-10-19T23:50:39Z,3856369003,140,68.4,3856369007,212,24.3,3856369001,56,Right,3856369005,141,4.4,3857143979,178,,3856369009,213,6.3,,,,,,,65z99j774kjnbf7vm0u2q0jit,K. Trippier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321861,21,49,1,1,42,ehd2iemqmschhj2ec0vayztzz,1,31.6,95,2022-10-19T18:31:51.031Z,2022-10-19T23:51:21Z,,,,,,,,,,,,,,,,,,,,,,,,,do3duah478rhz9cg2icde4h9m,A. Onana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321865,22,4,1,1,42,ehd2iemqmschhj2ec0vayztzz,1,31.6,95.3,2022-10-19T18:31:51.196Z,2022-10-19T23:51:24Z,3856369081,285,,3856369077,152,,3856369111,233,29,3856369073,13,,3856369079,265,,3856369075,56,Back,,,,,,,do3duah478rhz9cg2icde4h9m,A. Onana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474321867,29,4,1,1,42,7vn2i2kd35zuetw6b38gw9jsz,0,68.4,4.7,2022-10-19T18:31:51.197Z,2022-10-19T23:51:24Z,3856369137,233,22,3856369087,152,,3856369083,13,,3857144829,178,,3856369089,265,,3856369085,56,Right,3856369091,286,,,,,9pv566tidfz21e00y4t0mbap5,S. Longstaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474322297,23,1,1,2,15,ehd2iemqmschhj2ec0vayztzz,1,26.7,92.9,2022-10-19T18:32:24.197Z,2022-10-19T23:51:31Z,3856371343,157,,3856371361,1,,3856371355,141,66.6,3856371351,56,Center,3856371357,212,56.8,3856371339,5,,3856371347,152,,3856371359,213,6.0,e8dina16u5kt5ho4u5igtmimt,J. Pickford,3856371353,140,78.0,3857144909,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474322327,24,61,1,2,19,ehd2iemqmschhj2ec0vayztzz,0,78,66.6,2022-10-19T18:32:27.475Z,2022-10-19T23:51:40Z,3857144963,178,,3856371515,56,Center,,,,,,,,,,,,,,,,,,,374kcix9j7e1cob4uxmfncwyd,D. Calvert-Lewin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
