id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,keyPass,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/9/value,qualifier/14/value,qualifier/12/value,qualifier/13/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/18/value
2518262211,1,34,16,0,0,48gk2hpqtsl6p9sx9kjhaydq4,1,0,0,2023-03-11T14:00:06.103Z,2023-03-11T14:00:06Z,4087941365,130,8,4087941373,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4087941363,59,"1, 2, 3, 8, 5, 39, 10, 12, 9, 7, 11, 19, 21, 22, 23, 24, 25, 28, 29, 42",4087941359,30,"8szyip8c62bier901hmpqc7vt, 983mn5yig2f4upkq9e97hx87p, 9rfwfsz5cmckyjripqgtbc7op, 4r6jcuotjs6rz8iwu20996z85, 1zumt9vkrqd8d3p3eqtwezi6t, 9r20sl10trs6903jz83hmt6nd, 7sdbx7mzjxhvofvke9mp26kbu, 7dbzcwyph2xoljyhaogjo7mcp, 6q6i9x4w4vcdwwmiwq8k6sixh, 8rrcscn29rs1gk8mi1pwpu92i, 6kih58n0fzlod6c792xpey57t, 4hmivvhmplqof776e9tbqg251, b275i2lg3anqae5lv9gmrzmqx, ax5fuknlz3zc3fcesya61iod1, 7xlnqr43lvc8coshx65qd5omh, e8ekkg0yayhhmmhinl0v9une, dn3llv8xjdbbndltfym5ar561, 288nn7pbq5ewriiyb9o7da86h, 9z2j13bl5yh4i1vyofautc9yi, 7oikovl62nfxs6z54dzd85gx5",4087941367,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4087941369,194,983mn5yig2f4upkq9e97hx87p,4087941361,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4087941371,197,4773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518262267,1,34,16,0,0,e5p0ehyguld7egzhiedpdnc3w,1,0,0,2023-03-11T14:00:10.745Z,2023-03-11T14:00:10Z,4087941647,30,"31xsuz1icsj7zt1462swjpk2d, bh20puvz2w21mnag7ul1g3c9h, 87g6qlasqe627i5g7ir30j2sp, 3uc9z96xvain84leorf4ls962, 6o9mxqdmxip6ik6w6zgd7k8ut, jagvvzc7329tf2c64mnc251, 2wwo7wcxz4gfy0ubkzynvrsnp, 3k6znit6fd9mbfcnphlwyvj6d, b0dpz0ixcb9hiyurc87z0rotm, am6ppbdrbz4ml3xsbty53o73d, aititrd343hal6ount0dp5zze, d9yxninyn4bac8f0ufxsnlqll, 573hlc6devy50gjotyav9ql4a, c0yxqwkxqx1sty7abj1qwh9zp, 8ok0giwhuu7ax85ngr8tunpey, 1mf7tr17fqnddm23nx1z1tsh6, 6rutvrgco8li4nyz7tfayxb6x, 192qpmicfd10d7mutv5y762qy, 2gj7h5fxuh4y0tbp6j308yk4q, 9drh3w3emxjf6aah8pstsdgr8",4087941649,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4087941663,197,18594,4087941659,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4087941657,130,8,4087941665,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4087941653,59,"23, 34, 30, 25, 4, 5, 7, 13, 28, 10, 22, 1, 6, 18, 19, 20, 21, 26, 29, 40",4087941661,194,jagvvzc7329tf2c64mnc251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518321105,2,32,1,0,0,48gk2hpqtsl6p9sx9kjhaydq4,1,0,0,2023-03-11T15:00:16.691Z,2023-03-11T23:40:44Z,4088247939,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518321079,2,32,1,0,0,e5p0ehyguld7egzhiedpdnc3w,1,0,0,2023-03-11T15:00:16.691Z,2023-03-11T15:00:16Z,4088247839,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518321115,3,1,1,0,0,e5p0ehyguld7egzhiedpdnc3w,1,50.2,49.9,2023-03-11T15:00:16.728Z,2023-03-11T23:43:55Z,4088247985,56,Back,4088247991,212,15.5,4088247993,213,3.5,4088247989,141,42.2,4088247987,140,36.3,4090771507,178,,4088247995,279,S,,,,b0dpz0ixcb9hiyurc87z0rotm,E. Ferguson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518321121,4,1,1,0,1,e5p0ehyguld7egzhiedpdnc3w,1,36.3,42.2,2023-03-11T15:00:17.709Z,2023-03-11T23:43:59Z,4090771661,178,,4088248025,56,Back,4088248031,212,8.0,4088248033,213,1.7,4088248027,140,35.3,4088248029,141,53.9,,,,,,,3k6znit6fd9mbfcnphlwyvj6d,P. Groß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518321173,5,1,1,0,2,e5p0ehyguld7egzhiedpdnc3w,1,35.3,53.9,2023-03-11T15:00:18.928Z,2023-03-11T23:44:04Z,4088248269,213,4.2,4088248261,56,Back,4088248267,212,12.3,4090771795,178,,4088248263,140,29.3,4088248265,141,38.3,,,,,,,3uc9z96xvain84leorf4ls962,M. Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518321191,6,1,1,0,6,e5p0ehyguld7egzhiedpdnc3w,1,29.3,38.9,2023-03-11T15:00:23.357Z,2023-03-11T23:44:07Z,4088248349,212,7.3,4088248347,141,48.8,4088248351,213,1.2,4090771967,178,,4088248345,140,31.9,4088248343,56,Back,,,,,,,6o9mxqdmxip6ik6w6zgd7k8ut,A. Webster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518321209,7,1,1,0,7,e5p0ehyguld7egzhiedpdnc3w,1,31.9,48.8,2023-03-11T15:00:23.803Z,2023-03-11T23:44:11Z,4090772135,178,,4088248433,56,Back,4088248441,213,5.1,4088248439,212,6.7,4088248437,141,39.8,4088248435,140,34.4,,,,,,,3uc9z96xvain84leorf4ls962,M. Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518321263,8,1,1,0,8,e5p0ehyguld7egzhiedpdnc3w,1,34.4,39.8,2023-03-11T15:00:25.199Z,2023-03-11T23:44:15Z,4088248719,212,15.9,4088248711,140,19.9,4088248721,213,3.4,4088248707,56,Back,4088248715,141,33.1,4090772395,178,,,,,,,,3k6znit6fd9mbfcnphlwyvj6d,P. Groß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
