id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/14/value,qualifier/13/value,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/16/value
2526432745,1,34,16,0,0,48gk2hpqtsl6p9sx9kjhaydq4,1,0,0,2023-04-01T13:00:04.793Z,2023-04-01T14:02:31Z,4152005215,59,"1, 2, 3, 8, 5, 21, 25, 11, 7, 23, 10, 6, 9, 18, 19, 22, 24, 28, 42, 63",4152005221,194,983mn5yig2f4upkq9e97hx87p,4152005223,197,16497,4152005217,130,4,4152005213,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4152005211,30,"8szyip8c62bier901hmpqc7vt, 983mn5yig2f4upkq9e97hx87p, 9rfwfsz5cmckyjripqgtbc7op, 4r6jcuotjs6rz8iwu20996z85, 1zumt9vkrqd8d3p3eqtwezi6t, b275i2lg3anqae5lv9gmrzmqx, dn3llv8xjdbbndltfym5ar561, 6kih58n0fzlod6c792xpey57t, 8rrcscn29rs1gk8mi1pwpu92i, 7xlnqr43lvc8coshx65qd5omh, 7sdbx7mzjxhvofvke9mp26kbu, 6clj9dk6hdeaomo6yi7vcsv6d, 6q6i9x4w4vcdwwmiwq8k6sixh, a7k01exbkdcshdjzq049ywkq, 4hmivvhmplqof776e9tbqg251, ax5fuknlz3zc3fcesya61iod1, e8ekkg0yayhhmmhinl0v9une, 288nn7pbq5ewriiyb9o7da86h, 7oikovl62nfxs6z54dzd85gx5, 4stnvxbf7enogqej29n3ll0d0",4152005219,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4152005225,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526432777,1,34,16,0,0,4dsgumo7d4zupm2ugsvm4zm4d,1,0,0,2023-04-01T13:00:06.317Z,2023-04-01T13:00:06Z,4152005305,59,"1, 4, 35, 5, 16, 6, 8, 34, 9, 19, 11, 3, 7, 10, 15, 20, 21, 24, 30, 97",4152005311,194,b1lcxeihx8z6pfv1jef4j5jh1,4152005307,130,4,4152005315,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4152005309,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4152005301,30,"6yovfcug6e9hykfauqy0fq67d, cnmlhoum9aahwqruxgmz2gcfd, 3l7amac6wdv9yztupg7ur3kl, dydwiixiims98cx2iihfuf8wl, 57gg79gxvcfqtaoi0ruog7wmh, 8libvn3hxypz8x7gm4mr7kj55, b1lcxeihx8z6pfv1jef4j5jh1, 6264xjr1y00yu7b9j2pknalzp, d66tmyj9pt69gub8pcjgo3bh1, 8qwpdf5jof7o6yy47v6iv11hx, 7ocm7nugzwos59il1pm4eub8q, 8i5ee4fmkqhl1rcuo31qomxud, 8tc7dcuwdeqbjgt7vw5p38xgq, 4ali7e2nk26rfzr0660xdrx0p, 8585juruxxi6z8ih6kfqvrj6x, 9id859f7xnqwj0jazjzkbjzdh, 4qrvwap878sl5dz5n3o8mr71m, bzummkjt2ya27kvolzmqn91wp, hwcrfg4h2ystqbd11qlmj015, loj66945mkjrqk5yf4x4s9as",4152005313,197,15758,4152005303,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526484641,2,32,1,0,0,48gk2hpqtsl6p9sx9kjhaydq4,1,0,0,2023-04-01T14:00:14.241Z,2023-04-01T14:00:18Z,4152272853,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526484631,2,32,1,0,0,4dsgumo7d4zupm2ugsvm4zm4d,1,0,0,2023-04-01T14:00:14.241Z,2023-04-01T21:59:43Z,4152272817,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526484659,3,1,1,0,0,48gk2hpqtsl6p9sx9kjhaydq4,1,50,49.9,2023-04-01T14:00:14.297Z,2023-04-01T22:21:16Z,4152272925,56,Back,4152272931,212,7.1,4155091687,178,,4152272929,141,50.9,4152272927,140,43.3,4152272935,279,S,4152272933,213,3.0,,,,8rrcscn29rs1gk8mi1pwpu92i,B. Aaronson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526484717,4,1,1,0,2,48gk2hpqtsl6p9sx9kjhaydq4,1,45.7,46.7,2023-04-01T14:00:16.414Z,2023-04-01T22:21:18Z,4152273223,140,76.6,4155091783,178,,4152273225,141,9.5,4152273231,1,,4152273219,155,,4152273221,56,Right,4152273229,213,5.6,4152273227,212,41.1,4r6jcuotjs6rz8iwu20996z85,Marc Roca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526484727,5,1,1,0,4,48gk2hpqtsl6p9sx9kjhaydq4,0,76.6,9.5,2023-04-01T14:00:18.699Z,2023-04-01T22:21:23Z,4152273287,3,,4152273289,56,Right,4152273291,140,87.4,4152273297,213,0.2,4152273295,212,11.5,4155091919,388,,4152273293,141,12.2,,,,dn3llv8xjdbbndltfym5ar561,R. Kristensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526484743,3,12,1,0,6,4dsgumo7d4zupm2ugsvm4zm4d,1,10.8,80,2023-04-01T14:00:20.512Z,2023-04-01T22:21:29Z,4152889027,140,12.8,4152889029,141,71.7,4152889031,212,6.0,4152273371,56,Back,4155092163,178,,4152889033,213,5.1,,,,,,,3l7amac6wdv9yztupg7ur3kl,O. Zinchenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526484775,6,15,1,0,8,48gk2hpqtsl6p9sx9kjhaydq4,1,89.9,27,2023-04-01T14:00:22.406Z,2023-04-01T22:21:36Z,4152273531,63,,4152295725,328,,4152280967,102,50.8,4152280965,78,,4152273533,56,Center,4152280981,147,46.8,4155092565,178,,4152280979,146,98.6,dn3llv8xjdbbndltfym5ar561,R. Kristensen,4152280971,103,17.1,4152280977,458,4152273529,22,4152280545,20,4152280653,233,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526484829,4,10,1,0,8,4dsgumo7d4zupm2ugsvm4zm4d,1,1.6,54.5,2023-04-01T14:00:22.962Z,2023-04-01T22:21:40Z,4152273735,182,,4152273737,56,Back,4152280677,233,6,4152273731,173,,4154155165,378,,4152273733,179,,,,,,,,6yovfcug6e9hykfauqy0fq67d,A. Ramsdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
