id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value
2511620177,3,1,1,0,12,hzqh7z0mdl3v7gwete66syxp,0,4,43.5,2023-02-24T20:00:56.490Z,2023-02-25T04:20:36Z,4053450767,178,,4052825567,213,6.2,4052825561,140,73.8,4052825565,212,73.5,4052825559,56,Center,4052825563,141,34.7,4052825569,1,,4052846615,155,,2f79rc4i712sxstahjkq6pxp1,B. Leno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511619923,3,49,1,0,17,b9si1jn1lfxfund69e9ogcu2n,1,24.2,69.1,2023-02-24T20:01:02.162Z,2023-02-25T04:20:40Z,,,,,,,,,,,,,,,,,,,,,,,,,f1lellpt59ka10kyngi7vsqy2,Hugo Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511619983,4,1,1,0,19,b9si1jn1lfxfund69e9ogcu2n,1,22,76,2023-02-24T20:01:04.046Z,2023-02-25T04:20:44Z,4053450805,178,,4052824577,141,83.1,4052824581,213,0.5,4052824575,140,29.9,4052824573,56,Back,4052824579,212,9.6,,,,,,,f1lellpt59ka10kyngi7vsqy2,Hugo Bueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511619991,5,50,1,0,22,b9si1jn1lfxfund69e9ogcu2n,1,30.2,75,2023-02-24T20:01:06.714Z,2023-02-25T04:20:49Z,4052824615,285,,4052849415,233,18,4052824613,56,Back,,,,,,,,,,,,,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511620717,18,7,1,0,22,hzqh7z0mdl3v7gwete66syxp,0,69.8,25,2023-02-24T20:01:06.817Z,2023-02-25T04:20:54Z,4053249507,384,,4053450873,389,,4052849385,286,,4052849399,233,5,4052849383,56,Center,,,,,,,,,,2qy2d8xkwkbeyw5v8ljlzb845,K. Tete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511620017,6,1,1,0,23,b9si1jn1lfxfund69e9ogcu2n,1,22.6,77.1,2023-02-24T20:01:08.031Z,2023-02-25T04:20:59Z,4052824739,141,53.6,4052824743,213,4.3,4052824735,56,Back,4052824737,140,15.4,4052824741,212,17.7,4053450907,178,,,,,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511620047,7,1,1,0,25,b9si1jn1lfxfund69e9ogcu2n,1,16.2,50.9,2023-02-24T20:01:10.287Z,2023-02-25T04:21:08Z,4053450979,178,,4052824891,213,0.0,4052824887,141,51.4,4052824885,140,23.6,4052824883,56,Back,4052824889,212,7.8,,,,,,,2unorlgh6lxy19g0pgydg65ed,C. Dawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511620089,8,1,1,0,27,b9si1jn1lfxfund69e9ogcu2n,1,19.5,51.6,2023-02-24T20:01:12.015Z,2023-02-25T04:21:10Z,4052825133,140,4.6,4052825139,213,3.4,4052825135,141,46.7,4052825137,212,16.0,4052825131,56,Back,4053451005,178,,,,,,,,8kw1y8mzxtwl4fv8qkc8hoc7p,Rúben Neves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511620149,9,1,1,0,31,b9si1jn1lfxfund69e9ogcu2n,1,6.8,39.8,2023-02-24T20:01:16.249Z,2023-02-25T04:21:13Z,4053451023,178,,4052825411,56,Back,4052825417,212,13.1,4052825413,140,13.5,4052825419,213,5.3,4052825415,141,23.6,,,,,,,71rob1lsnmdviy1siakkzpqdx,José Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511620163,10,1,1,0,34,b9si1jn1lfxfund69e9ogcu2n,1,18,15.7,2023-02-24T20:01:19.083Z,2023-02-25T04:21:16Z,4052825513,213,6.2,4052825509,141,12.8,4052825505,56,Back,4052825511,212,29.7,4052825507,140,46.2,4053451043,178,,,,,,,,2unorlgh6lxy19g0pgydg65ed,C. Dawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511620165,11,61,1,0,36,b9si1jn1lfxfund69e9ogcu2n,0,46.2,12.8,2023-02-24T20:01:20.657Z,2023-02-25T04:21:21Z,4052825521,56,Back,4053451063,178,,,,,,,,,,,,,,,,,,,,5wa8lzp50ccfhxg3j4f65gt79,R. Jiménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511620183,4,49,1,0,37,hzqh7z0mdl3v7gwete66syxp,1,46.9,96.9,2023-02-24T20:01:22.087Z,2023-02-25T04:21:24Z,,,,,,,,,,,,,,,,,,,,,,,,,bgc1psqiv7vagmphfl920nbah,A. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511625615,52,50,1,0,38,hzqh7z0mdl3v7gwete66syxp,1,39.8,94.6,2023-02-24T20:01:22.828Z,2023-02-25T04:21:44Z,4052855313,56,Back,4052855315,286,,4052855341,233,12,,,,,,,,,,,,,,,,bgc1psqiv7vagmphfl920nbah,A. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511620227,12,7,1,0,38,b9si1jn1lfxfund69e9ogcu2n,0,60.2,5.4,2023-02-24T20:01:23.142Z,2023-02-25T04:21:50Z,4053451321,178,,4053249787,383,,4052825829,56,Right,4052855333,233,52,4052825831,285,,,,,,,,,,,4pyehox7p3z64c4l3k8yoyfv9,Pablo Sarabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511620235,5,61,1,0,38,hzqh7z0mdl3v7gwete66syxp,0,38.8,95.9,2023-02-24T20:01:23.203Z,2023-02-25T04:22:14Z,4052825853,56,Back,4053451405,178,,,,,,,,,,,,,,,,,,,,bgc1psqiv7vagmphfl920nbah,A. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511620263,14,1,1,0,39,b9si1jn1lfxfund69e9ogcu2n,1,58.4,7.4,2023-02-24T20:01:23.328Z,2023-02-25T04:22:20Z,4052825963,141,10.0,4052825959,56,Right,4053451651,178,,4052825965,212,21.5,4052825967,213,0.1,4052825961,140,78.8,,,,,,,4pyehox7p3z64c4l3k8yoyfv9,Pablo Sarabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511620237,13,49,1,0,41,b9si1jn1lfxfund69e9ogcu2n,1,71.4,5.4,2023-02-24T20:01:25.656Z,2023-02-25T04:22:52Z,,,,,,,,,,,,,,,,,,,,,,,,,5wa8lzp50ccfhxg3j4f65gt79,R. Jiménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511620271,15,3,1,0,42,b9si1jn1lfxfund69e9ogcu2n,0,79.7,7.4,2023-02-24T20:01:27.299Z,2023-02-25T04:22:57Z,4052825991,286,,4053061493,233,6,4053452063,178,,4052825989,56,Right,4053250277,465,,,,,,,,,,,5wa8lzp50ccfhxg3j4f65gt79,R. Jiménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511620267,6,7,1,0,43,hzqh7z0mdl3v7gwete66syxp,1,20.3,92.6,2023-02-24T20:01:27.491Z,2023-02-25T04:23:01Z,4053250219,383,,4053452085,178,,4052826001,233,15,4052825973,285,,4052825971,56,Back,,,,,,,,,,bgc1psqiv7vagmphfl920nbah,A. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511620273,7,49,1,0,44,hzqh7z0mdl3v7gwete66syxp,1,13.6,95,2023-02-24T20:01:28.396Z,2023-02-25T04:23:05Z,,,,,,,,,,,,,,,,,,,,,,,,,bgc1psqiv7vagmphfl920nbah,A. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511620291,8,1,1,0,45,hzqh7z0mdl3v7gwete66syxp,0,14.3,97.5,2023-02-24T20:01:29.926Z,2023-02-25T04:23:09Z,4052826091,56,Back,4052826097,212,14.2,4052826093,140,27.3,4052826099,213,6.0,4052826095,141,91.8,4053452121,178,,,,,,,,bgc1psqiv7vagmphfl920nbah,A. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511620299,16,49,1,0,47,b9si1jn1lfxfund69e9ogcu2n,1,71.1,9.3,2023-02-24T20:01:31.522Z,2023-02-25T04:23:12Z,,,,,,,,,,,,,,,,,,,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511620347,17,1,1,0,49,b9si1jn1lfxfund69e9ogcu2n,1,66.4,4.6,2023-02-24T20:01:33.476Z,2023-02-25T04:23:24Z,4052826431,141,9.8,4053452195,178,,4052826427,56,Right,4052826433,212,14.3,4052826435,213,2.9,4052826429,140,53.2,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511620367,18,1,1,0,51,b9si1jn1lfxfund69e9ogcu2n,1,53.2,9.8,2023-02-24T20:01:35.557Z,2023-02-25T04:23:27Z,4052826527,212,6.5,4052826521,56,Right,4052826525,141,18.6,4052826523,140,50.7,4052826529,213,2.0,4053452219,178,,,,,,,,2unorlgh6lxy19g0pgydg65ed,C. Dawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511620389,19,1,1,0,52,b9si1jn1lfxfund69e9ogcu2n,1,50.7,18.6,2023-02-24T20:01:36.440Z,2023-02-25T04:23:30Z,4053452271,178,,4052826621,140,53.8,4052826627,213,5.1,4052826625,212,8.5,4052826619,56,Right,4052826623,141,7.1,,,,,,,8rfgwq7hbi4a3imda845vdyvp,M. Lemina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511620455,20,1,1,0,58,b9si1jn1lfxfund69e9ogcu2n,1,54,13.2,2023-02-24T20:01:42.772Z,2023-02-25T04:23:33Z,4052826913,140,47.1,4052826919,213,2.1,4052826915,141,31.0,4053452289,178,,4052826917,212,14.1,4052826911,56,Back,,,,,,,2unorlgh6lxy19g0pgydg65ed,C. Dawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511620553,21,1,1,0,59,b9si1jn1lfxfund69e9ogcu2n,1,47.1,31,2023-02-24T20:01:43.845Z,2023-02-25T04:23:36Z,4052827433,212,19.1,4052827435,213,3.4,4052827429,140,29.3,4053452317,178,,4052827431,141,25.1,4052827427,56,Back,,,,,,,8kw1y8mzxtwl4fv8qkc8hoc7p,Rúben Neves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511620557,22,1,1,1,7,b9si1jn1lfxfund69e9ogcu2n,1,30.9,42.2,2023-02-24T20:01:51.732Z,2023-02-25T04:23:38Z,4053452327,178,,4052827451,141,29.2,4052827449,140,36.4,4052827453,212,10.6,4052827455,213,5.3,4052827447,56,Back,,,,,,,8rfgwq7hbi4a3imda845vdyvp,M. Lemina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511620577,23,1,1,1,8,b9si1jn1lfxfund69e9ogcu2n,1,36.4,29.2,2023-02-24T20:01:52.535Z,2023-02-25T04:23:42Z,4052827565,213,3.8,4052827563,212,8.6,4052827559,140,30.0,4053452381,178,,4052827561,141,21.3,4052827557,56,Back,,,,,,,8kw1y8mzxtwl4fv8qkc8hoc7p,Rúben Neves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511620615,24,1,1,1,10,b9si1jn1lfxfund69e9ogcu2n,1,32.6,20.2,2023-02-24T20:01:54.803Z,2023-02-25T04:23:48Z,4052827755,140,53.5,4052827753,56,Right,4052827759,212,24.6,4053452435,178,,4052827761,213,5.8,4052827757,141,3.7,,,,,,,2unorlgh6lxy19g0pgydg65ed,C. Dawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511620623,25,43,1,1,13,b9si1jn1lfxfund69e9ogcu2n,1,0,0,2023-02-24T20:01:58.038Z,2023-02-24T20:09:25Z,4052827815,56,Right,4052862685,144,3,4052827817,286,0,,,,,,,,,,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511668741,440,45,1,1,13,hzqh7z0mdl3v7gwete66syxp,0,33,95,2023-02-24T20:01:58.253Z,2023-02-25T04:23:57Z,4053082689,56,Back,4053082691,285,,4053082779,233,463,,,,,,,,,,,,,,,,afcwu800ox2u5zx6xaiygg1qt,Willian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511668733,463,3,1,1,13,b9si1jn1lfxfund69e9ogcu2n,1,67,5,2023-02-24T20:01:58.253Z,2023-02-25T04:23:56Z,4053250599,465,,4053082675,286,,4053452513,178,,4053082695,233,440,4053082673,56,Right,,,,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511620627,26,3,1,1,14,b9si1jn1lfxfund69e9ogcu2n,0,73.2,3.8,2023-02-24T20:01:59.302Z,2023-02-25T04:24:01Z,4053250623,465,,4052828065,233,15,4052827839,56,Right,4052827841,286,,4053452555,178,,,,,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511620661,15,7,1,1,15,hzqh7z0mdl3v7gwete66syxp,0,26.8,96.2,2023-02-24T20:01:59.425Z,2023-02-25T04:24:05Z,4052828011,285,,4053250645,383,,4053452585,389,,4052828009,56,Back,4052828023,233,26,,,,,,,,,,bgc1psqiv7vagmphfl920nbah,A. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511699781,876,61,1,1,15,b9si1jn1lfxfund69e9ogcu2n,1,67.9,6.4,2023-02-24T20:01:59.454Z,2023-02-25T04:24:22Z,4053250749,56,Right,4053452757,178,,,,,,,,,,,,,,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511620665,16,49,1,1,16,hzqh7z0mdl3v7gwete66syxp,1,35.2,86.4,2023-02-24T20:02:00.463Z,2023-02-25T04:24:29Z,,,,,,,,,,,,,,,,,,,,,,,,,ecp0v1dxqfjbgy3urnkz5d3o5,João Palhinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511620713,17,1,1,1,16,hzqh7z0mdl3v7gwete66syxp,1,35.2,86.4,2023-02-24T20:02:00.543Z,2023-02-25T04:24:35Z,4052828251,213,1.9,4052828245,140,33.6,4053452865,178,,4052828249,212,4.7,4052828241,56,Back,4052828247,141,92.9,,,,,,,ecp0v1dxqfjbgy3urnkz5d3o5,João Palhinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511634183,141,1,1,1,18,hzqh7z0mdl3v7gwete66syxp,1,36,97.3,2023-02-24T20:02:02.623Z,2023-02-25T04:24:42Z,4052901631,140,36.2,4052901627,56,Back,4052901639,213,4.8,4053452911,178,,4052901633,141,90.5,4052901635,212,4.6,,,,,,,afcwu800ox2u5zx6xaiygg1qt,Willian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511625617,53,50,1,1,19,hzqh7z0mdl3v7gwete66syxp,1,38.6,89.5,2023-02-24T20:02:03.493Z,2023-02-25T04:24:54Z,4052867731,233,27,4052867387,286,,4052867385,56,Back,,,,,,,,,,,,,,,,ecp0v1dxqfjbgy3urnkz5d3o5,João Palhinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511620699,27,7,1,1,19,b9si1jn1lfxfund69e9ogcu2n,1,61.4,10.5,2023-02-24T20:02:03.498Z,2023-02-25T04:24:49Z,4052867455,233,53,4053250903,383,,4053453035,178,,4052828205,285,,4052828203,56,Right,,,,,,,,,,9rm3r46uzxlmuqnp0jo4danhm,Matheus Cunha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511620703,28,61,1,1,19,b9si1jn1lfxfund69e9ogcu2n,1,62.5,7.3,2023-02-24T20:02:04.132Z,2023-02-25T07:16:08Z,4053453221,178,,4052828219,56,Right,,,,,,,,,,,,,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511772391,1559,61,1,1,20,hzqh7z0mdl3v7gwete66syxp,1,39.2,95.1,2023-02-24T20:02:04.947Z,2023-02-25T07:13:52Z,4053640759,178,,4053640459,56,Back,,,,,,,,,,,,,,,,,,,afcwu800ox2u5zx6xaiygg1qt,Willian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511620729,29,49,1,1,21,b9si1jn1lfxfund69e9ogcu2n,1,59.8,18.2,2023-02-24T20:02:05.720Z,2023-02-25T04:59:18Z,,,,,,,,,,,,,,,,,,,,,,,,,9rm3r46uzxlmuqnp0jo4danhm,Matheus Cunha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511620761,30,1,1,1,23,b9si1jn1lfxfund69e9ogcu2n,1,59.8,18.2,2023-02-24T20:02:07.494Z,2023-02-25T04:25:18Z,4053453485,178,,4052828481,141,23.5,4052828477,56,Back,4052828485,213,3.0,4052828479,140,40.0,4052828483,212,21.1,,,,,,,9rm3r46uzxlmuqnp0jo4danhm,Matheus Cunha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511620797,31,1,1,1,25,b9si1jn1lfxfund69e9ogcu2n,1,40,23.5,2023-02-24T20:02:09.354Z,2023-02-25T04:25:21Z,4052828657,56,Back,4052828661,141,26.0,4052828659,140,45.5,4053453493,178,,4052828663,212,6.0,4052828665,213,0.3,,,,,,,2unorlgh6lxy19g0pgydg65ed,C. Dawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511620867,32,1,1,1,27,b9si1jn1lfxfund69e9ogcu2n,1,48.2,20.4,2023-02-24T20:02:12.053Z,2023-02-25T04:25:24Z,4052828981,212,16.1,4052828977,140,58.5,4053453517,178,,4052828983,213,5.5,4052828979,141,2.9,4052828975,56,Right,,,,,,,8rfgwq7hbi4a3imda845vdyvp,M. Lemina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
