id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/18/value,assist,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2509122063,9,1,1,0,17,a3nyxabgsqlnqfkeg41m6tnpp,1,70.5,90.8,2023-02-18T15:00:59.089Z,2023-02-18T22:23:38Z,4039615935,213,3.2,4039615929,140,58.9,4039615927,56,Left,4039615931,141,90.6,4039615933,212,12.2,4042022841,178,,,,,,,,9wbf00lybk9fqablaqwg5cn2t,İ. Gündoğan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122119,10,1,1,0,18,a3nyxabgsqlnqfkeg41m6tnpp,1,59.1,90.5,2023-02-18T15:01:00.474Z,2023-02-18T22:23:44Z,4039616199,140,57.0,4042023111,178,,4039616205,213,4.5,4039616201,141,73.9,4039616195,56,Center,4039616203,212,11.5,,,,,,,7fmpgkx58o9pivo2bbnxxkt05,Aymeric Laporte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122183,11,1,1,0,20,a3nyxabgsqlnqfkeg41m6tnpp,1,58.2,72.7,2023-02-18T15:01:02.537Z,2023-02-18T22:23:57Z,4039616515,141,44.6,4039616513,140,46.9,4039616511,56,Back,4039616519,213,4.2,4042023405,178,,4039616517,212,22.5,,,,,,,b3974hgsmyff5xtq7qf1onhlh,Bernardo Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122337,12,1,1,0,22,a3nyxabgsqlnqfkeg41m6tnpp,1,46.9,43.6,2023-02-18T15:01:04.936Z,2023-02-18T22:24:02Z,4039617235,213,5.1,4039617227,140,58.4,4039617233,212,29.6,4039617225,56,Right,4039617231,141,3.8,4042023835,178,,,,,,,,e9wu8dcamrtj3ftbx3nmhusid,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122507,13,1,1,0,28,a3nyxabgsqlnqfkeg41m6tnpp,1,66.4,9.1,2023-02-18T15:01:10.084Z,2023-02-18T22:24:10Z,4039618065,212,9.9,4039618067,213,1.5,4039618061,140,67.0,4039618059,56,Center,4039618063,141,23.6,4042024137,178,,,,,,,,693z0rzfh3m0h0wsma9v8c9ux,P. Foden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122557,14,1,1,0,33,a3nyxabgsqlnqfkeg41m6tnpp,1,67.8,4.4,2023-02-18T15:01:14.972Z,2023-02-18T22:24:17Z,4039618363,140,56.3,4039618361,56,Right,4039618369,213,2.9,4039618367,212,12.3,4042024407,178,,4039618365,141,8.2,,,,,,,dqfk7czrayirrvonirtk2mk15,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122601,15,1,1,0,34,a3nyxabgsqlnqfkeg41m6tnpp,1,55.9,14.6,2023-02-18T15:01:16.768Z,2023-02-18T22:24:25Z,4039618575,212,7.4,4039618565,56,Center,4039618573,141,23.3,4039618567,140,60.2,4042024691,178,,4039618577,213,0.9,,,,,,,e9wu8dcamrtj3ftbx3nmhusid,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122663,16,1,1,0,36,a3nyxabgsqlnqfkeg41m6tnpp,1,60.9,17.9,2023-02-18T15:01:18.437Z,2023-02-18T22:24:31Z,4039618833,213,4.8,4039618825,56,Right,4039618831,212,10.0,4039618827,140,61.7,4039618829,141,3.2,4042024889,178,,,,,,,,b3974hgsmyff5xtq7qf1onhlh,Bernardo Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122871,17,1,1,0,37,a3nyxabgsqlnqfkeg41m6tnpp,1,61.1,3.7,2023-02-18T15:01:19.935Z,2023-02-18T22:24:37Z,4039619753,212,7.7,4039619751,141,4.4,4042025155,178,,4039619747,56,Right,4039619749,140,68.4,4039619755,213,0.1,,,,,,,dqfk7czrayirrvonirtk2mk15,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509385125,1016,3,1,0,41,a3nyxabgsqlnqfkeg41m6tnpp,0,68.3,33.1,2023-02-18T15:01:23.241Z,2023-02-18T22:24:46Z,4041009023,56,Center,4041009025,286,,4042025421,178,,4041009027,464,,4041009029,467,25kl6261u9xft9cfvot8aezf9,,,,,,,,,,693z0rzfh3m0h0wsma9v8c9ux,P. Foden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122883,18,4,1,0,42,a3nyxabgsqlnqfkeg41m6tnpp,1,70.2,34.7,2023-02-18T15:01:24.363Z,2023-02-18T22:24:55Z,4039619781,13,,4039619793,265,,4039620413,233,3,4039619789,152,,4039619785,56,Center,4039619795,286,,,,,,,,693z0rzfh3m0h0wsma9v8c9ux,P. Foden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509122975,3,4,1,0,42,1qtaiy11gswx327s0vkibf70n,0,29.8,65.3,2023-02-18T15:01:24.364Z,2023-02-18T22:24:55Z,4039620301,152,,4039620303,265,,4039620465,233,18,4039620297,13,,4039620299,56,Back,4042025739,389,,4039620305,285,,,,,25kl6261u9xft9cfvot8aezf9,J. Colback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124395,19,1,1,1,22,a3nyxabgsqlnqfkeg41m6tnpp,1,72.1,31.3,2023-02-18T15:02:04.193Z,2023-02-18T22:25:00Z,4039627125,155,,4039627131,140,93.2,4039627145,213,0.9,4039627137,141,69.9,4039627141,212,34.3,4039627123,5,,4039627127,152,,4042025835,178,,c2jqa9vozhqu7x79h5rr2n1ed,K. De Bruyne,4039627149,1,4039627129,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124407,20,1,1,1,25,a3nyxabgsqlnqfkeg41m6tnpp,0,97.1,69,2023-02-18T15:02:07.675Z,2023-02-18T22:25:04Z,4039627195,141,53.7,4042025961,178,,4039627203,213,4.8,4039627199,212,10.4,4039627187,56,Center,4039627191,140,98.0,,,,,,,693z0rzfh3m0h0wsma9v8c9ux,P. Foden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124431,4,52,1,1,26,1qtaiy11gswx327s0vkibf70n,1,1.6,47.9,2023-02-18T15:02:08.271Z,2023-02-18T22:25:09Z,4042026125,178,,4041012511,377,,,,,,,,,,,,,,,,,,,,9sme7jykdv8msgfu0nxx6h39x,K. Navas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124583,5,1,1,1,29,1qtaiy11gswx327s0vkibf70n,1,14.2,46.6,2023-02-18T15:02:11.609Z,2023-02-18T22:43:37Z,4039628129,213,6.0,4039628127,212,55.1,4039628167,287,,4039628119,123,,4041013807,189,,4039628123,140,64.0,4039628121,56,Right,4042026235,178,,9sme7jykdv8msgfu0nxx6h39x,K. Navas,4039628131,1,4039628125,141,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124653,6,1,1,1,32,1qtaiy11gswx327s0vkibf70n,0,63.7,19.6,2023-02-18T15:02:14.919Z,2023-02-18T22:25:22Z,4039628399,56,Center,4039628403,140,65.9,4039628411,213,0.9,4042026721,388,,4039628447,286,,4039628441,236,,4039628443,233,21,4039628407,141,23.5,55yy0p6johtu9nxk90zsfctt5,M. Gibbs-White,4039628409,212,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124639,21,74,1,1,33,a3nyxabgsqlnqfkeg41m6tnpp,1,34.6,78.7,2023-02-18T15:02:15.043Z,2023-02-18T22:25:27Z,4039628501,233,6,4042026899,388,,4039628339,285,,4039628333,56,Back,,,,,,,,,,,,,e9wu8dcamrtj3ftbx3nmhusid,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124691,22,49,1,1,34,a3nyxabgsqlnqfkeg41m6tnpp,1,28.9,80.5,2023-02-18T15:02:16.952Z,2023-02-18T22:25:39Z,,,,,,,,,,,,,,,,,,,,,,,,,e9wu8dcamrtj3ftbx3nmhusid,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124759,7,45,1,1,36,1qtaiy11gswx327s0vkibf70n,0,65.2,31.3,2023-02-18T15:02:18.916Z,2023-02-18T22:25:48Z,4039628965,56,Center,4039629369,233,23,4039629443,285,,,,,,,,,,,,,,,,,55yy0p6johtu9nxk90zsfctt5,M. Gibbs-White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124819,23,3,1,1,36,a3nyxabgsqlnqfkeg41m6tnpp,1,34.8,68.7,2023-02-18T15:02:18.916Z,2023-02-18T22:25:48Z,4039629307,233,7,4039629253,56,Back,4042027611,178,,4039629395,286,,4041016483,464,,,,,,,,,,,e9wu8dcamrtj3ftbx3nmhusid,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509616259,2331,67,1,1,38,a3nyxabgsqlnqfkeg41m6tnpp,1,32,68.8,2023-02-18T15:02:20.747Z,2023-02-19T00:25:28Z,4042250835,233,898,,,,,,,,,,,,,,,,,,,,,,e9wu8dcamrtj3ftbx3nmhusid,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509596637,651,43,1,1,38,1qtaiy11gswx327s0vkibf70n,1,0,0,2023-02-18T15:02:20.748Z,2023-02-19T00:17:07Z,4042153375,399,58621,4042250741,144,83,,,,,,,,,,,,,,,,,,,1l228p52d8wdf8qhfxqu8rca,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509616255,898,67,1,1,38,1qtaiy11gswx327s0vkibf70n,0,68,31.2,2023-02-18T15:02:20.748Z,2023-02-19T00:17:14Z,4042250843,233,2331,,,,,,,,,,,,,,,,,,,,,,1l228p52d8wdf8qhfxqu8rca,B. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509124973,24,1,1,1,38,a3nyxabgsqlnqfkeg41m6tnpp,1,29,72,2023-02-18T15:02:20.786Z,2023-02-19T00:25:28Z,4039630071,56,Back,4039630087,140,26.2,4039630111,212,13.7,4039630095,141,91.7,4039630123,213,1.8,4042027813,178,,,,,,,,e9wu8dcamrtj3ftbx3nmhusid,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509125093,25,1,1,1,43,a3nyxabgsqlnqfkeg41m6tnpp,1,24.5,89,2023-02-18T15:02:25.416Z,2023-02-18T22:26:03Z,4039630655,213,3.6,4039630645,56,Back,4042028139,178,,4039630653,212,13.6,4039630651,141,80.6,4039630649,140,12.7,,,,,,,72nph557ee2a9tdky8rvk12vp,J. Grealish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509125205,26,1,1,1,45,a3nyxabgsqlnqfkeg41m6tnpp,1,9.8,75.4,2023-02-18T15:02:27.713Z,2023-02-18T22:26:09Z,4039631195,140,6.2,4039631201,213,4.6,4039631193,56,Back,4039631197,141,38.3,4042028339,178,,4039631199,212,25.5,,,,,,,7fmpgkx58o9pivo2bbnxxkt05,Aymeric Laporte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509125367,27,1,1,1,48,a3nyxabgsqlnqfkeg41m6tnpp,1,7.5,32.8,2023-02-18T15:02:30.230Z,2023-02-18T22:26:14Z,4039631983,140,20.7,4039631981,56,Back,4039631989,213,5.8,4042028475,178,,4039631987,212,15.3,4039631985,141,23.1,,,,,,,23637o19ff0sw18pqv8g96ndh,Ederson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509125639,28,1,1,1,53,a3nyxabgsqlnqfkeg41m6tnpp,1,29.6,29.7,2023-02-18T15:02:35.567Z,2023-02-18T22:26:20Z,4039633237,141,48.5,4042028621,178,,4039633233,140,29.6,4039633229,56,Back,4039633243,213,1.6,4039633241,212,12.8,,,,,,,2t5s4f41jefzuzth0bhcixtcl,Rúben Dias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509125707,29,1,1,2,1,a3nyxabgsqlnqfkeg41m6tnpp,1,46,73.8,2023-02-18T15:02:43.342Z,2023-02-18T22:26:25Z,4039633579,213,1.0,4039633577,212,16.9,4039633573,140,55.3,4039633571,56,Left,4042028725,178,,4039633575,141,94.1,,,,,,,b3974hgsmyff5xtq7qf1onhlh,Bernardo Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509125901,30,1,1,2,2,a3nyxabgsqlnqfkeg41m6tnpp,1,55.3,94.1,2023-02-18T15:02:44.228Z,2023-02-18T22:26:37Z,4039634483,141,94.8,4039634481,140,43.1,4039634489,213,3.1,4039634479,56,Back,4039634485,212,12.8,4042029117,178,,,,,,,,9wbf00lybk9fqablaqwg5cn2t,İ. Gündoğan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126161,31,1,1,2,7,a3nyxabgsqlnqfkeg41m6tnpp,1,42.5,88.6,2023-02-18T15:02:49.473Z,2023-02-18T22:26:42Z,4039635865,213,4.5,4039635855,140,36.7,4039635861,212,28.1,4039635857,141,48.2,4042029337,178,,4039635853,56,Back,,,,,,,7fmpgkx58o9pivo2bbnxxkt05,Aymeric Laporte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126327,32,1,1,2,14,a3nyxabgsqlnqfkeg41m6tnpp,1,60.8,37.1,2023-02-18T15:02:56.869Z,2023-02-18T22:26:51Z,4039636795,140,69.6,4039636801,212,24.3,4039636793,56,Right,4039636807,213,5.1,4042029647,178,,4039636797,141,4.0,,,,,,,2t5s4f41jefzuzth0bhcixtcl,Rúben Dias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126363,33,1,1,2,17,a3nyxabgsqlnqfkeg41m6tnpp,1,65.9,5,2023-02-18T15:02:59.272Z,2023-02-18T22:26:58Z,4039636969,141,8.0,4039636967,140,59.9,4039636971,212,6.6,4042029907,178,,4039636973,213,2.8,4039636965,56,Right,,,,,,,693z0rzfh3m0h0wsma9v8c9ux,P. Foden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126439,34,1,1,2,19,a3nyxabgsqlnqfkeg41m6tnpp,1,59.6,9.2,2023-02-18T15:03:01.098Z,2023-02-18T22:27:15Z,4039637297,140,66.5,4039637293,56,Right,4039637301,141,3.1,4042030251,178,,4039637311,213,5.8,4039637307,212,8.3,,,,,,,e9wu8dcamrtj3ftbx3nmhusid,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126453,35,3,1,2,20,a3nyxabgsqlnqfkeg41m6tnpp,0,67.8,7.6,2023-02-18T15:03:02.094Z,2023-02-18T22:27:37Z,4041018963,465,,4039637377,56,Right,4042031113,178,,4039637381,286,,4039638195,233,8,,,,,,,,,,693z0rzfh3m0h0wsma9v8c9ux,P. Foden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126545,8,7,1,2,20,1qtaiy11gswx327s0vkibf70n,1,32.2,92.4,2023-02-18T15:03:02.459Z,2023-02-18T22:27:45Z,4042031355,178,,4039637885,285,,4041019189,383,,4039638009,233,35,4039637879,56,Back,4042031357,15,,,,,,,,59wmst2hxu6y4zut9a48jxiw9,Renan Lodi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126555,9,49,1,2,22,1qtaiy11gswx327s0vkibf70n,1,32.6,84.5,2023-02-18T15:03:04.060Z,2023-02-18T22:27:54Z,,,,,,,,,,,,,,,,,,,,,,,,,25kl6261u9xft9cfvot8aezf9,J. Colback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126659,10,1,1,2,22,1qtaiy11gswx327s0vkibf70n,1,32.6,84.5,2023-02-18T15:03:04.095Z,2023-02-18T22:28:03Z,4039638515,56,Back,4039638523,213,1.9,4042031783,178,,4039638521,212,7.6,4039638517,140,30.2,4039638519,141,95.0,,,,,,,25kl6261u9xft9cfvot8aezf9,J. Colback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126767,11,1,1,2,26,1qtaiy11gswx327s0vkibf70n,1,20.3,92.9,2023-02-18T15:03:08.822Z,2023-02-18T22:28:16Z,4039639037,140,7.2,4039639039,141,76.7,4042032193,178,,4039639043,213,3.8,4039639041,212,17.6,4039639035,56,Back,,,,,,,59wmst2hxu6y4zut9a48jxiw9,Renan Lodi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126929,12,1,1,2,28,1qtaiy11gswx327s0vkibf70n,0,7.1,77.1,2023-02-18T15:03:10.509Z,2023-02-18T22:28:27Z,4039639809,56,Back,4039639807,157,,4039639819,212,36.0,4042032653,178,,4039639811,140,41.0,4039639823,1,,4039639813,141,84.9,4039639821,213,0.1,f30avgacyfz88ppw9mh8v57md,Felipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126983,36,1,1,2,31,a3nyxabgsqlnqfkeg41m6tnpp,1,57.9,10.4,2023-02-18T15:03:13.217Z,2023-02-18T22:28:43Z,4039640045,56,Right,4042033093,178,,4039640049,141,11.0,4039640047,140,60.9,4039640051,212,3.2,4039640053,213,0.1,4042033095,21,,,,,e9wu8dcamrtj3ftbx3nmhusid,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509126997,37,49,1,2,31,a3nyxabgsqlnqfkeg41m6tnpp,1,61.1,6.5,2023-02-18T15:03:13.681Z,2023-02-18T22:28:52Z,,,,,,,,,,,,,,,,,,,,,,,,,dqfk7czrayirrvonirtk2mk15,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509127331,38,1,1,2,35,a3nyxabgsqlnqfkeg41m6tnpp,1,55.3,1.6,2023-02-18T15:03:17.157Z,2023-02-18T22:29:07Z,4039641713,212,45.4,4042033793,178,,4039641703,56,Back,4039641719,1,,4039641707,140,16.0,4039641717,213,2.7,4039641709,141,29.5,,,,dqfk7czrayirrvonirtk2mk15,Rodri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
