id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,assist,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2449219925,1,34,16,0,0,48gk2hpqtsl6p9sx9kjhaydq4,1,0,0,2022-08-21T12:00:14.084Z,2022-08-21T13:32:28Z,3722861761,59,"1, 25, 21, 8, 5, 14, 20, 12, 19, 7, 11, 4, 10, 13, 23, 30, 33, 37, 42, 43",3722861783,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3722861757,30,"8szyip8c62bier901hmpqc7vt, dn3llv8xjdbbndltfym5ar561, b275i2lg3anqae5lv9gmrzmqx, 4r6jcuotjs6rz8iwu20996z85, 1zumt9vkrqd8d3p3eqtwezi6t, 9ao7l82r1xd2rjnvv5u6plcr9, dkwkmrmpb7rq4e660efcu5hat, 7dbzcwyph2xoljyhaogjo7mcp, 4hmivvhmplqof776e9tbqg251, 8rrcscn29rs1gk8mi1pwpu92i, 6kih58n0fzlod6c792xpey57t, ao2tl1brzen40y5leuuc3b5qt, 7sdbx7mzjxhvofvke9mp26kbu, 9trvbmdwo8fkndwjz9mr1bfmx, 7xlnqr43lvc8coshx65qd5omh, 3ojnucluy7h8fgk2myyo0zx4a, dvks9tdtrt7orsbravvxpz59m, ab2502dhe0p0fr35nf7urjxbe, 7oikovl62nfxs6z54dzd85gx5, 1r5zkfhxkrrgzhd0k0huxtas5",3722861779,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3723095573,197,4773,3722861759,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3722861777,130,8,3722861781,194,4hmivvhmplqof776e9tbqg251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449220075,1,34,16,0,0,9q0arba2kbnywth8bkxlhgmdr,1,0,0,2022-08-21T12:00:27.646Z,2022-08-21T22:42:57Z,3722862483,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3722862487,130,12,3722862481,30,"22s7hpp9k5ihtc2pwiaytdp05, e6jaaazxqeczj6ziaj0qnqpxx, 7c2wnewpcf1idj6ghj6gu0wyd, b1srdmp4cmwl9k768h8a2ixn9, c6pqhaqusk8s1c2m21i5wtrkl, dczrgxyolp7lcz413wkz7ap61, 8nh6qf9i1d0qw7nx4wk25qzth, c83h08n0vnjvfgglyefy03h0p, e9l5r0txzrjbenli05rn3k4wl, ed20ebhqi5c32vbbsze8r6yuh, 9id859f7xnqwj0jazjzkbjzdh, 6j3wbk9xlq4om4m8ih6b3tyvp, 93soe2rjn0z874cc9ofcesgkp, 5e2zgfe3ltc6qbnoqdfshqsph, 7y6f63pj7horkzhdzbge02rqh, 7usl4495egoptlrd762f0arbp, 8r547g1qv706wo9iqr5unfnpx, bvw1jgmhfyc896gfi6uj0skwl, 5ql70wwevaoqpxabylew5f696, f1ma05bi3t1hfbflylx5d9tyh",3722862491,194,9id859f7xnqwj0jazjzkbjzdh,3722862493,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3723087029,197,11560,3722862485,59,"16, 12, 32, 26, 6, 24, 19, 23, 17, 29, 5, 1, 10, 14, 20, 21, 22, 28, 30, 44",3722862489,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449271993,2,32,1,0,0,48gk2hpqtsl6p9sx9kjhaydq4,1,0,0,2022-08-21T13:00:30.011Z,2022-08-21T19:34:12Z,3723102959,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449271983,2,32,1,0,0,9q0arba2kbnywth8bkxlhgmdr,1,0,0,2022-08-21T13:00:30.011Z,2022-08-21T13:00:30Z,3723102917,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449272069,3,1,1,0,0,9q0arba2kbnywth8bkxlhgmdr,1,50.5,50.7,2022-08-21T13:00:30.013Z,2022-08-21T20:19:35Z,3723103189,213,2.7,3723103185,141,61.7,3723103191,279,S,3724732689,178,,3723103183,140,35.1,3723103187,212,17.8,3723103181,56,Back,,,,e9l5r0txzrjbenli05rn3k4wl,R. Sterling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449272095,4,1,1,0,2,9q0arba2kbnywth8bkxlhgmdr,0,35.1,61.7,2022-08-21T13:00:32.893Z,2022-08-21T20:19:38Z,3723103317,56,Right,3724732957,178,,3723103323,212,46.9,3723103329,1,,3723103325,213,5.5,3723103315,155,,3723103319,140,67.6,3723103321,141,14.4,b1srdmp4cmwl9k768h8a2ixn9,K. Koulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449272173,3,4,1,0,5,48gk2hpqtsl6p9sx9kjhaydq4,1,33,83,2022-08-21T13:00:36.003Z,2022-08-21T20:19:44Z,3723103647,152,,3723103653,233,6,3723103639,13,,3723103645,56,Back,3723103649,285,,3723209207,264,,,,,,,,4r6jcuotjs6rz8iwu20996z85,Marc Roca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449272143,6,4,1,0,5,9q0arba2kbnywth8bkxlhgmdr,0,67,17,2022-08-21T13:00:36.004Z,2022-08-21T20:19:44Z,3723103499,13,,3724733445,388,,3723103505,152,,3723103507,286,,3723103503,56,Right,3723103737,264,,3723188241,233,3,,,,ed20ebhqi5c32vbbsze8r6yuh,K. Havertz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449272101,5,43,1,0,7,9q0arba2kbnywth8bkxlhgmdr,1,0,0,2022-08-21T13:00:37.136Z,2022-08-21T13:00:42Z,3723103337,56,Right,3723103585,144,44,3723103339,286,0,,,,,,,,,,,,,,,,ed20ebhqi5c32vbbsze8r6yuh,K. Havertz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449511047,747,1,1,0,14,48gk2hpqtsl6p9sx9kjhaydq4,1,35.3,95.7,2022-08-21T13:00:44.213Z,2022-08-21T20:20:25Z,3724386363,141,86.2,3724386367,213,4.0,3724735323,178,,3724386355,56,Back,3724386359,140,30.3,3724386951,5,,3724386365,212,8.3,3724386953,152,,b275i2lg3anqae5lv9gmrzmqx,P. Struijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449272323,4,1,1,0,19,48gk2hpqtsl6p9sx9kjhaydq4,1,31.9,82.6,2022-08-21T13:00:49.738Z,2022-08-21T20:20:09Z,3723104365,140,24.9,3723104369,141,52.2,3723104373,213,4.4,3724735475,178,,3723104371,212,21.9,3723104361,56,Back,,,,,,,4r6jcuotjs6rz8iwu20996z85,Marc Roca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449272381,5,1,1,0,21,48gk2hpqtsl6p9sx9kjhaydq4,1,24.4,51.8,2022-08-21T13:00:51.275Z,2022-08-21T20:20:50Z,3724735741,178,,3723104639,212,29.5,3723104635,140,29.1,3723104633,56,Back,3723104637,141,9.1,3723104641,213,4.9,,,,,,,1zumt9vkrqd8d3p3eqtwezi6t,R. Koch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449272399,6,1,1,0,23,48gk2hpqtsl6p9sx9kjhaydq4,0,29.1,9.1,2022-08-21T13:00:53.464Z,2022-08-21T20:20:40Z,3723104731,1,,3723104721,141,15.7,3723104711,56,Right,3724738015,178,,3723104729,213,0.1,3723104725,212,32.0,3723104715,140,59.3,,,,dn3llv8xjdbbndltfym5ar561,R. Kristensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449272351,7,8,1,0,25,9q0arba2kbnywth8bkxlhgmdr,1,42.8,82.6,2022-08-21T13:00:55.029Z,2022-08-21T20:21:04Z,3723104495,56,Back,3723593727,384,,3724739593,178,,,,,,,,,,,,,,,,,b1srdmp4cmwl9k768h8a2ixn9,K. Koulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449272365,8,49,1,0,26,9q0arba2kbnywth8bkxlhgmdr,1,54.7,89.1,2022-08-21T13:00:56.311Z,2022-08-21T20:21:10Z,,,,,,,,,,,,,,,,,,,,,,,,,7c2wnewpcf1idj6ghj6gu0wyd,Marc Cucurella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
