id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2509812925,1,34,16,0,0,6eqit8ye8aomdsrrq0hk3v7gh,1,0,0,2023-02-19T13:00:02.134Z,2023-02-19T14:10:42Z,4043300697,194,3vtjjrqof5z2tjj84ehadqc45,4043300695,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4043300693,130,8,4043300687,30,"e00004wkpfc8jawioejmpu1n9, 3f3jcsa7gk6in9fskp9w5a5t5, 7uxt9a7t22ij4reg1uire5uqd, dubi41xs74u89icfnn80vxx3p, a3ms8havadt1y9x381l325txx, b17tkj4ea4jld8yupekcolall, 3vtjjrqof5z2tjj84ehadqc45, 8cho2d1nz18i5o0zt6aysd68l, 604osk9a3lxpfpkavuziqmn6x, 57btqxe5sy3ygzxpp55p4umdx, e5eiuko5p1yms97xndrvcr0bu, bl8667xvrhy0tft8x3lgopomh, 3dph74ixutmbpscaon0b25sl, 84hisj17nuwx4scnizuxap239, cv8egyrq9dlfgeamk6b7fdgq1, 6oq2axbijb2qrhw86l7erxmcq, e1t5rgvs2hwnldts6vn8agzc9, 5wengf05apke7rv3kms186j56, 9fvo9v5e9r0ptibied6ejv3zd, cgm6zre07l5qauif32jtfqsk4",4043300689,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4043300699,197,418,4043300701,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4043300691,59,"1, 20, 23, 17, 2, 6, 8, 15, 10, 27, 49, 12, 19, 22, 25, 28, 29, 36, 39, 73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509813019,1,34,16,0,0,avxknfz4f6ob0rv9dbnxdzde0,1,0,0,2023-02-19T13:00:09.164Z,2023-02-19T14:00:11Z,4043301093,30,"5h2biadv4hd2ntcd7zo2c8639, p87gxg8kc9ta6iipqt5fxmtx, bwai2k262meugz2fj7s2g58iy, 7wu5l9m2kt30c4nifxdi3btg5, dfqpevw7bneap02x7mxo74pgp, 72d5uxwcmvhd6mzthxuvev1sl, 79nno03ww57p02dz5o0g60rqi, 2bkp1lcaxmvwoanxwo0775cdl, 51xwrb0qit04oz9x01p2gghjp, a1yoz8f4985o166nzcyigpj2t, 18paf5a7rfe4kutxjl4cwd695, eo4uva2gnx08xdazfaqzyz2dx, 6v1o4s2acog9guff3folo1jh1, enyatxtjef9lacem6c8cc1mmt, otz9c2ifww514ummo10nfoix, 33p3p5buydosugm9alv57o0r9, 6tma6gvgf6xphc5gm2el35vbp, 8prtj2o0lz1zbzpuw4ah4qhud, bm9qgspytvdwy514kk6ytztg5, egi71rvlclvis07nzbvjhl9m1",4043301095,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4043301101,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4043301097,59,"1, 27, 16, 24, 15, 3, 37, 22, 14, 10, 7, 8, 9, 18, 20, 21, 25, 26, 31, 42",4043301107,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4043301099,130,8,4043301105,197,16498,4043301103,194,a1yoz8f4985o166nzcyigpj2t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509864569,2,32,1,0,0,avxknfz4f6ob0rv9dbnxdzde0,1,0,0,2023-02-19T14:00:40.483Z,2023-02-19T14:00:44Z,4043538603,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509864551,2,32,1,0,0,6eqit8ye8aomdsrrq0hk3v7gh,1,0,0,2023-02-19T14:00:40.483Z,2023-02-19T20:53:23Z,4043538519,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509864629,3,1,1,0,0,6eqit8ye8aomdsrrq0hk3v7gh,1,50,50,2023-02-19T14:00:40.566Z,2023-02-19T20:59:13Z,4043538857,212,24.2,4043538861,279,S,4043538853,141,65.1,4043538849,140,29.1,4045133379,178,,4043538847,56,Back,4043538859,213,2.7,,,,604osk9a3lxpfpkavuziqmn6x,M. Rashford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509864661,4,1,1,0,2,6eqit8ye8aomdsrrq0hk3v7gh,1,29.4,59.7,2023-02-19T14:00:43.331Z,2023-02-19T20:59:17Z,4043538991,141,39.4,4043538989,140,26.4,4043538987,56,Back,4045133457,178,,4043538993,212,14.2,4043538995,213,4.5,,,,,,,b17tkj4ea4jld8yupekcolall,Lisandro Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509864727,5,1,1,0,6,6eqit8ye8aomdsrrq0hk3v7gh,1,26.3,38.2,2023-02-19T14:00:46.495Z,2023-02-19T20:59:19Z,4043539303,141,18.1,4043539299,140,30.7,4043539307,212,14.4,4043539311,213,5.0,4045133551,178,,4043539295,56,Back,,,,,,,a3ms8havadt1y9x381l325txx,V. Lindelöf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509864781,6,1,1,0,8,6eqit8ye8aomdsrrq0hk3v7gh,1,31.3,16.3,2023-02-19T14:00:49.026Z,2023-02-19T20:59:23Z,4043539525,141,26.2,4043539519,155,,4043539527,212,41.6,4045133649,178,,4043539523,140,70.4,4043539521,56,Center,4043539529,213,0.2,4043539531,1,,3f3jcsa7gk6in9fskp9w5a5t5,Diogo Dalot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509864787,7,61,1,0,10,6eqit8ye8aomdsrrq0hk3v7gh,0,70.4,26.2,2023-02-19T14:00:51.001Z,2023-02-19T20:59:27Z,4045133727,178,,4043539567,56,Center,,,,,,,,,,,,,,,,,,,604osk9a3lxpfpkavuziqmn6x,M. Rashford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509864779,3,49,1,0,10,avxknfz4f6ob0rv9dbnxdzde0,1,23.4,85.8,2023-02-19T14:00:51.317Z,2023-02-19T20:59:31Z,,,,,,,,,,,,,,,,,,,,,,,,,dfqpevw7bneap02x7mxo74pgp,H. Souttar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
