id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,assist,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/18/value
2481758235,8,1,1,0,11,e5p0ehyguld7egzhiedpdnc3w,1,26.2,63.9,2022-11-05T15:00:24.035Z,2022-11-06T00:49:58Z,3895633549,212,6.2,3897835793,178,,3895633545,140,30.4,3895633547,141,57.5,3895633551,213,5.5,3895633543,56,Back,,,,,,,jagvvzc7329tf2c64mnc251,L. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481758255,9,1,1,0,12,e5p0ehyguld7egzhiedpdnc3w,1,30.4,57.5,2022-11-05T15:00:25.211Z,2022-11-06T00:50:01Z,3897835837,178,,3895633661,141,69.7,3895633665,213,2.3,3895633657,56,Back,3895633659,140,23.1,3895633663,212,11.3,,,,,,,am6ppbdrbz4ml3xsbty53o73d,A. Mac Allister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481758265,10,1,1,0,14,e5p0ehyguld7egzhiedpdnc3w,1,23.7,65.5,2022-11-05T15:00:27.196Z,2022-11-06T00:50:05Z,3895633713,140,29.7,3895633717,212,9.3,3895633715,141,55.5,3895633719,213,5.5,3897835863,178,,3895633711,56,Back,,,,,,,jagvvzc7329tf2c64mnc251,L. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481758309,11,1,1,0,15,e5p0ehyguld7egzhiedpdnc3w,1,30.4,53,2022-11-05T15:00:28.067Z,2022-11-06T00:50:08Z,3895633883,212,10.4,3897835915,178,,3895633875,140,22.4,3895633871,56,Back,3895633879,141,44.0,3895633887,213,3.8,,,,,,,am6ppbdrbz4ml3xsbty53o73d,A. Mac Allister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481758355,12,1,1,0,18,e5p0ehyguld7egzhiedpdnc3w,1,26.1,41.8,2022-11-05T15:00:31.109Z,2022-11-06T00:50:12Z,3895634141,213,0.5,3895634133,56,Back,3895634137,141,52.5,3895634135,140,38.5,3895634139,212,14.9,3897836001,178,,,,,,,,6o9mxqdmxip6ik6w6zgd7k8ut,A. Webster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481758373,13,1,1,0,19,e5p0ehyguld7egzhiedpdnc3w,1,38.4,52.8,2022-11-05T15:00:32.071Z,2022-11-06T00:50:19Z,3895634205,213,2.0,3895634197,56,Back,3895634201,141,62.6,3895634199,140,35.8,3895634227,156,,3895634203,212,7.2,3897836115,178,,,,,8qwpdf5jof7o6yy47v6iv11hx,L. Trossard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481758405,14,1,1,0,21,e5p0ehyguld7egzhiedpdnc3w,0,31.1,68.8,2022-11-05T15:00:34.073Z,2022-11-06T00:50:23Z,3895634367,213,0.5,3895634365,212,2.1,3895634403,286,,3897836165,178,,3895634361,140,32.8,3895634397,236,,3895634359,56,Back,3895634363,141,70.3,3uc9z96xvain84leorf4ls962,M. Caicedo,3895634399,233,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481758391,3,74,1,0,21,b9si1jn1lfxfund69e9ogcu2n,1,60.4,25.3,2022-11-05T15:00:34.266Z,2022-11-06T00:50:26Z,3895634431,233,14,3895634305,285,,3895634303,56,Center,3897836197,178,,,,,,,,,,,,,,5v5jv44a8y2n7p1tb8jsxt2ei,B. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482172817,1042,67,1,0,23,e5p0ehyguld7egzhiedpdnc3w,1,30.3,74,2022-11-05T15:00:36.212Z,2022-11-06T01:41:22Z,3897863007,233,601,,,,,,,,,,,,,,,,,,,,,,3uc9z96xvain84leorf4ls962,M. Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482172813,601,67,1,0,23,b9si1jn1lfxfund69e9ogcu2n,0,69.7,26,2022-11-05T15:00:36.213Z,2022-11-06T01:14:06Z,3897863015,233,1042,,,,,,,,,,,,,,,,,,,,,,5v5jv44a8y2n7p1tb8jsxt2ei,B. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481758439,15,1,1,0,23,e5p0ehyguld7egzhiedpdnc3w,1,28,74.5,2022-11-05T15:00:36.244Z,2022-11-06T01:41:22Z,3895634573,140,19.5,3895634579,213,3.2,3897836269,178,,3895634569,56,Back,3895634577,212,8.9,3895634575,141,74.2,,,,,,,3uc9z96xvain84leorf4ls962,M. Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481758479,16,1,1,0,25,e5p0ehyguld7egzhiedpdnc3w,1,19.5,75,2022-11-05T15:00:37.526Z,2022-11-06T00:50:38Z,3895634769,141,86.6,3895634765,56,Back,3895634771,212,9.8,3895634767,140,25.1,3895634773,213,0.9,3897836301,178,,,,,,,,jagvvzc7329tf2c64mnc251,L. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481758503,17,1,1,0,28,e5p0ehyguld7egzhiedpdnc3w,1,31.7,95.6,2022-11-05T15:00:40.842Z,2022-11-06T00:50:43Z,3897836339,178,,3895634877,56,Back,3895634881,141,98.9,3895634879,140,35.9,3895634885,213,0.5,3895634883,212,4.9,,,,,,,3uc9z96xvain84leorf4ls962,M. Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481758547,18,1,1,0,29,e5p0ehyguld7egzhiedpdnc3w,1,35.9,98.9,2022-11-05T15:00:41.676Z,2022-11-06T00:50:48Z,3897836395,178,,3895635043,141,93.0,3895635039,56,Back,3895635041,140,39.3,3895635045,212,5.4,3895635047,213,5.4,,,,,,,aititrd343hal6ount0dp5zze,K. Mitoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481758583,19,1,1,0,30,e5p0ehyguld7egzhiedpdnc3w,1,42,94.2,2022-11-05T15:00:43.097Z,2022-11-06T00:50:53Z,3897836459,178,,3895635183,213,3.4,3895635177,140,33.2,3895635175,56,Back,3895635181,212,9.6,3895635179,141,90.5,,,,,,,87g6qlasqe627i5g7ir30j2sp,P. Estupiñán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481758637,20,1,1,0,33,e5p0ehyguld7egzhiedpdnc3w,1,33.7,73.2,2022-11-05T15:00:45.564Z,2022-11-06T00:50:57Z,3895635383,213,3.1,3895635377,140,25.1,3895635375,56,Back,3895635381,212,9.1,3895635379,141,74.1,3897836489,178,,,,,,,,3uc9z96xvain84leorf4ls962,M. Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481758705,21,1,1,0,35,e5p0ehyguld7egzhiedpdnc3w,1,26.3,71.2,2022-11-05T15:00:47.898Z,2022-11-06T00:51:01Z,3895635707,213,4.5,3895635705,212,19.3,3895635699,56,Back,3895635701,140,22.4,3897836541,178,,3895635703,141,43.4,,,,,,,jagvvzc7329tf2c64mnc251,L. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481758737,22,1,1,0,38,e5p0ehyguld7egzhiedpdnc3w,1,22.4,42.4,2022-11-05T15:00:50.955Z,2022-11-06T00:51:04Z,3895635837,56,Back,3897836649,178,,3895635841,141,60.9,3895635839,140,31.4,3895635845,213,0.9,3895635843,212,15.7,,,,,,,6o9mxqdmxip6ik6w6zgd7k8ut,A. Webster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481758859,23,1,1,0,39,e5p0ehyguld7egzhiedpdnc3w,1,31.2,62.4,2022-11-05T15:00:52.236Z,2022-11-06T00:51:08Z,3895636313,140,23.1,3895636315,141,65.1,3895636317,212,8.7,3895636311,56,Back,3897836687,178,,3895636319,213,2.9,,,,,,,3uc9z96xvain84leorf4ls962,M. Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481758941,24,1,1,0,43,e5p0ehyguld7egzhiedpdnc3w,1,24.9,72.7,2022-11-05T15:00:56.157Z,2022-11-06T00:51:11Z,3895636673,212,16.5,3895636669,140,32.1,3895636675,213,1.1,3895636667,56,Back,3897836769,178,,3895636671,141,94.2,,,,,,,jagvvzc7329tf2c64mnc251,L. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759011,25,1,1,0,45,e5p0ehyguld7egzhiedpdnc3w,1,31.7,93.2,2022-11-05T15:00:58.282Z,2022-11-06T00:51:16Z,3895636981,212,10.3,3895636975,56,Back,3895636977,140,40.9,3895636979,141,98.4,3895636983,213,0.4,3897836841,178,,,,,,,,87g6qlasqe627i5g7ir30j2sp,P. Estupiñán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759017,26,3,1,0,51,e5p0ehyguld7egzhiedpdnc3w,0,66.7,89.9,2022-11-05T15:01:04.284Z,2022-11-06T00:51:22Z,3895637015,56,Left,3895637017,286,,3897281115,465,,3897836919,178,,3895637121,233,4,,,,,,,,,,aititrd343hal6ount0dp5zze,K. Mitoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759023,4,7,1,0,51,b9si1jn1lfxfund69e9ogcu2n,0,33.3,10.1,2022-11-05T15:01:04.332Z,2022-11-06T00:51:28Z,3897281297,383,,3895637063,233,26,3895637039,56,Back,3895637041,285,,3897836949,178,,,,,,,,,,,8kw1y8mzxtwl4fv8qkc8hoc7p,Rúben Neves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759037,27,61,1,0,52,e5p0ehyguld7egzhiedpdnc3w,1,67.1,93.6,2022-11-05T15:01:04.518Z,2022-11-06T00:51:34Z,3895637101,56,Left,3897837025,178,,,,,,,,,,,,,,,,,,,,aititrd343hal6ount0dp5zze,K. Mitoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759055,5,49,1,0,52,b9si1jn1lfxfund69e9ogcu2n,1,33,13.1,2022-11-05T15:01:04.956Z,2022-11-06T00:51:42Z,,,,,,,,,,,,,,,,,,,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759077,6,1,1,0,52,b9si1jn1lfxfund69e9ogcu2n,1,30.6,11.4,2022-11-05T15:01:05.070Z,2022-11-06T00:51:46Z,3897837253,178,,3895637241,212,6.6,3895637237,140,26.8,3895637235,56,Back,3895637239,141,3.6,3895637243,213,4.1,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759095,7,1,1,0,55,b9si1jn1lfxfund69e9ogcu2n,1,34.6,3.4,2022-11-05T15:01:07.616Z,2022-11-06T00:51:51Z,3895637323,56,Center,3895637329,212,25.2,3895637325,140,53.6,3897837383,178,,3895637327,141,26.0,3895637331,213,0.7,,,,,,,8kw1y8mzxtwl4fv8qkc8hoc7p,Rúben Neves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759109,8,1,1,0,56,b9si1jn1lfxfund69e9ogcu2n,1,53.8,23.7,2022-11-05T15:01:08.727Z,2022-11-06T00:51:56Z,3895637417,213,3.2,3895637403,56,Back,3895637411,141,22.3,3897837489,178,,3895637453,156,,3895637413,212,10.8,3895637407,140,43.6,,,,dl8x6fzdexn8r0sj65vgcgq8l,Hwang Hee-Chan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482173333,1073,83,1,0,57,e5p0ehyguld7egzhiedpdnc3w,1,57.8,78.9,2022-11-05T15:01:10.407Z,2022-11-06T01:16:07Z,3897865671,399,476502,,,,,,,,,,,,,,,,,,,,,,3uc9z96xvain84leorf4ls962,M. Caicedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759151,9,1,1,0,58,b9si1jn1lfxfund69e9ogcu2n,1,42.9,17.8,2022-11-05T15:01:10.455Z,2022-11-06T00:52:00Z,3895637661,212,10.8,3895637657,140,46.0,3897837537,178,,3895637655,56,Back,3895637659,141,2.7,3895637663,213,5.0,,,,,,,5v5jv44a8y2n7p1tb8jsxt2ei,B. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759155,10,1,1,0,58,b9si1jn1lfxfund69e9ogcu2n,0,45.2,1.5,2022-11-05T15:01:11.380Z,2022-11-06T00:52:05Z,3895637695,140,53.0,3895637697,141,4.0,3895637699,212,8.4,3895637701,213,0.2,3895637693,56,Right,3897837593,178,,,,,,,,7pmigpf4yfi6dfih8e1ogdwb9,Gonçalo Guedes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759167,28,1,1,0,59,e5p0ehyguld7egzhiedpdnc3w,1,47,98.1,2022-11-05T15:01:11.821Z,2022-11-06T00:52:09Z,3895637753,141,96.0,3895637749,140,52.7,3895637761,213,6.0,3897837683,178,,3895637757,212,6.2,3895637743,56,Left,,,,,,,87g6qlasqe627i5g7ir30j2sp,P. Estupiñán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759173,29,49,1,1,0,e5p0ehyguld7egzhiedpdnc3w,1,52.3,95.3,2022-11-05T15:01:13.076Z,2022-11-06T00:52:16Z,,,,,,,,,,,,,,,,,,,,,,,,,8qwpdf5jof7o6yy47v6iv11hx,L. Trossard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759181,30,1,1,1,0,e5p0ehyguld7egzhiedpdnc3w,1,52.3,93.4,2022-11-05T15:01:13.147Z,2022-11-06T00:52:20Z,3895637811,140,56.7,3895637817,213,0.1,3895637809,56,Left,3897837793,178,,3895637813,141,94.2,3895637815,212,4.7,,,,,,,8qwpdf5jof7o6yy47v6iv11hx,L. Trossard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759235,31,1,1,1,1,e5p0ehyguld7egzhiedpdnc3w,1,56,95.4,2022-11-05T15:01:13.602Z,2022-11-06T00:52:23Z,3895638037,212,10.6,3895638035,141,97.9,3897837825,178,,3895638039,213,3.0,3895638031,56,Back,3895638033,140,46.0,,,,,,,aititrd343hal6ount0dp5zze,K. Mitoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759271,32,1,1,1,4,e5p0ehyguld7egzhiedpdnc3w,1,47,92.7,2022-11-05T15:01:16.705Z,2022-11-06T00:52:28Z,3895638273,212,15.2,3895638267,56,Back,3895638271,141,79.8,3897837875,178,,3895638269,140,35.2,3895638275,213,3.8,,,,,,,87g6qlasqe627i5g7ir30j2sp,P. Estupiñán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759359,33,1,1,1,7,e5p0ehyguld7egzhiedpdnc3w,1,34.2,69.4,2022-11-05T15:01:19.418Z,2022-11-06T00:52:32Z,3895638685,212,10.7,3895638683,141,54.8,3895638679,140,30.5,3895638687,213,4.3,3895638675,56,Back,3897837943,178,,,,,,,,jagvvzc7329tf2c64mnc251,L. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759419,34,1,1,1,11,e5p0ehyguld7egzhiedpdnc3w,1,32.8,53.1,2022-11-05T15:01:23.867Z,2022-11-06T00:52:37Z,3895638955,213,1.8,3895638951,141,67.5,3897838031,178,,3895638953,212,10.0,3895638949,140,30.9,3895638947,56,Back,,,,,,,6o9mxqdmxip6ik6w6zgd7k8ut,A. Webster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759473,35,1,1,1,12,e5p0ehyguld7egzhiedpdnc3w,1,25.3,69.4,2022-11-05T15:01:25.139Z,2022-11-06T00:52:42Z,3895639203,56,Back,3895639211,213,3.9,3897838101,178,,3895639209,212,13.1,3895639205,140,16.3,3895639207,141,56.0,,,,,,,jagvvzc7329tf2c64mnc251,L. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759543,36,1,1,1,15,e5p0ehyguld7egzhiedpdnc3w,1,17.9,51.5,2022-11-05T15:01:27.490Z,2022-11-06T00:52:45Z,3895639509,213,5.4,3895639501,56,Back,3895639507,212,13.8,3897838137,178,,3895639505,141,35.7,3895639503,140,26.2,,,,,,,d9yxninyn4bac8f0ufxsnlqll,Robert Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759565,37,1,1,1,16,e5p0ehyguld7egzhiedpdnc3w,1,25.2,36.1,2022-11-05T15:01:29.043Z,2022-11-06T00:52:49Z,3897838161,178,,3895639593,56,Back,3895639599,212,9.8,3895639595,140,30.8,3895639601,213,0.9,3895639597,141,47.6,,,,,,,6o9mxqdmxip6ik6w6zgd7k8ut,A. Webster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759629,38,1,1,1,18,e5p0ehyguld7egzhiedpdnc3w,1,27.9,51.2,2022-11-05T15:01:30.592Z,2022-11-06T00:52:53Z,3897838207,178,,3895639901,141,71.8,3895639893,56,Back,3895639897,140,22.2,3895639905,213,2.0,3895639903,212,15.2,,,,,,,am6ppbdrbz4ml3xsbty53o73d,A. Mac Allister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481759681,39,1,1,1,21,e5p0ehyguld7egzhiedpdnc3w,1,27.2,77.6,2022-11-05T15:01:34.348Z,2022-11-06T00:52:56Z,3895640133,56,Back,3895640141,213,1.0,3895640139,212,16.3,3897838249,178,,3895640135,140,35.6,3895640137,141,97.7,,,,,,,jagvvzc7329tf2c64mnc251,L. Dunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
