id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,qualifier/18/value
2530252343,96,6,1,10,27,b9si1jn1lfxfund69e9ogcu2n,1,93.3,17.4,2023-04-08T14:10:37.077Z,2023-04-08T22:09:39Z,4172315139,233,121,4172315097,75,,4172315095,56,Right,,,,,,,,,,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530252349,121,6,1,10,27,9q0arba2kbnywth8bkxlhgmdr,0,6.7,82.6,2023-04-08T14:10:37.077Z,2023-04-08T22:09:39Z,4172315117,56,Back,4172315161,233,96,4172315119,73,,,,,,,,,,,,,,,,,b1srdmp4cmwl9k768h8a2ixn9,K. Koulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530253889,97,1,1,11,24,b9si1jn1lfxfund69e9ogcu2n,1,99.6,0.1,2023-04-08T14:11:34.788Z,2023-04-08T22:09:49Z,4172322769,212,5.5,4174232885,178,,4172322761,56,Right,4172322765,140,94.9,4172322771,213,2.7,4172322757,6,,4172322767,141,3.8,4173825795,189,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530540195,765,3,1,11,28,b9si1jn1lfxfund69e9ogcu2n,1,90.8,8.7,2023-04-08T14:11:37.824Z,2023-04-08T22:09:57Z,4173826601,286,,4174233101,178,,4174147803,233,964,4173826599,56,Right,4173826661,464,,,,,,,,,,,50y6nq2eok9lnmldevkamkkwl,Daniel Podence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530540199,964,45,1,11,28,9q0arba2kbnywth8bkxlhgmdr,0,9.2,91.3,2023-04-08T14:11:37.824Z,2023-04-08T22:09:57Z,4173826617,285,,4173826615,56,Back,4174147811,233,765,,,,,,,,,,,,,,,,4z60ztggqxzfbp8w9ijoqefop,João Félix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530253957,98,1,1,11,29,b9si1jn1lfxfund69e9ogcu2n,1,89.6,10.7,2023-04-08T14:11:39.080Z,2023-04-08T22:10:02Z,4172323043,212,12.5,4172323045,213,1.3,4172323041,141,28.6,4172323037,56,Center,4174233243,178,,4172323039,140,92.5,,,,,,,50y6nq2eok9lnmldevkamkkwl,Daniel Podence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530253969,99,1,1,11,32,b9si1jn1lfxfund69e9ogcu2n,1,97.7,23.7,2023-04-08T14:11:41.933Z,2023-04-08T22:10:07Z,4172323097,212,7.3,4174233361,178,,4172323099,213,4.3,4172323095,141,14.0,4172323093,140,94.7,4172323091,56,Right,,,,,,,5hu4oy1jz8k1c3ajuiueoo2ga,João Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530253999,100,1,1,11,32,b9si1jn1lfxfund69e9ogcu2n,0,95.1,14.7,2023-04-08T14:11:42.728Z,2023-04-08T22:10:12Z,4172323227,213,1.5,4173827719,224,,4173827721,20,,4172323205,155,,4172323225,212,23.0,4172323203,2,,4172323223,141,48.4,4172323219,140,96.3,50y6nq2eok9lnmldevkamkkwl,Daniel Podence,4174233491,178,,4172323211,56,,,,,,Center,,,,,,,,,,,,,,,,,,,,,,,
2530254037,122,12,1,11,34,9q0arba2kbnywth8bkxlhgmdr,1,3.7,55.9,2023-04-08T14:11:43.858Z,2023-04-08T22:10:16Z,4172323383,56,Back,4172323385,140,24.2,4172323391,213,0.5,4174233581,388,,4172323389,212,25.0,4172323417,15,,4172323387,141,74.7,,,,b1srdmp4cmwl9k768h8a2ixn9,K. Koulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530254053,101,1,1,11,36,b9si1jn1lfxfund69e9ogcu2n,0,80.5,24.9,2023-04-08T14:11:45.999Z,2023-04-08T22:10:20Z,4172323479,212,11.7,4174233669,178,,4172323475,140,77.0,4172323473,56,Center,4172323481,213,1.9,4172323477,141,41.2,,,,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530254091,123,61,1,11,37,9q0arba2kbnywth8bkxlhgmdr,0,25.1,61.3,2023-04-08T14:11:46.976Z,2023-04-08T22:10:26Z,4174233841,178,,4172323621,56,Back,,,,,,,,,,,,,,,,,,,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530254163,102,1,1,11,38,b9si1jn1lfxfund69e9ogcu2n,0,76,49.3,2023-04-08T14:11:47.995Z,2023-04-08T22:10:28Z,4174233903,178,,4172323941,140,92.4,4172323945,212,17.7,4172323943,141,43.6,4172323937,155,,4172323939,56,Center,4172323947,213,6.1,,,,29f3jvukalzylzr19t9phgxgq,Toti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530254195,124,52,1,11,40,9q0arba2kbnywth8bkxlhgmdr,1,7.2,54.2,2023-04-08T14:11:50.669Z,2023-04-08T22:10:33Z,4173829291,378,,4174234013,388,,,,,,,,,,,,,,,,,,,,6j3wbk9xlq4om4m8ih6b3tyvp,Kepa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530254329,125,1,1,11,43,9q0arba2kbnywth8bkxlhgmdr,0,14.3,49.6,2023-04-08T14:11:53.033Z,2023-04-08T22:10:36Z,4172324653,212,58.9,4172324655,213,0.3,4172324647,56,Center,4172324651,141,78.2,4172324657,1,,4172324645,199,,4172324649,140,67.2,,,,6j3wbk9xlq4om4m8ih6b3tyvp,Kepa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530254331,103,61,1,11,46,b9si1jn1lfxfund69e9ogcu2n,1,33.7,31.6,2023-04-08T14:11:56.445Z,2023-04-08T22:10:42Z,4172324663,56,Back,4174234327,178,,4174234325,15,,,,,,,,,,,,,,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530254367,104,49,1,11,48,b9si1jn1lfxfund69e9ogcu2n,1,27.5,44.9,2023-04-08T14:11:58.743Z,2023-04-08T22:10:47Z,,,,,,,,,,,,,,,,,,,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530254469,105,1,1,11,48,b9si1jn1lfxfund69e9ogcu2n,1,27.5,46,2023-04-08T14:11:58.810Z,2023-04-08T22:10:50Z,4172325327,140,8.0,4172325331,141,43.4,4172325323,56,Back,4172325333,212,20.6,4172325335,213,3.2,4174234499,178,,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530254587,106,1,1,11,54,b9si1jn1lfxfund69e9ogcu2n,1,10.4,39.5,2023-04-08T14:12:04.559Z,2023-04-08T22:10:54Z,4172325837,140,22.5,4172325849,213,5.5,4172325845,212,17.5,4172325841,141,21.9,4172325835,56,Back,4174234603,178,,,,,,,,71rob1lsnmdviy1siakkzpqdx,José Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530254595,107,61,1,11,57,b9si1jn1lfxfund69e9ogcu2n,0,25.2,3.8,2023-04-08T14:12:07.441Z,2023-04-08T22:11:22Z,4174234883,178,,4172325901,56,Back,,,,,,,,,,,,,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530541203,965,56,1,11,58,9q0arba2kbnywth8bkxlhgmdr,1,0,0,2023-04-08T14:12:08.805Z,2023-04-08T22:11:30Z,4173831653,56,Left,,,,,,,,,,,,,,,,,,,,,,ed20ebhqi5c32vbbsze8r6yuh,K. Havertz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530254603,108,5,1,11,59,b9si1jn1lfxfund69e9ogcu2n,0,28,-1,2023-04-08T14:12:09.395Z,2023-04-08T22:11:34Z,4172325955,56,Back,4172325957,347,,4172327193,233,126,,,,,,,,,,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530254843,126,5,1,11,59,9q0arba2kbnywth8bkxlhgmdr,1,72,101,2023-04-08T14:12:09.395Z,2023-04-08T22:11:34Z,4172327117,347,,4172327113,56,Left,4172327187,233,108,,,,,,,,,,,,,,,,6j3wbk9xlq4om4m8ih6b3tyvp,Kepa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530254881,127,1,1,12,12,9q0arba2kbnywth8bkxlhgmdr,1,67.4,100,2023-04-08T14:12:21.829Z,2023-04-08T22:11:40Z,4172327303,56,Left,4172327301,107,,4172327311,141,95.9,4172327315,212,8.9,4172327307,140,59.7,4172327317,213,3.6,,,,,,,7c2wnewpcf1idj6ghj6gu0wyd,Marc Cucurella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530254949,128,1,1,12,13,9q0arba2kbnywth8bkxlhgmdr,1,56,95.5,2023-04-08T14:12:23.800Z,2023-04-08T22:11:45Z,4174235881,178,,4172327691,141,86.0,4172327689,140,40.6,4172327695,212,17.4,4172327687,56,Back,4172327701,213,3.5,,,,,,,ehopba709zukxj4vgcync942d,M. Kovačić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530255055,129,1,1,12,16,9q0arba2kbnywth8bkxlhgmdr,1,37.2,76.1,2023-04-08T14:12:26.572Z,2023-04-08T22:11:52Z,4174235997,178,,4172328225,212,21.7,4172328219,56,Back,4172328223,141,44.4,4172328221,140,39.3,4172328227,213,4.8,,,,,,,b1srdmp4cmwl9k768h8a2ixn9,K. Koulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530255089,130,1,1,12,22,9q0arba2kbnywth8bkxlhgmdr,1,56,27.4,2023-04-08T14:12:32.017Z,2023-04-08T22:12:00Z,4172328389,213,6.0,4172328385,141,24.3,4172328383,140,63.7,4172328381,56,Center,4172328387,212,8.4,4174236245,178,,,,,,,,7yirx71oya71zjsgldj5ucqcq,W. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530255137,131,1,1,12,22,9q0arba2kbnywth8bkxlhgmdr,1,63.7,24.3,2023-04-08T14:12:32.583Z,2023-04-08T22:12:03Z,4172328587,212,10.4,4172328589,213,2.8,4172328577,56,Center,4172328581,140,54.3,4172328583,141,29.2,4174236301,178,,,,,,,,c83h08n0vnjvfgglyefy03h0p,C. Gallagher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530255171,132,1,1,12,23,9q0arba2kbnywth8bkxlhgmdr,1,54.3,29.2,2023-04-08T14:12:33.762Z,2023-04-08T22:12:09Z,4172328795,56,Back,4172328799,141,11.9,4172328803,213,3.9,4172328801,212,16.3,4172328797,140,43.5,4174236501,178,,,,,,,,7yirx71oya71zjsgldj5ucqcq,W. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530255299,133,1,1,12,26,9q0arba2kbnywth8bkxlhgmdr,1,43.5,11.9,2023-04-08T14:12:35.964Z,2023-04-08T22:12:14Z,4174236635,178,,4172329349,56,Back,4172329357,213,1.6,4172329355,212,10.1,4172329353,141,26.8,4172329351,140,43.3,,,,,,,dczrgxyolp7lcz413wkz7ap61,R. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530255349,134,1,1,12,29,9q0arba2kbnywth8bkxlhgmdr,1,39.3,33.8,2023-04-08T14:12:39.388Z,2023-04-08T22:12:19Z,4172329569,212,22.9,4172329565,140,39.9,4172329563,56,Back,4174236711,178,,4172329571,213,1.5,4172329567,141,67.4,,,,,,,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530255387,135,1,1,12,32,9q0arba2kbnywth8bkxlhgmdr,1,39.9,67.4,2023-04-08T14:12:42.154Z,2023-04-08T22:12:23Z,4172329767,141,52.2,4172329771,213,5.0,4174236761,178,,4172329765,140,42.6,4172329763,56,Back,4172329769,212,10.7,,,,,,,b1srdmp4cmwl9k768h8a2ixn9,K. Koulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530255433,136,1,1,12,33,9q0arba2kbnywth8bkxlhgmdr,1,43.7,52.2,2023-04-08T14:12:43.515Z,2023-04-08T22:12:27Z,4172329995,213,0.1,4172329991,212,14.4,4172329983,140,57.3,4172329985,141,54.5,4172329981,56,Center,4174236827,178,,,,,,,,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530255461,137,1,1,12,35,9q0arba2kbnywth8bkxlhgmdr,1,57.3,54.5,2023-04-08T14:12:44.901Z,2023-04-08T22:12:34Z,4172330127,213,6.0,4174236987,178,,4172330125,212,7.8,4172330119,56,Center,4172330123,141,51.8,4172330121,140,64.5,,,,,,,4z60ztggqxzfbp8w9ijoqefop,João Félix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530255487,138,1,1,12,35,9q0arba2kbnywth8bkxlhgmdr,0,64.5,51.8,2023-04-08T14:12:45.471Z,2023-04-08T22:12:42Z,4172330261,141,48.9,4172330263,212,3.9,4172330265,213,3.7,4172330253,56,Center,4174237175,178,,4172330257,140,61.3,,,,,,,ed20ebhqi5c32vbbsze8r6yuh,K. Havertz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530255495,109,49,1,12,36,b9si1jn1lfxfund69e9ogcu2n,1,39.5,53.3,2023-04-08T14:12:46.016Z,2023-04-08T22:12:45Z,,,,,,,,,,,,,,,,,,,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530255559,110,1,1,12,36,b9si1jn1lfxfund69e9ogcu2n,1,39.5,53.4,2023-04-08T14:12:46.057Z,2023-04-08T22:12:48Z,4172330569,140,22.4,4174237299,178,,4172330571,141,50.3,4172330573,212,18.1,4172330575,213,3.3,4172330567,56,Back,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530255623,111,1,1,12,39,b9si1jn1lfxfund69e9ogcu2n,1,22.4,50.3,2023-04-08T14:12:49.051Z,2023-04-08T22:12:50Z,4172330889,56,Back,4172330891,140,4.1,4172330893,141,50.9,4172330895,212,19.2,4174237361,178,,4172330897,213,3.1,,,,,,,2unorlgh6lxy19g0pgydg65ed,C. Dawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530255701,112,1,1,12,42,b9si1jn1lfxfund69e9ogcu2n,1,5,52.4,2023-04-08T14:12:51.978Z,2023-04-08T22:12:57Z,4172331271,212,15.9,4172331275,213,1.0,4174237573,178,,4172331269,141,72.0,4172331261,56,Back,4172331265,140,13.2,,,,,,,71rob1lsnmdviy1siakkzpqdx,José Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530255817,113,1,1,12,44,b9si1jn1lfxfund69e9ogcu2n,1,13,70.5,2023-04-08T14:12:54.673Z,2023-04-08T22:13:03Z,4172331849,213,4.2,4172331841,56,Back,4174237711,178,,4172331845,141,46.9,4172331843,140,3.8,4172331847,212,18.7,,,,,,,2nz313c0ot91untg011l3pc6h,M. Kilman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530255937,114,1,1,12,48,b9si1jn1lfxfund69e9ogcu2n,1,8.2,39.4,2023-04-08T14:12:58.588Z,2023-04-08T22:13:09Z,4172332457,56,Back,4172332461,141,13.7,4172332463,212,21.5,4174237883,178,,4172332465,213,5.3,4172332459,140,20.1,,,,,,,71rob1lsnmdviy1siakkzpqdx,José Sá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530255995,115,1,1,12,53,b9si1jn1lfxfund69e9ogcu2n,1,22.8,14.1,2023-04-08T14:13:03.490Z,2023-04-08T22:13:14Z,4174238027,178,,4172332753,213,1.3,4172332747,140,24.8,4172332751,212,6.7,4172332749,141,23.4,4172332745,56,Back,,,,,,,2unorlgh6lxy19g0pgydg65ed,C. Dawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530256025,116,1,1,12,55,b9si1jn1lfxfund69e9ogcu2n,1,24.8,23.3,2023-04-08T14:13:04.884Z,2023-04-08T22:13:19Z,4172332883,140,24.5,4172332881,56,Back,4172332893,213,4.7,4172332891,212,10.5,4172332887,141,7.9,4174238125,178,,,,,,,,5hu4oy1jz8k1c3ajuiueoo2ga,João Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530256081,117,1,1,12,57,b9si1jn1lfxfund69e9ogcu2n,1,25.9,6.4,2023-04-08T14:13:06.978Z,2023-04-08T22:13:25Z,4172333199,56,Back,4172333207,213,1.8,4174238303,178,,4172333205,212,14.7,4172333203,141,27.3,4172333201,140,22.2,,,,,,,2unorlgh6lxy19g0pgydg65ed,C. Dawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530256207,118,1,1,12,59,b9si1jn1lfxfund69e9ogcu2n,1,25.3,29.8,2023-04-08T14:13:08.827Z,2023-04-08T22:13:28Z,4172333837,140,24.4,4172333841,212,25.9,4172333843,213,1.6,4174238369,178,,4172333835,56,Back,4172333839,141,67.8,,,,,,,5hu4oy1jz8k1c3ajuiueoo2ga,João Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530256305,119,1,1,13,5,b9si1jn1lfxfund69e9ogcu2n,0,38,66.1,2023-04-08T14:13:15.005Z,2023-04-08T22:13:38Z,4172334349,140,95.5,4174238581,178,,4172334345,196,,4172334357,1,,4172334343,155,,4172334351,141,0.0,4172334347,56,Right,4172334355,213,5.6,2nz313c0ot91untg011l3pc6h,M. Kilman,4172334353,212,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530256313,120,5,1,13,10,b9si1jn1lfxfund69e9ogcu2n,0,94.5,-2,2023-04-08T14:13:20.676Z,2023-04-08T22:13:46Z,4172337105,233,139,4172334395,347,,4172334393,56,Right,,,,,,,,,,,,,,,,2nz313c0ot91untg011l3pc6h,M. Kilman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530256809,139,5,1,13,10,9q0arba2kbnywth8bkxlhgmdr,1,5.5,102,2023-04-08T14:13:20.676Z,2023-04-08T22:13:45Z,4172337001,56,Back,4172337003,347,,4172337061,233,120,,,,,,,,,,,,,,,,7c2wnewpcf1idj6ghj6gu0wyd,Marc Cucurella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530256829,140,1,1,13,36,9q0arba2kbnywth8bkxlhgmdr,1,10.7,100,2023-04-08T14:13:46.350Z,2023-04-08T22:13:51Z,4172337131,141,91.6,4172337125,107,,4172337133,212,7.8,4172337135,213,4.3,4172337129,140,7.5,4172337127,56,Back,,,,,,,7c2wnewpcf1idj6ghj6gu0wyd,Marc Cucurella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530256843,141,1,1,13,37,9q0arba2kbnywth8bkxlhgmdr,1,7.5,91.6,2023-04-08T14:13:47.211Z,2023-04-08T22:13:56Z,4172337217,212,4.6,4174238951,178,,4172337219,213,0.8,4172337211,56,Back,4172337213,140,10.5,4172337215,141,96.5,,,,,,,1zxwich342p8fholev7ddkwh6,E. Fernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530625383,1668,67,1,13,38,9q0arba2kbnywth8bkxlhgmdr,1,11.6,98.1,2023-04-08T14:13:48.357Z,2023-04-08T23:06:16Z,4174278795,233,1198,,,,,,,,,,,,,,,,,,,,,,7c2wnewpcf1idj6ghj6gu0wyd,Marc Cucurella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530625379,1198,67,1,13,38,b9si1jn1lfxfund69e9ogcu2n,0,88.4,1.9,2023-04-08T14:13:48.358Z,2023-04-08T22:44:07Z,4174278811,233,1668,,,,,,,,,,,,,,,,,,,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530256853,142,1,1,13,38,9q0arba2kbnywth8bkxlhgmdr,0,11,96,2023-04-08T14:13:48.367Z,2023-04-08T23:06:16Z,4172337251,56,Back,4172337253,140,13.1,4172337255,141,96.0,4172337259,213,0,4172338229,286,,4174239027,178,,4172338223,236,,4172338225,233,122,7c2wnewpcf1idj6ghj6gu0wyd,Marc Cucurella,4172337257,212,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530256995,122,74,1,13,38,b9si1jn1lfxfund69e9ogcu2n,1,91.3,2.2,2023-04-08T14:13:48.380Z,2023-04-08T22:43:48Z,4172338237,233,142,4172337943,285,,4172337941,56,Right,4174239117,178,,,,,,,,,,,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530257005,123,5,1,13,39,b9si1jn1lfxfund69e9ogcu2n,0,87.7,-1.8,2023-04-08T14:13:48.860Z,2023-04-08T22:14:44Z,4172337989,347,,4172338105,233,143,4172337987,56,Right,,,,,,,,,,,,,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530257001,143,5,1,13,39,9q0arba2kbnywth8bkxlhgmdr,1,12.3,101.8,2023-04-08T14:13:48.860Z,2023-04-08T22:14:44Z,4172337963,347,,4172337961,56,Back,4172338043,233,123,,,,,,,,,,,,,,,,c83h08n0vnjvfgglyefy03h0p,C. Gallagher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530257263,144,1,1,13,52,9q0arba2kbnywth8bkxlhgmdr,0,16.3,100,2023-04-08T14:14:02.232Z,2023-04-08T22:14:50Z,4172339187,141,95.3,4172339189,212,18.2,4172339191,213,6.0,4172339185,140,33.1,4172339183,56,Back,4172339181,107,,,,,,,,7c2wnewpcf1idj6ghj6gu0wyd,Marc Cucurella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530257281,124,44,1,13,53,b9si1jn1lfxfund69e9ogcu2n,1,66,3.2,2023-04-08T14:14:03.701Z,2023-04-08T23:06:17Z,4172339277,286,,4172339353,233,145,4172339275,56,Right,,,,,,,,,,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530257275,145,44,1,13,53,9q0arba2kbnywth8bkxlhgmdr,0,34,96.8,2023-04-08T14:14:03.702Z,2023-04-08T22:14:56Z,4172339239,285,,4172339237,56,Back,4172339375,233,124,,,,,,,,,,,,,,,,4z60ztggqxzfbp8w9ijoqefop,João Félix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530257307,125,1,1,13,53,b9si1jn1lfxfund69e9ogcu2n,1,65,1.7,2023-04-08T14:14:03.711Z,2023-04-08T23:06:17Z,4172339419,140,70.4,4172339415,3,,4172339417,56,Right,4174240435,388,,4172339425,213,0.5,4172339423,212,6.4,4172339421,141,6.2,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530257311,126,49,1,13,54,b9si1jn1lfxfund69e9ogcu2n,1,71.1,4.9,2023-04-08T14:14:04.733Z,2023-04-08T22:15:03Z,,,,,,,,,,,,,,,,,,,,,,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530257335,127,50,1,13,56,b9si1jn1lfxfund69e9ogcu2n,1,76.2,4.3,2023-04-08T14:14:05.905Z,2023-04-08T22:15:07Z,4172339569,286,,4172339911,233,146,4172339565,56,Right,,,,,,,,,,,,,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530257383,146,7,1,13,56,9q0arba2kbnywth8bkxlhgmdr,0,23.8,95.7,2023-04-08T14:14:06.186Z,2023-04-08T22:15:11Z,4172339785,56,Back,4172339857,233,127,4174240711,178,,4173837525,383,,4172339787,285,,,,,,,,,,,7c2wnewpcf1idj6ghj6gu0wyd,Marc Cucurella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530257377,128,50,1,13,58,b9si1jn1lfxfund69e9ogcu2n,1,82.4,2.5,2023-04-08T14:14:07.828Z,2023-04-08T22:15:17Z,4172340141,233,147,4172339753,56,Right,4172339755,286,,,,,,,,,,,,,,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530257411,147,7,1,13,58,9q0arba2kbnywth8bkxlhgmdr,1,17.6,97.5,2023-04-08T14:14:07.850Z,2023-04-08T22:15:23Z,4174240921,178,,4172340119,233,128,4173837723,385,,4172340017,56,Back,4172340019,285,,4172340015,167,,,,,,,,7c2wnewpcf1idj6ghj6gu0wyd,Marc Cucurella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530257801,129,5,1,13,58,b9si1jn1lfxfund69e9ogcu2n,1,82.1,-1.6,2023-04-08T14:14:08.394Z,2023-04-08T22:15:28Z,4172342049,56,Right,4172342051,347,,4172342077,233,148,,,,,,,,,,,,,,,,3trkre1c81pzretsjsi8jk6sq,Matheus Nunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530257423,148,5,1,13,58,9q0arba2kbnywth8bkxlhgmdr,0,17.9,101.6,2023-04-08T14:14:08.394Z,2023-04-08T22:15:28Z,4172342115,233,129,4172340087,347,,4172340085,56,Back,,,,,,,,,,,,,,,,7c2wnewpcf1idj6ghj6gu0wyd,Marc Cucurella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530257865,130,1,1,14,16,b9si1jn1lfxfund69e9ogcu2n,1,85.6,0,2023-04-08T14:14:26.299Z,2023-04-08T22:15:40Z,4172342393,140,96.1,4172342395,141,4.3,4172342391,56,Right,4172342389,107,,4172342399,213,0.3,4172342397,212,11.7,,,,,,,3fhoof7n4sjaizvotcmypb9at,Nélson Semedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
