id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/8/value,qualifier/9/value,keyPass,qualifier/10/value,qualifier/13/value,qualifier/16/value,qualifier/14/value,qualifier/18/value
2472053741,5,1,1,0,23,1pse9ta7a45pi2w2grjim70ge,0,19,100,2022-10-15T14:00:59.591Z,2022-10-15T22:19:46Z,3844382677,213,6.0,3844382675,212,19.9,3844382673,141,93.5,3844382669,56,Back,3844382667,107,,3844382671,140,37.4,,,,,,,80bmtj7l07ohb2h475w955n9,A. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472053829,7,1,1,0,24,hzqh7z0mdl3v7gwete66syxp,1,63.9,7.3,2022-10-15T14:01:01.135Z,2022-10-15T22:19:53Z,3844383029,140,74.0,3844383027,56,Right,3844383033,212,13.9,3844383039,213,0.7,3844383031,141,20.6,3846970331,178,,3844383025,3,,,,,ch8dgambei1xbzmikkglg3c9h,B. De Cordova-Reid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472053851,8,44,1,0,26,hzqh7z0mdl3v7gwete66syxp,1,71.3,24.2,2022-10-15T14:01:02.719Z,2022-10-15T23:08:45Z,3844383127,286,,3844383179,233,6,3844383125,56,Center,,,,,,,,,,,,,,,,b27pmpcvny40pkcx87tdddsyd,A. Mitrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472053837,6,44,1,0,26,1pse9ta7a45pi2w2grjim70ge,0,28.7,75.8,2022-10-15T14:01:02.720Z,2022-10-15T22:20:02Z,3844383071,56,Back,3844383203,233,8,3844383073,285,,,,,,,,,,,,,,,,,djelmk2oafas355n2u0d1bumt,L. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472053889,9,1,1,0,26,hzqh7z0mdl3v7gwete66syxp,0,73.9,20.6,2022-10-15T14:01:02.831Z,2022-10-15T23:08:45Z,3844383265,3,,3844383275,213,1.9,3844383273,212,10.1,3844383267,56,Center,3846970623,388,,3844383271,141,34.9,3844383269,140,71.2,,,,b27pmpcvny40pkcx87tdddsyd,A. Mitrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472054001,7,1,1,0,27,1pse9ta7a45pi2w2grjim70ge,1,33,56.6,2022-10-15T14:01:04.248Z,2022-10-15T22:20:12Z,3844383873,140,19.1,3844383875,141,29.8,3846970753,178,,3844383877,212,23.3,3844383879,213,4.0,3844383871,56,Back,,,,,,,cr4c6htcw2jewsvboj6s8p045,R. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472054093,8,1,1,0,32,1pse9ta7a45pi2w2grjim70ge,1,14.8,27.8,2022-10-15T14:01:08.803Z,2022-10-15T22:20:20Z,3846970971,178,,3844384351,141,35.8,3844384349,140,12.5,3844384355,213,2.0,3844384353,212,6.0,3844384347,56,Back,,,,,,,y51k2gwbs4xmkao0mnaaa76d,R. Fredericks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472054275,9,1,1,0,35,1pse9ta7a45pi2w2grjim70ge,1,14.7,37.4,2022-10-15T14:01:12.479Z,2022-10-15T22:20:24Z,3844385307,141,64.7,3844385309,212,19.4,3844385303,56,Back,3844385305,140,9.4,3846971093,178,,3844385311,213,1.9,,,,,,,bvlkh4zxfuo5frhj7ogpnecbt,C. Mepham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472054431,10,1,1,0,42,1pse9ta7a45pi2w2grjim70ge,1,15.8,50.3,2022-10-15T14:01:18.581Z,2022-10-15T22:20:27Z,3846971165,178,,3844386129,140,12.4,3844386133,212,17.1,3844386127,56,Back,3844386135,213,4.5,3844386131,141,25.7,,,,,,,95pzsjfh0wf6isp6qpf9lddyh,M. Senesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472054547,11,1,1,0,46,1pse9ta7a45pi2w2grjim70ge,1,14.8,28,2022-10-15T14:01:22.895Z,2022-10-15T22:20:31Z,3844386665,56,Back,3846971251,178,,3844386673,212,18.7,3844386667,140,11.8,3844386671,141,55.1,3844386677,213,1.7,,,,,,,bvlkh4zxfuo5frhj7ogpnecbt,C. Mepham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472054623,12,1,1,0,50,1pse9ta7a45pi2w2grjim70ge,1,14.9,61.1,2022-10-15T14:01:26.607Z,2022-10-15T22:20:45Z,3844387015,140,14.0,3846971501,178,,3844387023,212,13.4,3844387021,141,80.7,3844387011,56,Back,3844387027,213,1.6,,,,,,,95pzsjfh0wf6isp6qpf9lddyh,M. Senesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472054791,13,1,1,0,52,1pse9ta7a45pi2w2grjim70ge,1,14.2,82.5,2022-10-15T14:01:29.111Z,2022-10-15T22:20:54Z,3844387851,141,96.3,3844387849,140,30.3,3844387853,212,19.3,3844387847,56,Back,3844387855,213,0.5,3846971737,178,,,,,,,,80bmtj7l07ohb2h475w955n9,A. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472054851,14,1,1,0,56,1pse9ta7a45pi2w2grjim70ge,0,51.1,96.6,2022-10-15T14:01:33.051Z,2022-10-15T22:21:01Z,3844388083,56,Left,3846971851,178,,3844388085,140,61.8,3844388093,213,5.7,3844388087,141,85.8,3844388089,212,13.4,,,,,,,b3gobhr43y8oxpafvp4f8rgmh,M. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472054841,10,61,1,0,56,hzqh7z0mdl3v7gwete66syxp,1,37.8,17.6,2022-10-15T14:01:33.354Z,2022-10-15T22:21:09Z,3844388037,56,Back,3846972043,178,,3846972041,21,,,,,,,,,,,,,,,,,a9k2946gt4hcqw8jpi6ow3jdh,H. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472055067,15,1,1,1,0,1pse9ta7a45pi2w2grjim70ge,1,90.4,76.4,2022-10-15T14:01:37.225Z,2022-10-15T22:21:24Z,3844388993,140,98.0,3844388997,212,9.7,3844388995,141,68.3,3846972425,178,,3844388991,56,Center,3844388999,213,5.7,,,,,,,dvj6rdi2k0td95oxldbj6e28l,D. Solanke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472055129,16,1,1,1,2,1pse9ta7a45pi2w2grjim70ge,1,98,68.3,2022-10-15T14:01:38.820Z,2022-10-15T22:21:49Z,3844389353,212,9.3,3844396265,210,16,3844389355,213,3.7,3844389671,195,,3846972683,178,,3844389349,141,61.1,3844389341,56,Center,3844389345,140,90.5,33cny48k38nlo8pcx3i24ldqt,P. Billing,1,3844396271,154,3844396277,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472055141,17,16,1,1,3,1pse9ta7a45pi2w2grjim70ge,1,92.4,57.3,2022-10-15T14:01:40.112Z,2022-10-15T22:21:50Z,3844396417,29,,3844396435,230,98.6,3844389413,17,,3844389411,22,,3844396421,55,16,3844396427,103,27.8,3845778795,396,46.9,3844391547,375,01:02.854,dvj6rdi2k0td95oxldbj6e28l,D. Solanke,,3844396419,154,3844396433,328,3846973047,178,3844389415,56,Center,3844396425,102,52.7,3844396429,214,3844391539,20,3844391543,374,2022-10-15 15:01:39.386,3844396415,77,3845778793,395,1.5,3844396431,108,3844396437,231,53.8,,,,,,,,
2472057343,11,1,1,1,59,hzqh7z0mdl3v7gwete66syxp,1,49.8,50.1,2022-10-15T14:02:35.795Z,2022-10-15T22:22:00Z,3844399977,212,15.8,3846973307,178,,3844399979,213,3.0,3844399971,56,Back,3844399975,141,52.5,3844399973,140,34.8,3844399981,279,G,,,,ecp0v1dxqfjbgy3urnkz5d3o5,João Palhinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472057369,12,1,1,2,2,hzqh7z0mdl3v7gwete66syxp,0,34.7,52.1,2022-10-15T14:02:39.184Z,2022-10-15T22:22:01Z,3844400159,1,,3844400151,140,68.1,3844400157,213,5.6,3846973327,178,,3844400149,56,Right,3844400155,212,44.7,3844400153,141,11.3,3844400147,155,,b1el7j39v2pgvl9zodd9usded,T. Ream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472057455,18,1,1,2,4,1pse9ta7a45pi2w2grjim70ge,0,28.3,92.1,2022-10-15T14:02:40.958Z,2022-10-15T22:22:09Z,3846973545,388,,3844400599,56,Back,3844400605,212,9.9,3844400603,141,100.0,3844400597,3,,3844400607,213,0.7,3844400601,140,35.5,,,,33cny48k38nlo8pcx3i24ldqt,P. Billing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472057549,13,5,1,2,7,hzqh7z0mdl3v7gwete66syxp,1,63.9,-1.4,2022-10-15T14:02:44.163Z,2022-10-15T22:22:13Z,3844400999,347,,3844401091,233,19,3844400995,56,Right,,,,,,,,,,,,,,,,b1el7j39v2pgvl9zodd9usded,T. Ream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472057471,19,5,1,2,7,1pse9ta7a45pi2w2grjim70ge,0,36.1,101.4,2022-10-15T14:02:44.163Z,2022-10-15T22:22:13Z,3844401175,233,13,3844400655,56,Back,3844400657,347,,,,,,,,,,,,,,,,,33cny48k38nlo8pcx3i24ldqt,P. Billing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472058033,14,1,1,2,17,hzqh7z0mdl3v7gwete66syxp,1,66.3,0,2022-10-15T14:02:53.926Z,2022-10-15T22:22:18Z,3844403379,107,,3844403385,141,16.8,3844403383,140,69.8,3844403381,56,Right,3844403389,213,1.3,3844403387,212,12.7,,,,,,,ch8dgambei1xbzmikkglg3c9h,B. De Cordova-Reid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472058061,15,1,1,2,18,hzqh7z0mdl3v7gwete66syxp,0,69.9,17,2022-10-15T14:02:55.368Z,2022-10-15T22:22:26Z,3844403511,56,Center,3844403519,213,0.7,3844403517,212,12.7,3846974283,178,,3844403507,3,,3844403513,140,78.9,3844403515,141,29.5,,,,a9k2946gt4hcqw8jpi6ow3jdh,H. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472058079,20,49,1,2,20,1pse9ta7a45pi2w2grjim70ge,1,20.2,69,2022-10-15T14:02:56.886Z,2022-10-15T22:22:31Z,,,,,,,,,,,,,,,,,,,,,,,,,95pzsjfh0wf6isp6qpf9lddyh,M. Senesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472058299,21,1,1,2,20,1pse9ta7a45pi2w2grjim70ge,1,20.2,69,2022-10-15T14:02:56.926Z,2022-10-15T22:22:34Z,3844404775,141,63.0,3844404763,157,,3844404781,213,6.2,3844404783,1,,3846974521,178,,3844404779,212,35.9,3844404771,140,54.2,3844404767,56,Center,95pzsjfh0wf6isp6qpf9lddyh,M. Senesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472549767,773,43,1,2,23,1pse9ta7a45pi2w2grjim70ge,1,0,0,2022-10-15T14:03:00.302Z,2022-10-15T23:39:59Z,3847140949,144,67,3847062609,233,1151,,,,,,,,,,,,,,,,,,,dvj6rdi2k0td95oxldbj6e28l,D. Solanke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472549763,1151,43,1,2,23,hzqh7z0mdl3v7gwete66syxp,1,0,0,2022-10-15T14:03:00.303Z,2022-10-15T23:39:59Z,3847140935,144,67,3847062651,233,773,,,,,,,,,,,,,,,,,,,b1el7j39v2pgvl9zodd9usded,T. Ream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472058317,22,61,1,2,25,1pse9ta7a45pi2w2grjim70ge,1,52.7,54.9,2022-10-15T14:03:02.159Z,2022-10-15T22:22:55Z,3846974723,178,,3844404857,56,Center,,,,,,,,,,,,,,,,,,,dvj6rdi2k0td95oxldbj6e28l,D. Solanke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472058407,23,4,1,2,27,1pse9ta7a45pi2w2grjim70ge,1,61,26.5,2022-10-15T14:03:04.432Z,2022-10-15T22:23:01Z,3844405259,265,,3844405753,233,16,3844405257,152,,3844405253,13,,3844405261,286,,3844405255,56,Center,,,,,,,cr4c6htcw2jewsvboj6s8p045,R. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472058483,16,4,1,2,27,hzqh7z0mdl3v7gwete66syxp,0,39,73.5,2022-10-15T14:03:04.433Z,2022-10-15T22:23:01Z,3844405671,13,,3844405679,285,,3844405677,265,,3846975097,178,,3844405675,152,,3844405673,56,Back,3844405797,233,23,,,,bgc1psqiv7vagmphfl920nbah,A. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472059089,24,1,1,2,40,1pse9ta7a45pi2w2grjim70ge,1,58.7,27.4,2022-10-15T14:03:16.897Z,2022-10-15T22:23:21Z,3844408891,5,,3844408899,140,50.9,3846975613,178,,3844408903,141,30.1,3844408905,212,8.4,3844408909,213,2.9,3844408893,152,,3844408895,56,Center,djelmk2oafas355n2u0d1bumt,L. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472517055,672,1,1,2,42,1pse9ta7a45pi2w2grjim70ge,1,44.8,31.4,2022-10-15T14:03:18.938Z,2022-10-15T22:23:23Z,3846975637,178,,3846879805,213,2.2,3846879803,212,23.3,3846879799,140,32.3,3846879801,141,59.7,3846879797,56,Back,,,,,,,bvlkh4zxfuo5frhj7ogpnecbt,C. Mepham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472517219,673,1,1,2,45,1pse9ta7a45pi2w2grjim70ge,1,32.3,59.7,2022-10-15T14:03:21.685Z,2022-10-15T22:23:25Z,3846880803,213,1.9,3846880795,56,Back,3846975707,178,,3846880797,140,26.9,3846880801,212,20.2,3846880799,141,88.2,,,,,,,95pzsjfh0wf6isp6qpf9lddyh,M. Senesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472059143,25,1,1,2,47,1pse9ta7a45pi2w2grjim70ge,1,34.1,71.4,2022-10-15T14:03:24.287Z,2022-10-15T22:23:30Z,3844409243,140,39.1,3844409245,141,94.1,3844409241,56,Back,3844409249,213,1.2,3846975791,178,,3844409247,212,16.3,,,,,,,80bmtj7l07ohb2h475w955n9,A. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472059227,26,1,1,2,49,1pse9ta7a45pi2w2grjim70ge,1,38.3,92.1,2022-10-15T14:03:26.414Z,2022-10-15T22:23:33Z,3844409701,141,78.9,3844409709,213,3.8,3846975851,178,,3844409695,56,Back,3844409697,140,26.8,3844409705,212,15.0,,,,,,,b3gobhr43y8oxpafvp4f8rgmh,M. Tavernier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472059311,27,1,1,2,52,1pse9ta7a45pi2w2grjim70ge,1,22,76.7,2022-10-15T14:03:29.048Z,2022-10-15T22:23:37Z,3844410185,141,41.5,3844410183,140,9.4,3846975973,178,,3844410187,212,27.3,3844410189,213,4.2,3844410181,56,Back,,,,,,,80bmtj7l07ohb2h475w955n9,A. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472059523,28,1,1,2,56,1pse9ta7a45pi2w2grjim70ge,1,4.6,33.5,2022-10-15T14:03:33.174Z,2022-10-15T22:23:42Z,3844411229,140,62.2,3844411247,1,,3844411235,141,37.0,3844411227,56,Center,3844411239,212,60.5,3844411243,213,0.0,3844411225,157,,3846976143,178,,1um5sa7iogc29aadvkabadyad,Neto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472059995,29,61,1,3,0,1pse9ta7a45pi2w2grjim70ge,0,59.1,38.6,2022-10-15T14:03:36.709Z,2022-10-15T22:23:56Z,3844413719,56,Center,3846976569,178,,3846976567,21,,,,,,,,,,,,,,,,,dvj6rdi2k0td95oxldbj6e28l,D. Solanke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472059535,17,49,1,3,1,hzqh7z0mdl3v7gwete66syxp,1,37.3,59.1,2022-10-15T14:03:37.671Z,2022-10-15T22:24:17Z,,,,,,,,,,,,,,,,,,,,,,,,,chn2v9j6dqmuz2haoiuulbd91,I. Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472059703,18,1,1,3,1,hzqh7z0mdl3v7gwete66syxp,1,40.5,64,2022-10-15T14:03:38.524Z,2022-10-15T22:24:20Z,3844412181,141,87.5,3844412179,140,37.1,3846977289,178,,3844412183,212,16.4,3844412185,213,1.8,3844412177,56,Back,,,,,,,chn2v9j6dqmuz2haoiuulbd91,I. Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472059777,19,1,1,3,5,hzqh7z0mdl3v7gwete66syxp,1,38.1,87.4,2022-10-15T14:03:42.057Z,2022-10-15T22:24:25Z,3844412549,212,15.8,3846977553,178,,3844412551,213,3.8,3844412535,56,Back,3844412539,140,26.0,3844412543,141,73.5,,,,,,,bgc1psqiv7vagmphfl920nbah,A. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472059885,20,1,1,3,7,hzqh7z0mdl3v7gwete66syxp,1,26.2,72.6,2022-10-15T14:03:43.910Z,2022-10-15T22:24:29Z,3844413077,213,4.6,3844413061,56,Back,3844413073,212,20.9,3844413069,141,42.2,3844413065,140,23.3,3846977673,178,,,,,,,,b1el7j39v2pgvl9zodd9usded,T. Ream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472060003,21,1,1,3,10,hzqh7z0mdl3v7gwete66syxp,1,22.8,40.7,2022-10-15T14:03:46.645Z,2022-10-15T22:24:32Z,3844413751,141,45.7,3844413749,140,8.4,3846977745,178,,3844413755,213,2.9,3844413753,212,15.5,3844413747,56,Back,,,,,,,chn2v9j6dqmuz2haoiuulbd91,I. Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
